년도,월,나이,서울특별시 광진구,서울특별시 광진구 화양동,서울특별시 광진구 군자동,서울특별시 광진구 중곡제1동,서울특별시 광진구 중곡제2동,서울특별시 광진구 중곡제3동,서울특별시 광진구 중곡제4동,서울특별시 광진구 능동,서울특별시 광진구 광장동,서울특별시 광진구 자양제1동,서울특별시 광진구 자양제2동,서울특별시 광진구 자양제3동,서울특별시 광진구 자양제4동,서울특별시 광진구 구의제1동,서울특별시 광진구 구의제2동,서울특별시 광진구 구의제3동
2020,6,50,"55,069","2,084","2,943","2,595","3,641","2,996","5,415","1,476","5,347","3,667","4,339","4,690","3,244","3,252","4,524","4,856"
2020,6,60,"41,560","1,659","2,332","2,047","2,738","2,355","4,247","1,241","2,949","2,778","3,531","3,493","2,959","2,408","3,412","3,411"
2020,6,70,"22,281","1,042","1,366","1,148","1,482","1,300","2,281",743,"1,478","1,525","1,672","1,599","1,638","1,429","1,907","1,671"
2020,6,80,"8,577",395,506,374,488,453,736,293,802,557,588,819,599,557,701,709
2020,6,90,"1,255",64,62,57,80,61,102,48,140,77,93,118,79,62,94,118
2020,6,100,211,23,10,9,9,14,28,4,11,14,12,13,15,14,24,11
2020,7,총,"349,258","22,368","19,980","15,753","22,120","16,876","29,864","11,670","35,754","22,859","26,165","28,836","18,157","22,244","27,147","29,465"
2020,7,0,"20,486",431,931,804,"1,257",778,"1,586",586,"3,420","1,081","1,729","2,403",752,924,"1,854","1,950"
2020,7,10,"26,555",770,"1,105",782,"1,441","1,026","2,048",557,"5,583","1,532","1,963","2,635",906,"1,214","2,407","2,586"
2020,7,20,"62,624","9,369","4,408","2,753","3,935","2,709","4,530","2,405","4,154","4,322","3,946","4,008","2,728","4,831","3,740","4,786"
2020,7,30,"56,967","4,326","3,685","2,959","3,981","2,750","4,511","2,693","4,010","3,844","4,113","4,414","2,689","4,314","3,965","4,713"
2020,7,40,"53,492","2,197","2,621","2,243","3,056","2,412","4,340","1,633","7,810","3,442","4,170","4,640","2,560","3,250","4,489","4,629"
2020,7,50,"55,005","2,090","2,945","2,576","3,631","3,004","5,414","1,462","5,371","3,671","4,314","4,680","3,230","3,233","4,523","4,861"
2020,7,60,"41,684","1,658","2,335","2,046","2,762","2,355","4,273","1,251","2,968","2,795","3,543","3,500","2,956","2,407","3,418","3,417"
2020,7,70,"22,344","1,042","1,368","1,150","1,479","1,312","2,295",737,"1,481","1,520","1,691","1,600","1,640","1,428","1,920","1,681"
2020,7,80,"8,619",398,508,374,489,456,737,292,803,561,588,821,602,566,712,712
2020,7,90,"1,269",64,64,57,80,60,102,49,144,77,95,121,79,63,95,119
2020,7,100,213,23,10,9,9,14,28,5,10,14,13,14,15,14,24,11
2020,8,총,"348,647","22,416","19,940","15,722","22,051","16,848","29,756","11,646","35,704","22,882","26,032","28,853","18,049","22,220","27,143","29,385"
2020,8,0,"20,287",413,915,798,"1,243",779,"1,562",580,"3,416","1,073","1,708","2,391",735,909,"1,843","1,922"
2020,8,10,"26,437",769,"1,083",776,"1,432","1,015","2,020",560,"5,564","1,532","1,934","2,644",901,"1,202","2,419","2,586"
2020,8,20,"62,707","9,420","4,430","2,758","3,941","2,710","4,544","2,420","4,152","4,342","3,935","3,990","2,727","4,842","3,735","4,761"
2020,8,30,"56,699","4,323","3,675","2,950","3,951","2,743","4,486","2,662","3,980","3,849","4,081","4,415","2,653","4,312","3,932","4,687"
2020,8,40,"53,260","2,190","2,611","2,228","3,040","2,395","4,291","1,638","7,805","3,435","4,125","4,648","2,538","3,234","4,478","4,604"
2020,8,50,"54,926","2,096","2,925","2,574","3,624","2,990","5,411","1,462","5,368","3,662","4,296","4,679","3,210","3,235","4,537","4,857"
2020,8,60,"41,831","1,671","2,342","2,036","2,775","2,367","4,273","1,242","2,983","2,793","3,569","3,523","2,953","2,422","3,433","3,449"
2020,8,70,"22,360","1,043","1,368","1,163","1,470","1,318","2,299",735,"1,479","1,539","1,684","1,596","1,633","1,422","1,934","1,677"
2020,8,80,"8,655",404,515,374,488,459,739,295,800,563,592,830,607,564,712,713
2020,8,90,"1,269",64,66,56,77,58,103,46,147,80,96,123,76,64,96,117
2020,8,100,216,23,10,9,10,14,28,6,10,14,12,14,16,14,24,12
2020,9,총,"348,064","22,452","19,958","15,694","22,000","16,812","29,671","11,600","35,685","22,898","25,934","28,805","17,985","22,152","27,071","29,347"
2020,9,0,"20,085",401,908,790,"1,231",775,"1,542",579,"3,399","1,054","1,682","2,370",728,897,"1,822","1,907"
2020,9,10,"26,350",767,"1,077",768,"1,420","1,001","2,006",557,"5,559","1,541","1,936","2,648",894,"1,192","2,401","2,583"
2020,9,20,"62,726","9,459","4,461","2,752","3,936","2,703","4,517","2,411","4,161","4,390","3,918","3,976","2,720","4,812","3,762","4,748"
2020,9,30,"56,455","4,334","3,659","2,947","3,945","2,730","4,457","2,664","3,938","3,826","4,030","4,396","2,637","4,314","3,910","4,668"
2020,9,40,"52,997","2,209","2,598","2,214","3,022","2,387","4,264","1,625","7,748","3,424","4,114","4,624","2,514","3,218","4,435","4,601"
2020,9,50,"54,870","2,084","2,930","2,575","3,600","2,978","5,389","1,443","5,434","3,665","4,287","4,685","3,172","3,225","4,535","4,868"
2020,9,60,"42,031","1,670","2,355","2,041","2,797","2,391","4,306","1,237","3,001","2,804","3,588","3,536","2,981","2,426","3,442","3,456"
2020,9,70,"22,372","1,042","1,372","1,161","1,473","1,312","2,317",735,"1,479","1,531","1,676","1,597","1,645","1,428","1,922","1,682"
2020,9,80,"8,698",398,523,383,490,465,740,298,806,564,597,835,602,566,725,706
2020,9,90,"1,259",64,65,54,76,56,105,45,150,84,92,124,76,60,92,116
2020,9,100,221,24,10,9,10,14,28,6,10,15,14,14,16,14,25,12
2020,10,총,"347,615","22,515","19,897","15,649","22,018","16,764","29,585","11,618","35,575","22,891","25,862","28,808","17,911","22,086","27,075","29,361"
2020,10,0,"19,904",387,907,787,"1,231",765,"1,532",581,"3,367","1,048","1,655","2,360",726,882,"1,790","1,886"
2020,10,10,"26,212",732,"1,061",756,"1,422",986,"2,003",554,"5,541","1,536","1,922","2,644",892,"1,185","2,390","2,588"
2020,10,20,"62,784","9,542","4,447","2,754","3,917","2,709","4,519","2,401","4,158","4,407","3,912","3,988","2,704","4,792","3,773","4,761"
2020,10,30,"56,208","4,372","3,625","2,934","3,943","2,717","4,422","2,665","3,893","3,819","3,993","4,379","2,627","4,278","3,902","4,639"
2020,10,40,"52,866","2,179","2,604","2,189","3,031","2,383","4,239","1,644","7,746","3,417","4,101","4,608","2,501","3,228","4,400","4,596"
2020,10,50,"54,868","2,086","2,932","2,556","3,594","2,970","5,372","1,438","5,442","3,651","4,306","4,684","3,147","3,228","4,564","4,898"
2020,10,60,"42,162","1,680","2,348","2,064","2,824","2,387","4,309","1,252","2,993","2,814","3,588","3,563","2,980","2,429","3,468","3,463"
2020,10,70,"22,402","1,047","1,377","1,162","1,479","1,308","2,315",734,"1,474","1,530","1,683","1,607","1,640","1,420","1,933","1,693"
2020,10,80,"8,728",401,522,382,494,468,740,299,800,571,595,835,603,569,740,709
2020,10,90,"1,261",65,64,56,74,57,107,44,151,83,94,125,75,60,90,116
2020,10,100,220,24,10,9,9,14,27,6,10,15,13,15,16,15,25,12
2020,11,총,"347,285","22,605","19,936","15,736","21,998","16,736","29,551","11,602","35,528","22,805","25,731","28,751","17,835","22,080","27,077","29,314"
2020,11,0,"19,699",385,899,776,"1,214",763,"1,506",583,"3,339","1,026","1,634","2,339",719,866,"1,788","1,862"
2020,11,10,"26,132",728,"1,068",757,"1,428",970,"1,994",556,"5,521","1,530","1,899","2,648",883,"1,196","2,386","2,568"
2020,11,20,"62,813","9,586","4,459","2,800","3,908","2,715","4,499","2,390","4,158","4,375","3,891","3,981","2,698","4,811","3,781","4,761"
2020,11,30,"56,116","4,396","3,631","2,966","3,939","2,716","4,420","2,664","3,866","3,814","3,952","4,343","2,610","4,265","3,909","4,625"
2020,11,40,"52,718","2,174","2,628","2,199","3,019","2,358","4,220","1,644","7,729","3,402","4,072","4,592","2,482","3,227","4,391","4,581"
2020,11,50,"54,742","2,089","2,919","2,540","3,589","2,955","5,351","1,427","5,462","3,631","4,287","4,687","3,141","3,219","4,543","4,902"
2020,11,60,"42,335","1,704","2,354","2,075","2,837","2,409","4,347","1,249","3,001","2,824","3,604","3,571","2,977","2,417","3,483","3,483"
2020,11,70,"22,419","1,047","1,374","1,169","1,490","1,298","2,326",741,"1,480","1,525","1,684","1,607","1,625","1,429","1,940","1,684"
2020,11,80,"8,825",407,530,389,494,480,750,297,811,583,599,842,608,574,741,720
2020,11,90,"1,266",65,64,56,71,58,111,45,151,81,96,126,75,61,90,116
2020,11,100,220,24,10,9,9,14,27,6,10,14,13,15,17,15,25,12
2020,12,총,"346,682","22,658","19,930","15,792","21,943","16,683","29,387","11,610","35,440","22,790","25,641","28,687","17,810","22,040","26,954","29,317"
2020,12,0,"19,572",381,889,774,"1,208",765,"1,483",578,"3,315","1,017","1,628","2,335",710,852,"1,774","1,863"
2020,12,10,"25,931",713,"1,047",764,"1,408",957,"1,950",553,"5,511","1,513","1,889","2,640",879,"1,189","2,361","2,557"
2020,12,20,"62,940","9,653","4,493","2,829","3,915","2,712","4,493","2,405","4,147","4,390","3,859","3,953","2,707","4,836","3,777","4,771"
2020,12,30,"55,983","4,383","3,637","2,990","3,932","2,750","4,387","2,668","3,839","3,789","3,934","4,335","2,612","4,228","3,875","4,624"
2020,12,40,"52,482","2,189","2,627","2,193","3,006","2,323","4,178","1,641","7,692","3,385","4,039","4,594","2,468","3,217","4,358","4,572"
2020,12,50,"54,541","2,091","2,899","2,532","3,571","2,921","5,323","1,415","5,470","3,628","4,283","4,675","3,120","3,191","4,526","4,896"
2020,12,60,"42,460","1,701","2,364","2,084","2,833","2,405","4,363","1,258","3,022","2,852","3,610","3,554","2,992","2,441","3,492","3,489"
2020,12,70,"22,428","1,050","1,366","1,174","1,494","1,293","2,305",746,"1,473","1,536","1,694","1,615","1,619","1,429","1,938","1,696"
2020,12,80,"8,850",408,532,387,496,483,767,294,810,584,596,847,608,580,737,721
2020,12,90,"1,277",66,66,56,71,60,111,46,151,82,96,124,78,62,92,116
2020,12,100,218,23,10,9,9,14,27,6,10,14,13,15,17,15,24,12
2021,1,총,"346,067","22,694","19,894","15,761","21,916","16,626","29,275","11,599","35,388","22,717","25,567","28,676","17,751","22,036","26,904","29,263"
2021,1,0,"19,328",380,879,759,"1,201",759,"1,441",572,"3,258",998,"1,611","2,310",706,841,"1,760","1,853"
2021,1,10,"25,774",718,"1,027",752,"1,397",940,"1,924",548,"5,511","1,512","1,873","2,635",870,"1,165","2,356","2,546"
2021,1,20,"62,730","9,659","4,492","2,831","3,880","2,711","4,473","2,397","4,130","4,372","3,840","3,949","2,702","4,826","3,740","4,728"
2021,1,30,"55,902","4,404","3,632","2,996","3,942","2,728","4,386","2,658","3,791","3,763","3,902","4,324","2,624","4,266","3,848","4,638"
2021,1,40,"52,331","2,195","2,629","2,178","3,007","2,322","4,137","1,639","7,689","3,380","4,034","4,592","2,428","3,201","4,348","4,552"
2021,1,50,"54,458","2,078","2,887","2,523","3,559","2,911","5,302","1,416","5,492","3,608","4,276","4,680","3,108","3,180","4,552","4,886"
2021,1,60,"42,685","1,709","2,369","2,098","2,849","2,402","4,398","1,273","3,052","2,872","3,618","3,580","2,989","2,469","3,500","3,507"
2021,1,70,"22,415","1,049","1,361","1,172","1,497","1,286","2,304",745,"1,483","1,525","1,702","1,612","1,617","1,425","1,938","1,699"
2021,1,80,"8,932",413,539,389,501,489,773,299,822,592,601,853,608,584,744,725
2021,1,90,"1,296",66,69,54,74,64,110,46,150,81,97,128,82,63,94,118
2021,1,100,216,23,10,9,9,14,27,6,10,14,13,13,17,16,24,11
2021,2,총,"345,248","22,714","19,882","15,677","21,840","16,552","29,175","11,527","35,336","22,698","25,448","28,662","17,730","21,995","26,851","29,161"
2021,2,0,"19,060",368,872,751,"1,178",743,"1,413",557,"3,239",978,"1,594","2,296",700,817,"1,730","1,824"
2021,2,10,"25,639",740,"1,014",738,"1,379",934,"1,910",537,"5,519","1,492","1,841","2,635",865,"1,153","2,353","2,529"
2021,2,20,"62,452","9,649","4,491","2,826","3,860","2,678","4,422","2,369","4,081","4,383","3,809","3,926","2,702","4,832","3,732","4,692"
2021,2,30,"55,710","4,411","3,629","2,986","3,918","2,709","4,396","2,632","3,776","3,759","3,882","4,307","2,594","4,277","3,808","4,626"
2021,2,40,"52,173","2,195","2,633","2,169","2,985","2,327","4,114","1,629","7,693","3,361","4,005","4,609","2,432","3,176","4,332","4,513"
2021,2,50,"54,391","2,074","2,888","2,491","3,555","2,916","5,293","1,424","5,495","3,617","4,276","4,682","3,088","3,176","4,540","4,876"
2021,2,60,"42,887","1,729","2,376","2,095","2,878","2,391","4,420","1,276","3,061","2,889","3,625","3,589","3,016","2,468","3,538","3,536"
2021,2,70,"22,407","1,042","1,357","1,162","1,489","1,287","2,293",746,"1,491","1,524","1,703","1,618","1,616","1,432","1,943","1,704"
2021,2,80,"9,010",417,542,397,512,490,774,303,822,600,602,861,617,585,756,732
2021,2,90,"1,300",66,70,54,77,63,110,47,149,81,97,127,83,63,95,118
2021,2,100,219,23,10,8,9,14,30,7,10,14,14,12,17,16,24,11
2021,3,총,"343,392","22,746","19,793","15,561","21,734","16,451","28,962","11,423","35,180","22,591","25,308","28,530","17,529","21,862","26,666","29,056"
2021,3,0,"18,882",373,855,726,"1,160",746,"1,391",549,"3,225",969,"1,595","2,269",694,805,"1,706","1,819"
2021,3,10,"25,541",760,"1,015",731,"1,362",936,"1,907",540,"5,484","1,493","1,833","2,629",851,"1,145","2,342","2,513"
2021,3,20,"62,496","9,810","4,532","2,828","3,876","2,655","4,381","2,357","4,070","4,364","3,793","3,892","2,704","4,838","3,731","4,665"
2021,3,30,"55,432","4,382","3,612","2,976","3,895","2,686","4,354","2,621","3,760","3,751","3,873","4,298","2,564","4,260","3,771","4,629"
2021,3,40,"51,748","2,188","2,600","2,144","2,968","2,296","4,086","1,605","7,634","3,356","3,972","4,568","2,394","3,167","4,275","4,495"
2021,3,50,"54,118","2,061","2,866","2,462","3,547","2,902","5,264","1,406","5,508","3,593","4,240","4,679","3,061","3,139","4,544","4,846"
2021,3,60,"42,914","1,711","2,383","2,098","2,889","2,401","4,430","1,273","3,072","2,872","3,660","3,580","2,991","2,464","3,548","3,542"
2021,3,70,"22,054",993,"1,335","1,146","1,461","1,274","2,258",736,"1,457","1,511","1,663","1,620","1,591","1,397","1,910","1,702"
2021,3,80,"8,954",408,529,398,503,489,779,293,824,608,589,871,608,571,749,735
2021,3,90,"1,182",55,62,51,71,60,100,41,142,73,86,119,69,61,86,106
2021,3,100,71,5,4,1,2,6,12,2,4,1,4,5,2,15,4,4
2021,4,총,"343,006","22,854","19,790","15,575","21,696","16,382","28,912","11,406","35,120","22,530","25,239","28,485","17,519","21,859","26,604","29,035"
2021,4,0,"18,733",370,844,720,"1,148",738,"1,381",540,"3,187",950,"1,587","2,268",678,810,"1,693","1,819"
2021,4,10,"25,430",752,"1,008",728,"1,356",916,"1,902",530,"5,462","1,486","1,826","2,615",858,"1,145","2,340","2,506"
2021,4,20,"62,496","9,875","4,520","2,843","3,879","2,662","4,395","2,362","4,085","4,368","3,774","3,873","2,733","4,783","3,702","4,642"
2021,4,30,"55,324","4,415","3,629","2,969","3,876","2,674","4,318","2,604","3,730","3,721","3,851","4,269","2,566","4,288","3,780","4,634"
2021,4,40,"51,659","2,180","2,585","2,155","2,967","2,283","4,075","1,612","7,603","3,349","3,968","4,564","2,393","3,181","4,263","4,481"
2021,4,50,"53,974","2,062","2,874","2,450","3,525","2,882","5,256","1,409","5,553","3,593","4,192","4,680","3,028","3,129","4,509","4,832"
2021,4,60,"43,036","1,733","2,386","2,108","2,911","2,403","4,435","1,266","3,075","2,859","3,696","3,583","2,990","2,476","3,557","3,558"
2021,4,70,"22,072",998,"1,339","1,145","1,456","1,274","2,263",744,"1,449","1,514","1,660","1,633","1,589","1,391","1,910","1,707"
2021,4,80,"9,024",411,540,402,507,482,775,295,833,618,596,874,612,578,759,742
2021,4,90,"1,185",53,61,54,69,62,100,42,138,71,85,121,70,63,87,109
2021,4,100,73,5,4,1,2,6,12,2,5,1,4,5,2,15,4,5
2021,5,총,"342,812","22,894","19,824","15,565","21,656","16,348","28,928","11,424","35,071","22,585","25,210","28,462","17,472","21,831","26,585","28,957"
2021,5,0,"18,642",374,849,716,"1,137",734,"1,383",535,"3,141",955,"1,581","2,253",678,804,"1,689","1,813"
2021,5,10,"25,362",743,997,730,"1,359",912,"1,898",523,"5,467","1,472","1,840","2,613",849,"1,135","2,333","2,491"
2021,5,20,"62,427","9,909","4,511","2,837","3,840","2,657","4,389","2,372","4,098","4,377","3,753","3,873","2,749","4,770","3,680","4,612"
2021,5,30,"55,243","4,437","3,658","2,952","3,889","2,663","4,310","2,595","3,711","3,720","3,824","4,260","2,550","4,300","3,766","4,608"
2021,5,40,"51,456","2,167","2,587","2,124","2,958","2,260","4,063","1,626","7,558","3,368","3,951","4,550","2,361","3,151","4,249","4,483"
2021,5,50,"53,969","2,063","2,863","2,475","3,520","2,879","5,251","1,419","5,579","3,581","4,200","4,666","3,016","3,133","4,524","4,800"
2021,5,60,"43,274","1,732","2,406","2,134","2,912","2,403","4,479","1,263","3,081","2,884","3,716","3,609","3,007","2,488","3,575","3,585"
2021,5,70,"22,067",999,"1,345","1,142","1,456","1,280","2,261",746,"1,453","1,535","1,653","1,627","1,573","1,389","1,904","1,704"
2021,5,80,"9,103",413,545,401,512,492,785,302,834,619,602,884,618,580,771,745
2021,5,90,"1,197",52,60,53,71,62,97,41,144,73,86,122,69,66,90,111
2021,5,100,72,5,3,1,2,6,12,2,5,1,4,5,2,15,4,5
2021,6,총,"342,481","22,910","19,812","15,555","21,649","16,327","28,912","11,428","35,017","22,522","25,136","28,380","17,488","21,824","26,619","28,902"
2021,6,0,"18,576",376,851,717,"1,125",730,"1,382",524,"3,120",939,"1,563","2,254",675,804,"1,698","1,818"
2021,6,10,"25,320",740,996,735,"1,356",910,"1,892",524,"5,465","1,475","1,833","2,601",855,"1,123","2,332","2,483"
2021,6,20,"62,352","9,927","4,522","2,828","3,846","2,648","4,392","2,378","4,082","4,353","3,758","3,842","2,746","4,767","3,678","4,585"
2021,6,30,"55,128","4,439","3,640","2,947","3,886","2,661","4,279","2,604","3,688","3,721","3,800","4,227","2,569","4,307","3,765","4,595"
2021,6,40,"51,276","2,154","2,574","2,116","2,958","2,250","4,058","1,622","7,524","3,353","3,920","4,541","2,339","3,157","4,255","4,455"
2021,6,50,"53,830","2,064","2,845","2,471","3,500","2,876","5,219","1,425","5,585","3,549","4,175","4,644","3,020","3,119","4,530","4,808"
2021,6,60,"43,531","1,736","2,434","2,146","2,932","2,409","4,520","1,271","3,120","2,900","3,743","3,615","3,012","2,506","3,589","3,598"
2021,6,70,"22,057","1,004","1,344","1,134","1,466","1,282","2,272",742,"1,446","1,530","1,645","1,625","1,581","1,383","1,909","1,694"
2021,6,80,"9,144",414,543,407,510,494,789,297,836,627,607,902,619,578,764,757
2021,6,90,"1,196",53,60,53,68,61,97,39,146,74,88,124,70,64,95,104
2021,6,100,71,3,3,1,2,6,12,2,5,1,4,5,2,16,4,5
2021,7,총,"342,111","22,962","19,745","15,575","21,638","16,314","28,873","11,410","34,964","22,518","25,024","28,295","17,458","21,783","26,661","28,891"
2021,7,0,"18,440",377,847,718,"1,113",718,"1,368",522,"3,080",928,"1,550","2,226",660,802,"1,714","1,817"
2021,7,10,"25,210",717,986,722,"1,355",914,"1,870",531,"5,468","1,493","1,821","2,589",852,"1,108","2,325","2,459"
2021,7,20,"62,278","9,959","4,517","2,848","3,827","2,644","4,383","2,352","4,066","4,324","3,736","3,857","2,757","4,742","3,687","4,579"
2021,7,30,"55,017","4,474","3,608","2,950","3,885","2,666","4,267","2,594","3,654","3,714","3,773","4,186","2,568","4,303","3,762","4,613"
2021,7,40,"51,196","2,156","2,560","2,112","2,967","2,223","4,045","1,624","7,538","3,360","3,910","4,513","2,319","3,155","4,275","4,439"
2021,7,50,"53,799","2,065","2,835","2,464","3,503","2,878","5,237","1,430","5,592","3,561","4,148","4,641","3,012","3,104","4,515","4,814"
2021,7,60,"43,682","1,731","2,444","2,166","2,951","2,426","4,522","1,276","3,134","2,906","3,743","3,633","3,020","2,521","3,604","3,605"
2021,7,70,"22,043","1,011","1,337","1,135","1,459","1,280","2,278",747,"1,442","1,518","1,637","1,624","1,580","1,386","1,912","1,697"
2021,7,80,"9,169",416,548,406,507,498,793,295,840,637,615,890,618,580,769,757
2021,7,90,"1,204",53,60,52,69,61,98,37,145,76,87,131,70,66,93,106
2021,7,100,73,3,3,2,2,6,12,2,5,1,4,5,2,16,5,5
2021,8,총,"341,505","22,993","19,744","15,565","21,616","16,274","28,808","11,386","34,891","22,478","24,922","28,243","17,395","21,709","26,659","28,822"
2021,8,0,"18,280",370,831,716,"1,106",715,"1,350",519,"3,033",928,"1,532","2,211",656,797,"1,709","1,807"
2021,8,10,"25,130",731,990,718,"1,342",907,"1,863",535,"5,461","1,485","1,810","2,573",852,"1,098","2,314","2,451"
2021,8,20,"62,215","10,004","4,534","2,859","3,806","2,627","4,358","2,354","4,073","4,315","3,703","3,859","2,756","4,733","3,685","4,549"
2021,8,30,"54,857","4,465","3,610","2,942","3,886","2,657","4,251","2,566","3,628","3,713","3,755","4,149","2,547","4,283","3,784","4,621"
2021,8,40,"50,940","2,145","2,551","2,099","2,983","2,211","4,022","1,616","7,489","3,329","3,889","4,496","2,305","3,130","4,265","4,410"
2021,8,50,"53,734","2,063","2,824","2,455","3,489","2,876","5,240","1,439","5,623","3,553","4,121","4,644","2,986","3,091","4,520","4,810"
