년도,월,나이,부산광역시 해운대구,부산광역시 해운대구 우제1동,부산광역시 해운대구 우제2동,부산광역시 해운대구 우제3동,부산광역시 해운대구 중제1동,부산광역시 해운대구 중제2동,부산광역시 해운대구 좌제1동,부산광역시 해운대구 좌제2동,부산광역시 해운대구 좌제3동,부산광역시 해운대구 좌제4동,부산광역시 해운대구 송정동,부산광역시 해운대구 반여제1동,부산광역시 해운대구 반여제2동,부산광역시 해운대구 반여제3동,부산광역시 해운대구 반여제4동,부산광역시 해운대구 반송제1동,부산광역시 해운대구 반송제2동,부산광역시 해운대구 재송제1동,부산광역시 해운대구 재송제2동
2021,5,30,"22,517","1,456","1,733","1,474","1,623","1,048",979,"2,146",783,"1,143",669,"1,749",845,468,975,669,"1,076","2,208","1,473"
2021,5,40,"30,842","1,613","2,399","2,313","2,144","1,326","1,390","2,173","1,103","1,746",716,"2,853",913,598,"1,295",968,"1,681","3,672","1,939"
2021,5,50,"33,182","1,814","2,569","2,193","2,265","1,280","1,556","2,556","1,376","2,043",765,"3,144","1,128",826,"1,374","1,384","2,048","2,758","2,103"
2021,5,60,"27,904","1,686","1,864","1,865","1,678","1,163",896,"1,884","1,082","1,352",895,"2,360","1,166",840,"1,218","1,405","2,414","2,043","2,093"
2021,5,70,"13,644",990,953,875,822,492,444,804,491,565,422,"1,052",646,470,515,826,"1,337","1,014",926
2021,5,80,"4,769",336,341,336,330,149,226,387,263,273,149,318,201,158,99,319,404,247,233
2021,5,90,389,24,31,33,22,20,31,35,30,23,11,27,13,8,8,17,29,15,12
2021,5,100,21,3,1,1,4,2,1,1,0,1,0,1,1,0,1,2,0,1,1
2021,6,총,"191,985","10,768","14,741","13,635","13,144","7,570","8,502","14,821","7,619","11,074","4,809","17,230","6,244","4,299","8,014","7,054","11,506","18,757","12,198"
2021,6,0,"14,354",620,"1,479","1,495","1,108",596,618,"1,053",533,906,275,"1,305",224,132,652,182,456,"2,069",651
2021,6,10,"19,284",776,"1,591","1,555","1,305",611,"1,050","1,436",930,"1,497",275,"2,195",320,273,792,371,766,"2,543",998
2021,6,20,"25,015","1,454","1,779","1,491","1,751",869,"1,311","2,364","1,036","1,534",626,"2,233",797,534,"1,088",902,"1,306","2,196","1,744"
2021,6,30,"22,488","1,449","1,734","1,464","1,660","1,049",968,"2,141",780,"1,147",664,"1,730",832,468,979,675,"1,074","2,195","1,479"
2021,6,40,"30,870","1,618","2,386","2,321","2,162","1,336","1,386","2,179","1,107","1,732",722,"2,850",914,591,"1,288",972,"1,682","3,676","1,948"
2021,6,50,"33,091","1,810","2,570","2,185","2,277","1,273","1,564","2,538","1,357","2,038",762,"3,138","1,123",818,"1,358","1,388","2,037","2,754","2,101"
2021,6,60,"28,027","1,691","1,868","1,877","1,697","1,169",904,"1,887","1,088","1,357",901,"2,373","1,172",853,"1,227","1,398","2,417","2,047","2,101"
2021,6,70,"13,673",993,963,878,826,497,444,802,492,566,423,"1,058",647,464,519,828,"1,335","1,011",927
2021,6,80,"4,773",331,342,336,330,148,224,384,267,275,150,319,201,158,102,319,403,249,235
2021,6,90,388,23,28,32,24,20,32,36,29,21,11,28,13,8,8,17,29,16,13
2021,6,100,22,3,1,1,4,2,1,1,0,1,0,1,1,0,1,2,1,1,1
2021,7,총,"191,773","10,760","14,720","13,656","13,232","7,576","8,472","14,824","7,620","11,064","4,795","17,176","6,219","4,283","7,989","7,005","11,465","18,748","12,169"
2021,7,0,"14,342",623,"1,482","1,500","1,145",597,607,"1,048",526,905,270,"1,299",222,127,647,176,452,"2,076",640
2021,7,10,"19,196",774,"1,580","1,555","1,304",611,"1,039","1,433",933,"1,493",275,"2,176",321,268,786,364,758,"2,525","1,001"
2021,7,20,"24,934","1,460","1,774","1,476","1,742",862,"1,306","2,368","1,030","1,530",617,"2,242",782,536,"1,081",894,"1,308","2,194","1,732"
2021,7,30,"22,413","1,444","1,731","1,470","1,680","1,050",962,"2,132",782,"1,141",662,"1,716",829,462,973,664,"1,060","2,188","1,467"
2021,7,40,"30,820","1,607","2,373","2,320","2,191","1,337","1,379","2,195","1,098","1,727",716,"2,834",924,587,"1,292",962,"1,672","3,664","1,942"
2021,7,50,"33,062","1,806","2,572","2,196","2,284","1,273","1,562","2,525","1,367","2,027",766,"3,126","1,109",815,"1,349","1,382","2,033","2,769","2,101"
2021,7,60,"28,099","1,690","1,877","1,884","1,705","1,171",916,"1,905","1,089","1,372",905,"2,377","1,165",856,"1,229","1,402","2,403","2,052","2,101"
2021,7,70,"13,705",990,958,880,824,504,445,795,498,571,422,"1,058",652,466,521,824,"1,344","1,014",939
2021,7,80,"4,788",341,344,342,329,149,223,384,268,276,151,318,202,158,102,317,404,250,230
2021,7,90,392,22,28,32,24,20,32,38,29,21,11,29,12,8,8,18,30,15,15
2021,7,100,22,3,1,1,4,2,1,1,0,1,0,1,1,0,1,2,1,1,1
2021,8,총,"191,483","10,726","14,675","13,639","13,281","7,554","8,474","14,816","7,621","11,035","4,775","17,136","6,208","4,259","7,993","7,003","11,422","18,709","12,157"
2021,8,0,"14,265",625,"1,475","1,495","1,148",587,604,"1,047",523,903,262,"1,293",221,129,652,169,450,"2,052",630
2021,8,10,"19,145",773,"1,579","1,556","1,308",610,"1,041","1,430",928,"1,482",267,"2,168",322,267,785,364,752,"2,525",988
2021,8,20,"24,768","1,440","1,751","1,457","1,738",861,"1,298","2,375","1,024","1,511",607,"2,222",783,524,"1,076",887,"1,302","2,167","1,745"
2021,8,30,"22,360","1,432","1,721","1,471","1,688","1,043",971,"2,122",789,"1,150",661,"1,706",822,464,972,665,"1,045","2,183","1,455"
2021,8,40,"30,764","1,612","2,361","2,321","2,209","1,324","1,378","2,187","1,100","1,715",712,"2,825",915,582,"1,294",960,"1,670","3,661","1,938"
2021,8,50,"33,043","1,799","2,576","2,198","2,292","1,285","1,547","2,531","1,359","2,019",776,"3,132","1,107",807,"1,356","1,379","2,012","2,772","2,096"
2021,8,60,"28,159","1,687","1,880","1,887","1,709","1,168",934,"1,903","1,097","1,383",898,"2,382","1,161",851,"1,221","1,409","2,411","2,065","2,113"
2021,8,70,"13,738",992,957,878,831,500,436,799,500,571,430,"1,059",660,468,526,831,"1,340","1,016",944
2021,8,80,"4,825",339,347,343,331,154,232,383,271,279,152,320,204,159,102,319,406,252,232
2021,8,90,394,24,27,32,23,20,32,38,30,21,10,28,12,8,8,18,33,15,15
2021,8,100,22,3,1,1,4,2,1,1,0,1,0,1,1,0,1,2,1,1,1
2021,9,총,"191,304","10,712","14,652","13,645","13,282","7,555","8,460","14,794","7,620","11,028","4,792","17,097","6,210","4,230","7,990","6,995","11,389","18,686","12,167"
2021,9,0,"14,184",615,"1,478","1,498","1,149",592,599,"1,038",524,903,260,"1,284",221,125,650,166,441,"2,018",623
2021,9,10,"19,125",772,"1,577","1,563","1,308",609,"1,041","1,422",925,"1,476",269,"2,164",319,260,782,360,749,"2,543",986
2021,9,20,"24,721","1,453","1,736","1,444","1,730",859,"1,292","2,373","1,028","1,508",610,"2,207",776,520,"1,074",888,"1,302","2,175","1,746"
2021,9,30,"22,294","1,413","1,704","1,472","1,696","1,050",973,"2,111",787,"1,157",663,"1,710",824,452,972,667,"1,035","2,150","1,458"
2021,9,40,"30,733","1,617","2,354","2,324","2,205","1,318","1,370","2,193","1,095","1,716",711,"2,811",909,590,"1,287",956,"1,669","3,663","1,945"
2021,9,50,"33,021","1,797","2,572","2,200","2,310","1,278","1,549","2,519","1,357","2,014",779,"3,125","1,116",800,"1,359","1,373","1,994","2,787","2,092"
2021,9,60,"28,179","1,684","1,892","1,890","1,694","1,168",942,"1,911","1,102","1,381",909,"2,371","1,161",849,"1,222","1,412","2,413","2,056","2,122"
2021,9,70,"13,786",991,967,876,828,503,432,804,502,573,430,"1,073",666,466,528,829,"1,343","1,026",949
2021,9,80,"4,837",342,345,343,336,155,228,385,271,278,150,321,204,160,107,324,408,250,230
2021,9,90,402,25,26,34,22,21,33,37,29,21,11,30,13,8,8,18,34,17,15
2021,9,100,22,3,1,1,4,2,1,1,0,1,0,1,1,0,1,2,1,1,1
2021,10,총,"191,154","10,696","14,625","13,668","13,293","7,554","8,449","14,778","7,609","11,021","4,783","17,112","6,190","4,238","7,976","6,982","11,357","18,673","12,150"
2021,10,0,"14,103",615,"1,473","1,486","1,148",581,587,"1,033",519,913,252,"1,282",222,125,647,166,438,"1,996",620
2021,10,10,"19,086",779,"1,564","1,578","1,312",615,"1,041","1,414",921,"1,472",268,"2,151",307,257,771,357,743,"2,551",985
2021,10,20,"24,690","1,445","1,724","1,442","1,727",862,"1,297","2,376","1,029","1,502",611,"2,222",773,519,"1,070",885,"1,298","2,166","1,742"
2021,10,30,"22,240","1,422","1,716","1,478","1,677","1,038",978,"2,100",787,"1,155",662,"1,705",821,459,963,661,"1,024","2,133","1,461"
2021,10,40,"30,620","1,596","2,338","2,328","2,211","1,327","1,353","2,176","1,087","1,716",704,"2,798",897,590,"1,292",944,"1,664","3,669","1,930"
2021,10,50,"33,058","1,803","2,576","2,202","2,331","1,287","1,555","2,530","1,359","2,009",782,"3,123","1,119",798,"1,351","1,371","1,974","2,800","2,088"
2021,10,60,"28,208","1,680","1,885","1,884","1,689","1,165",940,"1,925","1,098","1,383",902,"2,390","1,162",852,"1,234","1,414","2,418","2,052","2,135"
2021,10,70,"13,853",991,972,887,835,499,434,800,503,573,438,"1,082",669,465,533,841,"1,349","1,035",947
2021,10,80,"4,873",339,351,348,336,158,229,388,275,275,153,327,206,165,107,324,415,252,225
2021,10,90,403,25,25,34,23,20,34,35,31,22,11,31,13,8,7,17,33,18,16
2021,10,100,20,1,1,1,4,2,1,1,0,1,0,1,1,0,1,2,1,1,1
2021,11,총,"190,933","10,693","14,585","13,679","13,315","7,581","8,449","14,775","7,606","10,989","4,758","17,079","6,184","4,224","7,963","6,956","11,331","18,645","12,121"
2021,11,0,"14,029",612,"1,460","1,491","1,140",586,588,"1,019",515,898,256,"1,288",220,122,642,163,431,"1,981",617
2021,11,10,"19,047",785,"1,556","1,586","1,311",626,"1,046","1,416",919,"1,467",262,"2,120",310,253,773,351,739,"2,554",973
2021,11,20,"24,585","1,434","1,719","1,430","1,736",853,"1,281","2,358","1,029","1,499",618,"2,224",770,520,"1,058",876,"1,284","2,168","1,728"
2021,11,30,"22,219","1,424","1,706","1,472","1,677","1,041",986,"2,110",798,"1,154",645,"1,705",817,458,961,663,"1,015","2,119","1,468"
2021,11,40,"30,567","1,599","2,337","2,338","2,209","1,329","1,343","2,175","1,080","1,704",701,"2,788",899,581,"1,287",937,"1,665","3,669","1,926"
2021,11,50,"33,061","1,801","2,574","2,210","2,343","1,298","1,563","2,536","1,364","2,007",775,"3,115","1,114",801,"1,352","1,370","1,965","2,787","2,086"
2021,11,60,"28,237","1,676","1,878","1,881","1,692","1,171",939,"1,938","1,096","1,397",897,"2,393","1,159",846,"1,241","1,413","2,430","2,062","2,128"
2021,11,70,"13,863",997,978,888,840,501,436,797,500,565,440,"1,084",676,469,529,835,"1,345","1,032",951
2021,11,80,"4,913",340,352,348,341,155,232,386,275,275,154,332,206,166,113,332,424,255,227
2021,11,90,400,24,24,34,25,19,34,39,29,22,10,30,13,8,7,16,32,18,16
2021,11,100,12,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,1,0,1
2021,12,총,"190,624","10,657","14,578","13,655","13,323","7,607","8,425","14,775","7,585","10,982","4,784","17,047","6,167","4,200","7,937","6,920","11,315","18,588","12,079"
2021,12,0,"13,979",609,"1,460","1,486","1,147",579,589,"1,021",509,906,259,"1,291",218,116,632,163,436,"1,957",601
2021,12,10,"19,015",775,"1,562","1,587","1,308",628,"1,043","1,414",921,"1,467",264,"2,107",310,249,778,345,730,"2,548",979
2021,12,20,"24,443","1,426","1,711","1,429","1,747",863,"1,268","2,346","1,023","1,474",613,"2,209",766,516,"1,049",858,"1,282","2,161","1,702"
2021,12,30,"22,146","1,426","1,691","1,460","1,656","1,038",987,"2,119",788,"1,147",649,"1,707",816,458,958,664,"1,005","2,103","1,474"
2021,12,40,"30,527","1,587","2,341","2,342","2,215","1,339","1,327","2,184","1,072","1,712",711,"2,777",898,571,"1,279",929,"1,663","3,650","1,930"
2021,12,50,"32,997","1,796","2,565","2,192","2,357","1,311","1,567","2,514","1,364","2,011",781,"3,105","1,098",801,"1,351","1,374","1,955","2,791","2,064"
2021,12,60,"28,243","1,674","1,886","1,883","1,688","1,169",943,"1,952","1,094","1,399",888,"2,403","1,162",850,"1,239","1,399","2,438","2,054","2,122"
2021,12,70,"13,911",994,975,889,842,501,434,799,503,564,452,"1,088",680,464,531,836,"1,347","1,050",962
2021,12,80,"4,939",345,361,351,333,157,232,383,280,279,157,329,205,167,113,337,427,256,227
2021,12,90,410,24,25,35,29,20,34,42,30,22,10,31,14,8,7,15,30,17,17
2021,12,100,14,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,2,1,1
