년도,월,나이,부산광역시 해운대구,부산광역시 해운대구 우제1동,부산광역시 해운대구 우제2동,부산광역시 해운대구 우제3동,부산광역시 해운대구 중제1동,부산광역시 해운대구 중제2동,부산광역시 해운대구 좌제1동,부산광역시 해운대구 좌제2동,부산광역시 해운대구 좌제3동,부산광역시 해운대구 좌제4동,부산광역시 해운대구 송정동,부산광역시 해운대구 반여제1동,부산광역시 해운대구 반여제2동,부산광역시 해운대구 반여제3동,부산광역시 해운대구 반여제4동,부산광역시 해운대구 반송제1동,부산광역시 해운대구 반송제2동,부산광역시 해운대구 재송제1동,부산광역시 해운대구 재송제2동
2021,2,50,"70,119","3,834","5,418","4,809","4,676","2,763","3,175","5,738","3,001","4,300","1,734","6,296","2,417","1,725","2,991","2,720","4,256","5,550","4,716"
2021,2,60,"58,388","3,665","3,970","3,826","3,457","2,446","1,873","3,872","2,264","2,708","1,924","4,696","2,566","1,886","2,476","2,844","5,120","4,290","4,505"
2021,2,70,"30,866","2,145","2,091","1,858","1,864","1,128","1,082","1,965","1,199","1,366",985,"2,211","1,567","1,099","1,027","2,064","3,182","2,035","1,998"
2021,2,80,"13,165",808,897,789,799,407,640,"1,041",722,741,466,877,611,483,324,858,"1,292",673,737
2021,2,90,"1,758",115,149,113,90,71,76,132,100,98,65,141,56,49,45,104,173,91,90
2021,2,100,163,25,9,3,18,7,2,2,0,1,4,4,15,6,2,28,23,6,8
2021,3,총,"400,083","22,845","31,196","28,746","26,834","15,942","18,204","32,244","16,224","23,384","9,968","35,003","12,967","8,842","16,331","14,226","23,813","38,175","25,139"
2021,3,0,"28,177","1,276","2,880","2,901","2,101","1,243","1,248","2,052","1,073","1,762",514,"2,574",485,240,"1,249",371,914,"4,008","1,286"
2021,3,10,"37,708","1,558","3,146","3,113","2,474","1,180","2,011","2,888","1,808","2,970",502,"4,202",634,513,"1,557",755,"1,472","4,923","2,002"
2021,3,20,"48,354","3,002","3,486","2,830","3,391","1,698","2,802","5,054","1,921","2,982","1,162","4,139","1,433",974,"2,099","1,611","2,421","4,158","3,191"
2021,3,30,"46,208","2,935","3,808","3,449","3,346","2,223","2,069","4,486","1,620","2,413","1,279","3,652","1,541",797,"1,956","1,155","1,956","4,696","2,827"
2021,3,40,"65,291","3,426","5,335","5,023","4,603","2,755","3,229","4,965","2,505","4,031","1,321","6,176","1,720","1,143","2,605","1,731","3,115","7,760","3,848"
2021,3,50,"69,830","3,854","5,413","4,793","4,679","2,771","3,157","5,725","3,000","4,297","1,724","6,289","2,378","1,688","2,976","2,710","4,195","5,523","4,658"
2021,3,60,"58,577","3,676","3,977","3,855","3,460","2,451","1,880","3,921","2,269","2,720","1,947","4,738","2,568","1,876","2,480","2,848","5,117","4,288","4,506"
2021,3,70,"30,897","2,159","2,097","1,870","1,866","1,134","1,082","1,977","1,212","1,363",986,"2,225","1,538","1,090","1,036","2,070","3,154","2,049","1,989"
2021,3,80,"13,227",818,901,794,802,407,647,"1,044",717,750,470,868,618,480,325,867,"1,301",681,737
2021,3,90,"1,727",115,148,115,94,73,77,130,99,94,62,138,50,41,46,104,164,86,91
2021,3,100,87,26,5,3,18,7,2,2,0,2,1,2,2,0,2,4,4,3,4
2021,4,총,"399,821","22,814","31,197","28,735","26,927","15,938","18,216","32,274","16,211","23,351","9,980","34,949","12,927","8,802","16,323","14,181","23,782","38,125","25,089"
2021,4,0,"28,044","1,265","2,876","2,881","2,101","1,245","1,237","2,043","1,065","1,765",506,"2,574",482,238,"1,248",370,896,"3,978","1,274"
2021,4,10,"37,608","1,560","3,141","3,123","2,472","1,171","2,006","2,876","1,803","2,957",504,"4,191",629,507,"1,556",748,"1,467","4,919","1,978"
2021,4,20,"48,205","2,981","3,483","2,812","3,393","1,691","2,808","5,066","1,915","2,949","1,157","4,133","1,428",970,"2,077","1,603","2,417","4,142","3,180"
2021,4,30,"46,134","2,944","3,799","3,437","3,383","2,224","2,082","4,475","1,620","2,419","1,267","3,634","1,516",793,"1,953","1,155","1,936","4,678","2,819"
2021,4,40,"65,277","3,409","5,335","5,023","4,608","2,743","3,225","4,964","2,506","4,027","1,328","6,176","1,729","1,132","2,620","1,730","3,109","7,759","3,854"
2021,4,50,"69,679","3,855","5,408","4,794","4,700","2,776","3,154","5,745","2,982","4,280","1,727","6,260","2,361","1,673","2,953","2,685","4,189","5,510","4,627"
2021,4,60,"58,799","3,685","4,003","3,872","3,476","2,460","1,887","3,939","2,284","2,733","1,963","4,738","2,574","1,876","2,499","2,852","5,129","4,312","4,517"
2021,4,70,"30,925","2,146","2,098","1,873","1,866","1,138","1,089","1,982","1,214","1,360",995,"2,231","1,537","1,095","1,038","2,063","3,159","2,052","1,989"
2021,4,80,"13,309",828,901,800,814,408,651,"1,049",718,764,469,876,618,472,332,868,"1,306",682,753
2021,4,90,"1,751",115,148,117,95,75,75,133,104,95,63,134,51,46,45,102,170,89,94
2021,4,100,90,26,5,3,19,7,2,2,0,2,1,2,2,0,2,5,4,4,4
2021,5,총,"399,222","22,649","31,003","28,774","26,968","15,953","18,227","32,269","16,239","23,339","9,958","34,901","12,899","8,803","16,305","14,051","23,695","38,142","25,047"
2021,5,0,"27,921","1,245","2,868","2,907","2,079","1,237","1,234","2,034","1,062","1,745",507,"2,559",475,240,"1,251",362,882,"3,968","1,266"
2021,5,10,"37,464","1,551","3,111","3,115","2,472","1,181","1,997","2,852","1,799","2,946",499,"4,176",620,504,"1,546",744,"1,457","4,927","1,967"
2021,5,20,"48,048","2,963","3,462","2,801","3,376","1,686","2,793","5,066","1,919","2,942","1,159","4,128","1,433",969,"2,066","1,584","2,386","4,150","3,165"
2021,5,30,"46,074","2,912","3,790","3,433","3,404","2,216","2,102","4,489","1,634","2,414","1,249","3,624","1,514",806,"1,942","1,135","1,931","4,663","2,816"
2021,5,40,"64,989","3,382","5,278","5,028","4,605","2,736","3,218","4,944","2,512","4,006","1,340","6,122","1,712","1,125","2,612","1,698","3,083","7,755","3,833"
2021,5,50,"69,556","3,849","5,381","4,788","4,716","2,784","3,155","5,741","2,968","4,296","1,698","6,272","2,345","1,660","2,950","2,661","4,161","5,526","4,605"
2021,5,60,"59,097","3,665","3,991","3,901","3,508","2,487","1,901","3,982","2,298","2,768","1,975","4,771","2,581","1,878","2,529","2,851","5,137","4,319","4,555"
2021,5,70,"30,903","2,146","2,080","1,870","1,870","1,129","1,101","1,972","1,215","1,361","1,002","2,227","1,545","1,096","1,034","2,045","3,167","2,060","1,983"
2021,5,80,"13,365",821,896,811,826,415,648,"1,056",728,764,463,886,620,479,331,868,"1,313",681,759
2021,5,90,"1,733",108,142,116,94,75,75,131,103,95,65,135,52,46,42,98,174,88,94
2021,5,100,72,7,4,4,18,7,3,2,1,2,1,1,2,0,2,5,4,5,4
2021,6,총,"399,015","22,623","30,958","28,770","27,291","15,954","18,206","32,162","16,228","23,306","9,960","34,866","12,857","8,755","16,256","14,048","23,630","38,117","25,028"
2021,6,0,"27,798","1,254","2,850","2,894","2,125","1,238","1,226","2,015","1,055","1,724",500,"2,550",470,231,"1,248",357,871,"3,932","1,258"
2021,6,10,"37,375","1,530","3,113","3,122","2,499","1,175","1,988","2,830","1,787","2,944",499,"4,151",605,499,"1,539",738,"1,452","4,944","1,960"
2021,6,20,"47,953","2,953","3,443","2,795","3,425","1,674","2,792","5,060","1,921","2,923","1,152","4,132","1,435",963,"2,041","1,585","2,369","4,144","3,146"
2021,6,30,"45,985","2,905","3,787","3,417","3,483","2,214","2,077","4,477","1,628","2,421","1,244","3,606","1,493",792,"1,937","1,130","1,916","4,639","2,819"
2021,6,40,"64,983","3,387","5,260","5,032","4,642","2,743","3,191","4,936","2,519","3,991","1,349","6,103","1,714","1,117","2,601","1,712","3,083","7,763","3,840"
2021,6,50,"69,425","3,843","5,367","4,776","4,746","2,781","3,194","5,704","2,942","4,290","1,697","6,270","2,329","1,646","2,928","2,655","4,132","5,521","4,604"
2021,6,60,"59,362","3,681","4,010","3,925","3,551","2,501","1,912","3,985","2,315","2,788","1,985","4,782","2,593","1,892","2,548","2,844","5,148","4,338","4,564"
2021,6,70,"30,925","2,138","2,089","1,873","1,874","1,131","1,101","1,967","1,212","1,364","1,001","2,249","1,542","1,089","1,038","2,049","3,164","2,061","1,983"
2021,6,80,"13,385",817,896,817,833,413,645,"1,051",744,764,467,883,620,480,332,876,"1,312",681,754
2021,6,90,"1,752",108,139,116,95,77,77,135,104,95,65,139,53,46,42,97,178,90,96
2021,6,100,72,7,4,3,18,7,3,2,1,2,1,1,3,0,2,5,5,4,4
2021,7,총,"398,645","22,613","30,912","28,821","27,472","15,966","18,141","32,155","16,221","23,299","9,937","34,777","12,805","8,722","16,215","13,987","23,558","38,092","24,952"
2021,7,0,"27,724","1,254","2,849","2,903","2,172","1,239","1,204","2,007","1,047","1,718",496,"2,529",467,227,"1,238",350,863,"3,922","1,239"
2021,7,10,"37,248","1,530","3,092","3,122","2,507","1,171","1,971","2,828","1,789","2,941",498,"4,137",605,493,"1,529",727,"1,438","4,913","1,957"
2021,7,20,"47,818","2,967","3,428","2,779","3,419","1,677","2,773","5,042","1,915","2,919","1,136","4,128","1,405",960,"2,029","1,575","2,367","4,164","3,135"
2021,7,30,"45,847","2,892","3,784","3,417","3,519","2,223","2,072","4,480","1,624","2,407","1,247","3,575","1,503",782,"1,927","1,110","1,882","4,610","2,793"
2021,7,40,"64,822","3,369","5,232","5,028","4,690","2,735","3,173","4,949","2,496","3,986","1,340","6,066","1,715","1,106","2,602","1,701","3,070","7,740","3,824"
2021,7,50,"69,397","3,836","5,379","4,797","4,769","2,779","3,194","5,677","2,949","4,287","1,697","6,268","2,307","1,642","2,913","2,637","4,117","5,546","4,603"
2021,7,60,"59,577","3,692","4,022","3,956","3,580","2,511","1,929","4,021","2,329","2,807","1,988","4,802","2,581","1,887","2,557","2,858","5,142","4,352","4,563"
2021,7,70,"30,942","2,130","2,083","1,874","1,864","1,135","1,102","1,961","1,217","1,371","1,002","2,243","1,544","1,099","1,042","2,041","3,179","2,073","1,982"
2021,7,80,"13,436",829,899,825,837,411,642,"1,053",751,762,466,890,623,481,331,886,"1,315",680,755
2021,7,90,"1,759",107,140,116,97,78,78,134,103,99,66,137,52,45,45,97,180,88,97
2021,7,100,75,7,4,4,18,7,3,3,1,2,1,2,3,0,2,5,5,4,4
2021,8,총,"398,117","22,560","30,813","28,802","27,558","15,909","18,154","32,121","16,231","23,263","9,905","34,714","12,770","8,677","16,210","13,977","23,477","38,042","24,934"
2021,8,0,"27,610","1,250","2,836","2,903","2,174","1,225","1,192","2,014","1,043","1,716",483,"2,521",466,229,"1,243",340,856,"3,891","1,228"
2021,8,10,"37,127","1,531","3,070","3,118","2,514","1,169","1,979","2,817","1,783","2,932",486,"4,113",603,488,"1,539",716,"1,420","4,912","1,937"
2021,8,20,"47,516","2,935","3,400","2,756","3,406","1,664","2,755","5,051","1,904","2,881","1,122","4,103","1,388",946,"2,011","1,570","2,356","4,126","3,142"
2021,8,30,"45,738","2,874","3,748","3,413","3,549","2,204","2,088","4,446","1,638","2,431","1,243","3,566","1,494",781,"1,917","1,111","1,865","4,580","2,790"
2021,8,40,"64,614","3,364","5,211","5,032","4,704","2,716","3,161","4,923","2,488","3,958","1,335","6,027","1,704","1,088","2,597","1,700","3,062","7,742","3,802"
2021,8,50,"69,448","3,834","5,386","4,795","4,790","2,784","3,201","5,686","2,946","4,280","1,700","6,290","2,312","1,638","2,921","2,627","4,089","5,566","4,603"
2021,8,60,"59,702","3,693","4,033","3,965","3,591","2,519","1,948","4,026","2,338","2,823","1,990","4,802","2,566","1,877","2,552","2,866","5,144","4,382","4,587"
2021,8,70,"30,981","2,134","2,077","1,875","1,874","1,122","1,093","1,961","1,227","1,368","1,010","2,256","1,555","1,098","1,043","2,056","3,176","2,072","1,984"
2021,8,80,"13,525",825,905,824,840,420,656,"1,056",754,775,470,897,627,487,340,890,"1,317",679,763
2021,8,90,"1,782",113,143,118,99,79,78,138,109,97,64,137,52,45,45,96,187,88,94
2021,8,100,74,7,4,3,17,7,3,3,1,2,2,2,3,0,2,5,5,4,4
2021,9,총,"397,918","22,552","30,773","28,830","27,587","15,876","18,146","32,135","16,247","23,250","9,934","34,679","12,779","8,636","16,199","13,978","23,411","38,006","24,900"
2021,9,0,"27,468","1,234","2,842","2,903","2,176","1,230","1,183","2,000","1,049","1,710",482,"2,511",469,225,"1,229",345,840,"3,826","1,214"
2021,9,10,"37,127","1,538","3,060","3,128","2,517","1,165","1,984","2,813","1,774","2,925",487,"4,109",600,478,"1,538",712,"1,409","4,961","1,929"
2021,9,20,"47,441","2,958","3,388","2,750","3,387","1,654","2,753","5,058","1,915","2,871","1,127","4,079","1,380",946,"2,008","1,581","2,340","4,122","3,124"
2021,9,30,"45,595","2,846","3,717","3,410","3,560","2,209","2,078","4,438","1,636","2,448","1,247","3,557","1,500",767,"1,915","1,112","1,853","4,520","2,782"
2021,9,40,"64,512","3,358","5,190","5,042","4,719","2,707","3,154","4,918","2,477","3,939","1,333","6,017","1,688","1,085","2,587","1,697","3,053","7,749","3,799"
2021,9,50,"69,414","3,839","5,385","4,793","4,809","2,761","3,202","5,684","2,949","4,278","1,700","6,274","2,325","1,630","2,921","2,611","4,063","5,583","4,607"
2021,9,60,"59,856","3,701","4,056","3,976","3,586","2,520","1,967","4,055","2,354","2,831","2,006","4,812","2,566","1,871","2,554","2,865","5,154","4,382","4,600"
2021,9,70,"31,036","2,130","2,080","1,870","1,869","1,121","1,086","1,969","1,234","1,373","1,008","2,272","1,560","1,096","1,053","2,061","3,182","2,089","1,983"
2021,9,80,"13,585",825,908,830,848,422,655,"1,061",750,774,476,908,635,493,346,892,"1,320",677,765
2021,9,90,"1,810",116,141,125,99,80,82,136,108,99,66,138,53,45,46,97,193,93,93
2021,9,100,74,7,6,3,17,7,2,3,1,2,2,2,3,0,2,5,4,4,4
2021,10,총,"397,516","22,507","30,705","28,869","27,621","15,875","18,127","32,112","16,212","23,235","9,921","34,687","12,742","8,634","16,156","13,939","23,351","37,973","24,850"
2021,10,0,"27,351","1,232","2,829","2,892","2,171","1,224","1,174","2,004","1,040","1,715",475,"2,506",470,224,"1,224",343,830,"3,794","1,204"
2021,10,10,"37,037","1,541","3,042","3,149","2,530","1,168","1,971","2,795","1,769","2,919",482,"4,085",584,475,"1,525",703,"1,395","4,979","1,925"
2021,10,20,"47,336","2,953","3,375","2,758","3,389","1,663","2,741","5,060","1,903","2,863","1,127","4,085","1,375",939,"1,993","1,573","2,323","4,107","3,109"
2021,10,30,"45,405","2,831","3,716","3,387","3,533","2,193","2,081","4,425","1,627","2,454","1,240","3,539","1,487",774,"1,910","1,104","1,839","4,476","2,789"
2021,10,40,"64,300","3,337","5,153","5,041","4,729","2,716","3,145","4,890","2,470","3,921","1,325","6,010","1,664","1,079","2,578","1,679","3,044","7,754","3,765"
2021,10,50,"69,475","3,837","5,399","4,797","4,844","2,768","3,209","5,709","2,954","4,278","1,703","6,271","2,334","1,625","2,910","2,604","4,035","5,602","4,596"
2021,10,60,"59,966","3,697","4,038","3,991","3,580","2,520","1,970","4,064","2,348","2,841","2,006","4,846","2,567","1,882","2,571","2,871","5,159","4,387","4,628"
2021,10,70,"31,113","2,133","2,086","1,888","1,872","1,120","1,092","1,961","1,237","1,378","1,014","2,281","1,565","1,093","1,056","2,064","3,197","2,103","1,973"
2021,10,80,"13,651",824,921,838,858,416,660,"1,063",751,762,483,924,639,498,344,896,"1,336",674,764
2021,10,90,"1,809",118,140,125,98,80,82,138,112,102,64,137,54,45,43,96,188,94,93
2021,10,100,73,4,6,3,17,7,2,3,1,2,2,3,3,0,2,6,5,3,4
2021,11,총,"397,071","22,509","30,623","28,893","27,679","15,910","18,137","32,110","16,195","23,170","9,868","34,611","12,721","8,605","16,135","13,869","23,305","37,936","24,795"
2021,11,0,"27,221","1,233","2,812","2,895","2,162","1,225","1,168","1,992","1,034","1,688",472,"2,505",462,216,"1,219",340,821,"3,783","1,194"
2021,11,10,"36,985","1,548","3,035","3,161","2,528","1,189","1,988","2,789","1,770","2,913",479,"4,037",587,470,"1,525",687,"1,387","4,977","1,915"
2021,11,20,"47,160","2,954","3,359","2,741","3,403","1,648","2,724","5,029","1,901","2,856","1,131","4,083","1,366",931,"1,981","1,559","2,294","4,116","3,084"
2021,11,30,"45,293","2,822","3,681","3,386","3,541","2,193","2,096","4,438","1,640","2,441","1,203","3,522","1,479",768,"1,903","1,097","1,830","4,456","2,797"
2021,11,40,"64,123","3,335","5,147","5,045","4,730","2,720","3,124","4,882","2,458","3,898","1,323","5,990","1,664","1,066","2,566","1,659","3,037","7,727","3,752"
2021,11,50,"69,457","3,838","5,389","4,809","4,866","2,780","3,215","5,716","2,954","4,284","1,685","6,273","2,319","1,624","2,907","2,594","4,021","5,605","4,578"
2021,11,60,"60,082","3,700","4,032","4,002","3,603","2,538","1,968","4,091","2,343","2,857","2,011","4,843","2,562","1,890","2,586","2,873","5,168","4,388","4,627"
2021,11,70,"31,147","2,140","2,102","1,885","1,877","1,118","1,103","1,959","1,230","1,365","1,012","2,293","1,579","1,097","1,046","2,052","3,201","2,108","1,980"
2021,11,80,"13,734",817,922,839,864,413,666,"1,067",752,765,484,929,644,499,357,911,"1,354",679,772
2021,11,90,"1,815",118,139,127,102,79,83,145,111,101,66,134,57,44,43,93,187,94,92
2021,11,100,54,4,5,3,3,7,2,2,2,2,2,2,2,0,2,4,5,3,4
2021,12,총,"396,438","22,426","30,613","28,855","27,743","15,944","18,104","32,065","16,150","23,142","9,916","34,538","12,677","8,559","16,083","13,816","23,270","37,812","24,725"
2021,12,0,"27,097","1,222","2,806","2,892","2,178","1,213","1,164","1,996","1,027","1,692",477,"2,494",462,202,"1,204",338,825,"3,731","1,174"
2021,12,10,"36,918","1,528","3,040","3,179","2,523","1,186","1,981","2,777","1,763","2,911",484,"4,031",587,459,"1,526",676,"1,374","4,971","1,922"
2021,12,20,"46,850","2,941","3,339","2,717","3,427","1,667","2,701","4,984","1,882","2,817","1,128","4,051","1,355",928,"1,955","1,532","2,288","4,085","3,053"
2021,12,30,"45,120","2,803","3,665","3,367","3,514","2,176","2,109","4,440","1,631","2,444","1,204","3,516","1,473",762,"1,896","1,096","1,821","4,412","2,791"
2021,12,40,"63,976","3,314","5,144","5,051","4,753","2,734","3,093","4,879","2,431","3,893","1,337","5,958","1,654","1,053","2,556","1,642","3,018","7,712","3,754"
2021,12,50,"69,405","3,838","5,386","4,781","4,873","2,793","3,227","5,692","2,969","4,283","1,695","6,279","2,293","1,618","2,906","2,601","4,012","5,607","4,552"
2021,12,60,"60,122","3,693","4,054","4,004","3,616","2,543","1,976","4,120","2,336","2,863","2,006","4,846","2,557","1,893","2,585","2,859","5,173","4,378","4,620"
2021,12,70,"31,233","2,142","2,100","1,891","1,882","1,126","1,098","1,954","1,234","1,362","1,027","2,298","1,589","1,093","1,052","2,057","3,206","2,136","1,986"
2021,12,80,"13,822",828,934,842,864,418,671,"1,069",767,773,487,932,644,507,357,917,"1,358",679,775
2021,12,90,"1,840",115,140,128,110,81,82,151,108,102,69,130,61,44,44,94,189,97,95
2021,12,100,55,2,5,3,3,7,2,3,2,2,2,3,2,0,2,4,6,4,3
