년도,월,나이,부산광역시 사하구,부산광역시 사하구 괴정제1동,부산광역시 사하구 괴정제2동,부산광역시 사하구 괴정제3동,부산광역시 사하구 괴정제4동,부산광역시 사하구 당리동,부산광역시 사하구 하단제1동,부산광역시 사하구 하단제2동,부산광역시 사하구 신평제1동,부산광역시 사하구 신평제2동,부산광역시 사하구 장림제1동,부산광역시 사하구 장림제2동,부산광역시 사하구 다대제1동,부산광역시 사하구 다대제2동,부산광역시 사하구 구평동,부산광역시 사하구 감천제1동,부산광역시 사하구 감천제2동
2021,9,90,"1,091",102,57,50,47,90,73,60,52,50,20,65,130,123,42,76,54
2021,9,100,33,4,3,0,2,1,0,2,2,0,1,2,4,4,2,3,3
2021,10,총,"154,036","10,195","7,177","6,511","6,319","13,569","10,762","12,738","8,219","7,876","5,196","13,444","19,435","13,935","6,293","9,464","2,903"
2021,10,0,"8,983",477,395,228,326,745,569,644,506,484,423,839,"1,397",789,649,444,68
2021,10,10,"11,912",738,564,357,483,"1,070",810,"1,014",522,624,448,"1,140","1,808","1,131",429,658,116
2021,10,20,"17,844","1,060",724,685,657,"1,583","1,664","2,342",810,991,476,"1,574","1,955","1,410",709,997,207
2021,10,30,"16,474","1,023",685,660,643,"1,362","1,232","1,442",872,967,663,"1,569","2,046","1,258","1,099",797,156
2021,10,40,"21,847","1,347","1,023",736,895,"1,905","1,442","1,687","1,134","1,165",860,"2,092","3,189","2,006",946,"1,153",267
2021,10,50,"27,131","1,802","1,136","1,100","1,063","2,541","1,875","2,133","1,430","1,493",782,"2,408","3,483","2,648",995,"1,787",455
2021,10,60,"27,631","1,935","1,416","1,455","1,272","2,520","1,807","2,009","1,590","1,346",822,"2,292","3,007","2,563",911,"2,031",655
2021,10,70,"14,476","1,115",824,855,655,"1,202",892,"1,007",896,531,497,"1,071","1,606","1,294",377,"1,060",594
2021,10,80,"6,621",593,351,384,275,549,401,398,403,225,204,395,808,713,136,458,328
2021,10,90,"1,086",102,57,51,48,91,70,60,54,50,20,62,132,119,40,77,53
2021,10,100,31,3,2,0,2,1,0,2,2,0,1,2,4,4,2,2,4
2021,11,총,"153,950","10,168","7,177","6,514","6,324","13,587","10,774","12,735","8,199","7,869","5,185","13,444","19,408","13,908","6,309","9,456","2,893"
2021,11,0,"8,939",471,392,233,330,738,563,636,500,478,423,839,"1,382",783,659,440,72
2021,11,10,"11,884",740,562,353,486,"1,070",807,"1,002",522,620,445,"1,138","1,808","1,126",427,664,114
2021,11,20,"17,788","1,049",729,675,649,"1,585","1,676","2,339",803,982,471,"1,574","1,950","1,400",704,994,208
2021,11,30,"16,427","1,015",676,670,640,"1,360","1,227","1,447",858,968,655,"1,563","2,042","1,252","1,107",794,153
2021,11,40,"21,807","1,333","1,025",737,896,"1,918","1,438","1,684","1,137","1,156",857,"2,096","3,173","1,999",952,"1,144",262
2021,11,50,"27,126","1,817","1,130","1,088","1,058","2,537","1,876","2,137","1,437","1,495",786,"2,399","3,493","2,642",994,"1,786",451
2021,11,60,"27,690","1,928","1,420","1,463","1,280","2,526","1,819","2,019","1,583","1,353",824,"2,302","3,007","2,565",912,"2,039",650
2021,11,70,"14,518","1,119",828,855,653,"1,210",894,"1,001",896,539,498,"1,072","1,612","1,312",378,"1,056",595
2021,11,80,"6,650",589,356,387,281,552,403,406,407,229,205,396,805,706,135,462,331
2021,11,90,"1,094",103,57,53,49,90,71,61,54,49,21,64,136,119,39,75,53
2021,11,100,27,4,2,0,2,1,0,3,2,0,0,1,0,4,2,2,4
2021,12,총,"153,806","10,154","7,154","6,509","6,308","13,580","10,792","12,724","8,175","7,868","5,169","13,453","19,400","13,885","6,314","9,434","2,887"
2021,12,0,"8,874",472,392,236,326,736,560,630,489,474,416,828,"1,373",788,651,433,70
2021,12,10,"11,861",738,555,352,484,"1,074",815,"1,004",517,624,444,"1,131","1,808","1,117",430,657,111
2021,12,20,"17,723","1,049",728,673,638,"1,584","1,667","2,334",800,980,471,"1,572","1,939","1,381",707,990,210
2021,12,30,"16,355","1,005",663,671,638,"1,347","1,232","1,443",857,968,645,"1,560","2,037","1,235","1,108",793,153
2021,12,40,"21,792","1,337","1,022",736,896,"1,920","1,437","1,688","1,133","1,152",866,"2,098","3,150","2,010",947,"1,140",260
2021,12,50,"27,082","1,806","1,135","1,091","1,057","2,527","1,878","2,124","1,434","1,496",778,"2,402","3,492","2,632",996,"1,782",452
2021,12,60,"27,757","1,938","1,415","1,457","1,281","2,529","1,839","2,016","1,583","1,354",827,"2,319","3,026","2,574",915,"2,038",646
2021,12,70,"14,542","1,109",828,854,656,"1,212",891,"1,005",899,542,496,"1,075","1,620","1,319",383,"1,057",596
2021,12,80,"6,691",593,357,385,281,554,401,412,408,231,206,402,819,706,135,467,334
2021,12,90,"1,107",103,59,54,49,96,72,65,53,47,20,65,136,119,40,76,53
2021,12,100,22,4,0,0,2,1,0,3,2,0,0,1,0,4,2,1,2
