년도,월,나이,서울특별시 마포구,서울특별시 마포구 아현동,서울특별시 마포구 공덕동,서울특별시 마포구 도화동,서울특별시 마포구 용강동,서울특별시 마포구 대흥동,서울특별시 마포구 염리동,서울특별시 마포구 신수동,서울특별시 마포구 서강동,서울특별시 마포구 서교동,서울특별시 마포구 합정동,서울특별시 마포구 망원제1동,서울특별시 마포구 망원제2동,서울특별시 마포구 연남동,서울특별시 마포구 성산제1동,서울특별시 마포구 성산제2동,서울특별시 마포구 상암동
2021,5,60,"21,564","1,443","2,357","1,431","1,161",779,757,"1,291","1,302","1,244","1,045","1,337","1,221",943,"1,219","2,376","1,658"
2021,5,70,"13,705",693,"1,466",827,728,512,536,865,793,848,662,908,830,604,758,"1,723",952
2021,5,80,"6,871",409,819,534,382,276,255,408,401,428,334,417,345,307,310,766,480
2021,5,90,"1,128",75,107,100,69,53,37,62,61,90,57,57,41,51,39,147,82
2021,5,100,69,8,11,1,3,7,9,3,2,3,2,3,4,3,1,1,8
2021,6,총,"195,932","13,419","19,727","11,102","11,474","7,456","8,253","11,669","13,067","13,552","9,445","10,856","9,930","8,018","10,095","21,741","16,128"
2021,6,0,"11,909","1,405","1,059",662,"1,122",303,700,841,844,403,480,487,547,298,458,"1,190","1,110"
2021,6,10,"13,958",861,"1,128",758,"1,053",392,726,866,866,625,473,655,785,360,733,"1,621","2,056"
2021,6,20,"34,041","1,745","3,515","1,495","1,192","1,941","1,225","1,650","2,669","3,597","1,887","1,828","1,535","1,742","1,663","3,962","2,395"
2021,6,30,"33,691","2,673","3,367","1,870","1,987","1,193","1,328","1,867","2,168","2,859","1,896","2,020","1,552","1,541","1,690","3,604","2,076"
2021,6,40,"31,159","2,131","2,708","1,611","2,272","1,026","1,460","2,033","2,072","1,883","1,357","1,649","1,628","1,132","1,725","3,347","3,125"
2021,6,50,"27,731","1,962","3,186","1,803","1,494",979,"1,174","1,784","1,883","1,578","1,244","1,503","1,436","1,042","1,497","2,984","2,182"
2021,6,60,"21,661","1,455","2,368","1,440","1,165",779,781,"1,296","1,312","1,242","1,045","1,333","1,232",943,"1,224","2,382","1,664"
2021,6,70,"13,680",697,"1,455",828,730,509,547,857,785,846,669,907,828,595,747,"1,732",948
2021,6,80,"6,896",408,823,534,384,275,266,407,402,426,336,413,342,310,317,772,481
2021,6,90,"1,135",74,107,100,72,52,37,65,64,90,56,58,41,52,40,144,83
2021,6,100,71,8,11,1,3,7,9,3,2,3,2,3,4,3,1,3,8
2021,7,총,"195,894","13,423","19,712","11,107","11,464","7,428","8,397","11,647","13,050","13,567","9,455","10,816","9,931","8,002","10,078","21,727","16,090"
2021,7,0,"11,860","1,406","1,048",669,"1,112",299,705,839,849,403,476,487,542,297,455,"1,175","1,098"
2021,7,10,"13,934",862,"1,118",753,"1,058",395,740,854,864,626,470,647,787,353,734,"1,626","2,047"
2021,7,20,"34,073","1,743","3,523","1,498","1,197","1,933","1,268","1,653","2,671","3,602","1,900","1,806","1,536","1,744","1,664","3,941","2,394"
2021,7,30,"33,639","2,667","3,380","1,863","1,978","1,195","1,341","1,865","2,158","2,872","1,898","2,000","1,537","1,541","1,685","3,608","2,051"
2021,7,40,"31,150","2,138","2,700","1,604","2,279","1,026","1,491","2,032","2,061","1,881","1,362","1,654","1,626","1,119","1,713","3,336","3,128"
2021,7,50,"27,740","1,968","3,179","1,802","1,489",973,"1,191","1,784","1,880","1,586","1,238","1,504","1,440","1,039","1,498","2,994","2,175"
2021,7,60,"21,682","1,457","2,366","1,446","1,152",774,798,"1,295","1,317","1,233","1,044","1,333","1,239",948,"1,220","2,386","1,674"
2021,7,70,"13,700",694,"1,461",837,740,502,550,854,781,846,678,910,834,588,748,"1,730",947
2021,7,80,"6,902",402,821,531,382,270,267,404,405,427,330,412,344,318,320,784,485
2021,7,90,"1,142",78,105,103,74,53,37,64,62,88,57,60,42,52,40,144,83
2021,7,100,72,8,11,1,3,8,9,3,2,3,2,3,4,3,1,3,8
2021,8,총,"195,849","13,407","19,769","11,080","11,425","7,488","8,527","11,626","13,080","13,563","9,432","10,775","9,899","7,982","10,080","21,647","16,069"
2021,8,0,"11,753","1,383","1,038",670,"1,106",301,711,829,836,404,462,488,541,294,443,"1,161","1,086"
2021,8,10,"13,902",863,"1,115",750,"1,053",397,754,847,869,623,469,639,778,352,734,"1,623","2,036"
2021,8,20,"34,196","1,742","3,560","1,495","1,176","1,961","1,314","1,663","2,701","3,596","1,886","1,809","1,535","1,753","1,677","3,929","2,399"
2021,8,30,"33,616","2,648","3,400","1,859","1,987","1,202","1,344","1,856","2,164","2,884","1,893","1,996","1,525","1,535","1,685","3,588","2,050"
2021,8,40,"31,030","2,144","2,682","1,590","2,262","1,031","1,519","2,021","2,047","1,877","1,361","1,639","1,629","1,115","1,703","3,313","3,097"
2021,8,50,"27,800","1,985","3,186","1,800","1,494",977,"1,209","1,784","1,879","1,579","1,245","1,492","1,436","1,037","1,497","3,005","2,195"
2021,8,60,"21,730","1,456","2,372","1,451","1,149",784,816,"1,305","1,332","1,240","1,050","1,329","1,224",943,"1,231","2,376","1,672"
2021,8,70,"13,662",701,"1,472",826,733,505,542,853,778,843,676,905,830,583,745,"1,721",949
2021,8,80,"6,945",400,830,534,389,267,274,402,408,427,331,416,353,311,323,788,492
2021,8,90,"1,142",78,103,103,73,54,35,63,64,87,57,59,44,56,41,140,85
2021,8,100,73,7,11,2,3,9,9,3,2,3,2,3,4,3,1,3,8
2021,9,총,"195,784","13,408","19,761","11,127","11,424","7,488","8,589","11,584","13,062","13,522","9,413","10,731","9,887","7,960","10,037","21,643","16,148"
2021,9,0,"11,701","1,374","1,046",676,"1,100",294,711,830,833,404,460,484,533,301,439,"1,142","1,074"
2021,9,10,"13,854",864,"1,112",758,"1,059",389,756,844,854,606,465,640,766,351,729,"1,620","2,041"
2021,9,20,"34,123","1,740","3,543","1,505","1,171","1,968","1,332","1,632","2,692","3,580","1,885","1,797","1,537","1,747","1,661","3,930","2,403"
2021,9,30,"33,619","2,639","3,394","1,874","1,983","1,212","1,355","1,851","2,171","2,862","1,897","1,977","1,532","1,533","1,677","3,601","2,061"
2021,9,40,"30,985","2,154","2,672","1,595","2,273","1,035","1,530","2,015","2,043","1,880","1,349","1,628","1,617","1,099","1,692","3,293","3,110"
2021,9,50,"27,886","1,984","3,197","1,797","1,499",979,"1,213","1,783","1,878","1,591","1,246","1,493","1,448","1,034","1,498","3,021","2,225"
2021,9,60,"21,804","1,458","2,384","1,458","1,151",779,828,"1,310","1,338","1,236","1,050","1,331","1,229",942,"1,230","2,390","1,690"
2021,9,70,"13,620",700,"1,469",824,722,499,542,852,774,838,670,905,832,579,746,"1,714",954
2021,9,80,"6,973",409,831,533,392,269,276,402,411,435,335,414,343,316,323,788,496
2021,9,90,"1,146",79,102,105,71,55,37,62,66,87,54,59,46,55,41,141,86
2021,9,100,73,7,11,2,3,9,9,3,2,3,2,3,4,3,1,3,8
2021,10,총,"195,710","13,424","19,754","11,090","11,431","7,499","8,677","11,587","13,085","13,474","9,355","10,681","9,856","7,936","10,060","21,626","16,175"
2021,10,0,"11,667","1,374","1,047",673,"1,098",295,711,832,842,400,443,485,519,302,439,"1,137","1,070"
2021,10,10,"13,830",866,"1,106",758,"1,067",388,768,848,851,592,463,627,758,348,733,"1,617","2,040"
2021,10,20,"33,987","1,728","3,537","1,493","1,180","1,966","1,337","1,614","2,684","3,561","1,857","1,792","1,528","1,718","1,671","3,921","2,400"
2021,10,30,"33,599","2,646","3,395","1,864","1,967","1,221","1,380","1,845","2,174","2,871","1,892","1,968","1,535","1,533","1,667","3,587","2,054"
2021,10,40,"30,913","2,155","2,659","1,580","2,280","1,033","1,552","2,021","2,029","1,867","1,335","1,616","1,620","1,100","1,695","3,269","3,102"
2021,10,50,"27,965","1,989","3,198","1,801","1,501",980,"1,229","1,788","1,892","1,590","1,250","1,489","1,443","1,035","1,498","3,039","2,243"
2021,10,60,"21,893","1,462","2,392","1,460","1,154",781,832,"1,317","1,353","1,235","1,058","1,323","1,225",945,"1,237","2,408","1,711"
2021,10,70,"13,623",705,"1,470",824,720,501,542,858,775,837,666,897,824,579,750,"1,711",964
2021,10,80,"6,998",411,837,529,390,273,281,397,416,429,332,421,353,314,327,793,495
2021,10,90,"1,161",81,102,106,71,52,36,64,67,89,57,60,47,59,41,141,88
2021,10,100,74,7,11,2,3,9,9,3,2,3,2,3,4,3,2,3,8
2021,11,총,"195,513","13,426","19,725","11,080","11,412","7,503","8,677","11,564","13,084","13,433","9,299","10,655","9,845","7,901","10,036","21,675","16,198"
2021,11,0,"11,597","1,376","1,047",673,"1,082",298,708,818,842,395,439,487,507,295,434,"1,131","1,065"
2021,11,10,"13,797",878,"1,107",747,"1,070",381,764,859,845,588,457,622,765,338,730,"1,601","2,045"
2021,11,20,"33,935","1,719","3,512","1,496","1,169","1,959","1,338","1,618","2,682","3,541","1,843","1,778","1,521","1,714","1,665","3,973","2,407"
2021,11,30,"33,586","2,632","3,391","1,862","1,964","1,223","1,393","1,834","2,177","2,882","1,884","1,967","1,528","1,532","1,675","3,604","2,038"
2021,11,40,"30,854","2,156","2,653","1,575","2,278","1,032","1,558","2,011","2,026","1,855","1,327","1,611","1,631","1,105","1,675","3,261","3,100"
2021,11,50,"27,992","1,992","3,193","1,791","1,509",987,"1,223","1,801","1,900","1,592","1,246","1,499","1,439","1,025","1,497","3,045","2,253"
2021,11,60,"21,904","1,464","2,400","1,474","1,154",790,838,"1,312","1,349","1,227","1,049","1,315","1,227",938,"1,235","2,399","1,733"
2021,11,70,"13,595",704,"1,471",823,718,501,533,855,774,825,666,891,822,579,749,"1,714",970
2021,11,80,"7,026",415,839,531,398,275,286,393,419,433,330,421,352,312,333,801,488
2021,11,90,"1,169",84,101,106,68,51,36,61,68,92,56,61,50,60,41,143,91
2021,11,100,58,6,11,2,2,6,0,2,2,3,2,3,3,3,2,3,8
2021,12,총,"195,401","13,401","19,704","11,060","11,383","7,494","8,724","11,535","13,075","13,443","9,289","10,663","9,842","7,862","10,018","21,722","16,186"
2021,12,0,"11,558","1,366","1,043",670,"1,073",299,714,821,846,394,442,484,506,287,433,"1,120","1,060"
2021,12,10,"13,748",883,"1,097",739,"1,068",375,773,851,835,586,448,621,766,342,725,"1,601","2,038"
2021,12,20,"33,926","1,711","3,494","1,500","1,165","1,969","1,354","1,607","2,675","3,550","1,833","1,786","1,512","1,702","1,648","4,023","2,397"
2021,12,30,"33,552","2,605","3,402","1,835","1,955","1,217","1,402","1,839","2,184","2,875","1,906","1,954","1,517","1,530","1,677","3,628","2,026"
2021,12,40,"30,812","2,158","2,638","1,582","2,286","1,025","1,567","1,999","2,021","1,869","1,308","1,620","1,636","1,098","1,679","3,234","3,092"
2021,12,50,"27,999","2,002","3,200","1,776","1,509",982,"1,220","1,790","1,904","1,587","1,254","1,491","1,445","1,024","1,503","3,044","2,268"
2021,12,60,"21,965","1,469","2,407","1,485","1,152",795,831,"1,325","1,352","1,225","1,046","1,324","1,229",932,"1,240","2,409","1,744"
2021,12,70,"13,551",702,"1,470",827,708,493,542,850,768,821,663,896,819,575,737,"1,719",961
2021,12,80,"7,059",416,841,535,397,281,284,391,420,440,332,420,359,311,333,798,501
2021,12,90,"1,180",83,107,109,69,52,37,60,67,93,55,64,49,58,41,143,93
2021,12,100,51,6,5,2,1,6,0,2,3,3,2,3,4,3,2,3,6
