년도,월,나이,전국,서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,강원도,충청북도,충청남도,전라북도,전라남도,경상북도,경상남도,제주특별자치도
2020,4,40,"8,362,127","1,553,951","515,998","389,655","488,260","244,392","241,035","189,852","66,124","2,296,203","226,430","242,620","328,812","272,813","263,533","388,395","541,189","112,865"
2020,4,50,"8,661,935","1,535,950","578,463","428,427","515,034","234,352","242,915","211,109","43,283","2,212,849","268,793","273,650","339,782","302,242","316,359","463,014","584,228","111,485"
2020,4,60,"6,456,674","1,209,291","515,095","314,502","349,309","156,796","172,219","138,280","28,173","1,445,636","229,900","212,481","267,106","246,819","261,746","393,035","440,377","75,909"
2020,4,70,"3,632,966","692,568","287,942","172,311","173,536","91,258","89,106","58,029","13,673","748,404","135,561","119,208","168,298","166,423","191,003","239,231","241,728","44,687"
2020,4,80,"1,676,737","267,588","111,008","75,116","75,066","38,573","39,602","21,970","6,922","334,613","69,127","64,143","98,758","90,207","107,298","132,258","121,360","23,128"
2020,4,90,"241,192","41,039","14,604","8,956","11,777","5,631","5,635","3,035","1,121","49,584","10,721","8,804","13,676","12,982","15,428","17,921","16,435","3,843"
2020,4,100,"20,913","6,470","1,836",699,921,412,341,161,57,"4,109",815,553,896,825,831,954,760,273
2020,5,총,"51,841,371","9,724,496","3,406,942","2,429,059","2,950,063","1,455,533","1,471,915","1,143,148","345,373","13,324,041","1,538,639","1,596,710","2,118,510","1,810,097","1,855,945","2,648,760","3,351,347","670,793"
2020,5,0,"4,089,462","648,909","239,265","184,227","236,555","123,851","119,029","102,217","47,239","1,169,656","107,875","126,863","178,041","133,311","136,159","195,734","278,992","61,539"
2020,5,10,"4,872,081","803,192","277,678","231,161","278,178","160,902","150,093","114,140","40,970","1,341,519","140,101","151,372","204,790","178,351","170,539","229,926","328,148","71,021"
2020,5,20,"6,804,350","1,463,920","434,981","322,350","405,158","208,753","212,858","146,995","36,245","1,788,779","178,977","198,370","242,676","211,775","201,096","287,508","382,204","81,705"
2020,5,30,"6,985,248","1,498,555","428,546","301,074","414,252","189,797","198,147","156,559","61,103","1,916,581","168,729","197,266","273,689","193,615","190,821","299,401","413,442","83,671"
2020,5,40,"8,346,911","1,550,099","515,035","388,419","487,282","243,859","240,495","189,546","66,258","2,294,087","226,018","242,139","328,422","272,051","262,915","387,360","540,178","112,748"
2020,5,50,"8,668,601","1,536,375","578,102","428,389","515,113","234,541","243,088","211,118","43,404","2,217,878","269,022","274,160","340,033","302,137","316,227","463,020","584,327","111,667"
2020,5,60,"6,481,317","1,211,955","516,063","315,443","351,033","157,418","172,989","138,964","28,280","1,453,705","231,156","213,335","268,081","247,433","262,699","394,228","442,255","76,280"
2020,5,70,"3,646,121","694,958","289,080","172,853","174,370","91,584","89,481","58,365","13,762","751,632","135,633","119,441","169,133","167,140","191,306","239,890","242,664","44,829"
2020,5,80,"1,683,807","268,829","111,671","75,447","75,383","38,746","39,717","22,039","6,924","336,198","69,533","64,343","98,993","90,416","107,814","132,711","121,840","23,203"
2020,5,90,"242,413","41,193","14,679","8,993","11,815","5,664","5,671","3,043","1,132","49,854","10,774","8,864","13,753","13,032","15,534","18,026","16,527","3,859"
2020,5,100,"21,060","6,511","1,842",703,924,418,347,162,56,"4,152",821,557,899,836,835,956,770,271
2020,6,총,"51,839,408","9,720,846","3,404,423","2,427,954","2,947,217","1,455,048","1,471,040","1,142,190","345,341","13,338,020","1,539,282","1,597,593","2,119,771","1,808,802","1,854,618","2,646,493","3,349,454","671,316"
2020,6,0,"4,075,794","646,238","238,364","183,631","235,526","123,413","118,539","101,761","47,105","1,166,941","107,641","126,469","177,486","132,723","135,676","194,959","277,878","61,444"
2020,6,10,"4,861,506","800,377","276,766","230,453","277,423","160,383","149,539","113,822","41,077","1,340,623","139,764","151,063","204,588","177,739","169,972","229,448","327,569","70,900"
2020,6,20,"6,803,579","1,465,500","434,376","322,265","404,099","208,765","212,938","146,741","36,098","1,791,260","179,041","198,496","242,601","211,553","200,707","286,407","381,057","81,675"
2020,6,30,"6,972,185","1,496,864","427,542","300,366","412,813","189,436","197,697","156,012","60,923","1,914,790","168,403","197,029","273,346","193,014","190,059","298,316","411,941","83,634"
2020,6,40,"8,342,267","1,547,624","514,737","387,880","486,833","243,727","240,090","189,274","66,382","2,295,521","225,843","242,150","328,774","271,605","262,465","386,803","539,898","112,661"
2020,6,50,"8,652,260","1,532,341","575,757","427,621","513,748","233,826","242,755","210,714","43,369","2,217,025","268,566","273,957","339,822","301,169","315,014","461,830","583,173","111,573"
2020,6,60,"6,523,322","1,217,518","518,401","316,981","353,459","158,721","173,812","139,985","28,419","1,466,163","232,937","214,966","269,787","248,891","264,683","396,465","445,112","77,022"
2020,6,70,"3,658,049","697,099","290,106","173,456","175,105","91,879","89,871","58,616","13,859","754,497","135,719","119,630","169,700","167,779","191,712","240,489","243,549","44,983"
2020,6,80,"1,686,109","269,405","111,821","75,574","75,394","38,816","39,740","22,068","6,908","336,956","69,687","64,406","98,983","90,368","107,957","132,774","121,988","23,264"
2020,6,90,"243,203","41,346","14,705","9,024","11,889","5,663","5,712","3,032","1,145","50,079","10,854","8,869","13,779","13,121","15,538","18,046","16,512","3,889"
2020,6,100,"21,134","6,534","1,848",703,928,419,347,165,56,"4,165",827,558,905,840,835,956,777,271
2020,7,총,"51,839,852","9,715,429","3,402,776","2,428,022","2,945,565","1,454,709","1,470,225","1,141,362","346,217","13,351,891","1,540,094","1,597,936","2,120,692","1,808,044","1,853,339","2,644,001","3,347,637","671,913"
2020,7,0,"4,062,274","643,327","237,611","182,953","234,618","122,863","117,982","101,316","47,066","1,164,671","107,373","126,082","176,871","132,170","135,149","194,217","276,630","61,375"
2020,7,10,"4,850,566","797,290","275,948","229,707","276,709","159,816","149,054","113,536","41,228","1,339,699","139,436","150,750","204,294","177,163","169,577","228,690","326,862","70,807"
2020,7,20,"6,801,367","1,465,057","433,694","322,718","403,335","208,961","212,861","146,406","36,176","1,792,794","179,168","198,376","242,524","211,507","200,245","285,427","380,381","81,737"
2020,7,30,"6,956,361","1,493,859","426,595","299,733","411,328","189,053","197,250","155,472","60,806","1,912,629","167,981","196,691","272,657","192,445","189,273","297,033","409,959","83,597"
2020,7,40,"8,338,271","1,545,423","514,314","387,441","486,394","243,442","239,825","189,127","66,688","2,296,589","225,730","242,162","328,943","271,249","262,157","386,370","539,798","112,619"
2020,7,50,"8,653,176","1,531,558","574,793","427,685","513,643","233,747","242,797","210,564","43,570","2,220,221","268,643","274,049","340,013","300,996","314,722","461,499","582,963","111,713"
2020,7,60,"6,549,914","1,220,667","519,969","317,981","355,205","159,502","174,228","140,639","28,607","1,474,875","234,183","215,906","271,111","249,442","265,419","397,640","447,142","77,398"
2020,7,70,"3,671,175","699,735","290,977","174,208","175,811","92,265","90,359","58,937","13,961","757,425","135,817","120,020","170,467","168,563","192,186","241,125","244,205","45,114"
2020,7,80,"1,691,397","270,476","112,311","75,804","75,651","38,960","39,760","22,155","6,915","338,524","70,024","64,438","99,078","90,444","108,178","132,957","122,355","23,367"
2020,7,90,"244,100","41,465","14,715","9,089","11,943","5,678","5,748","3,041","1,145","50,274","10,908","8,906","13,832","13,219","15,591","18,083","16,555","3,908"
2020,7,100,"21,251","6,572","1,849",703,928,422,361,169,55,"4,190",831,556,902,846,842,960,787,278
2020,8,총,"51,839,953","9,708,247","3,401,072","2,428,228","2,943,491","1,454,154","1,469,431","1,140,310","347,232","13,370,714","1,540,689","1,598,162","2,120,519","1,807,094","1,851,985","2,640,932","3,345,169","672,524"
2020,8,0,"4,045,950","639,596","236,814","182,168","233,407","122,309","117,415","100,818","46,987","1,161,588","107,032","125,667","176,291","131,521","134,604","193,259","275,256","61,218"
2020,8,10,"4,838,700","794,131","274,958","228,864","275,994","159,172","148,434","113,185","41,416","1,338,833","139,068","150,379","203,833","176,668","168,964","227,836","326,156","70,809"
2020,8,20,"6,800,612","1,465,467","433,203","323,345","402,504","209,096","212,919","145,980","36,241","1,795,440","179,267","198,229","242,317","211,321","199,787","284,298","379,408","81,790"
2020,8,30,"6,939,804","1,490,070","425,362","299,184","409,809","188,454","196,687","154,757","60,795","1,912,042","167,651","196,123","271,792","191,716","188,450","295,559","407,944","83,409"
2020,8,40,"8,330,276","1,542,023","513,686","386,857","485,648","243,152","239,441","188,931","66,950","2,297,528","225,317","242,036","328,767","270,761","261,788","385,603","539,194","112,594"
2020,8,50,"8,651,547","1,529,802","573,461","427,501","513,155","233,774","242,755","210,425","43,814","2,223,814","268,684","274,200","340,074","300,573","314,234","460,960","582,524","111,797"
2020,8,60,"6,590,179","1,225,960","522,542","319,802","357,885","160,460","175,168","141,600","28,836","1,486,778","235,672","217,212","272,578","250,774","266,839","399,790","450,275","78,008"
2020,8,70,"3,676,849","700,846","291,533","174,435","176,064","92,458","90,599","59,134","14,020","759,138","135,836","120,092","170,826","168,927","192,281","241,185","244,289","45,186"
2020,8,80,"1,698,445","271,967","112,849","76,234","76,036","39,133","39,872","22,267","6,963","340,520","70,320","64,660","99,177","90,648","108,471","133,193","122,654","23,481"
2020,8,90,"246,180","41,753","14,800","9,129","12,061","5,723","5,776","3,046","1,154","50,809","11,003","9,003","13,960","13,333","15,726","18,280","16,680","3,944"
2020,8,100,"21,411","6,632","1,864",709,928,423,365,167,56,"4,224",839,561,904,852,841,969,789,288
2020,9,총,"51,841,786","9,699,232","3,399,749","2,426,849","2,942,553","1,453,952","1,469,099","1,139,368","348,014","13,388,485","1,541,104","1,598,536","2,120,559","1,806,441","1,851,124","2,640,003","3,343,770","672,948"
2020,9,0,"4,027,765","635,833","235,871","181,188","232,208","121,596","116,775","100,233","46,796","1,158,060","106,680","125,126","175,426","130,827","134,046","192,403","273,672","61,025"
2020,9,10,"4,828,702","791,463","274,287","228,270","275,316","158,690","148,077","112,963","41,550","1,337,103","138,747","150,238","203,571","176,197","168,465","227,302","325,743","70,720"
2020,9,20,"6,801,056","1,464,445","432,803","323,230","401,966","209,652","212,956","145,758","36,347","1,798,600","179,232","198,166","242,345","211,350","199,529","283,832","378,908","81,937"
2020,9,30,"6,922,566","1,486,072","424,118","298,224","408,436","187,856","196,294","154,000","60,703","1,911,099","167,217","195,695","270,837","190,981","187,746","294,235","405,864","83,189"
2020,9,40,"8,321,409","1,538,386","512,964","386,278","485,291","242,699","239,098","188,666","67,138","2,298,109","225,066","241,797","328,482","270,243","261,304","385,161","538,219","112,508"
2020,9,50,"8,652,305","1,528,701","572,468","427,217","512,938","233,799","242,735","210,198","44,105","2,227,858","268,664","274,157","340,277","300,340","313,776","460,594","582,532","111,946"
2020,9,60,"6,630,461","1,230,721","525,091","321,394","360,499","161,513","176,174","142,582","29,074","1,498,842","237,025","218,639","274,204","252,099","268,263","402,118","453,754","78,469"
2020,9,70,"3,680,759","701,306","291,859","174,520","176,377","92,665","90,737","59,335","14,087","760,582","135,771","120,181","170,923","169,305","192,361","241,178","244,267","45,305"
2020,9,80,"1,706,024","273,467","113,509","76,577","76,383","39,287","40,070","22,399","6,987","342,460","70,720","64,820","99,426","90,766","108,835","133,644","123,107","23,567"
2020,9,90,"249,168","42,160","14,908","9,240","12,195","5,773","5,819","3,064","1,172","51,519","11,142","9,151","14,158","13,471","15,946","18,552","16,902","3,996"
2020,9,100,"21,571","6,678","1,871",711,944,422,364,170,55,"4,253",840,566,910,862,853,984,802,286
2020,10,총,"51,838,016","9,689,159","3,397,598","2,424,171","2,942,233","1,452,994","1,467,556","1,138,581","351,007","13,400,615","1,541,836","1,599,102","2,120,347","1,805,937","1,850,680","2,639,763","3,342,831","673,606"
2020,10,0,"4,005,030","631,458","234,617","180,003","230,733","120,817","116,012","99,560","47,042","1,152,827","106,244","124,477","174,262","129,908","133,324","191,307","271,673","60,766"
2020,10,10,"4,818,481","788,199","273,478","227,586","275,120","158,158","147,489","112,789","41,968","1,335,101","138,449","149,935","203,350","175,976","168,025","226,880","325,298","70,680"
2020,10,20,"6,802,784","1,462,526","432,419","322,910","401,806","209,839","212,830","145,618","36,742","1,800,950","179,516","198,445","242,446","211,563","199,789","283,897","379,200","82,288"
2020,10,30,"6,900,752","1,482,049","422,148","296,728","407,042","187,088","195,531","153,160","60,994","1,908,030","166,642","195,132","269,895","190,044","186,951","293,035","403,417","82,866"
2020,10,40,"8,312,221","1,534,932","512,482","385,501","484,692","242,147","238,518","188,439","67,761","2,298,367","224,848","241,576","328,045","269,678","260,657","384,467","537,625","112,486"
2020,10,50,"8,655,292","1,528,085","571,573","426,784","513,053","233,829","242,641","210,132","44,596","2,231,904","268,641","274,321","340,592","300,218","313,610","460,369","582,825","112,119"
2020,10,60,"6,669,780","1,235,472","527,531","322,968","362,963","162,498","177,135","143,512","29,409","1,510,133","238,567","220,035","275,826","253,402","269,739","404,700","456,848","79,042"
2020,10,70,"3,687,451","702,248","292,328","174,764","176,800","92,935","90,995","59,609","14,219","762,765","135,672","120,372","171,072","169,708","192,581","241,358","244,637","45,388"
2020,10,80,"1,714,191","275,146","114,187","76,914","76,819","39,465","40,209","22,514","7,045","344,435","71,218","65,045","99,693","91,003","109,176","134,094","123,546","23,682"
2020,10,90,"250,335","42,352","14,959","9,289","12,256","5,797","5,834","3,077","1,177","51,806","11,189","9,194","14,249","13,582","15,959","18,666","16,947","4,002"
2020,10,100,"21,699","6,692","1,876",724,949,421,362,171,54,"4,297",850,570,917,855,869,990,815,287
2020,11,총,"51,834,302","9,679,771","3,395,514","2,421,859","2,942,307","1,451,993","1,465,893","1,137,345","353,430","13,413,459","1,542,374","1,599,680","2,120,607","1,805,204","1,850,557","2,639,245","3,341,063","674,001"
2020,11,0,"3,984,472","627,357","233,339","178,930","229,469","120,143","115,090","98,943","47,222","1,148,218","105,908","123,832","173,387","129,144","132,563","190,349","270,050","60,528"
2020,11,10,"4,807,963","785,233","272,860","226,927","274,765","157,750","147,075","112,596","42,306","1,332,593","138,054","149,743","203,066","175,514","167,726","226,482","324,645","70,628"
2020,11,20,"6,804,936","1,461,133","431,909","322,503","401,509","209,837","212,799","145,257","36,994","1,804,745","179,792","198,695","242,686","211,644","200,124","283,924","378,918","82,467"
2020,11,30,"6,884,029","1,478,727","420,436","295,408","406,373","186,451","194,743","152,323","61,240","1,906,454","166,313","194,818","269,140","189,435","186,419","291,865","401,183","82,701"
2020,11,40,"8,305,172","1,531,956","512,124","384,997","484,427","241,635","237,874","188,183","68,318","2,298,870","224,703","241,236","327,972","269,113","260,199","384,030","537,107","112,428"
2020,11,50,"8,653,322","1,526,471","570,554","426,294","512,755","233,918","242,533","209,890","44,970","2,234,028","268,344","274,341","340,648","299,970","313,537","460,086","582,736","112,247"
2020,11,60,"6,707,084","1,239,857","529,755","324,511","365,387","163,259","178,117","144,424","29,785","1,521,458","240,048","221,511","277,356","254,628","271,028","406,917","459,656","79,387"
2020,11,70,"3,693,926","703,243","292,861","175,011","177,282","93,224","91,142","59,874","14,286","764,570","135,592","120,513","171,386","170,103","192,910","241,510","244,909","45,510"
2020,11,80,"1,720,296","276,533","114,826","77,193","77,078","39,530","40,310","22,602","7,080","346,189","71,520","65,204","99,736","91,166","109,199","134,356","123,987","23,787"
2020,11,90,"251,328","42,535","14,969","9,355","12,301","5,826","5,846","3,081","1,177","52,032","11,248","9,222","14,314","13,635","15,979","18,731","17,048","4,029"
2020,11,100,"21,774","6,726","1,881",730,961,420,364,172,52,"4,302",852,565,916,852,873,995,824,289
2020,12,총,"51,829,023","9,668,465","3,391,946","2,418,346","2,942,828","1,450,062","1,463,882","1,136,017","355,831","13,427,014","1,542,840","1,600,837","2,121,029","1,804,104","1,851,549","2,639,422","3,340,216","674,635"
2020,12,0,"3,970,070","623,745","232,356","178,226","228,634","119,692","114,529","98,506","47,283","1,145,984","105,598","123,371","172,628","128,692","132,202","189,561","268,766","60,297"
2020,12,10,"4,793,336","781,866","272,014","225,898","274,162","157,144","146,436","112,420","42,677","1,328,214","137,508","149,379","202,548","174,963","167,308","225,924","324,214","70,661"
2020,12,20,"6,806,153","1,460,411","430,987","321,534","401,546","209,375","212,488","144,569","37,453","1,807,848","180,015","199,209","243,200","211,464","200,709","284,163","378,436","82,746"
2020,12,30,"6,873,117","1,475,106","419,014","294,310","406,146","185,867","194,088","151,705","61,492","1,907,459","166,349","194,677","268,598","189,012","186,064","291,117","399,558","82,555"
2020,12,40,"8,294,787","1,528,182","511,148","383,839","483,977","240,867","237,216","187,808","68,831","2,299,423","224,378","241,194","327,791","268,277","259,749","383,508","536,223","112,376"
2020,12,50,"8,645,014","1,523,556","568,913","425,479","512,167","233,822","241,921","209,521","45,205","2,234,920","267,815","273,800","340,183","299,522","313,679","459,662","582,448","112,401"
2020,12,60,"6,744,506","1,243,954","531,620","325,957","367,879","163,784","179,153","145,347","30,139","1,532,434","241,578","223,341","279,372","255,829","272,377","409,250","462,731","79,761"
2020,12,70,"3,698,246","704,076","293,299","175,276","177,503","93,541","91,320","60,168","14,392","765,815","135,459","120,519","171,439","170,340","192,906","241,411","245,191","45,591"
2020,12,80,"1,729,422","278,094","115,680","77,665","77,504","39,671","40,519","22,712","7,109","348,213","72,012","65,569","99,965","91,504","109,618","135,047","124,648","23,892"
2020,12,90,"252,460","42,683","15,028","9,429","12,341","5,875","5,841","3,086","1,200","52,389","11,264","9,209","14,384","13,645","16,067","18,786","17,174","4,059"
2020,12,100,"21,912","6,792","1,887",733,969,424,371,175,50,"4,315",864,569,921,856,870,993,827,296
2021,1,총,"51,825,932","9,657,969","3,389,388","2,415,813","2,942,452","1,449,115","1,463,291","1,135,370","357,871","13,449,499","1,541,696","1,599,658","2,119,837","1,802,748","1,850,575","2,637,639","3,338,396","674,615"
2021,1,0,"3,944,244","618,497","230,816","176,889","227,148","118,800","113,762","97,748","47,226","1,140,854","105,030","122,503","171,364","127,540","131,214","188,090","266,782","59,981"
2021,1,10,"4,784,388","778,910","271,560","225,070","273,616","156,572","145,937","112,239","43,097","1,327,712","136,888","148,922","202,234","174,489","166,967","225,638","323,933","70,604"
2021,1,20,"6,792,483","1,455,044","429,313","320,703","400,479","209,152","212,178","144,200","37,735","1,809,285","179,392","198,562","242,407","211,009","200,139","283,151","377,156","82,578"
2021,1,30,"6,856,414","1,471,606","417,816","293,117","405,098","185,375","193,830","151,063","61,528","1,906,582","165,709","194,224","267,444","188,304","185,184","289,674","397,603","82,257"
2021,1,40,"8,285,935","1,524,671","510,191","382,725","483,494","240,490","236,679","187,557","69,371","2,300,938","223,835","240,713","327,795","267,631","259,461","382,585","535,531","112,268"
2021,1,50,"8,642,700","1,522,983","567,681","424,889","511,934","234,038","241,468","209,208","45,466","2,239,200","267,211","273,075","339,367","299,370","313,564","458,984","581,701","112,561"
2021,1,60,"6,794,549","1,250,098","534,388","328,155","371,191","164,625","180,804","146,754","30,553","1,548,037","243,284","225,183","281,740","257,255","273,902","411,909","466,435","80,236"
2021,1,70,"3,707,683","706,115","293,881","175,695","178,045","93,816","91,576","60,475","14,468","768,814","135,573","120,768","171,750","170,693","192,845","241,832","245,650","45,687"
2021,1,80,"1,740,386","280,163","116,604","78,265","78,046","39,892","40,750","22,857","7,164","350,794","72,528","65,860","100,324","91,787","110,137","135,776","125,370","24,069"
2021,1,90,"255,030","43,029","15,237","9,561","12,423","5,930","5,932","3,093","1,213","52,908","11,378","9,278","14,487","13,804","16,279","19,000","17,402","4,076"
2021,1,100,"22,120","6,853","1,901",744,978,425,375,176,50,"4,375",868,570,925,866,883,"1,000",833,298
2021,2,총,"51,824,142","9,648,606","3,387,761","2,413,191","2,941,705","1,447,953","1,462,064","1,132,953","359,569","13,471,758","1,540,875","1,599,122","2,119,542","1,801,319","1,849,795","2,636,747","3,336,045","675,137"
2021,2,0,"3,927,428","614,701","229,989","175,992","226,037","118,272","113,038","97,069","47,289","1,137,876","104,721","122,051","170,553","126,814","130,649","187,099","265,256","60,022"
2021,2,10,"4,772,917","776,296","270,716","224,223","273,059","155,985","145,510","111,590","43,332","1,326,417","136,420","148,452","201,869","173,854","166,405","225,182","323,073","70,534"
2021,2,20,"6,771,959","1,449,950","428,013","319,256","398,734","208,358","211,623","143,223","37,759","1,809,124","178,462","197,701","241,076","210,027","199,258","281,975","375,212","82,208"
2021,2,30,"6,834,586","1,466,661","416,025","291,854","403,643","184,837","193,082","150,171","61,557","1,904,371","165,142","193,667","266,151","187,430","184,466","288,266","395,154","82,109"
2021,2,40,"8,287,143","1,523,103","510,485","381,902","483,581","240,549","236,454","187,255","69,982","2,304,741","223,343","240,548","328,338","267,394","259,441","382,383","535,181","112,463"
2021,2,50,"8,644,918","1,522,829","566,594","424,457","511,793","234,091","241,208","208,784","45,760","2,244,792","266,717","272,604","339,335","299,270","313,666","458,501","581,689","112,828"
2021,2,60,"6,840,597","1,255,862","536,607","330,162","374,458","165,368","182,044","147,840","30,908","1,562,484","245,138","227,167","284,032","258,628","275,053","414,634","469,593","80,619"
2021,2,70,"3,710,261","706,474","294,327","175,891","178,233","93,874","91,636","60,692","14,469","770,026","135,408","120,708","171,696","170,754","192,615","241,712","246,054","45,692"
2021,2,80,"1,754,576","282,532","117,738","79,011","78,618","40,228","41,101","23,025","7,227","354,104","73,189","66,297","100,919","92,346","110,903","136,736","126,348","24,254"
2021,2,90,"257,462","43,325","15,359","9,696","12,558","5,961","5,988","3,124","1,236","53,410","11,461","9,343","14,637","13,930","16,443","19,246","17,641","4,104"
2021,2,100,"22,295","6,873","1,908",747,991,430,380,180,50,"4,413",874,584,936,872,896,"1,013",844,304
2021,3,총,"51,705,905","9,598,484","3,372,399","2,408,875","2,936,461","1,445,473","1,458,463","1,129,254","360,462","13,465,837","1,536,399","1,595,714","2,115,823","1,797,450","1,844,811","2,635,563","3,330,463","673,974"
2021,3,0,"3,908,794","611,000","228,788","175,023","224,970","117,808","112,297","96,422","47,300","1,134,030","104,267","121,435","169,781","126,003","129,808","186,212","263,754","59,896"
2021,3,10,"4,761,113","773,744","269,772","223,056","272,731","155,277","145,010","111,038","43,522","1,325,112","136,144","147,917","201,595","173,148","165,694","224,849","322,143","70,361"
2021,3,20,"6,767,952","1,450,425","427,087","318,439","397,817","208,324","211,498","142,413","37,866","1,811,928","177,773","197,273","240,801","209,743","198,940","281,752","373,828","82,045"
2021,3,30,"6,812,701","1,460,545","413,824","290,921","402,590","184,137","192,338","149,430","61,515","1,902,623","164,474","192,814","265,022","186,504","183,333","287,291","393,463","81,877"
2021,3,40,"8,250,451","1,511,822","507,745","380,397","481,697","239,690","235,062","186,357","70,075","2,298,082","222,044","239,437","327,135","266,068","258,097","381,224","533,259","112,260"
2021,3,50,"8,613,059","1,513,916","562,268","422,961","510,040","233,891","240,184","207,808","45,953","2,241,613","265,217","270,956","337,907","298,408","312,636","457,121","579,448","112,732"
2021,3,60,"6,876,287","1,255,009","536,731","332,302","377,343","165,964","183,343","148,776","31,270","1,574,976","246,701","229,572","286,395","260,057","275,866","417,995","473,178","80,809"
2021,3,70,"3,694,544","698,222","293,083","176,041","177,632","93,656","91,414","60,792","14,451","767,454","134,639","120,213","171,028","170,491","191,873","241,666","246,385","45,504"
2021,3,80,"1,756,509","280,381","117,687","79,451","78,689","40,468","41,193","23,060","7,245","355,003","73,365","66,515","101,096","92,542","111,394","137,445","126,739","24,236"
2021,3,90,"252,860","40,690","14,652","9,757","12,430","5,966","5,920","3,070","1,228","52,598","11,279","9,260","14,544","13,931","16,503","19,293","17,680","4,059"
2021,3,100,"11,635","2,730",762,527,522,292,204,88,37,"2,418",496,322,519,555,667,715,586,195
2021,4,총,"51,702,100","9,588,711","3,369,704","2,406,296","2,936,214","1,444,787","1,457,619","1,128,163","361,396","13,479,798","1,536,175","1,596,303","2,116,452","1,796,331","1,844,148","2,635,896","3,329,623","674,484"
2021,4,0,"3,891,405","607,863","227,645","174,060","223,789","117,272","111,757","95,855","47,239","1,130,520","103,764","120,958","169,094","125,253","129,089","185,360","262,156","59,731"
2021,4,10,"4,753,626","770,905","269,088","222,409","272,335","154,930","144,580","110,894","43,710","1,325,369","135,834","147,753","201,400","172,628","165,294","224,452","321,732","70,313"
2021,4,20,"6,761,949","1,448,195","426,109","317,686","397,230","208,208","211,361","142,012","38,010","1,812,656","177,456","197,283","240,595","209,487","198,752","281,555","373,293","82,061"
2021,4,30,"6,802,386","1,458,508","413,070","290,180","402,023","183,705","192,055","148,949","61,490","1,901,856","164,049","192,675","264,398","185,964","182,942","286,646","392,090","81,786"
2021,4,40,"8,244,087","1,508,768","507,314","379,728","481,422","239,431","234,618","186,142","70,245","2,298,715","221,735","239,112","327,136","265,638","257,603","381,057","533,055","112,368"
