년도,월,나이,전국,서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,강원도,충청북도,충청남도,전라북도,전라남도,경상북도,경상남도,제주특별자치도
2020,3,총,"51,843,195","9,733,655","3,409,932","2,433,568","2,952,689","1,455,705","1,471,858","1,144,563","344,792","13,288,975","1,538,577","1,597,639","2,119,749","1,812,936","1,859,290","2,653,418","3,355,341","670,508"
2020,3,0,"4,119,475","655,134","240,857","185,945","238,763","124,957","119,952","102,979","47,449","1,175,669","108,429","127,815","179,194","134,584","137,229","197,251","281,435","61,833"
2020,3,10,"4,902,009","810,349","279,909","233,311","279,780","162,130","151,192","115,019","40,751","1,344,847","141,217","152,506","205,897","179,656","171,854","232,058","330,223","71,310"
2020,3,20,"6,799,238","1,461,212","435,280","322,594","405,826","207,787","212,258","147,434","36,373","1,779,533","179,347","198,733","243,505","212,222","202,245","289,348","383,661","81,880"
2020,3,30,"7,006,749","1,501,662","430,494","302,617","416,119","190,641","198,404","157,548","61,396","1,916,550","169,113","198,047","275,275","194,883","192,216","301,627","416,280","83,877"
2020,3,40,"8,375,429","1,558,128","516,889","390,628","489,213","244,621","241,550","190,195","65,983","2,296,447","227,123","243,255","329,148","273,525","264,233","389,278","542,296","112,917"
2020,3,50,"8,662,400","1,537,114","579,584","428,955","515,257","234,045","242,974","211,169","43,132","2,208,632","269,104","273,598","340,052","302,523","316,811","463,397","584,730","111,323"
2020,3,60,"6,426,006","1,205,699","513,485","313,213","347,493","156,074","171,435","137,496","28,002","1,435,865","228,447","211,370","265,905","246,072","260,605","391,301","438,001","75,543"
2020,3,70,"3,623,899","691,028","286,808","171,945","172,868","91,156","88,762","57,704","13,660","745,509","135,644","119,143","167,821","165,942","191,356","238,953","240,945","44,655"
2020,3,80,"1,667,665","266,097","110,254","74,745","74,768","38,293","39,389","21,847","6,894","332,678","68,707","63,866","98,464","89,805","106,614","131,466","120,699","23,079"
2020,3,90,"239,567","40,809","14,551","8,915","11,685","5,591","5,603","3,013","1,095","49,185","10,637","8,762","13,598","12,902","15,298","17,787","16,317","3,819"
2020,3,100,"20,758","6,423","1,821",700,917,410,339,159,57,"4,060",809,544,890,822,829,952,754,272
2020,4,총,"51,842,524","9,726,787","3,408,347","2,431,523","2,950,972","1,456,096","1,471,650","1,144,098","345,216","13,311,254","1,537,780","1,596,613","2,118,457","1,811,619","1,857,083","2,651,054","3,353,380","670,595"
2020,4,0,"4,103,848","651,713","239,942","185,155","237,571","124,409","119,414","102,596","47,399","1,172,865","108,087","127,232","178,550","133,951","136,631","196,465","280,160","61,708"
2020,4,10,"4,887,408","806,853","278,986","232,363","279,083","161,641","150,689","114,667","40,875","1,342,695","140,644","151,945","205,330","178,989","171,145","231,034","329,243","71,226"
2020,4,20,"6,802,925","1,461,968","434,904","322,534","405,343","208,412","212,490","147,252","36,323","1,786,677","178,850","198,362","242,858","212,153","201,748","288,414","382,928","81,709"
2020,4,30,"6,995,799","1,499,396","429,569","301,805","415,072","190,220","198,204","157,147","61,266","1,917,619","168,852","197,615","274,391","194,215","191,361","300,333","414,972","83,762"
