년도,월,나이,서울특별시 도봉구,서울특별시 도봉구 창제1동,서울특별시 도봉구 창제2동,서울특별시 도봉구 창제3동,서울특별시 도봉구 창제4동,서울특별시 도봉구 창제5동,서울특별시 도봉구 도봉제1동,서울특별시 도봉구 도봉제2동,서울특별시 도봉구 쌍문제1동,서울특별시 도봉구 쌍문제2동,서울특별시 도봉구 쌍문제3동,서울특별시 도봉구 쌍문제4동,서울특별시 도봉구 방학제1동,서울특별시 도봉구 방학제2동,서울특별시 도봉구 방학제3동
2021,8,40,"46,759","3,952","4,467","2,089","4,259","3,460","2,848","3,658","3,140","2,690","2,360","2,852","4,141","2,743","4,100"
2021,8,50,"55,997","4,199","5,095","2,516","4,847","4,296","3,720","4,416","3,679","3,253","2,831","3,377","5,295","3,736","4,737"
2021,8,60,"51,019","3,530","4,296","2,230","3,674","3,785","3,967","4,885","3,442","3,094","2,509","2,886","4,756","3,407","4,558"
2021,8,70,"27,475","1,962","2,311","1,371","1,703","1,770","2,684","2,809","2,044","1,615","1,586","1,156","2,645","1,919","1,900"
2021,8,80,"12,214",972,"1,010",546,925,819,"1,050","1,173",905,762,630,596,991,816,"1,019"
2021,8,90,"1,654",117,108,45,151,120,114,193,113,109,77,94,148,98,167
2021,8,100,122,8,4,7,10,3,2,25,15,20,6,2,5,8,7
2021,9,총,"318,718","24,876","29,193","13,937","26,708","24,678","21,106","26,988","21,434","18,786","16,528","18,730","28,794","19,703","27,257"
2021,9,0,"17,452","1,465","1,651",704,"1,666","1,476",814,"1,539","1,120",956,766,"1,135","1,474",854,"1,832"
2021,9,10,"24,574","2,073","2,171","1,046","2,551","1,882","1,125","1,616","1,565","1,335","1,010","1,939","2,145","1,440","2,676"
2021,9,20,"42,083","3,260","4,129","1,758","3,592","3,609","2,540","3,220","2,905","2,478","2,433","2,475","3,890","2,583","3,211"
2021,9,30,"39,409","3,327","3,964","1,625","3,325","3,444","2,254","3,468","2,506","2,469","2,283","2,243","3,286","2,132","3,083"
2021,9,40,"46,579","3,924","4,452","2,090","4,266","3,454","2,839","3,643","3,102","2,681","2,360","2,841","4,152","2,718","4,057"
2021,9,50,"56,024","4,210","5,102","2,510","4,837","4,290","3,710","4,423","3,703","3,257","2,850","3,376","5,296","3,727","4,733"
2021,9,60,"51,077","3,561","4,267","2,231","3,689","3,802","3,979","4,868","3,439","3,088","2,510","2,879","4,772","3,410","4,582"
2021,9,70,"27,469","1,962","2,328","1,366","1,692","1,762","2,674","2,814","2,054","1,624","1,590","1,153","2,643","1,912","1,895"
2021,9,80,"12,258",967,"1,011",555,930,833,"1,054","1,179",911,769,641,591,980,821,"1,016"
2021,9,90,"1,670",119,114,45,149,123,115,193,113,109,78,96,151,99,166
2021,9,100,123,8,4,7,11,3,2,25,16,20,7,2,5,7,6
2021,10,총,"318,299","24,802","29,108","13,910","26,621","24,679","21,124","26,964","21,414","18,767","16,551","18,709","28,762","19,688","27,200"
2021,10,0,"17,314","1,445","1,636",693,"1,657","1,464",801,"1,534","1,103",952,771,"1,139","1,469",844,"1,806"
2021,10,10,"24,457","2,067","2,152","1,038","2,530","1,869","1,129","1,611","1,559","1,330","1,005","1,943","2,135","1,420","2,669"
2021,10,20,"41,841","3,252","4,106","1,746","3,543","3,594","2,527","3,212","2,887","2,458","2,417","2,446","3,894","2,561","3,198"
2021,10,30,"39,379","3,312","3,953","1,611","3,308","3,447","2,264","3,450","2,526","2,473","2,287","2,249","3,288","2,146","3,065"
2021,10,40,"46,407","3,914","4,427","2,089","4,248","3,428","2,829","3,640","3,075","2,677","2,365","2,837","4,135","2,697","4,046"
2021,10,50,"56,091","4,204","5,107","2,517","4,846","4,311","3,738","4,423","3,724","3,251","2,857","3,367","5,285","3,724","4,737"
2021,10,60,"51,186","3,568","4,263","2,244","3,711","3,829","3,973","4,872","3,445","3,094","2,516","2,881","4,774","3,429","4,587"
2021,10,70,"27,480","1,945","2,335","1,357","1,685","1,766","2,680","2,816","2,054","1,629","1,600","1,149","2,646","1,922","1,896"
2021,10,80,"12,341",966,"1,013",562,933,843,"1,068","1,187",910,769,649,598,983,840,"1,020"
2021,10,90,"1,684",120,114,46,149,125,113,194,115,114,77,98,149,100,170
2021,10,100,119,9,2,7,11,3,2,25,16,20,7,2,4,5,6
2021,11,총,"317,943","24,794","29,098","13,839","26,598","24,630","21,123","26,902","21,380","18,768","16,556","18,684","28,717","19,703","27,151"
2021,11,0,"17,188","1,443","1,627",682,"1,640","1,446",803,"1,525","1,090",944,763,"1,136","1,454",834,"1,801"
2021,11,10,"24,395","2,064","2,140","1,027","2,535","1,871","1,128","1,586","1,551","1,319","1,005","1,946","2,137","1,413","2,673"
2021,11,20,"41,691","3,239","4,113","1,745","3,528","3,553","2,514","3,190","2,890","2,455","2,405","2,427","3,886","2,572","3,174"
2021,11,30,"39,291","3,301","3,936","1,579","3,312","3,453","2,268","3,446","2,527","2,487","2,280","2,242","3,271","2,126","3,063"
2021,11,40,"46,305","3,912","4,429","2,076","4,227","3,426","2,824","3,638","3,055","2,671","2,370","2,829","4,110","2,702","4,036"
2021,11,50,"56,044","4,199","5,120","2,507","4,850","4,307","3,718","4,402","3,737","3,237","2,870","3,364","5,300","3,730","4,703"
2021,11,60,"51,330","3,588","4,265","2,249","3,723","3,836","3,989","4,890","3,441","3,111","2,532","2,888","4,777","3,446","4,595"
2021,11,70,"27,496","1,946","2,334","1,354","1,688","1,767","2,689","2,820","2,046","1,632","1,594","1,152","2,651","1,916","1,907"
2021,11,80,"12,406",974,"1,016",567,933,846,"1,071","1,191",914,780,654,599,978,858,"1,025"
2021,11,90,"1,684",124,115,46,152,122,117,189,113,113,76,98,149,102,168
2021,11,100,113,4,3,7,10,3,2,25,16,19,7,3,4,4,6
2021,12,총,"317,366","24,706","29,099","13,836","26,496","24,607","21,072","26,837","21,380","18,728","16,614","18,606","28,673","19,669","27,043"
2021,12,0,"17,044","1,424","1,619",678,"1,631","1,430",794,"1,521","1,087",932,767,"1,126","1,446",812,"1,777"
2021,12,10,"24,311","2,049","2,151","1,030","2,516","1,865","1,126","1,588","1,538","1,316","1,002","1,927","2,139","1,411","2,653"
2021,12,20,"41,496","3,216","4,107","1,729","3,508","3,545","2,490","3,156","2,881","2,441","2,413","2,410","3,873","2,566","3,161"
2021,12,30,"39,246","3,254","3,921","1,590","3,297","3,452","2,255","3,454","2,546","2,486","2,318","2,236","3,264","2,125","3,048"
2021,12,40,"46,156","3,911","4,432","2,067","4,209","3,417","2,805","3,629","3,040","2,652","2,385","2,811","4,105","2,680","4,013"
2021,12,50,"56,006","4,210","5,121","2,510","4,822","4,308","3,723","4,386","3,754","3,239","2,871","3,360","5,286","3,729","4,687"
2021,12,60,"51,366","3,590","4,274","2,247","3,727","3,833","3,982","4,892","3,435","3,130","2,536","2,887","4,777","3,455","4,601"
2021,12,70,"27,483","1,945","2,332","1,356","1,699","1,779","2,695","2,813","2,057","1,615","1,583","1,139","2,646","1,916","1,908"
2021,12,80,"12,478",977,"1,027",576,929,851,"1,084","1,199",909,785,657,606,987,865,"1,026"
2021,12,90,"1,691",126,112,48,148,124,115,193,117,114,77,101,146,107,163
2021,12,100,89,4,3,5,10,3,3,6,16,18,5,3,4,3,6
