년도,월,나이,서울특별시 노원구,서울특별시 노원구 월계1동,서울특별시 노원구 월계2동,서울특별시 노원구 월계3동,서울특별시 노원구 공릉1동,서울특별시 노원구 공릉2동,서울특별시 노원구 하계1동,서울특별시 노원구 하계2동,서울특별시 노원구 중계본동,서울특별시 노원구 중계1동,서울특별시 노원구 중계4동,서울특별시 노원구 중계2.3동,서울특별시 노원구 상계1동,서울특별시 노원구 상계2동,서울특별시 노원구 상계3.4동,서울특별시 노원구 상계5동,서울특별시 노원구 상계6.7동,서울특별시 노원구 상계8동,서울특별시 노원구 상계9동,서울특별시 노원구 상계10동
2021,2,50,"87,682","3,523","4,603","4,782","5,798","6,069","4,945","3,906","4,560","4,457","3,615","5,681","6,972","3,953","4,757","4,521","5,696","3,040","3,598","3,206"
2021,2,60,"68,587","3,092","4,399","4,633","5,455","4,545","3,608","2,542","2,280","2,105","2,651","4,843","5,980","2,886","4,388","3,730","4,028","2,267","2,795","2,360"
2021,2,70,"37,582","1,960","2,514","2,607","2,790","2,224","1,827","1,375","1,093",982,"1,913","3,335","2,928","1,433","2,775","2,309","1,986","1,168","1,384",979
2021,2,80,"16,677",734,"1,036","1,127","1,055",978,954,684,559,495,772,"1,561","1,260",588,"1,230",950,"1,007",524,656,507
2021,2,90,"2,559",112,170,155,173,141,130,98,77,70,123,220,218,95,138,154,205,86,117,77
2021,2,100,290,18,15,15,17,13,9,4,13,14,12,15,51,14,33,27,8,4,4,4
2021,3,총,"518,278","21,973","27,195","30,259","37,312","39,315","27,164","22,418","24,571","27,121","20,450","34,931","38,725","20,304","26,842","24,375","33,125","22,740","20,862","18,596"
2021,3,0,"32,334","1,150","1,729","2,188","2,066","2,840","1,149","1,471","1,522","1,976","1,164","1,988","2,288",971,"1,374","1,078","2,385","2,372","1,330","1,293"
2021,3,10,"52,292","1,689","2,106","2,114","2,636","4,330","3,097","2,787","4,506","5,631","2,253","3,130","3,329","1,842","2,092","2,034","2,996","2,017","2,064","1,639"
2021,3,20,"72,260","3,807","3,204","3,532","6,674","6,664","4,538","3,041","3,182","2,945","2,578","4,256","5,247","3,272","3,240","3,453","4,562","2,707","2,718","2,640"
2021,3,30,"63,950","2,628","3,173","4,545","5,315","5,125","2,729","2,539","1,872","2,001","1,965","4,204","4,852","2,317","2,914","2,600","4,822","4,676","2,796","2,877"
2021,3,40,"84,739","3,369","4,244","4,596","5,394","6,433","4,155","3,984","4,992","6,472","3,458","5,751","5,670","2,991","3,922","3,637","5,454","3,852","3,424","2,941"
2021,3,50,"87,343","3,479","4,600","4,766","5,758","6,046","4,951","3,876","4,532","4,455","3,583","5,636","6,954","3,945","4,761","4,485","5,674","3,042","3,570","3,230"
2021,3,60,"68,778","3,099","4,408","4,623","5,483","4,551","3,637","2,551","2,272","2,113","2,640","4,864","6,006","2,888","4,398","3,732","4,025","2,288","2,804","2,396"
2021,3,70,"37,315","1,906","2,505","2,610","2,770","2,218","1,811","1,382","1,073",962,"1,915","3,303","2,902","1,406","2,760","2,272","1,987","1,171","1,378",984
2021,3,80,"16,661",728,"1,046","1,128","1,053",971,965,686,544,496,772,"1,578","1,256",575,"1,223",929,"1,011",527,659,514
2021,3,90,"2,492",109,173,150,161,133,126,100,72,65,119,214,209,92,136,148,203,86,116,80
2021,3,100,114,9,7,7,2,4,6,1,4,5,3,7,12,5,22,7,6,2,3,2
2021,4,총,"517,417","21,869","27,183","30,220","37,229","39,299","27,106","22,421","24,509","27,108","20,396","34,847","38,580","20,275","26,775","24,334","33,059","22,750","20,824","18,633"
2021,4,0,"32,149","1,141","1,718","2,186","2,050","2,826","1,150","1,467","1,512","1,955","1,159","1,977","2,284",952,"1,365","1,069","2,383","2,357","1,307","1,291"
2021,4,10,"51,969","1,683","2,092","2,109","2,610","4,321","3,049","2,767","4,490","5,619","2,230","3,117","3,308","1,828","2,066","2,022","2,975","1,990","2,057","1,636"
2021,4,20,"72,052","3,766","3,183","3,516","6,625","6,641","4,541","3,047","3,170","2,937","2,576","4,248","5,217","3,266","3,226","3,444","4,540","2,745","2,731","2,633"
2021,4,30,"63,943","2,625","3,182","4,538","5,322","5,146","2,729","2,544","1,865","2,001","1,949","4,193","4,856","2,309","2,914","2,597","4,810","4,691","2,789","2,883"
2021,4,40,"84,484","3,348","4,231","4,580","5,390","6,426","4,131","3,980","4,967","6,461","3,454","5,738","5,658","2,991","3,887","3,628","5,411","3,848","3,404","2,951"
2021,4,50,"87,176","3,442","4,589","4,759","5,744","6,014","4,941","3,885","4,534","4,482","3,566","5,622","6,930","3,937","4,758","4,468","5,682","3,025","3,565","3,233"
2021,4,60,"69,012","3,114","4,438","4,642","5,492","4,583","3,647","2,565","2,279","2,121","2,650","4,856","5,977","2,901","4,420","3,750","4,043","2,300","2,824","2,410"
2021,4,70,"37,283","1,901","2,517","2,609","2,776","2,216","1,815","1,373","1,067",967,"1,906","3,283","2,898","1,410","2,757","2,268","1,981","1,172","1,369",998
2021,4,80,"16,755",737,"1,047","1,127","1,054",988,970,692,550,494,782,"1,591","1,251",584,"1,219",931,"1,028",534,659,517
2021,4,90,"2,484",103,179,148,164,134,126,100,71,65,120,214,194,92,141,150,201,86,116,80
2021,4,100,110,9,7,6,2,4,7,1,4,6,4,8,7,5,22,7,5,2,3,1
2021,5,총,"516,552","21,810","27,101","30,250","37,130","39,298","27,046","22,367","24,411","27,073","20,326","34,781","38,597","20,259","26,605","24,283","33,006","22,785","20,764","18,660"
2021,5,0,"31,940","1,138","1,699","2,180","2,028","2,827","1,136","1,456","1,504","1,936","1,143","1,961","2,268",956,"1,358","1,058","2,363","2,354","1,284","1,291"
2021,5,10,"51,686","1,662","2,069","2,108","2,604","4,274","3,041","2,742","4,467","5,605","2,223","3,104","3,296","1,813","2,051","2,013","2,966","1,973","2,044","1,631"
2021,5,20,"71,872","3,753","3,164","3,531","6,583","6,665","4,519","3,040","3,159","2,932","2,557","4,223","5,219","3,266","3,218","3,425","4,513","2,750","2,725","2,630"
2021,5,30,"63,864","2,615","3,157","4,524","5,324","5,154","2,714","2,535","1,850","2,004","1,941","4,181","4,857","2,300","2,888","2,611","4,829","4,713","2,777","2,890"
2021,5,40,"84,001","3,330","4,204","4,591","5,345","6,448","4,090","3,962","4,925","6,427","3,414","5,697","5,621","2,984","3,832","3,590","5,399","3,837","3,371","2,934"
2021,5,50,"87,236","3,437","4,579","4,749","5,728","6,004","4,955","3,894","4,558","4,505","3,575","5,634","6,955","3,928","4,736","4,480","5,651","3,043","3,564","3,261"
2021,5,60,"69,223","3,109","4,457","4,666","5,502","4,587","3,664","2,573","2,269","2,124","2,668","4,882","6,018","2,907","4,413","3,746","4,071","2,307","2,846","2,414"
2021,5,70,"37,294","1,917","2,530","2,606","2,790","2,218","1,816","1,364","1,056",970,"1,891","3,275","2,907","1,409","2,743","2,264","1,986","1,174","1,373","1,005"
2021,5,80,"16,823",737,"1,056","1,141","1,062",981,976,702,551,500,789,"1,596","1,244",597,"1,207",935,"1,023",545,661,520
2021,5,90,"2,499",102,179,148,161,136,129,98,68,64,121,220,204,94,137,153,199,87,116,83
2021,5,100,114,10,7,6,3,4,6,1,4,6,4,8,8,5,22,8,6,2,3,1
2021,6,총,"515,997","21,801","27,078","30,261","37,080","39,236","26,994","22,313","24,364","27,049","20,263","34,782","38,564","20,178","26,551","24,290","33,027","22,764","20,722","18,680"
2021,6,0,"31,763","1,135","1,686","2,182","2,006","2,811","1,122","1,453","1,502","1,924","1,120","1,943","2,248",950,"1,343","1,057","2,355","2,347","1,285","1,294"
2021,6,10,"51,468","1,647","2,056","2,095","2,601","4,255","3,022","2,730","4,459","5,581","2,218","3,109","3,284","1,799","2,047","2,006","2,950","1,957","2,029","1,623"
2021,6,20,"71,705","3,746","3,163","3,518","6,589","6,645","4,504","3,021","3,134","2,944","2,534","4,206","5,232","3,224","3,212","3,421","4,519","2,754","2,715","2,624"
2021,6,30,"63,730","2,605","3,147","4,539","5,285","5,143","2,695","2,529","1,843","1,992","1,938","4,173","4,830","2,309","2,867","2,615","4,847","4,699","2,775","2,899"
2021,6,40,"83,729","3,337","4,193","4,577","5,339","6,421","4,077","3,956","4,909","6,385","3,389","5,669","5,601","2,948","3,819","3,586","5,399","3,840","3,357","2,927"
2021,6,50,"87,067","3,430","4,567","4,740","5,710","5,990","4,957","3,850","4,551","4,538","3,584","5,639","6,931","3,920","4,722","4,462","5,635","3,042","3,546","3,253"
2021,6,60,"69,672","3,133","4,488","4,695","5,521","4,621","3,682","2,610","2,286","2,144","2,675","4,909","6,079","2,917","4,427","3,778","4,093","2,318","2,858","2,438"
2021,6,70,"37,280","1,911","2,528","2,613","2,784","2,220","1,818","1,361","1,049",963,"1,890","3,287","2,892","1,419","2,733","2,262","2,000","1,169","1,370","1,011"
2021,6,80,"16,963",744,"1,062","1,153","1,076",989,981,703,555,507,790,"1,618","1,257",595,"1,223",940,"1,028",548,667,527
2021,6,90,"2,500",103,181,143,166,137,130,99,71,65,121,221,200,92,135,154,195,87,117,83
2021,6,100,120,10,7,6,3,4,6,1,5,6,4,8,10,5,23,9,6,3,3,1
2021,7,총,"515,198","21,792","27,020","30,200","36,983","39,147","26,907","22,280","24,306","27,069","20,201","34,736","38,515","20,195","26,460","24,226","32,983","22,759","20,687","18,732"
2021,7,0,"31,615","1,139","1,674","2,168","1,993","2,794","1,110","1,445","1,497","1,917","1,106","1,920","2,249",952,"1,342","1,056","2,331","2,345","1,275","1,302"
2021,7,10,"51,323","1,632","2,054","2,090","2,593","4,242","2,997","2,727","4,441","5,607","2,203","3,102","3,280","1,798","2,026","1,996","2,943","1,957","2,014","1,621"
2021,7,20,"71,349","3,743","3,162","3,498","6,543","6,610","4,464","3,006","3,122","2,932","2,531","4,181","5,177","3,209","3,196","3,400","4,497","2,739","2,710","2,629"
2021,7,30,"63,559","2,615","3,132","4,519","5,248","5,126","2,695","2,511","1,833","1,970","1,922","4,159","4,824","2,323","2,839","2,611","4,861","4,716","2,752","2,903"
2021,7,40,"83,385","3,319","4,182","4,564","5,324","6,372","4,062","3,927","4,885","6,390","3,372","5,634","5,591","2,948","3,796","3,543","5,360","3,829","3,356","2,931"
2021,7,50,"87,041","3,431","4,566","4,752","5,701","5,991","4,944","3,853","4,539","4,554","3,574","5,644","6,911","3,895","4,710","4,457","5,652","3,041","3,559","3,267"
2021,7,60,"69,974","3,137","4,478","4,694","5,557","4,647","3,693","2,638","2,308","2,159","2,676","4,945","6,110","2,954","4,440","3,793","4,118","2,311","2,866","2,450"
2021,7,70,"37,282","1,911","2,527","2,612","2,784","2,232","1,824","1,361","1,054",959,"1,897","3,290","2,897","1,416","2,721","2,253","1,988","1,176","1,363","1,017"
2021,7,80,"17,051",752,"1,058","1,159","1,073",989,984,710,555,508,795,"1,631","1,265",602,"1,231",955,"1,032",555,672,525
2021,7,90,"2,494",103,180,138,162,140,128,101,68,67,121,222,200,92,136,153,194,86,117,86
2021,7,100,125,10,7,6,5,4,6,1,4,6,4,8,11,6,23,9,7,4,3,1
2021,8,총,"514,050","21,787","26,921","30,144","36,937","38,993","26,800","22,224","24,216","27,046","20,142","34,689","38,431","20,101","26,455","24,118","32,947","22,698","20,681","18,720"
2021,8,0,"31,284","1,130","1,648","2,148","1,972","2,753","1,082","1,432","1,479","1,914","1,093","1,911","2,197",934,"1,342","1,038","2,312","2,316","1,280","1,303"
2021,8,10,"51,121","1,627","2,048","2,076","2,596","4,206","2,990","2,715","4,421","5,605","2,188","3,082","3,297","1,778","2,017","1,988","2,943","1,945","1,998","1,601"
2021,8,20,"71,052","3,733","3,118","3,499","6,547","6,592","4,411","2,979","3,117","2,908","2,522","4,180","5,167","3,207","3,181","3,358","4,466","2,734","2,709","2,624"
2021,8,30,"63,385","2,596","3,127","4,508","5,228","5,107","2,702","2,498","1,813","1,987","1,902","4,157","4,790","2,303","2,840","2,589","4,854","4,727","2,754","2,903"
2021,8,40,"82,946","3,320","4,166","4,533","5,309","6,310","4,023","3,902","4,863","6,365","3,375","5,594","5,566","2,917","3,785","3,511","5,330","3,803","3,351","2,923"
2021,8,50,"87,006","3,439","4,550","4,749","5,692","6,000","4,945","3,876","4,549","4,547","3,573","5,647","6,894","3,877","4,704","4,454","5,653","3,041","3,566","3,250"
2021,8,60,"70,189","3,148","4,484","4,707","5,563","4,653","3,695","2,644","2,298","2,176","2,682","4,960","6,135","2,973","4,463","3,801","4,158","2,316","2,859","2,474"
2021,8,70,"37,310","1,920","2,517","2,606","2,788","2,240","1,830","1,365","1,050",960,"1,887","3,281","2,902","1,412","2,728","2,252","2,006","1,170","1,369","1,027"
2021,8,80,"17,129",756,"1,074","1,173","1,079",990,984,713,554,509,789,"1,646","1,276",601,"1,235",964,"1,025",557,675,529
2021,8,90,"2,499",108,182,139,158,138,132,99,68,69,127,222,196,92,136,154,193,85,116,85
2021,8,100,129,10,7,6,5,4,6,1,4,6,4,9,11,7,24,9,7,4,4,1
2021,9,총,"513,053","21,763","26,857","30,053","36,934","38,892","26,777","22,171","24,140","26,991","20,085","34,582","38,323","20,039","26,370","24,086","32,874","22,725","20,661","18,730"
2021,9,0,"31,040","1,124","1,628","2,133","1,939","2,739","1,079","1,422","1,458","1,885","1,078","1,887","2,175",927,"1,347","1,030","2,290","2,318","1,275","1,306"
2021,9,10,"50,924","1,621","2,029","2,074","2,613","4,178","2,983","2,699","4,415","5,596","2,175","3,060","3,271","1,774","2,007","1,968","2,935","1,935","1,995","1,596"
2021,9,20,"70,821","3,737","3,122","3,499","6,552","6,561","4,426","2,960","3,101","2,913","2,510","4,157","5,141","3,186","3,152","3,347","4,438","2,704","2,708","2,607"
2021,9,30,"63,273","2,598","3,103","4,477","5,183","5,113","2,697","2,504","1,797","1,967","1,897","4,175","4,772","2,286","2,833","2,575","4,867","4,760","2,757","2,912"
2021,9,40,"82,512","3,293","4,155","4,505","5,330","6,265","3,987","3,880","4,841","6,324","3,357","5,532","5,525","2,910","3,766","3,500","5,283","3,792","3,344","2,923"
2021,9,50,"87,054","3,446","4,547","4,729","5,689","6,009","4,946","3,864","4,555","4,580","3,586","5,653","6,890","3,870","4,688","4,459","5,677","3,052","3,559","3,255"
2021,9,60,"70,330","3,150","4,491","4,725","5,585","4,658","3,707","2,669","2,306","2,180","2,667","4,950","6,154","2,978","4,462","3,811","4,156","2,339","2,866","2,476"
2021,9,70,"37,224","1,911","2,519","2,586","2,794","2,239","1,835","1,362","1,040",951,"1,880","3,278","2,899","1,403","2,714","2,250","1,994","1,176","1,357","1,036"
2021,9,80,"17,214",768,"1,075","1,175","1,081",986,980,707,555,518,800,"1,660","1,290",604,"1,241",981,"1,030",558,675,530
2021,9,90,"2,532",105,181,144,163,139,132,103,68,71,130,221,195,95,136,156,197,87,121,88
2021,9,100,129,10,7,6,5,5,5,1,4,6,5,9,11,6,24,9,7,4,4,1
2021,10,총,"512,129","21,687","26,751","29,996","36,857","38,851","26,725","22,097","24,139","26,997","20,029","34,480","38,290","20,026","26,307","24,050","32,808","22,735","20,584","18,720"
2021,10,0,"30,882","1,113","1,610","2,118","1,914","2,744","1,087","1,399","1,450","1,887","1,079","1,872","2,165",911,"1,333","1,026","2,284","2,323","1,259","1,308"
2021,10,10,"50,703","1,618","2,010","2,067","2,600","4,144","2,955","2,698","4,433","5,592","2,167","3,039","3,247","1,780","1,998","1,945","2,917","1,922","1,982","1,589"
2021,10,20,"70,528","3,723","3,124","3,471","6,538","6,568","4,399","2,946","3,087","2,906","2,486","4,126","5,114","3,169","3,142","3,329","4,425","2,696","2,695","2,584"
2021,10,30,"63,227","2,573","3,091","4,472","5,166","5,127","2,692","2,486","1,805","1,975","1,883","4,181","4,774","2,276","2,835","2,599","4,854","4,778","2,729","2,931"
2021,10,40,"82,087","3,287","4,105","4,496","5,330","6,226","3,997","3,841","4,808","6,302","3,343","5,466","5,514","2,895","3,737","3,472","5,259","3,804","3,307","2,898"
2021,10,50,"87,050","3,434","4,535","4,715","5,671","6,002","4,917","3,885","4,578","4,600","3,586","5,666","6,893","3,882","4,699","4,457","5,671","3,039","3,573","3,247"
2021,10,60,"70,484","3,155","4,490","4,724","5,585","4,670","3,720","2,675","2,320","2,189","2,674","4,954","6,175","2,986","4,454","3,816","4,170","2,346","2,879","2,502"
2021,10,70,"37,250","1,918","2,521","2,594","2,803","2,234","1,844","1,349","1,033",953,"1,872","3,283","2,902","1,408","2,708","2,247","1,998","1,180","1,362","1,041"
2021,10,80,"17,259",757,"1,074","1,186","1,078",991,974,713,551,516,800,"1,662","1,299",617,"1,260",989,"1,027",556,675,534
2021,10,90,"2,556",103,184,147,168,140,135,104,70,70,134,222,197,96,134,162,196,88,121,85
2021,10,100,103,6,7,6,4,5,5,1,4,7,5,9,10,6,7,8,7,3,2,1
2021,11,총,"511,275","21,652","26,665","29,955","36,786","39,085","26,642","22,030","24,059","26,931","19,976","34,352","38,231","20,006","26,212","24,014","32,802","22,669","20,510","18,698"
2021,11,0,"30,670","1,102","1,592","2,103","1,914","2,750","1,064","1,396","1,436","1,878","1,078","1,849","2,128",906,"1,320","1,020","2,278","2,305","1,250","1,301"
2021,11,10,"50,547","1,603","2,012","2,058","2,564","4,176","2,935","2,685","4,436","5,568","2,163","3,029","3,243","1,770","1,988","1,947","2,893","1,908","1,970","1,599"
2021,11,20,"70,267","3,713","3,091","3,478","6,532","6,585","4,381","2,909","3,063","2,906","2,462","4,107","5,089","3,165","3,105","3,316","4,444","2,674","2,673","2,574"
2021,11,30,"63,104","2,558","3,089","4,459","5,145","5,173","2,676","2,487","1,788","1,963","1,893","4,149","4,745","2,273","2,832","2,601","4,836","4,792","2,718","2,927"
2021,11,40,"81,827","3,284","4,071","4,467","5,312","6,292","3,966","3,826","4,782","6,272","3,320","5,437","5,508","2,884","3,728","3,471","5,239","3,766","3,291","2,911"
2021,11,50,"87,015","3,434","4,528","4,714","5,658","6,004","4,931","3,890","4,570","4,597","3,586","5,646","6,905","3,888","4,685","4,452","5,693","3,040","3,560","3,234"
2021,11,60,"70,613","3,157","4,495","4,729","5,596","4,712","3,723","2,673","2,316","2,200","2,674","4,959","6,203","2,997","4,454","3,811","4,188","2,351","2,880","2,495"
2021,11,70,"37,252","1,930","2,514","2,603","2,802","2,251","1,842","1,352","1,042",952,"1,859","3,281","2,905","1,395","2,702","2,233","1,996","1,181","1,367","1,045"
2021,11,80,"17,323",764,"1,085","1,193","1,091",996,985,712,549,521,803,"1,662","1,298",628,"1,259",992,"1,028",559,677,521
2021,11,90,"2,565",101,182,145,168,140,135,100,73,70,135,225,197,94,135,163,200,90,122,90
2021,11,100,92,6,6,6,4,6,4,0,4,4,3,8,10,6,4,8,7,3,2,1
2021,12,총,"510,956","21,602","26,568","29,885","36,610","40,374","26,562","21,977","23,955","26,778","19,928","34,196","38,126","19,980","26,166","23,940","32,641","22,547","20,444","18,677"
2021,12,0,"30,658","1,095","1,582","2,094","1,888","2,985","1,058","1,394","1,425","1,873","1,069","1,834","2,110",890,"1,318","1,022","2,247","2,265","1,228","1,281"
2021,12,10,"50,312","1,590","1,991","2,058","2,531","4,252","2,920","2,664","4,410","5,507","2,145","2,990","3,225","1,775","1,973","1,930","2,886","1,902","1,959","1,604"
2021,12,20,"69,956","3,690","3,090","3,436","6,509","6,676","4,344","2,892","3,045","2,895","2,459","4,077","5,055","3,147","3,091","3,279","4,400","2,652","2,660","2,559"
2021,12,30,"63,138","2,565","3,042","4,452","5,084","5,500","2,679","2,496","1,786","1,935","1,900","4,126","4,711","2,271","2,840","2,603","4,784","4,725","2,707","2,932"
2021,12,40,"81,770","3,269","4,066","4,476","5,292","6,497","3,948","3,804","4,761","6,244","3,294","5,414","5,489","2,880","3,725","3,451","5,222","3,765","3,274","2,899"
2021,12,50,"87,029","3,423","4,533","4,695","5,644","6,184","4,918","3,883","4,547","4,578","3,588","5,628","6,883","3,885","4,678","4,428","5,670","3,048","3,572","3,244"
2021,12,60,"70,747","3,166","4,476","4,732","5,584","4,827","3,734","2,665","2,326","2,212","2,672","4,968","6,211","3,004","4,435","3,823","4,199","2,357","2,864","2,492"
2021,12,70,"37,296","1,930","2,510","2,599","2,814","2,299","1,835","1,363","1,033",939,"1,847","3,262","2,925","1,400","2,704","2,242","1,988","1,184","1,370","1,052"
2021,12,80,"17,393",765,"1,086","1,188","1,093","1,016",987,714,546,524,814,"1,666","1,311",631,"1,264",991,"1,038",557,682,520
2021,12,90,"2,571",102,185,151,167,133,135,102,73,68,137,224,196,92,134,163,200,90,126,93
2021,12,100,86,7,7,4,4,5,4,0,3,3,3,7,10,5,4,8,7,2,2,1
