년도,월,나이,서울특별시 노원구,서울특별시 노원구 월계1동,서울특별시 노원구 월계2동,서울특별시 노원구 월계3동,서울특별시 노원구 공릉1동,서울특별시 노원구 공릉2동,서울특별시 노원구 하계1동,서울특별시 노원구 하계2동,서울특별시 노원구 중계본동,서울특별시 노원구 중계1동,서울특별시 노원구 중계4동,서울특별시 노원구 중계2.3동,서울특별시 노원구 상계1동,서울특별시 노원구 상계2동,서울특별시 노원구 상계3.4동,서울특별시 노원구 상계5동,서울특별시 노원구 상계6.7동,서울특별시 노원구 상계8동,서울특별시 노원구 상계9동,서울특별시 노원구 상계10동
2020,3,40,"89,167","3,523","4,424","4,779","5,601","6,801","4,463","4,244","5,319","6,804","3,680","6,159","5,925","3,228","4,134","3,884","5,864","4,003","3,695","2,637"
2020,3,50,"88,633","3,676","4,649","4,895","5,967","6,100","5,023","4,000","4,646","4,440","3,644","5,721","7,200","4,003","4,871","4,584","5,637","3,045","3,640","2,892"
2020,3,60,"65,809","3,106","4,311","4,496","5,248","4,261","3,395","2,382","2,242","1,971","2,582","4,748","5,704","2,774","4,207","3,607","3,846","2,189","2,714","2,026"
2020,3,70,"36,861","1,954","2,431","2,541","2,672","2,206","1,804","1,344","1,124",983,"1,858","3,284","2,853","1,409","2,776","2,257","1,971","1,152","1,357",885
2020,3,80,"15,845",709,953,"1,054","1,011",907,907,662,555,479,744,"1,480","1,202",560,"1,131",901,974,531,632,453
2020,3,90,"2,349",110,146,141,148,140,126,91,83,59,104,214,206,83,138,143,168,77,100,72
2020,3,100,262,13,13,14,15,14,7,4,13,12,13,14,48,12,27,25,6,4,3,5
2020,4,총,"530,302","23,025","27,835","31,123","38,103","40,049","28,082","23,039","25,572","27,756","21,019","36,159","39,735","20,863","27,321","24,992","34,143","23,502","21,591","16,393"
2020,4,0,"35,152","1,314","1,858","2,397","2,281","3,040","1,254","1,602","1,676","2,049","1,244","2,276","2,527","1,054","1,496","1,183","2,708","2,631","1,528","1,034"
2020,4,10,"55,535","1,828","2,299","2,256","2,866","4,653","3,429","2,909","4,584","5,871","2,455","3,378","3,482","1,987","2,204","2,177","3,210","2,210","2,281","1,456"
2020,4,20,"73,988","3,893","3,285","3,694","6,709","6,577","4,894","3,237","3,374","3,014","2,641","4,439","5,530","3,337","3,276","3,485","4,727","2,719","2,748","2,409"
2020,4,30,"66,731","2,888","3,432","4,841","5,578","5,322","2,796","2,607","1,992","2,091","2,067","4,454","5,052","2,415","3,043","2,720","5,050","4,948","2,907","2,528"
2020,4,40,"88,827","3,523","4,431","4,764","5,589","6,785","4,441","4,206","5,300","6,780","3,670","6,130","5,883","3,222","4,128","3,865","5,831","3,994","3,673","2,612"
2020,4,50,"88,537","3,668","4,641","4,900","5,941","6,107","5,012","3,987","4,628","4,452","3,638","5,724","7,199","3,982","4,874","4,581","5,633","3,029","3,641","2,900"
2020,4,60,"66,025","3,105","4,329","4,492","5,270","4,286","3,408","2,388","2,249","1,975","2,583","4,758","5,735","2,798","4,224","3,622","3,857","2,192","2,716","2,038"
2020,4,70,"36,962","1,970","2,437","2,562","2,686","2,215","1,804","1,341","1,121",980,"1,858","3,290","2,864","1,414","2,770","2,274","1,976","1,163","1,351",886
2020,4,80,"15,899",713,963,"1,057","1,013",912,908,667,547,473,748,"1,481","1,207",557,"1,140",915,972,534,640,452
2020,4,90,"2,385",109,147,145,155,139,129,91,88,58,102,215,208,86,139,145,174,78,103,74
2020,4,100,261,14,13,15,15,13,7,4,13,13,13,14,48,11,27,25,5,4,3,4
2020,5,총,"529,617","22,961","27,872","31,096","38,136","40,023","27,997","23,011","25,507","27,672","20,984","36,121","39,627","20,853","27,351","24,924","34,076","23,462","21,562","16,382"
2020,5,0,"34,989","1,301","1,862","2,388","2,268","3,029","1,250","1,597","1,662","2,048","1,239","2,257","2,509","1,045","1,494","1,183","2,689","2,611","1,531","1,026"
2020,5,10,"55,137","1,824","2,280","2,245","2,848","4,609","3,384","2,895","4,561","5,828","2,433","3,354","3,462","1,980","2,198","2,157","3,186","2,196","2,254","1,443"
2020,5,20,"73,995","3,877","3,285","3,683","6,765","6,630","4,870","3,224","3,379","3,006","2,647","4,444","5,489","3,345","3,282","3,464","4,715","2,726","2,750","2,414"
2020,5,30,"66,600","2,875","3,438","4,820","5,588","5,293","2,793","2,617","1,991","2,085","2,049","4,472","5,053","2,399","3,045","2,719","5,029","4,899","2,910","2,525"
2020,5,40,"88,464","3,511","4,430","4,765","5,562","6,765","4,415","4,170","5,266","6,743","3,646","6,090","5,862","3,226","4,107","3,833","5,808","4,006","3,663","2,596"
2020,5,50,"88,497","3,637","4,641","4,891","5,935","6,102","5,014","3,991","4,619","4,464","3,646","5,724","7,164","3,984","4,892","4,564","5,623","3,055","3,632","2,919"
2020,5,60,"66,218","3,120","4,347","4,498","5,294","4,307","3,420","2,408","2,256","1,977","2,582","4,772","5,751","2,796","4,236","3,621","3,877","2,197","2,722","2,037"
2020,5,70,"37,087","1,981","2,454","2,585","2,695","2,220","1,811","1,338","1,127",972,"1,870","3,294","2,862","1,424","2,775","2,288","1,987","1,163","1,354",887
2020,5,80,"15,977",713,973,"1,060","1,012",916,904,674,546,477,753,"1,484","1,221",555,"1,157",922,981,530,642,457
2020,5,90,"2,388",108,148,146,153,139,130,93,86,59,106,216,206,88,138,146,176,75,101,74
2020,5,100,265,14,14,15,16,13,6,4,14,13,13,14,48,11,27,27,5,4,3,4
2020,6,총,"528,887","22,950","27,877","31,032","38,082","40,015","27,907","23,002","25,387","27,671","20,945","36,023","39,598","20,831","27,343","24,893","34,004","23,455","21,530","16,342"
2020,6,0,"34,803","1,293","1,862","2,375","2,240","3,002","1,251","1,601","1,652","2,031","1,223","2,235","2,509","1,048","1,489","1,175","2,672","2,599","1,518","1,028"
2020,6,10,"54,845","1,811","2,259","2,243","2,834","4,588","3,345","2,893","4,519","5,833","2,416","3,339","3,443","1,960","2,186","2,144","3,162","2,190","2,247","1,433"
2020,6,20,"73,904","3,886","3,297","3,662","6,796","6,657","4,833","3,195","3,365","3,000","2,641","4,420","5,465","3,338","3,285","3,470","4,723","2,725","2,742","2,404"
2020,6,30,"66,407","2,862","3,439","4,805","5,542","5,299","2,789","2,618","1,986","2,061","2,043","4,441","5,042","2,393","3,045","2,728","5,011","4,890","2,898","2,515"
2020,6,40,"88,202","3,511","4,426","4,751","5,565","6,753","4,376","4,167","5,220","6,743","3,626","6,069","5,852","3,228","4,095","3,809","5,758","4,009","3,661","2,583"
2020,6,50,"88,369","3,647","4,624","4,880","5,888","6,103","5,002","3,988","4,618","4,472","3,643","5,715","7,131","3,977","4,890","4,556","5,643","3,054","3,629","2,909"
2020,6,60,"66,496","3,123","4,372","4,505","5,335","4,307","3,450","2,429","2,269","1,994","2,608","4,784","5,801","2,794","4,246","3,613","3,883","2,209","2,726","2,048"
2020,6,70,"37,196","1,980","2,458","2,595","2,699","2,234","1,819","1,341","1,118",982,"1,879","3,294","2,882","1,438","2,780","2,303","1,983","1,167","1,359",885
2020,6,80,"15,997",712,977,"1,059","1,014",915,905,674,539,482,744,"1,495","1,217",556,"1,163",924,985,529,646,461
2020,6,90,"2,396",110,147,142,153,143,131,92,87,60,109,216,208,88,136,143,179,79,101,72
2020,6,100,272,15,16,15,16,14,6,4,14,13,13,15,48,11,28,28,5,4,3,4
2020,7,총,"527,981","22,868","27,840","30,985","38,011","39,960","27,886","22,946","25,315","27,594","20,959","36,036","39,547","20,814","27,297","24,864","33,887","23,355","21,492","16,325"
2020,7,0,"34,557","1,274","1,857","2,354","2,216","2,988","1,247","1,590","1,631","2,012","1,230","2,233","2,473","1,050","1,476","1,162","2,649","2,594","1,498","1,023"
2020,7,10,"54,561","1,790","2,251","2,224","2,807","4,547","3,323","2,894","4,504","5,824","2,413","3,320","3,440","1,942","2,171","2,128","3,144","2,167","2,257","1,415"
2020,7,20,"73,807","3,877","3,293","3,667","6,813","6,656","4,806","3,162","3,362","2,985","2,623","4,430","5,463","3,338","3,278","3,487","4,696","2,712","2,739","2,420"
2020,7,30,"66,120","2,857","3,396","4,769","5,532","5,285","2,797","2,608","1,962","2,056","2,041","4,426","5,017","2,390","3,038","2,697","4,996","4,868","2,878","2,507"
2020,7,40,"87,864","3,505","4,418","4,733","5,512","6,732","4,356","4,150","5,208","6,715","3,625","6,059","5,841","3,232","4,073","3,807","5,696","3,980","3,650","2,572"
2020,7,50,"88,319","3,635","4,616","4,858","5,867","6,109","5,020","3,983","4,625","4,465","3,640","5,737","7,117","3,970","4,886","4,560","5,654","3,043","3,631","2,903"
2020,7,60,"66,661","3,104","4,368","4,540","5,355","4,333","3,465","2,438","2,264","1,996","2,623","4,785","5,830","2,801","4,260","3,619","3,898","2,209","2,724","2,049"
2020,7,70,"37,353","1,984","2,505","2,605","2,726","2,235","1,810","1,346","1,119",979,"1,901","3,318","2,890","1,436","2,778","2,308","1,982","1,169","1,362",900
2020,7,80,"16,068",717,969,"1,077","1,015",919,924,680,539,488,740,"1,499","1,221",557,"1,174",926,984,531,647,461
2020,7,90,"2,395",108,151,143,152,142,132,91,86,62,110,214,206,86,135,142,183,78,103,71
2020,7,100,276,17,16,15,16,14,6,4,15,12,13,15,49,12,28,28,5,4,3,4
2020,8,총,"526,718","22,765","27,776","30,868","37,979","39,886","27,802","22,917","25,203","27,571","20,904","35,917","39,425","20,772","27,263","24,850","33,836","23,286","21,417","16,281"
2020,8,0,"34,289","1,253","1,843","2,312","2,212","2,967","1,236","1,582","1,625","1,999","1,228","2,212","2,457","1,046","1,470","1,155","2,630","2,566","1,477","1,019"
2020,8,10,"54,189","1,762","2,229","2,201","2,781","4,510","3,303","2,890","4,497","5,801","2,405","3,285","3,423","1,927","2,169","2,120","3,113","2,151","2,222","1,400"
2020,8,20,"73,591","3,880","3,299","3,654","6,816","6,658","4,769","3,152","3,321","2,997","2,612","4,406","5,413","3,327","3,278","3,471","4,677","2,714","2,747","2,400"
2020,8,30,"65,815","2,817","3,367","4,731","5,494","5,269","2,796","2,596","1,944","2,046","2,016","4,402","5,005","2,391","3,014","2,711","4,983","4,861","2,868","2,504"
2020,8,40,"87,517","3,470","4,390","4,718","5,510","6,692","4,337","4,135","5,189","6,681","3,633","6,036","5,814","3,213","4,055","3,798","5,685","3,965","3,627","2,569"
2020,8,50,"88,167","3,627","4,623","4,861","5,862","6,106","5,007","3,963","4,618","4,490","3,643","5,708","7,080","3,950","4,866","4,561","5,649","3,037","3,630","2,886"
2020,8,60,"66,909","3,117","4,367","4,549","5,384","4,363","3,469","2,462","2,256","2,009","2,611","4,808","5,846","2,820","4,289","3,628","3,935","2,212","2,726","2,058"
2020,8,70,"37,375","1,987","2,505","2,599","2,729","2,235","1,821","1,358","1,111",982,"1,884","3,320","2,903","1,436","2,771","2,298","1,986","1,172","1,372",906
2020,8,80,"16,173",726,987,"1,084","1,016",928,924,681,543,488,751,"1,507","1,225",561,"1,186",942,993,525,645,461
2020,8,90,"2,413",109,150,144,159,144,133,94,84,66,108,218,209,88,136,139,180,79,99,74
2020,8,100,280,17,16,15,16,14,7,4,15,12,13,15,50,13,29,27,5,4,4,4
2020,9,총,"525,486","22,684","27,735","30,770","37,872","39,868","27,695","22,851","25,223","27,558","20,806","35,801","39,302","20,708","27,184","24,820","33,740","23,215","21,356","16,298"
2020,9,0,"33,894","1,244","1,824","2,290","2,186","2,959","1,213","1,561","1,606","1,987","1,206","2,172","2,440","1,039","1,447","1,149","2,581","2,536","1,447","1,007"
2020,9,10,"53,951","1,744","2,226","2,173","2,751","4,488","3,275","2,885","4,530","5,820","2,385","3,266","3,386","1,910","2,152","2,107","3,103","2,136","2,222","1,392"
2020,9,20,"73,476","3,864","3,301","3,660","6,823","6,677","4,748","3,127","3,313","2,975","2,594","4,387","5,381","3,331","3,262","3,472","4,679","2,717","2,749","2,416"
2020,9,30,"65,445","2,809","3,318","4,693","5,473","5,249","2,787","2,588","1,936","2,023","2,006","4,379","4,997","2,361","3,008","2,692","4,970","4,814","2,848","2,494"
2020,9,40,"87,143","3,449","4,390","4,717","5,463","6,678","4,304","4,134","5,182","6,694","3,595","6,006","5,790","3,180","4,032","3,775","5,628","3,965","3,597","2,564"
2020,9,50,"88,081","3,607","4,642","4,838","5,857","6,107","4,997","3,946","4,620","4,483","3,619","5,705","7,055","3,952","4,874","4,558","5,656","3,043","3,630","2,892"
2020,9,60,"67,130","3,123","4,364","4,552","5,396","4,376","3,487","2,474","2,272","2,027","2,627","4,815","5,856","2,832","4,284","3,649","3,961","2,222","2,733","2,080"
2020,9,70,"37,384","1,987","2,507","2,594","2,728","2,238","1,819","1,360","1,117",979,"1,894","3,325","2,910","1,431","2,761","2,303","1,986","1,170","1,374",901
2020,9,80,"16,253",729,993,"1,092","1,018",936,926,674,545,487,754,"1,513","1,227",570,"1,199",948,989,527,654,472
2020,9,90,"2,445",110,154,146,160,146,132,98,87,71,113,218,210,89,135,139,182,81,98,76
2020,9,100,284,18,16,15,17,14,7,4,15,12,13,15,50,13,30,28,5,4,4,4
2020,10,총,"524,515","22,587","27,645","30,688","37,843","39,859","27,663","22,828","25,130","27,559","20,757","35,761","39,259","20,673","27,146","24,785","33,672","23,085","21,300","16,275"
2020,10,0,"33,609","1,242","1,807","2,262","2,188","2,942","1,209","1,539","1,596","1,985","1,192","2,145","2,403","1,025","1,430","1,140","2,550","2,525","1,430",999
2020,10,10,"53,693","1,721","2,218","2,155","2,710","4,476","3,235","2,886","4,537","5,809","2,357","3,262","3,385","1,898","2,148","2,083","3,097","2,103","2,208","1,405"
2020,10,20,"73,458","3,860","3,288","3,653","6,817","6,687","4,749","3,131","3,290","2,989","2,591","4,392","5,391","3,330","3,262","3,496","4,675","2,706","2,741","2,410"
2020,10,30,"65,099","2,785","3,293","4,662","5,467","5,229","2,782","2,589","1,937","1,992","2,003","4,372","4,960","2,352","2,986","2,660","4,939","4,760","2,843","2,488"
2020,10,40,"86,820","3,430","4,361","4,710","5,455","6,680","4,280","4,113","5,161","6,705","3,573","5,984","5,773","3,156","4,016","3,759","5,607","3,951","3,550","2,556"
2020,10,50,"87,969","3,596","4,638","4,825","5,840","6,101","5,002","3,955","4,591","4,484","3,610","5,694","7,049","3,956","4,851","4,574","5,649","3,029","3,641","2,884"
2020,10,60,"67,334","3,111","4,356","4,561","5,417","4,407","3,518","2,473","2,259","2,035","2,644","4,829","5,893","2,849","4,310","3,634","3,979","2,232","2,744","2,083"
2020,10,70,"37,456","1,985","2,509","2,602","2,742","2,240","1,816","1,364","1,110",984,"1,895","3,335","2,922","1,429","2,764","2,320","1,989","1,168","1,382",900
2020,10,80,"16,320",728,"1,001","1,098","1,028",940,932,677,548,492,761,"1,517","1,223",574,"1,209",943,996,526,654,473
2020,10,90,"2,474",111,159,145,162,144,132,98,87,71,118,216,210,91,138,150,185,81,103,73
