년도,월,나이,북구,구포제1동,구포제2동,구포제3동,금곡동,화명제1동,화명제2동,화명제3동,덕천제1동,덕천제2동,덕천제3동,만덕제1동,만덕제2동,만덕제3동
2021,9,0,"18,610",850,"1,340",835,"1,999","3,930","1,190","2,478",383,431,408,"1,417","2,176","1,173"
2021,9,10,"22,645",758,"1,690","1,430","2,975","4,379","1,354","3,787",508,578,608,999,"2,283","1,296"
2021,9,20,"36,260","2,060","3,431","2,826","4,370","5,561","2,395","3,851","1,377","1,819","1,358","1,819","3,069","2,324"
2021,9,30,"33,752","2,242","3,083","1,882","3,704","5,237","2,072","3,150","1,281","1,517","1,089","3,017","3,247","2,231"
2021,9,40,"39,976","1,929","3,345","2,719","5,000","6,467","2,216","5,294","1,265","1,451","1,436","2,253","4,074","2,527"
2021,9,50,"52,677","2,998","4,958","4,170","7,322","8,122","3,385","5,412","2,003","2,172","1,898","2,588","4,369","3,280"
2021,9,60,"48,209","3,063","4,691","3,668","6,930","5,621","2,596","3,346","2,437","2,450","2,148","2,811","4,607","3,841"
2021,9,70,"21,969","1,380","2,021","1,611","3,690","1,841","1,187","1,735","1,307","1,161","1,293","1,218","1,981","1,544"
2021,9,80,"8,718",536,738,527,"1,984",606,492,732,606,457,495,395,652,498
2021,9,90,"1,085",63,76,65,208,94,73,91,76,62,50,46,100,81
2021,9,100,36,2,4,4,3,3,3,3,6,0,1,2,2,3
2021,10,총,"283,766","15,970","25,341","19,706","38,136","41,763","17,046","29,850","11,213","12,061","10,778","16,605","26,534","18,763"
2021,10,0,"18,551",858,"1,316",823,"1,988","3,912","1,194","2,470",384,428,402,"1,430","2,176","1,170"
2021,10,10,"22,539",759,"1,679","1,410","2,955","4,355","1,364","3,769",493,581,615,996,"2,274","1,289"
2021,10,20,"36,060","2,056","3,406","2,824","4,359","5,501","2,407","3,836","1,378","1,789","1,352","1,812","3,042","2,298"
2021,10,30,"33,775","2,276","3,082","1,871","3,689","5,239","2,096","3,148","1,271","1,512","1,079","3,033","3,256","2,223"
2021,10,40,"39,901","1,928","3,350","2,710","4,972","6,439","2,222","5,278","1,261","1,442","1,436","2,265","4,069","2,529"
2021,10,50,"52,586","2,998","4,931","4,160","7,318","8,117","3,392","5,416","1,993","2,162","1,893","2,571","4,369","3,266"
2021,10,60,"48,417","3,101","4,718","3,689","6,960","5,650","2,614","3,358","2,436","2,448","2,155","2,827","4,604","3,857"
2021,10,70,"22,045","1,387","2,035","1,618","3,700","1,845","1,184","1,747","1,301","1,173","1,292","1,230","1,989","1,544"
2021,10,80,"8,763",538,742,532,"1,982",609,500,733,610,461,501,395,654,506
2021,10,90,"1,093",67,78,65,210,92,70,93,80,65,52,44,99,78
2021,10,100,36,2,4,4,3,4,3,2,6,0,1,2,2,3
2021,11,총,"283,584","16,023","25,325","19,699","38,076","41,686","17,081","29,786","11,163","12,065","10,784","16,644","26,537","18,715"
2021,11,0,"18,455",870,"1,302",815,"1,975","3,887","1,192","2,457",380,421,399,"1,428","2,170","1,159"
2021,11,10,"22,492",762,"1,675","1,410","2,941","4,348","1,376","3,751",484,571,625,"1,005","2,275","1,269"
2021,11,20,"35,825","2,045","3,380","2,811","4,326","5,463","2,396","3,802","1,373","1,771","1,345","1,783","3,039","2,291"
2021,11,30,"33,743","2,290","3,076","1,872","3,683","5,213","2,096","3,147","1,281","1,521","1,068","3,051","3,238","2,207"
2021,11,40,"39,852","1,955","3,355","2,699","4,942","6,428","2,211","5,254","1,244","1,448","1,437","2,280","4,076","2,523"
2021,11,50,"52,548","2,992","4,916","4,169","7,309","8,099","3,422","5,423","1,968","2,177","1,889","2,575","4,356","3,253"
2021,11,60,"48,593","3,107","4,746","3,690","6,987","5,683","2,626","3,367","2,432","2,448","2,167","2,838","4,631","3,871"
2021,11,70,"22,096","1,388","2,034","1,632","3,698","1,851","1,184","1,752","1,301","1,176","1,298","1,243","1,990","1,549"
2021,11,80,"8,837",542,756,530,"2,001",619,506,734,611,464,503,394,663,514
2021,11,90,"1,112",70,81,68,212,91,70,97,83,68,52,45,98,77
2021,11,100,31,2,4,3,2,4,2,2,6,0,1,2,1,2
2021,12,총,"283,211","16,096","25,270","19,686","37,959","41,610","17,112","29,748","11,116","12,011","10,765","16,664","26,504","18,670"
2021,12,0,"18,340",866,"1,288",799,"1,959","3,875","1,198","2,436",370,415,391,"1,430","2,170","1,143"
2021,12,10,"22,445",755,"1,675","1,408","2,922","4,346","1,366","3,757",488,566,620,"1,007","2,267","1,268"
2021,12,20,"35,666","2,084","3,360","2,795","4,286","5,421","2,412","3,779","1,360","1,752","1,354","1,787","2,995","2,281"
2021,12,30,"33,678","2,315","3,064","1,862","3,691","5,203","2,102","3,146","1,256","1,505","1,061","3,040","3,245","2,188"
2021,12,40,"39,791","1,963","3,337","2,696","4,908","6,410","2,217","5,245","1,262","1,441","1,434","2,284","4,071","2,523"
2021,12,50,"52,430","2,985","4,906","4,180","7,291","8,066","3,411","5,424","1,956","2,162","1,883","2,583","4,349","3,234"
2021,12,60,"48,637","3,110","4,756","3,698","6,972","5,705","2,646","3,356","2,427","2,458","2,165","2,834","4,633","3,877"
2021,12,70,"22,196","1,403","2,035","1,643","3,727","1,861","1,182","1,760","1,301","1,177","1,297","1,256","1,994","1,560"
2021,12,80,"8,898",541,768,534,"1,987",630,507,747,610,469,511,395,679,520
2021,12,90,"1,107",72,77,69,214,91,69,96,82,66,48,48,101,74
2021,12,100,23,2,4,2,2,2,2,2,4,0,1,0,0,2
