년도,월,나이,강원도 철원군,강원도 철원군 철원읍,강원도 철원군 김화읍,강원도 철원군 갈말읍,강원도 철원군 동송읍,강원도 철원군 서면,강원도 철원군 서면와수출장소,강원도 철원군 근남면,강원도 철원군 근북면,강원도 철원군 근동면,강원도 철원군 원동면,강원도 철원군 원남면,강원도 철원군 임남면
2020,3,30,"4,810",584,480,"1,248","1,642",229,379,245,3,0,0,0,0
2020,3,40,"5,877",710,388,"1,671","2,140",202,553,203,10,0,0,0,0
2020,3,50,"7,419",910,503,"2,105","2,592",253,666,375,15,0,0,0,0
2020,3,60,"6,389",733,475,"1,763","2,202",255,569,370,22,0,0,0,0
2020,3,70,"4,820",623,379,"1,224","1,627",229,397,298,43,0,0,0,0
2020,3,80,"2,135",268,191,517,706,113,200,128,12,0,0,0,0
2020,3,90,344,33,33,92,115,21,36,14,0,0,0,0,0
2020,3,100,44,2,2,10,21,4,4,1,0,0,0,0,0
2020,4,총,"45,093","5,521","3,680","12,139","15,540","1,990","3,870","2,241",112,0,0,0,0
2020,4,0,"3,374",424,385,821,"1,185",143,238,178,0,0,0,0,0
2020,4,10,"3,922",519,253,"1,028","1,508",101,365,144,4,0,0,0,0
2020,4,20,"6,002",719,604,"1,670","1,832",437,447,291,2,0,0,0,0
2020,4,30,"4,791",585,472,"1,246","1,626",229,385,244,4,0,0,0,0
2020,4,40,"5,838",707,386,"1,660","2,120",203,553,199,10,0,0,0,0
2020,4,50,"7,388",908,497,"2,100","2,587",249,663,369,15,0,0,0,0
2020,4,60,"6,421",728,479,"1,763","2,214",260,577,378,22,0,0,0,0
2020,4,70,"4,823",629,374,"1,228","1,627",228,399,296,42,0,0,0,0
2020,4,80,"2,144",266,195,521,706,114,203,126,13,0,0,0,0
2020,4,90,345,34,33,92,113,22,36,15,0,0,0,0,0
2020,4,100,45,2,2,10,22,4,4,1,0,0,0,0,0
2020,5,총,"45,084","5,494","3,683","12,166","15,541","1,996","3,864","2,228",112,0,0,0,0
2020,5,0,"3,383",421,380,826,"1,189",148,244,175,0,0,0,0,0
2020,5,10,"3,914",515,254,"1,034","1,498",101,366,142,4,0,0,0,0
2020,5,20,"6,001",708,605,"1,676","1,843",437,443,287,2,0,0,0,0
2020,5,30,"4,775",578,476,"1,243","1,623",233,381,237,4,0,0,0,0
2020,5,40,"5,803",703,383,"1,659","2,100",197,550,201,10,0,0,0,0
2020,5,50,"7,379",910,503,"2,094","2,591",245,660,361,15,0,0,0,0
2020,5,60,"6,470",735,478,"1,778","2,226",267,579,385,22,0,0,0,0
2020,5,70,"4,813",616,374,"1,231","1,625",228,399,298,42,0,0,0,0
2020,5,80,"2,155",271,194,523,710,115,203,126,13,0,0,0,0
2020,5,90,346,35,34,92,114,21,35,15,0,0,0,0,0
2020,5,100,45,2,2,10,22,4,4,1,0,0,0,0,0
2020,6,총,"44,987","5,483","3,647","12,110","15,533","1,993","3,873","2,236",112,0,0,0,0
2020,6,0,"3,371",419,374,815,"1,187",156,244,176,0,0,0,0,0
2020,6,10,"3,889",510,256,"1,030","1,484",101,365,139,4,0,0,0,0
2020,6,20,"5,937",700,582,"1,663","1,834",425,446,285,2,0,0,0,0
2020,6,30,"4,774",583,471,"1,230","1,624",234,383,245,4,0,0,0,0
2020,6,40,"5,795",698,383,"1,650","2,105",197,556,196,10,0,0,0,0
2020,6,50,"7,348",910,500,"2,080","2,581",243,655,364,15,0,0,0,0
2020,6,60,"6,497",737,477,"1,778","2,246",269,579,389,22,0,0,0,0
2020,6,70,"4,819",615,376,"1,237","1,621",228,400,300,42,0,0,0,0
2020,6,80,"2,159",271,193,523,714,115,205,125,13,0,0,0,0
2020,6,90,352,38,33,94,115,20,36,16,0,0,0,0,0
2020,6,100,46,2,2,10,22,5,4,1,0,0,0,0,0
2020,7,총,"44,924","5,470","3,634","12,091","15,511","1,991","3,859","2,258",110,0,0,0,0
2020,7,0,"3,374",421,371,815,"1,186",159,240,182,0,0,0,0,0
2020,7,10,"3,866",509,258,"1,021","1,470",101,364,139,4,0,0,0,0
2020,7,20,"5,890",692,574,"1,643","1,833",415,445,286,2,0,0,0,0
2020,7,30,"4,759",579,464,"1,232","1,614",236,379,251,4,0,0,0,0
2020,7,40,"5,772",697,381,"1,641","2,100",198,546,200,9,0,0,0,0
2020,7,50,"7,350",906,497,"2,082","2,579",244,664,363,15,0,0,0,0
2020,7,60,"6,526",743,484,"1,789","2,251",269,575,393,22,0,0,0,0
2020,7,70,"4,811",613,376,"1,231","1,623",228,400,299,41,0,0,0,0
2020,7,80,"2,180",272,194,531,720,116,206,128,13,0,0,0,0
2020,7,90,350,36,33,96,113,20,36,16,0,0,0,0,0
2020,7,100,46,2,2,10,22,5,4,1,0,0,0,0,0
2020,8,총,"44,833","5,469","3,616","12,063","15,470","1,994","3,853","2,259",109,0,0,0,0
2020,8,0,"3,373",428,369,813,"1,183",161,239,180,0,0,0,0,0
2020,8,10,"3,847",504,258,"1,021","1,462",103,357,139,3,0,0,0,0
2020,8,20,"5,861",693,558,"1,634","1,829",408,454,282,3,0,0,0,0
2020,8,30,"4,732",571,458,"1,224","1,606",234,379,256,4,0,0,0,0
2020,8,40,"5,755",697,385,"1,637","2,078",202,544,203,9,0,0,0,0
2020,8,50,"7,310",907,494,"2,072","2,570",241,656,355,15,0,0,0,0
2020,8,60,"6,570",744,488,"1,794","2,269",274,578,401,22,0,0,0,0
2020,8,70,"4,792",613,372,"1,225","1,614",230,397,300,41,0,0,0,0
2020,8,80,"2,191",273,199,536,720,116,209,126,12,0,0,0,0
2020,8,90,356,37,33,97,117,20,36,16,0,0,0,0,0
2020,8,100,46,2,2,10,22,5,4,1,0,0,0,0,0
2020,9,총,"44,799","5,459","3,625","12,060","15,459","2,001","3,825","2,261",109,0,0,0,0
2020,9,0,"3,367",427,367,813,"1,179",164,236,181,0,0,0,0,0
2020,9,10,"3,843",503,257,"1,022","1,462",103,353,140,3,0,0,0,0
2020,9,20,"5,828",681,558,"1,623","1,821",411,454,277,3,0,0,0,0
2020,9,30,"4,739",581,462,"1,228","1,599",234,370,261,4,0,0,0,0
2020,9,40,"5,742",687,388,"1,629","2,079",204,543,204,8,0,0,0,0
2020,9,50,"7,280",902,497,"2,070","2,559",241,646,349,16,0,0,0,0
2020,9,60,"6,622",751,489,"1,808","2,292",275,580,406,21,0,0,0,0
2020,9,70,"4,768",611,373,"1,221","1,605",226,393,298,41,0,0,0,0
2020,9,80,"2,206",276,199,539,725,118,209,127,13,0,0,0,0
2020,9,90,359,38,33,97,117,20,37,17,0,0,0,0,0
2020,9,100,45,2,2,10,21,5,4,1,0,0,0,0,0
2020,10,총,"44,749","5,436","3,634","11,996","15,477","2,006","3,816","2,274",110,0,0,0,0
2020,10,0,"3,357",425,371,807,"1,172",165,239,178,0,0,0,0,0
2020,10,10,"3,826",500,260,"1,009","1,466",100,345,143,3,0,0,0,0
2020,10,20,"5,851",676,560,"1,610","1,831",422,453,296,3,0,0,0,0
2020,10,30,"4,703",565,467,"1,218","1,592",234,369,254,4,0,0,0,0
2020,10,40,"5,722",690,384,"1,616","2,076",202,540,205,9,0,0,0,0
2020,10,50,"7,263",904,496,"2,058","2,556",242,647,344,16,0,0,0,0
2020,10,60,"6,654",761,488,"1,806","2,311",274,584,409,21,0,0,0,0
2020,10,70,"4,745",598,373,"1,221","1,599",224,390,299,41,0,0,0,0
2020,10,80,"2,221",276,200,544,732,117,210,129,13,0,0,0,0
2020,10,90,362,39,33,97,121,21,35,16,0,0,0,0,0
2020,10,100,45,2,2,10,21,5,4,1,0,0,0,0,0
2020,11,총,"44,706","5,413","3,600","11,989","15,492","1,999","3,819","2,285",109,0,0,0,0
2020,11,0,"3,346",419,362,805,"1,170",165,237,188,0,0,0,0,0
2020,11,10,"3,818",495,260,999,"1,479",98,345,139,3,0,0,0,0
2020,11,20,"5,847",679,551,"1,605","1,834",426,457,292,3,0,0,0,0
2020,11,30,"4,671",553,459,"1,231","1,568",233,361,262,4,0,0,0,0
2020,11,40,"5,708",689,376,"1,607","2,086",196,542,203,9,0,0,0,0
2020,11,50,"7,246",901,490,"2,048","2,558",242,647,344,16,0,0,0,0
2020,11,60,"6,694",762,492,"1,822","2,322",273,591,412,20,0,0,0,0
2020,11,70,"4,738",597,373,"1,216","1,598",226,388,299,41,0,0,0,0
2020,11,80,"2,231",277,202,548,735,114,212,130,13,0,0,0,0
2020,11,90,364,39,33,98,123,21,35,15,0,0,0,0,0
2020,11,100,43,2,2,10,19,5,4,1,0,0,0,0,0
2020,12,총,"44,699","5,414","3,571","12,054","15,483","2,001","3,796","2,271",109,0,0,0,0
2020,12,0,"3,365",420,364,826,"1,171",166,233,185,0,0,0,0,0
2020,12,10,"3,795",502,253,998,"1,464",96,342,137,3,0,0,0,0
2020,12,20,"5,846",676,543,"1,621","1,832",429,448,294,3,0,0,0,0
2020,12,30,"4,687",551,453,"1,253","1,574",239,351,263,3,0,0,0,0
2020,12,40,"5,687",679,379,"1,615","2,078",190,538,199,9,0,0,0,0
2020,12,50,"7,227",899,477,"2,044","2,560",243,648,340,16,0,0,0,0
2020,12,60,"6,726",771,497,"1,834","2,331",272,592,408,21,0,0,0,0
2020,12,70,"4,716",595,367,"1,209","1,590",227,390,297,41,0,0,0,0
2020,12,80,"2,244",280,203,550,739,114,214,131,13,0,0,0,0
2020,12,90,361,39,33,92,125,20,36,16,0,0,0,0,0
2020,12,100,45,2,2,12,19,5,4,1,0,0,0,0,0
2021,1,총,"44,563","5,394","3,555","12,032","15,447","1,983","3,779","2,264",109,0,0,0,0
2021,1,0,"3,352",418,360,828,"1,169",166,228,183,0,0,0,0,0
2021,1,10,"3,759",493,246,990,"1,456",94,341,136,3,0,0,0,0
2021,1,20,"5,809",674,540,"1,618","1,824",415,446,289,3,0,0,0,0
2021,1,30,"4,668",558,449,"1,244","1,564",238,348,264,3,0,0,0,0
2021,1,40,"5,661",668,381,"1,608","2,072",190,533,200,9,0,0,0,0
2021,1,50,"7,176",892,477,"2,030","2,542",239,645,336,15,0,0,0,0
2021,1,60,"6,761",775,499,"1,849","2,337",275,593,411,22,0,0,0,0
2021,1,70,"4,705",595,360,"1,209","1,590",227,388,296,40,0,0,0,0
2021,1,80,"2,263",278,207,554,747,114,218,131,14,0,0,0,0
2021,1,90,365,41,34,91,127,20,35,17,0,0,0,0,0
2021,1,100,44,2,2,11,19,5,4,1,0,0,0,0,0
2021,2,총,"44,380","5,386","3,536","12,027","15,338","1,961","3,774","2,249",109,0,0,0,0
2021,2,0,"3,330",420,351,822,"1,159",164,232,182,0,0,0,0,0
2021,2,10,"3,731",481,248,997,"1,442",87,336,137,3,0,0,0,0
2021,2,20,"5,685",659,527,"1,608","1,769",401,435,283,3,0,0,0,0
2021,2,30,"4,673",572,447,"1,243","1,556",237,348,267,3,0,0,0,0
2021,2,40,"5,641",661,381,"1,620","2,054",188,535,194,8,0,0,0,0
2021,2,50,"7,121",888,477,"2,004","2,524",235,648,329,16,0,0,0,0
2021,2,60,"6,825",790,500,"1,875","2,350",283,592,413,22,0,0,0,0
2021,2,70,"4,695",594,361,"1,202","1,588",226,390,295,39,0,0,0,0
2021,2,80,"2,269",279,206,555,750,115,219,131,14,0,0,0,0
2021,2,90,366,40,36,90,127,20,35,17,1,0,0,0,0
2021,2,100,44,2,2,11,19,5,4,1,0,0,0,0,0
2021,3,총,"44,171","5,360","3,523","11,989","15,282","1,928","3,749","2,233",107,0,0,0,0
2021,3,0,"3,315",424,353,809,"1,151",167,230,181,0,0,0,0,0
2021,3,10,"3,708",476,253,987,"1,428",89,335,137,3,0,0,0,0
2021,3,20,"5,629",657,523,"1,588","1,761",386,437,275,2,0,0,0,0
2021,3,30,"4,623",561,445,"1,242","1,537",229,340,266,3,0,0,0,0
2021,3,40,"5,620",656,379,"1,613","2,052",188,530,194,8,0,0,0,0
2021,3,50,"7,048",881,467,"1,982","2,504",230,643,325,16,0,0,0,0
2021,3,60,"6,881",798,499,"1,907","2,372",277,593,415,20,0,0,0,0
2021,3,70,"4,683",587,360,"1,207","1,589",224,388,290,38,0,0,0,0
2021,3,80,"2,283",280,208,559,754,117,218,131,16,0,0,0,0
2021,3,90,364,40,34,90,128,19,34,18,1,0,0,0,0
2021,3,100,17,0,2,5,6,2,1,1,0,0,0,0,0
2021,4,총,"44,169","5,333","3,549","11,970","15,299","1,935","3,751","2,226",106,0,0,0,0
2021,4,0,"3,311",428,355,811,"1,135",170,231,181,0,0,0,0,0
2021,4,10,"3,695",464,264,982,"1,425",87,335,135,3,0,0,0,0
2021,4,20,"5,596",656,519,"1,568","1,772",382,428,269,2,0,0,0,0
2021,4,30,"4,633",565,451,"1,240","1,536",236,343,259,3,0,0,0,0
2021,4,40,"5,614",642,390,"1,598","2,062",189,531,194,8,0,0,0,0
2021,4,50,"7,022",864,460,"1,982","2,502",227,643,328,16,0,0,0,0
2021,4,60,"6,958",809,502,"1,933","2,396",280,599,420,19,0,0,0,0
2021,4,70,"4,660",584,361,"1,200","1,579",225,384,289,38,0,0,0,0
2021,4,80,"2,294",280,209,559,759,118,221,132,16,0,0,0,0
2021,4,90,367,41,36,90,127,19,35,18,1,0,0,0,0
2021,4,100,19,0,2,7,6,2,1,1,0,0,0,0,0
2021,5,총,"44,011","5,326","3,545","11,917","15,225","1,934","3,732","2,225",107,0,0,0,0
2021,5,0,"3,291",427,352,808,"1,125",167,230,182,0,0,0,0,0
2021,5,10,"3,673",460,265,978,"1,422",85,326,134,3,0,0,0,0
2021,5,20,"5,572",650,515,"1,574","1,755",383,426,267,2,0,0,0,0
2021,5,30,"4,610",567,447,"1,232","1,527",234,341,260,2,0,0,0,0
2021,5,40,"5,593",644,391,"1,580","2,055",193,530,191,9,0,0,0,0
2021,5,50,"7,008",861,466,"1,977","2,492",226,638,331,17,0,0,0,0
2021,5,60,"6,967",813,503,"1,929","2,399",281,602,421,19,0,0,0,0
2021,5,70,"4,623",584,359,"1,188","1,559",225,381,289,38,0,0,0,0
2021,5,80,"2,298",281,209,557,762,119,222,132,16,0,0,0,0
2021,5,90,359,39,36,87,125,19,35,17,1,0,0,0,0
2021,5,100,17,0,2,7,4,2,1,1,0,0,0,0,0
2021,6,총,"43,932","5,348","3,527","11,892","15,174","1,936","3,732","2,217",106,0,0,0,0
2021,6,0,"3,263",434,350,798,"1,113",164,227,177,0,0,0,0,0
2021,6,10,"3,675",463,264,970,"1,420",88,331,136,3,0,0,0,0
2021,6,20,"5,529",648,507,"1,572","1,721",385,426,269,1,0,0,0,0
2021,6,30,"4,605",574,445,"1,219","1,534",236,337,258,2,0,0,0,0
2021,6,40,"5,564",647,388,"1,577","2,028",193,531,192,8,0,0,0,0
2021,6,50,"7,008",862,455,"1,979","2,497",228,638,331,18,0,0,0,0
2021,6,60,"6,989",818,513,"1,933","2,409",281,602,414,19,0,0,0,0
2021,6,70,"4,606",579,356,"1,188","1,555",222,381,289,36,0,0,0,0
2021,6,80,"2,317",284,211,563,768,118,223,132,18,0,0,0,0
2021,6,90,359,39,36,86,125,19,35,18,1,0,0,0,0
2021,6,100,17,0,2,7,4,2,1,1,0,0,0,0,0
2021,7,총,"43,832","5,337","3,527","11,890","15,129","1,913","3,724","2,208",104,0,0,0,0
2021,7,0,"3,234",429,352,790,"1,100",165,226,172,0,0,0,0,0
2021,7,10,"3,673",467,260,967,"1,427",86,328,135,3,0,0,0,0
2021,7,20,"5,470",634,496,"1,567","1,710",368,427,267,1,0,0,0,0
2021,7,30,"4,601",574,457,"1,218","1,524",239,332,255,2,0,0,0,0
2021,7,40,"5,555",650,390,"1,578","2,015",188,530,196,8,0,0,0,0
2021,7,50,"6,990",856,454,"1,989","2,490",225,629,329,18,0,0,0,0
2021,7,60,"7,028",825,518,"1,941","2,417",281,611,416,19,0,0,0,0
2021,7,70,"4,581",583,353,"1,185","1,539",220,382,286,33,0,0,0,0
2021,7,80,"2,329",283,211,560,780,120,222,134,19,0,0,0,0
2021,7,90,355,36,34,88,124,19,36,17,1,0,0,0,0
2021,7,100,16,0,2,7,3,2,1,1,0,0,0,0,0
2021,8,총,"43,691","5,316","3,531","11,846","15,084","1,883","3,715","2,212",104,0,0,0,0
2021,8,0,"3,225",424,359,779,"1,099",162,230,172,0,0,0,0,0
2021,8,10,"3,651",463,257,956,"1,425",83,330,134,3,0,0,0,0
2021,8,20,"5,397",624,486,"1,549","1,690",356,420,271,1,0,0,0,0
2021,8,30,"4,584",581,469,"1,212","1,495",239,335,251,2,0,0,0,0
2021,8,40,"5,530",647,390,"1,573","2,011",181,525,195,8,0,0,0,0
2021,8,50,"6,969",851,452,"1,976","2,493",223,621,335,18,0,0,0,0
2021,8,60,"7,057",819,521,"1,955","2,429",284,614,417,18,0,0,0,0
2021,8,70,"4,563",579,351,"1,188","1,533",216,379,283,34,0,0,0,0
2021,8,80,"2,336",291,209,559,780,119,224,135,19,0,0,0,0
2021,8,90,363,37,35,91,126,19,36,18,1,0,0,0,0
2021,8,100,16,0,2,8,3,1,1,1,0,0,0,0,0
2021,9,총,"43,579","5,309","3,531","11,825","15,035","1,877","3,706","2,192",104,0,0,0,0
2021,9,0,"3,228",419,360,778,"1,110",160,228,173,0,0,0,0,0
2021,9,10,"3,635",463,262,948,"1,417",81,329,132,3,0,0,0,0
2021,9,20,"5,319",614,486,"1,524","1,653",358,413,270,1,0,0,0,0
2021,9,30,"4,548",590,462,"1,218","1,470",239,321,246,2,0,0,0,0
2021,9,40,"5,523",643,394,"1,567","2,007",180,531,193,8,0,0,0,0
2021,9,50,"6,960",851,448,"1,976","2,488",222,625,333,17,0,0,0,0
2021,9,60,"7,086",818,523,"1,961","2,451",286,620,408,19,0,0,0,0
2021,9,70,"4,548",579,347,"1,191","1,524",213,380,281,33,0,0,0,0
2021,9,80,"2,349",294,212,564,783,118,221,137,20,0,0,0,0
2021,9,90,369,38,35,91,129,20,37,18,1,0,0,0,0
2021,9,100,14,0,2,7,3,0,1,1,0,0,0,0,0
2021,10,총,"43,489","5,279","3,512","11,840","15,005","1,875","3,699","2,177",102,0,0,0,0
2021,10,0,"3,192",409,353,777,"1,099",160,224,170,0,0,0,0,0
2021,10,10,"3,633",469,265,944,"1,409",80,331,132,3,0,0,0,0
2021,10,20,"5,309",600,477,"1,536","1,658",362,411,264,1,0,0,0,0
2021,10,30,"4,524",587,458,"1,219","1,463",234,316,245,2,0,0,0,0
2021,10,40,"5,492",637,395,"1,555","1,992",180,534,191,8,0,0,0,0
2021,10,50,"6,941",854,445,"1,975","2,481",218,624,327,17,0,0,0,0
2021,10,60,"7,123",814,523,"1,980","2,466",288,622,411,19,0,0,0,0
2021,10,70,"4,514",578,344,"1,186","1,512",211,378,276,29,0,0,0,0
2021,10,80,"2,380",294,215,573,793,122,220,141,22,0,0,0,0
2021,10,90,367,37,35,88,129,20,38,19,1,0,0,0,0
2021,10,100,14,0,2,7,3,0,1,1,0,0,0,0,0
2021,11,총,"43,396","5,257","3,490","11,855","14,978","1,847","3,677","2,189",103,0,0,0,0
2021,11,0,"3,169",409,348,774,"1,093",157,219,169,0,0,0,0,0
2021,11,10,"3,616",458,261,946,"1,409",79,326,134,3,0,0,0,0
2021,11,20,"5,270",593,469,"1,525","1,643",357,414,268,1,0,0,0,0
2021,11,30,"4,500",584,456,"1,215","1,456",231,311,245,2,0,0,0,0
2021,11,40,"5,499",631,401,"1,564","1,997",176,528,194,8,0,0,0,0
2021,11,50,"6,931",858,438,"1,984","2,468",217,618,331,17,0,0,0,0
2021,11,60,"7,159",816,525,"1,992","2,477",287,630,412,20,0,0,0,0
2021,11,70,"4,483",575,341,"1,179","1,508",205,372,274,29,0,0,0,0
2021,11,80,"2,396",294,219,582,799,118,220,142,22,0,0,0,0
2021,11,90,361,39,32,89,125,20,38,17,1,0,0,0,0
2021,11,100,12,0,0,5,3,0,1,3,0,0,0,0,0
2021,12,총,"43,340","5,262","3,476","11,855","14,941","1,841","3,671","2,190",104,0,0,0,0
2021,12,0,"3,155",405,340,774,"1,090",153,221,172,0,0,0,0,0
2021,12,10,"3,629",461,260,955,"1,411",84,322,133,3,0,0,0,0
2021,12,20,"5,242",594,474,"1,509","1,630",352,419,263,1,0,0,0,0
2021,12,30,"4,496",586,453,"1,213","1,454",232,307,249,2,0,0,0,0
2021,12,40,"5,483",634,392,"1,566","1,992",176,522,192,9,0,0,0,0
2021,12,50,"6,929",858,441,"1,984","2,463",218,618,330,17,0,0,0,0
2021,12,60,"7,159",816,524,"1,999","2,469",284,635,412,20,0,0,0,0
2021,12,70,"4,468",572,340,"1,180","1,499",205,368,274,30,0,0,0,0
2021,12,80,"2,401",297,220,577,806,118,217,145,21,0,0,0,0
2021,12,90,365,39,32,93,124,19,40,17,1,0,0,0,0
2021,12,100,13,0,0,5,3,0,2,3,0,0,0,0,0
