년도,월,나이,충청남도 공주시,충청남도 공주시 유구읍,충청남도 공주시 이인면,충청남도 공주시 탄천면,충청남도 공주시 계룡면,충청남도 공주시 반포면,충청남도 공주시 의당면,충청남도 공주시 정안면,충청남도 공주시 우성면,충청남도 공주시 사곡면,충청남도 공주시 신풍면,충청남도 공주시 중학동,충청남도 공주시 웅진동,충청남도 공주시 금학동,충청남도 공주시 옥룡동,충청남도 공주시 신관동,충청남도 공주시 월송동
2021,10,30,"9,019",431,192,174,277,309,341,236,329,139,158,361,826,518,627,"2,260","1,841"
2021,10,40,"12,912",725,250,214,448,463,585,402,506,239,293,559,"1,139",762,985,"2,928","2,414"
2021,10,50,"17,879","1,226",585,456,971,932,912,765,920,497,573,783,"1,384",876,"1,502","3,260","2,237"
2021,10,60,"19,431","1,845",767,710,"1,409","1,068",924,"1,184","1,195",700,892,805,"1,473",888,"1,568","2,481","1,522"
2021,10,70,"11,391","1,122",531,528,881,515,502,720,794,470,550,580,842,464,946,"1,211",735
2021,10,80,"7,272",734,403,428,603,265,338,576,569,389,331,331,464,244,520,622,455
2021,10,90,"1,116",91,63,75,97,49,58,99,85,52,55,56,61,36,67,87,85
2021,10,100,43,4,3,3,1,1,2,2,5,3,5,0,5,2,1,2,4
2021,11,총,"103,301","7,265","3,196","2,937","5,389","4,255","4,642","4,593","5,166","2,863","3,156","4,586","8,263","5,374","7,858","19,453","14,305"
2021,11,0,"5,350",237,93,64,134,139,176,116,150,58,71,187,461,310,284,"1,298","1,572"
2021,11,10,"7,950",376,119,123,264,196,357,214,285,160,89,311,675,565,538,"2,001","1,677"
2021,11,20,"10,913",440,196,179,312,321,446,264,340,162,146,587,915,732,826,"3,277","1,770"
2021,11,30,"8,991",431,188,179,270,308,340,239,327,136,158,373,829,517,617,"2,252","1,827"
2021,11,40,"12,881",725,245,211,441,457,586,397,503,233,287,561,"1,139",751,990,"2,938","2,417"
2021,11,50,"17,883","1,230",586,451,973,938,915,766,908,498,576,792,"1,383",875,"1,487","3,264","2,241"
2021,11,60,"19,486","1,872",763,706,"1,414","1,066",924,"1,194","1,204",698,892,802,"1,479",881,"1,579","2,490","1,522"
2021,11,70,"11,404","1,127",534,524,883,514,500,723,793,467,550,586,841,459,948,"1,220",735
2021,11,80,"7,279",731,406,421,599,267,340,577,565,393,326,332,477,246,517,625,457
2021,11,90,"1,123",92,64,76,98,48,56,101,86,55,57,55,59,36,71,86,83
2021,11,100,41,4,2,3,1,1,2,2,5,3,4,0,5,2,1,2,4
2021,12,총,"103,145","7,259","3,185","2,916","5,380","4,255","4,628","4,591","5,157","2,850","3,161","4,598","8,250","5,353","7,847","19,425","14,290"
2021,12,0,"5,304",235,88,63,134,134,173,113,146,56,71,186,462,308,290,"1,274","1,571"
2021,12,10,"7,911",375,116,120,267,194,352,215,288,160,92,308,664,566,537,"1,990","1,667"
2021,12,20,"10,904",437,193,176,310,328,445,262,337,161,146,594,928,724,810,"3,303","1,750"
2021,12,30,"8,926",427,188,175,266,294,342,237,320,132,163,371,827,513,624,"2,229","1,818"
2021,12,40,"12,846",728,240,213,430,464,579,400,494,233,287,557,"1,132",747,993,"2,931","2,418"
2021,12,50,"17,853","1,229",579,442,979,936,914,769,912,489,574,799,"1,377",867,"1,476","3,264","2,247"
2021,12,60,"19,508","1,868",765,702,"1,405","1,070",931,"1,193","1,207",703,894,813,"1,477",885,"1,577","2,487","1,531"
2021,12,70,"11,433","1,131",543,528,892,511,498,725,795,467,545,581,840,458,946,"1,233",740
2021,12,80,"7,288",735,403,414,598,276,336,574,567,390,330,335,482,247,522,624,455
2021,12,90,"1,140",90,68,81,98,47,56,101,88,56,55,54,60,38,70,89,89
2021,12,100,32,4,2,2,1,1,2,2,3,3,4,0,1,0,2,1,4
