년도,월,나이,서울특별시,종로구,중구,용산구,성동구,광진구,동대문구,중랑구,성북구,강북구,도봉구,노원구,은평구,서대문구,마포구,양천구,강서구,구로구,금천구,영등포구,동작구,관악구,서초구,강남구,송파구,강동구
2020,11,100,"1,768",94,65,107,70,54,94,49,95,61,49,85,81,81,80,48,74,39,58,72,92,67,62,55,74,62
2020,12,총,"4,701,723","72,635","61,222","110,722","143,387","167,310","169,769","195,165","210,810","150,143","158,620","252,383","230,279","149,360","175,150","222,824","280,034","199,673","117,226","187,647","189,152","248,339","203,359","257,999","322,299","226,216"
2020,12,0,"320,275","3,803","3,505","6,970","10,469","9,977","10,662","11,921","14,723","8,162","9,720","17,046","15,210","10,267","12,643","16,235","20,222","14,406","6,422","13,165","12,528","11,499","17,490","19,051","26,202","17,977"
2020,12,10,"401,285","5,495","3,408","7,932","9,891","13,219","11,966","13,643","18,918","11,319","13,209","27,624","19,756","11,870","14,366","26,532","22,847","15,594","7,379","12,658","14,308","14,641","23,120","30,859","30,245","20,486"
2020,12,20,"707,669","11,505","8,851","15,925","22,271","29,521","27,978","27,793","32,219","21,044","22,110","37,550","32,284","24,073","27,907","30,426","40,310","27,221","18,715","27,760","32,124","53,168","26,439","35,369","44,784","30,322"
2020,12,30,"737,901","9,910","10,027","19,032","24,032","27,696","25,917","29,956","29,773","20,357","20,973","32,242","33,907","22,383","30,503","28,469","50,274","32,215","19,664","35,573","31,422","47,937","29,140","37,501","53,058","35,940"
2020,12,40,"756,950","10,834","9,222","17,529","22,575","25,883","26,124","29,951","34,424","23,936","24,038","41,036","37,846","23,456","29,649","37,832","45,542","32,410","17,269","29,030","29,511","36,558","36,364","46,145","52,639","37,147"
2020,12,50,"748,582","12,784","10,508","18,344","23,582","26,600","26,854","34,267","34,207","25,793","27,161","42,599","37,204","23,979","26,653","38,021","41,264","31,327","20,213","28,914","27,980","34,068","31,100","40,189","49,788","35,183"
2020,12,60,"587,294","9,903","8,714","13,760","17,809","20,219","22,400","28,254","25,747","21,431","23,727","31,554","29,729","18,100","18,338","27,584","35,409","26,394","16,268","22,876","22,624","27,543","22,041","27,192","39,689","29,989"
2020,12,70,"320,416","5,518","4,839","7,401","9,170","10,314","12,737","14,384","14,662","13,005","12,721","16,226","17,264","10,358","10,243","13,474","18,187","15,102","8,435","12,566","13,332","16,983","12,850","16,123","19,724","14,798"
2020,12,80,"108,339","2,415","1,800","3,219","3,185","3,466","4,574","4,582","5,510","4,611","4,454","5,786","6,400","4,329","4,289","3,777","5,332","4,585","2,573","4,582","4,756","5,459","4,241","4,994","5,501","3,919"
2020,12,90,"11,221",371,283,503,331,361,463,365,531,423,459,635,597,464,477,425,572,379,230,448,476,415,512,519,591,391
2020,12,100,"1,791",97,65,107,72,54,94,49,96,62,48,85,82,81,82,49,75,40,58,75,91,68,62,57,78,64
2021,1,총,"4,695,999","72,528","61,122","110,700","143,151","166,964","169,337","194,990","211,123","149,822","158,103","251,763","229,827","149,211","174,958","222,417","279,458","199,243","117,141","187,960","188,743","247,853","203,097","257,647","321,948","226,893"
2021,1,0,"317,563","3,767","3,467","6,928","10,388","9,858","10,551","11,840","14,747","8,061","9,580","16,880","15,023","10,186","12,559","16,072","19,953","14,224","6,356","13,167","12,420","11,350","17,314","18,853","25,984","18,035"
2021,1,10,"399,754","5,443","3,400","7,911","9,815","13,116","11,894","13,544","18,928","11,263","13,142","27,449","19,689","11,827","14,305","26,419","22,779","15,479","7,343","12,635","14,223","14,510","23,102","30,827","30,176","20,535"
2021,1,20,"704,862","11,493","8,786","15,891","22,185","29,387","27,820","27,747","32,103","20,963","21,963","37,345","32,205","23,953","27,825","30,348","40,137","27,150","18,676","27,691","31,906","52,878","26,307","35,177","44,680","30,246"
2021,1,30,"735,813","9,883","9,993","18,997","23,912","27,653","25,777","29,895","29,823","20,209","20,824","32,074","33,700","22,343","30,461","28,386","50,054","32,101","19,637","35,649","31,334","47,887","29,087","37,299","52,816","36,019"
2021,1,40,"755,311","10,800","9,183","17,537","22,537","25,816","26,039","29,821","34,464","23,851","23,937","40,871","37,762","23,368","29,555","37,587","45,467","32,312","17,258","29,055","29,432","36,435","36,279","46,071","52,609","37,265"
2021,1,50,"748,598","12,765","10,509","18,338","23,584","26,568","26,866","34,237","34,265","25,804","27,077","42,564","37,159","24,016","26,651","38,048","41,198","31,237","20,192","28,990","27,972","34,099","31,160","40,320","49,747","35,232"
2021,1,60,"590,203","9,979","8,773","13,819","17,910","20,315","22,476","28,430","25,901","21,505","23,804","31,757","29,850","18,211","18,469","27,719","35,592","26,552","16,339","23,003","22,713","27,667","22,088","27,283","39,844","30,204"
2021,1,70,"321,364","5,495","4,844","7,426","9,190","10,315","12,736","14,422","14,708","13,027","12,792","16,272","17,293","10,386","10,241","13,548","18,252","15,124","8,455","12,596","13,368","17,001","12,908","16,178","19,864","14,923"
2021,1,80,"109,372","2,434","1,817","3,235","3,224","3,512","4,615","4,630","5,547","4,653","4,469","5,816","6,460","4,368","4,331","3,810","5,371","4,641","2,592","4,652","4,803","5,539","4,279","5,052","5,539","3,983"
2021,1,90,"11,332",372,285,508,334,369,469,376,538,422,467,649,603,467,477,429,578,381,233,444,480,418,511,528,608,386
2021,1,100,"1,827",97,65,110,72,55,94,48,99,64,48,86,83,86,84,51,77,42,60,78,92,69,62,59,81,65
2021,2,총,"4,690,282","72,372","61,018","110,646","142,904","166,535","169,139","194,665","211,283","149,427","157,603","250,929","229,318","148,908","174,741","222,789","279,269","198,687","116,950","188,029","188,428","247,472","202,692","257,231","320,991","228,256"
2021,2,0,"315,565","3,722","3,431","6,857","10,300","9,721","10,443","11,697","14,793","7,970","9,480","16,724","14,882","10,092","12,468","16,205","19,829","13,999","6,305","13,109","12,311","11,141","17,237","18,812","25,744","18,293"
2021,2,10,"398,241","5,458","3,361","7,871","9,823","13,030","11,875","13,465","18,878","11,150","13,055","27,268","19,573","11,807","14,227","26,369","22,671","15,328","7,301","12,623","14,176","14,453","23,083","30,698","30,041","20,657"
2021,2,20,"701,927","11,426","8,740","15,873","22,032","29,245","27,788","27,693","32,005","20,878","21,816","37,042","32,039","23,818","27,751","30,197","39,989","27,110","18,633","27,675","31,733","52,810","26,129","34,884","44,357","30,264"
2021,2,30,"733,246","9,820","9,978","19,007","23,853","27,597","25,667","29,765","29,816","20,094","20,664","31,926","33,517","22,247","30,341","28,344","49,969","31,932","19,587","35,593","31,246","47,754","28,859","37,104","52,417","36,149"
2021,2,40,"754,506","10,731","9,183","17,543","22,469","25,721","25,993","29,742","34,508","23,742","23,816","40,702","37,666","23,294","29,543","37,749","45,553","32,160","17,197","29,063","29,357","36,298","36,294","46,054","52,547","37,581"
2021,2,50,"748,716","12,793","10,445","18,309","23,541","26,571","26,870","34,192","34,256","25,839","27,055","42,499","37,186","24,052","26,715","38,044","41,149","31,241","20,152","29,023","27,978","34,195","31,175","40,370","49,687","35,379"
2021,2,60,"592,809","10,031","8,849","13,895","18,039","20,392","22,554","28,597","26,068","21,549","23,873","31,880","29,954","18,296","18,537","27,960","35,760","26,674","16,411","23,116","22,825","27,712","22,104","27,357","39,947","30,429"
2021,2,70,"321,493","5,469","4,832","7,407","9,180","10,289","12,713","14,422","14,683","12,991","12,778","16,287","17,328","10,369","10,227","13,589","18,259","15,141","8,460","12,599","13,381","16,986","12,913","16,242","19,949","14,999"
2021,2,80,"110,577","2,457","1,845","3,267","3,262","3,544","4,671","4,665","5,632","4,725","4,544","5,871","6,492","4,378","4,365","3,856","5,440","4,670","2,611","4,696","4,851","5,630","4,324","5,118","5,622","4,041"
2021,2,90,"11,371",369,288,504,333,370,469,378,545,423,474,644,598,469,479,426,574,391,235,453,477,423,512,530,608,399
2021,2,100,"1,831",96,66,113,72,55,96,49,99,66,48,86,83,86,88,50,76,41,58,79,93,70,62,62,72,65
2021,3,총,"4,667,524","71,644","60,851","110,181","142,506","165,747","167,895","193,752","209,902","148,306","156,810","249,942","227,910","147,655","173,624","222,010","278,444","198,034","116,322","186,692","188,045","246,097","201,619","255,880","319,047","228,609"
2021,3,0,"313,593","3,674","3,418","6,846","10,183","9,623","10,383","11,585","14,694","7,873","9,398","16,637","14,790","10,026","12,371","16,091","19,738","13,907","6,257","13,039","12,309","11,001","17,125","18,676","25,517","18,432"
2021,3,10,"396,480","5,437","3,341","7,797","9,820","12,965","11,894","13,345","18,814","11,070","12,983","27,121","19,473","11,713","14,206","26,228","22,610","15,298","7,292","12,540","14,104","14,443","22,966","30,494","29,865","20,661"
2021,3,20,"701,692","11,416","8,709","16,004","22,059","29,259","27,855","27,675","31,968","20,852","21,749","36,961","31,955","23,825","27,772","30,121","40,088","27,126","18,638","27,687","31,775","52,967","26,063","34,654","44,170","30,344"
2021,3,30,"730,024","9,764","9,941","19,097","23,722","27,463","25,547","29,628","29,634","19,953","20,543","31,836","33,386","22,066","30,157","28,264","49,798","31,838","19,510","35,443","31,201","47,490","28,625","36,865","51,963","36,290"
2021,3,40,"749,245","10,603","9,156","17,367","22,325","25,513","25,761","29,510","34,177","23,546","23,602","40,376","37,349","23,087","29,315","37,498","45,412","31,989","17,080","28,892","29,287","35,974","35,963","45,703","52,177","37,583"
2021,3,50,"744,903","12,702","10,373","18,210","23,473","26,472","26,655","33,994","34,104","25,653","26,923","42,369","36,956","23,842","26,572","37,936","40,876","31,106","19,994","28,760","27,915","33,969","31,139","40,259","49,329","35,322"
2021,3,60,"592,801","9,984","8,890","13,876","18,137","20,413","22,416","28,677","26,043","21,516","23,914","31,977","29,916","18,201","18,487","28,093","35,796","26,687","16,398","22,943","22,819","27,581","22,072","27,388","40,006","30,571"
2021,3,70,"318,342","5,343","4,825","7,303","9,183","10,161","12,486","14,300","14,408","12,817","12,686","16,166","17,099","10,150","10,024","13,522","18,164","15,044","8,364","12,388","13,297","16,774","12,838","16,195","19,849","14,956"
2021,3,80,"109,404","2,410","1,848","3,223","3,267","3,530","4,487","4,655","5,559","4,632","4,528","5,864","6,397","4,305","4,264","3,847","5,388","4,654","2,572","4,592","4,840","5,515","4,312","5,106","5,563","4,046"
2021,3,90,"10,337",290,284,424,303,329,391,356,475,380,449,611,547,408,422,396,546,371,205,394,447,363,478,512,581,375
2021,3,100,703,21,66,34,34,19,20,27,26,14,35,24,42,32,34,14,28,14,12,14,51,20,38,28,27,29
2021,4,총,"4,661,711","71,567","60,787","110,038","142,277","165,555","167,643","193,444","209,667","148,033","156,570","249,522","227,446","147,264","174,050","221,708","278,466","197,653","116,211","186,652","188,032","245,666","201,075","255,243","318,374","228,768"
2021,4,0,"311,894","3,655","3,399","6,803","10,170","9,538","10,331","11,520","14,604","7,819","9,327","16,558","14,700","9,980","12,424","15,974","19,675","13,797","6,189","13,014","12,264","10,925","16,947","18,543","25,299","18,439"
2021,4,10,"394,929","5,401","3,334","7,754","9,766","12,903","11,838","13,270","18,731","11,029","12,923","26,953","19,381","11,626","14,199","26,151","22,546","15,271","7,276","12,514","14,086","14,360","22,903","30,340","29,756","20,618"
2021,4,20,"700,106","11,375","8,652","15,966","22,023","29,255","27,753","27,613","31,930","20,781","21,727","36,873","31,875","23,721","27,779","30,018","40,065","27,054","18,616","27,594","31,684","52,892","26,004","34,483","44,058","30,315"
2021,4,30,"729,046","9,786","9,970","19,109","23,639","27,408","25,515","29,558","29,655","19,875","20,490","31,883","33,216","22,028","30,238","28,202","49,848","31,773","19,502","35,546","31,227","47,376","28,497","36,698","51,718","36,289"
2021,4,40,"747,653","10,578","9,146","17,337","22,258","25,478","25,679","29,402","34,064","23,442","23,554","40,225","37,277","22,996","29,419","37,393","45,418","31,889","17,022","28,831","29,291","35,894","35,834","45,539","52,075","37,612"
2021,4,50,"743,744","12,685","10,362","18,151","23,433","26,421","26,604","33,879","34,105","25,608","26,867","42,277","36,865","23,782","26,613","37,883","40,800","31,054","19,966","28,681","27,904","33,942","31,100","40,261","49,211","35,290"
2021,4,60,"594,968","10,036","8,916","13,918","18,187","20,488","22,537","28,836","26,117","21,627","23,932","32,062","30,012","18,258","18,603","28,215","35,953","26,710","16,447","23,040","22,943","27,604","22,120","27,511","40,202","30,694"
2021,4,70,"318,032","5,318","4,793","7,303","9,178","10,147","12,452","14,280","14,367","12,781","12,686","16,168","17,073","10,093","10,027","13,591","18,163","15,034","8,376","12,376","13,251","16,733","12,798","16,202","19,834","15,008"
2021,4,80,"110,235","2,417","1,867","3,231","3,287","3,571","4,523","4,699","5,588","4,680","4,575","5,888","6,451","4,340","4,282","3,873","5,422","4,691","2,601","4,638","4,876","5,555","4,354","5,120","5,608","4,098"
2021,4,90,"10,401",295,281,431,302,327,390,359,480,377,454,616,555,408,432,394,548,367,203,403,455,365,479,517,587,376
2021,4,100,703,21,67,35,34,19,21,28,26,14,35,19,41,32,34,14,28,13,13,15,51,20,39,29,26,29
2021,5,총,"4,654,720","71,204","60,106","109,494","141,358","165,461","167,463","192,923","209,407","147,824","156,282","249,029","227,496","147,056","174,194","221,431","278,408","197,398","116,292","186,564","187,942","245,552","200,485","254,558","317,981","228,812"
2021,5,0,"310,505","3,651","3,379","6,769","10,144","9,506","10,317","11,442","14,547","7,777","9,295","16,457","14,656","9,919","12,444","15,860","19,593","13,714","6,187","13,014","12,242","10,861","16,813","18,355","25,152","18,411"
2021,5,10,"393,586","5,354","3,323","7,697","9,715","12,859","11,764","13,224","18,657","10,949","12,832","26,809","19,360","11,575","14,171","26,098","22,477","15,265","7,228","12,446","14,031","14,291","22,882","30,271","29,698","20,610"
2021,5,20,"698,539","11,343","8,611","15,901","21,935","29,229","27,716","27,533","31,838","20,749","21,669","36,749","31,819","23,665","27,739","29,934","40,064","27,018","18,578","27,548","31,637","52,917","25,860","34,308","43,945","30,234"
2021,5,30,"727,357","9,760","9,942","19,030","23,489","27,373","25,467","29,400","29,602","19,817","20,416","31,831","33,156","22,010","30,242","28,107","49,788","31,643","19,609","35,503","31,206","47,408","28,313","36,514","51,541","36,190"
2021,5,40,"744,902","10,476","9,086","17,238","22,093","25,359","25,569","29,256","33,971","23,338","23,461","39,983","37,194","22,882","29,372","37,255","45,315","31,814","16,969","28,761","29,230","35,752","35,688","45,308","51,907","37,625"
2021,5,50,"743,420","12,632","10,287","18,079","23,265","26,433","26,566","33,844","34,092","25,575","26,820","42,285","36,951","23,761","26,726","37,872","40,797","30,990","19,959","28,701","27,917","33,962","31,107","40,310","49,219","35,270"
2021,5,60,"597,120","10,025","8,837","13,892","18,084","20,620","22,656","28,910","26,241","21,726","24,001","32,200","30,202","18,340","18,711","28,360","36,162","26,799","16,518","23,102","23,015","27,645","22,207","27,580","40,416","30,871"
2021,5,70,"317,430","5,244","4,642","7,228","9,035","10,118","12,434","14,215","14,322","12,752","12,684","16,184","17,046","10,096","10,010","13,618","18,160","15,038","8,403","12,398","13,241","16,715","12,736","16,223","19,830","15,058"
2021,5,80,"110,869","2,405","1,761","3,206","3,279","3,612","4,564","4,730","5,627","4,749","4,612","5,890","6,517","4,358","4,305","3,919","5,470","4,735","2,618","4,666","4,914","5,609","4,374","5,143","5,661","4,145"
2021,5,90,"10,357",295,222,422,290,333,390,348,484,378,456,622,554,415,439,394,553,368,210,409,456,371,475,517,587,369
2021,5,100,635,19,16,32,29,19,20,21,26,14,36,19,41,35,35,14,29,14,13,16,53,21,30,29,25,29
2021,6,총,"4,649,442","70,985","60,019","108,948","141,042","165,233","167,335","192,688","209,210","147,542","156,080","248,719","227,584","146,844","174,200","221,140","278,360","197,034","116,491","186,482","187,617","245,404","200,163","254,139","317,531","228,652"
2021,6,0,"309,269","3,651","3,363","6,765","10,120","9,487","10,262","11,392","14,483","7,702","9,254","16,377","14,678","9,891","12,367","15,754","19,504","13,666","6,220","13,010","12,209","10,794","16,743","18,243","24,991","18,343"
2021,6,10,"392,686","5,311","3,320","7,660","9,689","12,817","11,754","13,171","18,632","10,912","12,750","26,688","19,340","11,511","14,157","26,079","22,462","15,213","7,201","12,450","14,006","14,215","22,845","30,283","29,587","20,633"
2021,6,20,"696,930","11,255","8,575","15,841","21,863","29,196","27,681","27,445","31,759","20,688","21,632","36,618","31,755","23,613","27,774","29,849","39,989","26,906","18,586","27,439","31,556","52,896","25,822","34,200","43,888","30,104"
2021,6,30,"725,714","9,743","9,934","18,976","23,398","27,315","25,428","29,360","29,576","19,733","20,373","31,774","33,165","21,948","30,165","28,000","49,749","31,523","19,707","35,490","31,114","47,451","28,141","36,279","51,309","36,063"
2021,6,40,"743,762","10,450","9,065","17,127","22,057","25,256","25,493","29,203","33,885","23,245","23,414","39,865","37,170","22,809","29,380","37,181","45,331","31,747","16,950","28,762","29,193","35,722","35,638","45,249","51,895","37,675"
2021,6,50,"741,675","12,579","10,243","17,985","23,151","26,354","26,532","33,753","34,055","25,494","26,742","42,203","36,967","23,729","26,759","37,805","40,670","30,889","19,895","28,605","27,812","33,851","31,072","40,284","49,060","35,186"
2021,6,60,"599,745","10,055","8,873","13,875","18,144","20,729","22,749","29,010","26,347","21,847","24,102","32,409","30,353","18,439","18,831","28,486","36,372","26,898","16,663","23,238","23,089","27,713","22,278","27,665","40,589","30,991"
2021,6,70,"317,147","5,224","4,652","7,125","9,021","10,103","12,434","14,226","14,310","12,739","12,672","16,194","16,996","10,060","9,965","13,605","18,196","15,025","8,410","12,363","13,219","16,714","12,711","16,232","19,865","15,086"
2021,6,80,"111,573","2,413","1,756","3,163","3,285","3,626","4,594","4,757","5,651","4,789","4,647","5,947","6,567","4,396","4,327","3,970","5,507","4,782","2,638","4,696","4,932","5,654","4,408","5,166","5,731","4,171"
2021,6,90,"10,322",288,222,404,285,332,388,351,485,379,458,624,551,413,439,397,551,371,208,412,446,373,475,509,591,370
2021,6,100,619,16,16,27,29,18,20,20,27,14,36,20,42,35,36,14,29,14,13,17,41,21,30,29,25,30
2021,7,총,"4,645,177","70,810","59,945","108,709","140,811","165,039","167,252","192,355","209,004","147,237","155,869","248,250","227,339","146,724","174,291","220,815","278,142","196,713","116,699","186,432","187,614","245,370","200,107","253,799","317,209","228,642"
2021,7,0,"307,748","3,643","3,352","6,726","10,083","9,432","10,222","11,332","14,414","7,642","9,184","16,269","14,592","9,836","12,335","15,660","19,409","13,582","6,205","12,958","12,158","10,697","16,747","18,111","24,846","18,313"
2021,7,10,"391,949","5,279","3,296","7,624","9,629","12,753","11,732","13,116","18,568","10,879","12,712","26,625","19,280","11,494","14,107","25,983","22,429","15,191","7,188","12,428","13,981","14,178","22,881","30,396","29,573","20,627"
2021,7,20,"695,318","11,179","8,541","15,775","21,838","29,144","27,639","27,359","31,724","20,572","21,587","36,425","31,718","23,594","27,846","29,760","39,951","26,727","18,542","27,457","31,570","52,842","25,727","33,994","43,735","30,072"
2021,7,30,"724,203","9,739","9,968","18,918","23,309","27,293","25,398","29,294","29,510","19,668","20,276","31,649","33,026","21,933","30,154","27,894","49,626","31,462","19,883","35,419","31,083","47,516","28,047","36,036","51,146","35,956"
2021,7,40,"741,884","10,393","8,995","17,012","21,970","25,213","25,423","29,090","33,783","23,128","23,326","39,680","37,026","22,726","29,348","37,065","45,269","31,685","16,906","28,777","29,084","35,666","35,718","45,163","51,807","37,631"
2021,7,50,"741,685","12,576","10,226","17,989","23,146","26,338","26,522","33,665","34,049","25,455","26,768","42,221","37,025","23,737","26,828","37,821","40,596","30,823","19,876","28,602","27,839","33,853","31,076","40,315","49,104","35,235"
2021,7,60,"601,834","10,057","8,900","13,936","18,217","20,791","22,839","29,105","26,457","21,920","24,171","32,548","30,473","18,495","18,894","28,577","36,482","26,989","16,786","23,271","23,226","27,802","22,302","27,788","40,693","31,115"
2021,7,70,"317,171","5,212","4,665","7,122","9,000","10,095","12,442","14,216","14,282","12,747","12,646","16,199","16,970","10,040","9,949","13,633","18,264","15,072","8,424","12,370","13,202","16,723","12,669","16,242","19,905","15,082"
2021,7,80,"112,410","2,424","1,765","3,166","3,308","3,634","4,624","4,808","5,702","4,826","4,704","5,994","6,636","4,421","4,354","4,007","5,532","4,799","2,666","4,728","4,981","5,695","4,432","5,211","5,781","4,212"
2021,7,90,"10,359",292,221,414,282,327,391,350,488,386,460,619,551,413,441,400,556,370,210,406,450,377,478,514,594,369
2021,7,100,616,16,16,27,29,19,20,20,27,14,35,21,42,35,35,15,28,13,13,16,40,21,30,29,25,30
2021,8,총,"4,640,740","70,715","59,868","108,220","140,517","164,748","167,140","192,060","208,711","146,919","155,523","247,676","226,964","146,553","174,204","220,421","277,705","196,249","116,714","186,526","187,510","245,308","199,722","254,936","317,635","228,196"
2021,8,0,"306,199","3,617","3,324","6,661","10,009","9,372","10,184","11,243","14,313","7,522","9,132","16,127","14,525","9,781","12,264","15,568","19,225","13,503","6,163","12,903","12,065","10,555","16,704","18,209","25,023","18,207"
2021,8,10,"391,081","5,256","3,272","7,557","9,581","12,726","11,680","13,064","18,505","10,844","12,677","26,555","19,210","11,425","14,080","25,890","22,396","15,081","7,176","12,395","13,990","14,084","22,787","30,765","29,510","20,575"
2021,8,20,"694,343","11,140","8,554","15,701","21,794","29,117","27,713","27,233","31,683","20,540","21,487","36,253","31,592","23,587","27,844","29,672","39,798","26,657","18,540","27,448","31,569","53,062","25,670","34,086","43,644","29,959"
2021,8,30,"722,592","9,748","9,945","18,791","23,232","27,217","25,301","29,293","29,482","19,586","20,186","31,554","32,852","21,933","30,158","27,732","49,508","31,279","19,931","35,478","30,995","47,443","27,948","35,978","51,294","35,728"
2021,8,40,"739,942","10,325","8,973","16,910","21,928","25,083","25,367","29,015","33,591","22,955","23,226","39,460","36,918","22,598","29,227","36,952","45,218","31,591","16,890","28,731","29,005","35,534","35,657","45,356","51,881","37,551"
2021,8,50,"741,473","12,552","10,204","17,927","23,038","26,289","26,483","33,593","34,037","25,506","26,740","42,193","37,045","23,692","26,864","37,815","40,505","30,793","19,826","28,655","27,890","33,876","31,042","40,606","49,056","35,246"
2021,8,60,"603,802","10,095","8,920","13,972","18,304","20,868","22,924","29,190","26,618","21,979","24,202","32,652","30,607","18,619","18,983","28,692","36,564","27,062","16,859","23,339","23,271","27,874","22,304","27,924","40,809","31,171"
2021,8,70,"316,988","5,229","4,654","7,094","8,979","10,067","12,424","14,191","14,242","12,704","12,633","16,225","16,925","10,015","9,941","13,632","18,318","15,080","8,415","12,371","13,218","16,721","12,652","16,208","19,952","15,098"
2021,8,80,"113,314","2,443","1,787","3,165","3,334","3,663","4,657","4,872","5,723","4,883","4,755","6,021","6,692","4,456","4,374","4,051","5,586","4,824","2,693","4,775","5,006","5,748","4,451","5,262","5,840","4,253"
2021,8,90,"10,383",293,219,415,289,327,386,345,491,385,449,614,555,412,435,401,561,366,208,414,461,389,477,513,602,376
2021,8,100,623,17,16,27,29,19,21,21,26,15,36,22,43,35,34,16,26,13,13,17,40,22,30,29,24,32
2021,9,총,"4,636,069","70,666","59,853","107,801","140,290","164,553","167,083","191,832","208,592","146,613","155,212","247,118","226,833","146,388","174,119","220,075","277,388","196,027","116,588","186,414","187,286","245,220","199,068","255,264","317,784","228,002"
2021,9,0,"304,536","3,615","3,320","6,649","9,961","9,314","10,152","11,161","14,232","7,480","9,083","15,975","14,427","9,732","12,240","15,454","19,028","13,442","6,105","12,870","11,931","10,474","16,622","18,093","25,072","18,104"
2021,9,10,"390,354","5,251","3,255","7,505","9,549","12,695","11,620","13,059","18,475","10,802","12,619","26,449","19,169","11,381","14,042","25,828","22,355","15,055","7,144","12,347","13,973","14,060","22,775","30,853","29,508","20,585"
2021,9,20,"692,283","11,117","8,519","15,624","21,737","29,035","27,733","27,053","31,673","20,431","21,381","36,134","31,521","23,553","27,744","29,528","39,743","26,478","18,473","27,418","31,589","52,970","25,449","34,061","43,441","29,878"
2021,9,30,"721,531","9,717","9,955","18,724","23,177","27,172","25,287","29,283","29,407","19,537","20,137","31,528","32,893","21,854","30,138","27,682","49,396","31,197","19,959","35,409","30,907","47,502","27,842","35,963","51,275","35,590"
2021,9,40,"738,346","10,319","8,959","16,767","21,871","25,036","25,336","28,971","33,504","22,868","23,129","39,227","36,752","22,569","29,181","36,845","45,128","31,566","16,856","28,719","28,965","35,427","35,539","45,324","51,928","37,560"
2021,9,50,"742,021","12,540","10,219","17,916","22,969","26,303","26,497","33,586","34,082","25,475","26,765","42,206","37,132","23,674","26,934","37,850","40,577","30,847","19,761","28,675","27,870","33,913","31,024","40,804","49,127","35,275"
2021,9,60,"604,869","10,122","8,941","13,951","18,377","20,894","22,945","29,269","26,696","22,023","24,205","32,722","30,678","18,672","19,060","28,716","36,589","27,100","16,903","23,367","23,313","27,918","22,256","28,037","40,933","31,182"
2021,9,70,"316,961","5,209","4,649","7,059","8,976","10,073","12,420","14,175","14,221","12,686","12,618","16,190","16,906","10,024","9,915","13,675","18,362","15,079","8,427","12,389","13,197","16,736","12,590","16,255","19,994","15,136"
2021,9,80,"114,123","2,471","1,800","3,161","3,356","3,681","4,692","4,905","5,775","4,916","4,787","6,042","6,755","4,484","4,394","4,078","5,628","4,878","2,736","4,785","5,039","5,808","4,465","5,328","5,879","4,280"
2021,9,90,"10,415",287,219,417,288,331,380,349,501,380,451,623,556,410,437,402,556,371,211,418,462,391,476,517,603,379
2021,9,100,630,18,17,28,29,19,21,21,26,15,37,22,44,35,34,17,26,14,13,17,40,21,30,29,24,33
2021,10,총,"4,630,630","70,552","59,802","107,607","139,958","164,425","166,842","191,601","208,308","146,240","154,970","246,650","226,514","146,208","173,985","219,862","277,041","195,909","116,588","186,390","186,863","244,844","198,470","255,473","317,773","227,755"
2021,10,0,"303,009","3,589","3,310","6,612","9,910","9,258","10,091","11,098","14,134","7,408","9,024","15,919","14,295","9,703","12,222","15,346","18,877","13,403","6,087","12,829","11,895","10,374","16,532","17,983","25,065","18,045"
2021,10,10,"389,543","5,243","3,239","7,490","9,480","12,664","11,581","13,039","18,406","10,743","12,558","26,304","19,103","11,330","14,050","25,867","22,309","15,001","7,104","12,350","13,878","14,004","22,745","30,950","29,510","20,595"
2021,10,20,"689,280","11,074","8,498","15,529","21,609","28,942","27,589","26,873","31,567","20,318","21,231","36,039","31,358","23,448","27,620","29,349","39,565","26,435","18,397","27,324","31,477","52,739","25,316","33,978","43,239","29,766"
2021,10,30,"720,614","9,696","9,958","18,711","23,162","27,151","25,195","29,285","29,334","19,495","20,116","31,480","32,900","21,868","30,097","27,645","49,392","31,134","20,065","35,417","30,837","47,509","27,648","35,940","51,151","35,428"
2021,10,40,"736,322","10,264","8,924","16,713","21,791","24,967","25,324","28,917","33,464","22,756","23,059","39,035","36,654","22,461","29,110","36,699","44,985","31,496","16,819","28,664","28,793","35,291","35,377","45,279","51,948","37,532"
2021,10,50,"742,615","12,548","10,191","17,887","22,970","26,366","26,492","33,517","34,106","25,436","26,822","42,183","37,104","23,703","26,972","37,941","40,612","30,903","19,754","28,721","27,927","33,938","31,095","40,959","49,196","35,272"
2021,10,60,"606,204","10,150","8,978","14,013","18,385","20,936","23,016","29,367","26,720","22,083","24,225","32,789","30,794","18,723","19,127","28,766","36,627","27,135","16,942","23,433","23,320","27,991","22,228","28,166","41,067","31,223"
2021,10,70,"317,028","5,207","4,656","7,032","8,967","10,088","12,404","14,185","14,209","12,670","12,610","16,201","16,891","10,018","9,896","13,709","18,441","15,082","8,435","12,391","13,158","16,711","12,564","16,292","20,046","15,165"
2021,10,80,"114,953","2,480","1,808","3,170","3,374","3,702","4,744","4,950","5,847","4,935","4,828","6,062","6,814","4,508","4,417","4,118","5,646","4,933","2,754","4,831","5,079","5,872","4,466","5,380","5,919","4,316"
2021,10,90,"10,482",283,223,424,287,334,385,348,504,382,460,624,563,411,443,407,561,373,218,414,464,395,469,520,610,380
2021,10,100,580,18,17,26,23,17,21,22,17,14,37,14,38,35,31,15,26,14,13,16,35,20,30,26,22,33
