년도,월,나이,수원시,장안구,파장동,율천동,정자1동,정자2동,정자3동,영화동,송죽동,조원1동,조원2동,연무동,권선구,세류1동,세류2동,세류3동,평동,서둔동,구운동,금곡동,호매실동,권선1동,권선2동,곡선동,입북동,팔달구,매교동,매산동,고등동,화서1동,화서2동,지동,우만1동,우만2동,인계동,행궁동,영통구,매탄1동,매탄2동,매탄3동,매탄4동,원천동,영통1동,영통2동,영통3동,망포1동,망포2동,광교1동,광교2동
2020,7,70,"24,956","6,918",727,741,640,853,557,823,535,904,454,684,"7,881",307,767,668,"1,016","1,082",679,811,675,493,675,335,373,"5,255",232,382,440,758,553,533,681,318,829,529,"4,902",415,369,529,406,564,422,222,332,346,242,545,510
2020,7,80,"8,494","2,647",244,304,242,321,248,282,187,312,241,266,"2,517",107,263,202,326,298,220,300,197,145,217,136,106,"1,707",73,126,140,250,188,171,201,114,256,188,"1,623",107,111,155,146,173,190,96,155,106,76,161,147
2020,7,90,872,286,22,40,26,30,17,19,21,43,32,36,249,9,34,22,29,27,21,30,15,15,20,12,15,175,10,18,13,21,21,16,17,11,19,29,162,10,9,14,17,18,16,11,12,11,7,20,17
2020,7,100,79,21,2,4,3,1,0,6,2,0,1,2,26,2,4,0,4,4,2,0,3,2,3,2,0,23,3,3,7,2,1,2,2,0,2,1,9,2,1,0,1,1,3,1,0,0,0,0,0
2020,8,총,"599,101","138,427","11,953","22,713","14,748","14,869","21,534","10,379","9,886","14,597","9,294","8,454","186,899","5,280","12,217","9,833","20,870","19,550","12,611","22,717","23,114","12,646","24,634","14,862","8,565","88,225","3,165","5,730","4,658","11,347","13,270","5,843","10,325","8,640","19,391","5,856","185,550","9,379","7,625","18,915","10,936","19,902","17,887","14,272","16,809","15,983","14,218","26,003","13,621"
2020,8,0,"51,442","9,768",733,"1,635","1,316","1,030","2,017",461,612,816,771,377,"17,152",484,589,466,"1,663","1,244",744,"2,597","3,776",706,"3,080",910,893,"4,967",126,226,196,767,"1,067",240,497,606,"1,104",138,"19,555",623,514,"1,585",779,"2,395","1,945","1,367","1,383","1,881","2,313","3,026","1,744"
2020,8,10,"61,917","15,140","1,006","2,159","1,911","1,664","3,636",646,957,"1,515","1,065",581,"17,587",330,871,830,"1,910","1,722","1,086","2,647","2,229",931,"2,881","1,203",947,"7,240",170,249,294,"1,100","1,551",395,775,"1,023","1,433",250,"21,950","1,022",822,"2,307","1,213","1,828","2,599","1,141","2,298","2,108","1,658","3,448","1,506"
2020,8,20,"98,454","24,076","1,877","6,185","2,212","2,275","3,228","1,396","1,557","2,303","1,549","1,494","28,583",784,"1,907","1,495","3,443","3,129","2,090","3,206","2,532","2,491","3,583","2,836","1,087","14,959",494,"1,072",596,"1,619","2,147",759,"1,718","1,998","3,783",773,"30,836","1,765","1,256","3,670","2,009","3,411","2,539","3,267","3,465","2,458","1,696","3,814","1,486"
2020,8,30,"93,925","17,272","1,580","3,112","1,725","1,925","2,161","1,398","1,450","1,835","1,004","1,082","30,928",927,"2,059","1,438","3,052","2,999","1,811","3,372","4,693","2,407","3,895","3,114","1,161","13,357",485,947,623,"1,392","1,727",683,"1,660","1,160","3,903",777,"32,368","1,320","1,067","3,030","1,689","3,926","2,711","3,838","2,345","2,471","2,907","4,525","2,539"
2020,8,40,"102,866","22,823","1,930","3,287","2,636","2,516","4,344","1,645","1,565","2,302","1,353","1,245","31,931",771,"1,963","1,652","3,179","3,224","1,947","4,051","4,360","1,936","4,368","2,792","1,688","14,237",504,848,735,"1,916","2,189",929,"1,617","1,301","3,302",896,"33,875","1,506","1,250","3,430","1,785","3,792","3,452","2,177","2,942","2,885","2,727","5,240","2,689"
2020,8,50,"98,157","24,661","2,204","3,424","2,635","2,696","3,874","2,013","1,811","2,760","1,782","1,462","30,774",922,"2,183","1,703","3,782","3,430","2,425","3,710","2,850","2,133","3,777","2,445","1,414","15,617",615,"1,044",922,"2,053","2,547","1,148","1,859","1,314","2,854","1,261","27,105","1,622","1,342","2,843","1,810","2,391","2,807","1,566","2,750","2,573","1,841","3,713","1,847"
2020,8,60,"57,823","14,796","1,629","1,827","1,390","1,561","1,446","1,688","1,189","1,801","1,042","1,223","19,219",635,"1,582","1,348","2,460","2,389","1,584","1,985","1,776","1,383","2,119","1,076",882,"10,666",452,814,687,"1,469","1,281",965,"1,295",790,"1,898","1,015","13,142",986,883,"1,349","1,083","1,399","1,199",585,"1,125","1,140",749,"1,510","1,134"
2020,8,70,"25,021","6,931",726,739,650,854,562,821,535,907,453,684,"7,905",306,759,673,"1,017","1,084",686,815,677,497,685,334,372,"5,269",230,385,440,762,550,531,683,322,836,530,"4,916",417,370,524,404,566,424,223,333,351,245,548,511
2020,8,80,"8,537","2,652",244,302,244,317,247,287,187,315,241,268,"2,541",110,266,205,331,299,215,303,202,144,223,138,105,"1,714",75,124,144,246,189,176,202,115,257,186,"1,630",106,111,162,146,174,192,96,157,104,75,159,148
2020,8,90,879,287,22,39,26,30,19,18,21,43,33,36,253,9,34,23,29,26,21,31,16,16,20,12,16,175,10,18,14,21,21,15,17,11,19,29,164,10,9,15,17,19,16,11,11,12,7,20,17
2020,8,100,80,21,2,4,3,1,0,6,2,0,1,2,26,2,4,0,4,4,2,0,3,2,3,2,0,24,4,3,7,2,1,2,2,0,2,1,9,2,1,0,1,1,3,1,0,0,0,0,0
2020,9,총,"598,549","138,475","11,955","22,945","14,712","14,828","21,515","10,386","9,831","14,567","9,288","8,448","186,646","5,264","12,214","9,806","20,810","19,511","12,591","22,659","23,135","12,677","24,556","14,852","8,571","88,094","3,169","5,724","4,660","11,328","13,234","5,822","10,270","8,646","19,390","5,851","185,334","9,339","7,578","18,928","10,897","19,844","17,875","14,210","16,785","15,972","14,210","26,046","13,650"
2020,9,0,"51,074","9,668",725,"1,620","1,304","1,019","1,999",460,601,812,754,374,"17,058",477,586,460,"1,664","1,237",740,"2,566","3,768",700,"3,063",907,890,"4,925",128,222,193,763,"1,058",242,485,601,"1,090",143,"19,423",613,502,"1,585",755,"2,384","1,921","1,361","1,366","1,877","2,306","3,024","1,729"
2020,9,10,"61,851","15,199","1,001","2,279","1,908","1,655","3,636",643,955,"1,498","1,058",566,"17,557",332,869,822,"1,898","1,717","1,088","2,639","2,236",931,"2,872","1,202",951,"7,193",179,247,293,"1,094","1,547",389,767,"1,018","1,414",245,"21,902","1,012",819,"2,301","1,204","1,822","2,599","1,138","2,294","2,099","1,666","3,423","1,525"
2020,9,20,"98,382","24,161","1,871","6,282","2,211","2,263","3,225","1,407","1,544","2,298","1,560","1,500","28,482",771,"1,897","1,486","3,424","3,121","2,078","3,206","2,540","2,492","3,555","2,832","1,080","14,971",494,"1,075",600,"1,609","2,134",764,"1,723","1,998","3,804",770,"30,768","1,758","1,244","3,662","2,010","3,374","2,556","3,231","3,474","2,445","1,690","3,838","1,486"
2020,9,30,"93,552","17,223","1,580","3,125","1,714","1,923","2,158","1,389","1,432","1,827",992,"1,083","30,770",931,"2,072","1,434","3,036","2,970","1,796","3,344","4,647","2,426","3,872","3,083","1,159","13,311",479,947,626,"1,391","1,716",675,"1,638","1,165","3,905",769,"32,248","1,296","1,064","3,041","1,682","3,895","2,690","3,817","2,322","2,478","2,873","4,550","2,540"
2020,9,40,"102,611","22,678","1,926","3,274","2,616","2,499","4,311","1,635","1,541","2,290","1,356","1,230","31,952",771,"1,983","1,640","3,164","3,233","1,941","4,041","4,387","1,939","4,366","2,804","1,683","14,156",505,842,731,"1,910","2,177",913,"1,602","1,297","3,279",900,"33,825","1,493","1,245","3,421","1,781","3,795","3,457","2,178","2,917","2,878","2,743","5,224","2,693"
2020,9,50,"98,204","24,726","2,212","3,426","2,639","2,704","3,907","2,014","1,810","2,763","1,785","1,466","30,735",916,"2,172","1,705","3,762","3,412","2,425","3,719","2,854","2,129","3,771","2,451","1,419","15,605",611,"1,042",916,"2,042","2,542","1,153","1,860","1,323","2,863","1,253","27,138","1,635","1,331","2,843","1,804","2,387","2,807","1,572","2,761","2,571","1,839","3,734","1,854"
2020,9,60,"58,275","14,900","1,635","1,851","1,401","1,568","1,451","1,704","1,199","1,813","1,052","1,226","19,349",637,"1,579","1,361","2,486","2,405","1,597","1,994","1,800","1,388","2,127","1,084",891,"10,734",453,818,696,"1,483","1,296",961,"1,290",794,"1,920","1,023","13,292",995,878,"1,365","1,093","1,425","1,212",582,"1,152","1,157",763,"1,526","1,144"
2020,9,70,"25,041","6,940",735,741,642,849,562,824,538,903,454,692,"7,908",307,755,667,"1,017","1,082",684,815,678,507,690,333,373,"5,265",232,385,437,766,551,530,680,319,832,533,"4,928",419,373,530,403,567,419,223,333,351,249,548,513
2020,9,80,"8,589","2,665",244,303,248,318,246,285,186,320,244,271,"2,547",110,262,207,326,303,219,301,205,147,218,141,108,"1,740",75,125,148,249,191,177,207,120,262,186,"1,637",107,111,165,148,175,195,95,155,104,74,159,149
2020,9,90,889,294,24,40,26,29,20,19,23,43,32,38,261,10,35,23,29,27,21,34,17,16,19,13,17,170,9,18,13,19,21,16,16,11,19,28,164,9,10,15,16,19,16,12,11,12,7,20,17
2020,9,100,81,21,2,4,3,1,0,6,2,0,1,2,27,2,4,1,4,4,2,0,3,2,3,2,0,24,4,3,7,2,1,2,2,0,2,1,9,2,1,0,1,1,3,1,0,0,0,0,0
2020,10,총,"597,863","138,265","11,925","22,935","14,692","14,817","21,512","10,367","9,814","14,510","9,272","8,421","186,435","5,239","12,198","9,773","20,801","19,482","12,553","22,679","23,127","12,665","24,517","14,830","8,571","87,991","3,169","5,712","4,663","11,323","13,216","5,780","10,238","8,651","19,393","5,846","185,172","9,330","7,560","18,874","10,861","19,824","17,846","14,199","16,806","15,971","14,193","26,043","13,665"
2020,10,0,"50,698","9,595",725,"1,613","1,300","1,008","1,976",457,601,801,750,364,"16,959",475,579,457,"1,657","1,231",738,"2,549","3,753",684,"3,040",906,890,"4,888",125,222,192,762,"1,059",229,474,594,"1,089",142,"19,256",605,499,"1,548",747,"2,370","1,893","1,349","1,351","1,868","2,301","3,000","1,725"
2020,10,10,"61,629","15,130",990,"2,280","1,891","1,647","3,626",640,959,"1,483","1,050",564,"17,503",330,858,825,"1,891","1,707","1,069","2,643","2,239",931,"2,865","1,192",953,"7,142",165,255,286,"1,079","1,543",389,751,"1,014","1,406",254,"21,854","1,011",811,"2,304","1,185","1,833","2,594","1,126","2,292","2,090","1,663","3,422","1,523"
2020,10,20,"98,355","24,197","1,876","6,291","2,218","2,268","3,240","1,409","1,539","2,301","1,556","1,499","28,458",760,"1,911","1,464","3,421","3,101","2,077","3,210","2,543","2,514","3,548","2,834","1,075","14,952",503,"1,055",612,"1,613","2,133",755,"1,724","1,995","3,802",760,"30,748","1,757","1,246","3,644","2,011","3,364","2,553","3,222","3,484","2,459","1,687","3,836","1,485"
2020,10,30,"93,138","17,101","1,573","3,099","1,704","1,909","2,159","1,376","1,416","1,795",990,"1,080","30,610",933,"2,055","1,431","3,033","2,958","1,780","3,340","4,593","2,421","3,846","3,057","1,163","13,304",486,940,636,"1,382","1,703",663,"1,638","1,169","3,914",773,"32,123","1,289","1,057","3,032","1,687","3,838","2,683","3,816","2,333","2,468","2,846","4,545","2,529"
2020,10,40,"102,371","22,555","1,896","3,273","2,608","2,489","4,282","1,623","1,537","2,279","1,352","1,216","31,934",770,"1,979","1,627","3,161","3,225","1,948","4,048","4,408","1,940","4,373","2,792","1,663","14,130",500,843,722,"1,913","2,181",911,"1,599","1,296","3,270",895,"33,752","1,488","1,228","3,413","1,750","3,818","3,442","2,176","2,898","2,867","2,757","5,220","2,695"
2020,10,50,"98,313","24,722","2,221","3,414","2,636","2,713","3,929","2,012","1,796","2,758","1,774","1,469","30,738",911,"2,169","1,703","3,751","3,411","2,421","3,729","2,865","2,115","3,768","2,464","1,431","15,579",613,"1,041",912,"2,041","2,539","1,144","1,848","1,324","2,869","1,248","27,274","1,641","1,334","2,846","1,819","2,400","2,823","1,590","2,781","2,583","1,837","3,753","1,867"
2020,10,60,"58,642","15,021","1,633","1,872","1,413","1,580","1,469","1,720","1,216","1,827","1,066","1,225","19,450",630,"1,589","1,366","2,509","2,419","1,604","2,005","1,806","1,391","2,142","1,095",894,"10,786",458,827,698,"1,488","1,298",969,"1,295",804,"1,924","1,025","13,385",999,888,"1,375","1,089","1,431","1,222",589,"1,162","1,168",769,"1,534","1,159"
2020,10,70,"25,106","6,945",740,748,646,849,562,818,538,894,455,695,"7,937",310,750,667,"1,018","1,090",681,818,695,503,697,333,375,"5,272",232,384,435,772,549,523,687,323,837,530,"4,952",422,375,530,409,572,419,225,336,351,247,551,515
2020,10,80,"8,626","2,678",244,298,249,324,248,288,186,327,245,269,"2,558",109,268,209,328,307,215,302,204,149,216,141,110,"1,739",74,123,150,251,190,178,204,121,259,189,"1,651",106,111,169,148,177,197,93,156,105,78,161,150
2020,10,90,903,300,25,43,24,29,21,18,24,45,33,38,261,9,36,23,28,29,18,35,18,15,19,14,17,174,9,19,13,20,19,17,16,11,21,29,168,10,10,13,15,20,17,12,13,12,8,21,17
2020,10,100,82,21,2,4,3,1,0,6,2,0,1,2,27,2,4,1,4,4,2,0,3,2,3,2,0,25,4,3,7,2,2,2,2,0,2,1,9,2,1,0,1,1,3,1,0,0,0,0,0
2020,11,총,"597,612","138,079","11,912","22,902","14,700","14,774","21,452","10,375","9,782","14,509","9,249","8,424","186,359","5,235","12,190","9,762","20,809","19,469","12,520","22,715","23,154","12,685","24,436","14,799","8,585","88,067","3,172","5,712","4,686","11,330","13,212","5,763","10,205","8,653","19,499","5,835","185,107","9,283","7,545","18,813","10,844","19,840","17,780","14,158","16,792","15,984","14,167","26,039","13,862"
2020,11,0,"50,392","9,533",716,"1,615","1,300",990,"1,958",454,599,794,748,359,"16,896",474,579,450,"1,662","1,231",727,"2,536","3,755",687,"3,011",896,888,"4,829",121,222,187,756,"1,042",219,465,586,"1,088",143,"19,134",592,492,"1,536",740,"2,365","1,883","1,348","1,341","1,860","2,291","2,963","1,723"
2020,11,10,"61,418","15,041",986,"2,266","1,892","1,633","3,601",633,950,"1,479","1,038",563,"17,429",328,848,821,"1,876","1,698","1,061","2,640","2,253",929,"2,855","1,171",949,"7,121",167,254,293,"1,069","1,542",386,746,"1,000","1,410",254,"21,827",999,810,"2,298","1,178","1,851","2,581","1,120","2,289","2,095","1,661","3,414","1,531"
2020,11,20,"98,358","24,173","1,876","6,248","2,225","2,271","3,247","1,404","1,539","2,304","1,550","1,509","28,433",756,"1,910","1,455","3,436","3,106","2,070","3,220","2,529","2,521","3,516","2,831","1,083","15,020",504,"1,046",619,"1,630","2,133",754,"1,727","2,003","3,848",756,"30,732","1,760","1,250","3,625","2,005","3,360","2,546","3,199","3,486","2,468","1,681","3,842","1,510"
2020,11,30,"92,869","17,053","1,571","3,109","1,693","1,887","2,150","1,393","1,395","1,790",982,"1,083","30,507",933,"2,051","1,434","3,026","2,938","1,762","3,337","4,574","2,425","3,820","3,040","1,167","13,329",488,947,642,"1,371","1,699",667,"1,632","1,171","3,939",773,"31,980","1,268","1,063","3,000","1,690","3,806","2,665","3,795","2,315","2,462","2,822","4,524","2,570"
2020,11,40,"102,354","22,497","1,890","3,263","2,609","2,491","4,250","1,615","1,528","2,293","1,346","1,212","31,951",771,"1,997","1,624","3,156","3,228","1,937","4,050","4,432","1,927","4,383","2,791","1,655","14,131",499,836,717,"1,924","2,181",915,"1,591","1,296","3,275",897,"33,775","1,461","1,225","3,414","1,746","3,816","3,431","2,191","2,905","2,863","2,766","5,222","2,735"
2020,11,50,"98,253","24,696","2,222","3,417","2,627","2,709","3,937","2,018","1,792","2,733","1,777","1,464","30,711",911,"2,151","1,701","3,738","3,414","2,417","3,741","2,856","2,125","3,747","2,475","1,435","15,542",614,"1,041",915,"2,033","2,531","1,133","1,832","1,324","2,882","1,237","27,304","1,653","1,315","2,839","1,806","2,414","2,814","1,576","2,775","2,591","1,838","3,781","1,902"
2020,11,60,"59,114","15,114","1,639","1,889","1,430","1,584","1,480","1,715","1,232","1,851","1,067","1,227","19,598",631,"1,596","1,366","2,527","2,418","1,623","2,029","1,824","1,404","2,166","1,103",911,"10,873",460,836,701,"1,499","1,321",967,"1,305",819,"1,937","1,028","13,529","1,006",889,"1,382","1,106","1,450","1,227",593,"1,178","1,179",776,"1,550","1,193"
2020,11,70,"25,184","6,954",743,745,648,855,561,825,534,891,454,698,"7,977",311,752,677,"1,027","1,092",686,821,703,499,701,335,373,"5,264",230,381,439,775,547,526,680,320,837,529,"4,989",425,379,531,413,578,415,229,334,350,248,562,525
2020,11,80,"8,674","2,683",240,301,248,323,248,292,186,327,248,270,"2,572",109,268,210,329,314,217,305,206,151,214,142,107,"1,754",76,125,153,252,194,178,208,122,259,187,"1,665",107,112,176,145,179,198,94,156,105,77,160,156
2020,11,90,913,314,27,45,25,30,20,20,25,47,38,37,258,9,34,23,28,26,18,36,19,15,20,13,17,178,9,21,13,19,20,16,16,12,22,30,163,10,9,12,14,20,17,12,13,11,7,21,17
2020,11,100,83,21,2,4,3,1,0,6,2,0,1,2,27,2,4,1,4,4,2,0,3,2,3,2,0,26,4,3,7,2,2,2,3,0,2,1,9,2,1,0,1,1,3,1,0,0,0,0,0
2020,12,총,"597,076","137,807","11,899","22,774","14,682","14,757","21,405","10,394","9,765","14,474","9,239","8,418","186,050","5,214","12,206","9,711","20,794","19,448","12,503","22,672","23,150","12,663","24,359","14,762","8,568","88,180","3,167","5,688","4,708","11,286","13,192","5,752","10,192","8,620","19,739","5,836","185,039","9,232","7,544","18,778","10,817","19,791","17,737","14,126","16,810","15,965","14,166","26,012","14,061"
2020,12,0,"50,095","9,471",712,"1,614","1,291",982,"1,948",450,591,786,737,360,"16,762",460,584,445,"1,654","1,223",718,"2,518","3,730",683,"2,984",880,883,"4,807",122,216,181,744,"1,038",219,466,575,"1,105",141,"19,055",581,493,"1,532",736,"2,316","1,880","1,342","1,327","1,851","2,287","2,963","1,747"
2020,12,10,"61,239","14,941",973,"2,203","1,895","1,629","3,593",629,947,"1,471","1,040",561,"17,407",329,846,810,"1,875","1,692","1,064","2,646","2,268",921,"2,853","1,160",943,"7,090",164,253,290,"1,075","1,526",384,731,"1,002","1,413",252,"21,801",987,807,"2,287","1,155","1,869","2,566","1,127","2,297","2,093","1,662","3,409","1,542"
2020,12,20,"98,312","24,079","1,867","6,175","2,214","2,268","3,237","1,422","1,536","2,292","1,540","1,528","28,438",752,"1,916","1,452","3,438","3,104","2,081","3,211","2,516","2,535","3,513","2,831","1,089","15,090",499,"1,032",643,"1,614","2,148",755,"1,731","2,005","3,913",750,"30,705","1,744","1,250","3,605","2,005","3,352","2,527","3,178","3,502","2,480","1,677","3,828","1,557"
2020,12,30,"92,711","17,043","1,575","3,116","1,685","1,890","2,162","1,406","1,384","1,775",976,"1,074","30,363",924,"2,060","1,421","3,003","2,936","1,754","3,313","4,537","2,423","3,798","3,034","1,160","13,377",495,943,650,"1,355","1,682",667,"1,642","1,145","4,025",773,"31,928","1,262","1,063","2,991","1,688","3,794","2,676","3,775","2,313","2,440","2,807","4,513","2,606"
2020,12,40,"102,242","22,432","1,892","3,253","2,613","2,479","4,219","1,605","1,527","2,287","1,351","1,206","31,915",776,"2,003","1,616","3,156","3,210","1,922","4,041","4,451","1,916","4,372","2,797","1,655","14,144",503,832,721,"1,914","2,181",899,"1,591","1,304","3,303",896,"33,751","1,446","1,216","3,408","1,743","3,820","3,411","2,188","2,897","2,861","2,778","5,220","2,763"
2020,12,50,"98,048","24,654","2,222","3,410","2,612","2,696","3,927","2,017","1,791","2,740","1,778","1,461","30,571",904,"2,143","1,687","3,722","3,409","2,407","3,722","2,866","2,101","3,734","2,449","1,427","15,495",606,"1,045",901,"2,036","2,527","1,124","1,805","1,316","2,893","1,242","27,328","1,660","1,321","2,854","1,808","2,407","2,806","1,579","2,773","2,577","1,838","3,771","1,934"
2020,12,60,"59,470","15,174","1,648","1,896","1,441","1,599","1,488","1,721","1,233","1,859","1,073","1,216","19,734",630,"1,594","1,370","2,554","2,434","1,631","2,051","1,847","1,417","2,174","1,118",914,"10,937",457,834,710,"1,498","1,323",985,"1,321",818,"1,958","1,033","13,625",999,891,"1,386","1,110","1,458","1,238",605,"1,194","1,188",781,"1,566","1,209"
2020,12,70,"25,240","6,973",737,753,650,856,564,827,540,889,456,701,"7,986",317,755,673,"1,024","1,091",691,827,702,501,698,337,370,"5,278",231,384,434,776,553,524,682,320,841,533,"5,003",433,381,529,415,573,413,224,339,357,250,557,532
2020,12,80,"8,721","2,704",244,304,253,326,248,291,188,328,249,273,"2,588",110,268,213,336,319,213,305,212,150,210,141,111,"1,760",76,125,157,252,193,178,206,124,264,185,"1,669",108,111,175,141,181,201,95,155,107,78,163,154
2020,12,90,914,315,27,46,25,31,19,20,26,47,38,36,258,9,33,23,28,26,20,38,18,14,20,13,16,176,9,21,14,20,19,15,15,11,22,30,165,10,10,11,15,20,16,12,13,11,8,22,17
2020,12,100,84,21,2,4,3,1,0,6,2,0,1,2,28,3,4,1,4,4,2,0,3,2,3,2,0,26,5,3,7,2,2,2,2,0,2,1,9,2,1,0,1,1,3,1,0,0,0,0,0
2021,1,총,"596,918","137,599","11,887","22,674","14,668","14,755","21,363","10,400","9,761","14,479","9,214","8,398","186,125","5,210","12,251","9,726","20,800","19,417","12,495","22,652","23,185","12,694","24,365","14,777","8,553","88,300","3,157","5,681","4,692","11,363","13,186","5,751","10,196","8,598","19,839","5,837","184,894","9,178","7,536","18,766","10,822","19,803","17,696","14,108","16,796","15,907","14,139","26,014","14,129"
2021,1,0,"49,709","9,357",689,"1,594","1,282",973,"1,925",451,582,776,721,364,"16,649",457,583,443,"1,640","1,199",710,"2,513","3,701",688,"2,971",869,875,"4,761",122,218,179,745,"1,025",212,471,570,"1,082",137,"18,942",584,491,"1,506",728,"2,304","1,860","1,332","1,315","1,831","2,279","2,958","1,754"
2021,1,10,"61,039","14,878",978,"2,164","1,887","1,628","3,578",626,941,"1,479","1,042",555,"17,388",326,849,813,"1,873","1,685","1,056","2,640","2,292",921,"2,836","1,152",945,"7,051",164,246,280,"1,059","1,525",383,727,982,"1,430",255,"21,722",976,809,"2,275","1,142","1,872","2,544","1,129","2,283","2,084","1,668","3,406","1,534"
2021,1,20,"98,178","23,999","1,866","6,119","2,217","2,259","3,246","1,421","1,524","2,292","1,536","1,519","28,419",750,"1,927","1,454","3,430","3,101","2,069","3,202","2,523","2,538","3,517","2,819","1,089","15,097",490,"1,018",668,"1,627","2,142",742,"1,736","1,995","3,934",745,"30,663","1,731","1,242","3,599","2,023","3,345","2,518","3,155","3,531","2,461","1,660","3,830","1,568"
2021,1,30,"92,564","17,010","1,575","3,117","1,677","1,895","2,126","1,406","1,391","1,775",976,"1,072","30,280",923,"2,060","1,427","3,026","2,910","1,764","3,278","4,509","2,427","3,775","3,038","1,143","13,451",499,944,665,"1,364","1,689",671,"1,645","1,149","4,048",777,"31,823","1,248","1,067","3,000","1,684","3,780","2,669","3,793","2,306","2,408","2,768","4,505","2,595"
2021,1,40,"102,029","22,307","1,892","3,244","2,590","2,460","4,197","1,600","1,527","2,270","1,331","1,196","31,922",777,"1,999","1,605","3,142","3,213","1,921","4,058","4,472","1,915","4,374","2,793","1,653","14,132",502,840,713,"1,918","2,165",907,"1,576","1,301","3,313",897,"33,668","1,444","1,194","3,405","1,732","3,815","3,388","2,171","2,878","2,861","2,795","5,198","2,787"
2021,1,50,"98,106","24,695","2,221","3,407","2,617","2,698","3,957","2,015","1,797","2,745","1,780","1,458","30,543",898,"2,147","1,685","3,711","3,400","2,394","3,707","2,874","2,097","3,742","2,456","1,432","15,475",601,"1,045",884,"2,046","2,509","1,124","1,798","1,321","2,912","1,235","27,393","1,629","1,324","2,861","1,812","2,430","2,821","1,584","2,770","2,595","1,840","3,782","1,945"
2021,1,60,"60,163","15,298","1,656","1,912","1,462","1,622","1,499","1,733","1,246","1,872","1,081","1,215","19,996",642,"1,621","1,381","2,582","2,458","1,656","2,068","1,872","1,437","2,209","1,147",923,"11,063",456,834,701,"1,541","1,360",991,"1,336",824,"1,984","1,036","13,806","1,014",901,"1,399","1,114","1,477","1,258",617,"1,203","1,194",792,"1,597","1,240"
2021,1,70,"25,297","6,978",734,752,652,856,567,830,536,891,454,706,"8,020",315,758,677,"1,021","1,096",689,839,710,502,704,342,367,"5,281",230,385,423,785,554,525,684,321,841,533,"5,018",435,383,534,421,575,412,219,341,359,250,555,534
2021,1,80,"8,830","2,735",248,315,257,331,247,291,188,330,252,276,"2,625",110,269,216,344,325,215,309,213,153,215,145,111,"1,786",79,127,162,252,196,180,205,124,271,190,"1,684",106,113,176,150,183,203,97,156,104,79,161,156
2021,1,90,919,321,26,46,24,32,21,21,27,49,40,35,255,9,34,24,27,26,19,38,16,14,19,14,15,177,9,21,10,24,19,14,16,11,22,31,166,10,11,11,15,21,20,10,13,10,8,22,15
2021,1,100,84,21,2,4,3,1,0,6,2,0,1,2,28,3,4,1,4,4,2,0,3,2,3,2,0,26,5,3,7,2,2,2,2,0,2,1,9,1,1,0,1,1,3,1,0,0,0,0,1
2021,2,총,"597,254","137,348","11,869","22,683","14,645","14,720","21,289","10,370","9,763","14,440","9,188","8,381","185,850","5,182","12,209","9,720","20,791","19,356","12,508","22,622","23,151","12,731","24,269","14,786","8,525","89,461","3,146","5,641","5,986","11,286","13,131","5,737","10,190","8,604","19,928","5,812","184,595","9,143","7,500","18,733","10,807","19,775","17,598","14,078","16,840","15,871","14,126","25,951","14,173"
2021,2,0,"49,401","9,244",677,"1,579","1,264",967,"1,897",443,570,765,713,369,"16,511",444,585,441,"1,626","1,191",710,"2,498","3,675",682,"2,926",864,869,"4,931",121,217,384,729,"1,019",212,468,566,"1,079",136,"18,715",565,481,"1,477",722,"2,259","1,830","1,307","1,307","1,813","2,261","2,930","1,763"
2021,2,10,"60,900","14,789",958,"2,154","1,889","1,620","3,562",621,948,"1,464","1,025",548,"17,290",325,831,805,"1,858","1,675","1,053","2,625","2,295",915,"2,836","1,140",932,"7,163",164,242,409,"1,053","1,508",376,726,988,"1,445",252,"21,658",971,799,"2,255","1,137","1,884","2,507","1,125","2,295","2,070","1,675","3,388","1,552"
2021,2,20,"98,121","23,952","1,865","6,167","2,195","2,243","3,237","1,390","1,523","2,289","1,526","1,517","28,342",745,"1,913","1,447","3,438","3,079","2,062","3,197","2,504","2,559","3,481","2,836","1,081","15,242",486,999,854,"1,618","2,128",741,"1,739","1,996","3,944",737,"30,585","1,712","1,237","3,576","2,016","3,355","2,496","3,158","3,549","2,452","1,653","3,822","1,559"
2021,2,30,"92,406","16,956","1,589","3,071","1,677","1,898","2,119","1,409","1,374","1,772",978,"1,069","30,086",910,"2,049","1,432","3,006","2,891","1,765","3,239","4,437","2,430","3,752","3,034","1,141","13,695",499,937,952,"1,341","1,692",665,"1,638","1,143","4,053",775,"31,669","1,266","1,055","3,032","1,678","3,731","2,636","3,784","2,300","2,398","2,727","4,489","2,573"
2021,2,40,"102,133","22,262","1,889","3,253","2,588","2,451","4,169","1,596","1,546","2,248","1,331","1,191","31,924",788,"1,972","1,601","3,158","3,210","1,923","4,064","4,516","1,915","4,364","2,778","1,635","14,343",494,830,969,"1,914","2,139",899,"1,572","1,304","3,330",892,"33,604","1,411","1,190","3,393","1,735","3,829","3,373","2,155","2,883","2,849","2,812","5,165","2,809"
