년도,월,나이,서울특별시 송파구,서울특별시 송파구 풍납1동,서울특별시 송파구 풍납2동,서울특별시 송파구 거여1동,서울특별시 송파구 거여2동,서울특별시 송파구 마천1동,서울특별시 송파구 마천2동,서울특별시 송파구 방이1동,서울특별시 송파구 방이2동,서울특별시 송파구 오륜동,서울특별시 송파구 오금동,서울특별시 송파구 송파1동,서울특별시 송파구 송파2동,서울특별시 송파구 석촌동,서울특별시 송파구 삼전동,서울특별시 송파구 가락본동,서울특별시 송파구 가락1동,서울특별시 송파구 가락2동,서울특별시 송파구 문정1동,서울특별시 송파구 문정2동,서울특별시 송파구 장지동,서울특별시 송파구 위례동,서울특별시 송파구 잠실본동,서울특별시 송파구 잠실2동,서울특별시 송파구 잠실3동,서울특별시 송파구 잠실4동,서울특별시 송파구 잠실6동,서울특별시 송파구 잠실7동
2021,1,20,"93,905","1,704","3,840","1,847","2,247","2,371","2,468","2,502","5,177","2,195","5,593","4,582","2,919","5,601","5,385","4,166","3,501","4,558","3,297","5,249","4,119","2,992","5,088","3,309","3,866","2,023","2,023","1,283"
2021,1,30,"110,044","1,922","4,289","1,744","2,704","2,222","2,285","2,267","6,006","1,706","5,655","5,420","3,045","7,007","6,634","4,789","5,265","4,815","3,577","7,516","4,791","5,390","6,162","4,012","4,407","3,060","2,340","1,014"
2021,1,40,"109,224","1,973","4,064","1,939","3,030","2,818","2,748","2,682","3,679","3,371","5,834","3,493","3,163","4,889","5,211","3,904","4,424","5,629","2,901","4,326","4,795","6,370","4,451","8,683","6,274","4,399","2,775","1,399"
2021,1,50,"102,505","2,423","3,675","2,343","3,330","3,622","3,703","2,708","3,628","3,135","6,869","3,537","3,341","4,725","4,500","4,729","4,033","5,250","3,384","3,520","4,876","3,638","4,110","4,879","5,305","2,913","2,654","1,675"
2021,1,60,"84,533","2,443","3,296","1,930","2,749","3,283","3,402","1,959","3,178","2,465","5,705","3,058","2,846","3,933","3,678","3,690","3,306","4,098","2,941","3,145","3,782","2,371","3,370","2,911","4,647","2,446","2,452","1,449"
2021,1,70,"40,707","1,247","1,634","1,047","1,573","1,917","1,784",864,"1,510","1,034","2,533","1,505","1,180","2,005","1,718","1,572","1,337","1,714","1,202","1,630","1,722",993,"1,629","1,614","2,461","1,184","1,165",933
2021,1,80,"14,213",452,564,363,576,723,691,364,468,347,996,477,416,635,541,590,313,646,407,676,676,325,530,496,712,369,449,411
2021,1,90,"2,547",69,91,53,105,107,116,63,75,101,204,76,81,88,103,79,59,109,70,114,158,94,72,86,138,78,85,73
2021,1,100,300,8,10,4,16,17,34,7,3,1,11,9,12,9,13,7,5,12,13,9,4,3,13,31,12,21,13,3
2021,2,총,"665,463","13,724","25,398","12,893","19,190","19,525","19,390","16,111","26,169","18,446","39,226","24,624","20,195","32,319","31,221","26,957","27,550","32,910","20,596","29,241","29,953","31,760","28,480","35,864","35,093","21,646","17,157","9,825"
2021,2,0,"49,952",680,"1,950",644,"1,333",938,883,"1,059","1,180","1,305","2,804","1,212","1,574","1,570","1,542","1,612","3,180","2,555","1,337","1,649","2,356","5,146","1,258","4,105","3,260","2,787","1,456",577
2021,2,10,"58,618",880,"2,038",991,"1,541","1,599","1,347","1,656","1,242","2,774","3,203","1,372","1,907","1,889","1,986","1,867","2,197","3,517","1,506","1,449","2,725","4,139","1,774","5,828","4,060","2,384","1,723","1,024"
2021,2,20,"93,256","1,692","3,794","1,842","2,234","2,336","2,445","2,483","5,177","2,188","5,520","4,526","2,845","5,542","5,347","4,161","3,427","4,539","3,268","5,241","4,098","3,006","5,087","3,295","3,836","2,016","2,038","1,273"
2021,2,30,"109,298","1,896","4,266","1,747","2,673","2,210","2,257","2,260","6,007","1,707","5,601","5,391","2,960","7,004","6,596","4,771","5,173","4,796","3,554","7,449","4,743","5,425","6,153","3,956","4,358","3,022","2,320","1,003"
2021,2,40,"109,072","1,949","4,075","1,909","3,031","2,801","2,726","2,682","3,685","3,353","5,792","3,500","3,149","4,891","5,184","3,888","4,392","5,658","2,902","4,334","4,781","6,443","4,463","8,667","6,273","4,384","2,771","1,389"
2021,2,50,"102,389","2,403","3,660","2,348","3,335","3,593","3,690","2,700","3,626","3,162","6,853","3,510","3,280","4,736","4,488","4,704","4,059","5,235","3,369","3,517","4,888","3,682","4,103","4,893","5,283","2,928","2,666","1,678"
2021,2,60,"84,812","2,458","3,305","1,935","2,768","3,287","3,408","1,975","3,186","2,455","5,692","3,048","2,778","3,939","3,688","3,708","3,370","4,127","2,958","3,156","3,796","2,449","3,390","2,904","4,661","2,461","2,456","1,454"
2021,2,70,"40,893","1,228","1,642","1,048","1,583","1,915","1,783",859,"1,512","1,051","2,547","1,494","1,193","2,007","1,730","1,566","1,366","1,710","1,210","1,637","1,731","1,030","1,629","1,619","2,498","1,195","1,178",932
2021,2,80,"14,332",463,569,372,568,724,703,368,475,348,"1,001",484,411,639,542,589,321,650,407,689,678,338,534,498,719,371,452,419
2021,2,90,"2,556",67,90,53,108,105,114,61,76,102,202,79,86,93,106,84,60,111,72,112,153,99,76,79,135,77,84,72
2021,2,100,285,8,9,4,16,17,34,8,3,1,11,8,12,9,12,7,5,12,13,8,4,3,13,20,10,21,13,4
2021,3,총,"661,411","13,524","25,358","12,769","19,045","19,334","19,215","16,004","26,116","18,341","39,052","24,506","19,772","32,095","31,059","26,836","27,327","32,786","20,469","29,209","29,816","31,987","28,278","35,585","34,802","21,397","16,982","9,747"
2021,3,0,"49,503",672,"1,912",642,"1,326",911,878,"1,043","1,171","1,292","2,793","1,196","1,541","1,560","1,535","1,601","3,121","2,552","1,307","1,657","2,321","5,124","1,248","4,076","3,244","2,750","1,454",576
2021,3,10,"58,349",866,"2,033",974,"1,532","1,594","1,338","1,645","1,244","2,748","3,154","1,367","1,871","1,859","1,979","1,856","2,240","3,499","1,494","1,439","2,710","4,188","1,751","5,815","4,034","2,383","1,718","1,018"
2021,3,20,"92,926","1,672","3,825","1,831","2,230","2,324","2,428","2,477","5,208","2,174","5,503","4,546","2,778","5,521","5,322","4,148","3,356","4,526","3,236","5,247","4,067","3,039","5,077","3,300","3,803","1,997","2,015","1,276"
2021,3,30,"108,429","1,883","4,233","1,734","2,667","2,206","2,242","2,249","5,956","1,689","5,577","5,357","2,898","6,926","6,543","4,725","5,066","4,765","3,551","7,439","4,726","5,436","6,123","3,895","4,294","2,976","2,286",987
2021,3,40,"108,182","1,906","4,035","1,869","3,008","2,765","2,703","2,633","3,669","3,320","5,745","3,476","3,119","4,860","5,122","3,871","4,357","5,621","2,892","4,334","4,733","6,445","4,410","8,590","6,227","4,346","2,756","1,370"
2021,3,50,"101,730","2,343","3,669","2,309","3,292","3,558","3,668","2,685","3,616","3,139","6,808","3,464","3,195","4,671","4,480","4,684","4,040","5,224","3,339","3,517","4,862","3,748","4,089","4,879","5,219","2,917","2,652","1,663"
2021,3,60,"84,924","2,468","3,323","1,942","2,772","3,269","3,397","1,988","3,197","2,462","5,716","3,048","2,728","3,974","3,698","3,730","3,384","4,128","2,964","3,149","3,823","2,505","3,383","2,909","4,657","2,434","2,421","1,455"
2021,3,70,"40,569","1,194","1,651","1,045","1,545","1,896","1,749",853,"1,503","1,066","2,539","1,486","1,160","1,999","1,721","1,553","1,385","1,700","1,206","1,625","1,745","1,048","1,604","1,581","2,485","1,167","1,148",915
2021,3,80,"14,223",458,576,368,562,714,702,365,478,353,"1,000",485,400,631,545,582,314,659,406,687,671,351,512,472,705,360,451,416
2021,3,90,"2,459",61,92,53,105,95,107,60,71,97,204,80,77,88,107,83,61,106,69,110,153,100,76,66,129,66,75,68
2021,3,100,117,1,9,2,6,2,3,6,3,1,13,1,5,6,7,3,3,6,5,5,5,3,5,2,5,1,6,3
2021,4,총,"660,160","13,432","25,277","12,739","19,068","19,306","19,194","15,958","26,277","18,303","38,933","24,390","19,599","31,981","31,003","26,762","27,179","32,748","20,384","29,192","29,735","32,102","28,288","35,587","34,713","21,386","16,892","9,732"
2021,4,0,"49,108",667,"1,919",630,"1,331",893,872,"1,037","1,167","1,282","2,776","1,177","1,530","1,567","1,513","1,590","3,079","2,534","1,300","1,655","2,317","5,101","1,230","4,018","3,207","2,729","1,423",564
2021,4,10,"58,170",855,"2,026",967,"1,505","1,592","1,325","1,651","1,237","2,708","3,124","1,355","1,847","1,845","1,967","1,856","2,245","3,471","1,496","1,435","2,690","4,235","1,736","5,822","4,044","2,393","1,721","1,022"
2021,4,20,"92,675","1,656","3,830","1,833","2,240","2,319","2,441","2,453","5,274","2,175","5,468","4,532","2,762","5,481","5,319","4,118","3,306","4,535","3,178","5,221","4,062","3,033","5,089","3,308","3,775","1,993","2,001","1,273"
2021,4,30,"107,997","1,867","4,202","1,732","2,685","2,185","2,228","2,239","6,034","1,694","5,549","5,328","2,859","6,911","6,532","4,710","5,018","4,749","3,539","7,430","4,717","5,401","6,117","3,861","4,243","2,944","2,241",982
2021,4,40,"107,983","1,879","4,038","1,847","2,977","2,769","2,705","2,612","3,668","3,297","5,713","3,465","3,082","4,841","5,118","3,873","4,356","5,604","2,880","4,340","4,727","6,489","4,409","8,580","6,226","4,353","2,776","1,359"
2021,4,50,"101,452","2,319","3,646","2,305","3,298","3,555","3,625","2,673","3,626","3,124","6,804","3,414","3,165","4,655","4,465","4,654","3,983","5,244","3,338","3,507","4,836","3,778","4,097","4,912","5,192","2,928","2,637","1,672"
2021,4,60,"85,310","2,475","3,333","1,942","2,805","3,279","3,442","2,000","3,208","2,491","5,737","3,063","2,708","3,949","3,708","3,743","3,410","4,139","2,963","3,168","3,820","2,550","3,405","2,950","4,694","2,446","2,419","1,463"
2021,4,70,"40,580","1,191","1,630","1,054","1,554","1,898","1,743",858,"1,507","1,071","2,534","1,483","1,156","1,995","1,728","1,546","1,391","1,703","1,203","1,630","1,737","1,058","1,615","1,584","2,484","1,168","1,150",909
2021,4,80,"14,294",460,569,373,562,720,708,367,480,365,"1,005",493,405,639,540,584,320,657,409,687,671,355,509,484,713,363,440,416
2021,4,90,"2,477",62,81,53,105,94,102,62,73,95,209,79,80,91,106,85,68,107,73,113,153,99,76,66,130,68,79,68
2021,4,100,114,1,3,3,6,2,3,6,3,1,14,1,5,7,7,3,3,5,5,6,5,3,5,2,5,1,5,4
2021,5,총,"659,446","13,404","25,179","12,711","19,043","19,245","19,177","15,864","26,365","18,279","38,843","24,345","19,490","31,961","30,950","26,662","27,403","32,673","20,322","29,187","29,644","32,292","28,261","35,484","34,706","21,380","16,894","9,682"
2021,5,0,"48,832",666,"1,904",620,"1,328",887,865,"1,022","1,148","1,270","2,771","1,176","1,517","1,542","1,493","1,573","3,121","2,535","1,293","1,637","2,282","5,091","1,227","3,981","3,192","2,705","1,414",572
2021,5,10,"58,037",850,"2,004",946,"1,499","1,579","1,322","1,638","1,239","2,692","3,080","1,364","1,830","1,848","1,972","1,836","2,279","3,451","1,479","1,437","2,691","4,266","1,723","5,831","4,048","2,399","1,722","1,012"
2021,5,20,"92,386","1,656","3,850","1,841","2,221","2,320","2,422","2,418","5,337","2,170","5,436","4,503","2,717","5,495","5,274","4,110","3,288","4,508","3,164","5,190","4,039","3,069","5,075","3,276","3,769","1,992","1,994","1,252"
2021,5,30,"107,745","1,849","4,180","1,726","2,692","2,168","2,232","2,242","6,076","1,688","5,545","5,319","2,853","6,888","6,538","4,686","5,040","4,744","3,493","7,454","4,695","5,416","6,094","3,797","4,227","2,914","2,213",976
2021,5,40,"107,671","1,889","4,016","1,831","2,950","2,746","2,703","2,567","3,663","3,261","5,707","3,468","3,061","4,825","5,082","3,832","4,403","5,582","2,879","4,346","4,700","6,531","4,394","8,557","6,196","4,353","2,782","1,347"
2021,5,50,"101,448","2,304","3,635","2,292","3,298","3,550","3,635","2,679","3,613","3,140","6,789","3,399","3,148","4,669","4,466","4,660","3,978","5,228","3,322","3,510","4,814","3,818","4,087","4,955","5,212","2,951","2,628","1,668"
2021,5,60,"85,761","2,481","3,321","1,969","2,820","3,279","3,456","2,003","3,216","2,519","5,750","3,072","2,715","3,957","3,726","3,750","3,488","4,155","2,981","3,175","3,865","2,563","3,449","2,939","4,723","2,465","2,455","1,469"
2021,5,70,"40,597","1,190","1,618","1,049","1,563","1,898","1,732",858,"1,513","1,069","2,527","1,473","1,156","1,994","1,734","1,541","1,402","1,698","1,224","1,627","1,738","1,081","1,617","1,595","2,484","1,166","1,149",901
2021,5,80,"14,379",455,566,380,562,721,705,366,486,374,"1,021",494,408,643,551,584,331,658,409,690,670,356,515,485,719,366,450,414
2021,5,90,"2,478",63,83,54,105,95,102,65,71,95,204,77,80,93,107,87,70,108,73,115,145,96,75,66,132,68,82,67
2021,5,100,112,1,2,3,5,2,3,6,3,1,13,0,5,7,7,3,3,6,5,6,5,5,5,2,4,1,5,4
2021,6,총,"658,670","13,337","25,157","12,690","19,012","19,191","19,128","15,835","26,483","18,239","38,814","24,270","19,460","31,968","30,899","26,587","27,403","32,626","20,280","29,157","29,570","32,301","28,258","35,474","34,680","21,332","16,860","9,659"
2021,6,0,"48,533",661,"1,886",618,"1,315",883,838,"1,007","1,144","1,247","2,750","1,168","1,511","1,538","1,482","1,582","3,104","2,533","1,280","1,643","2,277","5,067","1,216","3,965","3,172","2,682","1,399",565
2021,6,10,"57,871",841,"2,009",940,"1,498","1,564","1,315","1,629","1,246","2,677","3,085","1,338","1,826","1,846","1,971","1,829","2,285","3,437","1,470","1,423","2,677","4,277","1,707","5,819","4,029","2,410","1,725",998
2021,6,20,"92,215","1,647","3,835","1,828","2,235","2,308","2,427","2,411","5,356","2,163","5,406","4,495","2,718","5,495","5,256","4,080","3,288","4,497","3,150","5,183","4,018","3,061","5,087","3,287","3,770","1,973","1,994","1,247"
2021,6,30,"107,398","1,847","4,140","1,733","2,675","2,165","2,216","2,234","6,167","1,676","5,530","5,339","2,831","6,893","6,518","4,659","5,004","4,728","3,478","7,436","4,666","5,360","6,084","3,768","4,187","2,889","2,199",976
2021,6,40,"107,534","1,875","4,030","1,820","2,940","2,741","2,684","2,560","3,656","3,240","5,701","3,438","3,056","4,797","5,090","3,818","4,408","5,569","2,872","4,362","4,701","6,578","4,410","8,535","6,184","4,360","2,767","1,342"
2021,6,50,"101,179","2,280","3,639","2,289","3,276","3,536","3,632","2,674","3,606","3,128","6,768","3,365","3,135","4,678","4,427","4,637","3,970","5,218","3,320","3,480","4,788","3,814","4,070","4,985","5,218","2,947","2,637","1,662"
2021,6,60,"86,178","2,482","3,334","1,984","2,841","3,279","3,467","2,018","3,223","2,553","5,796","3,090","2,728","3,975","3,743","3,763","3,529","4,174","2,997","3,177","3,883","2,590","3,462","2,956","4,747","2,450","2,454","1,483"
2021,6,70,"40,706","1,179","1,625","1,045","1,558","1,889","1,735",862,"1,523","1,084","2,534","1,469","1,162","2,005","1,739","1,543","1,405","1,695","1,220","1,634","1,735","1,098","1,630","1,602","2,509","1,181","1,146",899
2021,6,80,"14,466",463,576,374,568,729,708,370,489,373,"1,026",489,408,643,558,587,339,662,415,697,671,356,513,491,727,369,451,414
2021,6,90,"2,478",61,81,56,102,95,103,64,70,97,205,79,80,91,107,86,68,107,73,116,149,95,74,64,133,70,83,69
2021,6,100,112,1,2,3,4,2,3,6,3,1,13,0,5,7,8,3,3,6,5,6,5,5,5,2,4,1,5,4
2021,7,총,"658,093","13,260","25,117","12,683","18,977","19,165","19,080","15,845","26,606","18,202","38,861","24,193","19,434","31,859","30,835","26,564","27,473","32,575","20,233","29,121","29,535","32,367","28,211","35,440","34,651","21,296","16,867","9,643"
2021,7,0,"48,256",654,"1,879",617,"1,299",874,827,"1,018","1,154","1,237","2,749","1,155","1,514","1,524","1,464","1,580","3,108","2,505","1,276","1,639","2,272","5,024","1,215","3,916","3,144","2,645","1,407",560
2021,7,10,"57,819",833,"1,996",929,"1,490","1,564","1,303","1,619","1,242","2,664","3,081","1,333","1,836","1,838","1,970","1,820","2,302","3,444","1,462","1,418","2,664","4,315","1,694","5,818","4,026","2,425","1,738",995
2021,7,20,"91,991","1,639","3,821","1,815","2,210","2,305","2,420","2,415","5,432","2,149","5,401","4,454","2,688","5,456","5,250","4,057","3,257","4,498","3,148","5,178","4,005","3,075","5,068","3,294","3,768","1,967","1,977","1,244"
2021,7,30,"107,055","1,827","4,127","1,749","2,681","2,158","2,198","2,227","6,185","1,672","5,526","5,345","2,804","6,878","6,497","4,656","4,976","4,693","3,481","7,399","4,661","5,348","6,058","3,739","4,152","2,849","2,202",967
2021,7,40,"107,369","1,865","4,014","1,815","2,936","2,727","2,679","2,543","3,653","3,233","5,691","3,412","3,074","4,787","5,088","3,808","4,446","5,558","2,848","4,364","4,676","6,600","4,411","8,509","6,185","4,350","2,767","1,330"
2021,7,50,"101,179","2,263","3,638","2,289","3,268","3,517","3,606","2,682","3,611","3,122","6,798","3,356","3,122","4,645","4,412","4,628","3,978","5,229","3,320","3,492","4,777","3,819","4,069","5,041","5,222","2,964","2,636","1,675"
2021,7,60,"86,453","2,486","3,348","1,984","2,855","3,290","3,488","2,030","3,248","2,568","5,817","3,084","2,744","3,983","3,735","3,775","3,561","4,177","2,987","3,187","3,910","2,621","3,460","2,944","4,771","2,467","2,453","1,480"
2021,7,70,"40,817","1,173","1,617","1,045","1,563","1,897","1,739",867,"1,517","1,086","2,555","1,480","1,157","1,996","1,745","1,551","1,433","1,697","1,219","1,636","1,749","1,107","1,636","1,614","2,511","1,183","1,142",902
2021,7,80,"14,549",458,591,380,571,736,714,371,492,374,"1,025",496,411,652,559,600,342,659,412,688,667,359,519,500,730,373,455,415
2021,7,90,"2,495",61,84,57,101,95,105,67,70,96,205,78,79,93,108,85,67,109,75,114,149,95,76,62,138,71,84,71
2021,7,100,110,1,2,3,3,2,1,6,2,1,13,0,5,7,7,4,3,6,5,6,5,4,5,3,4,2,6,4
2021,8,총,"658,991","13,163","25,039","12,695","18,939","19,150","18,999","15,800","26,677","18,143","38,768","24,168","19,335","31,804","30,730","26,525","27,338","32,528","20,215","29,035","29,413","34,962","28,129","35,292","34,494","21,263","16,799","9,588"
2021,8,0,"48,652",639,"1,871",616,"1,281",864,824,"1,018","1,133","1,220","2,718","1,153","1,506","1,503","1,464","1,583","3,085","2,480","1,268","1,609","2,270","5,799","1,210","3,887","3,081","2,627","1,396",547
2021,8,10,"57,704",829,"1,992",936,"1,494","1,556","1,293","1,597","1,240","2,639","3,088","1,326","1,830","1,824","1,959","1,810","2,287","3,421","1,457","1,401","2,627","4,498","1,683","5,770","4,022","2,420","1,733",972
2021,8,20,"91,838","1,619","3,787","1,814","2,190","2,299","2,400","2,403","5,471","2,140","5,372","4,458","2,653","5,452","5,252","4,013","3,237","4,486","3,154","5,196","3,985","3,205","5,055","3,296","3,736","1,955","1,964","1,246"
2021,8,30,"107,322","1,811","4,125","1,749","2,676","2,167","2,186","2,238","6,221","1,671","5,489","5,332","2,777","6,861","6,473","4,641","4,895","4,706","3,475","7,366","4,645","6,100","6,023","3,676","4,075","2,823","2,167",954
2021,8,40,"107,349","1,856","3,989","1,814","2,929","2,715","2,655","2,521","3,650","3,211","5,683","3,404","3,053","4,770","5,034","3,808","4,444","5,540","2,839","4,352","4,620","6,988","4,414","8,465","6,176","4,348","2,757","1,314"
2021,8,50,"101,165","2,232","3,647","2,273","3,252","3,510","3,581","2,680","3,612","3,118","6,780","3,356","3,106","4,643","4,377","4,622","3,965","5,216","3,315","3,479","4,785","4,045","4,044","5,035","5,229","2,963","2,630","1,670"
2021,8,60,"86,724","2,483","3,330","2,002","2,869","3,299","3,499","2,036","3,249","2,588","5,833","3,083","2,757","3,994","3,734","3,795","3,567","4,188","2,993","3,182","3,919","2,686","3,472","2,966","4,768","2,486","2,461","1,485"
2021,8,70,"40,953","1,170","1,615","1,047","1,574","1,896","1,731",860,"1,524","1,090","2,558","1,484","1,160","1,998","1,759","1,555","1,447","1,714","1,218","1,643","1,747","1,151","1,624","1,625","2,530","1,185","1,142",906
2021,8,80,"14,668",464,598,386,570,743,724,373,506,370,"1,027",494,409,660,562,605,342,661,415,688,660,388,526,505,737,377,459,419
2021,8,90,"2,501",58,83,55,101,99,104,68,69,96,208,78,79,92,108,89,66,111,76,113,148,97,73,63,135,77,84,71
2021,8,100,115,2,2,3,3,2,2,6,2,0,12,0,5,7,8,4,3,5,5,6,7,5,5,4,5,2,6,4
2021,9,총,"659,385","13,070","25,027","12,659","18,885","19,070","18,907","15,799","26,691","18,070","38,747","24,069","19,240","31,761","30,556","26,458","27,316","32,482","20,156","28,938","29,375","36,782","28,103","35,194","34,437","21,235","16,778","9,580"
2021,9,0,"48,818",634,"1,867",610,"1,266",855,807,"1,011","1,127","1,206","2,699","1,140","1,492","1,489","1,456","1,573","3,085","2,459","1,258","1,577","2,269","6,256","1,210","3,843","3,077","2,605","1,409",538
2021,9,10,"57,666",823,"1,976",938,"1,475","1,554","1,284","1,599","1,224","2,630","3,093","1,309","1,815","1,823","1,928","1,787","2,288","3,417","1,453","1,414","2,639","4,625","1,685","5,763","4,006","2,423","1,720",975
2021,9,20,"91,477","1,603","3,785","1,813","2,194","2,276","2,380","2,406","5,473","2,111","5,336","4,434","2,635","5,434","5,202","3,995","3,201","4,463","3,137","5,149","3,958","3,319","5,046","3,278","3,727","1,940","1,941","1,241"
2021,9,30,"107,301","1,797","4,099","1,735","2,672","2,150","2,169","2,229","6,241","1,681","5,475","5,295","2,772","6,850","6,433","4,629","4,872","4,691","3,460","7,316","4,601","6,574","5,997","3,621","4,044","2,790","2,164",944
2021,9,40,"107,383","1,854","3,992","1,801","2,920","2,681","2,643","2,508","3,652","3,179","5,671","3,402","3,018","4,782","5,007","3,797","4,467","5,534","2,832","4,345","4,631","7,260","4,400","8,431","6,163","4,346","2,751","1,316"
2021,9,50,"101,328","2,221","3,640","2,273","3,243","3,497","3,550","2,676","3,609","3,121","6,794","3,343","3,111","4,632","4,373","4,627","3,944","5,228","3,317","3,494","4,799","4,222","4,045","5,056","5,230","2,975","2,639","1,669"
2021,9,60,"87,034","2,453","3,350","2,001","2,874","3,314","3,510","2,056","3,249","2,589","5,864","3,087","2,745","3,992","3,734","3,808","3,576","4,200","2,997","3,198","3,920","2,812","3,492","2,978","4,772","2,503","2,460","1,500"
2021,9,70,"40,995","1,156","1,626","1,044","1,558","1,896","1,737",868,"1,531","1,089","2,552","1,484","1,158","1,994","1,744","1,542","1,471","1,718","1,206","1,641","1,738","1,201","1,624","1,639","2,538","1,193","1,143",904
2021,9,80,"14,743",468,601,384,582,743,719,374,506,373,"1,039",494,407,666,567,602,345,656,416,686,666,405,526,516,739,383,460,420
2021,9,90,"2,522",59,89,57,98,102,106,66,77,91,211,81,82,92,104,94,65,111,75,112,146,102,73,64,136,75,85,69
2021,9,100,118,2,2,3,3,2,2,6,2,0,13,0,5,7,8,4,2,5,5,6,8,6,5,5,5,2,6,4
2021,10,총,"659,239","12,989","24,977","12,615","18,811","19,005","18,845","15,771","26,657","18,063","38,637","23,987","19,219","31,669","30,443","26,387","27,316","32,457","20,092","28,923","29,458","37,697","28,026","35,210","34,389","21,252","16,765","9,579"
2021,10,0,"48,769",628,"1,853",604,"1,257",841,796,996,"1,129","1,198","2,671","1,115","1,503","1,473","1,444","1,576","3,075","2,446","1,250","1,574","2,286","6,425","1,194","3,825","3,063","2,597","1,406",544
2021,10,10,"57,667",822,"1,978",930,"1,460","1,548","1,282","1,608","1,211","2,618","3,072","1,299","1,797","1,841","1,931","1,777","2,310","3,408","1,453","1,413","2,629","4,718","1,673","5,770","3,997","2,431","1,719",972
2021,10,20,"91,040","1,564","3,743","1,792","2,176","2,277","2,363","2,385","5,440","2,118","5,303","4,423","2,618","5,374","5,143","3,983","3,163","4,462","3,089","5,134","3,967","3,386","5,034","3,281","3,714","1,943","1,928","1,237"
2021,10,30,"107,123","1,795","4,095","1,740","2,664","2,137","2,159","2,225","6,250","1,663","5,484","5,286","2,776","6,819","6,405","4,604","4,856","4,689","3,452","7,287","4,603","6,716","5,984","3,600","3,998","2,746","2,141",949
2021,10,40,"107,274","1,836","3,982","1,786","2,895","2,666","2,623","2,508","3,649","3,166","5,632","3,370","3,012","4,791","4,990","3,796","4,485","5,506","2,818","4,330","4,622","7,428","4,361","8,409","6,162","4,372","2,768","1,311"
2021,10,50,"101,527","2,214","3,642","2,264","3,239","3,504","3,540","2,677","3,609","3,136","6,796","3,349","3,114","4,643","4,372","4,582","3,951","5,236","3,313","3,506","4,802","4,369","4,039","5,095","5,241","2,984","2,641","1,669"
2021,10,60,"87,273","2,454","3,362","1,996","2,861","3,303","3,521","2,062","3,254","2,607","5,874","3,090","2,737","3,986","3,723","3,824","3,582","4,222","3,008","3,224","3,953","2,886","3,503","2,979","4,769","2,527","2,471","1,495"
2021,10,70,"41,100","1,153","1,631","1,056","1,579","1,883","1,738",867,"1,525","1,090","2,552","1,471","1,161","1,978","1,746","1,540","1,477","1,711","1,207","1,649","1,767","1,243","1,631","1,655","2,552","1,195","1,143",900
2021,10,80,"14,820",462,598,388,581,741,718,372,511,374,"1,041",501,415,666,575,607,349,660,421,682,675,418,526,526,751,380,455,427
2021,10,90,"2,534",59,91,57,96,103,103,64,77,92,204,83,81,91,106,95,66,112,76,118,145,102,77,65,138,75,87,71
2021,10,100,112,2,2,2,3,2,2,7,2,1,8,0,5,7,8,3,2,5,5,6,9,6,4,5,4,2,6,4
2021,11,총,"658,841","12,923","24,904","12,556","18,730","18,971","18,772","15,721","26,631","18,018","38,626","23,885","19,183","31,611","30,340","26,286","27,309","32,352","20,046","28,944","29,553","38,427","27,952","35,105","34,343","21,309","16,777","9,567"
2021,11,0,"48,537",624,"1,847",590,"1,245",832,784,992,"1,120","1,178","2,666","1,109","1,496","1,453","1,426","1,570","3,076","2,426","1,240","1,562","2,279","6,461","1,183","3,810","3,029","2,599","1,389",551
2021,11,10,"57,694",811,"1,979",923,"1,439","1,543","1,258","1,601","1,213","2,622","3,066","1,289","1,793","1,848","1,924","1,765","2,315","3,404","1,447","1,420","2,619","4,841","1,681","5,744","4,017","2,444","1,726",962
2021,11,20,"90,706","1,557","3,704","1,789","2,160","2,256","2,352","2,380","5,429","2,108","5,295","4,368","2,616","5,362","5,121","3,934","3,124","4,441","3,077","5,100","3,970","3,511","4,988","3,270","3,688","1,945","1,928","1,233"
2021,11,30,"106,869","1,782","4,079","1,719","2,661","2,129","2,160","2,226","6,242","1,656","5,458","5,298","2,746","6,808","6,385","4,588","4,838","4,672","3,435","7,284","4,623","6,774","5,984","3,566","3,948","2,736","2,126",946
2021,11,40,"107,206","1,827","3,978","1,778","2,878","2,642","2,599","2,484","3,638","3,146","5,638","3,366","3,005","4,797","4,976","3,768","4,499","5,475","2,828","4,355","4,627","7,554","4,346","8,359","6,170","4,394","2,771","1,308"
2021,11,50,"101,643","2,211","3,632","2,259","3,228","3,507","3,534","2,679","3,602","3,122","6,799","3,316","3,130","4,628","4,356","4,574","3,959","5,227","3,302","3,515","4,802","4,550","4,029","5,114","5,241","3,003","2,661","1,663"
2021,11,60,"87,451","2,443","3,358","1,992","2,859","3,311","3,527","2,065","3,265","2,616","5,886","3,079","2,733","3,972","3,722","3,833","3,605","4,229","3,012","3,239","4,002","2,928","3,505","2,980","4,783","2,535","2,478","1,494"
2021,11,70,"41,198","1,146","1,641","1,052","1,576","1,888","1,740",862,"1,533","1,102","2,558","1,477","1,162","1,979","1,746","1,543","1,478","1,701","1,201","1,660","1,791","1,261","1,623","1,664","2,563","1,197","1,149",905
2021,11,80,"14,894",460,597,395,587,758,714,363,513,372,"1,047",500,418,669,572,613,347,663,423,682,687,439,529,527,763,378,452,426
2021,11,90,"2,543",60,87,57,94,102,102,65,75,95,207,83,80,89,108,95,66,109,77,121,143,103,80,66,137,76,91,75
