년도,월,나이,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 남구 구룡포읍,경상북도 포항시 남구 연일읍,경상북도 포항시 남구 오천읍,경상북도 포항시 남구 대송면,경상북도 포항시 남구 동해면,경상북도 포항시 남구 장기면,경상북도 포항시 남구 호미곶면,경상북도 포항시 남구 상대동,경상북도 포항시 남구 해도동,경상북도 포항시 남구 송도동,경상북도 포항시 남구 청림동,경상북도 포항시 남구 제철동,경상북도 포항시 남구 효곡동,경상북도 포항시 남구 대이동,경상북도 포항시 북구,경상북도 포항시 북구 흥해읍,경상북도 포항시 북구 신광면,경상북도 포항시 북구 청하면,경상북도 포항시 북구 송라면,경상북도 포항시 북구 기계면,경상북도 포항시 북구 죽장면,경상북도 포항시 북구 죽장면상옥출장소,경상북도 포항시 북구 기북면,경상북도 포항시 북구 중앙동,경상북도 포항시 북구 양학동,경상북도 포항시 북구 죽도동,경상북도 포항시 북구 용흥동,경상북도 포항시 북구 우창동,경상북도 포항시 북구 두호동,경상북도 포항시 북구 장량동,경상북도 포항시 북구 환여동
2021,1,50,"44,816","19,865",604,"2,923","3,961",325,871,318,138,"2,299","1,659","1,142",369,226,"2,650","2,380","24,951","3,538",227,399,200,433,168,51,86,"1,374","1,812","1,840","2,154","3,226","2,537","6,155",751
2021,1,60,"40,307","18,606",979,"2,105","3,085",431,895,491,228,"2,739","2,271","1,664",501,199,"1,766","1,252","21,701","2,963",357,578,319,608,297,100,174,"1,786","1,316","2,344","2,223","2,286","1,844","3,753",753
2021,1,70,"19,791","9,063",773,846,"1,389",276,622,443,235,"1,163","1,099",920,308,103,408,478,"10,728","1,644",274,495,258,507,240,51,147,"1,169",519,"1,239",983,947,724,"1,196",335
2021,1,80,"10,351","4,565",477,461,773,172,341,407,160,354,384,371,117,45,204,299,"5,786","1,052",262,340,216,428,194,38,116,484,226,466,417,499,331,605,112
2021,1,90,"1,770",743,72,70,104,35,60,74,28,65,52,68,21,6,49,39,"1,027",191,54,61,42,77,32,8,21,91,47,82,68,78,45,111,19
2021,1,100,81,42,4,4,11,1,2,3,1,3,6,3,0,0,2,2,39,4,3,3,0,1,0,0,3,5,4,2,5,2,1,4,2
2021,2,총,"248,631","111,660","3,732","14,965","25,823","1,684","4,910","2,082",963,"11,997","8,365","6,214","2,145","1,172","15,030","12,578","136,971","20,253","1,431","2,446","1,280","2,554","1,067",291,666,"8,033","8,678","10,032","11,317","16,555","11,610","35,949","4,809"
2021,2,0,"18,838","8,320",69,"1,110","2,724",37,260,27,13,545,291,189,93,62,"1,826","1,074","10,518","1,806",32,53,22,48,21,3,11,289,590,374,709,"1,432",768,"3,921",439
2021,2,10,"22,172","10,040",97,"1,763","2,762",72,388,72,31,715,361,330,128,96,"1,806","1,419","12,132","1,737",28,97,44,104,27,7,13,394,870,457,939,"1,469","1,154","4,242",550
2021,2,20,"24,010","10,746",173,"1,504","2,608",107,436,71,36,"1,353",663,452,204,146,"1,418","1,575","13,264","1,744",61,120,69,118,16,17,26,756,900,"1,059","1,022","1,763","1,251","3,931",411
2021,2,30,"27,841","12,261",203,"1,482","3,681",102,445,76,32,"1,233",637,414,192,119,"2,034","1,611","15,580","2,433",52,114,33,82,28,0,24,755,892,983,"1,071","2,201","1,182","5,132",598
2021,2,40,"38,266","17,263",278,"2,673","4,683",119,579,104,60,"1,524",938,655,208,161,"2,870","2,411","21,003","3,088",81,188,73,145,44,14,44,921,"1,471","1,170","1,711","2,594","1,760","6,860",839
2021,2,50,"44,787","19,822",601,"2,931","3,962",321,874,311,134,"2,271","1,651","1,133",371,229,"2,636","2,397","24,965","3,546",226,398,203,437,164,52,85,"1,371","1,816","1,839","2,155","3,241","2,533","6,149",750
2021,2,60,"40,558","18,735",985,"2,120","3,117",435,899,497,231,"2,766","2,270","1,675",496,200,"1,782","1,262","21,823","2,988",360,578,318,607,300,101,176,"1,785","1,328","2,345","2,223","2,311","1,854","3,794",755
2021,2,70,"19,842","9,075",769,847,"1,388",278,621,438,233,"1,167","1,105",920,311,104,408,486,"10,767","1,652",270,489,259,507,238,50,145,"1,176",528,"1,247",995,953,730,"1,197",331
2021,2,80,"10,434","4,593",478,462,778,175,346,409,163,354,387,374,120,48,197,302,"5,841","1,059",265,343,217,428,197,39,118,487,231,471,422,508,335,606,115
2021,2,90,"1,800",762,75,70,108,36,60,74,29,66,56,69,22,7,51,39,"1,038",196,54,63,42,77,31,8,21,94,48,84,65,81,42,113,19
2021,2,100,83,43,4,3,12,2,2,3,1,3,6,3,0,0,2,2,40,4,2,3,0,1,1,0,3,5,4,3,5,2,1,4,2
2021,3,총,"248,872","111,726","3,716","14,943","25,881","1,681","4,903","2,082",962,"11,983","8,357","6,218","2,152","1,173","15,085","12,590","137,146","20,308","1,443","2,433","1,293","2,563","1,069",294,670,"8,005","8,654","10,053","11,303","16,602","11,619","36,029","4,808"
2021,3,0,"18,770","8,275",65,"1,100","2,705",36,257,27,15,545,290,188,95,57,"1,820","1,075","10,495","1,809",32,51,24,45,21,3,10,288,594,373,701,"1,431",777,"3,899",437
2021,3,10,"22,131","10,023",102,"1,756","2,753",70,386,71,28,705,361,332,130,98,"1,837","1,394","12,108","1,755",30,90,44,108,26,7,13,396,848,448,936,"1,469","1,153","4,238",547
2021,3,20,"24,112","10,808",168,"1,482","2,644",104,428,70,35,"1,364",666,451,209,148,"1,451","1,588","13,304","1,760",62,120,68,121,17,15,27,752,897,"1,079","1,010","1,747","1,247","3,975",407
2021,3,30,"27,767","12,220",198,"1,478","3,680",98,440,77,34,"1,221",634,418,193,120,"2,019","1,610","15,547","2,422",52,113,35,80,28,0,23,752,893,977,"1,062","2,223","1,177","5,114",596
2021,3,40,"38,242","17,226",277,"2,661","4,693",120,578,103,61,"1,513",931,652,204,162,"2,868","2,403","21,016","3,091",79,184,73,145,42,13,42,924,"1,455","1,176","1,705","2,595","1,770","6,880",842
2021,3,50,"44,589","19,760",597,"2,922","3,967",317,877,304,131,"2,246","1,638","1,113",368,229,"2,635","2,416","24,829","3,531",229,400,198,442,166,50,88,"1,354","1,809","1,814","2,140","3,224","2,503","6,140",741
2021,3,60,"40,961","18,881",991,"2,150","3,149",438,899,506,227,"2,786","2,269","1,699",502,200,"1,791","1,274","22,080","3,026",363,578,326,609,301,107,177,"1,783","1,340","2,364","2,251","2,362","1,881","3,850",762
2021,3,70,"19,896","9,098",769,848,"1,383",281,622,431,234,"1,182","1,122",916,308,105,415,482,"10,798","1,651",273,487,261,507,236,51,146,"1,171",537,"1,259","1,000",949,735,"1,196",339
2021,3,80,"10,532","4,642",475,475,790,178,352,416,167,350,389,382,121,47,193,307,"5,890","1,060",266,342,222,429,199,39,120,492,229,475,431,518,331,619,118
2021,3,90,"1,813",763,74,68,109,37,62,73,29,68,54,67,22,7,54,39,"1,050",201,56,67,42,76,32,9,21,90,48,85,65,82,44,114,18
2021,3,100,59,30,0,3,8,2,2,4,1,3,3,0,0,0,2,2,29,2,1,1,0,1,1,0,3,3,4,3,2,2,1,4,1
2021,4,총,"248,981","111,805","3,716","14,934","25,941","1,672","4,894","2,085",962,"11,994","8,370","6,209","2,149","1,181","15,074","12,624","137,176","20,337","1,441","2,437","1,295","2,561","1,062",295,673,"8,013","8,632","10,046","11,302","16,548","11,625","36,081","4,828"
2021,4,0,"18,705","8,251",66,"1,091","2,707",34,256,24,14,544,287,185,95,57,"1,817","1,074","10,454","1,809",32,50,24,43,21,3,9,290,587,367,692,"1,431",772,"3,888",436
2021,4,10,"22,077","10,017",104,"1,755","2,750",66,382,74,27,699,371,329,131,97,"1,836","1,396","12,060","1,756",30,87,44,108,26,8,14,397,847,436,930,"1,453","1,152","4,222",550
2021,4,20,"24,137","10,824",169,"1,474","2,647",104,430,70,35,"1,364",660,450,208,152,"1,460","1,601","13,313","1,768",59,120,68,113,16,13,27,746,892,"1,088","1,017","1,721","1,255","4,002",408
2021,4,30,"27,646","12,173",201,"1,477","3,663",95,441,77,32,"1,215",635,414,197,123,"1,997","1,606","15,473","2,411",52,112,35,79,29,0,25,762,885,979,"1,051","2,208","1,169","5,078",598
2021,4,40,"38,309","17,254",273,"2,644","4,722",116,581,100,62,"1,512",939,653,204,165,"2,873","2,410","21,055","3,097",79,183,75,148,41,16,42,925,"1,458","1,171","1,704","2,596","1,767","6,902",851
2021,4,50,"44,527","19,720",593,"2,924","3,971",317,871,308,134,"2,243","1,624","1,107",366,225,"2,624","2,413","24,807","3,526",226,405,200,438,166,50,87,"1,346","1,800","1,793","2,146","3,207","2,514","6,163",740
2021,4,60,"41,196","19,005",994,"2,166","3,184",440,904,506,228,"2,804","2,281","1,702",495,203,"1,810","1,288","22,191","3,047",367,580,325,619,299,107,179,"1,794","1,340","2,387","2,258","2,377","1,879","3,872",761
2021,4,70,"19,914","9,108",763,851,"1,384",281,615,432,232,"1,188","1,130",920,310,105,408,489,"10,806","1,646",270,485,257,510,233,51,144,"1,161",543,"1,255","1,000",952,744,"1,214",341
2021,4,80,"10,587","4,657",481,484,795,178,350,417,165,353,388,382,121,47,193,303,"5,930","1,074",270,347,223,426,199,38,122,498,230,480,436,517,326,620,124
2021,4,90,"1,824",765,72,65,110,39,62,73,32,68,52,67,22,7,54,42,"1,059",201,55,67,44,76,31,9,21,91,47,87,66,84,46,116,18
2021,4,100,59,31,0,3,8,2,2,4,1,4,3,0,0,0,2,2,28,2,1,1,0,1,1,0,3,3,3,3,2,2,1,4,1
2021,5,총,"248,647","111,702","3,682","14,921","25,942","1,659","4,875","2,093",958,"11,989","8,356","6,184","2,152","1,174","15,084","12,633","136,945","20,342","1,451","2,429","1,292","2,542","1,063",298,673,"7,940","8,609","10,041","11,244","16,518","11,609","36,084","4,810"
2021,5,0,"18,606","8,211",66,"1,085","2,700",34,253,23,14,528,283,185,97,57,"1,821","1,065","10,395","1,799",31,48,23,42,21,3,9,286,586,369,677,"1,428",767,"3,882",424
2021,5,10,"22,058","9,996",102,"1,744","2,752",66,379,74,27,705,376,320,129,94,"1,829","1,399","12,062","1,765",31,84,43,107,26,9,14,394,850,438,928,"1,459","1,147","4,215",552
2021,5,20,"24,119","10,829",167,"1,477","2,660",101,427,70,35,"1,382",648,453,211,152,"1,464","1,582","13,290","1,770",62,118,66,110,18,13,27,743,883,"1,083","1,011","1,694","1,240","4,043",409
2021,5,30,"27,493","12,124",192,"1,474","3,639",94,438,78,32,"1,218",636,408,196,121,"1,990","1,608","15,369","2,401",51,109,33,78,27,0,24,761,883,978,"1,039","2,190","1,164","5,036",595
2021,5,40,"38,166","17,185",271,"2,625","4,723",114,575,100,61,"1,498",924,649,200,164,"2,868","2,413","20,981","3,099",81,179,70,149,43,14,43,910,"1,447","1,163","1,690","2,589","1,771","6,885",848
2021,5,50,"44,400","19,674",585,"2,928","3,969",305,873,307,133,"2,222","1,624","1,089",368,224,"2,626","2,421","24,726","3,513",229,400,207,431,162,52,88,"1,331","1,786","1,786","2,138","3,206","2,492","6,170",735
2021,5,60,"41,405","19,084",983,"2,176","3,203",448,901,509,221,"2,807","2,288","1,714",500,206,"1,824","1,304","22,321","3,067",371,591,322,623,306,110,178,"1,782","1,353","2,400","2,258","2,391","1,912","3,894",763
2021,5,70,"19,905","9,135",762,859,"1,387",279,616,433,237,"1,198","1,133",919,307,103,410,492,"10,770","1,651",268,484,257,498,228,51,145,"1,137",543,"1,250",993,957,740,"1,222",346
2021,5,80,"10,600","4,655",483,483,791,177,349,416,164,358,390,377,123,46,195,303,"5,945","1,073",270,348,225,428,201,38,121,500,228,484,441,519,328,620,121
2021,5,90,"1,840",780,70,67,110,39,62,79,33,70,52,70,21,7,55,45,"1,060",202,56,67,46,75,30,8,21,93,47,87,67,83,47,114,17
2021,5,100,55,29,1,3,8,2,2,4,1,3,2,0,0,0,2,1,26,2,1,1,0,1,1,0,3,3,3,3,2,2,1,3,0
2021,6,총,"248,617","111,617","3,673","14,904","25,969","1,652","4,868","2,082",960,"11,974","8,368","6,163","2,155","1,174","15,072","12,603","137,000","20,400","1,453","2,423","1,298","2,542","1,065",298,673,"7,937","8,597","10,067","11,218","16,552","11,626","36,038","4,813"
2021,6,0,"18,497","8,150",64,"1,074","2,677",33,254,27,16,514,284,184,97,59,"1,814","1,053","10,347","1,785",32,49,23,41,21,2,10,289,584,374,664,"1,437",766,"3,847",423
2021,6,10,"22,050","9,987",99,"1,737","2,760",63,380,74,26,704,378,318,129,91,"1,829","1,399","12,063","1,777",30,82,45,104,25,10,15,390,846,440,918,"1,473","1,142","4,215",551
2021,6,20,"24,175","10,824",164,"1,471","2,659",102,416,68,34,"1,387",650,451,212,150,"1,468","1,592","13,351","1,772",65,115,66,114,14,13,27,736,880,"1,101","1,011","1,701","1,241","4,084",411
2021,6,30,"27,379","12,052",192,"1,463","3,615",96,436,76,31,"1,211",635,405,191,124,"1,985","1,592","15,327","2,401",52,113,33,78,28,0,24,765,886,974,"1,038","2,181","1,159","5,001",594
2021,6,40,"38,149","17,168",269,"2,606","4,744",112,576,101,63,"1,490",922,651,201,162,"2,863","2,408","20,981","3,104",81,177,71,148,45,14,43,901,"1,444","1,162","1,683","2,596","1,775","6,892",845
2021,6,50,"44,317","19,622",573,"2,948","3,961",300,872,304,134,"2,209","1,624","1,070",370,223,"2,620","2,414","24,695","3,539",227,396,210,427,161,52,87,"1,331","1,780","1,776","2,130","3,206","2,487","6,151",735
2021,6,60,"41,559","19,158",984,"2,192","3,243",449,907,507,221,"2,819","2,283","1,712",500,208,"1,832","1,301","22,401","3,091",370,591,321,624,309,110,179,"1,778","1,357","2,409","2,258","2,398","1,933","3,898",775
2021,6,70,"19,958","9,176",767,856,"1,396",280,619,433,236,"1,205","1,143",927,309,101,411,493,"10,782","1,651",270,482,259,503,225,51,143,"1,142",546,"1,250","1,005",950,743,"1,219",343
2021,6,80,"10,649","4,680",489,488,796,175,345,415,166,363,398,375,124,49,193,304,"5,969","1,079",270,349,224,429,206,38,122,510,227,488,443,523,331,611,119
2021,6,90,"1,828",769,70,66,110,40,60,74,32,69,49,70,22,7,55,45,"1,059",200,55,68,46,73,30,8,20,92,44,90,66,85,48,117,17
2021,6,100,56,31,2,3,8,2,3,3,1,3,2,0,0,0,2,2,25,1,1,1,0,1,1,0,3,3,3,3,2,2,1,3,0
2021,7,총,"248,528","111,566","3,671","14,901","25,995","1,652","4,858","2,077",960,"11,968","8,363","6,134","2,157","1,172","15,047","12,611","136,962","20,387","1,451","2,417","1,295","2,551","1,063",301,673,"7,926","8,574","10,084","11,226","16,536","11,632","36,028","4,818"
2021,7,0,"18,420","8,106",65,"1,071","2,663",33,254,27,16,513,278,178,102,57,"1,795","1,054","10,314","1,777",28,48,22,41,21,2,10,288,583,382,662,"1,421",774,"3,835",420
2021,7,10,"22,029","9,979",99,"1,739","2,762",61,379,71,27,702,374,317,129,90,"1,830","1,399","12,050","1,779",31,85,48,106,23,10,15,386,838,452,916,"1,471","1,131","4,209",550
2021,7,20,"24,122","10,833",159,"1,481","2,672",100,408,69,33,"1,399",650,445,213,152,"1,464","1,588","13,289","1,749",65,114,65,112,15,14,26,736,861,"1,096","1,006","1,690","1,248","4,078",414
2021,7,30,"27,282","11,966",189,"1,448","3,595",96,439,76,32,"1,193",633,401,192,121,"1,969","1,582","15,316","2,401",50,111,32,78,28,0,24,767,889,973,"1,046","2,170","1,165","4,991",591
2021,7,40,"38,037","17,120",270,"2,595","4,743",113,571,103,62,"1,475",917,644,194,161,"2,869","2,403","20,917","3,102",79,177,73,149,45,15,40,893,"1,429","1,157","1,675","2,594","1,762","6,883",844
2021,7,50,"44,281","19,600",571,"2,936","3,969",301,871,302,132,"2,206","1,622","1,051",370,223,"2,613","2,433","24,681","3,547",229,397,208,430,162,52,89,"1,326","1,778","1,774","2,126","3,205","2,474","6,146",738
2021,7,60,"41,793","19,263",994,"2,206","3,268",451,911,507,223,"2,827","2,292","1,722",496,212,"1,845","1,309","22,530","3,102",375,586,320,625,310,110,181,"1,783","1,369","2,415","2,273","2,411","1,954","3,938",778
2021,7,70,"20,005","9,198",758,871,"1,398",281,621,434,234,"1,207","1,140",929,315,100,413,497,"10,807","1,651",270,482,257,505,225,51,143,"1,138",549,"1,255","1,007",961,745,"1,222",346
2021,7,80,"10,671","4,693",492,486,807,173,340,410,169,375,401,377,123,49,192,299,"5,978","1,075",267,348,225,430,205,39,122,515,231,491,446,529,330,606,119
2021,7,90,"1,831",778,72,65,111,41,61,75,31,68,54,70,23,7,55,45,"1,053",203,56,67,45,74,28,8,20,91,44,86,67,81,48,117,18
2021,7,100,57,30,2,3,7,2,3,3,1,3,2,0,0,0,2,2,27,1,1,2,0,1,1,0,3,3,3,3,2,3,1,3,0
2021,8,총,"248,507","111,394","3,660","14,871","25,989","1,643","4,824","2,081",957,"11,938","8,338","6,121","2,172","1,183","15,019","12,598","137,113","20,353","1,455","2,420","1,285","2,551","1,066",303,672,"7,891","8,527","10,068","11,219","16,963","11,643","35,886","4,811"
2021,8,0,"18,349","8,045",66,"1,062","2,647",32,247,27,17,511,270,175,101,57,"1,782","1,051","10,304","1,769",29,48,21,40,19,2,8,287,570,372,652,"1,508",771,"3,795",413
2021,8,10,"21,999","9,960",99,"1,739","2,754",62,371,71,25,701,374,318,128,89,"1,826","1,403","12,039","1,756",30,87,49,103,23,10,15,387,835,440,911,"1,512","1,137","4,191",553
2021,8,20,"24,091","10,782",161,"1,471","2,675",93,409,68,35,"1,372",648,441,216,160,"1,463","1,570","13,309","1,756",66,117,62,115,16,14,26,735,851,"1,097","1,016","1,722","1,250","4,050",416
2021,8,30,"27,179","11,893",189,"1,430","3,573",97,426,77,31,"1,196",626,393,193,122,"1,960","1,580","15,286","2,383",51,111,32,79,27,0,22,745,875,963,"1,030","2,280","1,165","4,938",585
2021,8,40,"37,981","17,056",263,"2,582","4,733",109,566,108,61,"1,463",906,641,197,162,"2,868","2,397","20,925","3,091",79,177,70,147,45,15,40,898,"1,422","1,160","1,675","2,665","1,747","6,849",845
2021,8,50,"44,311","19,600",566,"2,944","3,980",301,867,299,132,"2,206","1,618","1,045",376,224,"2,604","2,438","24,711","3,552",230,392,207,426,165,52,89,"1,310","1,775","1,771","2,110","3,238","2,488","6,167",739
2021,8,60,"41,913","19,312",992,"2,218","3,301",451,911,508,216,"2,826","2,294","1,725",497,213,"1,847","1,313","22,601","3,110",374,586,315,625,310,111,181,"1,776","1,372","2,415","2,296","2,457","1,959","3,935",779
2021,8,70,"20,066","9,220",758,869,"1,401",280,623,432,239,"1,212","1,144",934,312,99,416,501,"10,846","1,651",272,481,262,510,223,51,145,"1,141",548,"1,264","1,007",967,748,"1,233",343
2021,8,80,"10,717","4,718",490,487,809,175,341,412,168,382,400,381,127,50,198,298,"5,999","1,080",266,351,220,431,209,40,123,517,232,494,452,529,329,606,120
2021,8,90,"1,840",776,74,66,109,41,60,75,32,66,56,67,25,7,53,45,"1,064",204,57,68,47,74,28,7,20,92,44,89,68,82,48,118,18
2021,8,100,61,32,2,3,7,2,3,4,1,3,2,1,0,0,2,2,29,1,1,2,0,1,1,1,3,3,3,3,2,3,1,4,0
2021,9,총,"248,408","111,264","3,641","14,858","26,000","1,636","4,804","2,085",953,"11,913","8,321","6,119","2,175","1,177","14,979","12,603","137,144","20,377","1,457","2,410","1,286","2,556","1,067",301,672,"7,848","8,527","10,051","11,221","17,077","11,649","35,827","4,818"
2021,9,0,"18,226","7,986",66,"1,064","2,622",31,242,27,16,508,266,171,102,55,"1,763","1,053","10,240","1,753",29,46,21,41,19,2,8,282,565,360,639,"1,525",762,"3,769",419
2021,9,10,"22,009","9,948",100,"1,728","2,761",60,368,71,26,699,372,314,127,88,"1,838","1,396","12,061","1,765",30,85,50,102,22,9,13,379,837,443,908,"1,527","1,138","4,197",556
2021,9,20,"23,968","10,728",157,"1,455","2,677",93,404,66,35,"1,379",654,439,215,155,"1,440","1,559","13,240","1,752",64,114,61,114,15,13,24,720,844,"1,087","1,010","1,721","1,251","4,038",412
2021,9,30,"27,120","11,847",187,"1,429","3,566",94,424,79,29,"1,181",613,392,192,121,"1,955","1,585","15,273","2,374",52,109,32,78,27,0,25,736,877,975,"1,039","2,302","1,161","4,904",582
2021,9,40,"37,933","17,015",260,"2,582","4,739",111,552,113,62,"1,458",903,629,199,162,"2,867","2,378","20,918","3,083",79,176,70,144,45,14,40,900,"1,415","1,159","1,670","2,678","1,755","6,852",838
2021,9,50,"44,334","19,594",562,"2,940","3,993",299,865,294,132,"2,186","1,618","1,052",378,227,"2,591","2,457","24,740","3,580",229,397,204,419,165,51,87,"1,310","1,776","1,756","2,120","3,260","2,478","6,166",742
2021,9,60,"42,014","19,338",984,"2,227","3,313",452,920,511,217,"2,820","2,285","1,726",496,212,"1,857","1,318","22,676","3,129",377,583,315,640,312,112,182,"1,771","1,379","2,410","2,298","2,467","1,969","3,947",785
2021,9,70,"20,125","9,251",760,877,"1,406",277,623,431,234,"1,229","1,146",934,314,100,417,503,"10,874","1,649",274,477,264,514,223,52,143,"1,138",554,"1,270","1,013",974,753,"1,232",344
2021,9,80,"10,754","4,739",491,488,803,174,344,414,170,382,404,392,127,50,195,305,"6,015","1,085",264,351,219,427,208,40,126,518,234,500,454,534,333,601,121
2021,9,90,"1,862",786,72,65,113,43,59,75,32,68,57,69,25,7,54,47,"1,076",205,58,70,50,76,30,7,21,91,43,88,68,86,48,116,19
2021,9,100,63,32,2,3,7,2,3,4,0,3,3,1,0,0,2,2,31,2,1,2,0,1,1,1,3,3,3,3,2,3,1,5,0
2021,10,총,"248,368","111,235","3,639","14,843","26,036","1,635","4,814","2,082",944,"11,880","8,336","6,104","2,175","1,183","14,982","12,582","137,133","20,398","1,461","2,409","1,286","2,565","1,068",302,670,"7,845","8,492","10,079","11,210","17,083","11,676","35,788","4,801"
2021,10,0,"18,130","7,947",66,"1,050","2,618",33,243,26,15,502,266,169,104,56,"1,762","1,037","10,183","1,759",30,47,22,41,19,2,9,281,561,354,630,"1,520",771,"3,726",411
2021,10,10,"21,980","9,937",102,"1,722","2,757",62,372,70,25,693,372,312,126,88,"1,838","1,398","12,043","1,761",31,86,49,101,21,9,13,378,829,451,889,"1,524","1,138","4,209",554
2021,10,20,"23,946","10,707",151,"1,460","2,685",92,401,68,34,"1,361",655,441,213,155,"1,435","1,556","13,239","1,747",63,111,62,118,16,14,24,715,838,"1,094","1,019","1,723","1,250","4,031",414
2021,10,30,"26,998","11,817",187,"1,413","3,554",93,419,79,28,"1,183",614,393,197,122,"1,963","1,572","15,181","2,366",51,109,32,77,25,0,23,738,862,974,"1,036","2,298","1,162","4,853",575
2021,10,40,"37,893","16,980",262,"2,573","4,749",113,552,111,58,"1,453",899,626,197,158,"2,868","2,361","20,913","3,084",83,175,70,147,46,14,43,903,"1,405","1,161","1,662","2,675","1,748","6,863",834
2021,10,50,"44,333","19,600",558,"2,943","4,017",297,868,292,132,"2,170","1,610","1,043",377,233,"2,584","2,476","24,733","3,588",225,392,198,415,166,51,87,"1,308","1,766","1,763","2,120","3,252","2,484","6,172",746
2021,10,60,"42,152","19,388",986,"2,246","3,321",454,924,512,216,"2,821","2,292","1,722",495,214,"1,863","1,322","22,764","3,137",377,585,319,645,310,112,181,"1,772","1,389","2,411","2,313","2,481","1,979","3,970",783
2021,10,70,"20,188","9,284",757,875,"1,408",275,631,432,234,"1,248","1,162",932,313,100,418,499,"10,904","1,651",274,474,263,515,222,51,142,"1,140",560,"1,275","1,017",986,761,"1,229",344
2021,10,80,"10,812","4,761",496,493,806,171,343,412,169,379,408,398,129,51,196,310,"6,051","1,098",264,358,220,430,210,41,124,519,234,503,454,533,334,608,121
2021,10,90,"1,875",781,72,65,114,43,58,76,33,67,54,67,24,6,53,49,"1,094",206,62,70,51,75,32,7,21,90,45,90,68,88,48,122,19
2021,10,100,61,33,2,3,7,2,3,4,0,3,4,1,0,0,2,2,28,1,1,2,0,1,1,1,3,1,3,3,2,3,1,5,0
2021,11,총,"248,356","111,295","3,640","14,857","26,085","1,631","4,819","2,081",940,"11,843","8,338","6,112","2,184","1,179","15,020","12,566","137,061","20,388","1,465","2,426","1,280","2,558","1,064",306,664,"7,854","8,455","10,083","11,209","17,088","11,639","35,762","4,820"
2021,11,0,"18,039","7,948",65,"1,044","2,619",33,243,26,14,498,267,172,105,55,"1,770","1,037","10,091","1,749",31,47,22,40,19,3,9,281,556,349,615,"1,509",768,"3,685",408
2021,11,10,"21,991","9,946",102,"1,719","2,764",63,374,69,25,691,367,311,126,88,"1,849","1,398","12,045","1,749",32,89,46,98,20,10,13,385,820,458,889,"1,526","1,118","4,229",563
2021,11,20,"23,928","10,710",151,"1,470","2,687",91,399,67,35,"1,353",648,438,219,159,"1,442","1,551","13,218","1,745",62,112,63,120,16,16,22,722,839,"1,090","1,023","1,709","1,246","4,018",415
2021,11,30,"26,852","11,747",184,"1,400","3,541",94,412,78,28,"1,175",616,395,198,119,"1,955","1,552","15,105","2,364",52,103,32,77,25,0,20,741,850,975,"1,020","2,287","1,154","4,837",568
2021,11,40,"37,948","17,031",265,"2,575","4,776",114,554,110,56,"1,447",900,631,199,152,"2,878","2,374","20,917","3,081",84,177,71,142,45,15,42,905,"1,400","1,162","1,666","2,686","1,754","6,848",839
2021,11,50,"44,288","19,575",556,"2,941","4,026",292,868,290,135,"2,161","1,612","1,029",370,235,"2,583","2,477","24,713","3,592",224,397,200,415,167,50,88,"1,297","1,759","1,752","2,129","3,244","2,469","6,179",751
2021,11,60,"42,265","19,418",988,"2,261","3,328",454,932,511,216,"2,809","2,291","1,727",498,211,"1,871","1,321","22,847","3,148",374,593,317,646,310,113,179,"1,779","1,390","2,419","2,315","2,509","1,985","3,988",782
2021,11,70,"20,240","9,319",759,883,"1,416",274,626,433,228,"1,256","1,173",934,316,103,423,495,"10,921","1,646",279,472,262,508,216,51,140,"1,128",563,"1,281","1,026",994,763,"1,239",353
2021,11,80,"10,857","4,774",496,492,806,171,352,414,167,385,407,405,128,51,192,308,"6,083","1,109",265,364,218,435,213,40,127,523,232,502,456,529,330,617,123
2021,11,90,"1,890",795,72,69,115,43,56,79,36,66,53,69,25,6,55,51,"1,095",204,61,70,49,77,32,7,21,92,45,92,68,91,52,116,18
2021,11,100,58,32,2,3,7,2,3,4,0,2,4,1,0,0,2,2,26,1,1,2,0,0,1,1,3,1,1,3,2,4,0,6,0
2021,12,총,"248,560","111,363","3,636","14,857","26,115","1,632","4,850","2,064",943,"11,889","8,331","6,090","2,172","1,185","15,027","12,572","137,197","20,420","1,473","2,422","1,291","2,554","1,071",305,664,"7,871","8,465","10,113","11,212","17,082","11,651","35,765","4,838"
2021,12,0,"17,969","7,909",63,"1,025","2,601",34,246,24,16,501,266,167,106,55,"1,773","1,032","10,060","1,747",33,47,25,41,19,3,10,281,550,346,615,"1,500",775,"3,659",409
2021,12,10,"21,975","9,942",103,"1,706","2,759",65,376,70,25,697,363,307,124,87,"1,862","1,398","12,033","1,742",34,86,46,97,19,10,13,387,814,465,880,"1,520","1,116","4,238",566
2021,12,20,"23,944","10,708",153,"1,484","2,697",90,399,65,35,"1,352",662,434,215,167,"1,419","1,536","13,236","1,751",64,112,65,116,19,16,22,721,855,"1,092","1,016","1,716","1,239","4,014",418
2021,12,30,"26,833","11,724",171,"1,392","3,521",96,422,80,29,"1,186",607,389,195,117,"1,950","1,569","15,109","2,367",53,104,35,77,26,0,20,743,851,985,"1,020","2,273","1,158","4,830",567
2021,12,40,"37,990","17,062",263,"2,572","4,799",115,558,110,57,"1,459",903,628,194,152,"2,883","2,369","20,928","3,100",84,177,70,143,46,15,42,903,"1,375","1,159","1,659","2,684","1,759","6,865",847
