년도,월,나이,인천광역시 서구,인천광역시 서구 검암경서동,인천광역시 서구 연희동,인천광역시 서구 청라1동,인천광역시 서구 청라2동,인천광역시 서구 청라3동,인천광역시 서구 가정1동,인천광역시 서구 가정2동,인천광역시 서구 가정3동,인천광역시 서구 석남1동,인천광역시 서구 석남2동,인천광역시 서구 석남3동,인천광역시 서구 신현원창동,인천광역시 서구 가좌1동,인천광역시 서구 가좌2동,인천광역시 서구 가좌3동,인천광역시 서구 가좌4동,인천광역시 서구 검단동,인천광역시 서구 불로대곡동,인천광역시 서구 원당동,인천광역시 서구 당하동,인천광역시 서구 오류왕길동,인천광역시 서구 마전동,인천광역시 서구 아라동
2020,4,70,"10,808",760,958,265,532,230,595,130,204,649,484,446,730,375,469,599,300,694,572,423,387,556,450,
2020,4,80,"3,239",205,389,101,138,60,136,28,80,160,134,120,177,106,139,168,79,207,221,151,145,165,130,
2020,4,90,314,22,44,4,17,6,12,4,5,19,13,7,12,12,19,18,17,14,15,10,16,15,13,
2020,4,100,29,3,4,0,0,1,2,3,0,4,0,0,1,2,0,1,2,3,1,1,1,0,0,
2020,5,총,"274,679","23,570","21,395","15,707","24,487","13,456","14,341","3,533","5,058","11,824","7,114","7,593","16,276","6,448","10,073","8,489","5,637","17,212","11,580","12,457","14,199","12,698","11,532",
2020,5,0,"26,731","2,551","1,286","2,106","3,708","2,199","1,793",183,261,669,407,373,"1,440",328,747,374,391,"1,479","1,039","1,409","1,591","1,223","1,174",
2020,5,10,"29,229","2,358","1,930","2,215","3,191","1,794","1,095",239,414,857,507,656,"1,529",462,985,703,435,"1,794","1,481","1,805","1,731","1,417","1,631",
2020,5,20,"38,207","3,399","3,610","1,871","2,964","1,458","1,825",611,868,"1,827","1,003","1,257","2,283",919,"1,635","1,249",754,"2,533","1,537","1,389","1,939","1,693","1,583",
2020,5,30,"41,575","4,437","2,734","2,985","4,044","2,323","2,607",512,680,"1,724",898,914,"2,349",877,"1,330","1,071",901,"2,646","1,338","1,697","2,359","1,687","1,462",
2020,5,40,"48,957","4,493","3,333","3,217","4,966","2,701","2,385",478,695,"1,823","1,075","1,171","2,601","1,084","1,450","1,191",842,"3,067","2,305","2,835","2,760","2,272","2,213",
2020,5,50,"47,390","3,427","4,497","2,030","3,264","1,771","2,325",843,"1,116","2,406","1,453","1,610","3,047","1,392","1,907","1,725","1,049","3,098","2,060","1,919","2,248","2,282","1,921",
2020,5,60,"28,121","1,912","2,594",913,"1,657",906,"1,563",497,736,"1,682","1,137","1,035","2,093",893,"1,392","1,379",870,"1,678","1,010",816,"1,015","1,389",954,
2020,5,70,"10,878",766,973,266,537,234,596,134,206,655,488,448,745,370,470,608,299,693,569,423,392,555,451,
2020,5,80,"3,248",204,386,100,140,63,138,29,77,158,132,122,176,109,138,169,77,208,226,153,148,165,130,
2020,5,90,313,20,47,4,16,6,12,4,5,19,14,7,12,12,19,19,17,13,14,10,15,15,13,
2020,5,100,30,3,5,0,0,1,2,3,0,4,0,0,1,2,0,1,2,3,1,1,1,0,0,
2020,6,총,"274,761","23,555","21,299","15,673","24,512","13,815","14,336","3,532","5,021","11,819","7,077","7,566","16,243","6,459","10,065","8,480","5,641","17,154","11,615","12,463","14,202","12,704","11,530",
2020,6,0,"26,689","2,532","1,270","2,103","3,703","2,258","1,797",177,256,675,397,372,"1,434",330,750,371,389,"1,472","1,035","1,410","1,574","1,220","1,164",
2020,6,10,"29,225","2,357","1,915","2,207","3,181","1,835","1,102",243,409,854,501,645,"1,535",455,986,696,435,"1,780","1,488","1,806","1,735","1,415","1,645",
2020,6,20,"38,117","3,394","3,592","1,870","2,963","1,497","1,808",601,868,"1,820",995,"1,245","2,261",923,"1,619","1,255",749,"2,538","1,535","1,388","1,936","1,685","1,575",
2020,6,30,"41,475","4,420","2,707","2,954","4,065","2,402","2,585",511,675,"1,717",898,899,"2,324",886,"1,335","1,073",901,"2,618","1,342","1,697","2,337","1,676","1,453",
2020,6,40,"49,010","4,490","3,315","3,228","4,960","2,773","2,394",481,685,"1,825","1,064","1,187","2,597","1,071","1,450","1,181",850,"3,051","2,313","2,825","2,775","2,274","2,221",
2020,6,50,"47,298","3,429","4,460","2,030","3,269","1,813","2,320",839,"1,109","2,386","1,441","1,598","3,046","1,384","1,896","1,718","1,046","3,075","2,060","1,935","2,255","2,271","1,918",
2020,6,60,"28,397","1,926","2,622",915,"1,671",929,"1,576",512,731,"1,696","1,151","1,045","2,105",917,"1,402","1,385",867,"1,699","1,027",819,"1,027","1,413",962,
2020,6,70,"10,946",778,982,263,541,240,597,133,208,666,484,446,753,368,469,611,307,700,571,420,396,567,446,
2020,6,80,"3,256",205,386,99,143,61,143,28,75,156,132,122,175,111,138,170,78,205,228,153,148,168,132,
2020,6,90,315,20,46,4,15,6,12,4,5,20,14,7,12,12,20,19,17,13,14,9,18,14,14,
2020,6,100,33,4,4,0,1,1,2,3,0,4,0,0,1,2,0,1,2,3,2,1,1,1,0,
2020,7,총,"274,755","23,530","21,241","15,693","24,434","14,269","14,287","3,520","5,018","11,786","7,054","7,530","16,230","6,445","10,069","8,479","5,652","17,126","11,582","12,480","14,180","12,657","11,493",
2020,7,0,"26,637","2,519","1,270","2,109","3,658","2,361","1,780",177,254,656,387,376,"1,438",330,750,365,391,"1,468","1,017","1,410","1,569","1,209","1,143",
2020,7,10,"29,188","2,361","1,899","2,204","3,188","1,866","1,109",236,413,853,502,629,"1,529",456,985,693,434,"1,776","1,483","1,801","1,729","1,405","1,637",
2020,7,20,"37,987","3,384","3,559","1,885","2,951","1,535","1,786",597,860,"1,810",996,"1,246","2,246",923,"1,607","1,249",738,"2,531","1,515","1,393","1,926","1,674","1,576",
2020,7,30,"41,377","4,396","2,692","2,952","4,026","2,502","2,551",514,676,"1,695",891,900,"2,333",884,"1,328","1,079",906,"2,594","1,349","1,694","2,323","1,655","1,437",
2020,7,40,"48,992","4,474","3,299","3,205","4,962","2,881","2,411",474,677,"1,842","1,057","1,172","2,589","1,056","1,463","1,168",853,"3,055","2,302","2,834","2,757","2,255","2,206",
2020,7,50,"47,295","3,449","4,438","2,045","3,266","1,845","2,308",832,"1,110","2,376","1,433","1,584","3,028","1,377","1,882","1,722","1,048","3,073","2,055","1,939","2,265","2,286","1,934",
2020,7,60,"28,644","1,941","2,657",927,"1,692",963,"1,585",517,736,"1,700","1,158","1,046","2,117",920,"1,417","1,396",871,"1,700","1,046",822,"1,042","1,418",973,
2020,7,70,"11,021",780,983,266,533,249,600,138,212,674,486,446,757,375,478,615,314,708,569,422,402,573,441,
2020,7,80,"3,268",202,395,96,143,61,141,28,75,157,130,123,180,109,139,172,80,204,230,155,149,167,132,
2020,7,90,313,20,45,4,14,5,14,4,5,19,14,8,12,13,20,19,15,14,14,9,17,14,14,
2020,7,100,33,4,4,0,1,1,2,3,0,4,0,0,1,2,0,1,2,3,2,1,1,1,0,
2020,8,총,"274,487","23,457","21,184","15,648","24,385","14,637","14,271","3,502","4,989","11,781","7,021","7,483","16,194","6,455","10,052","8,469","5,666","17,090","11,528","12,441","14,153","12,634","11,447",
2020,8,0,"26,540","2,502","1,260","2,084","3,645","2,425","1,774",177,251,655,377,371,"1,426",331,746,367,390,"1,464","1,014","1,411","1,554","1,191","1,125",
2020,8,10,"29,124","2,347","1,893","2,214","3,183","1,906","1,111",220,411,845,493,624,"1,522",455,985,690,434,"1,774","1,479","1,785","1,725","1,400","1,628",
2020,8,20,"37,870","3,383","3,554","1,875","2,925","1,573","1,778",602,839,"1,810",988,"1,222","2,242",916,"1,578","1,240",738,"2,516","1,523","1,390","1,934","1,671","1,573",
2020,8,30,"41,235","4,359","2,669","2,942","4,002","2,589","2,535",509,681,"1,696",885,904,"2,319",894,"1,323","1,072",911,"2,572","1,314","1,666","2,311","1,654","1,428",
2020,8,40,"48,872","4,459","3,282","3,176","4,969","2,964","2,399",473,673,"1,822","1,044","1,161","2,580","1,049","1,463","1,176",859,"3,057","2,283","2,810","2,739","2,241","2,193",
2020,8,50,"47,301","3,447","4,419","2,051","3,278","1,876","2,308",826,"1,097","2,382","1,432","1,574","3,028","1,370","1,890","1,713","1,042","3,056","2,055","1,969","2,266","2,283","1,939",
2020,8,60,"28,847","1,946","2,673",933,"1,701",983,"1,604",518,744,"1,710","1,166","1,050","2,128",940,"1,420","1,406",883,"1,709","1,045",824,"1,055","1,434",975,
2020,8,70,"11,044",792,985,273,521,255,596,140,214,681,492,444,753,375,487,613,311,714,563,421,397,580,437,
2020,8,80,"3,308",200,398,96,146,60,150,30,74,158,130,125,182,110,140,172,81,211,235,156,153,165,136,
2020,8,90,313,19,46,4,14,5,14,4,5,18,14,8,13,13,20,19,15,14,15,8,18,14,13,
2020,8,100,33,3,5,0,1,1,2,3,0,4,0,0,1,2,0,1,2,3,2,1,1,1,0,
2020,9,총,"274,441","23,392","21,146","15,645","24,366","14,847","14,215","3,502","4,969","11,773","7,016","7,420","16,156","6,495","10,053","8,460","5,640","17,069","11,547","12,450","14,168","12,643","11,469",
2020,9,0,"26,335","2,486","1,247","2,062","3,606","2,435","1,755",180,246,646,376,365,"1,404",331,742,362,386,"1,452","1,007","1,394","1,552","1,182","1,119",
2020,9,10,"29,112","2,339","1,872","2,222","3,208","1,926","1,100",215,410,841,490,626,"1,522",458,984,690,430,"1,758","1,477","1,793","1,731","1,391","1,629",
2020,9,20,"37,852","3,371","3,548","1,895","2,912","1,597","1,771",606,835,"1,794",990,"1,200","2,233",928,"1,578","1,234",728,"2,514","1,537","1,401","1,930","1,668","1,582",
2020,9,30,"41,099","4,313","2,674","2,903","3,975","2,622","2,509",509,677,"1,713",882,903,"2,298",906,"1,319","1,063",905,"2,538","1,317","1,666","2,311","1,667","1,429",
2020,9,40,"48,827","4,450","3,251","3,190","4,984","3,029","2,389",475,673,"1,801","1,041","1,142","2,584","1,043","1,463","1,173",851,"3,059","2,283","2,798","2,728","2,232","2,188",
2020,9,50,"47,362","3,459","4,418","2,061","3,282","1,903","2,315",822,"1,086","2,373","1,434","1,570","3,018","1,375","1,895","1,710","1,037","3,061","2,057","1,985","2,280","2,282","1,939",
2020,9,60,"29,083","1,954","2,699",938,"1,720","1,008","1,611",518,749,"1,737","1,165","1,044","2,143",950,"1,422","1,417",890,"1,736","1,049",820,"1,064","1,459",990,
2020,9,70,"11,093",796,984,274,519,260,597,140,218,685,490,441,758,377,490,613,313,721,566,427,399,581,444,
2020,9,80,"3,323",203,402,95,146,59,151,30,70,161,133,121,182,111,139,177,83,211,238,155,154,166,136,
2020,9,90,320,18,45,5,13,7,15,4,5,18,15,8,13,14,21,20,15,15,14,10,18,14,13,
2020,9,100,35,3,6,0,1,1,2,3,0,4,0,0,1,2,0,1,2,4,2,1,1,1,0,
2020,10,총,"274,290","23,348","21,109","15,621","24,367","14,991","14,212","3,489","4,961","11,763","6,986","7,304","16,158","6,531","10,025","8,461","5,620","17,086","11,555","12,437","14,153","12,646","11,467",
2020,10,0,"26,148","2,448","1,231","2,036","3,604","2,446","1,745",173,243,646,369,358,"1,416",336,737,348,388,"1,433",995,"1,386","1,522","1,173","1,115",
2020,10,10,"29,065","2,337","1,854","2,211","3,223","1,938","1,100",213,411,835,489,616,"1,503",460,981,685,428,"1,769","1,480","1,779","1,740","1,385","1,628",
2020,10,20,"37,837","3,361","3,558","1,897","2,892","1,632","1,772",600,823,"1,784",988,"1,171","2,244",937,"1,560","1,244",715,"2,524","1,535","1,414","1,936","1,668","1,582",
2020,10,30,"40,898","4,292","2,645","2,893","3,967","2,628","2,497",499,678,"1,705",871,881,"2,297",920,"1,319","1,051",895,"2,528","1,311","1,655","2,305","1,655","1,406",
2020,10,40,"48,749","4,442","3,258","3,178","4,980","3,068","2,378",471,677,"1,797","1,029","1,128","2,562","1,039","1,455","1,168",845,"3,058","2,286","2,777","2,722","2,239","2,192",
2020,10,50,"47,475","3,467","4,399","2,082","3,302","1,933","2,319",829,"1,085","2,387","1,433","1,537","3,011","1,384","1,885","1,708","1,044","3,057","2,068","2,000","2,290","2,299","1,956",
2020,10,60,"29,259","1,974","2,727",944,"1,719","1,011","1,626",524,750,"1,736","1,169","1,050","2,162",944,"1,434","1,433",890,"1,759","1,052",825,"1,070","1,467",993,
2020,10,70,"11,161",798,987,277,519,268,605,144,219,692,492,435,764,384,490,622,314,728,571,432,395,582,443,
2020,10,80,"3,340",208,399,98,146,59,153,29,70,160,130,121,185,112,143,181,84,210,239,157,154,163,139,
2020,10,90,323,18,45,5,14,7,15,4,5,17,16,7,13,13,21,20,15,16,16,11,18,14,13,
2020,10,100,35,3,6,0,1,1,2,3,0,4,0,0,1,2,0,1,2,4,2,1,1,1,0,
2020,11,총,"274,090","23,339","21,086","15,620","24,350","15,055","14,205","3,495","4,936","11,715","6,971","7,226","16,109","6,555","10,007","8,450","5,634","17,107","11,563","12,440","14,148","12,618","11,461",
2020,11,0,"25,979","2,431","1,219","2,032","3,601","2,435","1,738",168,235,635,361,356,"1,400",338,743,337,390,"1,431",991,"1,372","1,508","1,156","1,102",
2020,11,10,"29,046","2,341","1,849","2,210","3,224","1,954","1,112",213,404,816,494,602,"1,502",465,971,680,432,"1,774","1,471","1,784","1,724","1,384","1,640",
2020,11,20,"37,748","3,349","3,548","1,899","2,891","1,629","1,763",598,825,"1,777",979,"1,174","2,225",935,"1,554","1,245",714,"2,516","1,533","1,417","1,954","1,655","1,568",
2020,11,30,"40,750","4,274","2,639","2,875","3,918","2,633","2,481",494,669,"1,702",860,874,"2,312",925,"1,310","1,044",892,"2,528","1,317","1,658","2,289","1,652","1,404",
2020,11,40,"48,702","4,445","3,241","3,189","4,989","3,084","2,390",477,672,"1,774","1,037","1,101","2,535","1,047","1,453","1,166",848,"3,060","2,274","2,778","2,718","2,231","2,193",
2020,11,50,"47,458","3,470","4,411","2,082","3,305","1,945","2,315",834,"1,072","2,391","1,422","1,511","2,999","1,383","1,882","1,703","1,043","3,044","2,086","2,009","2,302","2,301","1,948",
2020,11,60,"29,486","1,994","2,744",953,"1,739","1,034","1,630",531,767,"1,740","1,173","1,051","2,177",945,"1,438","1,445",896,"1,790","1,054",825,"1,083","1,472","1,005",
2020,11,70,"11,206",800,990,279,521,272,606,143,216,699,502,431,762,389,490,621,316,727,575,432,395,589,451,
2020,11,80,"3,355",213,394,97,148,61,152,30,71,158,128,120,183,113,144,187,86,217,243,152,156,165,137,
2020,11,90,325,19,45,4,13,7,16,4,5,19,15,6,13,13,22,21,15,16,17,12,18,12,13,
2020,11,100,35,3,6,0,1,1,2,3,0,4,0,0,1,2,0,1,2,4,2,1,1,1,0,
2020,12,총,"273,778","23,293","21,074","15,632","24,351","15,065","14,194","3,493","4,922","11,702","6,961","7,151","16,119","6,558","9,954","8,421","5,605","17,093","11,577","12,443","14,137","12,605","11,428",
2020,12,0,"25,830","2,405","1,223","2,017","3,584","2,426","1,740",164,232,634,350,349,"1,395",339,731,336,384,"1,424",990,"1,352","1,495","1,156","1,104",
2020,12,10,"29,021","2,350","1,835","2,215","3,243","1,953","1,100",219,403,819,493,599,"1,495",456,972,675,435,"1,761","1,457","1,794","1,724","1,381","1,642",
2020,12,20,"37,666","3,326","3,557","1,914","2,885","1,635","1,762",590,813,"1,766",976,"1,149","2,231",944,"1,539","1,242",701,"2,519","1,542","1,433","1,940","1,639","1,563",
2020,12,30,"40,572","4,269","2,631","2,865","3,869","2,625","2,467",500,662,"1,693",859,872,"2,305",929,"1,291","1,022",886,"2,525","1,317","1,643","2,287","1,667","1,388",
2020,12,40,"48,637","4,434","3,222","3,213","5,017","3,086","2,399",470,675,"1,777","1,029","1,083","2,537","1,043","1,447","1,168",848,"3,040","2,260","2,767","2,712","2,227","2,183",
2020,12,50,"47,408","3,472","4,407","2,065","3,312","1,959","2,313",830,"1,067","2,382","1,425","1,490","2,998","1,379","1,874","1,700","1,032","3,040","2,104","2,018","2,315","2,284","1,942",
2020,12,60,"29,678","2,001","2,761",961,"1,753","1,046","1,628",538,776,"1,750","1,185","1,051","2,196",952,"1,437","1,441",900,"1,820","1,063",839,"1,087","1,484","1,009",
2020,12,70,"11,225",802,990,281,524,268,612,144,217,701,500,433,769,387,494,621,314,730,580,430,398,587,443,
2020,12,80,"3,379",213,397,98,150,59,154,31,72,157,130,120,179,114,146,192,88,215,244,153,159,167,141,
2020,12,90,325,19,44,3,13,7,17,4,4,19,14,5,13,13,22,23,15,15,18,13,19,12,13,
2020,12,100,37,2,7,0,1,1,2,3,1,4,0,0,1,2,1,1,2,4,2,1,1,1,0,
2021,1,총,"273,693","23,313","21,045","15,645","24,325","15,098","14,173","3,486","4,921","11,713","6,936","7,132","16,095","6,548","9,948","8,409","5,611","17,107","11,577","12,453","14,133","12,604","11,421",
2021,1,0,"25,614","2,389","1,200","2,019","3,535","2,408","1,731",168,233,636,345,340,"1,389",337,721,337,387,"1,418",978,"1,330","1,473","1,144","1,096",
2021,1,10,"28,987","2,351","1,823","2,225","3,267","1,957","1,092",212,399,820,492,598,"1,475",454,965,666,434,"1,756","1,452","1,802","1,730","1,385","1,632",
2021,1,20,"37,585","3,312","3,549","1,893","2,866","1,652","1,755",580,805,"1,770",965,"1,153","2,240",947,"1,537","1,258",698,"2,510","1,536","1,430","1,927","1,634","1,568",
2021,1,30,"40,386","4,263","2,637","2,843","3,840","2,607","2,434",503,670,"1,684",863,875,"2,284",925,"1,287","1,005",871,"2,532","1,306","1,629","2,282","1,653","1,393",
2021,1,40,"48,592","4,436","3,196","3,218","5,010","3,106","2,417",459,669,"1,770","1,025","1,071","2,525","1,041","1,447","1,173",857,"3,029","2,258","2,773","2,701","2,238","2,173",
2021,1,50,"47,470","3,484","4,396","2,097","3,354","1,972","2,303",833,"1,066","2,370","1,413","1,468","2,994","1,368","1,874","1,685","1,030","3,046","2,120","2,042","2,328","2,277","1,950",
2021,1,60,"29,996","2,029","2,795",969,"1,759","1,062","1,649",548,784,"1,772","1,191","1,070","2,220",961,"1,449","1,450",904,"1,839","1,083",844,"1,111","1,502","1,005",
2021,1,70,"11,307",812,998,281,529,267,616,145,218,710,499,432,773,387,500,619,323,743,581,437,399,588,450,
2021,1,80,"3,393",215,399,97,152,59,157,31,72,158,129,120,181,113,145,192,90,215,244,152,162,170,140,
2021,1,90,327,20,45,3,13,7,17,4,4,19,14,5,13,13,22,23,15,15,17,13,19,12,14,
2021,1,100,36,2,7,0,0,1,2,3,1,4,0,0,1,2,1,1,2,4,2,1,1,1,0,
2021,2,총,"273,369","23,243","21,021","15,646","24,315","15,093","14,188","3,468","4,913","11,682","6,925","7,138","16,057","6,541","9,929","8,403","5,600","17,085","11,562","12,471","14,112","12,563","11,414",
2021,2,0,"25,443","2,372","1,191","2,015","3,504","2,398","1,737",160,224,632,342,340,"1,387",332,719,335,378,"1,403",976,"1,319","1,459","1,130","1,090",
2021,2,10,"28,936","2,342","1,812","2,221","3,284","1,964","1,102",208,391,815,484,597,"1,465",455,961,661,431,"1,765","1,442","1,815","1,730","1,368","1,623",
2021,2,20,"37,410","3,295","3,554","1,889","2,869","1,639","1,742",577,808,"1,745",965,"1,158","2,227",942,"1,536","1,246",688,"2,485","1,532","1,429","1,907","1,608","1,569",
2021,2,30,"40,125","4,224","2,630","2,843","3,788","2,599","2,414",502,673,"1,672",855,871,"2,263",920,"1,275","1,008",868,"2,530","1,292","1,602","2,258","1,647","1,391",
2021,2,40,"48,618","4,429","3,180","3,210","5,035","3,113","2,422",458,664,"1,757","1,026","1,073","2,548","1,043","1,440","1,167",859,"3,027","2,249","2,782","2,721","2,243","2,172",
2021,2,50,"47,435","3,482","4,381","2,100","3,356","1,978","2,298",827,"1,066","2,369","1,401","1,466","2,964","1,364","1,870","1,681","1,032","3,049","2,133","2,063","2,343","2,269","1,943",
2021,2,60,"30,289","2,046","2,819",985,"1,782","1,071","1,676",554,793,"1,793","1,208","1,080","2,230",968,"1,457","1,462",912,"1,855","1,093",855,"1,110","1,524","1,016",
2021,2,70,"11,337",813,996,282,531,268,625,144,217,716,499,430,777,390,502,624,326,740,580,438,397,586,456,
2021,2,80,"3,411",218,406,98,154,55,154,31,71,159,131,118,181,112,146,195,89,211,246,154,166,175,141,
2021,2,90,328,20,45,3,12,7,16,4,4,20,14,5,14,13,22,23,15,16,17,13,20,12,13,
2021,2,100,37,2,7,0,0,1,2,3,2,4,0,0,1,2,1,1,2,4,2,1,1,1,0,
2021,3,총,"273,008","23,228","20,991","15,659","24,280","15,161","14,176","3,472","4,900","11,655","6,908","7,096","15,963","6,544","9,889","8,411","5,588","17,054","11,546","12,468","14,080","12,534","11,405",
2021,3,0,"25,274","2,348","1,181","2,010","3,483","2,396","1,726",164,220,620,342,334,"1,385",325,711,331,379,"1,387",962,"1,306","1,454","1,123","1,087",
2021,3,10,"28,863","2,336","1,807","2,221","3,278","1,975","1,105",202,382,822,483,583,"1,465",453,952,652,432,"1,756","1,443","1,820","1,706","1,373","1,617",
2021,3,20,"37,350","3,304","3,548","1,904","2,845","1,638","1,749",587,802,"1,729",961,"1,155","2,167",947,"1,531","1,256",679,"2,498","1,531","1,445","1,908","1,597","1,569",
2021,3,30,"39,988","4,211","2,642","2,826","3,779","2,604","2,406",500,678,"1,675",859,866,"2,242",915,"1,265",993,867,"2,509","1,289","1,592","2,247","1,637","1,386",
2021,3,40,"48,482","4,418","3,163","3,210","5,024","3,134","2,408",463,656,"1,754","1,024","1,073","2,553","1,039","1,429","1,166",856,"3,025","2,228","2,764","2,694","2,235","2,166",
2021,3,50,"47,326","3,494","4,363","2,114","3,355","1,983","2,283",811,"1,058","2,350","1,379","1,453","2,932","1,370","1,861","1,688","1,019","3,053","2,139","2,076","2,347","2,253","1,945",
2021,3,60,"30,604","2,060","2,851",991,"1,810","1,093","1,704",562,809,"1,811","1,214","1,078","2,242",977,"1,469","1,477",922,"1,875","1,105",861,"1,132","1,545","1,016",
2021,3,70,"11,341",811,985,276,541,274,624,143,217,715,502,434,779,391,503,628,329,724,581,439,400,582,463,
2021,3,80,"3,426",225,401,103,151,56,156,32,72,156,130,114,185,114,147,197,88,211,249,151,171,174,143,
2021,3,90,330,19,46,4,14,7,14,5,4,21,14,6,13,11,20,23,15,15,18,14,20,14,13,
2021,3,100,24,2,4,0,0,1,1,3,2,2,0,0,0,2,1,0,2,1,1,0,1,1,0,
2021,4,총,"273,007","23,171","20,933","15,668","24,268","15,283","14,166","3,460","4,904","11,636","6,923","7,076","15,951","6,538","9,886","8,414","5,537","17,047","11,537","12,456","14,039","12,734","11,380",
2021,4,0,"25,144","2,337","1,169","2,009","3,462","2,401","1,724",160,216,605,337,333,"1,377",323,705,331,376,"1,378",947,"1,296","1,443","1,147","1,068",
2021,4,10,"28,798","2,328","1,787","2,203","3,283","1,990","1,108",199,385,816,489,582,"1,464",455,960,642,428,"1,745","1,437","1,819","1,690","1,380","1,608",
2021,4,20,"37,298","3,280","3,532","1,907","2,842","1,675","1,737",584,812,"1,729",969,"1,142","2,170",934,"1,512","1,256",664,"2,494","1,530","1,449","1,900","1,614","1,566",
2021,4,30,"39,950","4,198","2,639","2,832","3,772","2,612","2,389",502,675,"1,672",858,873,"2,237",912,"1,277","1,005",855,"2,514","1,285","1,565","2,223","1,664","1,391",
2021,4,40,"48,508","4,422","3,151","3,185","5,009","3,176","2,423",464,659,"1,750","1,022","1,061","2,537","1,039","1,421","1,167",849,"3,015","2,234","2,770","2,704","2,295","2,155",
2021,4,50,"47,297","3,474","4,347","2,142","3,359","1,981","2,275",804,"1,054","2,339","1,377","1,449","2,925","1,373","1,860","1,675","1,003","3,055","2,147","2,092","2,342","2,281","1,943",
