년도,월,나이,서울특별시 강남구,서울특별시 강남구 신사동,서울특별시 강남구 논현1동,서울특별시 강남구 논현2동,서울특별시 강남구 압구정동,서울특별시 강남구 청담동,서울특별시 강남구 삼성1동,서울특별시 강남구 삼성2동,서울특별시 강남구 대치1동,서울특별시 강남구 대치2동,서울특별시 강남구 대치4동,서울특별시 강남구 역삼1동,서울특별시 강남구 역삼2동,서울특별시 강남구 도곡1동,서울특별시 강남구 도곡2동,서울특별시 강남구 개포1동,서울특별시 강남구 개포2동,서울특별시 강남구 개포4동,서울특별시 강남구 세곡동,서울특별시 강남구 일원본동,서울특별시 강남구 일원1동,서울특별시 강남구 일원2동,서울특별시 강남구 수서동
2021,2,40,"53,111","1,648","1,995","2,003","2,646","2,604","1,164","3,459","3,383","4,064","2,313","3,014","4,655","2,042","3,634",510,"1,979","2,113","3,980","2,438","1,062","1,619",786
2021,2,50,"40,241","1,269","1,416","1,525","2,123","2,123","1,136","2,067","1,695","3,157","1,617","1,991","2,247","1,804","2,738",530,"1,980","1,981","3,071","1,912","1,287","1,350","1,222"
2021,2,60,"32,458",972,"1,280","1,280","1,771","1,644",903,"1,346","1,009","2,120",856,"1,613","1,448","1,305","1,882",651,"1,587","1,610","2,774","1,566","1,402","1,455","1,984"
2021,2,70,"18,223",802,724,811,"1,315",937,495,932,534,"1,064",604,888,955,625,"1,059",347,630,700,"1,402",560,750,904,"1,185"
2021,2,80,"6,873",320,278,279,510,338,164,274,190,337,161,296,300,274,388,136,221,226,793,251,362,295,480
2021,2,90,"1,744",64,55,67,122,95,48,66,54,86,38,80,68,62,103,37,72,62,203,93,82,60,127
2021,2,100,245,9,18,14,16,23,5,13,11,21,6,22,20,6,13,12,8,6,6,4,5,4,3
2021,3,총,"278,916","8,757","12,003","11,559","14,479","14,205","6,664","15,587","12,184","18,113","10,617","18,358","19,329","11,523","18,060","3,348","11,463","12,189","23,131","11,998","7,904","9,243","8,202"
2021,3,0,"17,505",431,360,551,"1,111",956,386,"1,090",870,912,367,500,"1,422",886,"1,410",182,840,830,"2,155",975,361,620,290
2021,3,10,"27,994",844,461,637,"1,428","1,053",532,"1,574","2,388","2,489","1,138",694,"2,848","1,270","2,685",281,"1,287","1,121","2,345","1,421",515,692,291
2021,3,20,"37,822","1,181","2,530","1,955","1,650","2,053",857,"2,007","1,164","2,168","1,760","4,244","2,541","1,547","2,119",356,"1,375","1,648","2,789","1,222","1,040",864,752
2021,3,30,"43,638","1,266","2,973","2,468","1,868","2,487","1,017","2,816",903,"1,759","1,830","5,104","2,937","1,759","2,065",359,"1,472","1,864","3,602","1,561","1,058","1,366","1,104"
2021,3,40,"52,770","1,620","1,960","2,010","2,610","2,569","1,142","3,443","3,377","4,035","2,263","3,007","4,605","2,025","3,623",492,"1,976","2,125","3,993","2,437","1,045","1,628",785
2021,3,50,"40,023","1,278","1,422","1,528","2,104","2,096","1,127","2,074","1,696","3,135","1,603","1,981","2,240","1,785","2,712",525,"1,964","1,981","3,053","1,902","1,280","1,335","1,202"
2021,3,60,"32,422",961,"1,252","1,267","1,777","1,638",901,"1,320","1,010","2,129",849,"1,593","1,449","1,299","1,893",641,"1,608","1,630","2,781","1,565","1,406","1,470","1,983"
2021,3,70,"18,077",781,716,800,"1,294",923,492,915,527,"1,064",607,866,934,616,"1,055",341,642,698,"1,414",561,742,906,"1,183"
2021,3,80,"6,853",324,275,281,502,331,164,271,188,337,162,289,285,273,389,130,223,230,794,256,366,301,482
2021,3,90,"1,684",65,49,60,124,90,44,66,53,77,37,71,61,61,101,35,68,58,200,94,86,56,128
2021,3,100,128,6,5,2,11,9,2,11,8,8,1,9,7,2,8,6,8,4,5,4,5,5,2
2021,4,총,"278,336","8,757","11,968","11,506","14,448","14,162","6,662","15,544","12,168","18,078","10,590","18,325","19,306","11,515","17,991","3,324","11,425","12,240","23,081","11,968","7,857","9,227","8,194"
2021,4,0,"17,378",429,362,539,"1,106",957,389,"1,091",859,910,360,503,"1,406",884,"1,396",182,833,836,"2,118",955,359,616,288
2021,4,10,"27,907",830,456,639,"1,427","1,054",525,"1,552","2,400","2,471","1,128",689,"2,842","1,272","2,674",277,"1,276","1,122","2,358","1,423",516,686,290
2021,4,20,"37,738","1,188","2,537","1,941","1,642","2,048",865,"1,995","1,160","2,146","1,759","4,223","2,553","1,548","2,115",350,"1,370","1,658","2,783","1,222","1,034",859,742
2021,4,30,"43,322","1,268","2,939","2,432","1,854","2,460","1,012","2,805",897,"1,753","1,817","5,091","2,907","1,746","2,036",358,"1,453","1,879","3,569","1,540","1,046","1,354","1,106"
2021,4,40,"52,638","1,617","1,961","2,010","2,589","2,564","1,136","3,419","3,367","4,030","2,260","2,996","4,590","2,027","3,615",486,"1,969","2,118","4,002","2,443","1,041","1,617",781
2021,4,50,"40,054","1,278","1,418","1,533","2,129","2,094","1,130","2,088","1,702","3,124","1,604","1,981","2,257","1,777","2,717",519,"1,961","1,985","3,054","1,894","1,267","1,339","1,203"
2021,4,60,"32,567",969,"1,246","1,271","1,779","1,633",906,"1,332","1,010","2,156",855,"1,608","1,463","1,310","1,886",641,"1,622","1,651","2,791","1,574","1,398","1,489","1,977"
2021,4,70,"18,028",780,716,792,"1,282",921,487,907,526,"1,061",606,864,936,606,"1,051",343,642,694,"1,412",568,740,902,"1,192"
2021,4,80,"6,875",322,279,288,508,331,168,278,186,336,163,289,284,279,390,127,223,232,789,252,360,304,487
2021,4,90,"1,704",71,49,59,121,92,42,66,53,83,37,72,61,64,103,36,68,61,200,93,91,56,126
2021,4,100,125,5,5,2,11,8,2,11,8,8,1,9,7,2,8,5,8,4,5,4,5,5,2
2021,5,총,"277,738","8,690","11,965","11,477","14,411","14,121","6,627","15,507","12,164","18,024","10,546","18,291","19,305","11,512","17,939","3,320","11,373","12,233","23,034","11,961","7,840","9,214","8,184"
2021,5,0,"17,258",429,361,537,"1,103",945,388,"1,076",842,908,358,488,"1,402",885,"1,385",177,828,836,"2,093",954,350,622,291
2021,5,10,"27,882",824,455,646,"1,425","1,055",524,"1,551","2,410","2,470","1,113",695,"2,830","1,264","2,666",280,"1,288","1,124","2,360","1,421",508,685,288
2021,5,20,"37,624","1,181","2,537","1,927","1,626","2,044",846,"1,996","1,163","2,116","1,744","4,219","2,573","1,552","2,113",348,"1,358","1,649","2,782","1,221","1,040",844,745
2021,5,30,"43,010","1,257","2,936","2,409","1,845","2,437","1,005","2,760",882,"1,762","1,817","5,070","2,865","1,727","2,005",354,"1,446","1,880","3,524","1,540","1,051","1,345","1,093"
2021,5,40,"52,496","1,597","1,957","2,015","2,570","2,568","1,134","3,409","3,354","3,986","2,242","3,005","4,594","2,045","3,602",488,"1,960","2,097","4,020","2,431","1,029","1,616",777
2021,5,50,"40,049","1,270","1,424","1,522","2,125","2,090","1,117","2,104","1,708","3,133","1,609","1,978","2,279","1,762","2,729",512,"1,945","1,988","3,052","1,907","1,266","1,334","1,195"
2021,5,60,"32,630",959,"1,246","1,282","1,784","1,629",919,"1,337","1,021","2,169",859,"1,597","1,462","1,321","1,885",641,"1,622","1,655","2,792","1,574","1,400","1,492","1,984"
2021,5,70,"18,052",776,714,787,"1,288",921,476,912,536,"1,059",602,857,948,611,"1,052",346,640,703,"1,416",567,744,906,"1,191"
2021,5,80,"6,920",323,281,288,510,334,174,285,186,336,163,300,285,279,393,133,215,235,791,252,359,306,492
2021,5,90,"1,701",69,48,62,123,90,42,66,54,80,38,73,60,64,101,36,67,62,202,91,89,59,125
2021,5,100,116,5,6,2,12,8,2,11,8,5,1,9,7,2,8,5,4,4,2,3,4,5,3
2021,6,총,"277,236","8,660","11,933","11,413","14,309","14,044","6,631","15,421","12,132","18,011","10,580","18,318","19,260","11,482","17,940","3,319","11,357","12,234","23,028","11,951","7,832","9,210","8,171"
2021,6,0,"17,141",423,356,538,"1,083",947,393,"1,059",828,907,355,485,"1,385",881,"1,373",168,830,836,"2,088",946,349,620,291
2021,6,10,"27,900",812,458,640,"1,429","1,053",518,"1,550","2,408","2,470","1,141",704,"2,834","1,255","2,673",285,"1,282","1,126","2,363","1,425",504,682,288
2021,6,20,"37,466","1,177","2,524","1,895","1,611","2,050",841,"1,991","1,172","2,090","1,743","4,202","2,589","1,531","2,105",353,"1,347","1,638","2,762","1,222","1,040",844,739
2021,6,30,"42,784","1,256","2,921","2,384","1,827","2,402","1,002","2,717",871,"1,768","1,818","5,089","2,833","1,717","2,004",354,"1,438","1,884","3,512","1,523","1,047","1,337","1,080"
2021,6,40,"52,465","1,574","1,958","2,015","2,547","2,566","1,126","3,396","3,335","3,982","2,255","3,038","4,568","2,047","3,599",484,"1,956","2,107","4,050","2,431","1,032","1,620",779
2021,6,50,"40,003","1,277","1,415","1,521","2,118","2,081","1,129","2,106","1,721","3,128","1,602","1,965","2,294","1,754","2,735",513,"1,939","1,996","3,037","1,902","1,254","1,331","1,185"
2021,6,60,"32,720",967,"1,252","1,283","1,778","1,625",922,"1,342","1,028","2,181",859,"1,594","1,460","1,333","1,897",641,"1,632","1,652","2,797","1,587","1,407","1,493","1,990"
2021,6,70,"18,022",779,712,786,"1,266",901,479,905,532,"1,070",602,855,940,619,"1,048",347,647,698,"1,420",568,748,908,"1,192"
2021,6,80,"6,940",321,281,288,521,328,177,285,180,333,167,305,289,281,397,132,215,235,795,248,358,309,495
2021,6,90,"1,692",69,50,61,120,83,42,63,54,78,37,72,61,62,102,36,67,58,202,96,89,61,129
2021,6,100,103,5,6,2,9,8,2,7,3,4,1,9,7,2,7,6,4,4,2,3,4,5,3
2021,7,총,"276,730","8,631","11,918","11,348","14,290","13,992","6,631","15,424","12,084","17,962","10,553","18,339","19,192","11,443","17,907","3,316","11,357","12,225","22,972","11,931","7,829","9,199","8,187"
2021,7,0,"17,028",422,360,529,"1,073",939,392,"1,045",820,908,354,486,"1,367",875,"1,366",170,833,832,"2,060",934,350,616,297
2021,7,10,"27,893",816,464,638,"1,426","1,052",517,"1,545","2,381","2,471","1,149",718,"2,838","1,261","2,666",281,"1,287","1,128","2,361","1,427",499,679,289
2021,7,20,"37,300","1,157","2,504","1,888","1,607","2,038",835,"2,008","1,169","2,069","1,732","4,215","2,556","1,507","2,104",351,"1,330","1,622","2,769","1,219","1,046",847,727
2021,7,30,"42,517","1,242","2,931","2,354","1,799","2,382",997,"2,701",855,"1,772","1,798","5,084","2,794","1,709","1,995",354,"1,441","1,899","3,460","1,497","1,046","1,327","1,080"
2021,7,40,"52,296","1,577","1,953","2,004","2,533","2,554","1,126","3,374","3,316","3,950","2,254","3,031","4,550","2,059","3,590",482,"1,952","2,092","4,039","2,436","1,026","1,606",792
2021,7,50,"40,045","1,266","1,418","1,508","2,139","2,087","1,134","2,124","1,733","3,131","1,593","1,963","2,317","1,736","2,737",514,"1,941","1,993","3,056","1,897","1,247","1,334","1,177"
2021,7,60,"32,815",972,"1,241","1,281","1,784","1,623",923,"1,357","1,031","2,184",866,"1,597","1,465","1,335","1,894",640,"1,636","1,666","2,808","1,600","1,409","1,499","2,004"
2021,7,70,"18,045",781,708,789,"1,274",901,477,910,540,"1,066",599,857,947,620,"1,052",347,651,693,"1,411",568,753,910,"1,191"
2021,7,80,"6,985",322,284,291,528,328,184,288,181,329,168,308,289,279,395,131,214,238,803,252,361,314,498
2021,7,90,"1,705",71,50,64,119,80,44,65,55,78,39,71,62,60,101,40,68,58,203,98,88,62,129
2021,7,100,101,5,5,2,8,8,2,7,3,4,1,9,7,2,7,6,4,4,2,3,4,5,3
2021,8,총,"277,882","8,612","11,891","11,338","14,236","13,980","6,621","15,364","12,068","17,856","10,609","18,335","19,178","11,386","17,882","3,289","13,138","12,234","22,885","11,874","7,800","9,132","8,174"
2021,8,0,"17,093",429,359,519,"1,061",938,390,"1,026",814,906,355,474,"1,354",874,"1,358",164,"1,043",826,"2,036",927,346,597,297
2021,8,10,"28,251",811,464,636,"1,411","1,056",512,"1,547","2,385","2,450","1,184",751,"2,867","1,255","2,671",278,"1,609","1,138","2,369","1,420",495,660,282
2021,8,20,"37,441","1,142","2,484","1,892","1,604","2,025",837,"1,991","1,170","2,060","1,763","4,226","2,541","1,502","2,090",350,"1,567","1,621","2,778","1,205","1,037",838,718
2021,8,30,"42,421","1,231","2,941","2,355","1,774","2,383",993,"2,672",852,"1,763","1,796","5,071","2,765","1,692","1,983",348,"1,595","1,887","3,399","1,487","1,042","1,313","1,079"
2021,8,40,"52,559","1,576","1,934","2,016","2,534","2,543","1,126","3,370","3,286","3,915","2,255","3,017","4,554","2,046","3,584",473,"2,397","2,103","4,026","2,417","1,017","1,584",786
2021,8,50,"40,264","1,270","1,420","1,502","2,134","2,082","1,126","2,130","1,748","3,105","1,591","1,949","2,321","1,727","2,749",509,"2,188","1,994","3,068","1,893","1,236","1,329","1,193"
2021,8,60,"32,931",980,"1,241","1,271","1,791","1,632",926,"1,351","1,035","2,181",861,"1,594","1,464","1,326","1,897",640,"1,728","1,667","2,806","1,607","1,429","1,512","1,992"
2021,8,70,"18,093",776,711,789,"1,271",904,480,914,537,"1,070",596,867,955,621,"1,047",349,695,697,"1,395",566,747,912,"1,194"
2021,8,80,"7,016",321,281,292,529,330,185,290,182,327,166,308,289,283,395,132,239,238,802,249,358,321,499
2021,8,90,"1,710",71,51,64,118,80,44,66,56,75,41,69,61,57,101,40,73,59,204,100,89,60,131
2021,8,100,103,5,5,2,9,7,2,7,3,4,1,9,7,3,7,6,4,4,2,3,4,6,3
2021,9,총,"278,095","8,604","11,874","11,315","14,229","13,888","6,605","15,420","12,038","17,820","10,589","18,294","19,162","11,345","17,859","3,286","13,805","12,233","22,896","11,862","7,759","9,104","8,108"
2021,9,0,"17,025",437,354,517,"1,055",923,388,"1,018",815,897,355,476,"1,330",868,"1,372",164,"1,081",828,"2,003",919,343,586,296
2021,9,10,"28,300",809,460,635,"1,415","1,057",517,"1,552","2,371","2,454","1,177",745,"2,887","1,254","2,653",279,"1,690","1,138","2,374","1,410",495,657,271
2021,9,20,"37,438","1,142","2,500","1,884","1,586","2,005",838,"2,015","1,159","2,036","1,769","4,227","2,527","1,494","2,093",349,"1,676","1,624","2,769","1,194","1,024",832,695
2021,9,30,"42,270","1,223","2,906","2,352","1,771","2,363",975,"2,660",842,"1,748","1,779","5,071","2,742","1,672","1,958",340,"1,677","1,876","3,395","1,490","1,038","1,324","1,068"
2021,9,40,"52,607","1,568","1,943","2,009","2,536","2,524","1,133","3,383","3,273","3,905","2,262","2,992","4,560","2,039","3,578",479,"2,524","2,094","4,031","2,415","1,011","1,570",778
2021,9,50,"40,426","1,268","1,424","1,499","2,128","2,068","1,121","2,157","1,749","3,100","1,588","1,956","2,336","1,726","2,743",510,"2,338","1,999","3,088","1,905","1,222","1,316","1,185"
2021,9,60,"33,039",983,"1,231","1,272","1,800","1,626",923,"1,351","1,051","2,210",860,"1,580","1,459","1,326","1,899",637,"1,778","1,675","2,827","1,615","1,435","1,513","1,988"
2021,9,70,"18,124",775,711,789,"1,270",906,477,918,537,"1,069",589,861,960,625,"1,055",348,719,703,"1,396",562,740,921,"1,193"
2021,9,80,"7,058",324,286,293,541,330,189,291,181,321,167,310,293,282,398,134,242,235,809,254,358,320,500
2021,9,90,"1,704",70,54,63,118,80,42,68,57,77,42,67,61,56,103,40,76,57,202,93,89,59,130
2021,9,100,104,5,5,2,9,6,2,7,3,3,1,9,7,3,7,6,4,4,2,5,4,6,4
2021,10,총,"278,405","8,598","11,812","11,271","14,180","13,793","6,589","15,681","12,075","17,947","10,564","18,314","19,200","11,332","17,817","3,277","14,106","12,213","22,887","11,828","7,721","9,085","8,115"
2021,10,0,"16,938",436,343,508,"1,046",910,382,"1,036",815,911,352,478,"1,332",857,"1,354",163,"1,100",818,"1,970",909,340,581,297
2021,10,10,"28,373",805,450,636,"1,405","1,054",517,"1,588","2,378","2,475","1,170",737,"2,894","1,262","2,657",282,"1,719","1,143","2,379","1,407",486,652,277
2021,10,20,"37,356","1,138","2,467","1,875","1,578","1,981",831,"2,039","1,158","2,042","1,760","4,230","2,544","1,480","2,083",340,"1,713","1,601","2,759","1,189","1,025",838,685
2021,10,30,"42,177","1,225","2,900","2,331","1,747","2,342",983,"2,669",838,"1,743","1,766","5,085","2,717","1,675","1,930",342,"1,732","1,878","3,384","1,471","1,033","1,307","1,079"
2021,10,40,"52,700","1,558","1,940","1,994","2,541","2,501","1,133","3,443","3,278","3,942","2,265","2,986","4,581","2,025","3,578",478,"2,586","2,086","4,039","2,397","1,006","1,563",780
2021,10,50,"40,656","1,276","1,415","1,519","2,128","2,071","1,109","2,207","1,769","3,130","1,594","1,966","2,356","1,735","2,751",507,"2,394","2,010","3,088","1,920","1,212","1,317","1,182"
2021,10,60,"33,177",988,"1,239","1,264","1,793","1,620",929,"1,385","1,061","2,238",866,"1,581","1,458","1,332","1,902",641,"1,799","1,674","2,853","1,616","1,435","1,512","1,991"
2021,10,70,"18,157",777,709,788,"1,271",901,475,941,535,"1,073",585,867,957,626,"1,057",345,735,709,"1,385",566,735,928,"1,192"
2021,10,80,"7,083",321,289,294,547,329,187,295,183,318,166,307,296,280,397,133,249,234,822,253,360,324,499
2021,10,90,"1,690",70,54,61,114,80,41,71,57,74,39,68,59,57,104,39,75,56,205,95,85,57,129
2021,10,100,98,4,6,1,10,4,2,7,3,1,1,9,6,3,4,7,4,4,3,5,4,6,4
2021,11,총,"278,238","8,582","11,752","11,240","14,158","13,734","6,568","15,829","12,062","17,981","10,515","18,331","19,098","11,315","17,785","3,266","14,253","12,228","22,871","11,794","7,693","9,077","8,106"
2021,11,0,"16,841",427,338,499,"1,041",898,387,"1,060",814,924,346,468,"1,318",848,"1,350",155,"1,115",816,"1,918",911,336,576,296
2021,11,10,"28,374",805,446,633,"1,411","1,061",510,"1,603","2,372","2,463","1,156",733,"2,893","1,270","2,654",288,"1,745","1,140","2,382","1,403",480,652,274
2021,11,20,"37,201","1,140","2,435","1,879","1,565","1,956",821,"2,036","1,147","2,027","1,749","4,244","2,516","1,469","2,064",340,"1,740","1,599","2,773","1,185","1,013",831,672
2021,11,30,"41,989","1,212","2,890","2,324","1,736","2,316",983,"2,678",845,"1,750","1,748","5,058","2,686","1,666","1,916",339,"1,748","1,877","3,364","1,450","1,036","1,293","1,074"
2021,11,40,"52,659","1,544","1,928","1,988","2,524","2,504","1,129","3,483","3,260","3,941","2,264","3,009","4,541","2,021","3,575",473,"2,604","2,084","4,022","2,399","1,008","1,564",794
2021,11,50,"40,811","1,286","1,413","1,523","2,139","2,076","1,103","2,229","1,777","3,151","1,600","1,986","2,376","1,732","2,748",504,"2,410","2,023","3,126","1,919","1,202","1,322","1,166"
2021,11,60,"33,238",996,"1,243","1,245","1,804","1,612",929,"1,412","1,067","2,235",863,"1,581","1,450","1,335","1,907",642,"1,819","1,679","2,866","1,606","1,434","1,513","2,000"
2021,11,70,"18,224",773,708,792,"1,269",899,474,949,535,"1,093",584,865,956,634,"1,064",346,744,715,"1,386",570,737,931,"1,200"
2021,11,80,"7,107",327,293,295,544,327,187,303,186,320,166,310,298,279,399,133,249,233,822,253,358,328,497
2021,11,90,"1,696",68,52,60,115,81,43,72,55,76,38,69,57,58,106,39,75,58,208,92,84,61,129
2021,11,100,98,4,6,2,10,4,2,4,4,1,1,8,7,3,2,7,4,4,4,6,5,6,4
2021,12,총,"277,995","8,578","11,692","11,197","14,118","13,697","6,544","15,876","12,014","18,024","10,451","18,302","19,158","11,272","17,763","3,323","14,350","12,230","22,806","11,778","7,687","9,039","8,096"
2021,12,0,"16,822",422,337,495,"1,035",898,388,"1,065",814,933,336,470,"1,329",849,"1,353",156,"1,111",818,"1,888",904,338,577,306
2021,12,10,"28,277",804,443,626,"1,403","1,055",511,"1,601","2,343","2,461","1,111",710,"2,904","1,275","2,657",302,"1,768","1,144","2,378","1,391",474,646,270
2021,12,20,"37,088","1,134","2,412","1,878","1,562","1,924",815,"2,045","1,150","2,040","1,758","4,263","2,516","1,445","2,050",349,"1,748","1,584","2,751","1,176","1,023",811,654
2021,12,30,"41,904","1,214","2,871","2,317","1,728","2,322",969,"2,686",846,"1,754","1,727","5,025","2,678","1,661","1,918",340,"1,762","1,885","3,346","1,463","1,032","1,285","1,075"
2021,12,40,"52,619","1,545","1,920","1,965","2,524","2,501","1,120","3,482","3,223","3,947","2,261","3,016","4,562","2,014","3,544",493,"2,628","2,073","4,029","2,395","1,006","1,576",795
2021,12,50,"40,848","1,294","1,416","1,528","2,126","2,076","1,105","2,242","1,780","3,139","1,607","1,984","2,387","1,717","2,764",507,"2,445","2,038","3,127","1,908","1,191","1,310","1,157"
2021,12,60,"33,227",991,"1,240","1,244","1,800","1,613",917,"1,419","1,079","2,254",861,"1,583","1,450","1,337","1,899",652,"1,809","1,675","2,862","1,611","1,434","1,500","1,997"
2021,12,70,"18,286",772,706,786,"1,273",895,487,957,537,"1,096",584,859,961,633,"1,068",344,754,716,"1,392",576,738,940,"1,212"
2021,12,80,"7,128",328,288,296,544,327,187,305,182,323,168,315,308,282,399,137,250,236,820,255,356,329,493
2021,12,90,"1,707",70,55,60,112,82,43,71,56,76,36,69,57,56,109,39,75,57,210,93,90,59,132
2021,12,100,89,4,4,2,11,4,2,3,4,1,2,8,6,3,2,4,0,4,3,6,5,6,5
