년도,월,나이,전라남도 여수시,전라남도 여수시 돌산읍,전라남도 여수시 돌산읍우두출장소,전라남도 여수시 돌산읍죽포출장소,전라남도 여수시 소라면,전라남도 여수시 율촌면,전라남도 여수시 화양면,전라남도 여수시 남면,전라남도 여수시 화정면,전라남도 여수시 화정면개도출장소,전라남도 여수시 삼산면,전라남도 여수시 동문동,전라남도 여수시 한려동,전라남도 여수시 중앙동,전라남도 여수시 충무동,전라남도 여수시 광림동,전라남도 여수시 서강동,전라남도 여수시 대교동,전라남도 여수시 국동,전라남도 여수시 월호동,전라남도 여수시 여서동,전라남도 여수시 문수동,전라남도 여수시 미평동,전라남도 여수시 둔덕동,전라남도 여수시 만덕동,전라남도 여수시 쌍봉동,전라남도 여수시 시전동,전라남도 여수시 여천동,전라남도 여수시 주삼동,전라남도 여수시 삼일동,전라남도 여수시 묘도동
2021,1,100,90,1,2,2,4,2,5,1,2,1,3,3,1,7,4,5,2,7,8,3,2,0,1,1,7,6,1,1,0,8,0
2021,2,총,"137,234","1,334","4,109",974,"10,027","3,039","3,155","1,385",681,411,902,"2,371","1,612","2,204","1,966","2,956","1,926","2,675","5,708","3,483","9,564","10,702","5,482","5,086","5,220","15,813","18,653","10,153","3,968","1,113",562
2021,2,0,"10,191",27,273,14,985,126,63,31,6,9,32,129,66,76,44,94,87,90,348,221,608,888,316,377,517,"1,341","2,287",597,492,33,14
2021,2,10,"12,615",44,314,33,"1,010",142,127,57,19,21,36,136,97,135,117,125,126,136,435,319,905,"1,155",495,557,449,"1,859","2,132","1,022",518,59,35
2021,2,20,"14,547",79,303,58,966,184,247,53,28,21,59,208,183,166,143,287,187,196,531,319,"1,108","1,213",724,646,482,"2,123","2,149","1,354",399,87,44
2021,2,30,"14,247",45,375,35,"1,275",189,144,40,20,16,50,205,126,150,112,225,128,198,484,326,928,"1,209",501,514,659,"1,880","2,894",887,551,62,19
2021,2,40,"19,775",76,524,53,"1,506",240,228,83,23,32,58,240,149,239,178,298,186,223,702,451,"1,398","1,802",807,879,727,"2,827","3,336","1,572",802,102,34
2021,2,50,"23,051",206,623,151,"1,687",443,505,170,85,46,187,334,211,337,294,484,297,387,"1,062",583,"1,788","1,702","1,001",945,789,"2,844","3,005","2,146",454,195,90
2021,2,60,"20,781",303,812,220,"1,244",615,639,318,131,85,208,528,335,542,453,688,443,682,"1,131",693,"1,582","1,413",795,694,802,"1,688","1,672","1,368",374,220,103
2021,2,70,"13,400",323,546,208,768,588,632,347,182,96,143,399,303,389,422,508,286,507,696,402,774,823,521,320,503,760,693,704,253,186,118
2021,2,80,"7,173",194,285,167,507,415,464,240,147,70,100,161,125,148,176,209,148,212,269,142,396,404,279,123,237,401,396,426,107,139,86
2021,2,90,"1,364",36,52,33,75,95,101,45,38,14,26,28,16,15,23,33,36,37,42,24,75,93,42,30,48,84,88,76,18,22,19
2021,2,100,90,1,2,2,4,2,5,1,2,1,3,3,1,7,4,5,2,7,8,3,2,0,1,1,7,6,1,1,0,8,0
2021,3,총,"137,059","1,328","4,102",980,"10,013","3,045","3,145","1,371",676,409,898,"2,356","1,600","2,204","1,952","2,961","1,925","2,679","5,683","3,450","9,594","10,705","5,479","5,092","5,226","15,838","18,566","10,128","3,992","1,106",556
2021,3,0,"10,150",27,273,14,981,126,59,31,7,8,32,130,64,76,44,93,84,92,342,218,610,884,312,373,519,"1,342","2,288",587,490,33,11
2021,3,10,"12,524",43,315,33,"1,000",140,126,54,17,21,35,133,92,128,112,127,122,139,432,313,900,"1,153",496,561,446,"1,855","2,115","1,006",516,59,35
2021,3,20,"14,545",76,302,59,967,188,246,50,29,22,61,206,181,174,140,285,189,194,518,314,"1,111","1,206",721,651,481,"2,155","2,135","1,343",418,80,43
2021,3,30,"14,178",44,369,38,"1,263",189,146,40,19,16,48,199,123,150,112,225,132,201,482,314,946,"1,202",501,511,658,"1,871","2,865",884,548,65,17
2021,3,40,"19,704",73,523,54,"1,511",242,220,81,22,30,59,237,149,235,176,298,186,224,697,445,"1,396","1,804",810,875,724,"2,824","3,314","1,557",804,101,33
2021,3,50,"23,013",207,622,150,"1,694",436,504,170,84,45,186,332,211,333,282,484,298,388,"1,045",582,"1,777","1,706",999,941,797,"2,852","3,004","2,149",455,192,88
2021,3,60,"20,862",304,813,221,"1,242",620,639,315,132,84,209,530,333,544,454,685,443,677,"1,141",695,"1,602","1,425",796,702,799,"1,691","1,674","1,390",378,222,102
2021,3,70,"13,420",321,541,208,760,590,634,348,179,96,142,399,301,391,424,514,286,506,703,400,783,825,521,326,512,758,685,705,253,187,122
2021,3,80,"7,191",196,290,166,515,414,467,236,148,72,98,156,128,148,183,209,148,214,270,145,391,404,279,122,233,401,401,424,109,138,86
2021,3,90,"1,387",36,53,34,75,98,100,45,37,14,28,31,17,18,21,36,35,37,45,22,76,96,44,29,50,82,85,82,21,21,19
2021,3,100,85,1,1,3,5,2,4,1,2,1,0,3,1,7,4,5,2,7,8,2,2,0,0,1,7,7,0,1,0,8,0
2021,4,총,"136,975","1,327","4,112",984,"10,002","3,040","3,149","1,377",677,409,898,"2,361","1,592","2,201","1,958","2,961","1,913","2,667","5,680","3,452","9,593","10,748","5,485","5,090","5,213","15,812","18,479","10,129","3,999","1,106",561
2021,4,0,"10,075",27,267,14,967,123,62,31,7,8,32,134,62,76,44,90,84,90,335,217,608,884,307,375,511,"1,331","2,280",575,487,33,14
2021,4,10,"12,526",42,321,35,"1,010",143,123,60,15,21,35,130,91,125,111,128,119,136,434,309,896,"1,150",501,561,450,"1,849","2,105","1,008",523,60,35
2021,4,20,"14,524",78,307,58,955,189,242,51,32,22,60,209,178,176,142,285,189,193,520,319,"1,101","1,224",715,647,486,"2,157","2,113","1,332",420,80,44
2021,4,30,"14,141",44,367,38,"1,253",187,148,40,19,16,49,196,125,152,115,220,128,198,480,306,950,"1,214",512,503,651,"1,862","2,842",892,549,67,18
2021,4,40,"19,660",73,523,56,"1,522",242,217,80,22,30,59,236,146,237,181,298,188,224,695,447,"1,384","1,794",809,875,723,"2,815","3,300","1,551",800,100,33
2021,4,50,"22,933",207,617,145,"1,686",428,504,173,84,45,184,332,209,329,281,486,288,386,"1,045",578,"1,771","1,702",997,943,790,"2,852","2,987","2,145",460,191,88
2021,4,60,"21,003",304,820,228,"1,255",621,642,311,131,83,210,531,332,546,446,682,446,675,"1,148",706,"1,625","1,450",794,708,801,"1,708","1,691","1,409",374,224,102
2021,4,70,"13,381",321,536,204,756,591,633,349,178,95,144,395,299,388,428,519,286,505,698,399,785,823,525,328,508,748,679,705,252,184,120
2021,4,80,"7,251",194,297,169,517,412,472,236,150,74,98,164,134,146,184,213,149,214,271,148,396,409,281,120,239,400,396,428,112,140,88
2021,4,90,"1,396",36,56,34,76,102,102,45,37,14,27,31,15,19,22,35,34,39,46,21,75,98,44,29,47,83,86,83,22,19,19
2021,4,100,85,1,1,3,5,2,4,1,2,1,0,3,1,7,4,5,2,7,8,2,2,0,0,1,7,7,0,1,0,8,0
2021,5,총,"136,620","1,329","4,108",982,"10,001","3,032","3,136","1,365",676,406,892,"2,326","1,575","2,157","1,958","2,954","1,895","2,623","5,637","3,432","9,571","10,759","5,460","5,100","5,226","15,806","18,445","10,115","3,995","1,097",562
2021,5,0,"10,026",27,264,15,967,123,59,29,7,8,32,131,65,75,43,87,86,88,333,213,596,893,300,374,509,"1,327","2,279",567,485,30,14
2021,5,10,"12,525",43,322,33,"1,006",144,123,60,15,21,37,134,92,121,111,132,114,135,435,309,900,"1,144",500,554,458,"1,855","2,095","1,012",523,62,35
2021,5,20,"14,465",78,307,60,948,184,235,48,32,22,60,209,180,170,146,284,196,197,508,313,"1,099","1,218",710,648,490,"2,146","2,115","1,321",418,80,43
2021,5,30,"14,052",45,358,39,"1,250",184,149,40,19,14,47,198,126,149,111,214,122,196,477,300,955,"1,224",498,510,657,"1,855","2,812",883,539,63,18
2021,5,40,"19,537",75,524,55,"1,511",242,218,80,20,32,57,224,141,227,180,292,185,217,686,443,"1,365","1,781",806,864,722,"2,798","3,297","1,556",806,100,33
2021,5,50,"22,884",204,617,144,"1,702",422,498,170,84,44,180,326,206,327,283,489,285,377,"1,030",574,"1,768","1,710",987,945,780,"2,858","2,999","2,135",462,188,90
2021,5,60,"21,010",304,825,226,"1,255",629,638,306,129,82,210,520,321,535,445,681,438,663,"1,139",709,"1,626","1,453",806,721,809,"1,723","1,697","1,419",378,222,101
2021,5,70,"13,398",322,534,205,762,586,632,350,181,94,146,387,295,389,427,519,286,502,709,403,786,828,528,327,509,754,679,704,250,183,121
2021,5,80,"7,267",195,298,168,515,415,480,239,149,74,98,165,133,144,189,215,148,210,272,148,397,411,280,126,238,398,387,433,112,142,88
2021,5,90,"1,396",35,58,34,80,101,99,43,38,14,25,32,15,19,20,36,35,38,44,18,77,97,45,30,47,86,85,85,22,19,19
2021,5,100,60,1,1,3,5,2,5,0,2,1,0,0,1,1,3,5,0,0,4,2,2,0,0,1,7,6,0,0,0,8,0
2021,6,총,"136,344","1,319","4,096",982,"10,011","3,024","3,122","1,354",675,404,892,"2,317","1,570","2,156","1,959","2,927","1,890","2,612","5,632","3,411","9,575","10,735","5,445","5,104","5,211","15,791","18,395","10,117","3,999","1,062",557
2021,6,0,"9,965",26,264,15,968,123,59,27,7,8,31,132,63,74,42,86,88,89,333,207,590,884,293,376,508,"1,323","2,272",555,482,28,12
2021,6,10,"12,516",43,322,34,"1,008",144,121,59,15,21,36,133,93,121,112,137,113,133,440,303,905,"1,145",501,556,461,"1,838","2,081","1,016",524,65,36
2021,6,20,"14,394",76,307,60,943,180,228,48,32,22,57,204,178,173,146,280,192,196,502,310,"1,098","1,202",708,642,485,"2,163","2,110","1,311",420,78,43
2021,6,30,"13,998",44,360,38,"1,248",188,146,41,19,13,47,195,125,145,113,207,121,193,474,296,951,"1,221",497,509,659,"1,853","2,792",886,538,62,17
2021,6,40,"19,478",73,520,53,"1,522",241,220,76,22,31,58,227,139,223,180,288,186,212,686,440,"1,358","1,778",791,866,724,"2,767","3,307","1,549",809,100,32
2021,6,50,"22,810",202,614,145,"1,699",410,495,167,81,45,178,322,206,330,278,482,284,372,"1,020",575,"1,769","1,701","1,001",951,768,"2,860","2,981","2,140",464,180,90
2021,6,60,"21,075",304,814,228,"1,262",638,640,305,129,80,217,520,323,530,448,682,438,666,"1,141",706,"1,634","1,462",805,721,816,"1,737","1,705","1,433",377,213,101
2021,6,70,"13,379",319,536,204,758,582,633,349,179,94,145,387,295,395,427,518,289,501,714,405,791,828,524,325,501,757,673,702,250,179,119
2021,6,80,"7,288",197,299,168,517,413,479,237,150,75,98,164,132,145,189,213,145,213,274,149,402,417,281,127,239,399,389,436,113,140,88
2021,6,90,"1,397",34,59,34,81,103,96,45,39,14,25,33,15,19,21,32,34,37,44,18,75,97,44,30,48,88,85,89,22,17,19
2021,6,100,44,1,1,3,5,2,5,0,2,1,0,0,1,1,3,2,0,0,4,2,2,0,0,1,2,6,0,0,0,0,0
2021,7,총,"136,223","1,313","4,104",977,"9,994","3,033","3,116","1,355",675,401,896,"2,312","1,564","2,152","1,953","2,914","1,877","2,606","5,638","3,404","9,584","10,716","5,453","5,097","5,221","15,739","18,397","10,116","4,006","1,053",557
2021,7,0,"9,899",26,259,15,953,123,59,27,6,8,31,129,64,74,40,86,87,89,333,199,586,887,288,368,509,"1,321","2,251",568,473,28,12
2021,7,10,"12,501",43,329,32,"1,016",147,122,60,16,20,36,134,89,122,111,134,111,132,437,303,902,"1,137",501,561,464,"1,820","2,086","1,008",532,60,36
2021,7,20,"14,369",77,309,60,932,184,227,48,32,23,58,199,179,175,149,273,188,191,510,312,"1,107","1,201",718,631,487,"2,143","2,107","1,311",417,80,41
2021,7,30,"13,952",40,360,39,"1,236",190,146,43,18,12,49,196,123,140,111,205,120,197,469,290,947,"1,217",495,509,659,"1,843","2,787",890,540,62,19
2021,7,40,"19,400",70,515,50,"1,521",242,214,74,23,31,60,230,137,224,179,293,182,212,683,443,"1,353","1,770",781,862,727,"2,741","3,310","1,532",811,98,32
2021,7,50,"22,782",203,620,142,"1,704",407,498,165,82,44,180,317,205,326,276,470,283,362,"1,025",572,"1,772","1,698","1,009",955,763,"2,864","2,973","2,136",466,176,89
2021,7,60,"21,167",303,814,231,"1,272",638,640,308,128,81,219,517,321,533,448,688,440,669,"1,143",708,"1,647","1,461",804,720,818,"1,751","1,729","1,440",380,214,102
2021,7,70,"13,396",317,538,203,755,583,630,346,178,92,143,390,299,394,424,517,287,501,720,404,790,831,524,331,504,763,680,709,247,178,118
2021,7,80,"7,317",199,300,168,521,412,481,239,151,75,95,167,131,143,192,212,145,216,270,153,403,418,290,129,239,399,390,433,118,139,89
2021,7,90,"1,392",34,59,34,78,105,94,45,40,14,24,33,15,20,20,34,34,37,44,18,75,96,43,30,49,86,84,88,22,18,19
2021,7,100,48,1,1,3,6,2,5,0,1,1,1,0,1,1,3,2,0,0,4,2,2,0,0,1,2,8,0,1,0,0,0
2021,8,총,"136,085","1,312","4,108",978,"9,971","3,022","3,112","1,354",672,400,897,"2,299","1,568","2,151","1,946","2,912","1,861","2,608","5,639","3,390","9,594","10,703","5,448","5,117","5,222","15,734","18,312","10,130","4,014","1,056",555
2021,8,0,"9,844",27,255,15,948,123,58,28,6,8,30,124,64,74,37,82,85,89,333,196,593,870,283,369,512,"1,315","2,239",572,472,27,10
2021,8,10,"12,492",43,334,31,"1,009",145,124,60,16,20,37,139,92,120,112,130,108,131,436,300,900,"1,145",496,561,464,"1,825","2,076","1,012",531,59,36
2021,8,20,"14,286",75,309,62,932,179,222,47,31,22,58,195,181,172,146,272,187,188,509,307,"1,094","1,203",712,636,479,"2,143","2,074","1,304",424,81,42
2021,8,30,"13,885",42,358,39,"1,226",190,148,41,17,12,48,196,121,143,111,207,117,200,467,289,950,"1,203",494,505,658,"1,821","2,770",891,540,63,18
2021,8,40,"19,351",70,518,51,"1,516",245,215,75,22,30,61,225,137,221,176,295,179,210,686,443,"1,342","1,767",780,864,730,"2,732","3,289","1,532",810,99,31
2021,8,50,"22,784",208,615,141,"1,697",402,496,164,82,45,180,317,200,325,272,470,283,362,"1,016",567,"1,783","1,696","1,015",964,760,"2,879","2,984","2,128",468,176,89
2021,8,60,"21,238",296,819,232,"1,280",636,636,307,131,82,217,513,325,538,451,685,435,666,"1,150",708,"1,660","1,468",811,723,823,"1,760","1,728","1,459",383,213,103
2021,8,70,"13,407",313,536,202,755,584,633,351,178,91,146,391,301,395,425,520,292,502,716,405,781,834,517,335,503,764,680,715,246,178,118
2021,8,80,"7,356",203,305,168,521,412,482,238,148,75,95,167,131,141,194,213,142,223,277,154,413,422,297,130,242,399,388,427,119,141,89
2021,8,90,"1,393",34,58,34,81,104,93,43,40,14,24,32,15,21,19,36,33,37,45,19,76,94,43,29,49,88,84,89,21,19,19
2021,8,100,49,1,1,3,6,2,5,0,1,1,1,0,1,1,3,2,0,0,4,2,2,1,0,1,2,8,0,1,0,0,0
2021,9,총,"135,917","1,311","4,103",978,"9,955","3,007","3,114","1,354",670,398,892,"2,296","1,565","2,136","1,941","2,910","1,864","2,595","5,632","3,386","9,594","10,671","5,436","5,109","5,226","15,709","18,287","10,125","4,047","1,050",556
2021,9,0,"9,790",27,250,16,950,122,59,29,6,8,30,124,58,70,38,82,83,90,332,195,587,864,281,368,510,"1,303","2,227",571,474,26,10
2021,9,10,"12,466",43,333,31,"1,004",139,121,59,15,19,36,143,92,118,108,130,115,126,438,299,899,"1,133",495,561,466,"1,813","2,084","1,006",547,58,35
2021,9,20,"14,189",76,304,60,933,179,221,47,30,21,57,194,180,167,147,272,177,186,508,305,"1,082","1,203",711,630,477,"2,131","2,051","1,297",419,80,44
2021,9,30,"13,810",43,350,39,"1,221",189,147,40,17,12,47,191,123,142,113,205,122,195,468,288,944,"1,199",486,501,659,"1,819","2,741",890,539,62,18
2021,9,40,"19,285",68,524,49,"1,506",244,213,73,22,30,61,224,139,219,171,289,179,210,682,440,"1,339","1,749",773,854,732,"2,720","3,301","1,524",822,97,31
2021,9,50,"22,780",205,607,140,"1,689",397,494,166,81,45,178,319,199,322,268,468,282,359,"1,005",565,"1,797","1,695","1,017",975,758,"2,880","2,998","2,138",469,176,88
2021,9,60,"21,361",297,826,235,"1,287",634,642,309,133,82,220,507,323,538,458,684,437,668,"1,155",714,"1,667","1,477",816,725,830,"1,783","1,740","1,473",385,214,102
2021,9,70,"13,394",312,542,202,754,576,633,348,175,91,142,390,305,394,423,522,294,504,719,406,783,836,517,335,498,764,672,711,251,178,117
2021,9,80,"7,397",205,310,168,524,421,483,239,150,74,96,172,130,144,192,219,142,222,277,152,419,419,296,132,245,399,390,426,120,140,91
2021,9,90,"1,396",34,56,35,81,104,95,44,40,15,24,32,15,21,20,37,33,35,44,20,76,95,44,27,49,89,83,88,21,19,20
2021,9,100,49,1,1,3,6,2,6,0,1,1,1,0,1,1,3,2,0,0,4,2,1,1,0,1,2,8,0,1,0,0,0
2021,10,총,"135,783","1,314","4,108",980,"9,938","2,982","3,106","1,353",671,398,893,"2,301","1,557","2,136","1,914","2,900","1,861","2,590","5,611","3,394","9,562","10,657","5,436","5,108","5,214","15,689","18,302","10,153","4,050","1,052",553
2021,10,0,"9,746",25,249,16,944,116,61,29,7,7,31,123,57,67,37,80,83,90,320,197,585,861,280,365,511,"1,301","2,227",575,467,25,10
2021,10,10,"12,428",45,329,30,"1,009",135,118,59,17,19,35,143,91,119,105,131,113,131,427,299,902,"1,127",493,564,465,"1,811","2,079",997,543,57,35
2021,10,20,"14,167",74,307,62,923,181,220,47,29,21,55,193,179,167,150,265,174,185,507,304,"1,064","1,192",716,637,473,"2,117","2,058","1,317",425,82,43
2021,10,30,"13,799",42,351,39,"1,216",186,149,40,16,12,49,195,124,137,109,207,126,193,466,291,929,"1,202",487,496,654,"1,812","2,749",902,539,63,18
2021,10,40,"19,213",66,525,47,"1,516",243,213,74,23,29,59,226,138,224,161,285,182,212,681,438,"1,335","1,742",769,852,732,"2,690","3,287","1,511",823,99,31
2021,10,50,"22,769",207,606,141,"1,682",390,491,166,79,46,172,320,199,323,270,469,278,355,"1,000",566,"1,789","1,693","1,015",973,751,"2,894","3,011","2,147",475,175,86
2021,10,60,"21,381",298,826,230,"1,289",631,641,309,135,83,227,508,319,533,444,684,432,659,"1,160",719,"1,672","1,479",820,726,836,"1,795","1,741","1,481",387,214,103
2021,10,70,"13,434",313,544,208,753,573,635,346,172,91,144,389,306,398,426,519,298,508,719,405,792,837,518,336,500,771,680,707,250,180,116
2021,10,80,"7,419",208,313,169,520,425,479,240,152,74,97,171,129,145,191,221,142,222,284,152,415,426,295,132,243,408,390,427,120,138,91
2021,10,90,"1,387",35,57,35,81,101,95,43,40,15,23,33,14,22,21,37,33,35,43,21,78,97,43,26,47,84,80,88,21,19,20
2021,10,100,40,1,1,3,5,1,4,0,1,1,1,0,1,1,0,2,0,0,4,2,1,1,0,1,2,6,0,1,0,0,0
2021,11,총,"135,696","1,314","4,109",981,"9,983","2,972","3,089","1,354",673,395,891,"2,297","1,548","2,126","1,911","2,886","1,851","2,588","5,599","3,391","9,493","10,600","5,439","5,072","5,211","15,641","18,544","10,116","4,026","1,044",552
2021,11,0,"9,698",24,251,15,940,115,61,28,7,8,31,117,57,67,38,78,78,87,317,202,572,848,286,353,511,"1,292","2,249",569,464,24,9
2021,11,10,"12,388",45,329,31,"1,011",135,117,59,15,19,34,144,89,120,105,128,116,130,427,299,888,"1,117",489,560,452,"1,789","2,117",992,538,56,37
2021,11,20,"14,119",75,299,63,932,184,215,47,30,20,53,188,176,166,152,260,172,182,500,301,"1,046","1,176",718,628,481,"2,114","2,086","1,309",426,79,41
2021,11,30,"13,764",42,352,40,"1,227",182,148,40,16,12,49,201,124,137,108,207,125,193,457,288,917,"1,193",481,487,649,"1,804","2,781",899,523,64,18
2021,11,40,"19,213",66,525,46,"1,516",240,213,76,22,28,61,220,137,222,158,288,183,212,684,436,"1,347","1,734",758,844,728,"2,665","3,345","1,504",824,99,32
2021,11,50,"22,760",206,612,142,"1,706",386,490,164,78,45,169,320,196,322,267,466,277,354,995,562,"1,760","1,694","1,022",971,750,"2,897","3,043","2,139",471,171,85
2021,11,60,"21,451",296,826,228,"1,288",633,642,308,140,82,228,512,316,528,441,679,432,663,"1,163",720,"1,676","1,483",828,731,847,"1,804","1,768","1,482",386,216,105
2021,11,70,"13,457",317,544,208,759,574,635,349,170,92,146,389,309,398,429,519,295,508,722,406,790,834,519,336,500,774,681,705,254,179,116
2021,11,80,"7,416",208,313,170,519,421,471,239,154,74,97,173,128,144,192,222,140,222,290,154,419,423,293,133,242,414,391,427,118,136,89
2021,11,90,"1,396",34,57,35,80,101,94,44,40,15,22,33,15,22,21,37,33,37,42,21,77,97,45,28,49,83,83,89,22,20,20
2021,11,100,34,1,1,3,5,1,3,0,1,0,1,0,1,0,0,2,0,0,2,2,1,1,0,1,2,5,0,1,0,0,0
2021,12,총,"135,688","1,299","4,086",984,"10,520","2,958","3,095","1,348",668,393,888,"2,271","1,546","2,117","1,892","2,861","1,846","2,586","5,534","3,377","9,250","10,388","5,362","5,009","5,214","15,590","19,111","9,953","3,965","1,030",547
2021,12,0,"9,641",24,241,17,"1,014",111,59,29,7,7,30,117,56,62,35,73,75,87,307,207,557,829,275,334,515,"1,266","2,281",543,451,23,9
2021,12,10,"12,390",43,326,32,"1,066",134,119,57,16,19,36,141,88,119,103,124,116,128,425,293,851,"1,079",485,550,449,"1,798","2,208",959,535,55,36
2021,12,20,"14,097",74,299,61,"1,000",180,214,46,28,19,51,183,177,164,146,265,171,184,490,305,"1,029","1,150",710,624,487,"2,076","2,137","1,299",411,76,41
2021,12,30,"13,716",42,341,38,"1,324",182,152,40,17,11,47,196,122,134,104,205,122,187,446,282,871,"1,151",456,477,646,"1,797","2,873",868,506,62,17
2021,12,40,"19,186",63,526,48,"1,596",239,211,70,22,27,62,212,136,217,158,282,182,216,668,432,"1,303","1,706",745,825,721,"2,658","3,463","1,458",813,96,31
2021,12,50,"22,814",202,617,140,"1,820",388,491,164,78,47,169,320,199,324,262,459,275,348,979,559,"1,710","1,665","1,008",960,748,"2,901","3,138","2,113",472,172,86
2021,12,60,"21,486",295,822,233,"1,321",630,646,311,139,81,225,502,313,529,444,673,438,661,"1,152",712,"1,649","1,470",821,741,852,"1,813","1,832","1,482",381,216,102
2021,12,70,"13,467",313,541,208,777,571,632,348,164,92,147,391,311,401,427,518,292,511,725,410,779,825,523,337,500,780,692,711,252,174,115
2021,12,80,"7,440",206,311,169,515,418,473,240,157,75,98,176,127,145,191,223,141,226,299,153,422,413,295,132,244,411,403,432,121,136,88
2021,12,90,"1,417",36,61,35,82,104,96,43,39,15,22,33,16,22,21,37,34,38,41,22,78,99,44,28,50,85,84,87,23,20,22
2021,12,100,34,1,1,3,5,1,2,0,1,0,1,0,1,0,1,2,0,0,2,2,1,1,0,1,2,5,0,1,0,0,0
