년도,월,나이,경기도 안양시,경기도 안양시 만안구,경기도 안양시 만안구 안양1동,경기도 안양시 만안구 안양2동,경기도 안양시 만안구 안양3동,경기도 안양시 만안구 안양4동,경기도 안양시 만안구 안양5동,경기도 안양시 만안구 안양6동,경기도 안양시 만안구 안양7동,경기도 안양시 만안구 안양8동,경기도 안양시 만안구 안양9동,경기도 안양시 만안구 석수1동,경기도 안양시 만안구 석수2동,경기도 안양시 만안구 석수3동,경기도 안양시 만안구 박달1동,경기도 안양시 만안구 박달2동,경기도 안양시 동안구,경기도 안양시 동안구 비산1동,경기도 안양시 동안구 비산2동,경기도 안양시 동안구 비산3동,경기도 안양시 동안구 부흥동,경기도 안양시 동안구 달안동,경기도 안양시 동안구 관양1동,경기도 안양시 동안구 관양2동,경기도 안양시 동안구 부림동,경기도 안양시 동안구 평촌동,경기도 안양시 동안구 평안동,경기도 안양시 동안구 귀인동,경기도 안양시 동안구 호계1동,경기도 안양시 동안구 호계2동,경기도 안양시 동안구 호계3동,경기도 안양시 동안구 범계동,경기도 안양시 동안구 신촌동,경기도 안양시 동안구 갈산동
2021,6,50,"96,446","42,854","2,168","3,930","2,996","1,281","1,848","4,045","2,522","1,984","3,275","3,474","6,039","2,524","3,036","3,732","53,592","3,818","2,065","3,131","2,732","1,665","6,936","3,439","3,998","2,918","3,418","2,624","2,340","3,621","4,079","2,510","2,387","1,911"
2021,6,60,"73,946","35,795","1,612","3,338","2,784","1,088","1,799","3,412","1,770","1,943","3,026","3,048","4,558","1,982","2,485","2,950","38,151","2,959","1,546","2,649","2,093","1,346","5,527","2,478","2,523","1,536","1,969","1,312","1,594","2,874","3,143","1,493","1,675","1,434"
2021,6,70,"31,736","16,476",732,"1,629","1,287",665,905,"1,471",737,866,"1,439","1,376","2,201",828,"1,289","1,051","15,260","1,085",641,"1,070",931,594,"2,418","1,122","1,034",579,758,567,565,983,983,682,618,630
2021,6,80,"14,401","7,132",278,645,492,357,448,678,263,349,642,620,979,398,539,444,"7,269",466,233,527,447,357,"1,070",503,556,340,449,306,208,410,459,388,240,310
2021,6,90,"2,202",987,51,89,57,48,57,73,53,46,79,118,137,49,60,70,"1,215",81,44,89,71,61,171,78,66,37,81,46,45,72,74,90,48,61
2021,6,100,93,43,1,6,1,0,4,3,3,4,13,0,3,0,3,2,50,3,1,3,2,2,12,3,2,6,2,0,5,2,2,1,0,4
2021,7,총,"548,960","238,639","12,493","21,345","16,548","7,028","10,320","25,095","15,559","10,797","17,442","19,544","31,756","13,330","14,968","22,414","310,321","21,191","10,955","14,900","17,251","10,849","36,152","19,030","26,870","14,642","23,593","16,645","17,756","19,809","21,560","15,117","12,956","11,045"
2021,7,0,"38,570","15,042",870,"1,100",791,246,449,"1,636","1,711",438,947,"1,357","2,069",860,612,"1,956","23,528","1,682",777,720,"1,343",663,"1,927","1,193","2,116","1,293","2,315","1,343","2,425","1,407","1,574","1,123",914,713
2021,7,10,"51,366","18,391","1,057","1,440","1,268",456,697,"1,526","1,297",680,"1,237","1,468","2,546","1,284","1,132","2,303","32,975","2,150","1,047","1,090","2,198",700,"2,834","1,404","2,356","1,621","3,704","3,443","1,574","1,576","1,974","2,192","1,576","1,536"
2021,7,20,"76,439","34,109","1,915","3,421","2,445","1,035","1,380","3,842","1,930","1,571","2,375","2,523","4,539","1,914","2,082","3,137","42,330","2,865","1,589","2,197","2,078","1,466","5,719","2,928","3,601","2,105","2,531","1,812","1,977","3,119","3,184","1,933","1,790","1,436"
2021,7,30,"77,094","33,020","1,856","2,872","2,125",902,"1,295","4,629","2,640","1,484","2,141","2,641","4,020","1,472","1,637","3,306","44,074","2,681","1,383","1,931","2,128","2,241","4,712","2,957","5,639","1,832","3,131","1,209","3,836","2,988","2,930","1,813","1,596","1,067"
2021,7,40,"86,491","34,505","1,925","2,893","2,277",947,"1,435","3,684","2,583","1,417","2,242","2,877","4,692","2,022","2,077","3,434","51,986","3,368","1,625","1,912","3,194","1,760","4,789","2,895","4,950","2,372","5,203","3,962","3,165","2,734","3,175","2,862","2,105","1,915"
2021,7,50,"96,229","42,825","2,182","3,903","2,988","1,273","1,839","4,097","2,539","1,990","3,259","3,483","5,992","2,511","3,046","3,723","53,404","3,835","2,058","2,912","2,747","1,661","6,915","3,433","3,998","2,894","3,437","2,634","2,346","3,633","4,062","2,530","2,382","1,927"
2021,7,60,"74,263","36,037","1,620","3,339","2,809","1,098","1,812","3,450","1,791","1,939","3,057","3,075","4,577","1,995","2,488","2,987","38,226","2,965","1,567","2,517","2,109","1,340","5,564","2,513","2,538","1,558","1,984","1,319","1,605","2,870","3,140","1,508","1,684","1,445"
2021,7,70,"31,803","16,526",737,"1,635","1,290",668,905,"1,474",745,873,"1,442","1,381","2,209",827,"1,290","1,050","15,277","1,099",640,"1,033",927,594,"2,424","1,130","1,046",586,754,569,570,992,988,676,619,630
2021,7,80,"14,421","7,161",278,647,497,354,449,680,266,356,650,623,978,395,543,445,"7,260",465,225,500,452,358,"1,085",497,559,340,450,307,207,416,456,390,241,312
2021,7,90,"2,191",980,52,89,57,49,56,74,54,45,79,116,130,50,58,71,"1,211",78,43,86,72,64,171,77,65,35,82,47,46,72,75,89,49,60
2021,7,100,93,43,1,6,1,0,3,3,3,4,13,0,4,0,3,2,50,3,1,2,3,2,12,3,2,6,2,0,5,2,2,1,0,4
2021,8,총,"548,491","239,071","12,497","21,341","16,531","6,986","10,303","25,691","15,709","10,770","17,427","19,543","31,630","13,301","14,965","22,377","309,420","21,173","10,934","14,025","17,185","10,820","36,139","19,021","26,785","14,610","23,589","16,673","17,921","19,753","21,496","15,368","12,888","11,040"
2021,8,0,"38,414","15,032",862,"1,097",769,239,448,"1,715","1,723",432,944,"1,349","2,045",854,608,"1,947","23,382","1,665",772,678,"1,321",652,"1,914","1,178","2,097","1,277","2,314","1,349","2,456","1,390","1,568","1,143",904,704
2021,8,10,"51,186","18,335","1,058","1,437","1,261",451,695,"1,552","1,301",662,"1,219","1,475","2,535","1,279","1,118","2,292","32,851","2,133","1,040","1,035","2,200",697,"2,832","1,394","2,327","1,623","3,700","3,440","1,588","1,575","1,947","2,210","1,559","1,551"
2021,8,20,"76,183","34,074","1,911","3,392","2,442","1,028","1,395","3,912","1,935","1,574","2,349","2,515","4,501","1,912","2,082","3,126","42,109","2,844","1,573","2,068","2,068","1,451","5,713","2,929","3,584","2,097","2,536","1,804","1,995","3,110","3,160","1,970","1,786","1,421"
2021,8,30,"77,223","33,230","1,860","2,888","2,116",900,"1,284","4,840","2,653","1,472","2,152","2,652","4,014","1,474","1,637","3,288","43,993","2,667","1,384","1,802","2,101","2,232","4,683","2,962","5,660","1,817","3,137","1,233","3,849","2,964","2,940","1,905","1,586","1,071"
2021,8,40,"86,207","34,481","1,931","2,870","2,255",945,"1,427","3,744","2,638","1,411","2,237","2,854","4,671","2,000","2,070","3,428","51,726","3,368","1,628","1,820","3,182","1,758","4,779","2,876","4,875","2,369","5,179","3,956","3,200","2,707","3,157","2,883","2,080","1,909"
2021,8,50,"96,075","42,878","2,178","3,907","3,000","1,263","1,845","4,149","2,561","1,991","3,264","3,493","5,974","2,508","3,040","3,705","53,197","3,841","2,041","2,730","2,738","1,657","6,876","3,433","4,003","2,885","3,442","2,634","2,374","3,635","4,051","2,561","2,373","1,923"
2021,8,60,"74,592","36,260","1,627","3,366","2,833","1,093","1,798","3,515","1,823","1,952","3,075","3,087","4,574","2,003","2,499","3,015","38,332","2,991","1,583","2,358","2,106","1,350","5,623","2,533","2,569","1,568","1,995","1,336","1,619","2,888","3,145","1,527","1,692","1,449"
2021,8,70,"31,851","16,558",736,"1,643","1,293",667,904,"1,488",750,868,"1,441","1,380","2,206",832,"1,297","1,053","15,293","1,112",642,973,943,597,"2,435","1,139","1,040",593,747,569,578,992,994,684,619,636
2021,8,80,"14,457","7,197",282,644,504,350,447,695,270,359,653,622,978,390,553,450,"7,260",470,225,478,449,358,"1,099",493,563,340,454,305,210,419,455,392,238,312
2021,8,90,"2,210",983,51,91,57,50,57,78,52,45,80,116,128,49,58,71,"1,227",79,45,81,74,66,173,81,65,35,82,47,47,72,77,92,51,60
2021,8,100,93,43,1,6,1,0,3,3,3,4,13,0,4,0,3,2,50,3,1,2,3,2,12,3,2,6,3,0,5,1,2,1,0,4
2021,9,총,"548,074","239,356","12,504","21,320","16,585","7,002","10,297","26,083","15,828","10,751","17,376","19,487","31,577","13,270","14,926","22,350","308,718","21,140","10,922","13,253","17,192","10,821","36,102","19,001","26,769","14,619","23,552","16,684","18,009","19,749","21,486","15,469","12,886","11,064"
2021,9,0,"38,234","15,041",857,"1,097",765,242,449,"1,766","1,745",426,926,"1,335","2,037",844,612,"1,940","23,193","1,666",774,641,"1,319",650,"1,895","1,165","2,090","1,258","2,292","1,331","2,463","1,367","1,558","1,127",898,699
2021,9,10,"51,132","18,294","1,055","1,433","1,253",445,683,"1,570","1,308",670,"1,207","1,481","2,526","1,283","1,098","2,282","32,838","2,116","1,043",985,"2,200",692,"2,818","1,398","2,330","1,633","3,706","3,467","1,596","1,567","1,949","2,219","1,564","1,555"
2021,9,20,"75,932","34,052","1,911","3,380","2,460","1,030","1,405","3,960","1,930","1,581","2,354","2,493","4,467","1,892","2,074","3,115","41,880","2,826","1,561","1,943","2,067","1,438","5,690","2,921","3,586","2,081","2,518","1,795","1,991","3,107","3,158","1,980","1,786","1,432"
2021,9,30,"77,185","33,362","1,861","2,886","2,132",900,"1,298","4,993","2,667","1,453","2,137","2,643","4,013","1,478","1,625","3,276","43,823","2,687","1,368","1,701","2,095","2,232","4,676","2,928","5,601","1,824","3,128","1,224","3,866","2,964","2,927","1,952","1,576","1,074"
2021,9,40,"86,006","34,429","1,917","2,847","2,258",950,"1,422","3,805","2,657","1,415","2,230","2,830","4,635","1,976","2,070","3,417","51,577","3,332","1,632","1,724","3,181","1,763","4,761","2,894","4,882","2,358","5,164","3,947","3,221","2,696","3,163","2,881","2,083","1,895"
2021,9,50,"96,045","42,916","2,197","3,899","3,007","1,264","1,836","4,177","2,582","1,983","3,255","3,496","5,981","2,510","3,019","3,710","53,129","3,833","2,042","2,578","2,745","1,649","6,883","3,423","4,001","2,899","3,447","2,655","2,384","3,646","4,043","2,594","2,371","1,936"
2021,9,60,"74,791","36,387","1,634","3,392","2,839","1,103","1,790","3,527","1,842","1,945","3,078","3,084","4,595","2,012","2,512","3,034","38,404","3,014","1,593","2,210","2,118","1,363","5,640","2,546","2,594","1,585","2,005","1,337","1,641","2,911","3,151","1,533","1,701","1,462"
2021,9,70,"31,882","16,587",732,"1,637","1,299",657,909,"1,499",771,869,"1,447","1,387","2,206",829,"1,296","1,049","15,295","1,107",634,938,943,601,"2,442","1,141","1,052",594,745,574,580,996,993,698,618,639
2021,9,80,"14,530","7,238",287,649,514,361,443,702,269,359,651,620,980,396,557,450,"7,292",478,230,457,447,364,"1,110",500,563,345,461,306,213,420,463,393,239,303
2021,9,90,"2,246","1,007",52,94,57,50,59,81,54,46,78,118,133,50,60,75,"1,239",79,44,74,74,67,176,82,69,36,83,48,49,74,78,91,50,65
2021,9,100,91,43,1,6,1,0,3,3,3,4,13,0,4,0,3,2,48,2,1,2,3,2,11,3,1,6,3,0,5,1,3,1,0,4
2021,10,총,"547,258","239,203","12,509","21,361","16,569","6,978","10,290","26,237","15,829","10,689","17,327","19,442","31,489","13,259","14,926","22,298","308,055","21,117","10,914","12,925","17,145","10,802","36,063","18,945","26,739","14,605","23,506","16,653","18,029","19,753","21,454","15,521","12,867","11,017"
2021,10,0,"37,997","14,988",843,"1,101",768,242,443,"1,786","1,740",420,912,"1,338","2,020",839,610,"1,926","23,009","1,648",778,621,"1,299",648,"1,882","1,153","2,055","1,253","2,276","1,306","2,467","1,374","1,553","1,131",887,678
2021,10,10,"50,994","18,254","1,061","1,424","1,253",447,687,"1,572","1,312",652,"1,199","1,473","2,522","1,283","1,094","2,275","32,740","2,116","1,040",948,"2,199",681,"2,796","1,396","2,334","1,629","3,702","3,484","1,590","1,564","1,944","2,219","1,542","1,556"
2021,10,20,"75,534","33,899","1,904","3,396","2,446","1,028","1,399","3,984","1,912","1,571","2,336","2,473","4,411","1,884","2,074","3,081","41,635","2,823","1,546","1,894","2,052","1,410","5,667","2,900","3,567","2,063","2,501","1,776","1,992","3,091","3,139","1,981","1,794","1,439"
2021,10,30,"77,094","33,336","1,845","2,877","2,119",888,"1,290","5,046","2,677","1,432","2,132","2,646","4,008","1,471","1,638","3,267","43,758","2,677","1,386","1,672","2,080","2,238","4,683","2,905","5,605","1,831","3,119","1,218","3,838","2,979","2,926","1,980","1,566","1,055"
2021,10,40,"85,717","34,357","1,918","2,834","2,257",954,"1,416","3,838","2,658","1,392","2,217","2,815","4,613","1,989","2,043","3,413","51,360","3,312","1,611","1,669","3,166","1,760","4,725","2,891","4,864","2,343","5,149","3,927","3,244","2,695","3,171","2,874","2,082","1,877"
2021,10,50,"96,063","42,889","2,213","3,904","3,003","1,252","1,838","4,172","2,583","1,992","3,242","3,488","5,972","2,491","3,030","3,709","53,174","3,851","2,051","2,530","2,755","1,652","6,886","3,421","4,008","2,902","3,454","2,679","2,393","3,647","4,016","2,615","2,373","1,941"
2021,10,60,"75,024","36,546","1,637","3,426","2,844","1,109","1,803","3,545","1,848","1,955","3,088","3,086","4,622","2,028","2,517","3,038","38,478","3,023","1,595","2,148","2,126","1,370","5,674","2,546","2,613","1,593","2,015","1,333","1,659","2,917","3,161","1,538","1,712","1,455"
2021,10,70,"31,904","16,596",739,"1,642","1,309",645,904,"1,497",775,862,"1,459","1,388","2,201",824,"1,291","1,060","15,308","1,112",628,922,949,605,"2,446","1,138","1,055",604,739,577,582,993,"1,001",693,622,642
2021,10,80,"14,583","7,276",293,654,513,361,448,709,267,362,651,619,982,401,565,451,"7,307",475,234,450,440,370,"1,121",509,564,345,465,305,212,418,460,394,239,306
2021,10,90,"2,259","1,019",55,97,56,52,59,85,54,47,78,116,134,49,61,76,"1,240",78,44,69,76,67,173,83,73,36,83,48,47,74,80,95,50,64
2021,10,100,89,43,1,6,1,0,3,3,3,4,13,0,4,0,3,2,46,2,1,2,3,1,10,3,1,6,3,0,5,1,3,1,0,4
2021,11,총,"546,753","238,809","12,475","21,284","16,531","6,964","10,289","26,320","15,778","10,638","17,308","19,406","31,407","13,208","14,917","22,284","307,944","21,099","11,660","12,442","17,097","10,759","35,994","18,889","26,707","14,566","23,451","16,609","18,068","19,767","21,422","15,555","12,848","11,011"
2021,11,0,"37,834","14,906",835,"1,089",759,239,449,"1,808","1,733",414,906,"1,324","2,009",827,600,"1,914","22,928","1,649",879,579,"1,286",640,"1,869","1,153","2,042","1,241","2,249","1,281","2,478","1,361","1,545","1,132",880,664
2021,11,10,"50,915","18,192","1,049","1,419","1,252",448,691,"1,575","1,300",638,"1,190","1,474","2,515","1,280","1,093","2,268","32,723","2,111","1,087",916,"2,192",678,"2,792","1,392","2,319","1,620","3,703","3,499","1,596","1,560","1,940","2,212","1,545","1,561"
2021,11,20,"75,118","33,689","1,897","3,343","2,422","1,020","1,392","3,974","1,894","1,561","2,322","2,468","4,389","1,877","2,064","3,066","41,429","2,804","1,614","1,815","2,051","1,394","5,630","2,876","3,557","2,065","2,484","1,773","1,976","3,081","3,111","1,972","1,780","1,446"
2021,11,30,"77,053","33,231","1,834","2,883","2,100",881,"1,300","5,095","2,662","1,422","2,123","2,627","3,954","1,452","1,631","3,267","43,822","2,679","1,543","1,594","2,067","2,236","4,676","2,902","5,594","1,813","3,100","1,206","3,843","3,012","2,931","2,016","1,558","1,052"
2021,11,40,"85,643","34,315","1,913","2,815","2,255",962,"1,412","3,841","2,654","1,383","2,217","2,811","4,624","1,978","2,033","3,417","51,328","3,300","1,732","1,619","3,149","1,741","4,723","2,890","4,863","2,336","5,148","3,914","3,254","2,683","3,169","2,869","2,079","1,859"
2021,11,50,"95,986","42,794","2,217","3,888","3,001","1,253","1,822","4,191","2,576","1,983","3,234","3,468","5,961","2,493","3,018","3,689","53,192","3,837","2,181","2,434","2,764","1,656","6,875","3,405","4,013","2,908","3,452","2,673","2,401","3,646","4,001","2,625","2,375","1,946"
2021,11,60,"75,261","36,674","1,636","3,429","2,852","1,097","1,813","3,544","1,855","1,958","3,115","3,118","4,615","2,035","2,541","3,066","38,587","3,043","1,678","2,081","2,129","1,371","5,666","2,544","2,623","1,595","2,017","1,336","1,670","2,927","3,181","1,547","1,712","1,467"
2021,11,70,"31,945","16,612",743,"1,649","1,315",653,903,"1,493",775,864,"1,458","1,386","2,202",820,"1,293","1,058","15,333","1,118",652,901,944,601,"2,446","1,131","1,049",604,750,572,587,"1,002","1,012",693,630,641
2021,11,80,"14,654","7,331",296,665,519,361,445,708,272,363,652,616,999,399,575,461,"7,323",477,247,434,439,374,"1,128",511,572,346,465,307,210,419,453,396,238,307
2021,11,90,"2,258","1,024",54,100,56,50,59,88,54,48,78,114,134,47,66,76,"1,234",79,46,67,73,67,179,82,74,33,81,46,48,75,76,93,51,64
2021,11,100,86,41,1,4,0,0,3,3,3,4,13,0,5,0,3,2,45,2,1,2,3,1,10,3,1,5,2,2,5,1,3,0,0,4
2021,12,총,"547,178","238,311","12,485","21,277","16,484","6,949","10,254","26,355","15,654","10,604","17,247","19,397","31,304","13,162","14,903","22,236","308,867","21,113","13,029","12,292","16,995","10,684","35,843","18,854","26,575","14,496","23,325","16,607","18,050","19,722","21,982","15,593","12,786","10,921"
2021,12,0,"37,820","14,791",830,"1,089",755,230,436,"1,810","1,713",408,884,"1,321","1,984",818,604,"1,909","23,029","1,644","1,078",569,"1,267",629,"1,856","1,149","2,006","1,229","2,238","1,283","2,470","1,347","1,604","1,126",880,654
2021,12,10,"50,835","18,126","1,047","1,408","1,243",448,700,"1,581","1,293",635,"1,191","1,458","2,506","1,265","1,086","2,265","32,709","2,097","1,193",906,"2,171",674,"2,769","1,381","2,302","1,609","3,690","3,511","1,592","1,550","1,953","2,212","1,544","1,555"
2021,12,20,"74,873","33,537","1,906","3,327","2,410","1,008","1,387","3,975","1,884","1,551","2,305","2,453","4,350","1,862","2,051","3,068","41,336","2,801","1,744","1,774","2,044","1,369","5,575","2,849","3,518","2,050","2,452","1,765","1,961","3,066","3,191","1,984","1,754","1,439"
2021,12,30,"77,334","33,149","1,825","2,876","2,082",885,"1,273","5,120","2,628","1,424","2,125","2,639","3,960","1,443","1,634","3,235","44,185","2,695","1,876","1,592","2,032","2,226","4,664","2,907","5,594","1,793","3,061","1,197","3,841","3,016","3,087","2,020","1,544","1,040"
2021,12,40,"85,661","34,205","1,905","2,805","2,252",956,"1,406","3,855","2,644","1,370","2,210","2,800","4,583","1,958","2,030","3,431","51,456","3,284","1,959","1,599","3,133","1,739","4,692","2,889","4,821","2,336","5,126","3,905","3,275","2,681","3,228","2,875","2,077","1,837"
2021,12,50,"96,054","42,745","2,234","3,900","2,993","1,246","1,833","4,175","2,559","1,987","3,232","3,463","5,952","2,497","3,008","3,666","53,309","3,848","2,341","2,384","2,759","1,647","6,881","3,398","3,995","2,897","3,436","2,683","2,403","3,626","4,087","2,635","2,360","1,929"
2021,12,60,"75,518","36,733","1,639","3,448","2,856","1,115","1,814","3,544","1,844","1,957","3,105","3,131","4,622","2,047","2,546","3,065","38,785","3,055","1,830","2,056","2,130","1,355","5,646","2,556","2,637","1,588","2,020","1,334","1,666","2,933","3,256","1,551","1,711","1,461"
2021,12,70,"32,006","16,598",744,"1,648","1,305",648,899,"1,504",767,853,"1,457","1,393","2,201",828,"1,295","1,056","15,408","1,130",689,907,937,603,"2,439","1,133","1,050",606,751,570,586,"1,007","1,037",697,628,638
2021,12,80,"14,747","7,369",300,673,532,360,449,702,265,368,658,619,"1,005",399,577,462,"7,378",478,268,434,444,374,"1,136",510,577,350,468,311,209,422,459,402,237,299
2021,12,90,"2,271","1,031",54,99,56,53,56,86,56,47,77,120,136,45,69,77,"1,240",81,50,70,76,67,183,78,73,33,80,46,44,74,78,91,51,65
2021,12,100,59,27,1,4,0,0,1,3,1,4,3,0,5,0,3,2,32,0,1,1,2,1,2,4,2,5,3,2,3,0,2,0,0,4
