년도,월,나이,안동시,풍산읍,와룡면,북후면,서후면,풍천면,일직면,남후면,남선면,임하면,길안면,임동면,예안면,도산면,녹전면,중구동,명륜동,용상동,서구동,태화동,평화동,안기동,옥동,송하동,강남동
2021,4,50,"26,083","1,066",667,530,597,935,436,275,429,507,519,288,352,285,279,804,930,"3,475","1,441","2,205","1,041","1,154","3,526","2,728","1,614"
2021,4,60,"26,279","1,446",933,685,884,"1,018",640,407,507,716,702,492,500,432,475,928,854,"2,830","1,522","2,240","1,168","1,179","2,693","2,073",955
2021,4,70,"16,523","1,094",719,533,533,742,547,352,317,472,543,344,341,335,342,716,558,"1,630","1,002","1,414",705,634,"1,241",892,517
2021,4,80,"9,929",779,564,436,383,479,401,281,235,325,383,246,264,218,256,337,277,873,550,649,342,237,667,497,250
2021,4,90,"1,502",126,85,66,80,82,59,49,41,65,44,23,24,35,31,63,37,125,74,78,54,39,95,85,42
2021,4,100,64,10,5,0,0,6,3,1,1,2,1,5,1,0,0,1,0,2,5,5,2,0,4,7,3
2021,5,총,"157,882","6,379","4,051","2,978","3,502","6,883","2,712","1,746","2,107","2,822","2,714","1,729","1,855","1,619","1,734","5,154","4,993","22,165","9,056","13,148","6,288","6,201","21,524","16,125","10,397"
2021,5,0,"10,371",190,94,62,82,439,45,26,55,58,42,30,47,22,31,225,299,"1,868",626,896,369,334,"1,931","1,509","1,091"
2021,5,10,"13,523",267,189,83,124,377,124,57,81,108,75,50,50,47,61,357,410,"2,333",878,939,525,549,"2,595","1,738","1,506"
2021,5,20,"16,546",439,282,139,282,968,144,81,149,173,123,68,86,70,63,620,507,"2,996",846,"1,370",628,669,"2,638","1,924","1,281"
2021,5,30,"15,276",367,200,146,204,"1,062",109,75,134,139,113,59,79,64,70,501,424,"2,521",788,"1,506",570,559,"2,403","2,081","1,102"
2021,5,40,"21,856",566,320,305,340,783,232,153,163,253,170,143,111,116,123,622,695,"3,516","1,362","1,834",891,832,"3,727","2,580","2,019"
2021,5,50,"25,943","1,080",661,529,589,920,428,266,419,506,512,279,344,282,273,792,926,"3,466","1,429","2,198","1,025","1,152","3,507","2,736","1,624"
2021,5,60,"26,395","1,455",934,687,886,"1,029",630,409,513,719,713,492,507,429,483,917,860,"2,858","1,509","2,246","1,177","1,185","2,711","2,083",963
2021,5,70,"16,493","1,101",721,531,530,737,542,345,318,471,540,338,345,339,342,718,554,"1,618",995,"1,415",705,641,"1,247",888,512
2021,5,80,"9,949",780,563,432,385,483,397,289,234,329,381,244,260,216,255,336,281,868,552,659,343,241,666,499,256
2021,5,90,"1,481",126,83,63,80,80,58,45,41,64,44,23,25,34,33,65,37,120,68,80,54,38,95,84,41
2021,5,100,49,8,4,1,0,5,3,0,0,2,1,3,1,0,0,1,0,1,3,5,1,1,4,3,2
2021,6,총,"157,805","6,391","4,031","2,982","3,492","6,867","2,706","1,748","2,093","2,810","2,720","1,725","1,836","1,618","1,734","5,139","4,988","22,152","9,068","13,172","6,290","6,199","21,492","16,142","10,410"
2021,6,0,"10,309",185,94,61,81,447,42,26,51,56,42,31,47,22,31,223,297,"1,863",623,889,363,331,"1,917","1,505","1,082"
2021,6,10,"13,522",273,188,84,120,369,127,58,82,108,77,50,49,46,59,353,407,"2,350",883,947,519,548,"2,585","1,732","1,508"
2021,6,20,"16,561",443,276,139,278,961,139,80,146,172,124,64,83,68,61,616,507,"3,004",847,"1,375",633,667,"2,639","1,944","1,295"
2021,6,30,"15,225",360,198,150,206,"1,063",110,76,126,139,111,59,79,66,68,503,420,"2,505",785,"1,503",566,557,"2,397","2,072","1,106"
2021,6,40,"21,845",575,317,304,337,780,231,157,167,252,170,139,108,115,125,614,695,"3,515","1,362","1,843",889,832,"3,728","2,589","2,001"
2021,6,50,"25,780","1,065",642,519,581,915,423,261,419,500,507,278,335,279,271,784,913,"3,441","1,425","2,191","1,029","1,145","3,508","2,722","1,627"
2021,6,60,"26,544","1,467",949,697,889,"1,022",627,412,511,716,721,490,508,433,488,924,877,"2,866","1,519","2,263","1,185","1,190","2,704","2,108",978
2021,6,70,"16,521","1,104",718,528,534,742,548,345,319,472,535,342,345,336,341,716,552,"1,617","1,000","1,420",708,648,"1,251",888,512
2021,6,80,"9,961",780,562,435,384,483,399,287,231,328,386,246,257,217,257,338,284,869,552,659,343,243,666,497,258
2021,6,90,"1,488",131,83,64,82,80,57,46,41,65,46,23,24,36,33,67,36,121,68,77,54,37,93,82,42
2021,6,100,49,8,4,1,0,5,3,0,0,2,1,3,1,0,0,1,0,1,4,5,1,1,4,3,1
2021,7,총,"157,690","6,372","4,010","2,983","3,491","6,907","2,708","1,743","2,101","2,813","2,716","1,727","1,837","1,611","1,726","5,129","4,994","22,115","9,062","13,133","6,293","6,225","21,448","16,154","10,392"
2021,7,0,"10,276",182,92,61,80,455,43,25,52,56,42,31,47,21,30,227,294,"1,849",616,886,366,323,"1,919","1,501","1,078"
2021,7,10,"13,460",268,190,85,118,372,126,61,83,106,78,53,49,45,60,340,409,"2,328",883,942,512,555,"2,591","1,716","1,490"
2021,7,20,"16,522",434,269,139,275,969,137,77,147,169,120,68,82,67,60,616,513,"2,997",852,"1,361",644,671,"2,607","1,954","1,294"
2021,7,30,"15,222",361,188,150,205,"1,077",113,77,123,141,113,59,79,65,67,502,410,"2,505",777,"1,488",561,564,"2,402","2,088","1,107"
2021,7,40,"21,763",563,320,304,336,782,229,153,172,252,171,138,107,112,125,611,695,"3,494","1,355","1,847",888,838,"3,709","2,571","1,991"
2021,7,50,"25,742","1,059",638,517,580,906,421,261,418,492,507,280,335,278,266,786,910,"3,451","1,429","2,173","1,031","1,146","3,481","2,735","1,642"
2021,7,60,"26,652","1,478",946,699,892,"1,035",625,414,516,726,719,490,507,435,492,927,890,"2,884","1,519","2,263","1,179","1,192","2,721","2,120",983
2021,7,70,"16,553","1,113",719,525,537,742,556,345,322,475,532,335,345,335,336,717,551,"1,616","1,010","1,426",711,650,"1,254",893,508
2021,7,80,"9,970",777,561,439,386,486,399,286,229,329,389,246,260,217,256,338,286,869,549,663,345,247,665,493,255
2021,7,90,"1,480",130,83,63,82,77,56,44,39,65,44,24,25,36,34,64,36,121,68,79,54,38,95,80,43
2021,7,100,50,7,4,1,0,6,3,0,0,2,1,3,1,0,0,1,0,1,4,5,2,1,4,3,1
2021,8,총,"157,534","6,356","3,998","2,956","3,479","6,950","2,682","1,737","2,107","2,820","2,724","1,731","1,832","1,606","1,726","5,110","4,975","22,109","9,036","13,137","6,306","6,219","21,425","16,156","10,357"
2021,8,0,"10,249",182,84,58,80,463,45,24,51,58,41,31,46,24,31,221,290,"1,850",610,896,368,325,"1,912","1,495","1,064"
2021,8,10,"13,388",266,194,80,122,378,111,60,84,106,79,50,49,43,60,335,401,"2,310",884,944,510,545,"2,584","1,703","1,490"
2021,8,20,"16,483",431,266,140,272,970,133,80,145,168,119,70,81,67,60,615,508,"2,994",847,"1,352",649,676,"2,595","1,958","1,287"
2021,8,30,"15,213",365,185,150,205,"1,101",113,75,125,142,111,59,77,66,68,490,411,"2,510",768,"1,483",569,564,"2,389","2,088","1,099"
2021,8,40,"21,704",555,315,299,329,781,223,147,175,250,170,141,106,114,125,613,690,"3,490","1,359","1,841",890,836,"3,710","2,563","1,982"
2021,8,50,"25,708","1,053",639,511,575,907,418,262,417,495,507,279,332,271,265,789,906,"3,443","1,418","2,165","1,024","1,146","3,488","2,750","1,648"
2021,8,60,"26,718","1,479",946,690,892,"1,041",626,415,518,726,731,494,507,435,494,923,896,"2,907","1,521","2,271","1,181","1,191","2,724","2,128",982
2021,8,70,"16,586","1,112",719,525,536,748,555,346,327,476,532,335,348,335,334,720,549,"1,625","1,008","1,436",710,650,"1,255",895,510
2021,8,80,"9,958",779,565,436,386,479,400,283,227,334,386,245,259,217,254,339,289,856,548,663,349,248,669,491,256
2021,8,90,"1,479",128,82,66,82,76,55,45,38,63,47,24,26,34,35,64,35,123,69,81,54,37,95,82,38
2021,8,100,48,6,3,1,0,6,3,0,0,2,1,3,1,0,0,1,0,1,4,5,2,1,4,3,1
2021,9,총,"157,401","6,355","3,996","2,949","3,481","6,959","2,674","1,725","2,089","2,806","2,709","1,724","1,833","1,603","1,725","5,098","4,949","22,074","9,015","13,088","6,283","6,206","21,387","16,154","10,519"
2021,9,0,"10,209",176,84,56,73,463,43,22,49,55,42,30,48,22,29,224,284,"1,846",611,886,363,321,"1,908","1,501","1,073"
2021,9,10,"13,361",266,194,79,117,377,112,57,82,108,76,51,47,43,62,330,401,"2,288",884,940,508,541,"2,584","1,701","1,513"
2021,9,20,"16,389",435,263,136,277,961,129,76,145,160,117,69,83,66,59,609,494,"2,970",833,"1,345",644,671,"2,583","1,968","1,296"
2021,9,30,"15,182",368,181,150,207,"1,113",112,68,118,143,109,54,78,68,65,486,409,"2,516",762,"1,462",555,557,"2,367","2,080","1,154"
2021,9,40,"21,658",547,315,298,322,782,226,149,170,246,167,141,106,110,123,616,685,"3,471","1,349","1,829",894,832,"3,706","2,548","2,026"
2021,9,50,"25,729","1,055",638,510,585,916,411,264,417,489,503,277,336,268,265,782,903,"3,446","1,431","2,165","1,022","1,154","3,480","2,749","1,663"
2021,9,60,"26,737","1,478",952,690,887,"1,043",632,415,520,732,732,493,498,436,496,918,890,"2,925","1,512","2,274","1,177","1,192","2,728","2,133",984
2021,9,70,"16,613","1,119",718,523,538,744,554,347,322,477,535,336,351,337,333,722,553,"1,621","1,011","1,437",713,644,"1,268",895,515
2021,9,80,"9,996",779,566,440,393,474,399,283,227,332,381,246,259,218,259,345,293,869,550,663,354,255,667,489,255
2021,9,90,"1,479",127,81,66,82,80,54,44,39,62,47,24,26,35,34,65,37,121,68,82,51,38,91,86,39
2021,9,100,48,5,4,1,0,6,2,0,0,2,0,3,1,0,0,1,0,1,4,5,2,1,5,4,1
2021,10,총,"157,317","6,369","3,974","2,951","3,481","6,984","2,671","1,726","2,084","2,800","2,706","1,721","1,838","1,596","1,721","5,069","4,950","22,063","8,997","13,076","6,276","6,182","21,377","16,159","10,546"
2021,10,0,"10,137",184,83,57,72,468,42,22,49,54,42,30,50,20,26,219,276,"1,825",603,878,357,312,"1,893","1,502","1,073"
2021,10,10,"13,370",271,187,80,117,377,113,56,82,107,78,50,47,44,62,327,407,"2,292",892,938,507,546,"2,587","1,701","1,502"
2021,10,20,"16,363",437,259,132,276,956,128,75,144,154,117,69,83,63,59,606,497,"2,976",826,"1,356",643,661,"2,576","1,972","1,298"
2021,10,30,"15,142",368,182,149,206,"1,129",111,66,121,141,107,54,75,68,65,481,410,"2,510",748,"1,446",561,555,"2,363","2,065","1,161"
2021,10,40,"21,607",550,310,295,324,781,227,148,168,245,162,137,106,110,123,615,673,"3,457","1,357","1,839",876,824,"3,698","2,555","2,027"
2021,10,50,"25,731","1,048",638,511,577,924,411,268,416,490,505,277,334,262,267,782,912,"3,449","1,405","2,163","1,029","1,141","3,491","2,750","1,681"
2021,10,60,"26,776","1,479",953,698,893,"1,040",624,415,518,738,731,498,506,437,494,909,883,"2,934","1,533","2,266","1,169","1,201","2,736","2,133",988
2021,10,70,"16,651","1,119",717,522,540,745,561,347,323,476,532,335,350,339,328,718,559,"1,627","1,014","1,439",725,648,"1,269",901,517
2021,10,80,"10,008",782,561,443,394,477,397,286,222,329,387,247,261,217,260,348,294,869,542,665,356,254,670,489,258
2021,10,90,"1,487",126,81,63,82,80,55,43,41,65,45,23,25,36,37,63,39,123,73,82,51,39,89,87,39
2021,10,100,45,5,3,1,0,7,2,0,0,1,0,1,1,0,0,1,0,1,4,4,2,1,5,4,2
2021,11,총,"157,177","6,372","3,971","2,947","3,484","7,007","2,663","1,725","2,085","2,795","2,707","1,720","1,825","1,592","1,717","5,068","4,943","22,050","8,991","13,060","6,289","6,184","21,322","16,149","10,511"
2021,11,0,"10,060",184,79,54,70,473,39,21,49,53,42,32,47,21,27,211,265,"1,814",603,878,353,308,"1,883","1,488","1,066"
2021,11,10,"13,347",274,190,82,123,372,116,58,83,108,78,49,46,43,61,330,411,"2,275",895,927,513,543,"2,580","1,696","1,494"
2021,11,20,"16,363",437,260,129,270,969,126,73,141,155,107,67,79,63,58,613,507,"2,979",828,"1,359",642,675,"2,568","1,968","1,290"
2021,11,30,"15,086",370,179,145,209,"1,123",110,67,119,137,110,53,73,66,67,475,397,"2,511",741,"1,446",564,550,"2,353","2,065","1,156"
2021,11,40,"21,582",549,304,295,321,792,224,144,168,243,160,134,105,111,117,613,680,"3,457","1,355","1,834",882,820,"3,695","2,558","2,021"
2021,11,50,"25,713","1,048",639,510,577,934,416,269,420,488,506,275,332,262,270,785,905,"3,449","1,399","2,164","1,023","1,139","3,485","2,744","1,674"
2021,11,60,"26,820","1,477",963,702,895,"1,033",625,413,519,741,735,502,508,433,497,913,889,"2,944","1,540","2,263","1,167","1,201","2,723","2,140",997
2021,11,70,"16,653","1,114",716,523,539,745,555,351,317,478,532,335,349,340,328,712,558,"1,629","1,015","1,433",733,649,"1,276",907,519
2021,11,80,"10,011",786,557,444,395,478,397,285,227,329,389,247,258,217,256,352,295,869,538,666,356,259,665,491,255
2021,11,90,"1,497",129,80,62,85,81,54,44,42,62,48,25,27,36,36,63,36,121,73,86,54,39,89,88,37
2021,11,100,45,4,4,1,0,7,1,0,0,1,0,1,1,0,0,1,0,2,4,4,2,1,5,4,2
2021,12,총,"156,972","6,378","3,981","2,936","3,473","7,012","2,672","1,717","2,080","2,797","2,691","1,710","1,823","1,580","1,724","5,085","4,917","22,003","8,956","13,026","6,280","6,168","21,296","16,142","10,525"
2021,12,0,"9,970",183,80,51,71,478,39,20,49,52,42,32,47,17,26,210,256,"1,794",594,871,350,305,"1,862","1,487","1,054"
2021,12,10,"13,343",280,190,83,123,374,117,59,81,107,75,47,44,43,61,324,408,"2,263",893,926,505,546,"2,590","1,703","1,501"
2021,12,20,"16,268",434,267,128,272,967,125,69,143,154,107,65,79,60,57,614,498,"2,960",832,"1,354",645,659,"2,544","1,944","1,291"
2021,12,30,"14,980",367,182,147,204,"1,131",106,66,117,138,109,53,74,64,67,473,393,"2,488",728,"1,424",559,540,"2,344","2,056","1,150"
2021,12,40,"21,625",553,304,296,314,787,224,144,167,241,159,134,105,112,121,621,682,"3,469","1,354","1,828",880,827,"3,706","2,570","2,027"
2021,12,50,"25,727","1,044",652,508,579,922,417,267,418,487,500,276,331,258,272,799,904,"3,456","1,394","2,171","1,023","1,140","3,481","2,741","1,687"
2021,12,60,"26,818","1,483",958,700,890,"1,036",629,412,518,743,738,503,506,429,497,902,893,"2,946","1,535","2,267","1,165","1,196","2,732","2,140","1,000"
2021,12,70,"16,671","1,114",712,521,542,747,560,348,319,482,528,327,352,339,328,718,553,"1,632","1,013","1,423",740,656,"1,279",921,517
2021,12,80,"10,016",787,554,434,392,479,399,287,227,328,385,248,259,221,260,360,293,871,539,676,354,260,656,489,258
2021,12,90,"1,513",128,78,67,86,84,55,45,41,64,48,24,26,37,35,63,37,122,72,82,57,39,97,88,38
2021,12,100,41,5,4,1,0,7,1,0,0,1,0,1,0,0,0,1,0,2,2,4,2,0,5,3,2
