년도,월,나이,대구광역시 달서구,대구광역시 달서구 성당동,대구광역시 달서구 두류1.2동,대구광역시 달서구 두류3동,대구광역시 달서구 감삼동,대구광역시 달서구 죽전동,대구광역시 달서구 장기동,대구광역시 달서구 용산1동,대구광역시 달서구 용산2동,대구광역시 달서구 이곡1동,대구광역시 달서구 이곡2동,대구광역시 달서구 신당동,대구광역시 달서구 본리동,대구광역시 달서구 월성1동,대구광역시 달서구 월성2동,대구광역시 달서구 진천동,대구광역시 달서구 상인1동,대구광역시 달서구 상인2동,대구광역시 달서구 상인3동,대구광역시 달서구 도원동,대구광역시 달서구 송현1동,대구광역시 달서구 송현2동,대구광역시 달서구 본동,대구광역시 달서구 유천동
2021,2,50,"49,919","2,092","1,289",713,"2,440","1,305","1,613","3,334","3,160","2,609","1,638","3,257","1,850","3,286","1,529","5,684","3,392","1,734","1,019","3,315","1,827","1,596","1,237",
2021,2,60,"35,792","1,817","1,177",652,"1,781","1,046","1,093","1,794","1,797","1,345","1,356","1,916","1,236","1,379","1,442","3,923","2,498","1,443","1,217","2,786","1,531","1,549","1,014",
2021,2,70,"15,415",940,660,377,754,417,470,733,617,475,424,803,516,574,789,"1,659",964,543,617,"1,022",823,779,459,
2021,2,80,"5,097",290,230,159,210,136,124,227,224,166,127,265,151,186,291,515,359,172,174,361,277,316,137,
2021,2,90,386,11,9,10,14,11,10,11,15,9,12,22,7,19,25,44,31,15,21,30,16,24,20,
2021,2,100,20,1,1,0,2,1,1,1,0,0,0,0,3,1,1,6,0,0,0,0,0,2,0,
2021,3,총,"273,311","11,582","7,049","4,106","13,281","6,831","8,663","15,804","14,724","11,783","8,474","16,457","10,873","21,411","7,842","37,607","18,954","9,956","5,437","17,547","9,722","8,784","6,424",
2021,3,0,"20,056",773,295,200,993,301,693,"1,036",926,684,452,726,"1,080","2,548",334,"4,495","1,475",584,174,"1,170",434,368,315,
2021,3,10,"28,154",948,356,289,"1,162",505,852,"1,880","1,534","1,249",716,"1,203","1,045","4,223",585,"4,359","2,595",777,316,"1,793",667,602,498,
2021,3,20,"41,568","1,452","1,095",648,"2,067","1,188","1,317","2,625","2,544","2,221","1,373","3,711","1,391","2,348",989,"4,811","2,858","1,811",686,"2,689","1,491","1,311",942,
2021,3,30,"34,048","1,422",956,489,"1,888",965,"1,156","1,737","1,775","1,338","1,205","2,198","1,572","1,953",696,"5,443","1,988","1,596",577,"1,991","1,235","1,047",821,
2021,3,40,"42,811","1,863",999,581,"1,978",971,"1,341","2,411","2,124","1,688","1,149","2,330","2,015","4,878","1,154","6,646","2,811","1,279",641,"2,377","1,397","1,186",992,
2021,3,50,"49,648","2,058","1,286",706,"2,420","1,294","1,613","3,311","3,129","2,574","1,633","3,244","1,843","3,295","1,521","5,671","3,375","1,735","1,009","3,304","1,812","1,601","1,214",
2021,3,60,"36,089","1,820","1,176",648,"1,793","1,048","1,083","1,830","1,835","1,381","1,378","1,947","1,253","1,385","1,455","3,959","2,499","1,446","1,219","2,810","1,549","1,548","1,027",
2021,3,70,"15,412",938,647,373,751,414,475,736,620,469,428,803,511,576,793,"1,655",964,539,622,"1,023",835,780,460,
2021,3,80,"5,127",298,229,162,215,133,122,226,221,171,129,273,153,184,290,524,357,173,173,357,286,316,135,
2021,3,90,389,10,9,10,13,12,11,10,16,8,11,22,8,20,25,43,32,16,20,33,16,24,20,
2021,3,100,9,0,1,0,1,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,
2021,4,총,"272,745","11,543","7,031","4,100","13,235","6,813","8,629","15,774","14,693","11,769","8,451","16,465","10,846","21,380","7,819","37,584","18,864","9,942","5,417","17,512","9,698","8,776","6,404",
2021,4,0,"19,860",758,289,199,983,297,683,"1,024",918,676,453,721,"1,073","2,523",323,"4,457","1,461",586,168,"1,155",434,364,315,
2021,4,10,"28,040",941,353,287,"1,161",497,846,"1,865","1,530","1,245",709,"1,205","1,046","4,228",575,"4,359","2,555",778,317,"1,790",662,598,493,
2021,4,20,"41,439","1,444","1,070",649,"2,046","1,190","1,298","2,642","2,548","2,201","1,379","3,716","1,379","2,340",980,"4,818","2,873","1,789",677,"2,681","1,492","1,293",934,
2021,4,30,"33,911","1,412",958,489,"1,892",968,"1,157","1,726","1,758","1,352","1,190","2,202","1,560","1,929",704,"5,427","1,935","1,599",573,"1,977","1,224","1,053",826,
2021,4,40,"42,698","1,852","1,002",576,"1,969",958,"1,336","2,393","2,118","1,694","1,141","2,321","2,005","4,869","1,154","6,639","2,808","1,280",648,"2,365","1,397","1,192",981,
2021,4,50,"49,540","2,059","1,297",711,"2,405","1,293","1,612","3,312","3,114","2,548","1,628","3,232","1,845","3,304","1,518","5,660","3,368","1,739",996,"3,289","1,803","1,597","1,210",
2021,4,60,"36,239","1,826","1,181",643,"1,800","1,050","1,085","1,835","1,846","1,400","1,378","1,967","1,263","1,392","1,454","3,990","2,502","1,442","1,227","2,827","1,547","1,553","1,031",
2021,4,70,"15,438",944,642,374,749,415,475,733,622,473,432,804,511,589,795,"1,659",964,537,619,"1,027",833,780,461,
2021,4,80,"5,182",297,231,163,216,133,125,231,223,172,130,276,154,185,291,531,365,175,171,368,290,321,134,
2021,4,90,389,10,7,9,13,12,12,11,16,8,11,21,8,20,25,43,33,17,21,33,16,24,19,
2021,4,100,9,0,1,0,1,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,
2021,5,총,"272,325","11,521","7,045","4,079","13,237","6,790","8,599","15,716","14,697","11,753","8,442","16,493","10,837","21,359","7,813","37,545","18,779","9,942","5,429","17,483","9,641","8,756","6,369",
2021,5,0,"19,726",751,291,198,987,297,672,"1,004",918,676,451,721,"1,065","2,497",320,"4,436","1,443",588,167,"1,138",427,362,317,
2021,5,10,"27,969",946,349,289,"1,156",493,839,"1,856","1,515","1,236",703,"1,206","1,063","4,230",575,"4,356","2,534",775,312,"1,785",660,597,494,
2021,5,20,"41,359","1,445","1,084",643,"2,042","1,189","1,292","2,629","2,556","2,194","1,383","3,719","1,365","2,349",978,"4,812","2,875","1,771",674,"2,681","1,473","1,282",923,
2021,5,30,"33,798","1,402",960,483,"1,892",962,"1,156","1,722","1,763","1,369","1,180","2,213","1,553","1,913",702,"5,382","1,921","1,598",571,"1,976","1,217","1,045",818,
2021,5,40,"42,497","1,836",997,573,"1,958",947,"1,324","2,366","2,091","1,682","1,138","2,307","2,007","4,855","1,140","6,628","2,797","1,279",653,"2,352","1,396","1,193",978,
2021,5,50,"49,448","2,061","1,295",707,"2,398","1,275","1,610","3,299","3,123","2,527","1,624","3,250","1,840","3,319","1,509","5,663","3,347","1,744",998,"3,275","1,797","1,594","1,193",
2021,5,60,"36,454","1,835","1,185",643,"1,821","1,062","1,094","1,854","1,868","1,411","1,390","1,979","1,266","1,392","1,472","4,024","2,494","1,451","1,235","2,847","1,533","1,560","1,038",
2021,5,70,"15,452",938,639,370,748,418,475,740,622,474,435,795,515,594,797,"1,670",967,540,630,"1,025",831,774,455,
2021,5,80,"5,219",297,235,164,220,135,126,233,226,175,128,281,152,189,294,530,365,178,169,371,291,325,135,
2021,5,90,394,10,9,9,14,12,11,11,15,9,10,22,9,20,26,43,36,18,20,33,16,23,18,
2021,5,100,9,0,1,0,1,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,
2021,6,총,"271,953","11,485","7,050","4,075","13,255","6,777","8,585","15,701","14,664","11,729","8,425","16,488","10,811","21,344","7,788","37,563","18,688","9,955","5,405","17,444","9,635","8,749","6,337",
2021,6,0,"19,622",746,292,197,988,292,672,"1,002",905,672,450,720,"1,059","2,474",319,"4,414","1,435",594,169,"1,129",424,358,311,
2021,6,10,"27,881",936,347,284,"1,151",483,838,"1,851","1,514","1,227",698,"1,190","1,065","4,239",571,"4,373","2,518",778,306,"1,776",657,590,489,
2021,6,20,"41,263","1,439","1,087",645,"2,046","1,188","1,291","2,618","2,543","2,178","1,373","3,737","1,355","2,350",978,"4,803","2,853","1,791",666,"2,660","1,462","1,288",912,
2021,6,30,"33,641","1,395",958,486,"1,910",965,"1,138","1,715","1,757","1,373","1,174","2,206","1,550","1,914",683,"5,335","1,889","1,586",552,"1,969","1,217","1,050",819,
2021,6,40,"42,405","1,828",997,568,"1,953",942,"1,317","2,366","2,080","1,675","1,145","2,312","1,995","4,825","1,136","6,654","2,788","1,274",654,"2,351","1,393","1,185",967,
2021,6,50,"49,298","2,053","1,291",703,"2,391","1,274","1,612","3,287","3,112","2,514","1,611","3,222","1,836","3,335","1,503","5,661","3,333","1,741",996,"3,254","1,798","1,589","1,182",
2021,6,60,"36,741","1,845","1,189",648,"1,836","1,067","1,098","1,873","1,889","1,433","1,400","2,005","1,278","1,406","1,481","4,056","2,504","1,456","1,239","2,878","1,548","1,564","1,048",
2021,6,70,"15,443",938,639,371,743,421,477,739,620,474,438,791,510,589,798,"1,681",968,538,633,"1,022",824,773,456,
2021,6,80,"5,256",295,240,164,221,133,131,235,229,173,127,283,152,190,293,542,367,179,169,373,296,328,136,
2021,6,90,394,10,9,9,15,12,11,13,15,10,9,22,9,21,26,43,33,18,21,32,16,23,17,
2021,6,100,9,0,1,0,1,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,
2021,7,총,"271,525","11,450","7,078","4,085","13,225","6,784","8,571","15,674","14,669","11,720","8,424","16,468","10,759","21,319","7,767","37,533","18,562","9,949","5,397","17,411","9,632","8,751","6,297",
2021,7,0,"19,513",739,293,196,979,290,671,996,898,668,446,718,"1,056","2,449",316,"4,409","1,418",594,168,"1,124",430,353,302,
2021,7,10,"27,787",936,345,284,"1,151",479,837,"1,837","1,502","1,217",693,"1,181","1,051","4,233",568,"4,382","2,507",777,308,"1,771",651,590,487,
2021,7,20,"41,070","1,435","1,106",649,"2,030","1,186","1,295","2,606","2,547","2,166","1,366","3,714","1,359","2,339",972,"4,773","2,837","1,781",650,"2,636","1,451","1,277",895,
2021,7,30,"33,562","1,386",961,486,"1,899",966,"1,132","1,713","1,762","1,375","1,178","2,208","1,525","1,910",681,"5,311","1,860","1,587",557,"1,965","1,225","1,054",821,
2021,7,40,"42,248","1,825",988,567,"1,942",944,"1,308","2,346","2,088","1,680","1,139","2,303","1,987","4,811","1,125","6,649","2,765","1,265",653,"2,331","1,395","1,182",955,
2021,7,50,"49,184","2,044","1,292",705,"2,392","1,274","1,619","3,280","3,092","2,495","1,615","3,223","1,817","3,358","1,491","5,654","3,314","1,741",995,"3,239","1,780","1,591","1,173",
2021,7,60,"36,985","1,843","1,193",653,"1,847","1,078","1,087","1,901","1,911","1,456","1,412","2,020","1,292","1,418","1,491","4,080","2,496","1,462","1,245","2,904","1,567","1,576","1,053",
2021,7,70,"15,511",939,644,373,747,422,482,744,629,477,440,796,509,588,802,"1,690",964,546,633,"1,035",820,773,458,
2021,7,80,"5,256",293,245,163,222,132,129,236,226,176,127,281,152,192,295,540,368,178,167,374,296,330,134,
2021,7,90,400,10,10,9,15,13,11,13,14,10,8,24,9,20,26,44,33,18,21,32,17,24,19,
2021,7,100,9,0,1,0,1,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,
2021,8,총,"270,975","11,427","7,068","4,082","13,192","6,781","8,556","15,648","14,679","11,725","8,404","16,433","10,697","21,320","7,735","37,532","18,388","9,949","5,372","17,368","9,619","8,751","6,249",
2021,8,0,"19,426",736,290,198,972,283,667,988,898,670,439,719,"1,052","2,431",314,"4,407","1,408",590,172,"1,120",421,354,297,
2021,8,10,"27,621",934,343,283,"1,146",483,830,"1,817","1,494","1,212",685,"1,170","1,045","4,231",567,"4,365","2,469",775,300,"1,758",650,589,475,
2021,8,20,"40,890","1,421","1,100",648,"2,018","1,181","1,294","2,610","2,534","2,168","1,347","3,684","1,332","2,355",971,"4,792","2,802","1,762",640,"2,623","1,443","1,278",887,
2021,8,30,"33,495","1,388",965,489,"1,885",961,"1,128","1,696","1,779","1,379","1,183","2,237","1,505","1,893",672,"5,288","1,842","1,602",556,"1,953","1,231","1,051",812,
2021,8,40,"42,023","1,811",984,559,"1,943",943,"1,306","2,333","2,088","1,665","1,134","2,283","1,968","4,786","1,118","6,636","2,742","1,264",643,"2,320","1,375","1,181",941,
2021,8,50,"49,120","2,051","1,295",706,"2,381","1,274","1,621","3,297","3,083","2,495","1,613","3,202","1,821","3,395","1,482","5,644","3,280","1,730",989,"3,224","1,773","1,588","1,176",
2021,8,60,"37,099","1,842","1,191",652,"1,853","1,085","1,082","1,903","1,930","1,468","1,418","2,031","1,297","1,415","1,492","4,112","2,480","1,474","1,245","2,912","1,588","1,575","1,054",
2021,8,70,"15,600",937,647,373,753,424,488,750,626,481,448,800,513,599,795,"1,695",969,555,641,"1,048",825,781,452,
2021,8,80,"5,287",297,243,165,225,133,129,238,233,177,129,285,152,193,299,547,362,179,165,376,296,328,136,
2021,8,90,406,10,9,9,15,14,11,15,14,10,8,22,10,21,25,45,34,18,21,34,17,25,19,
2021,8,100,8,0,1,0,1,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,
2021,9,총,"270,482","11,381","7,076","4,075","13,176","6,766","8,528","15,640","14,624","11,685","8,383","16,458","10,667","21,306","7,729","37,489","18,257","9,949","5,360","17,380","9,593","8,740","6,220",
2021,9,0,"19,273",736,291,204,967,280,670,984,881,657,441,711,"1,046","2,403",309,"4,361","1,390",594,169,"1,112",415,354,298,
2021,9,10,"27,554",929,340,277,"1,143",474,831,"1,814","1,491","1,200",676,"1,171","1,046","4,240",568,"4,375","2,466",769,295,"1,753",650,584,462,
2021,9,20,"40,735","1,404","1,092",645,"2,019","1,179","1,276","2,613","2,510","2,170","1,336","3,713","1,324","2,356",963,"4,772","2,765","1,759",644,"2,623","1,429","1,274",869,
2021,9,30,"33,421","1,388",978,488,"1,889",975,"1,109","1,685","1,774","1,373","1,177","2,243","1,483","1,878",672,"5,264","1,829","1,618",548,"1,965","1,220","1,053",812,
2021,9,40,"41,837","1,792",983,552,"1,934",932,"1,304","2,320","2,086","1,654","1,129","2,253","1,973","4,765","1,124","6,634","2,709","1,264",644,"2,302","1,372","1,179",932,
2021,9,50,"49,090","2,038","1,292",713,"2,378","1,265","1,610","3,298","3,076","2,491","1,611","3,221","1,822","3,425","1,478","5,648","3,259","1,720",978,"3,235","1,770","1,581","1,181",
2021,9,60,"37,184","1,844","1,193",652,"1,853","1,091","1,095","1,908","1,935","1,473","1,425","2,038","1,298","1,418","1,493","4,128","2,472","1,477","1,246","2,915","1,595","1,578","1,057",
2021,9,70,"15,660",944,650,370,752,424,490,760,622,477,450,804,509,603,797,"1,710",970,558,646,"1,064",825,784,451,
2021,9,80,"5,313",295,247,165,224,132,132,241,236,180,132,281,155,196,300,550,362,172,167,378,300,329,139,
2021,9,90,407,11,9,9,16,14,11,16,13,10,6,23,9,21,25,46,35,18,23,33,17,23,19,
2021,9,100,8,0,1,0,1,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,
2021,10,총,"269,775","11,377","7,082","4,046","13,138","6,760","8,493","15,611","14,588","11,672","8,357","16,407","10,591","21,287","7,690","37,436","18,120","9,950","5,344","17,318","9,571","8,742","6,195",
2021,10,0,"19,077",731,291,194,970,273,655,974,870,648,433,705,"1,028","2,376",299,"4,347","1,373",594,164,"1,095",411,350,296,
2021,10,10,"27,486",923,339,278,"1,142",467,828,"1,797","1,485","1,196",675,"1,160","1,058","4,248",569,"4,381","2,455",766,292,"1,746",643,583,455,
2021,10,20,"40,458","1,411","1,103",629,"1,987","1,180","1,277","2,607","2,496","2,165","1,328","3,683","1,300","2,368",942,"4,722","2,734","1,730",632,"2,599","1,433","1,271",861,
2021,10,30,"33,356","1,390",978,487,"1,885",976,"1,107","1,691","1,769","1,365","1,169","2,233","1,461","1,858",675,"5,264","1,817","1,627",547,"1,959","1,227","1,058",813,
2021,10,40,"41,598","1,783",986,549,"1,923",935,"1,286","2,302","2,075","1,652","1,119","2,242","1,960","4,750","1,108","6,618","2,672","1,268",640,"2,286","1,359","1,167",918,
2021,10,50,"49,063","2,036","1,290",709,"2,387","1,263","1,614","3,305","3,068","2,493","1,608","3,212","1,816","3,441","1,477","5,643","3,244","1,719",975,"3,231","1,766","1,586","1,180",
2021,10,60,"37,260","1,847","1,183",654,"1,854","1,093","1,090","1,918","1,952","1,481","1,430","2,056","1,294","1,422","1,492","4,146","2,460","1,493","1,248","2,920","1,587","1,581","1,059",
2021,10,70,"15,717",952,653,373,744,428,489,759,626,480,453,806,508,606,806,"1,714",966,561,658,"1,067",827,789,452,
2021,10,80,"5,337",293,248,162,228,131,136,242,234,181,135,287,155,197,299,555,364,175,165,378,299,331,142,
2021,10,90,415,11,10,11,17,14,11,15,13,11,7,23,9,20,23,45,35,17,23,37,19,25,19,
2021,10,100,8,0,1,0,1,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,
2021,11,총,"269,093","11,321","7,075","4,036","13,117","6,722","8,463","15,599","14,546","11,677","8,360","16,372","10,480","18,447","7,653","25,459","17,926","9,912","5,355","17,259","9,570","8,725","6,175","14,844"
2021,11,0,"18,950",720,289,195,961,270,647,973,853,655,432,714,"1,017","1,968",289,"2,109","1,343",586,167,"1,088",407,348,295,"2,624"
2021,11,10,"27,391",926,340,277,"1,141",470,834,"1,786","1,480","1,190",666,"1,145","1,053","3,683",567,"2,570","2,439",760,285,"1,739",641,579,455,"2,365"
2021,11,20,"40,227","1,394","1,104",628,"1,985","1,166","1,253","2,605","2,480","2,154","1,325","3,647","1,274","2,104",933,"3,782","2,694","1,728",634,"2,573","1,425","1,257",861,"1,221"
2021,11,30,"33,201","1,375",969,490,"1,890",965,"1,106","1,690","1,763","1,370","1,171","2,248","1,433","1,561",671,"3,395","1,785","1,614",542,"1,953","1,230","1,059",799,"2,122"
2021,11,40,"41,471","1,774",990,540,"1,914",932,"1,282","2,297","2,073","1,647","1,115","2,230","1,944","4,072","1,098","3,782","2,639","1,260",634,"2,285","1,354","1,162",905,"3,542"
2021,11,50,"49,043","2,032","1,286",706,"2,392","1,260","1,611","3,301","3,066","2,500","1,618","3,207","1,807","3,060","1,472","4,348","3,227","1,714",978,"3,211","1,766","1,584","1,181","1,716"
2021,11,60,"37,299","1,846","1,186",654,"1,848","1,085","1,098","1,927","1,955","1,484","1,436","2,061","1,282","1,253","1,488","3,477","2,438","1,502","1,261","2,918","1,596","1,587","1,064",853
2021,11,70,"15,729",947,652,374,741,432,488,764,623,483,450,812,507,545,809,"1,453",963,556,663,"1,070",834,790,454,319
2021,11,80,"5,353",296,248,162,227,127,132,239,240,179,141,283,152,185,303,501,366,174,167,383,298,332,142,76
2021,11,90,423,11,10,10,17,15,12,16,13,15,6,25,9,16,23,42,32,18,24,39,19,26,19,6
2021,11,100,6,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
2021,12,총,"268,498","11,272","7,062","4,010","13,014","6,732","8,436","15,516","14,495","11,606","8,349","16,297","10,321","18,310","7,632","25,304","17,742","9,831","5,350","17,211","9,571","8,698","6,114","15,625"
2021,12,0,"18,902",711,287,191,955,270,635,965,859,644,431,707,"1,005","1,923",289,"2,061","1,311",571,168,"1,079",412,341,292,"2,795"
2021,12,10,"27,306",923,340,283,"1,132",465,832,"1,758","1,462","1,172",660,"1,135","1,046","3,662",569,"2,555","2,406",745,285,"1,725",634,585,451,"2,481"
2021,12,20,"39,856","1,390","1,091",617,"1,956","1,186","1,245","2,571","2,452","2,131","1,312","3,592","1,228","2,100",925,"3,733","2,661","1,710",629,"2,561","1,419","1,241",837,"1,269"
2021,12,30,"33,164","1,361",977,482,"1,852",970,"1,100","1,686","1,759","1,357","1,169","2,255","1,408","1,534",671,"3,367","1,779","1,606",533,"1,942","1,233","1,064",793,"2,266"
2021,12,40,"41,396","1,768",989,547,"1,908",918,"1,285","2,270","2,063","1,639","1,121","2,221","1,913","4,041","1,090","3,763","2,590","1,243",636,"2,276","1,339","1,154",892,"3,730"
2021,12,50,"48,925","2,019","1,270",688,"2,387","1,254","1,596","3,280","3,051","2,486","1,613","3,207","1,781","3,056","1,472","4,333","3,218","1,699",979,"3,215","1,772","1,579","1,177","1,793"
2021,12,60,"37,346","1,843","1,190",659,"1,829","1,088","1,105","1,957","1,964","1,499","1,448","2,058","1,263","1,245","1,479","3,480","2,413","1,510","1,266","2,913","1,607","1,591","1,060",879
2021,12,70,"15,769",952,659,375,747,437,490,762,625,486,445,811,509,552,811,"1,458",967,551,657,"1,081",834,789,446,325
2021,12,80,"5,402",292,249,156,230,129,136,249,246,177,144,287,158,182,304,512,366,178,171,378,302,327,148,81
2021,12,90,426,13,10,12,17,15,12,17,14,15,6,24,8,15,22,42,31,18,26,41,19,26,18,5
2021,12,100,6,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1
