년도,월,나이,충청남도,충청남도 천안시,충청남도 천안시 동남구,충청남도 천안시 서북구,충청남도 공주시,충청남도 보령시,충청남도 아산시,충청남도 서산시,충청남도 논산시,충청남도 계룡시,충청남도 당진시,충청남도 금산군,충청남도 부여군,충청남도 서천군,충청남도 청양군,충청남도 홍성군,충청남도 예산군,충청남도 태안군
2021,3,70,"93,252","16,535","8,419","8,116","6,162","6,188","10,025","7,410","7,156","1,156","7,029","3,692","5,150","4,415","2,446","5,590","5,647","4,651"
2021,3,80,"65,613","10,015","5,244","4,771","4,618","4,065","6,401","5,346","5,373",761,"5,179","2,836","4,122","3,380","2,144","4,197","4,237","2,939"
2021,3,90,"11,141","1,740",925,815,776,747,"1,031",985,883,141,876,431,737,644,324,667,646,513
2021,3,100,431,73,41,32,30,36,45,34,38,3,42,8,30,22,5,26,24,15
2021,4,총,"1,035,177","321,635","126,640","194,995","51,857","48,866","153,196","84,153","57,710","21,696","77,925","25,251","32,498","25,966","15,089","50,128","38,533","30,674"
2021,4,0,"82,551","29,806","9,666","20,140","2,708","2,939","15,696","7,424","3,464","1,940","7,462","1,214","1,336","1,118",605,"3,642","1,701","1,496"
2021,4,10,"96,842","32,723","12,406","20,317","3,903","3,909","16,921","8,044","4,671","2,974","7,435","2,044","2,146","1,658",967,"4,641","2,712","2,094"
2021,4,20,"107,742","45,432","16,464","28,968","4,971","3,846","16,395","7,701","4,901","2,184","6,657","1,673","2,209","1,576","1,046","4,266","2,897","1,988"
2021,4,30,"121,956","48,590","15,450","33,140","4,299","4,194","22,458","9,748","4,911","2,358","9,582","1,692","1,950","1,479",878,"4,966","2,657","2,194"
2021,4,40,"152,584","53,870","20,539","33,331","6,220","6,202","26,100","12,932","7,073","4,296","11,717","2,753","3,167","2,572","1,269","6,873","4,222","3,318"
2021,4,50,"158,925","49,993","21,300","28,693","8,757","7,817","21,407","13,165","9,122","3,503","11,331","3,943","4,997","3,797","2,331","7,524","6,175","5,063"
2021,4,60,"143,960","32,804","16,154","16,650","9,416","8,923","16,661","11,366","10,106","2,385","10,610","4,955","6,633","5,297","3,074","7,724","7,606","6,400"
2021,4,70,"93,121","16,538","8,415","8,123","6,142","6,168","10,039","7,397","7,132","1,146","7,012","3,686","5,147","4,409","2,438","5,593","5,633","4,641"
2021,4,80,"65,812","10,064","5,270","4,794","4,622","4,083","6,430","5,344","5,391",763,"5,197","2,849","4,138","3,384","2,148","4,202","4,248","2,949"
2021,4,90,"11,249","1,743",934,809,789,748,"1,043",995,900,144,879,434,745,653,328,675,657,516
2021,4,100,435,72,42,30,30,37,46,37,39,3,43,8,30,23,5,22,25,15
2021,5,총,"1,035,406","321,785","126,454","195,331","51,828","48,791","153,402","84,222","57,689","21,700","78,014","25,245","32,439","25,953","15,057","50,123","38,489","30,669"
2021,5,0,"82,149","29,669","9,580","20,089","2,692","2,915","15,623","7,389","3,444","1,935","7,437","1,210","1,324","1,106",601,"3,624","1,686","1,494"
2021,5,10,"96,843","32,740","12,391","20,349","3,893","3,914","16,923","8,067","4,661","2,974","7,453","2,026","2,132","1,653",955,"4,657","2,719","2,076"
2021,5,20,"107,680","45,415","16,415","29,000","4,965","3,830","16,442","7,681","4,893","2,173","6,677","1,669","2,203","1,578","1,052","4,236","2,870","1,996"
2021,5,30,"121,620","48,489","15,411","33,078","4,272","4,171","22,455","9,738","4,903","2,330","9,539","1,685","1,928","1,461",864,"4,959","2,643","2,183"
2021,5,40,"152,275","53,791","20,429","33,362","6,180","6,156","26,099","12,939","7,023","4,305","11,737","2,723","3,149","2,558","1,262","6,850","4,196","3,307"
2021,5,50,"158,949","50,118","21,302","28,816","8,734","7,779","21,486","13,145","9,132","3,509","11,318","3,974","4,974","3,802","2,319","7,526","6,123","5,010"
2021,5,60,"144,928","33,068","16,237","16,831","9,479","8,960","16,794","11,450","10,141","2,420","10,708","4,959","6,672","5,300","3,091","7,773","7,664","6,449"
2021,5,70,"93,140","16,558","8,415","8,143","6,141","6,188","10,024","7,392","7,147","1,142","6,988","3,691","5,138","4,412","2,435","5,590","5,630","4,664"
2021,5,80,"66,073","10,126","5,303","4,823","4,644","4,104","6,454","5,381","5,404",759,"5,236","2,864","4,133","3,397","2,136","4,205","4,273","2,957"
2021,5,90,"11,313","1,744",934,810,798,738,"1,055","1,003",901,150,877,435,756,664,336,681,658,517
2021,5,100,436,67,37,30,30,36,47,37,40,3,44,9,30,22,6,22,27,16
2021,6,총,"1,035,287","321,586","126,241","195,345","51,805","48,758","153,915","84,235","57,631","21,664","78,117","25,228","32,396","25,883","15,038","49,918","38,423","30,690"
2021,6,0,"81,778","29,484","9,495","19,989","2,683","2,896","15,600","7,377","3,442","1,923","7,383","1,197","1,308","1,096",599,"3,638","1,671","1,481"
2021,6,10,"96,804","32,739","12,382","20,357","3,886","3,916","16,968","8,034","4,644","2,973","7,459","2,039","2,134","1,647",949,"4,649","2,702","2,065"
2021,6,20,"107,546","45,360","16,354","29,006","4,936","3,813","16,532","7,675","4,883","2,167","6,669","1,652","2,187","1,575","1,054","4,205","2,841","1,997"
2021,6,30,"121,285","48,290","15,305","32,985","4,268","4,150","22,536","9,728","4,858","2,308","9,509","1,659","1,923","1,453",860,"4,943","2,628","2,172"
2021,6,40,"152,298","53,750","20,380","33,370","6,168","6,150","26,221","12,938","7,029","4,280","11,770","2,721","3,159","2,536","1,250","6,830","4,180","3,316"
2021,6,50,"158,684","50,064","21,299","28,765","8,713","7,741","21,538","13,129","9,110","3,525","11,370","3,966","4,946","3,768","2,301","7,429","6,096","4,988"
2021,6,60,"145,794","33,355","16,337","17,018","9,517","9,010","16,899","11,537","10,185","2,431","10,785","4,994","6,688","5,311","3,112","7,755","7,716","6,499"
2021,6,70,"93,106","16,563","8,407","8,156","6,139","6,186","10,048","7,395","7,118","1,142","7,009","3,682","5,137","4,409","2,420","5,552","5,626","4,680"
2021,6,80,"66,220","10,166","5,317","4,849","4,658","4,123","6,464","5,377","5,431",759,"5,243","2,875","4,131","3,405","2,150","4,212","4,273","2,953"
2021,6,90,"11,342","1,750",930,820,805,738,"1,063","1,010",892,153,877,435,751,660,337,684,663,524
2021,6,100,430,65,35,30,32,35,46,35,39,3,43,8,32,23,6,21,27,15
2021,7,총,"1,035,551","321,588","126,135","195,453","51,803","48,711","154,228","84,322","57,615","21,680","78,184","25,175","32,351","25,849","15,005","49,903","38,402","30,735"
2021,7,0,"81,434","29,361","9,450","19,911","2,654","2,865","15,550","7,370","3,427","1,927","7,351","1,191","1,302","1,081",596,"3,625","1,661","1,473"
2021,7,10,"96,869","32,753","12,347","20,406","3,890","3,928","17,027","8,036","4,642","2,975","7,462","2,024","2,126","1,644",940,"4,642","2,696","2,084"
2021,7,20,"107,325","45,279","16,358","28,921","4,955","3,795","16,525","7,658","4,863","2,146","6,660","1,622","2,182","1,563","1,042","4,212","2,818","2,005"
2021,7,30,"120,971","48,186","15,226","32,960","4,243","4,143","22,506","9,694","4,844","2,310","9,470","1,656","1,920","1,433",862,"4,917","2,625","2,162"
2021,7,40,"152,241","53,711","20,345","33,366","6,166","6,102","26,297","12,942","7,011","4,265","11,798","2,716","3,147","2,545","1,243","6,823","4,183","3,292"
2021,7,50,"158,678","50,067","21,234","28,833","8,681","7,734","21,682","13,146","9,108","3,529","11,404","3,960","4,896","3,738","2,281","7,406","6,062","4,984"
2021,7,60,"146,633","33,598","16,446","17,152","9,571","9,042","16,984","11,625","10,218","2,469","10,819","5,007","6,732","5,339","3,129","7,807","7,754","6,539"
2021,7,70,"93,204","16,614","8,423","8,191","6,151","6,187","10,080","7,393","7,118","1,143","7,043","3,679","5,114","4,410","2,412","5,544","5,637","4,679"
2021,7,80,"66,388","10,199","5,336","4,863","4,646","4,151","6,466","5,414","5,451",760,"5,259","2,871","4,140","3,412","2,153","4,219","4,267","2,980"
2021,7,90,"11,380","1,754",933,821,814,729,"1,064","1,009",894,153,876,441,760,661,341,688,672,524
2021,7,100,428,66,37,29,32,35,47,35,39,3,42,8,32,23,6,20,27,13
2021,8,총,"1,035,519","321,439","126,031","195,408","51,714","48,618","154,680","84,355","57,588","21,735","78,118","25,151","32,307","25,833","14,954","49,928","38,401","30,698"
2021,8,0,"81,037","29,191","9,366","19,825","2,634","2,849","15,523","7,364","3,403","1,924","7,305","1,180","1,289","1,080",574,"3,604","1,652","1,465"
2021,8,10,"96,830","32,692","12,326","20,366","3,865","3,923","17,101","8,031","4,663","2,974","7,460","2,014","2,118","1,641",940,"4,632","2,681","2,095"
2021,8,20,"107,080","45,232","16,345","28,887","4,922","3,768","16,543","7,645","4,828","2,143","6,622","1,611","2,170","1,551","1,026","4,213","2,822","1,984"
2021,8,30,"120,658","48,030","15,175","32,855","4,223","4,122","22,522","9,681","4,840","2,322","9,413","1,633","1,913","1,438",848,"4,922","2,605","2,146"
2021,8,40,"152,092","53,602","20,258","33,344","6,145","6,062","26,414","12,920","6,986","4,255","11,778","2,725","3,124","2,530","1,238","6,829","4,198","3,286"
2021,8,50,"158,843","50,158","21,206","28,952","8,670","7,732","21,787","13,185","9,086","3,551","11,425","3,962","4,886","3,721","2,277","7,424","6,027","4,952"
2021,8,60,"147,316","33,861","16,599","17,262","9,616","9,046","17,065","11,653","10,275","2,503","10,867","5,021","6,752","5,346","3,142","7,822","7,775","6,572"
2021,8,70,"93,151","16,606","8,426","8,180","6,140","6,195","10,095","7,405","7,092","1,143","7,048","3,676","5,096","4,395","2,400","5,535","5,658","4,667"
2021,8,80,"66,622","10,227","5,354","4,873","4,646","4,159","6,512","5,420","5,474",765,"5,271","2,882","4,160","3,442","2,158","4,229","4,281","2,996"
2021,8,90,"11,465","1,774",941,833,820,728,"1,072","1,015",904,153,887,438,767,666,345,697,677,522
2021,8,100,425,66,35,31,33,34,46,36,37,2,42,9,32,23,6,21,25,13
2021,9,총,"1,035,502","321,615","126,022","195,593","51,698","48,596","155,002","84,469","57,516","21,699","78,036","25,066","32,216","25,800","14,925","49,903","38,307","30,654"
2021,9,0,"80,697","29,057","9,271","19,786","2,614","2,821","15,528","7,334","3,392","1,896","7,269","1,172","1,281","1,078",574,"3,586","1,636","1,459"
2021,9,10,"96,676","32,654","12,320","20,334","3,853","3,915","17,122","8,038","4,628","2,971","7,473","1,993","2,102","1,626",934,"4,627","2,656","2,084"
2021,9,20,"106,885","45,304","16,370","28,934","4,920","3,745","16,561","7,656","4,805","2,136","6,548","1,570","2,140","1,547","1,020","4,182","2,784","1,967"
2021,9,30,"120,308","47,923","15,103","32,820","4,193","4,115","22,544","9,664","4,811","2,299","9,349","1,619","1,898","1,428",841,"4,901","2,602","2,121"
2021,9,40,"151,950","53,568","20,225","33,343","6,099","6,055","26,442","12,932","6,971","4,248","11,784","2,706","3,108","2,519","1,229","6,833","4,175","3,281"
2021,9,50,"159,181","50,328","21,260","29,068","8,693","7,731","21,883","13,247","9,078","3,581","11,475","3,965","4,870","3,720","2,268","7,422","5,994","4,926"
2021,9,60,"147,829","34,036","16,679","17,357","9,661","9,068","17,192","11,698","10,309","2,508","10,869","5,032","6,747","5,352","3,143","7,832","7,784","6,598"
2021,9,70,"93,123","16,631","8,440","8,191","6,133","6,195","10,082","7,399","7,085","1,137","7,039","3,679","5,093","4,395","2,395","5,540","5,667","4,653"
2021,9,80,"66,858","10,255","5,361","4,894","4,673","4,174","6,525","5,441","5,491",767,"5,296","2,885","4,169","3,444","2,169","4,251","4,295","3,023"
2021,9,90,"11,565","1,792",956,836,825,743,"1,077","1,021",910,155,891,436,774,670,347,707,689,528
2021,9,100,430,67,37,30,34,34,46,39,36,1,43,9,34,21,5,22,25,14
2021,10,총,"1,035,844","321,781","126,033","195,748","51,708","48,539","155,434","84,528","57,465","21,624","78,029","25,052","32,169","25,748","14,949","49,885","38,303","30,630"
2021,10,0,"80,235","28,918","9,220","19,698","2,592","2,801","15,477","7,318","3,362","1,868","7,212","1,159","1,268","1,069",570,"3,566","1,612","1,443"
2021,10,10,"96,594","32,612","12,296","20,316","3,838","3,908","17,189","8,027","4,600","2,968","7,484","1,989","2,088","1,616",940,"4,609","2,643","2,083"
2021,10,20,"106,773","45,237","16,352","28,885","4,964","3,738","16,555","7,657","4,798","2,121","6,549","1,567","2,131","1,535","1,019","4,156","2,790","1,956"
2021,10,30,"120,182","47,920","15,067","32,853","4,171","4,092","22,597","9,630","4,796","2,269","9,308","1,608","1,889","1,433",851,"4,905","2,580","2,133"
2021,10,40,"151,936","53,627","20,259","33,368","6,097","6,053","26,494","12,933","6,934","4,235","11,787","2,690","3,107","2,502","1,225","6,831","4,154","3,267"
2021,10,50,"159,316","50,412","21,250","29,162","8,663","7,722","22,003","13,270","9,080","3,588","11,457","3,971","4,856","3,710","2,269","7,422","5,982","4,911"
2021,10,60,"148,380","34,217","16,741","17,476","9,700","9,061","17,315","11,757","10,342","2,514","10,932","5,043","6,734","5,344","3,150","7,860","7,816","6,595"
2021,10,70,"93,259","16,662","8,471","8,191","6,133","6,207","10,121","7,417","7,079","1,141","7,048","3,682","5,095","4,390","2,390","5,546","5,686","4,662"
2021,10,80,"67,075","10,297","5,373","4,924","4,691","4,182","6,555","5,455","5,515",765,"5,308","2,886","4,186","3,451","2,174","4,257","4,325","3,028"
2021,10,90,"11,672","1,813",968,845,825,742,"1,083","1,025",923,154,908,448,781,676,356,709,689,540
2021,10,100,422,66,36,30,34,33,45,39,36,1,36,9,34,22,5,24,26,12
2021,11,총,"1,036,110","321,920","125,998","195,922","51,721","48,497","155,760","84,522","57,393","21,640","78,104","25,040","32,193","25,720","14,960","49,870","38,228","30,542"
2021,11,0,"79,848","28,778","9,156","19,622","2,569","2,768","15,442","7,272","3,342","1,879","7,180","1,158","1,262","1,055",571,"3,541","1,598","1,433"
2021,11,10,"96,575","32,614","12,295","20,319","3,848","3,907","17,193","8,026","4,580","2,959","7,506","1,978","2,099","1,627",928,"4,609","2,639","2,062"
2021,11,20,"106,763","45,158","16,288","28,870","4,974","3,738","16,643","7,645","4,787","2,127","6,551","1,558","2,146","1,529","1,031","4,166","2,758","1,952"
2021,11,30,"119,935","47,821","14,988","32,833","4,145","4,072","22,611","9,591","4,798","2,270","9,275","1,605","1,889","1,416",844,"4,891","2,584","2,123"
2021,11,40,"151,877","53,618","20,252","33,366","6,089","6,052","26,571","12,923","6,914","4,227","11,801","2,687","3,093","2,495","1,231","6,815","4,121","3,240"
2021,11,50,"159,594","50,583","21,299","29,284","8,652","7,723","22,091","13,308","9,053","3,584","11,520","3,960","4,848","3,708","2,265","7,431","5,977","4,891"
2021,11,60,"148,903","34,431","16,848","17,583","9,738","9,061","17,386","11,805","10,371","2,540","10,958","5,051","6,757","5,348","3,178","7,871","7,809","6,599"
2021,11,70,"93,257","16,699","8,485","8,214","6,140","6,197","10,156","7,423","7,058","1,128","7,066","3,684","5,081","4,378","2,379","5,547","5,670","4,651"
2021,11,80,"67,245","10,342","5,385","4,957","4,706","4,206","6,538","5,459","5,530",768,"5,306","2,896","4,198","3,466","2,178","4,265","4,353","3,034"
2021,11,90,"11,729","1,813",968,845,828,748,"1,092","1,033",930,157,907,456,787,677,350,711,693,547
2021,11,100,384,63,34,29,32,25,37,37,30,1,34,7,33,21,5,23,26,10
2021,12,총,"1,035,891","321,874","125,893","195,981","51,686","48,475","155,699","84,523","57,336","21,768","78,140","25,011","32,140","25,664","14,968","49,887","38,227","30,493"
2021,12,0,"79,407","28,645","9,112","19,533","2,543","2,764","15,331","7,250","3,305","1,872","7,157","1,143","1,244","1,043",571,"3,534","1,599","1,406"
2021,12,10,"96,508","32,588","12,268","20,320","3,839","3,893","17,237","8,031","4,562","2,953","7,530","1,977","2,090","1,624",919,"4,585","2,623","2,057"
2021,12,20,"106,523","45,031","16,257","28,774","4,991","3,746","16,593","7,588","4,776","2,174","6,513","1,557","2,148","1,495","1,027","4,179","2,767","1,938"
2021,12,30,"119,578","47,782","14,908","32,874","4,110","4,025","22,489","9,542","4,773","2,314","9,234","1,593","1,880","1,415",846,"4,888","2,592","2,095"
2021,12,40,"152,034","53,623","20,242","33,381","6,078","6,066","26,657","12,973","6,906","4,229","11,841","2,684","3,072","2,486","1,239","6,827","4,113","3,240"
2021,12,50,"159,792","50,723","21,361","29,362","8,655","7,725","22,103","13,312","9,050","3,598","11,566","3,943","4,846","3,699","2,260","7,427","5,980","4,905"
2021,12,60,"149,218","34,498","16,863","17,635","9,747","9,066","17,440","11,868","10,396","2,562","10,973","5,073","6,756","5,349","3,181","7,890","7,823","6,596"
2021,12,70,"92,996","16,712","8,488","8,224","6,142","6,187","10,141","7,369","7,023","1,138","7,058","3,636","5,060","4,366","2,376","5,536","5,625","4,627"
2021,12,80,"67,599","10,391","5,394","4,997","4,717","4,220","6,560","5,503","5,575",771,"5,326","2,940","4,220","3,475","2,183","4,279","4,373","3,066"
2021,12,90,"11,884","1,825",971,854,838,762,"1,113","1,052",948,155,909,457,794,692,360,722,704,553
2021,12,100,352,56,29,27,26,21,35,35,22,2,33,8,30,20,6,20,28,10
