년도,월,나이,경기도 양주시,경기도 양주시 백석읍,경기도 양주시 은현면,경기도 양주시 남면,경기도 양주시 광적면,경기도 양주시 장흥면,경기도 양주시 양주1동,경기도 양주시 양주2동,경기도 양주시 회천1동,경기도 양주시 회천2동,경기도 양주시 회천3동,경기도 양주시 회천4동
2020,7,50,"17,911","2,506",525,535,"1,121",889,526,"3,425",825,"2,655","2,248","2,656"
2020,7,60,"13,909","2,035",584,610,936,"1,089",492,"2,736",639,"1,698","1,205","1,885"
2020,7,70,"8,675","1,229",325,360,562,654,367,"1,784",396,"1,030","1,006",962
2020,7,80,"4,249",659,204,233,316,358,202,710,197,450,517,403
2020,7,90,736,113,37,60,49,99,33,116,27,66,60,76
2020,7,100,59,7,3,5,5,3,4,7,11,7,1,6
2020,8,총,"112,858","13,096","2,651","3,133","5,532","5,052","2,600","25,622","4,644","13,357","13,897","23,274"
2020,8,0,"9,881",744,72,206,315,232,104,"2,481",315,950,"1,156","3,306"
2020,8,10,"11,826","1,254",158,197,416,251,126,"3,527",375,"1,315","1,770","2,437"
2020,8,20,"12,604","1,504",288,295,555,439,272,"2,594",657,"1,667","1,767","2,566"
2020,8,30,"13,612","1,085",182,318,509,482,209,"2,901",532,"1,347","1,520","4,527"
2020,8,40,"19,106","1,938",265,314,742,547,269,"5,274",663,"2,145","2,620","4,329"
2020,8,50,"17,999","2,504",522,535,"1,114",890,526,"3,446",827,"2,667","2,255","2,713"
2020,8,60,"14,024","2,051",590,610,948,"1,092",492,"2,746",644,"1,710","1,214","1,927"
2020,8,70,"8,708","1,226",327,360,563,649,361,"1,808",395,"1,029","1,014",976
2020,8,80,"4,281",666,203,235,315,364,203,718,200,452,516,409
2020,8,90,756,117,41,59,50,103,34,118,25,68,63,78
2020,8,100,61,7,3,4,5,3,4,9,11,7,2,6
2020,9,총,"112,999","13,087","2,629","3,113","5,516","5,046","2,587","25,616","4,662","13,377","13,873","23,493"
2020,9,0,"9,848",740,72,202,312,229,104,"2,449",320,951,"1,141","3,328"
2020,9,10,"11,838","1,256",156,201,417,246,124,"3,525",377,"1,316","1,743","2,477"
2020,9,20,"12,617","1,489",283,292,550,439,271,"2,615",659,"1,668","1,789","2,562"
2020,9,30,"13,617","1,081",175,311,508,486,209,"2,871",535,"1,350","1,519","4,572"
2020,9,40,"19,102","1,927",261,311,735,542,264,"5,271",660,"2,147","2,604","4,380"
2020,9,50,"18,036","2,504",519,529,"1,112",887,520,"3,458",831,"2,665","2,273","2,738"
2020,9,60,"14,142","2,068",587,615,958,"1,101",490,"2,767",646,"1,731","1,224","1,955"
2020,9,70,"8,683","1,220",329,359,558,643,359,"1,813",394,"1,026",999,983
2020,9,80,"4,291",679,203,232,308,364,204,724,202,447,520,408
2020,9,90,764,115,41,57,53,106,39,114,27,69,60,83
2020,9,100,61,8,3,4,5,3,3,9,11,7,1,7
2020,10,총,"113,286","13,099","2,606","3,125","5,514","5,060","2,584","25,641","4,657","13,355","13,942","23,703"
2020,10,0,"9,821",728,68,203,313,226,105,"2,445",316,936,"1,135","3,346"
2020,10,10,"11,855","1,258",154,204,416,245,123,"3,534",379,"1,308","1,734","2,500"
2020,10,20,"12,680","1,496",278,292,545,443,268,"2,632",650,"1,664","1,836","2,576"
2020,10,30,"13,616","1,076",170,319,507,478,207,"2,851",539,"1,346","1,535","4,588"
2020,10,40,"19,095","1,922",257,318,731,535,263,"5,255",651,"2,128","2,600","4,435"
2020,10,50,"18,124","2,514",516,526,"1,117",896,516,"3,474",838,"2,662","2,283","2,782"
2020,10,60,"14,222","2,070",590,613,962,"1,110",490,"2,783",644,"1,751","1,242","1,967"
2020,10,70,"8,702","1,226",325,359,553,643,363,"1,812",399,"1,022",994,"1,006"
2020,10,80,"4,334",681,204,228,311,373,205,735,203,463,520,411
2020,10,90,779,120,41,59,54,108,41,113,28,68,62,85
2020,10,100,58,8,3,4,5,3,3,7,10,7,1,7
2020,11,총,"113,426","13,077","2,590","3,116","5,510","5,073","2,573","25,735","4,644","13,377","13,969","23,762"
2020,11,0,"9,827",722,75,204,306,232,100,"2,447",316,944,"1,130","3,351"
2020,11,10,"11,859","1,254",152,200,414,246,125,"3,537",385,"1,301","1,724","2,521"
2020,11,20,"12,654","1,479",267,293,544,442,268,"2,644",638,"1,649","1,861","2,569"
2020,11,30,"13,628","1,083",169,313,505,483,200,"2,851",547,"1,349","1,542","4,586"
2020,11,40,"19,129","1,924",255,322,731,531,272,"5,267",649,"2,135","2,595","4,448"
2020,11,50,"18,103","2,501",508,522,"1,112",899,514,"3,491",823,"2,650","2,281","2,802"
2020,11,60,"14,311","2,072",590,617,972,"1,111",491,"2,813",648,"1,770","1,259","1,968"
2020,11,70,"8,718","1,227",324,355,557,643,361,"1,816",399,"1,033",991,"1,012"
2020,11,80,"4,358",685,205,228,310,377,199,744,200,470,526,414
2020,11,90,782,122,42,59,54,106,40,118,29,68,59,85
2020,11,100,57,8,3,3,5,3,3,7,10,8,1,6
2020,12,총,"113,443","13,083","2,572","3,089","5,512","5,084","2,555","25,741","4,633","13,381","13,970","23,823"
2020,12,0,"9,762",714,74,206,305,229,100,"2,426",317,938,"1,117","3,336"
2020,12,10,"11,833","1,251",150,200,408,242,123,"3,534",379,"1,292","1,712","2,542"
2020,12,20,"12,693","1,474",264,282,543,443,265,"2,676",641,"1,658","1,876","2,571"
2020,12,30,"13,584","1,083",164,310,503,482,195,"2,839",545,"1,347","1,533","4,583"
2020,12,40,"19,099","1,921",256,320,729,536,272,"5,243",641,"2,130","2,590","4,461"
2020,12,50,"18,128","2,502",497,515,"1,105",909,511,"3,502",827,"2,654","2,281","2,825"
2020,12,60,"14,363","2,083",593,613,986,"1,108",489,"2,802",650,"1,783","1,274","1,982"
2020,12,70,"8,750","1,227",325,355,560,652,358,"1,839",395,"1,031",992,"1,016"
2020,12,80,"4,395",698,204,228,312,375,199,755,199,473,533,419
2020,12,90,783,123,42,58,56,104,40,118,29,70,61,82
2020,12,100,53,7,3,2,5,4,3,7,10,5,1,6
2021,1,총,"113,895","13,050","2,575","3,073","5,520","5,084","2,554","25,688","4,622","13,395","13,969","24,365"
2021,1,0,"9,789",697,73,203,312,225,101,"2,411",321,937,"1,112","3,397"
2021,1,10,"11,863","1,248",148,187,403,241,121,"3,514",369,"1,282","1,712","2,638"
2021,1,20,"12,737","1,465",266,286,546,441,267,"2,670",648,"1,672","1,877","2,599"
2021,1,30,"13,610","1,076",167,306,506,479,193,"2,810",544,"1,346","1,521","4,662"
2021,1,40,"19,183","1,922",249,324,728,528,276,"5,209",636,"2,126","2,578","4,607"
2021,1,50,"18,151","2,486",492,511,"1,097",913,506,"3,520",814,"2,648","2,286","2,878"
2021,1,60,"14,482","2,095",598,611,993,"1,110",489,"2,824",654,"1,789","1,286","2,033"
2021,1,70,"8,781","1,233",332,354,555,654,358,"1,839",394,"1,038",989,"1,035"
2021,1,80,"4,445",697,202,231,319,378,198,766,202,481,542,429
2021,1,90,802,124,45,58,56,111,42,118,30,71,65,82
2021,1,100,52,7,3,2,5,4,3,7,10,5,1,5
2021,2,총,"114,854","13,025","2,560","3,066","5,511","5,097","2,538","25,561","4,605","13,352","13,865","25,674"
2021,2,0,"9,913",686,73,198,308,229,96,"2,377",320,932,"1,090","3,604"
2021,2,10,"11,967","1,242",143,190,399,236,122,"3,465",366,"1,273","1,692","2,839"
2021,2,20,"12,775","1,465",258,286,540,439,262,"2,661",653,"1,644","1,862","2,705"
2021,2,30,"13,741","1,055",167,303,496,482,193,"2,773",533,"1,345","1,501","4,893"
2021,2,40,"19,372","1,919",247,329,735,527,277,"5,145",629,"2,103","2,551","4,910"
2021,2,50,"18,306","2,486",494,500,"1,097",914,501,"3,553",809,"2,636","2,269","3,047"
2021,2,60,"14,614","2,102",597,614,997,"1,113",485,"2,838",661,"1,813","1,296","2,098"
2021,2,70,"8,780","1,227",328,353,557,651,360,"1,841",388,"1,047",987,"1,041"
2021,2,80,"4,514",711,204,232,323,389,198,778,202,483,546,448
2021,2,90,823,125,46,59,56,113,41,123,34,72,70,84
2021,2,100,49,7,3,2,3,4,3,7,10,4,1,5
2021,3,총,"115,360","12,987","2,531","3,034","5,461","5,070","2,507","25,550","4,596","13,324","13,816","26,484"
2021,3,0,"9,919",683,73,194,305,228,99,"2,341",317,917,"1,076","3,686"
2021,3,10,"11,979","1,230",140,183,390,230,120,"3,460",360,"1,267","1,682","2,917"
2021,3,20,"12,830","1,467",257,294,520,432,257,"2,667",651,"1,631","1,842","2,812"
2021,3,30,"13,845","1,046",168,300,497,478,190,"2,756",540,"1,355","1,506","5,009"
2021,3,40,"19,404","1,909",243,312,726,516,266,"5,133",611,"2,082","2,527","5,079"
2021,3,50,"18,361","2,470",483,495,"1,082",903,494,"3,566",817,"2,627","2,259","3,165"
2021,3,60,"14,809","2,110",600,613,"1,007","1,125",483,"2,873",658,"1,836","1,309","2,195"
2021,3,70,"8,767","1,218",318,351,551,649,359,"1,839",393,"1,042",990,"1,057"
2021,3,80,"4,569",725,204,231,326,392,197,781,204,492,551,466
2021,3,90,840,123,45,59,56,115,40,128,35,73,73,93
2021,3,100,37,6,0,2,1,2,2,6,10,2,1,5
2021,4,총,"115,783","12,989","2,529","3,021","5,464","5,102","2,511","25,625","4,605","13,321","13,805","26,811"
2021,4,0,"9,929",673,71,195,306,235,97,"2,325",321,921,"1,077","3,708"
2021,4,10,"12,001","1,227",138,181,387,231,119,"3,479",353,"1,280","1,680","2,926"
2021,4,20,"12,896","1,478",260,293,524,437,256,"2,672",654,"1,618","1,833","2,871"
2021,4,30,"13,863","1,034",167,300,496,479,193,"2,736",546,"1,347","1,501","5,064"
2021,4,40,"19,431","1,907",245,307,718,518,259,"5,152",619,"2,068","2,516","5,122"
2021,4,50,"18,423","2,466",481,489,"1,088",895,495,"3,590",812,"2,640","2,256","3,211"
2021,4,60,"14,977","2,126",599,616,"1,012","1,141",486,"2,903",659,"1,845","1,324","2,266"
2021,4,70,"8,775","1,216",317,351,546,654,361,"1,836",390,"1,037",990,"1,077"
2021,4,80,"4,605",728,207,229,328,391,205,793,206,494,553,471
2021,4,90,843,127,44,58,58,119,39,133,34,69,74,88
2021,4,100,40,7,0,2,1,2,1,6,11,2,1,7
2021,5,총,"115,927","12,999","2,520","3,011","5,456","5,125","2,494","25,646","4,601","13,362","13,816","26,897"
2021,5,0,"9,910",675,67,196,299,233,100,"2,315",321,919,"1,080","3,705"
2021,5,10,"11,973","1,213",138,179,382,231,118,"3,464",351,"1,269","1,671","2,957"
2021,5,20,"12,892","1,476",259,285,525,434,245,"2,686",643,"1,626","1,836","2,877"
2021,5,30,"13,855","1,039",165,299,494,484,192,"2,713",542,"1,356","1,513","5,058"
2021,5,40,"19,414","1,897",244,303,707,524,258,"5,151",625,"2,061","2,500","5,144"
2021,5,50,"18,486","2,460",480,493,"1,095",893,501,"3,607",816,"2,654","2,266","3,221"
2021,5,60,"15,101","2,157",601,618,"1,020","1,150",477,"2,937",664,"1,869","1,326","2,282"
2021,5,70,"8,776","1,212",315,348,548,658,360,"1,825",389,"1,044",987,"1,090"
2021,5,80,"4,639",735,207,230,326,397,205,808,205,497,561,468
2021,5,90,844,129,44,58,59,118,37,133,35,67,75,89
2021,5,100,37,6,0,2,1,3,1,7,10,0,1,6
2021,6,총,"115,983","12,992","2,518","3,011","5,466","5,129","2,493","25,649","4,589","13,386","13,802","26,948"
2021,6,0,"9,865",663,69,199,303,230,101,"2,302",318,918,"1,071","3,691"
2021,6,10,"11,956","1,203",139,181,382,229,118,"3,445",349,"1,270","1,657","2,983"
2021,6,20,"12,878","1,473",258,284,523,427,243,"2,690",640,"1,624","1,851","2,865"
2021,6,30,"13,808","1,047",161,300,495,487,195,"2,702",539,"1,352","1,497","5,033"
2021,6,40,"19,391","1,897",243,294,701,520,256,"5,137",624,"2,062","2,488","5,169"
2021,6,50,"18,520","2,447",478,492,"1,091",895,493,"3,638",810,"2,654","2,278","3,244"
2021,6,60,"15,212","2,167",603,622,"1,033","1,157",484,"2,951",669,"1,885","1,336","2,305"
2021,6,70,"8,775","1,220",315,347,545,658,356,"1,824",390,"1,049",980,"1,091"
2021,6,80,"4,690",741,209,232,332,402,209,819,203,505,565,473
2021,6,90,851,128,43,58,60,121,37,134,37,67,78,88
2021,6,100,37,6,0,2,1,3,1,7,10,0,1,6
2021,7,총,"116,084","13,015","2,512","3,022","5,450","5,162","2,496","25,621","4,575","13,410","13,796","27,025"
2021,7,0,"9,838",668,68,198,297,232,102,"2,286",316,917,"1,064","3,690"
2021,7,10,"11,939","1,196",135,184,377,230,118,"3,423",343,"1,270","1,661","3,002"
2021,7,20,"12,907","1,479",262,283,526,432,238,"2,707",637,"1,627","1,846","2,870"
2021,7,30,"13,780","1,057",157,302,494,493,190,"2,680",536,"1,348","1,492","5,031"
2021,7,40,"19,350","1,884",241,295,698,518,257,"5,118",620,"2,064","2,481","5,174"
2021,7,50,"18,586","2,446",473,493,"1,091",901,490,"3,672",809,"2,659","2,286","3,266"
2021,7,60,"15,273","2,184",607,626,"1,032","1,157",485,"2,945",674,"1,895","1,342","2,326"
2021,7,70,"8,794","1,220",315,347,541,659,365,"1,831",392,"1,057",973,"1,094"
2021,7,80,"4,735",743,213,234,335,415,214,822,202,505,572,480
2021,7,90,846,133,41,58,58,121,36,131,36,68,78,86
2021,7,100,36,5,0,2,1,4,1,6,10,0,1,6
2021,8,총,"116,225","13,001","2,503","3,038","5,468","5,183","2,499","25,634","4,580","13,425","13,815","27,079"
2021,8,0,"9,812",662,68,196,296,235,99,"2,273",312,916,"1,056","3,699"
2021,8,10,"11,963","1,189",136,188,377,225,119,"3,434",337,"1,271","1,656","3,031"
2021,8,20,"12,881","1,479",259,279,532,433,236,"2,700",641,"1,622","1,861","2,839"
2021,8,30,"13,756","1,051",157,312,493,494,189,"2,661",530,"1,356","1,486","5,027"
2021,8,40,"19,363","1,883",239,296,693,524,258,"5,105",619,"2,065","2,475","5,206"
2021,8,50,"18,594","2,448",471,490,"1,090",899,490,"3,690",811,"2,638","2,300","3,267"
2021,8,60,"15,388","2,193",607,628,"1,043","1,169",487,"2,966",684,"1,921","1,349","2,341"
2021,8,70,"8,815","1,226",317,351,546,657,367,"1,835",394,"1,049",975,"1,098"
2021,8,80,"4,766",733,209,238,336,414,217,833,205,520,577,484
2021,8,90,852,132,40,58,61,129,36,131,37,67,79,82
2021,8,100,35,5,0,2,1,4,1,6,10,0,1,5
2021,9,총,"116,311","12,992","2,512","3,046","5,459","5,228","2,495","25,615","4,583","13,437","13,807","27,137"
2021,9,0,"9,755",655,73,196,293,237,101,"2,251",308,903,"1,050","3,688"
2021,9,10,"11,919","1,177",133,189,382,229,116,"3,414",329,"1,271","1,652","3,027"
2021,9,20,"12,888","1,464",268,275,517,434,231,"2,725",648,"1,611","1,864","2,851"
2021,9,30,"13,719","1,055",157,312,485,494,186,"2,620",532,"1,366","1,474","5,038"
2021,9,40,"19,356","1,872",238,302,698,532,261,"5,091",618,"2,068","2,466","5,210"
2021,9,50,"18,678","2,456",472,492,"1,091",907,484,"3,719",812,"2,634","2,315","3,296"
2021,9,60,"15,454","2,211",604,634,"1,047","1,182",487,"2,963",686,"1,938","1,350","2,352"
2021,9,70,"8,850","1,227",316,350,540,665,371,"1,854",396,"1,052",978,"1,101"
2021,9,80,"4,794",737,211,236,341,414,218,842,208,522,577,488
2021,9,90,865,133,40,58,64,132,39,130,36,72,80,81
2021,9,100,33,5,0,2,1,2,1,6,10,0,1,5
2021,10,총,"116,444","13,038","2,512","3,074","5,453","5,257","2,500","25,567","4,586","13,466","13,784","27,207"
2021,10,0,"9,703",655,74,200,293,235,100,"2,216",319,902,"1,041","3,668"
2021,10,10,"11,911","1,173",130,200,382,221,115,"3,407",326,"1,276","1,638","3,043"
2021,10,20,"12,860","1,477",264,270,518,440,230,"2,724",644,"1,599","1,845","2,849"
2021,10,30,"13,673","1,044",154,313,486,503,188,"2,576",540,"1,374","1,468","5,027"
2021,10,40,"19,364","1,869",236,308,688,531,266,"5,100",612,"2,053","2,468","5,233"
2021,10,50,"18,744","2,470",471,500,"1,097",908,476,"3,719",811,"2,643","2,326","3,323"
2021,10,60,"15,601","2,236",613,639,"1,046","1,193",495,"2,997",691,"1,962","1,367","2,362"
2021,10,70,"8,857","1,218",319,347,534,666,373,"1,856",393,"1,062",972,"1,117"
2021,10,80,"4,815",749,211,235,345,425,215,835,208,521,576,495
2021,10,90,885,142,40,60,63,133,41,130,37,74,81,84
2021,10,100,31,5,0,2,1,2,1,7,5,0,2,6
2021,11,총,"116,506","13,009","2,514","3,095","5,452","5,275","2,489","25,550","4,607","13,475","13,788","27,252"
2021,11,0,"9,672",652,73,198,296,228,101,"2,203",324,895,"1,041","3,661"
2021,11,10,"11,921","1,164",132,213,378,221,116,"3,407",326,"1,271","1,628","3,065"
2021,11,20,"12,837","1,469",260,270,511,445,231,"2,722",654,"1,592","1,850","2,833"
2021,11,30,"13,640","1,046",154,311,491,498,191,"2,551",543,"1,369","1,476","5,010"
2021,11,40,"19,337","1,854",235,314,681,535,262,"5,069",607,"2,062","2,455","5,263"
2021,11,50,"18,804","2,472",476,503,"1,098",915,473,"3,740",818,"2,641","2,335","3,333"
2021,11,60,"15,686","2,244",613,638,"1,051","1,199",487,"3,022",697,"1,979","1,373","2,383"
2021,11,70,"8,824","1,207",315,350,535,668,369,"1,844",390,"1,060",969,"1,117"
2021,11,80,"4,874",757,213,238,347,428,219,856,207,530,581,498
2021,11,90,884,140,43,59,63,137,39,129,37,76,78,83
2021,11,100,27,4,0,1,1,1,1,7,4,0,2,6
2021,12,총,"116,533","13,007","2,510","3,081","5,442","5,300","2,477","25,543","4,603","13,480","13,790","27,300"
2021,12,0,"9,635",645,75,199,287,236,101,"2,196",322,881,"1,040","3,653"
2021,12,10,"11,936","1,160",128,211,383,225,118,"3,412",327,"1,275","1,626","3,071"
2021,12,20,"12,791","1,457",258,263,507,439,226,"2,711",647,"1,595","1,845","2,843"
2021,12,30,"13,585","1,052",156,308,492,497,190,"2,520",539,"1,354","1,486","4,991"
2021,12,40,"19,390","1,844",231,313,671,546,260,"5,085",618,"2,072","2,450","5,300"
2021,12,50,"18,818","2,474",477,505,"1,105",914,464,"3,734",816,"2,637","2,341","3,351"
2021,12,60,"15,714","2,262",617,638,"1,048","1,202",488,"3,024",696,"1,993","1,372","2,374"
2021,12,70,"8,814","1,194",312,348,531,672,366,"1,851",391,"1,061",964,"1,124"
2021,12,80,"4,928",771,212,236,356,430,222,872,207,536,583,503
2021,12,90,896,144,44,59,61,138,41,131,37,76,81,84
2021,12,100,26,4,0,1,1,1,1,7,3,0,2,6
