년도,월,나이,서울특별시 은평구,서울특별시 은평구 녹번동,서울특별시 은평구 불광제1동,서울특별시 은평구 불광제2동,서울특별시 은평구 갈현제1동,서울특별시 은평구 갈현제2동,서울특별시 은평구 구산동,서울특별시 은평구 대조동,서울특별시 은평구 응암제1동,서울특별시 은평구 응암제2동,서울특별시 은평구 응암제3동,서울특별시 은평구 역촌동,서울특별시 은평구 신사제1동,서울특별시 은평구 신사제2동,서울특별시 은평구 증산동,서울특별시 은평구 수색동,서울특별시 은평구 진관동
2021,5,0,"28,596","2,396","2,283","1,075",970,"1,479","1,713","1,136","2,371","3,168",979,"2,548","1,535","1,061",724,706,"4,452"
2021,5,10,"37,857","2,256","2,638","1,747","1,519","2,379","2,817","1,598","2,628","2,306","1,567","3,447","2,042","1,633","1,150",757,"7,373"
2021,5,20,"66,483","5,014","5,319","4,289","3,658","4,378","4,426","4,919","4,323","2,734","3,602","6,569","3,865","2,928","2,058","1,473","6,928"
2021,5,30,"67,345","5,965","5,333","3,800","2,983","3,856","4,041","4,184","5,253","4,865","3,383","6,465","4,048","2,745","1,988","1,753","6,683"
2021,5,40,"75,128","5,681","5,833","3,791","3,188","4,617","5,001","3,982","5,384","5,240","3,458","7,488","4,119","3,125","2,238","1,510","10,473"
2021,5,50,"76,771","5,866","6,659","4,849","3,898","4,746","5,603","4,159","4,724","3,657","4,190","7,593","4,416","3,466","2,515","1,975","8,455"
2021,5,60,"65,571","5,182","5,666","4,475","3,538","3,764","4,680","3,598","3,731","2,983","3,782","6,361","3,987","3,187","2,478","1,720","6,439"
2021,5,70,"38,799","3,135","3,465","2,747","2,056","2,298","2,713","2,358","2,300","1,704","2,575","3,840","2,244","1,643","1,374",884,"3,463"
2021,5,80,"16,283","1,300","1,602","1,134",739,943,"1,154","1,028",934,724,"1,186","1,502",880,697,524,402,"1,534"
2021,5,90,"2,029",171,190,127,101,108,149,115,116,91,142,165,94,86,73,52,249
2021,5,100,281,6,12,13,6,12,3,23,2,22,2,9,1,4,3,0,163
2021,6,총,"475,371","36,850","38,927","28,002","22,580","28,545","32,394","27,088","32,554","27,416","24,877","45,909","27,228","20,535","15,118","11,243","56,105"
2021,6,0,"28,620","2,382","2,289","1,073",967,"1,465","1,718","1,128","2,508","3,154",989,"2,531","1,520","1,060",711,714,"4,411"
2021,6,10,"37,782","2,229","2,613","1,724","1,505","2,385","2,815","1,587","2,688","2,304","1,563","3,419","2,049","1,622","1,151",762,"7,366"
2021,6,20,"66,395","4,985","5,290","4,294","3,641","4,354","4,429","4,921","4,424","2,693","3,585","6,559","3,865","2,922","2,045","1,464","6,924"
2021,6,30,"67,380","5,968","5,333","3,806","2,970","3,838","4,060","4,192","5,410","4,848","3,390","6,436","4,030","2,727","2,003","1,751","6,618"
2021,6,40,"75,071","5,632","5,807","3,736","3,174","4,602","5,010","3,957","5,499","5,244","3,498","7,460","4,148","3,114","2,246","1,511","10,433"
2021,6,50,"76,763","5,842","6,625","4,865","3,892","4,753","5,602","4,160","4,826","3,646","4,149","7,605","4,389","3,457","2,496","1,972","8,484"
2021,6,60,"65,915","5,198","5,694","4,483","3,544","3,782","4,746","3,613","3,813","2,987","3,791","6,383","4,009","3,200","2,489","1,726","6,457"
2021,6,70,"38,759","3,134","3,458","2,750","2,040","2,301","2,696","2,356","2,318","1,703","2,580","3,834","2,238","1,642","1,369",883,"3,457"
2021,6,80,"16,384","1,304","1,617","1,136",739,945,"1,167","1,036",952,725,"1,191","1,507",885,698,531,404,"1,547"
2021,6,90,"2,018",170,189,121,102,108,148,115,114,90,138,166,94,89,74,56,244
2021,6,100,284,6,12,14,6,12,3,23,2,22,3,9,1,4,3,0,164
2021,7,총,"475,008","36,845","38,840","27,945","22,494","28,511","32,464","27,026","32,724","27,416","24,810","45,822","27,191","20,487","15,103","11,301","56,029"
2021,7,0,"28,433","2,381","2,271","1,061",949,"1,467","1,714","1,113","2,512","3,144",988,"2,494","1,514","1,043",704,719,"4,359"
2021,7,10,"37,693","2,223","2,604","1,705","1,496","2,355","2,823","1,581","2,705","2,303","1,545","3,419","2,041","1,615","1,164",760,"7,354"
2021,7,20,"66,261","4,954","5,241","4,270","3,643","4,351","4,409","4,911","4,445","2,695","3,589","6,538","3,863","2,910","2,045","1,480","6,917"
2021,7,30,"67,237","5,991","5,344","3,805","2,943","3,834","4,085","4,182","5,417","4,833","3,377","6,394","4,010","2,716","1,991","1,752","6,563"
2021,7,40,"74,873","5,591","5,776","3,726","3,159","4,595","5,006","3,940","5,541","5,239","3,475","7,451","4,145","3,085","2,229","1,527","10,388"
2021,7,50,"76,832","5,859","6,604","4,853","3,880","4,753","5,615","4,161","4,843","3,670","4,130","7,615","4,371","3,464","2,507","1,980","8,527"
2021,7,60,"66,141","5,237","5,722","4,504","3,546","3,783","4,775","3,601","3,860","2,990","3,804","6,394","4,017","3,212","2,483","1,733","6,480"
2021,7,70,"38,723","3,124","3,449","2,742","2,031","2,305","2,707","2,357","2,322","1,704","2,561","3,823","2,245","1,643","1,366",880,"3,464"
2021,7,80,"16,504","1,307","1,625","1,136",742,948,"1,181","1,046",963,725,"1,198","1,520",887,705,539,412,"1,570"
2021,7,90,"2,027",172,192,129,99,108,146,111,115,91,139,165,97,90,72,58,243
2021,7,100,284,6,12,14,6,12,3,23,1,22,4,9,1,4,3,0,164
2021,8,총,"474,414","36,818","38,763","27,870","22,400","28,488","32,428","26,983","32,830","27,366","24,699","45,761","27,188","20,459","15,076","11,354","55,931"
2021,8,0,"28,284","2,379","2,270","1,047",943,"1,460","1,691","1,103","2,529","3,130",976,"2,469","1,509","1,041",697,717,"4,323"
2021,8,10,"37,531","2,206","2,589","1,694","1,469","2,351","2,818","1,553","2,710","2,303","1,523","3,394","2,030","1,610","1,160",768,"7,353"
2021,8,20,"66,090","4,948","5,210","4,260","3,610","4,342","4,378","4,906","4,442","2,681","3,589","6,539","3,860","2,909","2,038","1,491","6,887"
2021,8,30,"66,964","5,979","5,327","3,787","2,922","3,802","4,059","4,192","5,419","4,793","3,366","6,339","4,007","2,697","1,969","1,772","6,534"
2021,8,40,"74,640","5,582","5,770","3,705","3,132","4,586","4,991","3,920","5,558","5,230","3,429","7,435","4,138","3,075","2,229","1,527","10,333"
2021,8,50,"76,856","5,852","6,584","4,827","3,877","4,762","5,648","4,153","4,879","3,677","4,094","7,620","4,373","3,469","2,511","1,971","8,559"
2021,8,60,"66,424","5,249","5,730","4,524","3,570","3,808","4,791","3,625","3,878","2,999","3,814","6,452","4,039","3,209","2,478","1,747","6,511"
2021,8,70,"38,670","3,120","3,448","2,742","2,025","2,297","2,716","2,344","2,321","1,703","2,557","3,804","2,240","1,640","1,376",888,"3,449"
2021,8,80,"16,622","1,320","1,631","1,138",747,959,"1,188","1,052",977,735,"1,208","1,531",891,713,544,417,"1,571"
2021,8,90,"2,045",178,191,132,99,109,145,111,116,93,139,168,100,91,71,56,246
2021,8,100,288,5,13,14,6,12,3,24,1,22,4,10,1,5,3,0,165
2021,9,총,"474,062","36,788","38,732","27,787","22,273","28,412","32,406","26,991","32,819","27,384","24,682","45,744","27,176","20,414","15,053","11,380","56,021"
2021,9,0,"28,087","2,367","2,238","1,031",929,"1,433","1,674","1,098","2,520","3,133",975,"2,449","1,507","1,033",694,714,"4,292"
2021,9,10,"37,450","2,194","2,592","1,680","1,459","2,357","2,820","1,542","2,691","2,307","1,508","3,365","2,020","1,591","1,168",773,"7,383"
2021,9,20,"65,977","4,956","5,187","4,244","3,575","4,330","4,364","4,888","4,460","2,657","3,623","6,524","3,830","2,903","2,026","1,505","6,905"
2021,9,30,"66,957","5,959","5,355","3,781","2,921","3,798","4,051","4,211","5,410","4,793","3,355","6,358","4,001","2,695","1,970","1,778","6,521"
2021,9,40,"74,310","5,553","5,741","3,666","3,097","4,553","4,960","3,893","5,547","5,242","3,407","7,414","4,138","3,071","2,195","1,532","10,301"
2021,9,50,"77,026","5,869","6,596","4,820","3,864","4,757","5,672","4,175","4,870","3,698","4,092","7,620","4,391","3,474","2,522","1,973","8,633"
2021,9,60,"66,559","5,258","5,740","4,537","3,551","3,801","4,795","3,633","3,906","3,002","3,817","6,494","4,059","3,205","2,485","1,737","6,539"
2021,9,70,"38,628","3,107","3,422","2,740","2,028","2,300","2,732","2,351","2,321","1,696","2,543","3,809","2,233","1,637","1,369",897,"3,443"
2021,9,80,"16,718","1,341","1,651","1,137",744,961,"1,189","1,063",978,742,"1,215","1,532",897,711,550,416,"1,591"
2021,9,90,"2,063",179,197,137,99,110,145,113,115,93,143,169,100,89,71,55,248
2021,9,100,287,5,13,14,6,12,4,24,1,21,4,10,0,5,3,0,165
2021,10,총,"473,369","36,858","38,676","27,731","22,132","28,353","32,394","26,875","32,895","27,337","24,547","45,723","27,112","20,398","14,978","11,395","55,965"
2021,10,0,"27,862","2,389","2,208","1,008",908,"1,403","1,659","1,062","2,536","3,110",954,"2,433","1,488","1,030",686,722,"4,266"
2021,10,10,"37,334","2,178","2,601","1,683","1,448","2,357","2,807","1,530","2,688","2,303","1,486","3,351","2,006","1,582","1,152",767,"7,395"
2021,10,20,"65,639","4,925","5,136","4,219","3,533","4,307","4,361","4,839","4,448","2,633","3,580","6,511","3,823","2,905","2,012","1,498","6,909"
2021,10,30,"66,958","5,996","5,373","3,796","2,908","3,814","4,051","4,195","5,438","4,742","3,326","6,369","3,990","2,707","1,966","1,777","6,510"
2021,10,40,"74,154","5,546","5,709","3,635","3,086","4,511","4,955","3,887","5,580","5,263","3,398","7,390","4,120","3,068","2,170","1,536","10,300"
2021,10,50,"77,007","5,886","6,618","4,821","3,828","4,768","5,669","4,152","4,858","3,716","4,074","7,611","4,377","3,448","2,527","1,992","8,662"
2021,10,60,"66,739","5,290","5,744","4,542","3,550","3,815","4,807","3,655","3,928","3,014","3,817","6,498","4,068","3,221","2,474","1,730","6,586"
2021,10,70,"38,637","3,110","3,423","2,749","2,009","2,286","2,738","2,347","2,318","1,694","2,548","3,828","2,237","1,622","1,365",898,"3,465"
2021,10,80,"16,825","1,352","1,653","1,130",755,970,"1,197","1,067",983,746,"1,217","1,553",902,718,557,419,"1,606"
2021,10,90,"2,082",181,199,134,101,110,146,118,116,95,143,170,101,92,66,56,254
2021,10,100,132,5,12,14,6,12,4,23,2,21,4,9,0,5,3,0,12
2021,11,총,"473,468","36,810","38,563","27,645","21,996","28,241","32,318","26,884","32,976","27,621","24,423","45,548","27,061","20,312","14,912","12,196","55,962"
2021,11,0,"27,772","2,371","2,196","1,005",887,"1,389","1,644","1,035","2,520","3,154",941,"2,406","1,472","1,017",669,850,"4,216"
2021,11,10,"37,284","2,175","2,578","1,673","1,432","2,320","2,805","1,546","2,687","2,320","1,474","3,326","1,995","1,582","1,134",847,"7,390"
2021,11,20,"65,402","4,900","5,086","4,194","3,489","4,304","4,337","4,831","4,479","2,641","3,537","6,472","3,805","2,863","1,988","1,571","6,905"
2021,11,30,"67,046","5,997","5,352","3,808","2,897","3,790","4,035","4,224","5,468","4,802","3,304","6,302","3,969","2,706","1,960","1,896","6,536"
2021,11,40,"74,142","5,526","5,686","3,610","3,066","4,482","4,940","3,850","5,573","5,338","3,400","7,374","4,136","3,050","2,152","1,705","10,254"
2021,11,50,"77,137","5,881","6,640","4,803","3,810","4,757","5,654","4,182","4,881","3,771","4,031","7,588","4,368","3,450","2,520","2,119","8,682"
2021,11,60,"66,949","5,299","5,738","4,531","3,559","3,834","4,834","3,678","3,947","3,034","3,829","6,495","4,071","3,208","2,483","1,799","6,610"
2021,11,70,"38,603","3,107","3,416","2,736","1,994","2,280","2,720","2,345","2,313","1,700","2,534","3,835","2,232","1,621","1,370",927,"3,473"
2021,11,80,"16,956","1,365","1,661","1,137",756,975,"1,199","1,067",993,761,"1,227","1,566",911,719,567,425,"1,627"
2021,11,90,"2,090",184,199,134,102,108,146,120,113,96,142,175,101,91,66,57,256
2021,11,100,87,5,11,14,4,2,4,6,2,4,4,9,1,5,3,0,13
2021,12,총,"473,307","36,807","38,518","27,545","21,876","28,240","32,207","26,881","32,960","27,912","24,336","45,384","27,031","20,211","14,909","12,692","55,798"
2021,12,0,"27,655","2,364","2,183","1,000",886,"1,380","1,611","1,037","2,508","3,194",937,"2,382","1,459","1,008",665,907,"4,134"
2021,12,10,"37,208","2,180","2,561","1,657","1,416","2,319","2,798","1,542","2,682","2,370","1,456","3,286","1,989","1,567","1,120",886,"7,379"
2021,12,20,"65,282","4,908","5,076","4,182","3,454","4,304","4,325","4,809","4,464","2,618","3,519","6,453","3,806","2,830","1,996","1,650","6,888"
2021,12,30,"67,027","5,978","5,355","3,803","2,885","3,791","4,011","4,239","5,486","4,840","3,301","6,286","3,948","2,719","1,951","1,964","6,470"
2021,12,40,"74,103","5,530","5,673","3,597","3,057","4,477","4,914","3,843","5,555","5,443","3,363","7,315","4,143","3,033","2,165","1,787","10,208"
2021,12,50,"77,244","5,889","6,643","4,779","3,783","4,767","5,636","4,176","4,892","3,793","4,050","7,580","4,365","3,425","2,521","2,231","8,714"
2021,12,60,"67,015","5,305","5,745","4,520","3,546","3,832","4,830","3,689","3,961","3,060","3,808","6,490","4,068","3,204","2,478","1,840","6,639"
2021,12,70,"38,521","3,085","3,421","2,716","1,988","2,275","2,726","2,340","2,291","1,723","2,508","3,843","2,228","1,613","1,374",937,"3,453"
2021,12,80,"17,089","1,382","1,654","1,149",761,990,"1,205","1,076","1,005",770,"1,247","1,562",920,717,570,434,"1,647"
2021,12,90,"2,091",181,198,138,96,103,147,124,114,98,143,178,104,91,67,56,253
2021,12,100,72,5,9,4,4,2,4,6,2,3,4,9,1,4,2,0,13
