년도,월,나이,경상남도 진주시,경상남도 진주시 문산읍,경상남도 진주시 내동면,경상남도 진주시 정촌면,경상남도 진주시 금곡면,경상남도 진주시 진성면,경상남도 진주시 일반성면,경상남도 진주시 이반성면,경상남도 진주시 사봉면,경상남도 진주시 지수면,경상남도 진주시 대곡면,경상남도 진주시 금산면,경상남도 진주시 집현면,경상남도 진주시 미천면,경상남도 진주시 명석면,경상남도 진주시 대평면,경상남도 진주시 수곡면,경상남도 진주시 천전동,경상남도 진주시 성북동,경상남도 진주시 중앙동,경상남도 진주시 상봉동,경상남도 진주시 상대동,경상남도 진주시 하대동,경상남도 진주시 상평동,경상남도 진주시 초장동,경상남도 진주시 평거동,경상남도 진주시 신안동,경상남도 진주시 이현동,경상남도 진주시 판문동,경상남도 진주시 가호동,경상남도 진주시 충무공동
2021,3,10,"18,403",343,232,264,60,26,101,28,31,30,76,"1,459",209,30,104,21,49,"1,335",383,359,555,808,"1,314",513,"2,268","1,781",580,715,"1,440","1,310","1,979"
2021,3,20,"24,657",437,220,583,91,71,131,49,37,72,140,"1,293",251,46,182,56,78,"2,314",772,611,945,"1,614","2,113",832,"1,829","2,180",845,899,"1,241","3,024","1,701"
2021,3,30,"21,164",485,203,844,69,69,83,48,44,41,91,"1,231",186,30,123,25,49,"1,442",635,477,694,"1,097","1,382",722,"1,703","1,489",574,561,"1,122","2,219","3,426"
2021,3,40,"26,800",552,321,629,114,92,157,60,105,92,171,"1,774",349,74,234,55,143,"1,918",833,758,"1,027","1,420","1,736",921,"2,477","2,045",762,823,"1,927","1,993","3,238"
2021,3,50,"28,285",733,367,599,201,187,275,168,130,148,343,"1,657",481,167,390,103,236,"2,177",870,959,"1,310","1,711","2,349","1,052","2,061","2,423",952,"1,106","1,580","1,899","1,651"
2021,3,60,"22,395",747,306,552,249,244,262,223,182,158,353,"1,232",440,210,503,137,271,"1,828",857,"1,049","1,160","1,470","1,730",938,981,"1,427",846,908,"1,050","1,253",829
2021,3,70,"11,190",351,160,223,153,127,146,130,139,125,268,545,225,139,249,63,139,"1,169",497,714,696,815,729,434,363,544,457,467,380,502,241
2021,3,80,"3,906",124,52,69,84,79,59,62,55,49,123,202,99,64,112,28,78,425,177,211,224,259,187,138,104,237,189,111,121,140,44
2021,3,90,310,12,4,5,5,10,6,7,6,5,14,9,11,8,7,3,7,35,15,16,14,14,11,7,11,21,12,11,9,9,6
2021,3,100,16,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,2,1,3,0,0,2,0,2,0,0,1,0,0,0
2021,4,총,"171,584","4,136","2,041","4,291","1,043",932,"1,272",793,737,736,"1,613","10,523","2,364",779,"1,962",497,"1,078","13,459","5,253","5,295","6,934","9,682","12,266","5,920","13,570","13,170","5,550","5,931","10,060","13,692","16,005"
2021,4,0,"14,354",337,187,470,20,26,49,20,13,18,29,"1,118",116,8,68,10,32,811,232,171,323,484,714,343,"1,774","1,046",333,343,"1,180","1,273","2,806"
2021,4,10,"18,380",346,235,265,58,26,103,27,31,30,78,"1,458",208,30,96,18,49,"1,336",380,353,551,814,"1,310",507,"2,263","1,769",576,710,"1,446","1,317","1,990"
2021,4,20,"24,669",445,218,595,91,71,127,48,37,70,140,"1,290",248,47,181,57,77,"2,309",766,601,943,"1,612","2,100",837,"1,833","2,176",848,900,"1,243","3,037","1,722"
2021,4,30,"21,141",473,202,864,69,70,85,46,43,41,93,"1,221",187,29,121,26,51,"1,435",624,471,683,"1,087","1,387",739,"1,687","1,488",573,556,"1,109","2,238","3,443"
2021,4,40,"26,818",555,324,630,111,91,156,59,105,92,174,"1,781",344,73,234,54,142,"1,931",831,754,"1,027","1,415","1,731",918,"2,482","2,035",758,823,"1,934","2,000","3,254"
2021,4,50,"28,192",732,359,606,201,188,274,165,129,145,331,"1,661",479,168,377,100,233,"2,153",874,955,"1,305","1,703","2,348","1,054","2,054","2,412",953,"1,095","1,575","1,897","1,666"
2021,4,60,"22,557",753,304,560,249,245,267,226,180,162,361,"1,231",444,210,512,138,272,"1,848",856,"1,049","1,170","1,477","1,742",944,999,"1,440",842,912,"1,060","1,273",831
2021,4,70,"11,213",355,157,228,155,126,143,134,137,125,269,551,225,141,249,63,140,"1,167",495,708,691,815,729,435,366,549,463,470,381,506,240
2021,4,80,"3,928",127,51,68,84,79,60,61,56,48,123,202,102,65,115,28,76,429,178,214,225,261,192,136,100,234,192,111,122,142,47
2021,4,90,316,13,4,5,5,10,6,7,6,5,14,9,11,8,8,3,6,38,16,16,16,14,11,7,10,21,12,10,10,9,6
2021,4,100,16,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,2,1,3,0,0,2,0,2,0,0,1,0,0,0
2021,5,총,"171,697","4,144","2,040","4,356","1,038",935,"1,273",794,736,731,"1,611","10,537","2,356",779,"1,970",501,"1,075","13,514","5,228","5,287","6,929","9,654","12,242","5,935","13,562","13,161","5,561","5,906","10,049","13,748","16,045"
2021,5,0,"14,290",342,182,484,20,26,50,20,13,19,29,"1,117",115,6,68,10,31,812,227,170,321,478,709,337,"1,757","1,030",335,334,"1,166","1,268","2,814"
2021,5,10,"18,337",343,234,267,58,25,102,27,32,30,76,"1,449",206,32,98,18,50,"1,340",379,351,547,800,"1,301",513,"2,256","1,755",576,712,"1,441","1,326","1,993"
2021,5,20,"24,721",446,226,604,83,71,126,47,37,69,141,"1,297",251,46,178,57,74,"2,313",755,603,949,"1,613","2,112",843,"1,851","2,182",844,892,"1,247","3,054","1,710"
2021,5,30,"21,134",463,199,880,69,70,88,47,41,37,89,"1,218",187,30,125,26,52,"1,449",624,466,676,"1,080","1,371",740,"1,675","1,500",586,553,"1,103","2,254","3,436"
2021,5,40,"26,778",563,323,641,113,92,157,60,104,92,170,"1,790",336,72,232,53,140,"1,936",827,749,"1,020","1,406","1,721",917,"2,468","2,032",756,819,"1,925","1,989","3,275"
2021,5,50,"28,147",726,361,607,199,190,270,161,130,144,332,"1,653",476,169,379,100,230,"2,160",860,948,"1,293","1,706","2,335","1,054","2,073","2,394",949,"1,086","1,569","1,908","1,685"
2021,5,60,"22,762",764,300,569,253,246,266,228,180,164,366,"1,246",450,208,515,142,276,"1,863",866,"1,052","1,182","1,480","1,759",948,"1,004","1,464",849,916,"1,079","1,287",840
2021,5,70,"11,237",352,158,232,155,127,146,134,136,123,270,551,223,144,250,62,138,"1,166",496,715,701,812,725,438,366,547,462,472,384,511,241
2021,5,80,"3,958",132,52,67,84,78,60,63,57,48,123,205,101,65,116,30,78,436,177,213,224,265,195,138,100,235,192,111,125,142,46
2021,5,90,317,13,5,5,4,10,6,7,6,5,14,10,11,7,8,3,6,37,16,17,16,14,12,7,10,22,12,10,10,9,5
2021,5,100,16,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,2,1,3,0,0,2,0,2,0,0,1,0,0,0
2021,6,총,"171,653","4,140","2,020","4,391","1,044",937,"1,274",792,735,726,"1,603","10,566","2,356",779,"1,966",505,"1,070","13,534","5,200","5,266","6,901","9,625","12,222","5,926","13,559","13,142","5,566","5,902","10,057","13,770","16,079"
2021,6,0,"14,226",339,179,488,19,26,50,16,13,19,29,"1,113",116,7,67,11,31,804,225,165,314,470,696,340,"1,756","1,025",331,333,"1,169","1,267","2,808"
2021,6,10,"18,294",339,233,265,56,25,101,29,32,29,75,"1,448",205,33,97,19,49,"1,342",378,351,542,793,"1,300",506,"2,252","1,753",577,708,"1,429","1,327","2,001"
2021,6,20,"24,702",441,226,609,82,69,122,46,36,69,136,"1,307",251,46,174,58,73,"2,326",750,607,941,"1,590","2,097",848,"1,861","2,175",839,886,"1,251","3,070","1,716"
2021,6,30,"21,109",467,198,891,71,71,88,45,46,37,85,"1,224",184,29,125,26,52,"1,448",616,457,670,"1,090","1,366",748,"1,656","1,498",594,556,"1,102","2,251","3,418"
2021,6,40,"26,747",558,323,643,118,92,158,60,103,92,168,"1,790",334,73,234,54,138,"1,939",821,743,"1,019","1,393","1,723",907,"2,464","2,031",754,810,"1,929","1,985","3,291"
2021,6,50,"28,119",729,357,609,198,188,268,161,128,142,330,"1,654",475,166,375,100,226,"2,160",854,949,"1,292","1,693","2,338","1,050","2,069","2,392",942,"1,094","1,576","1,903","1,701"
2021,6,60,"22,878",765,297,579,254,250,270,230,178,164,371,"1,262",454,209,518,141,280,"1,875",867,"1,054","1,185","1,497","1,756",943,"1,020","1,457",856,915,"1,081","1,304",846
2021,6,70,"11,259",357,152,234,156,128,149,135,135,122,270,551,223,143,251,61,137,"1,166",493,706,698,817,737,440,366,551,469,471,386,509,246
2021,6,80,"3,980",132,50,68,86,78,60,63,58,47,124,207,101,66,115,32,78,434,179,214,224,267,195,136,103,237,191,117,126,145,47
2021,6,90,323,13,5,5,4,10,6,7,6,5,14,9,13,7,9,3,6,38,16,17,16,15,12,8,10,23,13,11,8,9,5
2021,6,100,16,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,2,1,3,0,0,2,0,2,0,0,1,0,0,0
2021,7,총,"171,664","4,125","2,010","4,444","1,039",938,"1,265",789,734,730,"1,602","10,564","2,350",776,"1,967",504,"1,072","13,563","5,191","5,257","6,891","9,621","12,199","5,911","13,581","13,175","5,529","5,903","10,043","13,790","16,101"
2021,7,0,"14,182",340,179,493,19,24,51,16,13,19,29,"1,104",115,7,65,12,32,809,222,165,302,470,696,337,"1,759","1,016",332,329,"1,162","1,268","2,797"
2021,7,10,"18,292",337,231,266,55,22,99,29,31,29,76,"1,438",206,33,93,19,48,"1,340",375,352,545,797,"1,299",508,"2,256","1,764",566,710,"1,426","1,332","2,010"
2021,7,20,"24,648",434,228,624,81,72,118,46,35,67,134,"1,326",253,46,175,58,77,"2,323",750,592,938,"1,595","2,080",832,"1,851","2,185",828,872,"1,252","3,064","1,712"
2021,7,30,"21,061",468,188,906,70,70,85,43,45,37,85,"1,213",180,27,129,25,51,"1,451",621,457,671,"1,092","1,365",743,"1,650","1,487",594,553,"1,099","2,264","3,392"
2021,7,40,"26,699",551,327,647,117,90,154,63,102,92,165,"1,795",330,71,231,54,137,"1,944",809,739,"1,008","1,392","1,702",908,"2,478","2,027",747,815,"1,914","1,975","3,315"
2021,7,50,"28,146",725,354,614,194,192,268,159,125,143,330,"1,649",473,165,382,100,222,"2,166",849,953,"1,303","1,674","2,331","1,046","2,074","2,404",933,"1,097","1,586","1,917","1,718"
2021,7,60,"22,987",765,296,587,256,251,272,229,184,168,371,"1,267",458,210,518,138,282,"1,886",874,"1,056","1,182","1,495","1,773",946,"1,026","1,475",852,924,"1,077","1,307",862
2021,7,70,"11,292",361,148,234,156,129,150,134,134,121,274,555,223,145,252,62,139,"1,165",491,705,696,826,739,445,374,554,467,475,392,505,241
2021,7,80,"4,013",131,54,67,87,78,60,63,59,49,124,207,99,65,112,33,77,438,182,217,228,266,200,138,102,239,197,116,127,149,49
2021,7,90,328,13,5,6,4,10,6,7,6,5,13,9,13,7,9,3,7,39,17,18,18,14,12,8,9,24,13,11,8,9,5
2021,7,100,16,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,2,1,3,0,0,2,0,2,0,0,1,0,0,0
2021,8,총,"171,691","4,130","2,018","4,463","1,045",936,"1,262",788,732,728,"1,601","10,544","2,338",775,"1,957",501,"1,069","13,568","5,181","5,247","6,885","9,624","12,154","5,901","13,594","13,173","5,523","5,900","10,041","13,874","16,139"
2021,8,0,"14,115",337,179,498,19,24,51,16,13,18,28,"1,093",113,7,63,12,30,803,221,165,296,466,682,335,"1,740","1,007",329,331,"1,164","1,285","2,790"
2021,8,10,"18,304",341,234,268,54,22,97,28,32,30,75,"1,450",210,33,93,19,47,"1,342",370,355,552,802,"1,292",502,"2,264","1,755",558,703,"1,427","1,326","2,023"
2021,8,20,"24,626",434,230,625,87,71,121,45,33,68,128,"1,310",243,46,173,57,78,"2,336",750,581,942,"1,585","2,060",834,"1,846","2,191",825,869,"1,237","3,114","1,707"
2021,8,30,"21,064",468,185,912,67,72,85,43,47,38,87,"1,206",182,28,125,25,51,"1,444",619,457,669,"1,098","1,366",733,"1,662","1,497",599,561,"1,081","2,281","3,376"
2021,8,40,"26,635",543,327,647,116,88,153,63,101,88,166,"1,787",327,67,230,52,135,"1,936",804,731,"1,003","1,393","1,692",910,"2,473","2,017",752,801,"1,915","1,972","3,346"
2021,8,50,"28,182",728,354,613,195,189,267,158,124,145,332,"1,648",473,165,380,100,221,"2,175",849,957,"1,301","1,666","2,339","1,036","2,088","2,395",931,"1,102","1,604","1,915","1,732"
2021,8,60,"23,065",764,300,591,259,251,271,230,186,165,372,"1,276",451,210,518,137,285,"1,892",876,"1,059","1,178","1,509","1,770",952,"1,029","1,490",856,929,"1,077","1,317",865
2021,8,70,"11,297",367,149,234,156,130,147,135,133,121,275,559,229,146,252,64,138,"1,153",492,705,694,824,740,447,373,556,459,472,400,503,244
2021,8,80,"4,051",135,55,69,87,79,62,63,57,49,125,208,97,65,113,32,78,446,181,216,231,266,199,142,108,238,200,120,127,152,51
2021,8,90,337,13,5,6,5,10,6,7,6,6,12,7,13,8,9,3,6,39,18,18,19,15,12,10,9,27,14,11,9,9,5
2021,8,100,15,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,2,1,3,0,0,2,0,2,0,0,1,0,0,0
2021,9,총,"171,782","4,125","2,021","4,459","1,044",937,"1,259",784,727,720,"1,596","10,530","2,337",772,"1,965",500,"1,070","13,598","5,171","5,284","6,884","9,597","12,146","5,892","13,566","13,151","5,501","5,891","10,038","13,966","16,251"
2021,9,0,"14,058",334,181,488,18,24,51,16,12,18,30,"1,075",113,7,67,12,29,805,216,163,292,454,680,336,"1,730","1,005",320,332,"1,161","1,285","2,804"
2021,9,10,"18,330",339,237,268,55,23,96,27,27,30,72,"1,460",206,29,93,19,47,"1,347",363,357,548,808,"1,288",502,"2,268","1,748",562,700,"1,430","1,334","2,047"
2021,9,20,"24,639",428,228,616,88,70,121,47,35,65,130,"1,312",238,47,175,56,80,"2,349",751,593,944,"1,572","2,065",830,"1,811","2,190",816,869,"1,239","3,171","1,703"
2021,9,30,"21,063",470,186,919,67,70,84,42,45,36,89,"1,204",185,26,123,26,48,"1,444",615,468,675,"1,084","1,339",735,"1,670","1,492",593,562,"1,074","2,290","3,402"
2021,9,40,"26,606",545,322,653,116,89,150,61,101,88,162,"1,775",325,69,230,52,132,"1,930",808,731,999,"1,383","1,689",910,"2,467","1,991",756,808,"1,912","1,983","3,369"
2021,9,50,"28,211",728,355,612,192,191,264,156,125,140,327,"1,648",477,166,380,100,226,"2,185",849,962,"1,301","1,681","2,353","1,027","2,089","2,404",921,"1,085","1,602","1,919","1,746"
2021,9,60,"23,125",765,302,594,256,249,273,229,184,166,377,"1,282",455,210,521,137,285,"1,895",876,"1,065","1,173","1,507","1,773",948,"1,035","1,498",857,938,"1,079","1,316",880
2021,9,70,"11,303",367,148,235,158,132,149,136,135,121,267,556,229,145,250,64,140,"1,153",489,704,698,824,746,452,375,550,459,464,404,508,245
2021,9,80,"4,096",136,57,68,89,79,63,63,57,50,130,211,96,65,115,31,77,449,185,220,235,269,199,142,110,246,203,121,129,151,50
2021,9,90,336,13,5,6,5,10,6,7,6,6,11,7,13,8,10,3,6,39,18,18,19,15,12,10,9,27,14,11,8,9,5
2021,9,100,15,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,2,1,3,0,0,2,0,2,0,0,1,0,0,0
2021,10,총,"171,749","4,109","2,019","4,455","1,044",932,"1,253",787,725,722,"1,597","10,536","2,335",775,"1,964",498,"1,066","13,587","5,151","5,317","6,861","9,571","12,123","5,884","13,586","13,138","5,496","5,874","10,024","14,009","16,311"
2021,10,0,"14,003",335,179,480,17,24,49,15,12,18,31,"1,072",110,7,67,11,30,790,212,159,291,443,679,334,"1,726","1,010",321,336,"1,147","1,274","2,824"
2021,10,10,"18,274",342,238,271,54,23,95,29,25,30,69,"1,458",207,29,89,20,46,"1,334",364,359,544,812,"1,277",494,"2,266","1,739",550,698,"1,433","1,330","2,049"
2021,10,20,"24,622",416,228,605,89,70,121,46,35,65,128,"1,306",234,48,175,53,77,"2,349",740,602,937,"1,554","2,061",828,"1,831","2,195",823,857,"1,238","3,194","1,717"
2021,10,30,"21,078",461,183,921,67,68,80,43,45,37,93,"1,207",186,26,122,26,46,"1,463",618,488,672,"1,084","1,342",743,"1,661","1,483",599,558,"1,078","2,290","3,388"
2021,10,40,"26,551",550,323,657,116,86,151,61,98,87,161,"1,762",323,71,225,52,133,"1,919",800,721,999,"1,377","1,694",907,"2,461","1,982",750,808,"1,904","1,988","3,385"
2021,10,50,"28,259",724,352,617,192,189,262,157,125,142,325,"1,663",479,164,385,99,224,"2,182",854,970,"1,301","1,679","2,354","1,026","2,105","2,392",919,"1,081","1,595","1,939","1,763"
2021,10,60,"23,161",769,305,591,259,248,273,230,183,163,382,"1,290",459,210,523,137,286,"1,902",872,"1,067","1,165","1,509","1,762",945,"1,038","1,508",855,934,"1,085","1,326",885
2021,10,70,"11,321",363,150,238,156,135,149,134,138,123,263,553,230,148,249,66,139,"1,154",486,710,697,824,740,454,377,556,458,470,408,507,246
2021,10,80,"4,132",135,55,69,87,79,65,65,58,50,133,217,93,64,117,31,79,454,187,221,237,275,200,144,111,247,207,121,128,154,49
2021,10,90,332,14,6,6,7,10,6,7,6,7,11,8,14,8,11,3,6,38,17,17,18,14,12,9,7,26,14,10,8,7,5
2021,10,100,16,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,2,1,3,0,0,2,0,3,0,0,1,0,0,0
2021,11,총,"171,710","4,100","2,017","4,464","1,044",930,"1,255",794,722,712,"1,594","10,533","2,333",779,"1,966",500,"1,073","13,621","5,106","5,337","6,841","9,560","12,101","5,854","13,592","13,122","5,487","5,867","10,010","14,043","16,353"
2021,11,0,"13,944",330,179,485,17,24,48,15,13,16,31,"1,065",110,7,64,11,29,787,209,166,282,434,670,335,"1,725","1,001",322,335,"1,145","1,274","2,815"
2021,11,10,"18,285",347,236,265,54,23,96,29,25,29,69,"1,458",202,29,88,19,47,"1,337",364,355,542,811,"1,285",487,"2,274","1,735",554,699,"1,429","1,338","2,059"
2021,11,20,"24,559",411,231,608,87,68,124,45,35,65,123,"1,302",236,47,172,53,78,"2,343",729,611,934,"1,543","2,056",819,"1,836","2,189",812,852,"1,234","3,183","1,733"
2021,11,30,"21,040",459,179,927,68,68,83,44,44,36,97,"1,202",185,27,127,26,46,"1,477",609,499,665,"1,082","1,335",733,"1,648","1,475",589,561,"1,069","2,307","3,373"
2021,11,40,"26,517",555,321,661,116,87,146,61,97,85,161,"1,752",324,72,224,52,134,"1,909",796,726,990,"1,375","1,688",904,"2,456","1,971",751,806,"1,891","1,998","3,408"
2021,11,50,"28,299",720,350,612,195,189,259,158,127,138,326,"1,677",476,165,386,98,227,"2,207",843,969,"1,295","1,690","2,337","1,026","2,115","2,396",920,"1,076","1,605","1,936","1,781"
2021,11,60,"23,234",770,309,595,258,248,276,233,182,164,381,"1,296",461,213,522,139,288,"1,910",867,"1,062","1,174","1,508","1,773",943,"1,038","1,522",857,942,"1,088","1,334",881
2021,11,70,"11,317",362,151,234,155,134,149,135,135,120,261,555,233,145,251,65,140,"1,150",487,709,700,824,743,454,381,558,454,464,410,511,247
2021,11,80,"4,161",130,55,71,87,79,66,66,58,52,134,217,93,66,120,33,78,460,181,223,241,279,201,142,110,250,214,120,129,155,51
2021,11,90,344,16,6,6,7,10,6,8,6,7,11,9,13,8,11,4,6,39,21,17,18,14,11,11,7,25,14,11,10,7,5
2021,11,100,10,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,2,0,0,1,0,0,0
2021,12,총,"171,601","4,083","2,019","4,480","1,039",924,"1,249",795,725,714,"1,594","10,479","2,314",779,"1,958",497,"1,066","13,690","5,087","5,323","6,822","9,557","12,079","5,835","13,572","13,086","5,483","5,851","9,999","14,188","16,314"
2021,12,0,"13,872",326,182,486,16,23,46,16,13,16,30,"1,067",106,9,62,11,28,785,204,167,275,436,662,327,"1,717",985,326,329,"1,137","1,284","2,801"
2021,12,10,"18,251",349,234,273,51,21,97,29,24,31,65,"1,442",202,27,88,19,47,"1,343",360,353,537,804,"1,270",484,"2,278","1,739",555,699,"1,430","1,334","2,066"
2021,12,20,"24,457",407,230,601,88,67,119,43,34,63,127,"1,283",227,48,162,52,76,"2,378",721,603,928,"1,540","2,051",817,"1,819","2,190",802,851,"1,230","3,201","1,699"
2021,12,30,"21,008",458,183,931,67,68,86,46,43,37,98,"1,194",180,28,126,26,46,"1,470",608,493,659,"1,081","1,317",748,"1,623","1,454",587,557,"1,068","2,373","3,353"
2021,12,40,"26,502",550,315,667,111,86,145,61,98,86,162,"1,734",334,68,224,50,131,"1,914",800,725,989,"1,368","1,694",895,"2,481","1,949",749,793,"1,888","2,015","3,420"
2021,12,50,"28,316",712,353,610,194,188,260,158,126,136,323,"1,669",467,166,380,98,227,"2,221",834,968,"1,298","1,703","2,340","1,021","2,114","2,408",917,"1,080","1,603","1,956","1,786"
2021,12,60,"23,308",770,309,599,265,251,277,234,182,166,381,"1,305",456,212,531,137,285,"1,921",873,"1,061","1,166","1,507","1,786",936,"1,037","1,530",864,946,"1,092","1,349",880
2021,12,70,"11,348",365,153,232,155,133,148,135,139,121,262,557,235,146,250,67,142,"1,152",481,711,710,824,744,453,382,553,454,467,412,511,254
2021,12,80,"4,184",131,54,74,84,76,64,64,60,52,135,219,94,68,122,33,79,464,185,225,239,280,203,143,113,252,214,118,130,158,51
2021,12,90,348,15,6,7,8,11,6,9,6,6,11,9,13,7,12,4,5,40,21,17,21,14,11,11,6,26,15,11,9,7,4
2021,12,100,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0
