년도,월,나이,대구광역시 북구,대구광역시 북구 고성동,대구광역시 북구 칠성동,대구광역시 북구 침산1동,대구광역시 북구 침산2동,대구광역시 북구 침산3동,대구광역시 북구 산격1동,대구광역시 북구 산격2동,대구광역시 북구 산격3동,대구광역시 북구 산격4동,대구광역시 북구 대현동,대구광역시 북구 복현1동,대구광역시 북구 복현2동,대구광역시 북구 검단동,대구광역시 북구 무태조야동,대구광역시 북구 관문동,대구광역시 북구 태전1동,대구광역시 북구 태전2동,대구광역시 북구 구암동,대구광역시 북구 관음동,대구광역시 북구 읍내동,대구광역시 북구 동천동,대구광역시 북구 노원동,대구광역시 북구 국우동
2021,4,60,"26,901",333,"1,278",483,887,"1,153",981,834,579,736,"1,282",494,"1,862",598,"2,057","2,111","1,565","1,579","1,764","1,351","1,872","1,030","1,111",961
2021,4,70,"12,294",217,690,206,441,637,508,395,313,430,732,212,714,296,948,837,676,710,675,515,696,415,585,446
2021,4,80,"4,407",57,309,52,187,237,215,121,120,154,304,77,248,108,258,208,279,242,246,192,282,206,148,157
2021,4,90,305,9,30,8,18,14,8,13,11,5,23,5,12,5,14,11,20,15,19,10,20,13,14,8
2021,4,100,16,1,2,1,0,0,0,0,0,0,6,1,1,0,0,1,0,0,0,0,1,0,2,0
2021,5,총,"218,036","2,367","11,282","2,247","9,294","9,763","4,664","5,384","4,723","4,494","9,236","4,188","14,787","3,293","18,739","18,532","11,246","12,193","17,816","8,502","13,262","13,990","6,231","11,803"
2021,5,0,"16,897",170,"1,131",89,"1,079",895,132,283,145,158,561,96,"1,205",148,"1,827","2,311",685,821,"1,294",455,855,"1,165",297,"1,095"
2021,5,10,"22,062",163,"1,023",117,"1,162","1,142",232,457,233,267,589,184,"1,630",207,"2,010","1,604",917,"1,277","2,564",819,"1,303","2,246",303,"1,613"
2021,5,20,"33,417",287,"1,407",285,"1,096","1,268",573,911,"1,393",720,"1,736","1,414","2,349",411,"2,257","2,075","2,071","1,938","2,878","1,323","2,287","2,216",744,"1,778"
2021,5,30,"27,891",357,"1,826",282,"1,264","1,105",429,624,703,652,"1,167",646,"1,993",468,"2,455","3,138","1,448","1,473","1,710",901,"1,660","1,339",897,"1,354"
2021,5,40,"34,993",367,"2,006",267,"1,773","1,619",627,696,591,581,"1,379",466,"2,271",470,"3,541","3,348","1,538","1,898","3,038","1,216","1,695","2,515",896,"2,195"
2021,5,50,"38,669",404,"1,597",454,"1,381","1,693",956,"1,042",627,782,"1,456",596,"2,485",574,"3,362","2,867","2,039","2,226","3,607","1,717","2,582","2,818","1,220","2,184"
2021,5,60,"27,065",335,"1,276",489,890,"1,157",980,834,587,739,"1,275",494,"1,881",602,"2,056","2,126","1,576","1,601","1,782","1,356","1,879","1,050","1,125",975
2021,5,70,"12,306",218,682,204,438,634,509,403,314,434,738,209,711,298,958,843,676,701,677,517,701,420,580,441
2021,5,80,"4,428",57,309,50,194,235,218,121,118,155,304,77,253,110,261,208,279,243,246,190,278,209,153,160
2021,5,90,295,9,24,9,17,15,8,13,12,6,25,5,9,5,12,11,17,15,20,8,21,12,14,8
2021,5,100,13,0,1,1,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,1,0,2,0
2021,6,총,"217,669","2,370","11,273","2,226","9,241","9,761","4,636","5,359","4,718","4,492","9,168","4,182","14,841","3,284","18,722","18,471","11,225","12,202","17,805","8,500","13,250","13,979","6,173","11,791"
2021,6,0,"16,797",167,"1,134",89,"1,066",895,131,282,142,157,548,95,"1,208",145,"1,810","2,297",683,818,"1,284",452,849,"1,164",295,"1,086"
2021,6,10,"22,036",163,"1,017",116,"1,169","1,141",231,458,235,266,587,179,"1,633",208,"2,019","1,620",914,"1,268","2,558",812,"1,299","2,233",300,"1,610"
2021,6,20,"33,321",292,"1,388",283,"1,084","1,265",575,911,"1,387",733,"1,723","1,407","2,334",411,"2,248","2,060","2,048","1,932","2,895","1,326","2,292","2,218",728,"1,781"
2021,6,30,"27,805",355,"1,812",276,"1,250","1,100",426,619,704,655,"1,159",651,"2,024",460,"2,442","3,103","1,452","1,475","1,703",895,"1,666","1,331",893,"1,354"
2021,6,40,"34,923",365,"2,020",266,"1,769","1,615",612,688,596,576,"1,372",471,"2,273",468,"3,532","3,358","1,531","1,905","3,019","1,220","1,677","2,513",886,"2,191"
2021,6,50,"38,561",406,"1,592",448,"1,379","1,689",947,"1,031",618,775,"1,452",591,"2,499",570,"3,361","2,850","2,045","2,214","3,614","1,710","2,565","2,808","1,212","2,185"
2021,6,60,"27,215",340,"1,295",489,888,"1,169",980,833,593,735,"1,274",493,"1,890",609,"2,077","2,124","1,581","1,622","1,792","1,368","1,898","1,071","1,114",980
2021,6,70,"12,289",214,683,200,432,636,506,402,313,432,731,211,717,297,956,838,676,703,674,523,704,421,579,441
2021,6,80,"4,427",59,308,51,189,235,220,122,118,157,294,77,254,111,264,210,280,250,246,187,279,208,154,154
2021,6,90,287,9,23,8,15,16,8,13,12,6,23,6,9,5,13,11,15,15,20,7,20,12,12,9
2021,6,100,8,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0
2021,7,총,"217,540","2,380","11,240","2,221","9,232","9,737","4,635","5,373","4,705","4,472","9,144","4,170","14,880","3,270","18,733","18,475","11,252","12,185","17,765","8,502","13,255","13,986","6,147","11,781"
2021,7,0,"16,711",168,"1,133",86,"1,060",893,129,283,141,156,546,89,"1,200",145,"1,820","2,289",686,804,"1,269",448,843,"1,155",294,"1,074"
2021,7,10,"21,963",163,"1,016",116,"1,171","1,130",231,453,230,264,579,179,"1,631",203,"2,017","1,632",914,"1,275","2,542",807,"1,288","2,218",295,"1,609"
2021,7,20,"33,268",301,"1,379",277,"1,075","1,263",569,917,"1,369",733,"1,722","1,395","2,346",407,"2,244","2,046","2,045","1,919","2,909","1,316","2,298","2,230",721,"1,787"
2021,7,30,"27,778",356,"1,790",281,"1,249","1,099",432,617,713,654,"1,145",653,"2,038",457,"2,432","3,089","1,464","1,478","1,691",906,"1,663","1,333",889,"1,349"
2021,7,40,"34,826",363,"2,024",261,"1,775","1,603",613,693,597,570,"1,369",472,"2,280",470,"3,522","3,359","1,537","1,894","3,001","1,208","1,658","2,505",884,"2,168"
2021,7,50,"38,568",404,"1,582",444,"1,372","1,678",947,"1,020",621,766,"1,453",592,"2,497",564,"3,379","2,850","2,045","2,206","3,613","1,731","2,585","2,814","1,205","2,200"
2021,7,60,"27,348",338,"1,301",494,900,"1,178",977,853,588,739,"1,276",492,"1,904",613,"2,072","2,146","1,585","1,638","1,796","1,364","1,914","1,084","1,112",984
2021,7,70,"12,315",217,678,204,428,639,506,401,315,426,732,212,718,295,966,836,681,700,679,523,705,425,582,447
2021,7,80,"4,460",60,314,50,187,237,222,123,118,158,294,79,256,111,268,217,280,255,246,192,279,210,152,152
2021,7,90,295,10,22,8,15,17,9,13,13,6,23,6,10,5,13,11,15,16,19,7,21,12,13,11
2021,7,100,8,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0
2021,8,총,"217,339","2,371","11,232","2,217","9,217","9,718","4,631","5,361","4,693","4,462","9,123","4,171","14,882","3,261","18,711","18,465","11,230","12,206","17,752","8,490","13,261","13,994","6,135","11,756"
2021,8,0,"16,585",169,"1,131",84,"1,050",887,132,278,139,155,542,90,"1,189",140,"1,808","2,277",687,803,"1,258",436,837,"1,143",291,"1,059"
2021,8,10,"21,900",161,"1,014",117,"1,167","1,126",229,452,228,261,575,176,"1,629",203,"2,006","1,637",893,"1,279","2,534",804,"1,290","2,219",296,"1,604"
2021,8,20,"33,192",304,"1,378",272,"1,075","1,261",568,909,"1,366",732,"1,721","1,385","2,347",406,"2,238","2,038","2,053","1,917","2,904","1,321","2,281","2,221",717,"1,778"
2021,8,30,"27,715",351,"1,785",281,"1,244","1,086",430,623,708,649,"1,132",657,"2,029",456,"2,437","3,068","1,464","1,478","1,690",896,"1,677","1,345",887,"1,342"
2021,8,40,"34,720",362,"2,012",265,"1,764","1,606",607,680,597,576,"1,376",476,"2,284",466,"3,503","3,363","1,525","1,885","2,988","1,202","1,658","2,485",879,"2,161"
2021,8,50,"38,542",400,"1,579",442,"1,372","1,675",949,"1,014",614,758,"1,443",596,"2,509",558,"3,385","2,864","2,034","2,205","3,617","1,731","2,571","2,827","1,192","2,207"
2021,8,60,"27,526",338,"1,307",493,909,"1,180",976,867,590,744,"1,278",493,"1,909",618,"2,081","2,155","1,591","1,657","1,812","1,377","1,935","1,100","1,121",995
2021,8,70,"12,375",215,687,206,435,641,509,403,319,422,728,212,720,296,969,833,688,709,680,523,709,434,588,449
2021,8,80,"4,478",61,314,49,186,239,222,122,119,159,298,79,256,113,272,220,280,257,250,193,280,207,152,150
2021,8,90,298,10,24,8,15,17,9,13,13,6,25,6,10,5,12,10,15,16,19,7,22,13,12,11
2021,8,100,8,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0
2021,9,총,"217,543","2,378","11,246","2,216","9,203","9,700","4,610","5,352","4,753","4,472","9,134","4,208","14,910","3,249","18,719","18,469","11,221","12,220","17,709","8,492","13,453","13,959","6,122","11,748"
2021,9,0,"16,518",170,"1,125",85,"1,049",879,125,278,135,154,538,87,"1,190",136,"1,812","2,268",672,796,"1,234",432,870,"1,137",297,"1,049"
2021,9,10,"21,891",163,"1,023",116,"1,166","1,122",230,448,237,262,568,185,"1,625",203,"1,996","1,643",898,"1,277","2,528",791,"1,307","2,215",294,"1,594"
2021,9,20,"33,250",303,"1,379",265,"1,059","1,260",563,904,"1,401",737,"1,740","1,413","2,361",402,"2,229","2,041","2,053","1,929","2,880","1,329","2,299","2,206",716,"1,781"
2021,9,30,"27,761",354,"1,783",281,"1,235","1,069",428,628,721,653,"1,135",660,"2,043",450,"2,435","3,063","1,458","1,487","1,684",899,"1,715","1,344",885,"1,351"
2021,9,40,"34,590",363,"2,022",264,"1,771","1,597",600,670,594,568,"1,368",476,"2,266",467,"3,479","3,363","1,520","1,870","2,976","1,194","1,688","2,472",861,"2,141"
2021,9,50,"38,636",405,"1,577",447,"1,379","1,676",942,"1,017",620,766,"1,447",602,"2,511",557,"3,411","2,865","2,034","2,207","3,632","1,736","2,596","2,809","1,186","2,214"
2021,9,60,"27,672",335,"1,316",492,905,"1,194",984,870,591,748,"1,276",492,"1,916",615,"2,102","2,151","1,593","1,666","1,825","1,385","1,957","1,125","1,131","1,003"
2021,9,70,"12,407",213,678,209,434,642,512,403,320,419,733,206,721,300,971,843,696,711,687,523,715,431,584,456
2021,9,80,"4,502",60,319,49,190,243,217,122,120,159,298,80,264,115,272,222,281,260,245,195,283,207,155,146
2021,9,90,309,12,24,8,15,18,9,12,14,6,26,6,13,4,12,10,16,17,18,8,22,13,13,13
2021,9,100,7,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0
2021,10,총,"217,197","2,382","11,196","2,213","9,156","9,680","4,603","5,360","4,730","4,446","9,077","4,205","14,918","3,249","18,701","18,430","11,230","12,216","17,678","8,493","13,464","13,930","6,113","11,727"
2021,10,0,"16,421",172,"1,116",83,"1,037",878,127,281,133,151,529,88,"1,192",133,"1,790","2,268",667,801,"1,218",432,872,"1,123",293,"1,037"
2021,10,10,"21,780",165,"1,018",117,"1,159","1,122",224,446,238,265,561,181,"1,615",203,"1,982","1,631",892,"1,258","2,519",785,"1,314","2,205",296,"1,584"
2021,10,20,"33,094",297,"1,355",262,"1,051","1,250",559,899,"1,386",728,"1,718","1,405","2,351",406,"2,237","2,029","2,065","1,937","2,857","1,317","2,283","2,208",709,"1,785"
2021,10,30,"27,700",355,"1,774",279,"1,216","1,063",423,639,719,638,"1,134",663,"2,059",446,"2,429","3,036","1,459","1,489","1,685",903,"1,731","1,332",885,"1,343"
2021,10,40,"34,465",361,"2,023",266,"1,762","1,592",605,664,594,578,"1,355",478,"2,270",460,"3,462","3,355","1,517","1,862","2,959","1,193","1,685","2,445",851,"2,128"
2021,10,50,"38,663",412,"1,566",441,"1,382","1,676",937,"1,014",613,754,"1,447",604,"2,509",562,"3,436","2,867","2,038","2,192","3,640","1,740","2,578","2,837","1,191","2,227"
2021,10,60,"27,759",335,"1,316",497,905,"1,187",986,874,594,744,"1,273",494,"1,921",616,"2,108","2,160","1,594","1,688","1,847","1,389","1,967","1,125","1,130","1,009"
2021,10,70,"12,467",212,685,210,436,645,514,407,319,423,731,207,723,301,976,846,700,713,691,526,725,435,590,452
2021,10,80,"4,535",61,319,50,193,250,219,124,121,159,299,78,266,118,269,228,282,260,244,200,285,207,155,148
2021,10,90,306,12,24,8,15,17,9,12,13,6,25,6,12,4,12,10,16,16,18,8,23,13,13,14
2021,10,100,7,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0
2021,11,총,"217,189","2,375","11,222","2,194","9,118","9,656","4,593","5,338","4,725","4,412","9,020","4,190","14,976","3,228","18,591","18,308","11,172","12,122","17,504","8,406","13,375","13,783","6,088","12,793"
2021,11,0,"16,347",173,"1,108",82,"1,031",869,126,274,131,147,522,89,"1,197",133,"1,764","2,243",655,797,"1,190",405,861,"1,087",290,"1,173"
2021,11,10,"21,704",162,"1,022",114,"1,165","1,122",224,445,234,262,570,181,"1,611",198,"1,958","1,615",880,"1,240","2,491",772,"1,298","2,179",290,"1,671"
2021,11,20,"33,054",294,"1,351",263,"1,043","1,241",556,888,"1,378",724,"1,693","1,388","2,368",403,"2,225","2,005","2,057","1,923","2,837","1,310","2,267","2,196",705,"1,939"
2021,11,30,"27,703",358,"1,773",277,"1,190","1,051",422,641,732,627,"1,122",671,"2,075",438,"2,390","2,989","1,450","1,458","1,658",900,"1,712","1,312",879,"1,578"
2021,11,40,"34,461",359,"2,033",263,"1,761","1,588",603,661,591,573,"1,347",474,"2,276",454,"3,452","3,343","1,513","1,836","2,918","1,172","1,686","2,404",850,"2,304"
2021,11,50,"38,678",407,"1,585",438,"1,384","1,675",937,"1,009",612,749,"1,440",598,"2,513",560,"3,426","2,863","2,021","2,184","3,621","1,720","2,546","2,821","1,170","2,399"
2021,11,60,"27,860",337,"1,317",489,901,"1,190",983,869,595,741,"1,269",500,"1,931",614,"2,114","2,156","1,599","1,684","1,838","1,391","1,970","1,130","1,150","1,092"
2021,11,70,"12,499",212,684,209,434,651,517,416,319,423,724,205,720,305,978,855,699,718,691,528,731,435,582,463
2021,11,80,"4,569",62,324,50,194,252,217,122,120,160,302,77,273,120,272,228,281,267,243,200,283,205,158,159
2021,11,90,308,11,25,9,15,17,8,13,13,6,26,6,12,3,12,11,17,15,17,8,21,14,14,15
2021,11,100,6,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
2021,12,총,"217,420","2,377","11,273","2,191","9,045","9,608","4,573","5,299","4,686","4,401","8,951","4,147","15,196","3,215","18,564","18,215","11,087","12,041","17,240","8,321","13,311","13,541","6,040","14,098"
2021,12,0,"16,309",171,"1,105",83,"1,010",864,127,269,127,139,523,91,"1,216",131,"1,756","2,215",635,785,"1,152",387,828,"1,050",282,"1,363"
2021,12,10,"21,676",164,"1,019",114,"1,164","1,111",222,442,227,265,565,179,"1,622",194,"1,945","1,619",870,"1,223","2,429",758,"1,285","2,124",288,"1,847"
2021,12,20,"32,944",297,"1,352",258,"1,032","1,238",551,884,"1,359",712,"1,667","1,367","2,408",396,"2,207","1,982","2,050","1,901","2,801","1,294","2,266","2,157",698,"2,067"
2021,12,30,"27,763",355,"1,767",279,"1,173","1,034",418,624,724,624,"1,116",665,"2,115",436,"2,379","2,956","1,432","1,459","1,664",894,"1,712","1,295",860,"1,782"
2021,12,40,"34,552",359,"2,053",265,"1,757","1,583",605,657,584,584,"1,341",471,"2,310",454,"3,457","3,323","1,497","1,802","2,830","1,152","1,667","2,344",852,"2,605"
2021,12,50,"38,696",404,"1,598",436,"1,369","1,670",923,997,617,744,"1,437",590,"2,542",559,"3,429","2,857","2,006","2,185","3,579","1,697","2,543","2,787","1,147","2,580"
2021,12,60,"27,966",342,"1,325",482,894,"1,190",983,877,598,738,"1,248",491,"1,950",616,"2,116","2,162","1,605","1,677","1,830","1,396","1,966","1,135","1,153","1,192"
2021,12,70,"12,587",210,691,212,433,648,521,416,315,425,727,209,746,309,983,860,690,725,691,536,738,429,588,485
2021,12,80,"4,610",65,337,52,197,253,215,121,121,164,301,77,275,117,279,228,283,269,247,198,284,206,158,163
2021,12,90,316,9,26,10,16,17,8,12,14,6,26,7,12,3,13,13,19,15,17,9,22,14,14,14
2021,12,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
