년도,월,나이,순천시,승주읍,해룡면,해룡면상삼출장소,해룡면신대출장소,서면,황전면,월등면,주암면,송광면,외서면,낙안면,별량면,상사면,향동,매곡동,삼산동,조곡동,덕연동,풍덕동,남제동,저전동,장천동,중앙동,도사동,왕조1동,왕조2동
2021,3,60,"17,499",262,455,630,611,973,317,187,355,132,90,374,534,276,414,496,"1,763",569,"2,754",740,867,279,265,296,"1,093","1,980",787
2021,3,70,"10,458",265,403,287,232,654,346,201,348,186,94,343,512,251,300,365,809,318,"1,088",542,568,247,170,225,589,839,276
2021,3,80,"6,950",285,344,199,116,484,314,170,327,178,104,276,527,189,185,212,446,163,559,222,264,97,78,121,397,536,157
2021,3,90,"1,298",46,70,32,26,86,58,34,58,27,31,53,84,42,35,31,87,38,101,44,50,26,19,16,86,92,26
2021,3,100,66,1,1,3,1,2,1,1,1,4,0,2,4,4,2,2,8,3,10,1,2,0,1,4,4,4,0
2021,4,총,"141,313","1,362","2,215","9,256","16,289","5,994","1,455",934,"1,561",736,454,"1,680","2,771","1,379","1,871","3,437","12,909","3,095","22,152","3,882","4,366","1,454","1,116","1,502","9,160","20,331","9,952"
2021,4,0,"11,305",13,67,736,"2,882",357,29,17,25,5,6,41,67,20,69,212,944,163,"1,670",164,158,58,24,40,986,"1,683",869
2021,4,10,"14,275",64,91,"1,186","2,346",472,45,40,51,16,21,65,140,67,120,264,"1,326",248,"2,507",281,311,92,46,92,822,"2,284","1,278"
2021,4,20,"16,971",74,165,"1,445","1,544",599,61,64,70,31,20,111,177,108,155,542,"1,754",337,"2,922",409,480,162,130,148,975,"2,992","1,496"
2021,4,30,"16,108",53,100,"1,089","3,413",527,40,40,43,20,12,67,111,56,122,379,"1,413",277,"2,385",356,368,105,82,116,"1,265","2,456","1,213"
2021,4,40,"21,848",84,168,"1,839","3,509",804,65,46,68,39,20,96,187,117,198,427,"1,906",429,"3,663",425,463,148,109,198,"1,395","3,561","1,884"
2021,4,50,"24,393",209,353,"1,803","1,594","1,023",180,135,212,100,54,245,422,251,272,499,"2,419",552,"4,473",697,834,238,196,246,"1,536","3,894","1,956"
2021,4,60,"17,600",265,453,632,627,980,319,186,355,131,91,378,533,273,414,500,"1,785",568,"2,775",740,860,280,261,299,"1,105","1,996",794
2021,4,70,"10,463",266,403,288,230,660,346,202,350,185,91,342,516,251,297,367,816,315,"1,082",543,576,248,169,220,584,836,280
2021,4,80,"6,984",287,343,203,118,486,312,170,328,178,106,277,530,192,189,215,450,161,563,222,265,96,78,124,401,534,156
2021,4,90,"1,300",46,71,32,25,84,57,33,58,27,33,56,84,40,33,30,88,42,102,44,49,27,20,15,86,92,26
2021,4,100,66,1,1,3,1,2,1,1,1,4,0,2,4,4,2,2,8,3,10,1,2,0,1,4,5,3,0
2021,5,총,"141,108","1,350","2,192","9,258","16,299","6,015","1,456",935,"1,563",734,449,"1,662","2,756","1,384","1,859","3,463","12,872","3,080","22,120","3,869","4,320","1,445","1,105","1,466","9,160","20,334","9,962"
2021,5,0,"11,256",13,69,734,"2,880",354,31,16,25,5,6,41,63,22,70,220,937,156,"1,648",162,157,58,23,40,984,"1,678",864
2021,5,10,"14,260",63,89,"1,183","2,353",474,45,39,51,16,21,64,144,63,123,264,"1,324",250,"2,514",276,305,93,45,89,827,"2,270","1,275"
2021,5,20,"16,935",74,161,"1,446","1,541",602,61,65,68,31,18,110,175,110,157,545,"1,727",338,"2,907",407,473,161,131,150,966,"3,007","1,504"
2021,5,30,"16,074",52,103,"1,083","3,412",531,41,40,43,20,12,66,112,56,114,384,"1,416",281,"2,365",349,365,105,83,118,"1,265","2,447","1,211"
2021,5,40,"21,734",82,162,"1,827","3,507",800,64,46,69,37,20,96,184,119,197,432,"1,898",424,"3,644",425,454,148,109,186,"1,399","3,534","1,871"
2021,5,50,"24,375",204,346,"1,820","1,600","1,025",177,134,211,102,53,241,416,251,274,494,"2,397",546,"4,494",693,809,230,191,249,"1,537","3,915","1,966"
2021,5,60,"17,656",262,447,637,635,989,322,188,357,132,91,371,527,275,406,504,"1,809",566,"2,788",740,866,282,258,284,"1,104","2,011",805
2021,5,70,"10,466",263,400,289,227,660,344,201,351,185,91,340,521,255,296,369,819,314,"1,084",545,573,244,169,213,584,845,284
2021,5,80,"6,989",290,343,204,119,492,312,173,328,176,106,275,526,190,188,218,451,161,559,226,267,97,75,122,403,531,157
2021,5,90,"1,307",46,72,32,24,86,58,32,59,26,31,56,84,39,32,31,88,41,108,45,50,27,20,15,87,93,25
2021,5,100,56,1,0,3,1,2,1,1,1,4,0,2,4,4,2,2,6,3,9,1,1,0,1,0,4,3,0
2021,6,총,"141,152","1,344","2,195","9,233","16,323","6,334","1,451",936,"1,564",731,448,"1,661","2,741","1,390","1,860","3,470","12,820","3,077","22,033","3,867","4,326","1,427","1,095","1,469","9,167","20,267","9,923"
2021,6,0,"11,241",12,70,733,"2,866",393,32,16,25,5,6,39,63,22,69,222,937,156,"1,635",156,156,54,21,42,984,"1,674",853
2021,6,10,"14,209",61,88,"1,185","2,355",496,44,41,51,16,21,66,141,63,123,262,"1,311",247,"2,484",276,315,90,44,88,827,"2,244","1,270"
2021,6,20,"16,923",75,157,"1,433","1,545",670,60,62,68,29,16,112,173,108,156,551,"1,707",339,"2,889",408,462,156,131,153,967,"2,996","1,500"
2021,6,30,"16,058",52,104,"1,072","3,410",608,44,41,40,20,13,64,116,58,116,387,"1,400",280,"2,349",343,364,103,84,116,"1,253","2,434","1,187"
2021,6,40,"21,713",81,161,"1,832","3,507",850,61,45,71,37,20,95,180,116,198,429,"1,883",418,"3,621",430,460,143,108,187,"1,396","3,522","1,862"
2021,6,50,"24,343",199,345,"1,796","1,612","1,067",177,135,213,102,52,242,411,256,272,488,"2,391",551,"4,490",683,800,227,186,246,"1,537","3,902","1,963"
2021,6,60,"17,805",269,453,658,650,997,319,191,360,133,93,371,531,276,403,511,"1,817",561,"2,806",743,881,285,258,285,"1,109","2,027",818
2021,6,70,"10,482",259,397,285,232,673,343,199,349,184,89,338,518,256,297,368,824,323,"1,080",552,572,245,167,215,592,840,285
2021,6,80,"7,011",291,346,204,121,490,314,173,327,175,107,276,522,193,191,218,454,159,561,227,266,97,75,120,412,534,158
2021,6,90,"1,310",44,74,31,24,88,56,32,60,26,31,56,82,38,33,32,90,40,108,48,49,27,20,17,86,91,27
2021,6,100,57,1,0,4,1,2,1,1,0,4,0,2,4,4,2,2,6,3,10,1,1,0,1,0,4,3,0
2021,7,총,"141,201","1,347","2,190","9,224","16,326","6,391","1,450",931,"1,563",729,446,"1,662","2,746","1,383","1,872","3,465","12,768","3,069","22,026","3,886","4,315","1,423","1,093","1,464","9,146","20,373","9,913"
2021,7,0,"11,206",13,70,722,"2,868",398,32,16,27,5,6,39,63,19,67,226,917,151,"1,619",158,155,53,24,39,978,"1,694",847
2021,7,10,"14,195",59,89,"1,182","2,364",499,44,39,50,16,20,66,141,61,127,257,"1,301",246,"2,472",274,309,87,42,93,832,"2,257","1,268"
2021,7,20,"16,904",76,152,"1,444","1,521",675,60,64,66,26,18,111,172,107,158,550,"1,698",336,"2,889",408,467,156,133,154,959,"3,002","1,502"
2021,7,30,"16,045",51,101,"1,068","3,396",632,44,42,41,21,13,62,116,59,117,388,"1,397",285,"2,332",348,361,101,83,116,"1,235","2,466","1,170"
2021,7,40,"21,678",82,161,"1,825","3,516",855,60,44,68,38,18,95,181,113,199,428,"1,876",412,"3,625",439,456,142,108,187,"1,397","3,504","1,849"
2021,7,50,"24,384",198,343,"1,800","1,623","1,073",173,132,216,102,50,240,408,256,270,487,"2,381",547,"4,488",684,800,226,182,242,"1,543","3,938","1,982"
2021,7,60,"17,888",273,459,663,657,"1,001",318,189,358,134,95,376,536,279,401,511,"1,819",567,"2,820",751,880,290,258,286,"1,110","2,033",824
2021,7,70,"10,499",257,396,287,234,677,347,199,350,183,87,335,511,253,301,368,826,324,"1,092",548,571,247,169,213,592,848,284
2021,7,80,"7,028",294,346,198,123,491,314,173,329,174,109,280,529,193,198,215,455,158,570,226,264,96,72,117,409,536,159
2021,7,90,"1,317",43,73,31,23,88,57,32,58,26,30,56,85,39,32,33,92,40,109,49,51,25,21,17,86,93,28
2021,7,100,57,1,0,4,1,2,1,1,0,4,0,2,4,4,2,2,6,3,10,1,1,0,1,0,5,2,0
2021,8,총,"141,214","1,350","2,170","9,199","16,326","6,402","1,448",930,"1,560",726,446,"1,654","2,741","1,389","1,864","3,454","12,813","3,063","21,980","3,885","4,313","1,411","1,079","1,464","9,090","20,584","9,873"
2021,8,0,"11,181",13,70,720,"2,863",398,31,17,25,5,6,38,63,20,67,225,915,146,"1,604",157,156,53,23,39,972,"1,715",840
2021,8,10,"14,165",62,87,"1,171","2,367",499,44,36,50,15,20,64,137,59,125,252,"1,305",246,"2,455",273,310,86,40,91,829,"2,281","1,261"
2021,8,20,"16,899",76,152,"1,436","1,505",675,60,62,66,24,18,106,175,110,157,549,"1,703",338,"2,891",410,465,153,130,154,943,"3,047","1,494"
2021,8,30,"16,034",51,98,"1,055","3,388",636,44,45,42,19,12,63,111,61,118,384,"1,406",287,"2,312",348,361,101,82,121,"1,225","2,510","1,154"
2021,8,40,"21,616",83,159,"1,825","3,519",851,60,43,67,38,18,92,173,111,198,424,"1,879",410,"3,599",437,453,142,108,187,"1,386","3,518","1,836"
2021,8,50,"24,407",196,334,"1,802","1,637","1,077",174,133,219,104,51,238,411,255,267,491,"2,389",543,"4,491",679,803,218,174,237,"1,531","3,968","1,985"
2021,8,60,"17,988",274,456,664,662,"1,007",316,189,356,135,95,378,541,285,399,506,"1,825",570,"2,845",759,876,291,262,288,"1,117","2,064",828
2021,8,70,"10,487",257,395,293,236,678,347,200,346,178,85,335,511,249,300,373,832,320,"1,085",547,570,247,167,214,587,847,288
2021,8,80,"7,064",294,345,196,125,493,315,172,331,177,111,282,531,194,198,215,460,160,578,225,268,96,71,116,413,539,159
2021,8,90,"1,313",43,74,33,23,85,56,32,58,27,30,56,84,40,33,33,93,39,110,49,50,24,21,17,82,93,28
2021,8,100,60,1,0,4,1,3,1,1,0,4,0,2,4,5,2,2,6,4,10,1,1,0,1,0,5,2,0
2021,9,총,"141,246","1,349","2,172","9,150","16,323","6,392","1,443",934,"1,558",720,446,"1,654","2,747","1,384","1,852","3,452","12,922","3,060","21,987","3,857","4,318","1,400","1,077","1,446","9,065","20,674","9,864"
2021,9,0,"11,168",13,70,711,"2,858",396,30,18,25,4,6,40,64,20,66,226,929,146,"1,600",156,155,51,22,41,963,"1,721",837
2021,9,10,"14,158",63,86,"1,160","2,383",492,44,36,51,14,20,64,140,58,128,251,"1,297",244,"2,467",265,313,85,42,87,827,"2,282","1,259"
2021,9,20,"16,830",75,152,"1,428","1,471",672,59,63,63,25,18,101,175,107,152,550,"1,727",337,"2,899",396,454,146,129,155,943,"3,043","1,490"
2021,9,30,"16,026",52,101,"1,044","3,382",633,41,45,45,19,12,63,107,59,116,389,"1,426",289,"2,307",344,360,103,81,121,"1,211","2,527","1,149"
2021,9,40,"21,609",83,160,"1,796","3,534",843,60,45,67,36,17,91,176,115,197,414,"1,896",404,"3,595",434,453,137,109,181,"1,386","3,540","1,840"
2021,9,50,"24,420",191,330,"1,814","1,639","1,086",172,135,216,104,52,237,410,255,266,497,"2,399",540,"4,481",670,811,217,172,233,"1,527","3,983","1,983"
2021,9,60,"18,066",276,459,674,669,"1,008",316,188,356,135,97,375,541,283,396,501,"1,854",576,"2,857",765,867,293,260,289,"1,120","2,081",830
2021,9,70,"10,498",256,392,292,237,680,346,197,338,175,84,341,510,248,298,376,827,319,"1,086",548,583,246,170,208,589,862,290
2021,9,80,"7,084",297,348,194,125,494,316,175,338,178,110,281,534,192,198,213,465,162,575,229,271,97,70,114,410,541,157
2021,9,90,"1,327",42,74,33,24,85,58,31,59,26,30,59,86,42,33,33,95,40,110,49,50,25,21,17,84,92,29
2021,9,100,60,1,0,4,1,3,1,1,0,4,0,2,4,5,2,2,7,3,10,1,1,0,1,0,5,2,0
2021,10,총,"141,162","1,335","2,172","9,125","16,304","6,404","1,446",933,"1,551",722,441,"1,650","2,750","1,386","1,843","3,442","12,984","3,070","21,952","3,841","4,312","1,381","1,066","1,438","9,071","20,707","9,836"
2021,10,0,"11,099",13,70,700,"2,840",390,29,19,25,4,6,38,64,19,63,218,937,145,"1,590",156,156,49,24,38,957,"1,725",824
2021,10,10,"14,161",59,87,"1,156","2,389",494,44,35,50,14,20,65,138,57,129,255,"1,293",242,"2,474",262,315,84,41,88,830,"2,282","1,258"
2021,10,20,"16,787",77,153,"1,424","1,464",675,59,63,63,25,17,103,173,109,154,550,"1,743",342,"2,865",394,447,143,123,152,938,"3,049","1,482"
2021,10,30,"16,013",51,99,"1,048","3,381",636,41,43,44,19,12,62,106,60,115,387,"1,439",288,"2,296",344,363,101,78,119,"1,205","2,533","1,143"
2021,10,40,"21,551",80,158,"1,786","3,530",847,61,45,69,36,17,91,178,113,195,412,"1,893",404,"3,587",426,453,132,106,177,"1,394","3,529","1,832"
2021,10,50,"24,419",187,330,"1,814","1,647","1,080",173,133,210,104,50,237,405,256,258,496,"2,405",537,"4,488",665,804,216,171,233,"1,536","4,000","1,984"
2021,10,60,"18,132",274,460,673,675,"1,020",316,194,354,135,98,374,545,286,400,500,"1,867",579,"2,857",764,872,291,261,292,"1,116","2,092",837
2021,10,70,"10,486",253,392,292,234,676,344,195,339,174,82,337,513,248,298,377,834,324,"1,088",547,580,246,169,209,591,857,287
2021,10,80,"7,123",298,349,193,121,496,318,175,337,179,111,279,539,190,197,212,469,165,585,234,274,94,71,113,417,546,161
2021,10,90,"1,329",42,74,35,22,87,60,30,60,28,28,62,85,43,32,33,96,41,112,48,46,25,21,17,82,92,28
2021,10,100,62,1,0,4,1,3,1,1,0,4,0,2,4,5,2,2,8,3,10,1,2,0,1,0,5,2,0
2021,11,총,"141,037","1,338","2,161","9,092","16,293","6,414","1,444",928,"1,548",714,438,"1,640","2,754","1,390","1,844","3,437","13,016","3,070","21,926","3,838","4,288","1,376","1,050","1,436","9,074","20,687","9,841"
2021,11,0,"11,046",14,66,695,"2,823",389,29,20,25,4,6,39,64,20,63,222,931,144,"1,579",157,153,50,22,39,957,"1,714",821
2021,11,10,"14,157",59,86,"1,144","2,397",496,45,35,49,12,20,63,137,59,131,255,"1,300",244,"2,470",262,309,83,40,88,833,"2,285","1,255"
2021,11,20,"16,776",78,152,"1,418","1,483",673,61,62,63,23,17,100,173,109,154,555,"1,746",344,"2,859",391,444,140,124,151,933,"3,049","1,474"
2021,11,30,"15,926",49,100,"1,048","3,334",636,41,40,45,18,12,64,107,59,116,385,"1,433",287,"2,286",345,360,101,74,121,"1,202","2,515","1,148"
2021,11,40,"21,551",83,159,"1,773","3,548",847,61,46,66,36,17,90,180,116,194,406,"1,905",402,"3,581",425,451,131,105,173,"1,397","3,538","1,821"
2021,11,50,"24,368",187,327,"1,812","1,652","1,086",170,132,209,104,50,231,406,254,255,488,"2,392",536,"4,492",659,799,217,171,236,"1,527","3,981","1,995"
2021,11,60,"18,220",277,462,678,679,"1,018",316,194,355,136,98,378,541,287,400,501,"1,889",579,"2,868",774,870,289,259,290,"1,129","2,109",844
2021,11,70,"10,478",249,389,296,233,679,341,191,338,170,80,334,516,247,301,379,845,323,"1,095",539,581,246,165,209,587,854,291
2021,11,80,"7,131",300,348,190,120,503,320,177,337,183,110,279,540,189,196,212,471,166,577,239,271,94,69,110,418,549,163
2021,11,90,"1,330",41,72,34,23,84,59,30,61,27,28,60,87,44,33,33,97,42,110,46,48,25,20,19,86,92,29
2021,11,100,54,1,0,4,1,3,1,1,0,1,0,2,3,6,1,1,7,3,9,1,2,0,1,0,5,1,0
2021,12,총,"140,970","1,334","2,156","9,075","16,308","6,413","1,442",934,"1,544",715,436,"1,633","2,747","1,391","1,832","3,426","13,044","3,076","21,914","3,842","4,284","1,375","1,049","1,426","9,055","20,715","9,804"
2021,12,0,"10,984",14,63,687,"2,813",385,29,20,24,4,7,37,62,21,63,222,933,145,"1,571",158,155,50,24,38,942,"1,709",808
2021,12,10,"14,154",59,87,"1,148","2,402",496,45,36,49,11,20,63,135,61,130,251,"1,305",244,"2,468",263,301,83,41,90,832,"2,290","1,244"
2021,12,20,"16,761",79,147,"1,409","1,492",667,60,63,64,25,15,99,173,108,150,547,"1,740",346,"2,862",393,440,139,123,154,936,"3,049","1,481"
2021,12,30,"15,861",47,97,"1,039","3,327",631,44,39,44,19,11,61,107,59,117,383,"1,445",289,"2,280",344,360,104,69,116,"1,194","2,502","1,133"
2021,12,40,"21,547",81,160,"1,768","3,559",850,61,48,65,36,16,89,180,116,192,414,"1,911",405,"3,560",424,439,132,107,167,"1,400","3,553","1,814"
2021,12,50,"24,375",188,326,"1,812","1,655","1,085",168,132,210,103,52,232,409,253,248,483,"2,386",533,"4,507",663,797,213,171,234,"1,525","3,988","2,002"
2021,12,60,"18,235",276,467,689,681,"1,026",311,198,354,135,98,376,539,287,400,497,"1,895",574,"2,874",766,882,287,257,284,"1,128","2,114",840
2021,12,70,"10,505",249,385,294,233,681,341,188,336,170,79,335,513,243,301,380,851,328,"1,100",543,593,249,164,213,587,860,289
2021,12,80,"7,166",301,350,189,121,506,324,179,337,185,111,280,537,195,197,214,472,168,576,243,269,94,72,111,419,553,163
2021,12,90,"1,333",39,74,37,24,83,58,30,61,26,27,59,89,42,33,34,99,41,110,44,46,24,20,19,88,96,30
2021,12,100,49,1,0,3,1,3,1,1,0,1,0,2,3,6,1,1,7,3,6,1,2,0,1,0,4,1,0
