년도,월,나이,대구광역시 달서구,대구광역시 달서구 성당동,대구광역시 달서구 두류1.2동,대구광역시 달서구 두류3동,대구광역시 달서구 감삼동,대구광역시 달서구 죽전동,대구광역시 달서구 장기동,대구광역시 달서구 용산1동,대구광역시 달서구 용산2동,대구광역시 달서구 이곡1동,대구광역시 달서구 이곡2동,대구광역시 달서구 신당동,대구광역시 달서구 본리동,대구광역시 달서구 월성1동,대구광역시 달서구 월성2동,대구광역시 달서구 진천동,대구광역시 달서구 상인1동,대구광역시 달서구 상인2동,대구광역시 달서구 상인3동,대구광역시 달서구 도원동,대구광역시 달서구 송현1동,대구광역시 달서구 송현2동,대구광역시 달서구 본동,대구광역시 달서구 유천동
2020,3,40,"47,602","1,779",910,594,"2,183","1,085","1,510","2,987","2,637","2,132","1,265","2,366","1,969","5,782","1,142","6,987","3,719","1,389",646,"2,930","1,374","1,237",979,
2020,3,50,"54,534","2,178","1,428",843,"2,768","1,604","1,759","3,334","3,334","2,654","1,949","3,222","2,049","2,690","1,593","6,249","3,935","2,204","1,309","4,081","2,056","1,933","1,362",
2020,3,60,"36,246","1,966","1,334",746,"1,834","1,099","1,080","1,618","1,497","1,114","1,138","1,766","1,335","1,495","1,693","3,977","2,443","1,520","1,346","2,625","1,694","1,781","1,145",
2020,3,70,"18,706","1,095",888,521,839,542,525,782,760,573,476,"1,031",532,717,"1,252","1,905","1,139",709,696,"1,194",921,"1,027",582,
2020,3,80,"9,431",491,396,261,320,245,223,381,372,313,204,581,249,376,627,937,656,377,425,667,445,537,348,
2020,3,90,"1,258",67,50,34,53,23,31,41,46,38,30,76,38,49,65,121,96,54,60,87,62,86,51,
2020,3,100,68,6,4,5,1,1,2,2,2,1,0,1,1,7,5,11,5,4,0,1,3,6,0,
2020,4,총,"287,079","12,574","7,996","4,617","14,315","7,425","8,996","16,019","14,851","11,904","8,353","15,539","11,143","22,528","8,732","39,337","20,478","10,598","6,043","19,006","10,070","9,782","6,773",
2020,4,0,"20,702",925,320,197,"1,107",360,669,"1,047",928,694,457,705,"1,093","2,662",292,"4,558","1,541",573,205,"1,212",413,393,351,
2020,4,10,"27,611","1,082",380,302,"1,177",498,870,"1,769","1,463","1,302",710,"1,318","1,141","4,117",587,"3,980","2,252",749,284,"1,816",675,670,469,
2020,4,20,"37,503","1,520","1,311",653,"2,161","1,159","1,177","2,373","2,230","1,882","1,165","2,936","1,240","1,908",853,"4,399","2,506","1,721",559,"2,408","1,374","1,196",772,
2020,4,30,"33,325","1,450",962,488,"1,866",802,"1,136","1,677","1,576","1,196",967,"1,518","1,503","2,736",625,"6,158","2,182","1,296",513,"1,987","1,061",920,706,
2020,4,40,"47,449","1,792",911,582,"2,166","1,080","1,508","2,962","2,614","2,123","1,252","2,367","1,969","5,775","1,135","6,991","3,688","1,395",641,"2,922","1,367","1,231",978,
2020,4,50,"54,441","2,165","1,418",834,"2,782","1,607","1,764","3,334","3,339","2,652","1,932","3,238","2,037","2,688","1,576","6,256","3,944","2,183","1,299","4,062","2,041","1,926","1,364",
2020,4,60,"36,491","1,970","1,348",746,"1,842","1,101","1,071","1,644","1,514","1,132","1,154","1,765","1,341","1,501","1,699","4,023","2,464","1,537","1,352","2,645","1,708","1,786","1,148",
2020,4,70,"18,767","1,097",891,519,839,551,541,785,767,573,476,"1,035",536,711,"1,260","1,905","1,143",708,701,"1,198",917,"1,029",585,
2020,4,80,"9,451",499,396,256,321,241,225,386,370,312,210,583,246,374,633,934,657,377,427,669,448,538,349,
2020,4,90,"1,271",68,54,35,53,25,33,40,48,38,30,73,36,49,67,122,96,55,62,86,63,87,51,
2020,4,100,68,6,5,5,1,1,2,2,2,0,0,1,1,7,5,11,5,4,0,1,3,6,0,
2020,5,총,"286,543","12,520","7,934","4,620","14,343","7,416","8,974","16,001","14,808","11,882","8,342","15,537","11,101","22,500","8,701","39,281","20,449","10,567","6,033","18,953","10,058","9,775","6,748",
2020,5,0,"20,575",924,312,199,"1,110",364,659,"1,037",914,696,453,704,"1,082","2,642",292,"4,533","1,536",572,201,"1,195",409,397,344,
2020,5,10,"27,463","1,069",384,303,"1,154",493,863,"1,765","1,466","1,288",694,"1,300","1,136","4,118",581,"3,982","2,256",739,279,"1,803",668,660,462,
2020,5,20,"37,421","1,498","1,297",659,"2,166","1,151","1,167","2,372","2,209","1,878","1,173","2,959","1,244","1,917",845,"4,374","2,485","1,721",569,"2,394","1,378","1,198",767,
2020,5,30,"33,193","1,445",946,495,"1,877",807,"1,132","1,669","1,586","1,188",960,"1,525","1,478","2,722",621,"6,130","2,171","1,293",503,"1,973","1,054",918,700,
2020,5,40,"47,213","1,774",901,574,"2,182","1,080","1,494","2,956","2,588","2,104","1,241","2,339","1,968","5,759","1,128","6,982","3,679","1,380",633,"2,905","1,350","1,228",968,
2020,5,50,"54,370","2,154","1,395",831,"2,771","1,599","1,774","3,338","3,337","2,655","1,941","3,230","2,019","2,702","1,573","6,260","3,945","2,166","1,291","4,048","2,045","1,920","1,376",
2020,5,60,"36,691","1,983","1,355",747,"1,858","1,103","1,080","1,649","1,521","1,144","1,156","1,780","1,355","1,503","1,689","4,044","2,477","1,553","1,361","2,677","1,718","1,786","1,152",
2020,5,70,"18,756","1,099",887,513,841,549,545,785,766,574,481,"1,032",536,709,"1,271","1,910","1,143",705,700,"1,189",911,"1,032",578,
2020,5,80,"9,515",500,399,259,329,244,224,386,372,316,213,593,246,370,628,934,656,380,433,681,459,543,350,
2020,5,90,"1,278",68,53,35,54,25,34,42,47,39,30,74,36,51,68,120,96,54,63,88,63,87,51,
2020,5,100,68,6,5,5,1,1,2,2,2,0,0,1,1,7,5,12,5,4,0,0,3,6,0,
2020,6,총,"286,151","12,536","7,848","4,584","14,357","7,426","8,953","15,992","14,757","11,864","8,314","15,564","11,069","22,503","8,695","39,225","20,425","10,540","6,015","18,954","10,039","9,751","6,740",
2020,6,0,"20,497",926,312,195,"1,111",367,654,"1,030",908,692,446,704,"1,073","2,628",285,"4,513","1,540",581,195,"1,189",412,395,341,
2020,6,10,"27,363","1,074",379,303,"1,154",487,859,"1,750","1,448","1,283",696,"1,285","1,133","4,125",581,"3,981","2,235",733,276,"1,803",657,656,465,
2020,6,20,"37,387","1,494","1,298",647,"2,170","1,160","1,169","2,391","2,197","1,875","1,165","2,979","1,234","1,921",838,"4,362","2,487","1,719",560,"2,387","1,384","1,200",750,
2020,6,30,"33,040","1,440",929,493,"1,882",801,"1,127","1,668","1,571","1,182",947,"1,537","1,477","2,701",619,"6,102","2,162","1,278",499,"1,962","1,053",906,704,
2020,6,40,"47,103","1,771",886,576,"2,187","1,078","1,484","2,935","2,571","2,092","1,244","2,327","1,963","5,785","1,132","6,982","3,668","1,381",623,"2,894","1,336","1,228",960,
2020,6,50,"54,196","2,144","1,365",823,"2,751","1,596","1,765","3,331","3,339","2,655","1,921","3,219","2,022","2,687","1,573","6,249","3,941","2,152","1,288","4,047","2,040","1,901","1,387",
2020,6,60,"36,870","1,998","1,346",747,"1,878","1,112","1,085","1,663","1,529","1,149","1,171","1,791","1,351","1,511","1,687","4,056","2,501","1,559","1,362","2,711","1,711","1,800","1,152",
2020,6,70,"18,852","1,112",884,511,841,554,546,790,776,577,482,"1,043",539,716,"1,274","1,918","1,140",707,711,"1,189",922,"1,036",584,
2020,6,80,"9,493",501,389,250,329,245,229,387,370,320,212,602,240,371,634,931,651,372,441,678,458,536,347,
2020,6,90,"1,283",69,55,34,54,25,33,45,46,39,30,76,36,51,67,120,95,54,60,94,63,87,50,
2020,6,100,67,7,5,5,0,1,2,2,2,0,0,1,1,7,5,11,5,4,0,0,3,6,0,
2020,7,총,"285,826","12,524","7,755","4,539","14,366","7,412","8,973","15,951","14,732","11,851","8,312","15,571","11,049","22,467","8,691","39,299","20,406","10,492","6,015","18,920","10,042","9,718","6,741",
2020,7,0,"20,369",916,306,189,"1,115",362,655,"1,020",899,683,444,696,"1,060","2,611",283,"4,506","1,536",572,196,"1,179",409,392,340,
2020,7,10,"27,273","1,082",372,300,"1,153",488,866,"1,739","1,436","1,279",687,"1,273","1,141","4,114",576,"3,992","2,225",728,272,"1,799",642,644,465,
2020,7,20,"37,380","1,490","1,278",643,"2,160","1,163","1,182","2,375","2,196","1,869","1,161","3,012","1,233","1,920",834,"4,370","2,492","1,714",570,"2,365","1,396","1,210",747,
2020,7,30,"32,871","1,425",934,485,"1,886",796,"1,116","1,668","1,567","1,180",949,"1,545","1,452","2,669",622,"6,062","2,149","1,281",494,"1,936","1,051",906,698,
2020,7,40,"46,946","1,769",869,565,"2,170","1,068","1,480","2,911","2,539","2,085","1,235","2,305","1,960","5,795","1,125","7,006","3,656","1,376",611,"2,901","1,333","1,219",968,
2020,7,50,"54,155","2,143","1,342",825,"2,761","1,591","1,756","3,335","3,345","2,651","1,920","3,212","2,036","2,686","1,568","6,267","3,935","2,145","1,285","4,046","2,043","1,883","1,380",
2020,7,60,"37,017","1,992","1,324",741,"1,892","1,124","1,105","1,675","1,555","1,158","1,189","1,797","1,346","1,525","1,692","4,080","2,509","1,549","1,365","2,729","1,716","1,797","1,157",
2020,7,70,"18,914","1,124",879,507,846,544,546,791,778,584,484,"1,053",536,718,"1,277","1,937","1,153",701,713,"1,187",926,"1,042",588,
2020,7,80,"9,532",505,388,247,331,250,233,388,367,324,213,601,249,372,641,941,645,368,449,683,460,530,347,
2020,7,90,"1,302",71,58,32,52,25,32,47,48,38,30,76,35,50,68,127,101,54,60,95,63,89,51,
2020,7,100,67,7,5,5,0,1,2,2,2,0,0,1,1,7,5,11,5,4,0,0,3,6,0,
2020,8,총,"285,389","12,509","7,667","4,494","14,357","7,398","8,969","15,946","14,732","11,836","8,293","15,596","11,015","22,459","8,697","39,261","20,401","10,383","6,012","18,904","10,005","9,731","6,724",
2020,8,0,"20,207",902,302,185,"1,106",357,650,"1,006",898,681,434,688,"1,054","2,609",287,"4,455","1,524",565,194,"1,170",404,394,342,
2020,8,10,"27,130","1,086",366,294,"1,162",476,843,"1,723","1,419","1,272",682,"1,270","1,141","4,106",567,"4,007","2,216",708,270,"1,796",637,639,450,
2020,8,20,"37,402","1,475","1,275",639,"2,156","1,178","1,201","2,398","2,200","1,871","1,164","3,044","1,222","1,916",842,"4,364","2,488","1,696",563,"2,360","1,388","1,210",752,
2020,8,30,"32,668","1,416",921,472,"1,878",790,"1,109","1,653","1,566","1,174",949,"1,543","1,435","2,661",622,"6,018","2,151","1,273",491,"1,918","1,041",898,689,
2020,8,40,"46,808","1,776",856,558,"2,162","1,056","1,470","2,906","2,532","2,069","1,220","2,281","1,969","5,787","1,125","7,036","3,636","1,357",613,"2,892","1,326","1,220",961,
2020,8,50,"54,038","2,139","1,314",809,"2,762","1,578","1,767","3,341","3,335","2,655","1,911","3,202","2,013","2,697","1,559","6,281","3,944","2,129","1,275","4,030","2,039","1,882","1,376",
2020,8,60,"37,255","2,001","1,327",744,"1,900","1,134","1,112","1,690","1,583","1,163","1,213","1,817","1,355","1,535","1,697","4,085","2,530","1,537","1,374","2,758","1,720","1,811","1,169",
2020,8,70,"18,943","1,128",860,512,846,551,546,787,779,588,481,"1,062",540,720,"1,277","1,933","1,162",693,724,"1,195",923,"1,045",591,
2020,8,80,"9,560",505,385,244,334,250,236,395,370,322,211,611,248,372,648,946,645,363,447,690,460,536,342,
2020,8,90,"1,310",74,56,32,51,27,33,45,48,41,28,77,37,49,68,125,100,58,60,95,64,90,52,
2020,8,100,68,7,5,5,0,1,2,2,2,0,0,1,1,7,5,11,5,4,1,0,3,6,0,
2020,9,총,"284,993","12,478","7,634","4,457","14,297","7,340","8,953","15,908","14,681","11,824","8,286","15,603","11,396","22,413","8,676","39,235","20,314","10,278","6,002","18,845","10,022","9,666","6,685",
2020,9,0,"20,100",895,299,187,"1,084",353,652,"1,001",886,675,429,678,"1,114","2,579",284,"4,443","1,507",555,192,"1,158",401,391,337,
2020,9,10,"27,005","1,080",366,282,"1,161",466,831,"1,706","1,413","1,271",676,"1,264","1,156","4,103",568,"4,000","2,198",694,274,"1,780",636,629,451,
2020,9,20,"37,417","1,464","1,265",643,"2,154","1,179","1,199","2,388","2,185","1,870","1,174","3,081","1,274","1,908",833,"4,381","2,474","1,684",557,"2,348","1,411","1,191",754,
2020,9,30,"32,485","1,407",921,472,"1,852",775,"1,103","1,641","1,554","1,187",945,"1,532","1,538","2,634",614,"5,952","2,126","1,247",483,"1,894","1,034",892,682,
2020,9,40,"46,633","1,766",846,546,"2,136","1,037","1,464","2,894","2,514","2,047","1,217","2,269","2,034","5,796","1,123","7,013","3,619","1,355",602,"2,881","1,317","1,209",948,
2020,9,50,"53,957","2,144","1,307",800,"2,768","1,570","1,763","3,338","3,341","2,655","1,899","3,187","2,046","2,714","1,561","6,289","3,916","2,104","1,270","4,015","2,038","1,871","1,361",
2020,9,60,"37,435","1,999","1,330",738,"1,903","1,132","1,122","1,709","1,585","1,171","1,218","1,828","1,396","1,538","1,688","4,121","2,555","1,535","1,385","2,781","1,727","1,809","1,165",
2020,9,70,"18,948","1,126",856,509,850,550,550,788,780,581,488,"1,069",543,718,"1,272","1,944","1,163",683,726,"1,198",926,"1,038",590,
2020,9,80,"9,622",517,385,245,337,248,237,393,373,326,212,613,256,365,659,954,653,355,450,698,462,538,346,
2020,9,90,"1,322",73,54,30,52,29,30,48,48,41,28,80,37,51,69,127,98,63,62,92,67,92,51,
2020,9,100,69,7,5,5,0,1,2,2,2,0,0,2,2,7,5,11,5,3,1,0,3,6,0,
2020,10,총,"284,337","12,447","7,599","4,446","14,282","7,254","8,946","15,874","14,635","11,799","8,273","15,588","11,398","22,390","8,659","39,183","20,256","10,225","5,975","18,829","10,010","9,614","6,655",
2020,10,0,"19,897",881,293,184,"1,085",344,647,"1,003",878,657,422,676,"1,112","2,558",279,"4,394","1,495",555,190,"1,139",400,381,324,
2020,10,10,"26,887","1,080",359,277,"1,140",464,817,"1,683","1,409","1,262",672,"1,251","1,152","4,101",566,"4,008","2,202",688,272,"1,779",634,615,456,
2020,10,20,"37,339","1,456","1,271",644,"2,157","1,156","1,209","2,384","2,165","1,884","1,167","3,089","1,271","1,902",829,"4,380","2,456","1,668",549,"2,348","1,405","1,191",758,
2020,10,30,"32,298","1,399",917,466,"1,853",769,"1,091","1,624","1,553","1,184",945,"1,518","1,564","2,611",607,"5,917","2,113","1,249",477,"1,868","1,027",873,673,
2020,10,40,"46,465","1,757",827,549,"2,129","1,030","1,457","2,895","2,476","2,034","1,214","2,267","2,043","5,805","1,113","6,982","3,609","1,352",592,"2,871","1,323","1,200",940,
2020,10,50,"53,824","2,134","1,298",803,"2,755","1,536","1,771","3,328","3,347","2,658","1,903","3,177","2,020","2,727","1,563","6,297","3,905","2,088","1,250","4,021","2,021","1,857","1,365",
2020,10,60,"37,583","2,014","1,327",736,"1,919","1,135","1,130","1,724","1,599","1,174","1,220","1,830","1,387","1,545","1,693","4,155","2,553","1,527","1,396","2,808","1,743","1,818","1,150",
2020,10,70,"18,982","1,121",861,507,850,543,550,788,778,582,489,"1,078",553,719,"1,273","1,950","1,167",677,733,"1,205",920,"1,041",597,
2020,10,80,"9,670",524,389,248,339,247,242,394,382,324,212,617,258,363,662,963,655,356,452,697,464,539,343,
2020,10,90,"1,322",73,52,27,55,29,30,49,46,40,29,83,36,52,69,126,97,61,63,93,70,93,49,
2020,10,100,70,8,5,5,0,1,2,2,2,0,0,2,2,7,5,11,4,4,1,0,3,6,0,
2020,11,총,"283,799","12,415","7,609","4,427","14,259","7,167","8,919","15,842","14,648","11,780","8,285","15,588","11,285","22,409","8,616","39,111","20,227","10,211","5,980","18,772","10,029","9,615","6,605",
2020,11,0,"19,772",868,293,186,"1,072",335,646,988,875,649,421,685,"1,110","2,550",282,"4,354","1,501",546,189,"1,121",407,380,314,
2020,11,10,"26,777","1,076",361,274,"1,125",455,808,"1,680","1,404","1,245",672,"1,238","1,159","4,103",561,"4,009","2,197",682,274,"1,762",626,616,450,
2020,11,20,"37,219","1,445","1,268",643,"2,168","1,149","1,200","2,378","2,173","1,883","1,165","3,089","1,254","1,923",803,"4,354","2,440","1,672",539,"2,339","1,406","1,177",751,
2020,11,30,"32,114","1,398",911,471,"1,845",761,"1,084","1,617","1,549","1,184",940,"1,511","1,559","2,583",602,"5,868","2,080","1,256",474,"1,855","1,039",873,654,
2020,11,40,"46,355","1,745",833,543,"2,124","1,017","1,452","2,871","2,464","2,027","1,214","2,241","2,033","5,839","1,115","6,993","3,589","1,353",599,"2,853","1,323","1,190",937,
2020,11,50,"53,681","2,125","1,296",795,"2,744","1,507","1,769","3,330","3,356","2,663","1,894","3,187","1,989","2,719","1,550","6,290","3,909","2,078","1,246","4,014","2,009","1,853","1,358",
2020,11,60,"37,778","2,020","1,337",737,"1,928","1,137","1,133","1,748","1,616","1,177","1,245","1,851","1,352","1,553","1,690","4,193","2,580","1,522","1,404","2,823","1,758","1,837","1,137",
2020,11,70,"19,007","1,125",861,500,847,532,554,790,776,589,489,"1,079",541,717,"1,274","1,953","1,172",681,735,"1,213",924,"1,047",608,
2020,11,80,"9,680",530,390,246,349,244,241,391,386,321,215,622,250,362,662,956,651,359,455,697,464,544,345,
2020,11,90,"1,344",74,54,27,57,29,30,47,47,41,30,83,36,53,73,130,103,58,64,95,70,92,51,
2020,11,100,72,9,5,5,0,1,2,2,2,1,0,2,2,7,4,11,5,4,1,0,3,6,0,
2020,12,총,"283,005","12,390","7,579","4,405","14,169","7,088","8,923","15,815","14,636","11,765","8,268","15,542","11,146","22,360","8,581","39,105","20,133","10,201","5,953","18,732","10,017","9,605","6,592",
2020,12,0,"19,656",856,296,182,"1,064",328,645,987,868,646,422,675,"1,112","2,526",271,"4,357","1,492",543,183,"1,108",404,375,316,
2020,12,10,"26,579","1,080",354,274,"1,119",454,797,"1,666","1,403","1,234",660,"1,202","1,143","4,093",559,"3,984","2,176",679,269,"1,741",619,620,453,
2020,12,20,"37,047","1,432","1,272",637,"2,145","1,134","1,198","2,370","2,149","1,870","1,171","3,109","1,216","1,926",789,"4,339","2,420","1,668",533,"2,348","1,404","1,174",743,
2020,12,30,"31,940","1,392",898,464,"1,829",747,"1,093","1,613","1,550","1,181",935,"1,509","1,560","2,547",596,"5,861","2,061","1,242",467,"1,848","1,036",861,650,
2020,12,40,"46,126","1,742",828,541,"2,105","1,001","1,438","2,846","2,458","2,023","1,209","2,212","2,018","5,833","1,109","6,986","3,571","1,345",595,"2,827","1,316","1,187",936,
2020,12,50,"53,505","2,119","1,285",794,"2,726","1,496","1,771","3,323","3,362","2,661","1,880","3,178","1,933","2,731","1,548","6,290","3,894","2,088","1,234","4,004","2,001","1,840","1,347",
2020,12,60,"37,974","2,027","1,337",733,"1,936","1,124","1,149","1,777","1,629","1,191","1,255","1,874","1,343","1,554","1,692","4,222","2,591","1,529","1,403","2,848","1,764","1,852","1,144",
2020,12,70,"19,033","1,128",859,501,840,531,558,795,778,594,486,"1,073",536,728,"1,272","1,966","1,171",681,740,"1,216",926,"1,048",606,
2020,12,80,"9,717",531,393,248,348,244,239,391,388,323,221,625,246,360,668,956,645,365,461,694,475,549,347,
2020,12,90,"1,356",74,52,26,57,28,33,45,49,41,29,84,37,55,72,133,107,58,67,97,69,93,50,
2020,12,100,72,9,5,5,0,1,2,2,2,1,0,1,2,7,5,11,5,3,1,1,3,6,0,
2021,1,총,"282,493","12,367","7,557","4,396","14,089","7,056","8,924","15,781","14,612","11,761","8,278","15,494","11,117","22,332","8,563","39,105","20,031","10,197","5,945","18,696","9,993","9,610","6,589",
2021,1,0,"19,487",846,286,180,"1,056",324,642,975,872,644,412,666,"1,106","2,496",267,"4,337","1,483",539,177,"1,097",395,371,316,
2021,1,10,"26,451","1,084",352,278,"1,115",453,801,"1,657","1,389","1,214",660,"1,176","1,140","4,102",558,"3,988","2,153",675,264,"1,725",616,605,446,
2021,1,20,"36,913","1,426","1,272",623,"2,107","1,123","1,187","2,351","2,134","1,883","1,175","3,118","1,209","1,923",783,"4,322","2,402","1,657",536,"2,339","1,396","1,204",743,
2021,1,30,"31,753","1,386",905,466,"1,835",741,"1,087","1,601","1,545","1,177",941,"1,485","1,555","2,531",586,"5,819","2,047","1,245",452,"1,825","1,017",861,646,
2021,1,40,"45,905","1,732",822,538,"2,085",988,"1,426","2,826","2,436","2,010","1,201","2,200","2,011","5,808","1,097","7,002","3,544","1,347",595,"2,809","1,323","1,171",934,
2021,1,50,"53,405","2,115","1,273",791,"2,710","1,480","1,777","3,337","3,367","2,667","1,878","3,168","1,918","2,762","1,546","6,291","3,873","2,085","1,223","3,982","1,987","1,831","1,344",
2021,1,60,"38,275","2,032","1,332",742,"1,933","1,137","1,158","1,793","1,647","1,199","1,271","1,903","1,355","1,564","1,701","4,271","2,603","1,541","1,416","2,890","1,778","1,860","1,149",
2021,1,70,"19,093","1,137",866,496,837,530,569,799,777,598,487,"1,074",538,726,"1,268","1,973","1,168",684,747,"1,224",930,"1,052",613,
2021,1,80,"9,763",527,395,250,354,249,243,395,394,327,224,618,243,359,679,956,644,361,462,704,475,559,345,
2021,1,90,"1,377",74,49,27,57,30,32,45,49,41,29,85,40,54,73,135,109,60,72,100,73,90,53,
2021,1,100,71,8,5,5,0,1,2,2,2,1,0,1,2,7,5,11,5,3,1,1,3,6,0,
2021,2,총,"281,773","12,315","7,555","4,381","14,046","7,022","8,904","15,711","14,589","11,749","8,280","15,493","11,114","22,291","8,537","38,967","19,923","10,186","5,937","18,634","9,950","9,614","6,575",
2021,2,0,"19,299",837,277,178,"1,053",316,635,955,862,632,415,654,"1,109","2,487",260,"4,298","1,454",530,171,"1,093",394,374,315,
2021,2,10,"26,320","1,079",348,273,"1,118",450,805,"1,644","1,377","1,201",653,"1,185","1,134","4,077",562,"3,973","2,143",676,262,"1,705",607,603,445,
2021,2,20,"36,708","1,420","1,266",622,"2,086","1,113","1,177","2,329","2,131","1,895","1,171","3,114","1,211","1,914",783,"4,280","2,370","1,650",539,"2,311","1,385","1,203",738,
2021,2,30,"31,488","1,362",910,462,"1,823",742,"1,077","1,581","1,512","1,178",939,"1,482","1,525","2,517",571,"5,748","2,026","1,249",445,"1,829","1,003",865,642,
