년도,월,나이,충청남도,충청남도 천안시,충청남도 천안시 동남구,충청남도 천안시 서북구,충청남도 공주시,충청남도 보령시,충청남도 아산시,충청남도 서산시,충청남도 논산시,충청남도 계룡시,충청남도 당진시,충청남도 금산군,충청남도 부여군,충청남도 서천군,충청남도 청양군,충청남도 홍성군,충청남도 예산군,충청남도 태안군
2021,5,80,"101,792","15,480","8,195","7,285","7,173","6,380","9,953","8,315","8,166","1,125","8,127","4,280","6,408","5,314","3,332","6,477","6,696","4,566"
2021,5,90,"14,746","2,235","1,209","1,026","1,082",949,"1,354","1,259","1,197",192,"1,170",560,998,867,459,905,868,651
2021,5,100,523,85,48,37,38,43,56,40,49,3,52,10,34,24,8,25,32,24
2021,6,총,"2,117,400","657,503","256,047","401,456","103,640","98,993","320,340","176,090","115,305","43,168","166,754","50,890","64,361","51,153","30,548","99,440","77,348","61,867"
2021,6,0,"167,531","60,401","19,584","40,817","5,563","5,858","32,078","15,079","7,019","3,864","15,015","2,435","2,796","2,216","1,209","7,570","3,471","2,957"
2021,6,10,"201,249","67,839","25,808","42,031","8,026","8,135","34,914","17,134","9,591","6,270","15,713","4,261","4,528","3,383","2,004","9,543","5,607","4,301"
2021,6,20,"240,486","95,714","34,823","60,891","10,950","9,309","37,321","19,050","11,085","4,889","16,003","3,854","5,192","3,731","2,532","9,404","6,624","4,828"
2021,6,30,"262,958","103,263","32,323","70,940","9,229","9,093","48,303","21,839","10,382","4,630","22,265","3,520","4,225","3,288","1,980","10,215","5,890","4,836"
2021,6,40,"326,497","111,684","42,190","69,494","13,064","13,624","57,360","27,837","14,957","8,326","26,908","6,065","6,922","5,587","3,029","14,290","9,256","7,588"
2021,6,50,"337,494","102,887","43,318","59,569","17,968","16,633","46,974","28,381","19,299","7,072","26,054","8,855","10,472","8,314","5,100","15,656","13,232","10,597"
2021,6,60,"292,701","67,529","32,930","34,599","19,131","17,698","33,884","23,191","20,618","4,705","22,182","10,228","13,436","10,422","6,409","15,313","15,366","12,589"
2021,6,70,"171,223","30,319","15,595","14,724","11,399","11,259","18,118","13,961","12,930","2,088","13,247","6,807","9,353","8,011","4,469","10,050","10,293","8,919"
2021,6,80,"101,957","15,541","8,222","7,319","7,183","6,393","9,968","8,308","8,187","1,126","8,149","4,291","6,411","5,310","3,348","6,469","6,706","4,567"
2021,6,90,"14,785","2,243","1,208","1,035","1,087",949,"1,365","1,272","1,189",195,"1,167",565,990,867,459,905,870,662
2021,6,100,519,83,46,37,40,42,55,38,48,3,51,9,36,24,9,25,33,23
2021,7,총,"2,118,205","657,584","255,891","401,693","103,572","98,922","321,170","176,205","115,239","43,209","166,937","50,826","64,336","51,072","30,493","99,425","77,284","61,931"
2021,7,0,"166,848","60,203","19,496","40,707","5,511","5,811","31,966","15,059","6,972","3,858","14,941","2,419","2,780","2,194","1,207","7,536","3,446","2,945"
2021,7,10,"201,286","67,794","25,744","42,050","8,016","8,130","35,062","17,132","9,592","6,262","15,722","4,233","4,520","3,377","1,980","9,534","5,598","4,334"
2021,7,20,"240,255","95,636","34,830","60,806","10,956","9,280","37,364","18,995","11,035","4,887","16,036","3,827","5,189","3,690","2,527","9,428","6,586","4,819"
2021,7,30,"262,268","103,008","32,155","70,853","9,171","9,081","48,321","21,802","10,319","4,634","22,161","3,492","4,211","3,256","1,967","10,169","5,862","4,814"
2021,7,40,"326,371","111,664","42,122","69,542","13,048","13,544","57,510","27,816","14,952","8,298","26,952","6,048","6,906","5,589","3,016","14,251","9,234","7,543"
2021,7,50,"337,638","102,911","43,229","59,682","17,911","16,623","47,252","28,411","19,296","7,093","26,125","8,870","10,399","8,270","5,067","15,645","13,155","10,610"
2021,7,60,"294,422","68,035","33,179","34,856","19,226","17,777","34,092","23,335","20,691","4,762","22,317","10,263","13,512","10,463","6,436","15,390","15,469","12,654"
2021,7,70,"171,492","30,409","15,619","14,790","11,412","11,267","18,211","13,977","12,930","2,092","13,287","6,806","9,342","8,012","4,469","10,061","10,299","8,918"
2021,7,80,"102,261","15,593","8,261","7,332","7,182","6,429","9,965","8,367","8,214","1,127","8,178","4,287","6,437","5,325","3,353","6,479","6,719","4,606"
2021,7,90,"14,845","2,245","1,207","1,038","1,099",938,"1,371","1,273","1,191",193,"1,167",572,"1,004",872,462,908,883,667
2021,7,100,519,86,49,37,40,42,56,38,47,3,51,9,36,24,9,24,33,21
2021,8,총,"2,118,183","657,250","255,532","401,718","103,386","98,726","322,158","176,360","115,155","43,279","166,805","50,783","64,220","51,036","30,429","99,465","77,241","61,890"
2021,8,0,"166,048","59,855","19,346","40,509","5,467","5,770","31,908","15,037","6,923","3,847","14,856","2,399","2,755","2,185","1,188","7,490","3,445","2,923"
2021,8,10,"201,255","67,753","25,696","42,057","7,984","8,094","35,202","17,107","9,615","6,270","15,738","4,199","4,507","3,371","1,977","9,524","5,550","4,364"
2021,8,20,"239,796","95,438","34,738","60,700","10,898","9,241","37,427","19,015","10,976","4,874","15,943","3,814","5,144","3,678","2,502","9,434","6,594","4,818"
2021,8,30,"261,608","102,712","32,026","70,686","9,104","9,034","48,347","21,787","10,329","4,640","22,022","3,458","4,204","3,256","1,948","10,168","5,835","4,764"
2021,8,40,"325,856","111,426","41,920","69,506","12,995","13,444","57,703","27,790","14,892","8,279","26,905","6,035","6,869","5,554","2,993","14,222","9,237","7,512"
2021,8,50,"338,059","103,088","43,183","59,905","17,900","16,611","47,557","28,474","19,252","7,119","26,204","8,868","10,356","8,242","5,057","15,683","13,066","10,582"
2021,8,60,"295,834","68,506","33,412","35,094","19,304","17,808","34,276","23,451","20,780","4,823","22,415","10,314","13,552","10,485","6,465","15,423","15,533","12,699"
2021,8,70,"171,587","30,458","15,649","14,809","11,386","11,291","18,263","13,988","12,894","2,098","13,309","6,805","9,322","7,999","4,464","10,085","10,321","8,904"
2021,8,80,"102,674","15,655","8,296","7,359","7,203","6,450","10,041","8,394","8,247","1,134","8,184","4,308","6,463","5,366","3,358","6,496","6,736","4,639"
2021,8,90,"14,953","2,274","1,220","1,054","1,104",942,"1,379","1,279","1,202",192,"1,179",573,"1,012",876,468,915,893,665
2021,8,100,513,85,46,39,41,41,55,38,45,3,50,10,36,24,9,25,31,20
2021,9,총,"2,118,098","657,703","255,494","402,209","103,329","98,620","322,893","176,491","114,942","43,191","166,714","50,629","64,036","50,968","30,359","99,399","77,016","61,808"
2021,9,0,"165,314","59,535","19,158","40,377","5,448","5,721","31,892","14,973","6,899","3,807","14,771","2,384","2,738","2,181","1,178","7,467","3,406","2,914"
2021,9,10,"201,008","67,698","25,697","42,001","7,956","8,080","35,266","17,124","9,561","6,258","15,778","4,153","4,466","3,353","1,960","9,508","5,504","4,343"
2021,9,20,"239,126","95,609","34,768","60,841","10,879","9,138","37,423","18,985","10,869","4,844","15,772","3,749","5,075","3,650","2,475","9,371","6,505","4,782"
2021,9,30,"260,929","102,555","31,910","70,645","9,044","8,998","48,413","21,738","10,289","4,590","21,892","3,423","4,158","3,236","1,936","10,117","5,816","4,724"
2021,9,40,"325,499","111,388","41,865","69,523","12,936","13,420","57,755","27,796","14,846","8,264","26,915","5,996","6,828","5,516","2,970","14,213","9,161","7,495"
2021,9,50,"338,834","103,429","43,257","60,172","17,908","16,603","47,813","28,580","19,228","7,158","26,358","8,872","10,331","8,250","5,056","15,696","13,020","10,532"
2021,9,60,"296,974","68,880","33,564","35,316","19,376","17,868","34,553","23,543","20,825","4,833","22,445","10,339","13,559","10,499","6,469","15,446","15,574","12,765"
2021,9,70,"171,751","30,525","15,683","14,842","11,393","11,316","18,255","13,993","12,901","2,104","13,317","6,814","9,334","8,000","4,468","10,102","10,342","8,887"
2021,9,80,"103,055","15,703","8,311","7,392","7,230","6,473","10,085","8,432","8,269","1,137","8,229","4,317","6,482","5,377","3,365","6,525","6,760","4,671"
2021,9,90,"15,088","2,295","1,233","1,062","1,117",962,"1,382","1,286","1,211",194,"1,186",572,"1,027",884,473,928,897,674
2021,9,100,520,86,48,38,42,41,56,41,44,2,51,10,38,22,9,26,31,21
2021,10,총,"2,118,977","658,107","255,504","402,603","103,321","98,535","323,789","176,595","114,769","43,093","166,802","50,597","63,923","50,884","30,399","99,407","76,974","61,782"
2021,10,0,"164,417","59,229","19,035","40,194","5,394","5,683","31,816","14,898","6,848","3,763","14,663","2,369","2,720","2,165","1,173","7,437","3,366","2,893"
2021,10,10,"200,923","67,666","25,653","42,013","7,940","8,065","35,409","17,129","9,511","6,254","15,790","4,125","4,438","3,331","1,964","9,496","5,485","4,320"
2021,10,20,"238,870","95,503","34,763","60,740","10,924","9,116","37,401","18,959","10,823","4,827","15,791","3,750","5,048","3,649","2,480","9,337","6,500","4,762"
2021,10,30,"260,636","102,519","31,852","70,667","9,019","8,961","48,512","21,693","10,247","4,535","21,825","3,394","4,141","3,236","1,944","10,104","5,779","4,727"
2021,10,40,"325,285","111,471","41,838","69,633","12,912","13,380","57,866","27,803","14,736","8,230","26,924","5,958","6,798","5,459","2,957","14,219","9,110","7,462"
2021,10,50,"339,646","103,669","43,292","60,377","17,879","16,629","48,104","28,683","19,264","7,188","26,431","8,906","10,325","8,236","5,065","15,724","13,003","10,540"
2021,10,60,"297,973","69,259","33,702","35,557","19,431","17,874","34,782","23,609","20,866","4,844","22,533","10,355","13,540","10,520","6,478","15,462","15,626","12,794"
2021,10,70,"172,113","30,619","15,739","14,880","11,391","11,333","18,310","14,054","12,894","2,120","13,353","6,830","9,334","7,995","4,471","10,134","10,375","8,900"
2021,10,80,"103,372","15,764","8,332","7,432","7,272","6,493","10,144","8,430","8,307","1,137","8,247","4,315","6,508","5,376","3,376","6,529","6,802","4,672"
2021,10,90,"15,230","2,324","1,251","1,073","1,116",961,"1,388","1,296","1,228",193,"1,204",584,"1,033",894,483,937,896,693
2021,10,100,512,84,47,37,43,40,57,41,45,2,41,11,38,23,8,28,32,19
2021,11,총,"2,119,529","658,465","255,471","402,994","103,301","98,438","324,552","176,610","114,662","43,105","166,989","50,562","63,891","50,798","30,390","99,336","76,830","61,600"
2021,11,0,"163,587","58,924","18,907","40,017","5,350","5,646","31,739","14,813","6,801","3,762","14,599","2,356","2,697","2,135","1,172","7,391","3,340","2,862"
2021,11,10,"200,859","67,690","25,644","42,046","7,950","8,043","35,453","17,096","9,471","6,241","15,827","4,110","4,458","3,342","1,940","9,490","5,476","4,272"
2021,11,20,"238,690","95,353","34,631","60,722","10,913","9,091","37,529","18,949","10,828","4,819","15,779","3,728","5,053","3,639","2,492","9,323","6,453","4,741"
2021,11,30,"260,233","102,419","31,761","70,658","8,991","8,933","48,485","21,667","10,241","4,544","21,777","3,383","4,120","3,204","1,934","10,073","5,760","4,702"
2021,11,40,"325,143","111,540","41,839","69,701","12,881","13,333","58,066","27,759","14,683","8,198","26,948","5,952","6,776","5,431","2,943","14,178","9,057","7,398"
2021,11,50,"340,365","103,951","43,367","60,584","17,883","16,656","48,364","28,758","19,263","7,198","26,569","8,880","10,305","8,219","5,067","15,736","12,987","10,529"
2021,11,60,"299,047","69,655","33,902","35,753","19,486","17,881","34,955","23,717","20,899","4,886","22,614","10,383","13,572","10,526","6,519","15,504","15,628","12,822"
2021,11,70,"172,222","30,693","15,768","14,925","11,404","11,330","18,365","14,066","12,886","2,118","13,383","6,835","9,316","7,996","4,450","10,130","10,360","8,890"
2021,11,80,"103,601","15,826","8,355","7,471","7,279","6,522","10,156","8,441","8,316","1,142","8,248","4,337","6,514","5,383","3,383","6,544","6,837","4,673"
2021,11,90,"15,323","2,335","1,254","1,081","1,123",972,"1,394","1,305","1,237",195,"1,209",589,"1,044",901,482,939,902,696
2021,11,100,459,79,43,36,41,31,46,39,37,2,36,9,36,22,8,28,30,15
2021,12,총,"2,119,257","658,486","255,292","403,194","103,145","98,408","324,580","176,645","114,483","43,331","167,092","50,477","63,774","50,745","30,440","99,324","76,801","61,526"
2021,12,0,"162,726","58,699","18,805","39,894","5,304","5,616","31,531","14,755","6,729","3,747","14,564","2,316","2,659","2,121","1,175","7,358","3,324","2,828"
2021,12,10,"200,673","67,655","25,588","42,067","7,911","8,043","35,511","17,111","9,433","6,229","15,832","4,102","4,438","3,322","1,936","9,458","5,436","4,256"
2021,12,20,"238,297","95,113","34,563","60,550","10,904","9,094","37,503","18,885","10,792","4,871","15,765","3,709","5,047","3,612","2,513","9,298","6,464","4,727"
2021,12,30,"259,565","102,296","31,663","70,633","8,926","8,848","48,272","21,597","10,191","4,650","21,689","3,362","4,103","3,196","1,936","10,078","5,766","4,655"
2021,12,40,"325,419","111,649","41,824","69,825","12,846","13,356","58,246","27,812","14,649","8,215","27,006","5,946","6,749","5,409","2,950","14,183","9,022","7,381"
2021,12,50,"340,591","104,130","43,402","60,728","17,853","16,641","48,416","28,792","19,240","7,224","26,634","8,856","10,268","8,196","5,057","15,726","13,015","10,543"
2021,12,60,"299,801","69,859","33,990","35,869","19,508","17,910","35,069","23,804","20,943","4,915","22,688","10,415","13,599","10,545","6,548","15,545","15,628","12,825"
2021,12,70,"172,067","30,759","15,811","14,948","11,433","11,320","18,368","14,009","12,833","2,139","13,380","6,779","9,287","8,008","4,435","10,123","10,332","8,862"
2021,12,80,"104,173","15,914","8,358","7,556","7,288","6,568","10,192","8,521","8,384","1,145","8,285","4,391","6,534","5,396","3,387","6,569","6,862","4,737"
2021,12,90,"15,528","2,345","1,254","1,091","1,140",987,"1,429","1,321","1,260",193,"1,214",591,"1,057",919,494,962,919,697
2021,12,100,417,67,34,33,32,25,43,38,29,3,35,10,33,21,9,24,33,15
