년도,월,나이,서울특별시 강남구,서울특별시 강남구 신사동,서울특별시 강남구 논현1동,서울특별시 강남구 논현2동,서울특별시 강남구 압구정동,서울특별시 강남구 청담동,서울특별시 강남구 삼성1동,서울특별시 강남구 삼성2동,서울특별시 강남구 대치1동,서울특별시 강남구 대치2동,서울특별시 강남구 대치4동,서울특별시 강남구 역삼1동,서울특별시 강남구 역삼2동,서울특별시 강남구 도곡1동,서울특별시 강남구 도곡2동,서울특별시 강남구 개포1동,서울특별시 강남구 개포2동,서울특별시 강남구 개포4동,서울특별시 강남구 세곡동,서울특별시 강남구 일원본동,서울특별시 강남구 일원1동,서울특별시 강남구 일원2동,서울특별시 강남구 수서동
2021,3,50,"80,282","2,493","2,814","2,966","4,123","3,965","2,170","4,214","3,859","6,553","3,220","4,218","4,955","3,506","5,481","1,057","3,776","3,957","5,963","3,714","2,486","2,597","2,195"
2021,3,60,"59,810","1,784","2,265","2,250","3,165","3,007","1,676","2,437","1,924","4,263","1,562","3,031","2,615","2,552","3,622","1,185","3,056","3,021","5,026","2,891","2,551","2,562","3,365"
2021,3,70,"34,272","1,397","1,362","1,527","2,408","1,763",963,"1,655","1,081","2,134","1,082","1,663","1,719","1,235","2,151",707,"1,346","1,330","2,717","1,119","1,404","1,525","1,984"
2021,3,80,"11,959",616,494,502,966,617,311,528,356,596,307,553,550,468,774,235,381,401,"1,235",394,529,439,707
2021,3,90,"2,196",94,70,80,169,114,66,82,68,97,44,92,82,91,140,45,79,74,263,109,107,70,160
2021,3,100,156,6,5,5,11,11,3,13,10,9,1,10,7,3,9,7,11,5,9,5,7,5,4
2021,4,총,"533,579","16,336","22,643","21,522","26,841","26,650","13,168","29,779","24,521","36,675","20,024","35,481","36,322","21,865","33,644","6,493","21,998","23,778","43,906","23,611","15,413","17,893","15,016"
2021,4,0,"35,921",929,697,"1,090","2,120","2,105",836,"2,364","1,882","1,956",718,"1,008","2,843","1,723","2,856",378,"1,683","1,701","4,283","2,120",726,"1,306",597
2021,4,10,"58,247","1,638",884,"1,314","2,759","2,234","1,250","3,467","5,461","6,082","2,418","1,360","5,456","2,361","4,764",573,"2,463","2,268","4,638","3,330","1,174","1,782",571
2021,4,20,"72,221","2,204","4,594","3,510","3,104","3,768","1,849","3,806","2,412","4,665","3,364","7,446","4,438","2,916","3,904",719,"2,795","3,317","5,328","2,573","2,128","1,851","1,530"
2021,4,30,"80,020","2,281","5,625","4,429","3,236","4,330","1,915","4,851","1,488","3,273","3,311","10,023","5,126","3,155","3,457",667,"2,744","3,647","6,577","2,837","2,223","2,584","2,241"
2021,4,40,"98,177","2,884","3,839","3,840","4,734","4,748","2,125","6,314","5,961","7,004","3,972","6,065","8,492","3,858","6,496",929,"3,659","4,006","7,854","4,506","2,106","3,136","1,649"
2021,4,50,"80,315","2,494","2,814","2,975","4,161","3,964","2,166","4,241","3,871","6,522","3,228","4,213","4,968","3,498","5,479","1,047","3,752","3,964","5,970","3,711","2,469","2,607","2,201"
2021,4,60,"60,078","1,789","2,252","2,255","3,180","3,006","1,692","2,456","1,931","4,319","1,576","3,056","2,635","2,564","3,614","1,187","3,084","3,061","5,038","2,904","2,542","2,578","3,359"
2021,4,70,"34,230","1,396","1,364","1,514","2,396","1,748",954,"1,650","1,087","2,143","1,084","1,659","1,725","1,219","2,143",705,"1,349","1,322","2,717","1,128","1,400","1,533","1,994"
2021,4,80,"11,995",615,498,511,973,621,314,534,350,598,308,548,551,475,779,236,379,410,"1,231",389,524,440,711
2021,4,90,"2,221",101,71,79,167,116,64,83,68,104,44,93,81,93,143,46,79,77,261,108,114,70,159
2021,4,100,154,5,5,5,11,10,3,13,10,9,1,10,7,3,9,6,11,5,9,5,7,6,4
2021,5,총,"532,296","16,233","22,602","21,464","26,744","26,543","13,114","29,660","24,512","36,561","19,966","35,466","36,281","21,838","33,540","6,484","21,902","23,744","43,822","23,589","15,370","17,882","14,979"
2021,5,0,"35,613",923,690,"1,085","2,103","2,090",834,"2,324","1,844","1,957",706,984,"2,821","1,719","2,829",371,"1,682","1,689","4,229","2,106",716,"1,313",598
2021,5,10,"58,153","1,619",878,"1,308","2,764","2,234","1,253","3,453","5,463","6,041","2,398","1,373","5,454","2,353","4,760",577,"2,469","2,269","4,650","3,337","1,159","1,774",567
2021,5,20,"71,932","2,199","4,609","3,489","3,067","3,729","1,815","3,798","2,427","4,623","3,344","7,438","4,445","2,910","3,893",712,"2,774","3,298","5,316","2,564","2,137","1,827","1,518"
2021,5,30,"79,524","2,262","5,607","4,394","3,207","4,277","1,911","4,784","1,465","3,288","3,319","10,019","5,050","3,124","3,410",659,"2,719","3,651","6,523","2,836","2,217","2,586","2,216"
2021,5,40,"97,804","2,856","3,815","3,858","4,694","4,735","2,117","6,261","5,928","6,950","3,941","6,084","8,493","3,863","6,456",931,"3,646","3,973","7,857","4,487","2,094","3,127","1,638"
2021,5,50,"80,359","2,489","2,828","2,956","4,156","3,974","2,156","4,273","3,897","6,513","3,253","4,193","5,012","3,499","5,497","1,036","3,723","3,960","5,976","3,720","2,458","2,600","2,190"
2021,5,60,"60,210","1,778","2,241","2,269","3,189","3,014","1,696","2,471","1,953","4,343","1,573","3,054","2,628","2,574","3,619","1,193","3,088","3,076","5,040","2,907","2,541","2,589","3,374"
2021,5,70,"34,275","1,388","1,356","1,505","2,399","1,743",943,"1,655","1,101","2,143","1,077","1,653","1,736","1,228","2,146",712,"1,347","1,332","2,730","1,130","1,408","1,545","1,998"
2021,5,80,"12,063",617,502,512,985,623,322,544,354,594,309,565,555,472,780,241,369,414,"1,233",391,522,442,717
2021,5,90,"2,218",97,70,83,168,114,64,84,70,103,45,93,80,93,141,46,79,77,261,107,112,73,158
2021,5,100,145,5,6,5,12,10,3,13,10,6,1,10,7,3,9,6,6,5,7,4,6,6,5
2021,6,총,"531,375","16,185","22,563","21,399","26,620","26,379","13,105","29,529","24,444","36,518","19,997","35,495","36,210","21,790","33,503","6,479","21,879","23,757","43,782","23,564","15,365","17,864","14,948"
2021,6,0,"35,384",915,688,"1,087","2,085","2,077",831,"2,303","1,804","1,963",696,975,"2,799","1,712","2,808",359,"1,687","1,692","4,201","2,079",717,"1,312",594
2021,6,10,"58,183","1,597",884,"1,299","2,765","2,226","1,249","3,432","5,476","6,030","2,438","1,398","5,453","2,352","4,762",587,"2,454","2,279","4,665","3,349","1,156","1,766",566
2021,6,20,"71,666","2,191","4,563","3,445","3,051","3,741","1,810","3,799","2,441","4,591","3,341","7,410","4,452","2,889","3,878",711,"2,767","3,287","5,285","2,554","2,132","1,823","1,505"
2021,6,30,"79,063","2,257","5,600","4,378","3,170","4,214","1,899","4,726","1,442","3,264","3,313","10,016","4,988","3,101","3,399",657,"2,702","3,654","6,485","2,823","2,214","2,565","2,196"
2021,6,40,"97,714","2,825","3,830","3,853","4,655","4,711","2,101","6,248","5,893","6,943","3,953","6,136","8,471","3,855","6,443",927,"3,639","3,985","7,894","4,474","2,095","3,144","1,639"
2021,6,50,"80,287","2,497","2,816","2,959","4,151","3,959","2,181","4,270","3,911","6,509","3,251","4,169","5,028","3,490","5,507","1,036","3,705","3,965","5,964","3,716","2,437","2,589","2,177"
2021,6,60,"60,385","1,793","2,251","2,271","3,183","3,008","1,702","2,474","1,958","4,355","1,565","3,067","2,642","2,589","3,629","1,198","3,112","3,073","5,054","2,928","2,559","2,591","3,383"
2021,6,70,"34,254","1,392","1,354","1,504","2,384","1,711",941,"1,645","1,093","2,158","1,082","1,652","1,727","1,230","2,146",712,"1,357","1,335","2,733","1,137","1,413","1,546","2,002"
2021,6,80,"12,106",615,499,516,"1,004",616,327,542,351,599,313,571,563,478,781,238,371,409,"1,232",387,526,447,721
2021,6,90,"2,201",98,72,82,163,106,61,81,70,101,44,91,80,91,142,47,79,73,262,113,110,75,160
2021,6,100,132,5,6,5,9,10,3,9,5,5,1,10,7,3,8,7,6,5,7,4,6,6,5
2021,7,총,"530,529","16,116","22,481","21,316","26,570","26,293","13,077","29,563","24,356","36,422","19,974","35,606","36,121","21,741","33,454","6,464","21,883","23,755","43,660","23,526","15,341","17,838","14,972"
2021,7,0,"35,139",907,692,"1,075","2,072","2,059",824,"2,263","1,788","1,967",687,980,"2,752","1,708","2,785",359,"1,691","1,691","4,158","2,062",712,"1,301",606
2021,7,10,"58,289","1,601",879,"1,299","2,764","2,233","1,241","3,448","5,451","6,047","2,462","1,445","5,458","2,367","4,767",579,"2,468","2,280","4,671","3,347","1,146","1,768",568
2021,7,20,"71,294","2,162","4,523","3,420","3,037","3,718","1,779","3,815","2,413","4,547","3,330","7,432","4,410","2,865","3,872",707,"2,734","3,262","5,274","2,548","2,128","1,826","1,492"
2021,7,30,"78,553","2,225","5,584","4,343","3,120","4,163","1,893","4,723","1,431","3,250","3,291","10,016","4,938","3,077","3,383",652,"2,704","3,665","6,380","2,776","2,215","2,539","2,185"
2021,7,40,"97,459","2,820","3,823","3,840","4,636","4,696","2,117","6,209","5,838","6,879","3,956","6,151","8,452","3,865","6,422",925,"3,635","3,962","7,893","4,476","2,092","3,116","1,656"
2021,7,50,"80,360","2,496","2,823","2,949","4,169","3,976","2,178","4,307","3,933","6,513","3,231","4,166","5,072","3,465","5,517","1,036","3,699","3,964","5,973","3,709","2,416","2,607","2,161"
2021,7,60,"60,603","1,790","2,233","2,273","3,193","3,007","1,698","2,497","1,971","4,364","1,581","3,090","2,646","2,593","3,630","1,196","3,127","3,107","5,088","2,955","2,561","2,596","3,407"
2021,7,70,"34,287","1,390","1,342","1,506","2,397","1,713",945,"1,657","1,102","2,155","1,074","1,647","1,741","1,230","2,144",712,"1,370","1,333","2,719","1,139","1,423","1,548","2,000"
2021,7,80,"12,196",621,504,521,"1,011",615,337,552,353,593,315,579,563,478,785,240,370,413,"1,233",394,533,454,732
2021,7,90,"2,219",99,73,85,163,103,62,83,71,102,46,90,82,90,141,51,79,73,264,116,109,77,160
2021,7,100,130,5,5,5,8,10,3,9,5,5,1,10,7,3,8,7,6,5,7,4,6,6,5
2021,8,총,"532,818","16,076","22,457","21,290","26,461","26,257","13,045","29,460","24,286","36,245","20,067","35,620","36,109","21,615","33,375","6,419","25,424","23,748","43,467","23,424","15,304","17,709","14,960"
2021,8,0,"35,302",912,684,"1,067","2,057","2,052",826,"2,237","1,774","1,966",685,958,"2,739","1,697","2,760",351,"2,150","1,679","4,085","2,042",704,"1,264",613
2021,8,10,"59,016","1,601",874,"1,303","2,738","2,229","1,226","3,459","5,432","6,043","2,537","1,507","5,490","2,359","4,784",576,"3,137","2,285","4,687","3,332","1,137","1,723",557
2021,8,20,"71,527","2,135","4,488","3,412","3,016","3,686","1,781","3,790","2,406","4,533","3,377","7,457","4,399","2,848","3,842",705,"3,180","3,265","5,271","2,525","2,111","1,814","1,486"
2021,8,30,"78,399","2,209","5,604","4,326","3,099","4,161","1,878","4,693","1,423","3,219","3,287","9,998","4,892","3,051","3,355",646,"2,951","3,643","6,293","2,757","2,221","2,524","2,169"
2021,8,40,"97,915","2,801","3,816","3,850","4,615","4,696","2,110","6,172","5,788","6,845","3,943","6,119","8,456","3,833","6,418",906,"4,465","3,974","7,857","4,439","2,083","3,074","1,655"
2021,8,50,"80,870","2,506","2,830","2,951","4,161","3,961","2,167","4,322","3,952","6,424","3,230","4,157","5,088","3,448","5,524","1,027","4,307","3,952","5,983","3,714","2,397","2,596","2,173"
2021,8,60,"60,855","1,806","2,240","2,263","3,199","3,030","1,701","2,488","1,975","4,357","1,578","3,089","2,646","2,579","3,623","1,192","3,303","3,118","5,094","2,964","2,585","2,623","3,402"
2021,8,70,"34,301","1,380","1,341","1,508","2,392","1,709",952,"1,652","1,099","2,160","1,064","1,653","1,748","1,225","2,134",716,"1,433","1,341","2,694","1,135","1,418","1,547","2,000"
2021,8,80,"12,278",621,500,521,"1,012",620,339,553,360,594,317,586,563,484,789,242,407,411,"1,232",394,534,462,737
2021,8,90,"2,223",100,75,84,163,105,62,85,72,99,48,86,81,87,138,51,85,75,264,118,107,75,163
2021,8,100,132,5,5,5,9,8,3,9,5,5,1,10,7,4,8,7,6,5,7,4,7,7,5
2021,9,총,"533,359","16,087","22,401","21,235","26,437","26,054","13,008","29,558","24,249","36,179","20,029","35,599","36,074","21,543","33,323","6,412","26,826","23,737","43,466","23,403","15,237","17,651","14,851"
2021,9,0,"35,118",925,677,"1,055","2,037","2,021",827,"2,216","1,766","1,948",685,964,"2,684","1,682","2,753",349,"2,253","1,673","4,022","2,031",697,"1,242",611
2021,9,10,"59,153","1,606",868,"1,304","2,747","2,200","1,232","3,489","5,418","6,047","2,521","1,495","5,509","2,351","4,758",577,"3,335","2,274","4,702","3,336","1,133","1,710",541
2021,9,20,"71,499","2,124","4,493","3,402","2,994","3,652","1,767","3,809","2,390","4,502","3,384","7,443","4,390","2,831","3,842",705,"3,410","3,262","5,243","2,499","2,097","1,802","1,458"
2021,9,30,"78,233","2,204","5,544","4,317","3,080","4,126","1,855","4,692","1,405","3,186","3,268","10,011","4,860","3,028","3,315",638,"3,130","3,637","6,296","2,764","2,199","2,539","2,139"
2021,9,40,"97,931","2,794","3,827","3,828","4,615","4,657","2,119","6,179","5,760","6,827","3,954","6,116","8,458","3,825","6,379",906,"4,675","3,961","7,849","4,431","2,073","3,055","1,643"
2021,9,50,"81,230","2,502","2,836","2,944","4,165","3,938","2,160","4,366","3,963","6,416","3,220","4,171","5,120","3,443","5,554","1,030","4,620","3,960","6,008","3,717","2,375","2,574","2,148"
2021,9,60,"61,076","1,811","2,226","2,271","3,208","3,024","1,692","2,493","1,998","4,390","1,574","3,080","2,640","2,577","3,631","1,187","3,403","3,129","5,133","2,980","2,597","2,623","3,409"
2021,9,70,"34,379","1,390","1,335","1,502","2,386","1,707",949,"1,662","1,109","2,170","1,051","1,633","1,753","1,231","2,150",716,"1,482","1,352","2,696","1,126","1,416","1,564","1,999"
2021,9,80,"12,386",628,512,524,"1,033",616,345,558,361,588,322,592,572,484,794,246,423,410,"1,245",402,535,460,736
2021,9,90,"2,221",98,78,83,163,106,59,85,74,101,49,84,81,87,139,51,89,74,265,111,108,75,161
2021,9,100,133,5,5,5,9,7,3,9,5,4,1,10,7,4,8,7,6,5,7,6,7,7,6
2021,10,총,"533,878","16,057","22,315","21,157","26,368","25,852","12,971","30,077","24,304","36,420","20,004","35,628","36,150","21,534","33,240","6,375","27,412","23,701","43,369","23,351","15,149","17,587","14,857"
2021,10,0,"34,921",917,661,"1,035","2,018","1,999",817,"2,245","1,751","1,979",676,958,"2,670","1,670","2,719",343,"2,306","1,658","3,964","2,011",688,"1,229",607
2021,10,10,"59,323","1,595",861,"1,299","2,735","2,189","1,230","3,571","5,439","6,092","2,519","1,484","5,529","2,356","4,765",579,"3,411","2,278","4,699","3,332","1,117","1,694",549
2021,10,20,"71,334","2,115","4,443","3,405","2,983","3,606","1,757","3,839","2,394","4,508","3,370","7,438","4,400","2,817","3,821",693,"3,474","3,233","5,203","2,489","2,094","1,807","1,445"
2021,10,30,"78,117","2,193","5,547","4,280","3,065","4,062","1,848","4,745","1,389","3,178","3,260","10,055","4,836","3,027","3,282",636,"3,209","3,631","6,276","2,744","2,194","2,515","2,145"
2021,10,40,"97,979","2,791","3,801","3,802","4,587","4,626","2,118","6,274","5,767","6,900","3,941","6,090","8,490","3,819","6,363",896,"4,786","3,947","7,849","4,393","2,058","3,027","1,654"
2021,10,50,"81,615","2,502","2,825","2,965","4,171","3,936","2,150","4,475","4,005","6,467","3,231","4,195","5,170","3,440","5,549","1,023","4,735","3,971","6,001","3,731","2,355","2,571","2,147"
2021,10,60,"61,343","1,827","2,246","2,264","3,210","3,015","1,698","2,555","2,010","4,420","1,581","3,089","2,639","2,595","3,647","1,189","3,435","3,137","5,164","2,992","2,596","2,621","3,413"
2021,10,70,"34,449","1,384","1,331","1,499","2,388","1,695",953,"1,703","1,106","2,186","1,052","1,630","1,755","1,237","2,148",715,"1,524","1,355","2,677","1,137","1,398","1,579","1,997"
2021,10,80,"12,463",629,514,524,"1,042",614,340,572,365,590,327,594,576,480,799,244,437,412,"1,264",403,538,464,735
2021,10,90,"2,210",100,80,81,159,105,57,89,73,98,46,85,79,89,143,49,89,74,264,114,104,73,159
2021,10,100,124,4,6,3,10,5,3,9,5,2,1,10,6,4,4,8,6,5,8,5,7,7,6
2021,11,총,"533,557","16,024","22,187","21,118","26,350","25,719","12,932","30,370","24,256","36,470","19,914","35,627","36,008","21,480","33,189","6,349","27,694","23,719","43,367","23,293","15,089","17,566","14,836"
2021,11,0,"34,748",902,653,"1,033","2,015","1,964",810,"2,270","1,739","2,004",676,949,"2,635","1,656","2,700",337,"2,336","1,663","3,894","2,016",679,"1,210",607
2021,11,10,"59,332","1,588",853,"1,290","2,749","2,204","1,228","3,597","5,432","6,075","2,491","1,458","5,518","2,371","4,771",579,"3,461","2,270","4,717","3,328","1,109","1,695",548
2021,11,20,"71,079","2,103","4,377","3,420","2,965","3,562","1,739","3,861","2,384","4,476","3,336","7,449","4,382","2,797","3,790",691,"3,516","3,220","5,220","2,483","2,076","1,803","1,429"
2021,11,30,"77,808","2,184","5,508","4,264","3,043","4,017","1,855","4,777","1,390","3,178","3,240","10,024","4,802","3,002","3,270",629,"3,227","3,632","6,237","2,709","2,196","2,492","2,132"
2021,11,40,"97,801","2,761","3,789","3,787","4,577","4,611","2,103","6,312","5,723","6,897","3,927","6,119","8,421","3,805","6,339",889,"4,836","3,947","7,819","4,383","2,058","3,026","1,672"
2021,11,50,"81,885","2,526","2,820","2,982","4,183","3,953","2,144","4,546","4,011","6,496","3,243","4,199","5,208","3,430","5,545","1,009","4,776","3,988","6,044","3,741","2,335","2,580","2,126"
2021,11,60,"61,506","1,838","2,252","2,235","3,229","2,995","1,704","2,604","2,022","4,430","1,580","3,107","2,629","2,601","3,658","1,197","3,471","3,139","5,207","2,975","2,594","2,624","3,415"
2021,11,70,"34,506","1,381","1,331","1,496","2,377","1,685",945,"1,725","1,107","2,216","1,045","1,621","1,750","1,243","2,160",718,"1,542","1,362","2,680","1,139","1,393","1,581","2,009"
2021,11,80,"12,540",639,518,526,"1,039",617,342,582,371,596,329,604,580,480,809,243,434,417,"1,273",402,536,472,731
2021,11,90,"2,230",98,80,82,163,106,59,90,71,100,46,88,76,91,145,49,90,76,267,111,105,76,161
2021,11,100,122,4,6,3,10,5,3,6,6,2,1,9,7,4,2,8,5,5,9,6,8,7,6
2021,12,총,"533,042","15,993","22,073","21,018","26,305","25,684","12,878","30,436","24,165","36,507","19,815","35,587","36,072","21,405","33,163","6,470","27,874","23,710","43,232","23,260","15,073","17,518","14,804"
2021,12,0,"34,726",893,644,"1,020","2,016","1,974",799,"2,272","1,732","2,038",673,956,"2,625","1,652","2,709",345,"2,346","1,667","3,847","2,007",674,"1,215",622
2021,12,10,"59,141","1,584",851,"1,277","2,737","2,211","1,228","3,578","5,379","6,060","2,422","1,406","5,529","2,377","4,779",605,"3,505","2,262","4,712","3,302","1,100","1,692",545
2021,12,20,"70,774","2,086","4,317","3,408","2,952","3,519","1,723","3,887","2,378","4,449","3,321","7,461","4,395","2,756","3,762",704,"3,531","3,211","5,171","2,478","2,087","1,776","1,402"
2021,12,30,"77,662","2,184","5,485","4,253","3,026","4,016","1,846","4,778","1,397","3,202","3,208","10,004","4,782","2,991","3,288",632,"3,234","3,642","6,198","2,716","2,181","2,472","2,127"
2021,12,40,"97,729","2,752","3,774","3,745","4,570","4,602","2,083","6,322","5,655","6,896","3,939","6,137","8,460","3,797","6,299",919,"4,870","3,928","7,815","4,375","2,068","3,055","1,668"
2021,12,50,"81,956","2,540","2,827","2,986","4,178","3,956","2,144","4,576","4,011","6,476","3,254","4,193","5,222","3,412","5,558","1,023","4,831","4,013","6,055","3,718","2,317","2,561","2,105"
2021,12,60,"61,527","1,834","2,244","2,234","3,235","2,997","1,688","2,601","2,045","4,454","1,584","3,105","2,630","2,604","3,650","1,219","3,472","3,125","5,201","2,992","2,597","2,600","3,416"
2021,12,70,"34,567","1,376","1,331","1,486","2,376","1,679",960,"1,742","1,123","2,229","1,035","1,615","1,754","1,240","2,153",719,"1,559","1,363","2,679","1,150","1,395","1,589","2,014"
2021,12,80,"12,600",641,512,525,"1,042",619,345,587,367,601,332,613,590,485,814,248,437,420,"1,275",404,534,477,732
2021,12,90,"2,254",99,84,82,162,106,60,89,72,101,45,89,79,88,149,51,88,75,271,112,112,74,166
2021,12,100,106,4,4,2,11,5,2,4,6,1,2,8,6,3,2,5,1,4,8,6,8,7,7
