년도,월,나이,전라북도 익산시,전라북도 익산시 함열읍,전라북도 익산시 오산면,전라북도 익산시 황등면,전라북도 익산시 함라면,전라북도 익산시 웅포면,전라북도 익산시 성당면,전라북도 익산시 용안면,전라북도 익산시 낭산면,전라북도 익산시 망성면,전라북도 익산시 여산면,전라북도 익산시 금마면,전라북도 익산시 왕궁면,전라북도 익산시 춘포면,전라북도 익산시 삼기면,전라북도 익산시 용동면,전라북도 익산시 중앙동,전라북도 익산시 평화동,전라북도 익산시 인화동,전라북도 익산시 동산동,전라북도 익산시 마동,전라북도 익산시 남중동,전라북도 익산시 모현동,전라북도 익산시 송학동,전라북도 익산시 영등1동,전라북도 익산시 영등2동,전라북도 익산시 어양동,전라북도 익산시 신동,전라북도 익산시 팔봉동,전라북도 익산시 삼성동
2021,2,총,"139,818","3,400","3,888","3,615","1,139",799,981,"1,342","1,638","1,486","1,673","2,778","2,249","2,366","1,334",779,"1,817","2,550","3,640","11,164","4,794","5,912","18,500","4,255","11,427","7,025","12,356","7,761","3,463","15,687"
2021,2,0,"9,630",189,264,141,30,12,21,36,49,38,77,182,54,103,40,11,61,165,169,826,235,256,"1,848",421,750,628,"1,168",321,279,"1,256"
2021,2,10,"14,070",271,312,263,62,40,46,68,86,68,86,156,119,160,57,48,79,157,220,"1,175",394,451,"2,140",523,"1,378","1,072","1,707",511,330,"2,091"
2021,2,20,"19,415",344,363,379,101,50,72,103,123,85,180,439,145,235,140,57,198,269,469,"1,379",737,749,"2,406",482,"1,801","1,203","1,892","2,164",444,"2,406"
2021,2,30,"14,763",278,414,280,78,44,49,105,114,103,159,260,137,180,94,36,189,265,455,"1,254",511,554,"2,110",570,"1,216",788,"1,511",857,463,"1,689"
2021,2,40,"21,243",439,562,447,121,84,114,147,207,156,196,333,267,323,154,93,248,398,469,"1,804",675,827,"3,076",754,"1,691","1,242","2,273",912,538,"2,693"
2021,2,50,"24,785",620,671,703,230,158,209,207,332,280,313,476,405,467,304,124,287,520,627,"1,992",895,971,"2,981",642,"2,118","1,280","2,265","1,134",568,"3,006"
2021,2,60,"20,284",708,719,735,250,190,239,321,372,361,313,518,534,486,276,187,387,447,614,"1,643",821,"1,004","2,356",512,"1,658",495,"1,031",970,479,"1,658"
2021,2,70,"11,030",377,384,442,175,132,156,238,231,258,250,290,378,271,173,142,268,252,440,785,399,782,"1,139",258,621,235,373,663,253,665
2021,2,80,"4,103",159,176,200,80,79,66,102,116,124,88,108,169,122,82,73,88,70,162,280,116,292,392,83,171,77,123,206,93,206
2021,2,90,470,14,20,21,12,10,8,15,8,12,10,16,38,19,13,8,12,6,15,24,11,24,52,9,23,5,12,22,15,16
2021,2,100,25,1,3,4,0,0,1,0,0,1,1,0,3,0,1,0,0,1,0,2,0,2,0,1,0,0,1,1,1,1
2021,3,총,"139,763","3,391","3,874","3,622","1,136",797,984,"1,330","1,626","1,482","1,671","2,766","2,248","2,361","1,333",781,"1,810","2,550","3,616","11,135","4,775","5,942","18,482","4,247","11,413","7,026","12,346","7,888","3,472","15,659"
2021,3,0,"9,570",187,264,143,30,12,21,34,49,37,76,176,57,100,39,12,60,167,167,820,235,253,"1,849",421,742,630,"1,157",312,279,"1,241"
2021,3,10,"14,101",276,305,253,60,40,44,69,87,67,86,162,115,157,55,48,77,158,216,"1,165",389,494,"2,131",521,"1,379","1,066","1,705",560,336,"2,080"
2021,3,20,"19,491",337,361,382,101,49,75,100,121,82,178,428,149,239,142,56,203,263,467,"1,374",737,748,"2,399",475,"1,803","1,216","1,899","2,250",446,"2,411"
2021,3,30,"14,671",271,408,288,74,45,47,102,111,102,154,259,136,182,89,38,186,262,446,"1,253",505,556,"2,094",566,"1,215",778,"1,497",858,457,"1,692"
2021,3,40,"21,133",443,555,441,122,84,115,146,201,154,198,332,263,316,155,88,247,398,472,"1,782",680,815,"3,064",753,"1,689","1,235","2,265",905,542,"2,673"
2021,3,50,"24,712",616,676,711,229,155,211,202,325,275,315,476,405,470,304,124,285,517,626,"1,984",881,969,"2,965",644,"2,108","1,286","2,267","1,128",565,"2,993"
2021,3,60,"20,419",706,720,734,252,191,241,319,375,369,308,520,537,480,282,191,386,455,607,"1,664",823,"1,001","2,382",520,"1,662",501,"1,044",985,483,"1,681"
2021,3,70,"11,069",377,388,447,177,133,155,240,230,260,254,289,377,277,172,142,267,254,439,787,401,789,"1,147",253,623,234,375,665,254,663
2021,3,80,"4,108",161,175,200,79,78,66,103,118,123,91,109,169,120,82,74,87,71,159,280,115,291,398,85,171,75,124,203,93,208
2021,3,90,467,16,20,20,12,10,8,15,9,12,10,15,37,20,12,8,12,5,17,25,9,24,52,8,21,5,12,21,16,16
2021,3,100,22,1,2,3,0,0,1,0,0,1,1,0,3,0,1,0,0,0,0,1,0,2,1,1,0,0,1,1,1,1
2021,4,총,"139,726","3,383","3,882","3,615","1,140",801,975,"1,333","1,630","1,476","1,668","2,757","2,246","2,362","1,332",781,"1,802","2,547","3,612","11,137","4,776","6,009","18,428","4,244","11,412","7,004","12,340","7,912","3,467","15,655"
2021,4,0,"9,523",185,265,147,30,11,21,35,50,36,75,178,56,99,41,12,59,164,170,811,236,250,"1,831",420,751,628,"1,143",308,276,"1,235"
2021,4,10,"14,137",275,304,253,61,41,44,68,84,66,87,160,113,154,54,48,75,165,218,"1,155",386,576,"2,116",525,"1,374","1,059","1,694",568,339,"2,075"
2021,4,20,"19,439",333,360,376,100,50,76,100,124,81,176,416,150,243,141,57,199,262,460,"1,366",735,751,"2,377",479,"1,802","1,213","1,903","2,261",441,"2,407"
2021,4,30,"14,622",267,408,283,74,44,44,100,113,101,154,264,134,182,88,38,192,261,447,"1,254",511,550,"2,087",556,"1,207",768,"1,499",868,452,"1,676"
2021,4,40,"21,133",439,558,440,124,86,114,143,199,153,197,328,265,317,157,86,241,386,472,"1,794",672,816,"3,068",753,"1,691","1,237","2,270",907,541,"2,679"
2021,4,50,"24,667",622,676,717,229,156,208,208,328,274,314,467,400,469,299,123,284,525,627,"1,984",889,954,"2,955",645,"2,100","1,274","2,255","1,134",564,"2,987"
2021,4,60,"20,479",708,722,726,254,191,241,319,371,371,311,533,538,483,284,192,384,457,602,"1,674",821,"1,006","2,387",519,"1,669",508,"1,052",978,488,"1,690"
2021,4,70,"11,108",375,394,451,178,134,154,237,234,259,253,284,375,277,174,141,267,249,437,794,401,791,"1,157",253,626,234,383,665,255,676
2021,4,80,"4,131",163,174,199,78,78,64,108,118,122,91,112,173,118,82,76,89,74,162,280,116,289,398,85,172,77,127,203,93,210
2021,4,90,464,15,19,20,12,10,8,15,9,12,9,15,39,20,11,8,12,4,17,23,9,24,51,8,20,6,13,19,17,19
2021,4,100,23,1,2,3,0,0,1,0,0,1,1,0,3,0,1,0,0,0,0,2,0,2,1,1,0,0,1,1,1,1
2021,5,총,"139,577","3,387","3,869","3,612","1,135",796,970,"1,333","1,622","1,475","1,674","2,751","2,243","2,363","1,331",780,"1,789","2,557","3,591","11,114","4,765","5,998","18,438","4,238","11,402","6,995","12,299","7,934","3,469","15,647"
2021,5,0,"9,466",186,262,144,30,11,21,35,51,35,76,177,56,99,41,13,56,166,162,805,233,250,"1,835",417,747,629,"1,124",302,273,"1,230"
2021,5,10,"14,084",277,303,252,60,39,44,65,83,66,87,165,113,156,54,46,73,164,218,"1,147",385,570,"2,107",524,"1,372","1,053","1,693",569,330,"2,069"
2021,5,20,"19,432",331,363,375,97,51,75,104,125,85,175,410,151,247,136,55,201,265,454,"1,364",725,751,"2,387",479,"1,796","1,213","1,889","2,289",445,"2,394"
2021,5,30,"14,547",264,401,279,73,44,42,99,111,99,153,265,128,180,90,38,192,257,451,"1,238",511,557,"2,080",547,"1,190",762,"1,485",871,458,"1,682"
2021,5,40,"20,982",438,550,436,123,84,114,141,198,158,196,321,268,305,156,82,238,388,459,"1,786",674,807,"3,053",755,"1,698","1,220","2,253",895,532,"2,654"
2021,5,50,"24,745",628,676,725,231,154,204,210,321,270,317,465,396,479,298,128,284,528,622,"1,994",890,956,"2,961",644,"2,100","1,282","2,273","1,130",571,"3,008"
2021,5,60,"20,572",707,725,728,255,191,246,320,374,369,309,537,542,480,286,195,379,462,605,"1,685",821,"1,002","2,406",521,"1,677",519,"1,055",988,488,"1,700"
2021,5,70,"11,122",376,395,448,179,135,150,236,234,259,260,283,373,275,175,140,263,249,438,800,400,791,"1,155",255,627,233,388,666,258,681
2021,5,80,"4,146",165,173,201,75,77,65,108,116,121,91,113,175,122,83,75,90,74,165,272,117,290,403,87,175,78,125,204,96,210
2021,5,90,461,15,19,21,12,10,8,15,9,12,9,15,38,20,11,8,13,4,17,23,9,22,50,8,20,6,13,19,17,18
2021,5,100,20,0,2,3,0,0,1,0,0,1,1,0,3,0,1,0,0,0,0,0,0,2,1,1,0,0,1,1,1,1
2021,6,총,"139,543","3,367","3,852","3,589","1,125",792,965,"1,326","1,619","1,475","1,671","2,746","2,238","2,342","1,338",779,"1,784","2,551","3,570","11,075","4,734","5,958","18,547","4,226","11,341","6,928","12,182","7,902","3,456","16,065"
2021,6,0,"9,400",182,258,139,29,10,20,34,50,35,72,173,56,94,39,13,56,163,159,788,233,241,"1,843",411,745,602,"1,107",302,274,"1,272"
2021,6,10,"14,055",269,296,246,59,40,46,64,82,67,88,173,109,156,53,46,71,164,215,"1,146",378,562,"2,131",521,"1,352","1,041","1,665",558,327,"2,130"
2021,6,20,"19,429",330,363,373,98,47,73,107,125,83,174,405,150,242,135,56,198,267,449,"1,350",718,743,"2,387",493,"1,789","1,218","1,883","2,278",442,"2,453"
2021,6,30,"14,536",258,396,279,69,44,43,95,112,99,158,259,129,176,93,38,189,257,447,"1,241",502,549,"2,106",531,"1,176",754,"1,461",869,446,"1,760"
2021,6,40,"20,974",434,545,430,123,83,113,140,194,158,198,317,271,301,160,82,238,387,456,"1,774",670,800,"3,074",754,"1,680","1,202","2,219",892,534,"2,745"
2021,6,50,"24,675",622,676,715,229,156,199,209,318,265,312,464,390,473,298,127,283,522,618,"1,988",893,957,"2,950",643,"2,090","1,276","2,258","1,120",572,"3,052"
2021,6,60,"20,709",712,733,730,256,192,249,319,379,374,312,538,549,482,289,196,381,463,608,"1,689",817,"1,006","2,430",526,"1,690",517,"1,058",994,488,"1,732"
2021,6,70,"11,140",379,391,451,175,133,148,234,235,264,256,285,374,276,176,138,264,253,438,808,400,786,"1,160",254,624,232,392,666,258,690
2021,6,80,"4,153",166,173,203,76,78,66,109,115,118,92,117,172,121,83,75,91,72,163,269,115,289,414,85,174,80,124,203,97,213
2021,6,90,457,15,19,20,11,9,8,15,9,12,9,15,37,21,11,8,13,3,17,22,8,23,51,7,21,6,14,19,17,17
2021,6,100,15,0,2,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,1,0,0,1,1,1,1
2021,7,총,"139,445","3,362","3,843","3,571","1,121",782,959,"1,315","1,617","1,467","1,673","2,745","2,236","2,327","1,344",771,"1,776","2,556","3,565","11,056","4,744","5,939","18,647","4,206","11,335","6,899","12,169","7,876","3,429","16,115"
2021,7,0,"9,324",178,250,139,28,9,20,33,49,33,73,173,54,91,37,13,54,164,161,773,238,236,"1,847",403,731,597,"1,093",299,265,"1,283"
2021,7,10,"14,012",271,296,245,59,37,45,60,84,67,88,165,107,154,51,44,70,161,210,"1,143",378,559,"2,137",523,"1,347","1,030","1,669",556,324,"2,132"
2021,7,20,"19,388",329,363,367,95,50,71,107,125,81,178,405,150,239,140,53,192,263,451,"1,348",722,738,"2,398",488,"1,796","1,212","1,868","2,276",429,"2,454"
2021,7,30,"14,523",255,395,282,68,41,44,91,110,99,159,263,131,173,95,39,192,252,438,"1,234",499,550,"2,125",528,"1,172",756,"1,457",853,442,"1,780"
2021,7,40,"20,911",436,543,414,121,82,115,139,189,153,196,322,266,294,157,81,235,398,461,"1,768",672,788,"3,088",743,"1,660","1,190","2,216",896,540,"2,748"
2021,7,50,"24,677",614,676,722,228,150,196,209,324,266,308,460,393,470,301,124,283,516,618,"1,994",894,961,"2,965",644,"2,103","1,274","2,261","1,114",569,"3,040"
2021,7,60,"20,775",714,730,726,262,193,249,317,375,377,314,539,549,486,291,195,381,469,601,"1,700",812,998,"2,446",528,"1,694",524,"1,068",996,486,"1,755"
2021,7,70,"11,200",383,394,449,174,133,146,236,238,263,255,286,374,279,174,139,262,258,444,809,404,788,"1,177",256,637,230,398,663,259,692
2021,7,80,"4,163",167,175,204,75,78,65,107,115,116,93,116,172,120,86,75,94,72,164,266,117,296,412,86,175,80,124,202,97,214
2021,7,90,458,15,19,21,11,9,8,16,8,12,9,16,39,21,11,8,13,3,17,21,8,23,51,6,20,6,14,20,17,16
2021,7,100,14,0,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,1,0,0,1,1,1,1
2021,8,총,"139,265","3,355","3,831","3,559","1,128",780,959,"1,312","1,614","1,469","1,682","2,741","2,224","2,320","1,343",768,"1,771","2,546","3,565","11,005","4,742","5,902","18,660","4,185","11,306","6,885","12,149","7,872","3,426","16,166"
2021,8,0,"9,262",172,240,141,28,8,20,34,47,35,76,175,53,87,37,13,51,159,158,770,240,235,"1,841",399,718,595,"1,087",295,263,"1,285"
2021,8,10,"13,977",271,301,244,59,38,44,62,85,68,87,166,102,151,49,42,71,159,209,"1,139",377,549,"2,145",515,"1,346","1,018","1,662",543,327,"2,148"
2021,8,20,"19,357",336,363,361,94,48,72,107,125,80,180,402,152,243,138,54,193,269,450,"1,341",723,731,"2,376",485,"1,788","1,216","1,861","2,288",429,"2,452"
2021,8,30,"14,434",251,390,277,68,40,43,89,112,99,157,259,125,170,97,40,186,247,440,"1,210",492,539,"2,125",526,"1,166",753,"1,442",859,435,"1,797"
2021,8,40,"20,797",432,535,412,123,82,116,138,184,152,199,316,264,290,156,81,237,392,454,"1,757",680,786,"3,088",727,"1,649","1,184","2,211",890,540,"2,722"
2021,8,50,"24,726",616,676,722,232,148,195,209,325,263,307,463,399,471,302,124,278,513,624,"1,985",893,964,"2,970",652,"2,090","1,280","2,269","1,116",573,"3,067"
2021,8,60,"20,837",711,734,724,264,192,249,315,371,381,317,544,544,487,291,193,385,474,605,"1,701",811,997,"2,461",530,"1,709",524,"1,078",989,486,"1,770"
2021,8,70,"11,211",381,395,451,174,137,147,235,242,263,256,284,375,279,174,139,259,256,446,819,400,773,"1,183",259,639,230,403,662,257,693
2021,8,80,"4,191",170,177,205,74,78,65,107,115,117,94,116,170,120,87,74,98,74,162,261,117,303,419,85,181,79,123,209,98,213
2021,8,90,459,15,18,20,12,9,8,16,8,11,9,16,39,22,11,8,13,3,17,22,9,23,51,6,20,6,12,20,17,18
2021,8,100,14,0,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,1,0,0,1,1,1,1
2021,9,총,"139,079","3,336","3,827","3,550","1,131",769,966,"1,315","1,603","1,464","1,676","2,740","2,220","2,306","1,354",764,"1,759","2,523","3,566","10,992","4,733","5,897","18,687","4,164","11,294","6,878","12,117","7,901","3,405","16,142"
2021,9,0,"9,185",168,241,141,27,4,21,33,47,31,76,174,54,84,37,13,51,159,156,770,239,229,"1,828",396,712,591,"1,077",295,261,"1,270"
2021,9,10,"13,971",267,300,245,59,40,46,62,85,68,82,167,103,149,56,42,69,154,211,"1,132",376,550,"2,167",509,"1,349","1,018","1,654",541,324,"2,146"
2021,9,20,"19,265",330,356,353,96,46,71,106,123,85,175,398,149,247,135,52,196,263,445,"1,334",715,733,"2,367",480,"1,776","1,203","1,863","2,299",423,"2,446"
2021,9,30,"14,391",254,389,280,68,39,41,89,107,96,161,266,126,167,99,39,186,243,445,"1,215",492,530,"2,103",520,"1,170",756,"1,429",870,434,"1,777"
2021,9,40,"20,729",428,534,406,121,81,116,136,185,150,200,313,258,292,157,82,231,386,449,"1,743",679,785,"3,105",724,"1,645","1,172","2,197",892,537,"2,725"
2021,9,50,"24,728",614,678,717,232,144,199,208,321,265,304,458,399,464,303,125,273,509,625,"1,989",890,967,"2,976",647,"2,089","1,295","2,273","1,114",572,"3,078"
2021,9,60,"20,892",704,739,731,267,193,252,322,371,377,319,546,549,485,293,190,385,473,611,"1,702",813,996,"2,475",532,"1,704",527,"1,081",999,481,"1,775"
2021,9,70,"11,213",385,394,444,174,136,147,235,241,259,256,283,373,277,176,140,259,257,441,819,397,774,"1,187",263,647,227,411,659,255,697
2021,9,80,"4,235",171,177,211,75,77,65,109,115,122,95,119,171,119,86,74,96,76,165,265,123,307,426,86,182,82,121,210,100,210
2021,9,90,456,15,17,20,12,9,8,15,8,11,8,16,37,22,11,7,13,3,18,23,9,24,52,6,20,7,10,21,17,17
2021,9,100,14,0,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,1,0,0,1,1,1,1
2021,10,총,"138,850","3,311","3,827","3,534","1,134",772,959,"1,314","1,587","1,467","1,671","2,731","2,217","2,288","1,343",759,"1,738","2,506","3,548","10,970","4,706","5,852","18,749","4,224","11,268","6,885","12,081","7,860","3,400","16,149"
2021,10,0,"9,117",166,238,141,24,4,21,33,43,32,78,174,57,84,36,13,48,158,158,768,243,217,"1,819",394,699,589,"1,067",287,257,"1,269"
2021,10,10,"13,929",267,301,239,57,40,44,63,83,69,82,165,100,148,53,41,69,153,209,"1,140",367,538,"2,181",510,"1,358","1,012","1,650",530,323,"2,137"
2021,10,20,"19,176",325,354,350,100,46,70,104,125,85,170,397,154,239,133,51,194,258,433,"1,324",715,722,"2,374",490,"1,757","1,205","1,837","2,301",424,"2,439"
2021,10,30,"14,393",250,389,278,68,39,42,88,105,91,160,260,126,168,100,39,180,239,450,"1,206",488,535,"2,102",554,"1,168",753,"1,432",861,432,"1,790"
2021,10,40,"20,645",421,529,400,121,83,113,135,184,153,199,313,253,287,153,80,223,378,442,"1,733",679,783,"3,121",730,"1,643","1,166","2,191",887,539,"2,706"
2021,10,50,"24,761",612,680,711,232,144,200,212,319,260,300,455,403,464,303,127,280,513,621,"1,992",871,968,"2,999",650,"2,079","1,301","2,281","1,112",571,"3,101"
2021,10,60,"20,898",707,743,737,269,194,247,320,366,381,326,547,544,480,295,186,381,473,611,"1,703",813,986,"2,475",537,"1,712",537,"1,076",990,482,"1,780"
2021,10,70,"11,231",384,396,442,178,136,150,234,237,260,254,285,372,279,176,142,256,256,446,813,397,773,"1,196",264,647,231,417,657,258,695
2021,10,80,"4,242",166,179,213,73,76,64,110,117,125,94,119,170,118,85,73,94,75,162,268,124,307,428,89,185,84,120,212,96,216
2021,10,90,451,13,17,22,12,10,8,15,8,11,8,16,37,21,9,7,13,3,16,23,9,23,53,6,20,7,9,22,17,16
2021,10,100,7,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
2021,11,총,"138,646","3,298","3,811","3,510","1,129",769,955,"1,313","1,584","1,461","1,666","2,726","2,206","2,275","1,344",756,"1,743","2,488","3,543","10,948","4,706","5,847","18,776","4,229","11,261","6,896","12,081","7,795","3,386","16,144"
2021,11,0,"9,066",166,234,145,23,4,20,33,43,31,76,177,55,80,35,12,48,154,158,762,237,212,"1,820",397,704,589,"1,070",280,244,"1,257"
2021,11,10,"13,884",263,301,234,55,40,43,63,84,69,81,162,97,147,54,42,69,155,210,"1,134",368,536,"2,179",514,"1,350",999,"1,657",511,323,"2,144"
2021,11,20,"19,083",321,355,343,98,46,68,104,120,85,166,390,153,235,133,49,197,257,434,"1,319",713,715,"2,376",491,"1,752","1,209","1,825","2,274",420,"2,435"
2021,11,30,"14,373",253,387,275,68,39,42,87,105,90,159,258,125,171,96,38,177,231,448,"1,201",493,526,"2,108",548,"1,164",759,"1,436",860,430,"1,799"
2021,11,40,"20,617",421,524,397,120,80,113,135,181,153,197,317,256,280,155,80,225,378,442,"1,730",674,792,"3,103",727,"1,656","1,174","2,187",887,540,"2,693"
2021,11,50,"24,736",606,672,704,233,144,199,214,323,258,301,450,398,463,304,130,281,507,616,"1,980",874,965,"3,010",657,"2,073","1,305","2,289","1,100",574,"3,106"
2021,11,60,"20,915",703,742,739,268,197,243,317,366,379,331,549,547,479,292,181,379,474,611,"1,707",821,987,"2,487",534,"1,714",538,"1,076",991,486,"1,777"
2021,11,70,"11,225",387,402,437,177,135,150,233,233,259,244,287,371,282,179,145,260,256,445,826,393,780,"1,201",262,642,234,408,651,255,691
2021,11,80,"4,287",165,174,213,74,73,67,112,121,127,103,121,168,117,86,72,94,74,162,266,125,312,440,93,187,82,121,218,96,224
2021,11,90,453,13,19,22,13,11,10,15,8,10,8,15,35,21,10,7,13,2,17,23,8,22,51,6,19,7,11,22,17,18
2021,11,100,7,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
2021,12,총,"138,427","3,271","3,789","3,516","1,126",772,958,"1,308","1,583","1,448","1,662","2,711","2,195","2,257","1,343",752,"1,753","2,488","3,531","10,930","4,693","5,818","18,829","4,225","11,250","6,886","12,091","7,714","3,395","16,133"
2021,12,0,"9,007",163,230,144,23,5,20,32,45,30,76,174,55,77,32,11,49,152,158,751,232,208,"1,812",396,707,585,"1,060",280,247,"1,253"
2021,12,10,"13,819",260,298,233,53,40,44,62,84,68,82,161,97,145,52,41,68,154,211,"1,123",362,525,"2,189",514,"1,344",998,"1,657",502,324,"2,128"
2021,12,20,"18,990",306,351,337,99,51,69,103,123,80,165,390,151,233,134,50,210,258,427,"1,322",707,710,"2,386",480,"1,754","1,206","1,829","2,216",414,"2,429"
2021,12,30,"14,345",256,379,278,68,38,47,86,103,90,157,259,124,169,97,38,176,237,448,"1,186",497,517,"2,110",550,"1,153",753,"1,432",849,437,"1,811"
2021,12,40,"20,580",416,520,400,120,80,111,135,180,151,198,310,255,276,151,80,226,370,440,"1,733",666,780,"3,130",725,"1,644","1,174","2,191",889,542,"2,687"
2021,12,50,"24,736",603,665,709,231,142,197,213,320,254,298,450,394,461,309,128,286,509,619,"1,981",874,969,"3,005",659,"2,082","1,307","2,297","1,095",574,"3,105"
2021,12,60,"20,932",707,743,737,268,197,240,313,367,378,335,545,549,475,294,181,374,474,604,"1,714",831,993,"2,485",539,"1,714",541,"1,078",993,484,"1,779"
2021,12,70,"11,209",382,407,439,175,135,153,235,233,257,239,281,360,281,177,143,260,253,441,830,390,773,"1,219",260,646,236,412,647,257,688
2021,12,80,"4,350",167,175,215,76,73,67,112,120,130,104,126,173,118,87,73,92,79,165,268,125,320,441,96,187,79,123,223,100,236
2021,12,90,454,11,20,23,13,11,10,17,8,10,8,15,36,22,10,7,12,2,18,22,9,23,51,6,19,7,11,20,16,17
2021,12,100,5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
