년도,월,나이,대전광역시 서구,대전광역시 서구 복수동,대전광역시 서구 도마1동,대전광역시 서구 도마2동,대전광역시 서구 정림동,대전광역시 서구 변동,대전광역시 서구 용문동,대전광역시 서구 탄방동,대전광역시 서구 괴정동,대전광역시 서구 가장동,대전광역시 서구 내동,대전광역시 서구 갈마1동,대전광역시 서구 갈마2동,대전광역시 서구 월평1동,대전광역시 서구 월평2동,대전광역시 서구 월평3동,대전광역시 서구 가수원동,대전광역시 서구 관저1동,대전광역시 서구 관저2동,대전광역시 서구 기성동,대전광역시 서구 둔산1동,대전광역시 서구 둔산2동,대전광역시 서구 만년동,대전광역시 서구 둔산3동
2021,4,60,"29,387","1,309","1,461","1,661","1,409","1,346",946,"1,436","1,030",991,"1,711","1,582","1,349",663,"1,303","1,454","2,092",804,"2,022",333,677,"1,783",642,"1,383"
2021,4,70,"14,167",624,828,891,704,770,529,630,526,531,888,587,460,293,742,493,841,475,927,325,425,632,270,776
2021,4,80,"7,389",290,382,433,378,328,265,351,216,237,403,284,293,144,539,292,411,255,531,260,216,366,126,389
2021,4,90,"1,307",50,56,66,63,62,34,61,45,48,64,55,37,27,107,57,80,38,94,70,41,54,30,68
2021,4,100,48,2,5,1,1,1,3,3,4,0,1,0,1,1,1,1,3,2,3,5,0,4,0,6
2021,5,총,"241,642","11,530","7,493","8,589","8,398","7,989","6,491","14,276","9,811","6,231","12,427","10,567","12,525","5,218","7,882","10,977","21,132","8,250","25,817","1,830","8,661","18,730","6,443","10,375"
2021,5,0,"17,872","1,020",316,385,506,449,290,792,574,399,927,508,704,182,397,872,"2,576",630,"2,985",36,788,"1,505",469,562
2021,5,10,"23,643","1,487",478,655,680,582,300,"1,130",617,556,"1,384",772,"1,046",253,627,"1,233","2,346",756,"2,990",81,"1,607","2,055",627,"1,381"
2021,5,20,"36,096","1,382","1,118","1,078",936,"1,011","1,338","2,952","2,457",813,"1,506","2,004","2,766","1,321",867,"1,224","2,501","1,473","3,362",132,780,"2,794","1,048","1,233"
2021,5,30,"31,915","1,334",700,828,863,902,"1,029","2,304","1,670",708,"1,338","1,456","1,927",740,755,"1,379","3,406","1,012","4,085",109,791,"2,785",940,854
2021,5,40,"39,864","2,257",806,"1,101","1,157","1,091",808,"2,340","1,330",934,"2,090","1,542","1,865",666,"1,034","1,845","3,877","1,286","4,970",161,"2,205","3,465","1,105","1,929"
2021,5,50,"39,683","1,759","1,326","1,487","1,675","1,432",943,"2,266","1,349","1,020","2,092","1,768","2,073",916,"1,497","2,106","2,986","1,498","3,821",312,"1,131","3,261","1,181","1,784"
2021,5,60,"29,588","1,319","1,473","1,666","1,433","1,358",938,"1,445","1,032",985,"1,722","1,591","1,355",673,"1,312","1,471","2,107",820,"2,037",339,670,"1,809",648,"1,385"
2021,5,70,"14,190",624,827,887,702,770,534,625,517,533,895,590,460,292,746,493,847,473,942,324,431,631,267,780
2021,5,80,"7,419",293,387,435,381,331,270,358,214,235,405,283,288,145,543,296,404,261,526,262,217,365,129,391
2021,5,90,"1,323",53,57,65,64,62,38,61,47,48,67,52,40,29,103,57,79,39,96,70,41,56,29,70
2021,5,100,49,2,5,2,1,1,3,3,4,0,1,1,1,1,1,1,3,2,3,4,0,4,0,6
2021,6,총,"241,421","11,504","7,494","8,583","8,394","7,973","6,472","14,253","9,822","6,204","12,403","10,560","12,524","5,233","7,883","10,942","21,176","8,242","25,817","1,823","8,643","18,682","6,427","10,367"
2021,6,0,"17,761","1,012",313,379,499,438,284,787,578,395,920,511,713,180,397,859,"2,578",625,"2,968",35,775,"1,497",468,550
2021,6,10,"23,642","1,492",480,651,676,587,301,"1,129",612,542,"1,378",768,"1,045",257,623,"1,224","2,362",761,"2,998",82,"1,611","2,053",623,"1,387"
2021,6,20,"36,034","1,376","1,112","1,087",940,999,"1,341","2,955","2,454",815,"1,498","2,006","2,764","1,333",869,"1,218","2,477","1,459","3,357",135,781,"2,785","1,041","1,232"
2021,6,30,"31,837","1,325",709,822,867,895,"1,026","2,317","1,664",698,"1,338","1,456","1,912",744,749,"1,359","3,403","1,019","4,067",109,779,"2,774",948,857
2021,6,40,"39,771","2,246",808,"1,091","1,151","1,087",814,"2,319","1,344",926,"2,084","1,533","1,866",657,"1,034","1,841","3,906","1,284","4,977",161,"2,203","3,431","1,096","1,912"
2021,6,50,"39,547","1,749","1,324","1,472","1,668","1,425",934,"2,259","1,334","1,011","2,080","1,749","2,078",914,"1,491","2,100","2,978","1,494","3,825",304,"1,132","3,261","1,175","1,790"
2021,6,60,"29,819","1,332","1,469","1,681","1,447","1,376",939,"1,449","1,052",996,"1,738","1,602","1,353",679,"1,325","1,487","2,133",824,"2,057",341,671,"1,821",653,"1,394"
2021,6,70,"14,198",621,831,895,699,767,529,621,515,534,895,594,462,292,743,500,849,476,945,319,432,639,264,776
2021,6,80,"7,456",297,388,440,380,334,264,354,218,240,405,289,292,147,551,296,409,262,524,264,219,359,131,393
2021,6,90,"1,309",52,56,63,66,64,37,60,47,47,66,51,38,29,100,57,79,36,96,69,40,58,28,70
2021,6,100,47,2,4,2,1,1,3,3,4,0,1,1,1,1,1,1,2,2,3,4,0,4,0,6
2021,7,총,"241,282","11,492","7,486","8,604","8,359","7,960","6,471","14,251","9,858","6,157","12,409","10,574","12,482","5,258","7,846","10,914","21,192","8,233","25,820","1,809","8,640","18,694","6,423","10,350"
2021,7,0,"17,649","1,003",316,386,492,433,279,779,572,384,916,507,713,178,387,842,"2,580",618,"2,947",35,765,"1,499",471,547
2021,7,10,"23,610","1,487",476,653,674,581,301,"1,136",609,541,"1,370",768,"1,039",254,626,"1,228","2,360",762,"3,002",83,"1,623","2,039",621,"1,377"
2021,7,20,"36,033","1,383","1,109","1,100",931,"1,000","1,337","2,948","2,463",809,"1,502","2,004","2,738","1,358",860,"1,211","2,494","1,457","3,366",133,782,"2,788","1,038","1,222"
2021,7,30,"31,755","1,311",706,823,849,898,"1,029","2,315","1,680",690,"1,337","1,459","1,911",745,739,"1,356","3,377","1,018","4,045",109,766,"2,794",944,854
2021,7,40,"39,702","2,256",811,"1,094","1,138","1,075",809,"2,327","1,342",912,"2,093","1,540","1,868",661,"1,039","1,822","3,918","1,272","4,962",160,"2,191","3,408","1,090","1,914"
2021,7,50,"39,524","1,745","1,316","1,467","1,669","1,421",934,"2,246","1,345","1,003","2,066","1,750","2,068",912,"1,476","2,089","2,978","1,498","3,840",303,"1,148","3,270","1,183","1,797"
2021,7,60,"29,969","1,339","1,473","1,683","1,459","1,384",937,"1,461","1,057",989,"1,760","1,609","1,351",675,"1,328","1,507","2,152",831,"2,080",336,682,"1,832",652,"1,392"
2021,7,70,"14,206",621,824,898,699,766,533,623,520,545,891,594,464,298,734,501,847,476,949,314,427,644,263,775
2021,7,80,"7,479",295,395,436,379,336,271,352,219,239,404,292,291,146,557,300,407,263,527,265,218,357,133,397
2021,7,90,"1,305",50,56,62,68,65,38,61,47,45,69,50,37,30,99,57,76,36,99,67,38,59,28,68
2021,7,100,50,2,4,2,1,1,3,3,4,0,1,1,2,1,1,1,3,2,3,4,0,4,0,7
2021,8,총,"241,226","11,491","7,515","8,613","8,352","7,967","6,459","14,253","9,838","6,144","12,434","10,559","12,517","5,243","7,828","10,921","21,226","8,243","25,787","1,804","8,635","18,627","6,408","10,362"
2021,8,0,"17,570","1,002",321,385,488,433,278,769,571,381,909,510,700,175,385,838,"2,581",616,"2,921",34,755,"1,500",469,549
2021,8,10,"23,584","1,490",474,651,681,580,301,"1,134",604,536,"1,364",764,"1,042",253,621,"1,229","2,363",756,"3,011",83,"1,631","2,024",615,"1,377"
2021,8,20,"35,959","1,380","1,113","1,115",928,992,"1,329","2,951","2,464",802,"1,523","1,995","2,740","1,337",858,"1,210","2,478","1,468","3,357",132,767,"2,755","1,039","1,226"
2021,8,30,"31,683","1,305",712,817,844,895,"1,035","2,315","1,666",689,"1,340","1,449","1,931",766,738,"1,343","3,380","1,013","4,005",109,754,"2,785",943,849
2021,8,40,"39,638","2,260",804,"1,080","1,130","1,083",799,"2,333","1,342",908,"2,092","1,534","1,860",648,"1,034","1,829","3,941","1,275","4,952",159,"2,198","3,372","1,087","1,918"
2021,8,50,"39,563","1,734","1,331","1,472","1,666","1,418",929,"2,241","1,340","1,002","2,070","1,762","2,082",909,"1,465","2,096","2,976","1,501","3,846",304,"1,158","3,291","1,173","1,797"
2021,8,60,"30,095","1,346","1,475","1,687","1,466","1,386",938,"1,470","1,059",993,"1,765","1,611","1,359",681,"1,341","1,510","2,173",837,"2,103",332,682,"1,829",654,"1,398"
2021,8,70,"14,245",627,824,906,698,772,536,619,525,546,898,588,470,296,725,508,850,475,951,318,432,652,263,766
2021,8,80,"7,512",291,400,434,381,341,273,358,216,243,403,294,294,146,560,298,404,264,537,261,216,356,136,406
2021,8,90,"1,326",54,57,64,69,66,38,60,47,44,69,51,37,31,100,59,75,36,101,68,42,60,29,69
2021,8,100,51,2,4,2,1,1,3,3,4,0,1,1,2,1,1,1,5,2,3,4,0,3,0,7
2021,9,총,"241,196","11,471","7,562","8,629","8,328","7,964","6,442","14,252","9,861","6,135","12,452","10,577","12,528","5,249","7,801","10,919","21,266","8,227","25,761","1,799","8,620","18,610","6,415","10,328"
2021,9,0,"17,498",994,328,381,483,430,276,772,569,377,905,509,692,179,380,838,"2,573",615,"2,901",34,743,"1,503",469,547
2021,9,10,"23,557","1,499",476,655,672,582,303,"1,126",604,537,"1,360",762,"1,033",248,618,"1,231","2,379",757,"3,004",83,"1,639","2,015",608,"1,366"
2021,9,20,"36,028","1,378","1,146","1,119",917,993,"1,329","2,973","2,468",796,"1,536","2,012","2,743","1,347",850,"1,203","2,478","1,466","3,358",130,769,"2,755","1,032","1,230"
2021,9,30,"31,688","1,289",719,818,836,891,"1,031","2,311","1,677",684,"1,351","1,456","1,935",772,728,"1,339","3,399","1,013","3,994",112,745,"2,784",957,847
2021,9,40,"39,472","2,241",805,"1,084","1,138","1,076",793,"2,324","1,339",904,"2,071","1,528","1,853",639,"1,031","1,824","3,932","1,267","4,936",157,"2,193","3,354","1,080","1,903"
2021,9,50,"39,611","1,750","1,322","1,479","1,649","1,415",918,"2,233","1,353","1,012","2,097","1,761","2,087",910,"1,457","2,096","2,989","1,495","3,865",302,"1,157","3,296","1,179","1,789"
2021,9,60,"30,150","1,338","1,478","1,691","1,481","1,397",942,"1,471","1,055",995,"1,749","1,606","1,374",676,"1,348","1,513","2,174",837,"2,112",332,684,"1,836",660,"1,401"
2021,9,70,"14,274",632,827,905,701,771,534,619,527,545,904,593,476,298,724,516,850,475,957,318,429,647,261,765
2021,9,80,"7,534",298,402,430,379,343,275,355,216,241,409,296,297,147,561,299,412,264,534,255,219,357,141,404
2021,9,90,"1,336",51,55,65,71,65,38,65,49,44,69,53,36,32,103,59,76,36,97,72,42,61,28,69
2021,9,100,48,1,4,2,1,1,3,3,4,0,1,1,2,1,1,1,4,2,3,4,0,2,0,7
2021,10,총,"240,978","11,426","7,570","8,612","8,324","7,974","6,430","14,236","9,881","6,112","12,442","10,572","12,517","5,252","7,796","10,898","21,273","8,233","25,751","1,807","8,570","18,583","6,410","10,309"
2021,10,0,"17,396",986,328,372,479,433,273,768,565,368,895,502,692,177,377,840,"2,551",611,"2,889",36,732,"1,497",477,548
2021,10,10,"23,517","1,488",472,655,674,583,303,"1,127",612,532,"1,363",750,"1,034",244,623,"1,225","2,391",758,"2,999",84,"1,623","1,998",607,"1,372"
2021,10,20,"35,911","1,369","1,135","1,120",914,991,"1,321","2,956","2,479",794,"1,539","2,021","2,716","1,354",841,"1,206","2,481","1,452","3,340",128,760,"2,751","1,021","1,222"
2021,10,30,"31,576","1,288",723,814,831,901,"1,027","2,297","1,658",676,"1,344","1,459","1,929",771,720,"1,324","3,392","1,010","3,987",113,737,"2,774",967,834
2021,10,40,"39,435","2,217",809,"1,086","1,135","1,072",805,"2,332","1,351",903,"2,060","1,526","1,854",637,"1,021","1,817","3,935","1,274","4,945",159,"2,173","3,350","1,071","1,903"
2021,10,50,"39,607","1,756","1,313","1,470","1,647","1,403",908,"2,238","1,357","1,011","2,090","1,757","2,097",911,"1,463","2,091","3,002","1,496","3,873",297,"1,170","3,296","1,177","1,784"
2021,10,60,"30,247","1,343","1,491","1,685","1,488","1,407",936,"1,476","1,060",996,"1,759","1,612","1,374",681,"1,355","1,526","2,168",845,"2,122",341,679,"1,841",663,"1,399"
2021,10,70,"14,324",627,837,905,703,777,541,622,526,549,909,589,486,299,725,513,853,482,957,315,430,648,259,772
2021,10,80,"7,562",298,405,436,378,343,277,352,220,242,413,300,290,142,565,297,420,267,537,257,222,364,140,397
2021,10,90,"1,356",53,55,67,73,63,36,65,50,41,69,55,43,35,105,58,76,36,99,73,44,62,28,70
2021,10,100,47,1,2,2,2,1,3,3,3,0,1,1,2,1,1,1,4,2,3,4,0,2,0,8
2021,11,총,"240,942","11,401","7,551","8,620","8,297","7,945","6,440","14,210","9,865","6,096","12,418","10,560","12,504","5,235","7,772","10,855","21,728","8,203","25,700","1,805","8,544","18,544","6,385","10,264"
2021,11,0,"17,392",988,328,366,473,424,275,771,556,362,892,502,690,168,376,833,"2,642",600,"2,872",35,731,"1,492",469,547
2021,11,10,"23,456","1,484",462,658,667,581,299,"1,117",609,530,"1,361",739,"1,027",246,615,"1,215","2,413",752,"3,003",83,"1,620","2,000",613,"1,362"
2021,11,20,"35,802","1,364","1,142","1,127",907,974,"1,344","2,944","2,477",794,"1,529","2,020","2,727","1,347",821,"1,196","2,541","1,446","3,297",125,756,"2,723","1,005","1,196"
2021,11,30,"31,605","1,263",711,813,823,899,"1,029","2,304","1,661",671,"1,344","1,469","1,909",777,725,"1,320","3,488","1,007","3,978",113,718,"2,774",966,843
2021,11,40,"39,388","2,212",812,"1,080","1,132","1,075",802,"2,319","1,340",902,"2,050","1,517","1,848",630,"1,018","1,813","4,001","1,274","4,948",161,"2,173","3,336","1,058","1,887"
2021,11,50,"39,655","1,761","1,304","1,474","1,644","1,398",898,"2,239","1,364","1,011","2,092","1,758","2,096",905,"1,462","2,070","3,068","1,486","3,876",296,"1,177","3,313","1,182","1,781"
2021,11,60,"30,317","1,339","1,492","1,691","1,494","1,402",939,"1,475","1,062","1,001","1,751","1,612","1,376",684,"1,359","1,537","2,205",845,"2,131",345,675,"1,833",667,"1,402"
2021,11,70,"14,337",632,842,911,702,784,535,624,522,546,910,586,492,302,719,510,865,481,963,307,433,646,254,771
2021,11,80,"7,575",302,401,434,383,344,279,345,221,238,415,301,293,141,568,299,423,274,532,261,215,367,142,397
2021,11,90,"1,371",55,55,64,71,63,37,69,50,41,73,55,44,34,108,61,78,36,98,75,46,59,29,70
2021,11,100,44,1,2,2,1,1,3,3,3,0,1,1,2,1,1,1,4,2,2,4,0,1,0,8
2021,12,총,"240,651","11,335","7,542","8,600","8,275","7,877","6,408","14,176","9,828","6,047","12,398","10,581","12,423","5,237","7,733","10,788","22,482","8,148","25,508","1,791","8,512","18,396","6,352","10,214"
2021,12,0,"17,391",985,332,367,458,411,269,765,529,351,883,507,675,168,374,830,"2,825",586,"2,837",33,721,"1,485",460,540
2021,12,10,"23,344","1,472",453,647,658,570,290,"1,107",613,522,"1,357",735,"1,016",236,622,"1,206","2,475",741,"2,979",80,"1,621","1,978",610,"1,356"
2021,12,20,"35,698","1,352","1,133","1,125",913,971,"1,341","2,929","2,500",785,"1,525","2,045","2,711","1,365",808,"1,181","2,584","1,443","3,257",124,751,"2,683",989,"1,183"
2021,12,30,"31,567","1,236",703,816,815,895,"1,032","2,304","1,630",658,"1,329","1,468","1,888",767,717,"1,310","3,690","1,003","3,913",110,706,"2,764",962,851
2021,12,40,"39,351","2,208",818,"1,073","1,139","1,057",792,"2,313","1,347",903,"2,048","1,510","1,818",632,"1,008","1,807","4,136","1,261","4,940",160,"2,168","3,298","1,056","1,859"
2021,12,50,"39,546","1,753","1,309","1,470","1,637","1,388",899,"2,241","1,348",998,"2,101","1,736","2,091",905,"1,456","2,046","3,139","1,466","3,859",290,"1,174","3,281","1,179","1,780"
2021,12,60,"30,392","1,344","1,482","1,690","1,498","1,394",928,"1,477","1,071","1,002","1,753","1,628","1,394",683,"1,353","1,535","2,239",858,"2,131",349,677,"1,837",670,"1,399"
2021,12,70,"14,355",633,849,912,706,776,537,624,526,548,913,592,491,301,716,514,874,475,965,305,433,643,255,767
2021,12,80,"7,596",298,403,435,379,350,281,349,215,237,415,304,292,145,568,295,437,277,527,263,216,364,144,402
2021,12,90,"1,369",53,59,62,70,64,36,65,46,43,73,55,45,34,110,63,80,36,99,73,45,62,27,69
2021,12,100,42,1,1,3,2,1,3,2,3,0,1,1,2,1,1,1,3,2,1,4,0,1,0,8
