년도,월,나이,전라남도,목포시,여수시,순천시,나주시,광양시,담양군,곡성군,구례군,고흥군,보성군,화순군,장흥군,강진군,해남군,영암군,무안군,함평군,영광군,장성군,완도군,진도군,신안군
2021,1,40,"120,784","18,053","19,775","22,068","7,343","11,559","2,189","1,327","1,315","2,661","1,780","3,967","1,841","1,671","3,532","3,025","6,491","1,418","2,857","2,376","2,590","1,536","1,410"
2021,1,50,"145,388","18,054","23,094","24,341","7,852","13,134","3,689","2,196","2,034","4,507","2,958","5,095","2,888","2,599","5,176","4,057","5,852","2,290","3,812","3,193","3,566","2,250","2,751"
2021,1,60,"135,942","15,219","20,695","17,275","8,012","8,099","4,032","2,405","2,404","6,440","3,794","4,536","3,319","3,127","6,250","3,940","5,458","2,844","4,220","3,464","4,334","2,642","3,433"
2021,1,70,"108,284","9,804","13,406","10,532","6,514","4,535","3,515","2,452","2,273","6,542","3,794","4,356","3,153","2,980","5,660","3,674","4,367","2,987","4,083","3,306","4,134","2,720","3,497"
2021,1,80,"75,419","4,738","7,123","6,860","4,650","3,205","2,600","2,198","1,683","5,203","3,242","3,240","2,695","2,490","4,150","2,788","2,955","2,401","2,771","2,560","3,013","2,061","2,793"
2021,1,90,"13,041",762,"1,344","1,291",793,622,460,421,296,975,578,503,512,438,680,445,531,379,443,386,464,306,412
2021,1,100,761,66,90,65,57,19,30,12,20,45,33,34,20,27,44,26,29,25,32,34,24,17,12
2021,2,총,"919,906","111,837","137,234","141,456","57,806","72,238","22,918","14,277","13,108","32,810","20,655","31,590","19,258","17,820","34,713","26,053","43,618","15,893","26,545","21,658","24,724","15,528","18,167"
2021,2,0,"64,119","8,635","10,191","11,372","4,970","6,486","1,180",522,570,"1,316",809,"1,688",968,864,"1,947","1,734","3,875",643,"1,842","1,353","1,522",866,766
2021,2,10,"80,034","11,830","12,615","14,387","4,621","7,646","1,433",894,860,"1,759","1,262","2,734","1,303","1,214","2,531","2,065","4,615",942,"1,986","1,549","1,736","1,073",979
2021,2,20,"87,844","12,422","14,547","17,015","5,825","8,317","1,950","1,039",885,"1,699","1,266","3,086","1,315","1,244","2,397","2,120","4,130",994,"2,168","1,717","1,554","1,072","1,082"
2021,2,30,"87,360","12,194","14,247","16,123","6,967","8,495","1,787",801,770,"1,651","1,137","2,316","1,273","1,165","2,353","2,151","5,169",966,"2,327","1,693","1,782","1,009",984
2021,2,40,"120,858","18,020","19,775","22,009","7,446","11,511","2,204","1,335","1,304","2,671","1,782","3,957","1,840","1,677","3,522","3,031","6,584","1,413","2,852","2,377","2,590","1,524","1,434"
2021,2,50,"145,359","18,043","23,051","24,362","7,870","13,211","3,700","2,192","2,027","4,486","2,947","5,106","2,859","2,593","5,155","4,059","5,862","2,279","3,811","3,209","3,553","2,235","2,749"
2021,2,60,"136,487","15,253","20,781","17,409","8,064","8,144","4,049","2,417","2,409","6,461","3,796","4,550","3,328","3,135","6,258","3,961","5,492","2,857","4,232","3,472","4,338","2,638","3,443"
2021,2,70,"108,033","9,834","13,400","10,509","6,511","4,564","3,488","2,427","2,261","6,524","3,791","4,331","3,139","2,971","5,639","3,654","4,344","2,968","4,063","3,299","4,129","2,696","3,491"
2021,2,80,"75,893","4,779","7,173","6,907","4,674","3,211","2,629","2,209","1,699","5,218","3,255","3,281","2,697","2,489","4,178","2,806","2,985","2,425","2,789","2,560","3,032","2,087","2,810"
2021,2,90,"13,146",761,"1,364","1,295",802,633,465,429,302,981,576,507,515,441,688,444,533,380,443,395,465,310,417
2021,2,100,773,66,90,68,56,20,33,12,21,44,34,34,21,27,45,28,29,26,32,34,23,18,12
2021,3,총,"916,927","111,122","137,059","141,349","57,597","72,109","22,942","14,240","13,061","32,674","20,584","31,469","19,132","17,722","34,536","25,888","43,737","15,772","26,330","21,477","24,678","15,394","18,055"
2021,3,0,"63,709","8,532","10,150","11,333","4,953","6,457","1,171",519,565,"1,296",804,"1,673",971,852,"1,926","1,696","3,896",627,"1,822","1,342","1,511",852,761
2021,3,10,"79,688","11,754","12,524","14,334","4,620","7,607","1,428",893,859,"1,749","1,248","2,720","1,282","1,209","2,511","2,071","4,619",969,"1,977","1,527","1,729","1,083",975
2021,3,20,"87,695","12,347","14,545","17,023","5,844","8,327","1,943","1,019",873,"1,695","1,249","3,049","1,312","1,245","2,404","2,107","4,198",984,"2,145","1,703","1,558","1,045","1,080"
2021,3,30,"86,791","12,013","14,178","16,110","6,939","8,451","1,782",796,756,"1,636","1,128","2,289","1,253","1,143","2,325","2,124","5,230",939,"2,305","1,673","1,768","1,000",953
2021,3,40,"120,187","17,913","19,704","21,918","7,400","11,445","2,225","1,335","1,298","2,633","1,770","3,935","1,797","1,641","3,499","3,005","6,601","1,389","2,819","2,360","2,583","1,501","1,416"
2021,3,50,"144,735","17,913","23,013","24,360","7,849","13,214","3,700","2,184","2,015","4,444","2,937","5,094","2,835","2,584","5,103","4,029","5,837","2,245","3,756","3,174","3,534","2,198","2,717"
2021,3,60,"136,705","15,258","20,862","17,499","8,027","8,184","4,096","2,419","2,412","6,466","3,795","4,575","3,318","3,139","6,241","3,956","5,514","2,856","4,202","3,461","4,341","2,634","3,450"
2021,3,70,"107,429","9,800","13,420","10,458","6,441","4,565","3,484","2,406","2,247","6,466","3,766","4,300","3,115","2,943","5,609","3,613","4,317","2,931","4,037","3,272","4,118","2,668","3,453"
2021,3,80,"76,182","4,811","7,191","6,950","4,693","3,209","2,624","2,220","1,710","5,256","3,271","3,303","2,714","2,481","4,190","2,811","2,984","2,430","2,806","2,556","3,049","2,093","2,830"
2021,3,90,"13,221",751,"1,387","1,298",804,637,463,436,309,990,591,505,516,462,688,455,520,386,438,393,472,307,413
2021,3,100,585,30,85,66,27,13,26,13,17,43,25,26,19,23,40,21,21,16,23,16,15,13,7
2021,4,총,"916,481","110,939","136,975","141,313","57,727","72,074","22,997","14,242","13,040","32,641","20,587","31,469","19,089","17,712","34,494","25,851","43,823","15,719","26,288","21,451","24,644","15,344","18,062"
2021,4,0,"63,319","8,438","10,075","11,305","4,943","6,423","1,167",512,562,"1,289",794,"1,671",964,845,"1,903","1,683","3,880",621,"1,816","1,329","1,501",842,756
2021,4,10,"79,565","11,742","12,526","14,275","4,635","7,627","1,425",887,854,"1,742","1,250","2,695","1,262","1,203","2,492","2,073","4,646",975,"1,966","1,524","1,715","1,073",978
2021,4,20,"87,584","12,340","14,524","16,971","5,871","8,302","1,945","1,022",869,"1,697","1,254","3,058","1,313","1,239","2,401","2,098","4,193",974,"2,128","1,708","1,561","1,045","1,071"
2021,4,30,"86,624","11,950","14,141","16,108","6,983","8,414","1,784",792,751,"1,634","1,122","2,284","1,255","1,138","2,306","2,110","5,252",926,"2,304","1,652","1,758","1,002",958
2021,4,40,"119,948","17,870","19,660","21,848","7,400","11,416","2,248","1,334","1,290","2,613","1,769","3,930","1,795","1,646","3,499","2,992","6,635","1,374","2,807","2,356","2,574","1,481","1,411"
2021,4,50,"144,520","17,839","22,933","24,393","7,866","13,203","3,720","2,188","2,006","4,434","2,940","5,101","2,815","2,578","5,100","4,023","5,829","2,215","3,763","3,175","3,517","2,173","2,709"
2021,4,60,"137,342","15,334","21,003","17,600","8,030","8,249","4,099","2,428","2,425","6,484","3,799","4,590","3,329","3,155","6,253","3,972","5,549","2,876","4,201","3,475","4,352","2,656","3,483"
2021,4,70,"107,098","9,809","13,381","10,463","6,439","4,562","3,477","2,404","2,230","6,425","3,758","4,267","3,094","2,931","5,578","3,597","4,305","2,913","4,021","3,246","4,108","2,649","3,441"
2021,4,80,"76,574","4,828","7,251","6,984","4,717","3,216","2,638","2,224","1,731","5,287","3,281","3,338","2,720","2,487","4,217","2,830","2,994","2,442","2,820","2,572","3,062","2,100","2,835"
2021,4,90,"13,330",758,"1,396","1,300",817,647,468,439,305,997,595,508,524,467,704,455,519,390,438,399,481,310,413
2021,4,100,577,31,85,66,26,15,26,12,17,39,25,27,18,23,41,18,21,13,24,15,15,13,7
2021,5,총,"915,349","110,900","136,620","141,108","57,772","72,029","23,002","14,242","12,976","32,615","20,393","31,439","19,063","17,693","34,448","25,762","43,930","15,702","26,283","21,428","24,559","15,332","18,053"
2021,5,0,"63,043","8,392","10,026","11,256","4,932","6,406","1,158",504,562,"1,294",784,"1,652",958,849,"1,895","1,674","3,882",618,"1,817","1,306","1,498",833,747
2021,5,10,"79,448","11,736","12,525","14,260","4,656","7,604","1,426",902,847,"1,727","1,246","2,676","1,259","1,189","2,470","2,069","4,641",962,"1,961","1,520","1,708","1,082",982
2021,5,20,"87,378","12,328","14,465","16,935","5,865","8,286","1,951","1,033",863,"1,695","1,236","3,046","1,302","1,224","2,407","2,079","4,234",981,"2,117","1,676","1,554","1,035","1,066"
2021,5,30,"86,301","11,921","14,052","16,074","6,962","8,410","1,777",789,744,"1,629","1,111","2,275","1,250","1,142","2,274","2,088","5,234",919,"2,303","1,643","1,741","1,000",963
2021,5,40,"119,243","17,755","19,537","21,734","7,397","11,313","2,238","1,322","1,262","2,589","1,743","3,907","1,777","1,642","3,475","2,981","6,645","1,366","2,784","2,343","2,541","1,477","1,415"
2021,5,50,"144,387","17,859","22,884","24,375","7,856","13,255","3,710","2,178","2,003","4,397","2,894","5,090","2,816","2,576","5,095","3,997","5,858","2,214","3,771","3,182","3,506","2,175","2,696"
2021,5,60,"137,740","15,429","21,010","17,656","8,082","8,308","4,122","2,430","2,416","6,485","3,764","4,622","3,339","3,158","6,277","3,977","5,574","2,876","4,201","3,499","4,350","2,666","3,499"
2021,5,70,"106,888","9,842","13,398","10,466","6,418","4,550","3,471","2,389","2,214","6,417","3,717","4,258","3,090","2,922","5,561","3,574","4,303","2,902","4,025","3,242","4,097","2,624","3,408"
2021,5,80,"76,928","4,845","7,267","6,989","4,758","3,219","2,652","2,233","1,741","5,334","3,283","3,374","2,725","2,489","4,240","2,850","3,017","2,455","2,839","2,598","3,064","2,113","2,843"
2021,5,90,"13,452",760,"1,396","1,307",821,663,472,450,310,"1,007",595,511,526,479,713,455,520,396,441,403,486,314,427
2021,5,100,541,33,60,56,25,15,25,12,14,41,20,28,21,23,41,18,22,13,24,16,14,13,7
2021,6,총,"914,523","110,799","136,344","141,152","57,751","71,990","22,915","14,219","12,951","32,561","20,376","31,420","19,019","17,667","34,372","25,735","44,094","15,637","26,270","21,391","24,509","15,316","18,035"
2021,6,0,"62,699","8,330","9,965","11,241","4,908","6,379","1,158",500,549,"1,283",773,"1,634",945,838,"1,874","1,661","3,900",615,"1,821","1,287","1,476",827,735
2021,6,10,"79,359","11,728","12,516","14,209","4,674","7,595","1,454",907,842,"1,727","1,244","2,681","1,259","1,188","2,445","2,058","4,649",948,"1,953","1,520","1,705","1,075",982
2021,6,20,"87,090","12,295","14,394","16,923","5,833","8,242","1,926","1,025",862,"1,686","1,226","3,028","1,292","1,217","2,414","2,068","4,256",967,"2,113","1,662","1,558","1,037","1,066"
2021,6,30,"85,991","11,857","13,998","16,058","6,926","8,397","1,766",780,747,"1,614","1,103","2,271","1,233","1,136","2,244","2,085","5,268",903,"2,286","1,622","1,733","1,002",962
2021,6,40,"119,038","17,754","19,478","21,713","7,407","11,285","2,230","1,317","1,253","2,582","1,742","3,886","1,775","1,634","3,461","2,970","6,677","1,355","2,776","2,343","2,527","1,461","1,412"
2021,6,50,"144,057","17,816","22,810","24,343","7,817","13,259","3,676","2,143","2,003","4,397","2,878","5,097","2,797","2,562","5,092","3,996","5,871","2,206","3,768","3,169","3,493","2,168","2,696"
2021,6,60,"138,409","15,501","21,075","17,805","8,152","8,381","4,115","2,462","2,419","6,489","3,797","4,643","3,348","3,175","6,288","4,002","5,600","2,881","4,213","3,514","4,358","2,683","3,508"
2021,6,70,"106,640","9,842","13,379","10,482","6,415","4,545","3,435","2,379","2,213","6,385","3,696","4,245","3,084","2,913","5,552","3,568","4,290","2,890","4,006","3,247","4,078","2,606","3,390"
2021,6,80,"77,226","4,883","7,288","7,011","4,769","3,225","2,663","2,244","1,738","5,343","3,292","3,401","2,732","2,503","4,238","2,858","3,046","2,464","2,869","2,606","3,072","2,131","2,850"
2021,6,90,"13,481",759,"1,397","1,310",825,666,468,450,311,"1,011",605,505,533,479,723,451,515,394,440,404,495,314,426
2021,6,100,533,34,44,57,25,16,24,12,14,44,20,29,21,22,41,18,22,14,25,17,14,12,8
2021,7,총,"913,947","110,617","136,223","141,201","57,813","72,006","22,868","14,175","12,921","32,490","20,360","31,409","18,985","17,624","34,309","25,669","44,367","15,609","26,212","21,351","24,472","15,285","17,981"
2021,7,0,"62,332","8,237","9,899","11,206","4,882","6,348","1,153",495,537,"1,265",766,"1,634",945,832,"1,858","1,633","3,931",611,"1,821","1,274","1,459",821,725
2021,7,10,"79,265","11,721","12,501","14,195","4,689","7,587","1,445",886,838,"1,722","1,243","2,667","1,256","1,181","2,432","2,057","4,671",946,"1,952","1,512","1,706","1,080",978
2021,7,20,"86,837","12,241","14,369","16,904","5,818","8,254","1,903","1,015",847,"1,674","1,207","3,015","1,290","1,206","2,407","2,054","4,300",957,"2,098","1,650","1,551","1,024","1,053"
2021,7,30,"85,796","11,780","13,952","16,045","6,941","8,377","1,774",783,733,"1,593","1,112","2,254","1,218","1,133","2,234","2,077","5,321",894,"2,270","1,626","1,723",998,958
2021,7,40,"118,692","17,671","19,400","21,678","7,446","11,251","2,210","1,307","1,255","2,569","1,734","3,866","1,760","1,625","3,440","2,939","6,706","1,353","2,777","2,332","2,522","1,453","1,398"
2021,7,50,"143,949","17,811","22,782","24,384","7,799","13,257","3,665","2,134","1,999","4,369","2,878","5,109","2,792","2,540","5,084","4,004","5,923","2,189","3,743","3,160","3,474","2,169","2,684"
2021,7,60,"139,014","15,579","21,167","17,888","8,211","8,468","4,133","2,475","2,424","6,495","3,795","4,674","3,361","3,185","6,297","4,023","5,636","2,895","4,210","3,523","4,368","2,685","3,522"
2021,7,70,"106,585","9,851","13,396","10,499","6,404","4,544","3,424","2,370","2,206","6,398","3,706","4,243","3,072","2,909","5,544","3,549","4,287","2,887","4,001","3,248","4,065","2,597","3,385"
2021,7,80,"77,440","4,926","7,317","7,028","4,773","3,233","2,673","2,248","1,755","5,355","3,290","3,407","2,730","2,521","4,245","2,864","3,056","2,463","2,878","2,605","3,091","2,132","2,850"
2021,7,90,"13,505",766,"1,392","1,317",825,671,464,449,314,"1,008",609,512,541,470,727,452,513,399,438,405,499,314,420
2021,7,100,532,34,48,57,25,16,24,13,13,42,20,28,20,22,41,17,23,15,24,16,14,12,8
2021,8,총,"913,441","110,409","136,085","141,214","57,826","71,996","22,817","14,135","12,920","32,441","20,347","31,569","18,945","17,585","34,241","25,604","44,611","15,603","26,159","21,321","24,414","15,250","17,949"
2021,8,0,"62,085","8,163","9,844","11,181","4,864","6,322","1,155",486,541,"1,253",757,"1,638",946,818,"1,841","1,610","3,973",607,"1,820","1,273","1,456",815,722
2021,8,10,"79,108","11,682","12,492","14,165","4,694","7,593","1,429",878,845,"1,718","1,244","2,668","1,241","1,183","2,427","2,044","4,685",942,"1,946","1,505","1,687","1,074",966
2021,8,20,"86,589","12,201","14,286","16,899","5,803","8,256","1,895","1,009",830,"1,665","1,199","3,045","1,282","1,195","2,395","2,041","4,306",959,"2,070","1,634","1,543","1,017","1,059"
2021,8,30,"85,553","11,696","13,885","16,034","6,932","8,327","1,754",779,738,"1,571","1,125","2,282","1,219","1,130","2,214","2,069","5,389",890,"2,264","1,617","1,711",988,939
2021,8,40,"118,394","17,597","19,351","21,616","7,463","11,224","2,199","1,303","1,248","2,559","1,714","3,877","1,747","1,623","3,431","2,920","6,755","1,336","2,759","2,318","2,500","1,453","1,401"
2021,8,50,"143,965","17,817","22,784","24,407","7,789","13,289","3,662","2,123","2,000","4,355","2,869","5,146","2,775","2,518","5,066","4,006","5,949","2,202","3,739","3,159","3,465","2,158","2,687"
2021,8,60,"139,492","15,630","21,238","17,988","8,244","8,517","4,138","2,479","2,421","6,508","3,801","4,706","3,378","3,189","6,295","4,037","5,663","2,909","4,219","3,547","4,371","2,680","3,534"
2021,8,70,"106,398","9,882","13,407","10,487","6,390","4,534","3,406","2,354","2,205","6,394","3,689","4,239","3,059","2,898","5,545","3,520","4,278","2,868","3,990","3,239","4,054","2,600","3,360"
2021,8,80,"77,742","4,937","7,356","7,064","4,792","3,243","2,687","2,251","1,760","5,357","3,315","3,418","2,734","2,532","4,259","2,883","3,077","2,474","2,890","2,605","3,109","2,142","2,857"
2021,8,90,"13,570",770,"1,393","1,313",828,673,469,459,319,"1,018",613,522,544,477,726,457,513,401,437,408,503,311,416
2021,8,100,545,34,49,60,27,18,23,14,13,43,21,28,20,22,42,17,23,15,25,16,15,12,8
2021,9,총,"912,039","110,252","135,917","141,246","57,835","71,722","22,746","14,077","12,872","32,365","20,263","31,635","18,886","17,501","34,113","25,536","44,806","15,574","26,087","21,249","24,313","15,198","17,846"
2021,9,0,"61,760","8,103","9,790","11,168","4,858","6,283","1,143",489,542,"1,242",745,"1,626",936,802,"1,821","1,598","3,981",599,"1,820","1,262","1,440",804,708
2021,9,10,"78,934","11,666","12,466","14,158","4,686","7,560","1,431",865,840,"1,715","1,229","2,657","1,239","1,174","2,422","2,038","4,696",941,"1,922","1,500","1,679","1,078",972
2021,9,20,"85,733","12,154","14,189","16,830","5,770","8,113","1,842",979,799,"1,629","1,173","3,040","1,258","1,174","2,351","2,000","4,324",947,"2,040","1,603","1,506","1,002","1,010"
2021,9,30,"85,229","11,618","13,810","16,026","6,951","8,303","1,745",777,738,"1,572","1,113","2,281","1,209","1,108","2,184","2,052","5,412",881,"2,255","1,596","1,686",976,936
2021,9,40,"118,109","17,572","19,285","21,609","7,450","11,132","2,202","1,291","1,232","2,547","1,706","3,881","1,738","1,607","3,423","2,904","6,795","1,330","2,755","2,306","2,505","1,441","1,398"
2021,9,50,"143,977","17,782","22,780","24,420","7,819","13,306","3,646","2,124","1,991","4,320","2,858","5,179","2,758","2,518","5,044","4,032","6,023","2,214","3,735","3,156","3,456","2,156","2,660"
2021,9,60,"139,881","15,685","21,361","18,066","8,267","8,540","4,153","2,479","2,430","6,517","3,794","4,750","3,388","3,188","6,291","4,035","5,683","2,904","4,220","3,558","4,359","2,678","3,535"
2021,9,70,"106,227","9,899","13,394","10,498","6,373","4,529","3,392","2,345","2,190","6,374","3,677","4,228","3,054","2,888","5,548","3,512","4,273","2,858","3,971","3,222","4,057","2,591","3,354"
2021,9,80,"77,983","4,962","7,397","7,084","4,795","3,250","2,699","2,245","1,781","5,378","3,337","3,436","2,744","2,538","4,250","2,884","3,092","2,483","2,912","2,613","3,107","2,146","2,850"
2021,9,90,"13,663",777,"1,396","1,327",840,687,470,469,318,"1,026",611,529,542,482,738,465,503,402,432,417,503,314,415
2021,9,100,543,34,49,60,26,19,23,14,11,45,20,28,20,22,41,16,24,15,25,16,15,12,8
2021,10,총,"911,616","110,047","135,783","141,162","57,850","71,731","22,771","14,051","12,884","32,324","20,250","31,678","18,847","17,442","34,039","25,505","45,057","15,594","26,074","21,271","24,255","15,190","17,811"
2021,10,0,"61,354","8,059","9,746","11,099","4,833","6,232","1,138",479,534,"1,230",737,"1,615",931,787,"1,802","1,571","3,973",593,"1,817","1,251","1,427",800,700
2021,10,10,"78,906","11,636","12,428","14,161","4,702","7,547","1,443",865,847,"1,708","1,229","2,658","1,234","1,174","2,418","2,045","4,745",930,"1,913","1,509","1,677","1,072",965
2021,10,20,"85,589","12,088","14,167","16,787","5,750","8,088","1,838",986,798,"1,617","1,180","3,056","1,255","1,175","2,338","2,006","4,376",956,"2,037","1,607","1,489","1,002",993
2021,10,30,"85,077","11,567","13,799","16,013","6,950","8,304","1,735",767,736,"1,574","1,100","2,266","1,199","1,093","2,175","2,038","5,458",880,"2,246","1,591","1,678",979,929
2021,10,40,"117,866","17,497","19,213","21,551","7,473","11,102","2,201","1,284","1,238","2,536","1,696","3,889","1,731","1,598","3,401","2,905","6,830","1,329","2,760","2,314","2,490","1,436","1,392"
2021,10,50,"143,976","17,748","22,769","24,419","7,817","13,346","3,646","2,113","2,000","4,307","2,868","5,197","2,747","2,512","5,033","4,027","6,047","2,220","3,737","3,173","3,450","2,145","2,655"
2021,10,60,"140,228","15,712","21,381","18,132","8,294","8,604","4,171","2,484","2,425","6,522","3,784","4,782","3,384","3,190","6,292","4,049","5,708","2,921","4,224","3,570","4,359","2,688","3,552"
2021,10,70,"106,197","9,957","13,434","10,486","6,368","4,530","3,387","2,340","2,188","6,365","3,662","4,206","3,048","2,883","5,543","3,505","4,295","2,850","3,958","3,202","4,053","2,588","3,349"
2021,10,80,"78,222","4,974","7,419","7,123","4,789","3,261","2,719","2,252","1,787","5,401","3,354","3,451","2,756","2,537","4,258","2,880","3,092","2,495","2,930","2,622","3,115","2,152","2,855"
2021,10,90,"13,688",773,"1,387","1,329",845,696,468,466,320,"1,022",619,534,542,486,743,470,510,404,426,416,502,317,413
2021,10,100,513,36,40,62,29,21,25,15,11,42,21,24,20,7,36,9,23,16,26,16,15,11,8
2021,11,총,"911,187","109,869","135,696","141,037","57,812","71,869","22,752","14,024","12,922","32,267","20,214","31,710","18,801","17,423","33,982","25,476","45,291","15,567","26,045","21,246","24,233","15,179","17,772"
2021,11,0,"61,010","7,988","9,698","11,046","4,789","6,225","1,122",467,538,"1,221",728,"1,615",929,778,"1,785","1,560","3,976",585,"1,816","1,244","1,410",800,690
2021,11,10,"78,842","11,627","12,388","14,157","4,694","7,561","1,441",864,842,"1,698","1,227","2,648","1,230","1,176","2,432","2,031","4,767",924,"1,917","1,510","1,680","1,069",959
2021,11,20,"85,440","12,031","14,119","16,776","5,750","8,072","1,842",979,814,"1,605","1,169","3,056","1,249","1,177","2,322","2,018","4,403",963,"2,021","1,602","1,486","1,001",985
2021,11,30,"84,843","11,510","13,764","15,926","6,908","8,333","1,732",766,738,"1,574","1,085","2,270","1,187","1,090","2,154","2,027","5,511",860,"2,238","1,589","1,676",975,930
2021,11,40,"117,868","17,482","19,213","21,551","7,492","11,120","2,196","1,286","1,242","2,531","1,691","3,881","1,722","1,598","3,392","2,896","6,889","1,335","2,764","2,306","2,473","1,425","1,383"
2021,11,50,"144,002","17,732","22,760","24,368","7,822","13,408","3,639","2,108","2,011","4,303","2,857","5,218","2,750","2,504","5,028","4,028","6,094","2,217","3,730","3,178","3,449","2,150","2,648"
2021,11,60,"140,596","15,732","21,451","18,220","8,321","8,628","4,179","2,491","2,436","6,518","3,797","4,809","3,385","3,193","6,308","4,068","5,725","2,921","4,225","3,571","4,366","2,699","3,553"
2021,11,70,"106,071","9,975","13,457","10,478","6,361","4,542","3,390","2,333","2,179","6,358","3,653","4,185","3,031","2,878","5,531","3,490","4,297","2,842","3,941","3,185","4,051","2,574","3,340"
2021,11,80,"78,346","4,993","7,416","7,131","4,804","3,259","2,721","2,252","1,797","5,397","3,367","3,465","2,758","2,537","4,262","2,880","3,101","2,497","2,942","2,628","3,118","2,156","2,865"
2021,11,90,"13,705",773,"1,396","1,330",843,701,465,466,314,"1,023",619,543,546,486,737,467,506,407,424,418,508,320,413
2021,11,100,464,26,34,54,28,20,25,12,11,39,21,20,14,6,31,11,22,16,27,15,16,10,6
2021,12,총,"910,582","109,781","135,688","140,970","57,820","71,905","22,752","13,995","12,950","32,193","20,154","31,714","18,762","17,394","33,893","25,452","45,354","15,544","26,026","21,159","24,156","15,158","17,762"
2021,12,0,"60,614","7,913","9,641","10,984","4,765","6,219","1,115",461,531,"1,208",724,"1,604",922,775,"1,777","1,553","3,950",584,"1,806","1,216","1,390",789,687
2021,12,10,"78,732","11,632","12,390","14,154","4,685","7,523","1,442",863,846,"1,689","1,214","2,635","1,224","1,167","2,420","2,022","4,785",917,"1,916","1,510","1,675","1,066",957
2021,12,20,"85,327","12,022","14,097","16,761","5,771","8,051","1,855",973,816,"1,593","1,152","3,089","1,245","1,172","2,322","2,013","4,397",968,"2,014","1,568","1,466",998,984
2021,12,30,"84,504","11,444","13,716","15,861","6,876","8,344","1,712",762,735,"1,564","1,077","2,258","1,175","1,085","2,138","2,032","5,527",851,"2,233","1,559","1,664",971,920
2021,12,40,"117,867","17,475","19,186","21,547","7,526","11,109","2,206","1,283","1,251","2,532","1,691","3,871","1,721","1,598","3,387","2,881","6,924","1,330","2,759","2,319","2,465","1,423","1,383"
2021,12,50,"144,094","17,728","22,814","24,375","7,832","13,466","3,644","2,100","2,027","4,285","2,851","5,214","2,747","2,497","5,001","4,027","6,105","2,221","3,733","3,179","3,439","2,156","2,653"
2021,12,60,"140,790","15,746","21,486","18,235","8,359","8,673","4,176","2,499","2,437","6,521","3,795","4,814","3,387","3,193","6,313","4,079","5,737","2,912","4,236","3,560","4,372","2,700","3,560"
2021,12,70,"105,873","10,010","13,467","10,505","6,312","4,536","3,371","2,312","2,166","6,343","3,648","4,167","3,029","2,857","5,505","3,484","4,290","2,818","3,932","3,181","4,043","2,565","3,332"
2021,12,80,"78,573","5,015","7,440","7,166","4,818","3,257","2,738","2,257","1,814","5,387","3,364","3,488","2,755","2,556","4,275","2,880","3,112","2,515","2,951","2,643","3,119","2,156","2,867"
2021,12,90,"13,794",775,"1,417","1,333",851,709,468,474,316,"1,034",622,555,546,489,731,471,510,413,421,412,509,325,413
2021,12,100,414,21,34,49,25,18,25,11,11,37,16,19,11,5,24,10,17,15,25,12,14,9,6
