년도,월,나이,동래구,수민동,복산동,명륜동,온천제1동,온천제2동,온천제3동,사직제1동,사직제2동,사직제3동,안락제1동,안락제2동,명장제1동,명장제2동
2020,6,100,134,17,21,8,26,7,15,2,5,5,6,12,6,4
2020,7,총,"272,554","32,987","10,484","24,849","19,362","15,326","39,040","10,849","28,559","17,821","15,152","28,145","14,677","15,303"
2020,7,0,"20,038","2,686",385,"2,626","1,064",911,"2,615",841,"2,602","1,587",842,"2,004","1,011",864
2020,7,10,"25,197","2,818",672,"3,183","1,127","1,462","2,952","1,029","4,175","1,738","1,025","2,877","1,083","1,056"
2020,7,20,"33,343","4,049","1,176","2,552","2,909","1,785","5,666","1,332","3,268","1,881","1,782","3,299","1,705","1,939"
2020,7,30,"33,917","4,424",937,"3,172","3,180","1,502","5,455","1,418","2,931","2,106","1,758","3,243","1,858","1,933"
2020,7,40,"43,453","5,059","1,341","4,941","3,049","2,171","5,664","1,793","5,723","3,170","2,117","4,467","2,014","1,944"
2020,7,50,"44,955","5,377","1,858","3,604","3,024","2,567","6,676","1,704","4,690","2,633","2,635","4,900","2,511","2,776"
2020,7,60,"40,305","4,818","2,057","2,620","2,600","2,517","5,817","1,417","3,175","2,551","2,806","4,393","2,620","2,914"
2020,7,70,"22,120","2,669","1,370","1,489","1,633","1,601","3,000",915,"1,473","1,567","1,559","2,112","1,346","1,386"
2020,7,80,"8,011",949,586,563,654,695,"1,055",352,448,520,549,747,467,426
2020,7,90,"1,079",121,80,92,96,108,125,46,69,63,72,91,55,61
2020,7,100,136,17,22,7,26,7,15,2,5,5,7,12,7,4
2020,8,총,"272,182","32,869","10,425","24,806","19,354","15,303","39,205","10,848","28,502","17,821","15,112","28,054","14,641","15,242"
2020,8,0,"19,972","2,650",377,"2,625","1,064",898,"2,637",838,"2,596","1,590",846,"1,988","1,004",859
2020,8,10,"25,140","2,809",671,"3,172","1,129","1,456","2,963","1,022","4,168","1,742","1,021","2,861","1,075","1,051"
2020,8,20,"33,125","3,995","1,163","2,537","2,877","1,792","5,660","1,331","3,248","1,876","1,769","3,289","1,678","1,910"
2020,8,30,"33,783","4,404",923,"3,167","3,190","1,484","5,506","1,415","2,887","2,091","1,739","3,220","1,843","1,914"
2020,8,40,"43,431","5,016","1,341","4,927","3,053","2,166","5,677","1,795","5,733","3,196","2,121","4,453","2,010","1,943"
2020,8,50,"44,788","5,375","1,841","3,612","3,002","2,556","6,672","1,685","4,668","2,624","2,618","4,882","2,495","2,758"
2020,8,60,"40,512","4,845","2,055","2,633","2,625","2,533","5,858","1,429","3,209","2,553","2,809","4,396","2,641","2,926"
2020,8,70,"22,165","2,678","1,367","1,474","1,628","1,609","3,029",927,"1,478","1,557","1,562","2,117","1,353","1,386"
2020,8,80,"8,038",956,584,562,663,691,"1,062",357,438,524,547,747,476,431
2020,8,90,"1,091",124,81,90,95,111,126,47,72,63,73,90,59,60
2020,8,100,137,17,22,7,28,7,15,2,5,5,7,11,7,4
2020,9,총,"271,980","32,905","10,394","24,764","19,390","15,271","39,255","10,867","28,422","17,820","15,047","28,002","14,643","15,200"
2020,9,0,"19,882","2,643",377,"2,619","1,068",886,"2,643",830,"2,570","1,583",836,"1,956","1,009",862
2020,9,10,"25,090","2,791",673,"3,171","1,129","1,450","2,947","1,025","4,162","1,750","1,021","2,853","1,075","1,043"
2020,9,20,"33,040","4,007","1,150","2,515","2,871","1,790","5,659","1,338","3,250","1,877","1,750","3,269","1,669","1,895"
2020,9,30,"33,633","4,377",914,"3,150","3,187","1,474","5,498","1,418","2,839","2,090","1,719","3,224","1,839","1,904"
2020,9,40,"43,334","5,026","1,323","4,903","3,065","2,154","5,686","1,794","5,732","3,178","2,105","4,425","2,001","1,942"
2020,9,50,"44,812","5,396","1,852","3,618","3,017","2,546","6,681","1,688","4,649","2,627","2,607","4,881","2,501","2,749"
2020,9,60,"40,655","4,879","2,052","2,631","2,637","2,557","5,880","1,433","3,230","2,564","2,815","4,402","2,649","2,926"
2020,9,70,"22,200","2,681","1,357","1,492","1,629","1,600","3,044",925,"1,468","1,559","1,567","2,139","1,353","1,386"
2020,9,80,"8,102",961,592,564,666,695,"1,074",366,446,526,550,752,482,428
2020,9,90,"1,096",127,82,94,93,112,128,48,71,61,71,90,58,61
2020,9,100,136,17,22,7,28,7,15,2,5,5,6,11,7,4
2020,10,총,"271,633","32,978","10,309","24,675","19,412","15,248","39,247","10,866","28,377","17,799","15,027","27,937","14,581","15,177"
2020,10,0,"19,782","2,660",378,"2,614","1,068",881,"2,634",822,"2,553","1,565",817,"1,922","1,000",868
2020,10,10,"25,060","2,792",666,"3,167","1,123","1,452","2,916","1,029","4,178","1,773","1,010","2,852","1,066","1,036"
2020,10,20,"32,981","4,011","1,135","2,492","2,899","1,783","5,660","1,331","3,238","1,870","1,751","3,264","1,661","1,886"
2020,10,30,"33,422","4,386",902,"3,120","3,175","1,461","5,492","1,411","2,819","2,054","1,695","3,192","1,819","1,896"
2020,10,40,"43,296","5,043","1,305","4,907","3,046","2,140","5,708","1,787","5,740","3,196","2,092","4,408","1,991","1,933"
2020,10,50,"44,691","5,369","1,831","3,613","3,021","2,552","6,667","1,696","4,632","2,609","2,621","4,864","2,484","2,732"
2020,10,60,"40,799","4,917","2,049","2,598","2,658","2,555","5,908","1,442","3,243","2,581","2,827","4,421","2,655","2,945"
2020,10,70,"22,225","2,683","1,348","1,499","1,628","1,602","3,041",922,"1,453","1,561","1,585","2,159","1,359","1,385"
2020,10,80,"8,151",971,592,565,674,704,"1,081",377,446,524,553,753,480,431
2020,10,90,"1,090",129,81,93,92,111,125,47,70,61,70,91,59,61
2020,10,100,136,17,22,7,28,7,15,2,5,5,6,11,7,4
2020,11,총,"271,187","32,978","10,256","24,679","19,394","15,217","39,223","10,819","28,304","17,776","14,945","27,901","14,543","15,152"
2020,11,0,"19,733","2,658",366,"2,618","1,047",882,"2,632",821,"2,563","1,546",809,"1,917","1,014",860
2020,11,10,"24,987","2,784",660,"3,162","1,128","1,449","2,904","1,032","4,162","1,792",993,"2,844","1,050","1,027"
2020,11,20,"32,891","3,991","1,139","2,493","2,910","1,775","5,656","1,308","3,228","1,866","1,729","3,258","1,652","1,886"
2020,11,30,"33,203","4,377",901,"3,106","3,143","1,462","5,447","1,407","2,790","2,022","1,677","3,164","1,829","1,878"
2020,11,40,"43,232","5,035","1,279","4,930","3,029","2,146","5,705","1,768","5,731","3,218","2,086","4,400","1,975","1,930"
2020,11,50,"44,534","5,376","1,817","3,606","3,011","2,532","6,655","1,688","4,620","2,585","2,595","4,854","2,463","2,732"
2020,11,60,"40,917","4,935","2,057","2,592","2,693","2,546","5,936","1,444","3,236","2,595","2,842","4,435","2,650","2,956"
2020,11,70,"22,279","2,690","1,347","1,503","1,635","1,594","3,057",925,"1,450","1,564","1,587","2,172","1,365","1,390"
2020,11,80,"8,191",981,589,570,678,712,"1,092",378,451,520,552,756,483,429
2020,11,90,"1,083",133,79,92,92,112,124,46,68,63,69,90,55,60
2020,11,100,137,18,22,7,28,7,15,2,5,5,6,11,7,4
2020,12,총,"270,745","33,017","10,175","24,678","19,427","15,191","39,185","10,787","28,203","17,707","14,945","27,825","14,511","15,094"
2020,12,0,"19,635","2,643",351,"2,627","1,036",886,"2,617",816,"2,566","1,539",813,"1,902",997,842
2020,12,10,"24,970","2,781",654,"3,167","1,147","1,451","2,911","1,019","4,145","1,790",993,"2,823","1,054","1,035"
2020,12,20,"32,682","3,975","1,125","2,480","2,914","1,757","5,617","1,302","3,193","1,845","1,731","3,244","1,633","1,866"
2020,12,30,"33,078","4,386",906,"3,102","3,110","1,454","5,416","1,413","2,785","2,009","1,690","3,143","1,815","1,849"
2020,12,40,"43,184","5,041","1,263","4,933","3,048","2,159","5,695","1,764","5,714","3,207","2,075","4,381","1,961","1,943"
2020,12,50,"44,392","5,388","1,797","3,587","3,017","2,501","6,654","1,673","4,597","2,571","2,592","4,831","2,470","2,714"
2020,12,60,"41,028","4,956","2,053","2,606","2,701","2,551","5,981","1,452","3,233","2,597","2,829","4,461","2,660","2,948"
2020,12,70,"22,291","2,695","1,330","1,499","1,645","1,598","3,061",919,"1,444","1,558","1,597","2,172","1,372","1,401"
2020,12,80,"8,253",998,592,578,685,719,"1,092",383,450,521,549,764,490,432
2020,12,90,"1,093",135,82,92,96,108,125,44,71,65,70,93,52,60
2020,12,100,139,19,22,7,28,7,16,2,5,5,6,11,7,4
2021,1,총,"270,695","32,977","10,128","24,893","19,493","15,154","39,208","10,769","28,098","17,719","14,945","27,776","14,467","15,068"
2021,1,0,"19,553","2,619",350,"2,654","1,015",884,"2,618",804,"2,566","1,533",799,"1,882",989,840
2021,1,10,"24,981","2,785",652,"3,192","1,144","1,441","2,900","1,020","4,138","1,795",996,"2,830","1,049","1,039"
2021,1,20,"32,565","3,958","1,109","2,490","2,946","1,746","5,614","1,286","3,154","1,833","1,727","3,228","1,623","1,851"
2021,1,30,"32,963","4,354",893,"3,119","3,132","1,457","5,417","1,403","2,755","2,002","1,697","3,098","1,786","1,850"
2021,1,40,"43,145","5,032","1,245","4,998","3,028","2,141","5,671","1,770","5,692","3,239","2,069","4,370","1,950","1,940"
2021,1,50,"44,329","5,373","1,789","3,618","3,033","2,497","6,647","1,676","4,583","2,563","2,577","4,833","2,458","2,682"
2021,1,60,"41,242","4,982","2,052","2,641","2,718","2,552","6,019","1,465","3,234","2,594","2,842","4,488","2,675","2,980"
2021,1,70,"22,334","2,704","1,338","1,500","1,657","1,596","3,074",913,"1,445","1,565","1,607","2,174","1,375","1,386"
2021,1,80,"8,336","1,013",595,585,695,722,"1,104",385,457,523,552,767,501,437
2021,1,90,"1,108",138,83,89,97,111,128,45,69,67,73,95,54,59
2021,1,100,139,19,22,7,28,7,16,2,5,5,6,11,7,4
2021,2,총,"270,678","33,043","10,065","25,036","19,556","15,145","39,135","10,793","28,061","17,669","14,915","27,761","14,465","15,034"
2021,2,0,"19,536","2,600",343,"2,662","1,016",873,"2,601",820,"2,599","1,529",800,"1,873",986,834
2021,2,10,"24,898","2,795",637,"3,216","1,138","1,441","2,884","1,010","4,097","1,790",968,"2,828","1,056","1,038"
2021,2,20,"32,420","3,941","1,109","2,518","2,973","1,747","5,548","1,289","3,124","1,800","1,739","3,191","1,617","1,824"
2021,2,30,"32,818","4,358",878,"3,092","3,134","1,440","5,399","1,396","2,745","1,983","1,690","3,090","1,770","1,843"
2021,2,40,"43,288","5,065","1,237","5,073","3,062","2,141","5,680","1,779","5,694","3,256","2,056","4,361","1,955","1,929"
2021,2,50,"44,251","5,381","1,779","3,632","3,034","2,485","6,632","1,672","4,560","2,552","2,562","4,833","2,447","2,682"
2021,2,60,"41,372","4,993","2,059","2,646","2,716","2,564","6,032","1,478","3,254","2,588","2,857","4,519","2,688","2,978"
2021,2,70,"22,415","2,731","1,320","1,513","1,661","1,603","3,098",912,"1,446","1,563","1,606","2,182","1,381","1,399"
2021,2,80,"8,430","1,023",594,590,697,734,"1,116",390,468,536,558,773,506,445
2021,2,90,"1,109",137,87,87,97,110,129,45,69,67,73,99,52,57
2021,2,100,141,19,22,7,28,7,16,2,5,5,6,12,7,5
2021,3,총,"269,497","32,918","9,993","24,940","19,479","15,049","39,042","10,785","27,934","17,490","14,852","27,617","14,426","14,972"
2021,3,0,"19,413","2,585",334,"2,662","1,020",868,"2,595",817,"2,574","1,510",790,"1,854",979,825
2021,3,10,"24,815","2,796",637,"3,230","1,131","1,414","2,881","1,009","4,079","1,786",970,"2,799","1,050","1,033"
2021,3,20,"32,341","3,922","1,102","2,484","3,061","1,747","5,533","1,275","3,112","1,779","1,730","3,184","1,609","1,803"
2021,3,30,"32,628","4,325",875,"3,062","3,155","1,423","5,372","1,378","2,724","1,947","1,695","3,059","1,769","1,844"
2021,3,40,"43,096","5,057","1,227","5,088","3,048","2,121","5,665","1,775","5,649","3,208","2,039","4,351","1,949","1,919"
2021,3,50,"43,968","5,359","1,751","3,619","3,005","2,454","6,605","1,678","4,555","2,552","2,536","4,792","2,435","2,627"
2021,3,60,"41,334","5,000","2,043","2,639","2,670","2,575","6,025","1,494","3,264","2,570","2,845","4,515","2,684","3,010"
2021,3,70,"22,329","2,700","1,320","1,488","1,618","1,597","3,114",917,"1,442","1,547","1,609","2,181","1,390","1,406"
2021,3,80,"8,438","1,037",594,589,684,729,"1,123",394,467,528,564,777,506,446
2021,3,90,"1,065",133,87,78,80,114,123,46,67,63,68,98,52,56
2021,3,100,70,4,23,1,7,7,6,2,1,0,6,7,3,3
2021,4,총,"268,996","32,859","9,927","24,898","19,565","14,999","38,975","10,742","27,866","17,457","14,809","27,549","14,414","14,936"
2021,4,0,"19,262","2,567",331,"2,634","1,024",844,"2,571",811,"2,553","1,501",782,"1,836",990,818
2021,4,10,"24,773","2,806",633,"3,225","1,132","1,416","2,872","1,005","4,064","1,791",963,"2,796","1,040","1,030"
2021,4,20,"32,243","3,894","1,083","2,480","3,092","1,738","5,495","1,267","3,123","1,780","1,718","3,156","1,613","1,804"
2021,4,30,"32,518","4,319",873,"3,037","3,196","1,389","5,369","1,369","2,694","1,928","1,685","3,067","1,762","1,830"
2021,4,40,"42,967","5,038","1,210","5,081","3,047","2,121","5,651","1,771","5,639","3,194","2,027","4,339","1,934","1,915"
2021,4,50,"43,813","5,312","1,725","3,627","3,004","2,447","6,587","1,667","4,545","2,554","2,532","4,767","2,436","2,610"
2021,4,60,"41,406","5,026","2,049","2,644","2,673","2,582","6,050","1,488","3,267","2,563","2,855","4,510","2,674","3,025"
2021,4,70,"22,352","2,704","1,314","1,490","1,612","1,595","3,127",914,"1,438","1,557","1,614","2,190","1,403","1,394"
2021,4,80,"8,528","1,056",598,600,697,746,"1,124",403,476,529,559,785,507,448
2021,4,90,"1,061",133,88,79,80,113,123,45,66,60,68,96,51,59
2021,4,100,73,4,23,1,8,8,6,2,1,0,6,7,4,3
2021,5,총,"268,616","32,857","9,851","24,958","19,615","14,964","38,859","10,694","27,817","17,461","14,804","27,456","14,334","14,946"
2021,5,0,"19,186","2,574",324,"2,624","1,017",833,"2,569",812,"2,530","1,493",782,"1,824",981,823
2021,5,10,"24,708","2,802",630,"3,247","1,119","1,409","2,847",999,"4,057","1,793",958,"2,794","1,035","1,018"
2021,5,20,"32,112","3,881","1,067","2,493","3,107","1,744","5,443","1,254","3,115","1,799","1,707","3,132","1,580","1,790"
2021,5,30,"32,391","4,290",862,"3,002","3,230","1,376","5,356","1,348","2,687","1,923","1,675","3,040","1,754","1,848"
2021,5,40,"42,801","5,040","1,200","5,083","3,036","2,115","5,614","1,761","5,622","3,172","2,010","4,309","1,926","1,913"
2021,5,50,"43,711","5,291","1,713","3,654","3,019","2,450","6,570","1,673","4,523","2,556","2,524","4,743","2,412","2,583"
2021,5,60,"41,555","5,056","2,029","2,658","2,674","2,588","6,069","1,486","3,289","2,566","2,893","4,518","2,671","3,058"
2021,5,70,"22,431","2,728","1,317","1,501","1,618","1,580","3,131",912,"1,446","1,566","1,613","2,203","1,415","1,401"
2021,5,80,"8,577","1,055",600,614,707,746,"1,130",403,480,532,564,788,507,451
2021,5,90,"1,071",136,86,81,80,115,124,44,67,61,72,98,49,58
2021,5,100,73,4,23,1,8,8,6,2,1,0,6,7,4,3
2021,6,총,"268,391","32,866","9,786","24,915","19,713","14,933","38,824","10,678","27,785","17,428","14,759","27,434","14,350","14,920"
2021,6,0,"19,127","2,567",330,"2,601","1,014",831,"2,560",801,"2,538","1,482",787,"1,815",984,817
2021,6,10,"24,689","2,808",619,"3,270","1,135","1,405","2,832",997,"4,031","1,789",959,"2,794","1,043","1,007"
2021,6,20,"32,023","3,865","1,045","2,474","3,164","1,732","5,431","1,242","3,117","1,807","1,674","3,112","1,572","1,788"
2021,6,30,"32,264","4,276",863,"2,971","3,262","1,363","5,316","1,346","2,681","1,891","1,673","3,025","1,750","1,847"
2021,6,40,"42,788","5,052","1,183","5,075","3,031","2,109","5,624","1,766","5,601","3,177","2,001","4,305","1,949","1,915"
2021,6,50,"43,600","5,296","1,710","3,648","3,018","2,456","6,535","1,664","4,520","2,562","2,504","4,725","2,399","2,563"
2021,6,60,"41,680","5,065","2,028","2,674","2,677","2,591","6,117","1,498","3,298","2,563","2,904","4,545","2,664","3,056"
2021,6,70,"22,451","2,739","1,311","1,505","1,616","1,582","3,132",910,"1,447","1,565","1,606","2,207","1,424","1,407"
2021,6,80,"8,633","1,061",593,615,711,740,"1,143",407,484,532,576,801,509,461
2021,6,90,"1,064",133,81,81,77,116,128,45,67,60,69,98,52,57
2021,6,100,72,4,23,1,8,8,6,2,1,0,6,7,4,2
2021,7,총,"267,994","32,809","9,753","24,901","19,788","14,853","38,704","10,676","27,715","17,440","14,743","27,390","14,295","14,927"
2021,7,0,"19,030","2,558",324,"2,572","1,022",812,"2,539",799,"2,528","1,484",785,"1,803",985,819
2021,7,10,"24,663","2,792",609,"3,292","1,125","1,401","2,839","1,005","4,022","1,789",958,"2,789","1,031","1,011"
2021,7,20,"31,898","3,849","1,048","2,458","3,194","1,725","5,371","1,242","3,113","1,815","1,651","3,092","1,561","1,779"
2021,7,30,"32,099","4,256",854,"2,957","3,295","1,351","5,252","1,334","2,656","1,880","1,675","3,010","1,728","1,851"
2021,7,40,"42,678","5,048","1,178","5,070","3,020","2,078","5,610","1,765","5,581","3,176","1,997","4,299","1,946","1,910"
2021,7,50,"43,517","5,270","1,706","3,645","3,023","2,436","6,546","1,657","4,524","2,573","2,501","4,707","2,387","2,542"
2021,7,60,"41,808","5,099","2,032","2,700","2,685","2,606","6,126","1,503","3,297","2,573","2,901","4,560","2,661","3,065"
2021,7,70,"22,492","2,737","1,311","1,508","1,621","1,577","3,139",916,"1,445","1,562","1,611","2,215","1,428","1,422"
2021,7,80,"8,670","1,063",586,616,720,744,"1,145",408,482,529,588,809,511,469
2021,7,90,"1,069",134,83,82,75,116,131,45,66,59,70,98,53,57
2021,7,100,70,3,22,1,8,7,6,2,1,0,6,8,4,2
2021,8,총,"267,672","32,743","9,708","24,904","19,821","14,810","38,636","10,672","27,683","17,483","14,704","27,313","14,271","14,924"
2021,8,0,"18,917","2,543",321,"2,561","1,019",805,"2,522",798,"2,511","1,477",779,"1,779",977,825
2021,8,10,"24,633","2,791",605,"3,290","1,120","1,398","2,823","1,005","4,019","1,807",950,"2,786","1,036","1,003"
2021,8,20,"31,752","3,820","1,030","2,464","3,204","1,698","5,356","1,238","3,094","1,798","1,660","3,071","1,547","1,772"
2021,8,30,"31,989","4,227",848,"2,932","3,304","1,350","5,215","1,329","2,653","1,886","1,670","2,998","1,722","1,855"
2021,8,40,"42,545","5,046","1,175","5,065","3,028","2,067","5,597","1,752","5,554","3,190","1,984","4,263","1,931","1,893"
2021,8,50,"43,509","5,270","1,702","3,647","3,021","2,444","6,533","1,658","4,553","2,582","2,475","4,698","2,392","2,534"
2021,8,60,"41,892","5,103","2,026","2,722","2,691","2,602","6,144","1,515","3,289","2,579","2,902","4,575","2,663","3,081"
2021,8,70,"22,570","2,736","1,308","1,523","1,632","1,582","3,153",913,"1,462","1,559","1,606","2,232","1,432","1,432"
2021,8,80,"8,719","1,069",590,617,720,742,"1,148",417,481,546,602,804,515,468
2021,8,90,"1,077",135,81,82,74,115,140,45,66,59,69,99,52,60
2021,8,100,69,3,22,1,8,7,5,2,1,0,7,8,4,1
2021,9,총,"267,425","32,672","9,668","24,875","19,881","14,776","38,624","10,654","27,604","17,527","14,686","27,302","14,235","14,921"
