년도,월,나이,대구광역시 수성구,대구광역시 수성구 범어1동,대구광역시 수성구 범어2동,대구광역시 수성구 범어3동,대구광역시 수성구 범어4동,대구광역시 수성구 만촌1동,대구광역시 수성구 만촌2동,대구광역시 수성구 만촌3동,대구광역시 수성구 수성1가동,대구광역시 수성구 수성2.3가동,대구광역시 수성구 수성4가동,대구광역시 수성구 황금1동,대구광역시 수성구 황금2동,대구광역시 수성구 중동,대구광역시 수성구 상동,대구광역시 수성구 파동,대구광역시 수성구 두산동,대구광역시 수성구 지산1동,대구광역시 수성구 지산2동,대구광역시 수성구 범물1동,대구광역시 수성구 범물2동,대구광역시 수성구 고산1동,대구광역시 수성구 고산2동,대구광역시 수성구 고산3동
2021,2,70,"16,329",627,518,423,489,969,455,577,987,509,707,663,533,535,830,699,451,"1,213",801,933,548,848,933,"1,081"
2021,2,80,"8,987",312,264,202,239,524,284,262,538,221,404,382,236,265,461,353,217,646,529,567,307,534,529,711
2021,2,90,"1,448",41,33,36,39,81,39,42,82,28,57,72,36,48,96,72,46,117,61,89,60,79,95,99
2021,2,100,73,5,2,5,1,2,1,1,4,4,6,4,0,3,5,8,2,6,1,2,3,3,4,1
2021,3,총,"218,173","8,440","8,174","8,554","10,152","11,807","5,700","9,598","10,017","6,291","8,042","12,565","5,754","5,652","8,740","6,666","7,277","11,775","10,075","6,316","8,921","16,153","13,922","17,582"
2021,3,0,"14,325",663,539,970,794,852,261,566,657,522,420,"1,014",270,338,473,490,436,465,523,175,646,"1,067",997,"1,187"
2021,3,10,"23,937","1,076",862,"1,032","2,091","1,177",492,"1,355","1,206",857,737,"2,012",430,343,640,446,575,808,894,322,885,"2,288","1,434","1,975"
2021,3,20,"25,336",964,"1,132","1,019",867,"1,318",834,"1,018","1,021",598,"1,001","1,236",897,702,"1,014",541,"1,012","1,525","1,190",607,946,"1,996","1,676","2,222"
2021,3,30,"21,744",895,"1,059","1,161",780,"1,201",539,759,817,615,751,"1,088",650,715,983,753,942,"1,079",968,453,909,"1,440","1,453","1,734"
2021,3,40,"39,320","1,539","1,458","1,728","2,749","1,987",915,"2,539","1,739","1,264","1,226","2,680",903,893,"1,284",994,"1,214","1,695","1,553",659,"1,557","3,159","2,433","3,152"
2021,3,50,"38,710","1,427","1,366","1,289","1,345","2,099","1,066","1,586","1,665",889,"1,578","2,106",963,955,"1,508","1,090","1,423","2,277","1,965","1,199","1,695","3,042","2,607","3,570"
2021,3,60,"27,907",900,945,684,756,"1,592",815,888,"1,296",781,"1,159","1,300",828,863,"1,442","1,219",960,"1,939","1,587","1,300","1,356","1,691","1,758","1,848"
2021,3,70,"16,341",618,512,427,490,968,454,579,993,507,702,668,542,530,832,701,450,"1,227",803,933,553,846,927,"1,079"
2021,3,80,"9,027",312,264,205,239,528,284,266,536,224,410,381,236,263,458,353,221,642,528,581,310,539,534,713
2021,3,90,"1,464",41,35,36,40,83,39,41,84,32,54,76,35,47,101,71,42,115,63,86,61,82,99,101
2021,3,100,62,5,2,3,1,2,1,1,3,2,4,4,0,3,5,8,2,3,1,1,3,3,4,1
2021,4,총,"217,764","8,563","8,128","8,562","10,167","11,787","5,658","9,571","9,979","6,261","8,011","12,542","5,724","5,640","8,694","6,668","7,277","11,749","10,058","6,308","8,904","16,097","13,876","17,540"
2021,4,0,"14,267",716,539,963,783,845,247,563,649,514,410,"1,004",267,340,471,493,436,458,520,172,646,"1,067",996,"1,168"
2021,4,10,"23,792","1,099",847,"1,037","2,094","1,176",491,"1,349","1,180",848,732,"2,007",425,337,627,443,569,799,891,318,876,"2,274","1,415","1,958"
2021,4,20,"25,312",959,"1,125","1,019",874,"1,317",830,"1,010","1,031",600,999,"1,234",898,705,"1,002",535,"1,015","1,527","1,185",611,949,"1,979","1,678","2,230"
2021,4,30,"21,683",950,"1,049","1,150",776,"1,201",536,745,812,611,745,"1,080",644,705,973,754,938,"1,082",964,451,904,"1,440","1,445","1,728"
2021,4,40,"39,152","1,563","1,448","1,749","2,761","1,973",908,"2,531","1,717","1,245","1,214","2,680",894,887,"1,281",991,"1,212","1,674","1,542",663,"1,553","3,122","2,411","3,133"
2021,4,50,"38,650","1,418","1,364","1,291","1,342","2,098","1,058","1,593","1,669",900,"1,578","2,095",954,949,"1,496","1,099","1,423","2,280","1,964","1,187","1,687","3,046","2,601","3,558"
2021,4,60,"28,005",888,944,682,768,"1,598",813,891,"1,302",777,"1,168","1,315",826,874,"1,447","1,219",965,"1,941","1,594","1,306","1,355","1,704","1,762","1,866"
2021,4,70,"16,309",618,514,426,481,972,456,576,989,504,696,665,543,528,828,699,453,"1,224",801,927,562,849,927,"1,071"
2021,4,80,"9,062",306,262,208,245,525,280,270,545,226,410,384,239,265,460,355,222,642,529,583,309,537,538,722
2021,4,90,"1,471",41,34,35,42,80,38,42,82,34,55,74,34,47,104,72,42,119,67,88,61,76,99,105
2021,4,100,61,5,2,2,1,2,1,1,3,2,4,4,0,3,5,8,2,3,1,2,2,3,4,1
2021,5,총,"217,247","8,648","8,111","8,524","10,192","11,782","5,631","9,561","9,933","6,245","7,998","12,523","5,724","5,600","8,648","6,609","7,292","11,699","10,046","6,296","8,905","16,016","13,809","17,455"
2021,5,0,"14,198",746,530,964,782,835,246,563,639,504,407,"1,004",269,332,462,491,436,452,517,171,647,"1,065",980,"1,156"
2021,5,10,"23,673","1,104",852,"1,033","2,099","1,168",478,"1,338","1,176",842,730,"1,996",425,337,623,445,572,793,888,314,870,"2,236","1,414","1,940"
2021,5,20,"25,273",968,"1,113","1,009",884,"1,322",834,"1,025","1,026",610,996,"1,230",908,691,"1,005",534,"1,019","1,513","1,180",603,954,"1,977","1,657","2,215"
2021,5,30,"21,572",976,"1,040","1,148",774,"1,194",530,743,801,603,745,"1,067",635,695,959,747,940,"1,064",953,456,903,"1,438","1,433","1,728"
2021,5,40,"38,902","1,575","1,447","1,734","2,768","1,963",900,"2,508","1,714","1,237","1,208","2,654",890,882,"1,273",972,"1,212","1,669","1,533",658,"1,552","3,082","2,385","3,086"
2021,5,50,"38,638","1,424","1,364","1,287","1,344","2,115","1,053","1,601","1,670",898,"1,581","2,117",955,947,"1,494","1,091","1,418","2,268","1,957","1,179","1,682","3,045","2,605","3,543"
2021,5,60,"28,080",882,945,687,770,"1,592",817,897,"1,293",780,"1,163","1,325",829,880,"1,442","1,205",968,"1,958","1,609","1,306","1,366","1,707","1,771","1,888"
2021,5,70,"16,332",620,520,422,482,979,453,573,987,506,699,669,540,524,830,702,458,"1,218",811,933,564,848,919,"1,075"
2021,5,80,"9,053",308,260,206,246,528,281,272,541,230,412,382,241,264,455,352,225,643,528,585,308,534,539,713
2021,5,90,"1,471",40,38,32,42,82,38,40,83,33,56,75,32,45,105,67,41,118,69,88,56,81,100,110
2021,5,100,55,5,2,2,1,4,1,1,3,2,1,4,0,3,0,3,3,3,1,3,3,3,6,1
2021,6,총,"216,784","8,890","8,061","8,512","10,182","11,755","5,576","9,547","9,837","6,218","7,980","12,513","5,702","5,546","8,573","6,609","7,220","11,675","10,009","6,258","8,901","15,954","13,853","17,413"
2021,6,0,"14,196",807,524,958,771,841,241,566,634,503,406,993,268,332,457,486,426,445,515,172,647,"1,051","1,001","1,152"
2021,6,10,"23,573","1,123",840,"1,034","2,097","1,161",470,"1,342","1,173",838,723,"1,995",427,335,619,443,566,785,877,307,866,"2,212","1,417","1,923"
2021,6,20,"25,199",971,"1,110","1,006",885,"1,322",836,"1,009","1,020",613,993,"1,234",893,687,993,540,"1,006","1,502","1,177",600,955,"1,984","1,664","2,199"
2021,6,30,"21,525","1,044","1,034","1,132",755,"1,188",515,738,810,590,747,"1,060",639,685,939,743,935,"1,070",949,445,899,"1,421","1,457","1,730"
2021,6,40,"38,765","1,629","1,442","1,735","2,788","1,951",889,"2,508","1,682","1,233","1,200","2,639",893,872,"1,270",968,"1,184","1,651","1,517",650,"1,551","3,052","2,396","3,065"
2021,6,50,"38,525","1,445","1,354","1,294","1,347","2,110","1,043","1,603","1,658",893,"1,575","2,127",942,936,"1,481","1,086","1,418","2,273","1,961","1,165","1,672","3,034","2,578","3,530"
2021,6,60,"28,139",888,944,687,776,"1,603",817,900,"1,269",778,"1,169","1,334",834,869,"1,434","1,218",956,"1,965","1,603","1,300","1,374","1,740","1,770","1,911"
2021,6,70,"16,296",623,517,425,478,963,454,568,972,503,697,666,539,520,827,702,462,"1,215",816,939,569,844,917,"1,080"
2021,6,80,"9,068",316,257,208,244,533,274,274,534,234,414,386,237,265,448,353,226,651,526,589,308,533,546,712
2021,6,90,"1,449",38,37,31,41,79,36,38,83,32,55,75,30,44,105,66,39,115,68,88,57,81,101,110
2021,6,100,49,6,2,2,0,4,1,1,2,1,1,4,0,1,0,4,2,3,0,3,3,2,6,1
2021,7,총,"216,813","8,974","8,043","8,506","10,179","11,744","5,556","9,520","9,804","6,224","7,974","12,497","5,708","5,521","8,497","6,591","7,219","11,628","10,015","6,253","8,896","15,903","14,214","17,347"
2021,7,0,"14,167",825,515,951,775,827,238,554,626,496,401,987,268,328,453,487,425,439,514,174,642,"1,033","1,082","1,127"
2021,7,10,"23,563","1,125",848,"1,035","2,096","1,158",464,"1,342","1,160",842,728,"2,005",426,331,609,443,562,787,873,306,868,"2,211","1,428","1,916"
2021,7,20,"25,103",979,"1,094","1,002",889,"1,322",831,"1,008","1,020",618,992,"1,225",885,683,978,528,999,"1,485","1,184",598,948,"1,968","1,691","2,176"
2021,7,30,"21,569","1,060","1,028","1,124",744,"1,178",513,729,797,582,747,"1,048",651,679,930,745,943,"1,072",936,442,901,"1,419","1,586","1,715"
2021,7,40,"38,727","1,656","1,456","1,737","2,785","1,947",875,"2,500","1,674","1,233","1,199","2,633",893,867,"1,268",966,"1,167","1,630","1,527",651,"1,548","3,035","2,441","3,039"
2021,7,50,"38,531","1,448","1,353","1,300","1,351","2,123","1,048","1,612","1,663",899,"1,565","2,125",939,935,"1,458","1,083","1,423","2,259","1,959","1,161","1,670","3,024","2,607","3,526"
2021,7,60,"28,286",901,941,696,778,"1,604",824,894,"1,273",786,"1,170","1,347",836,874,"1,433","1,218",968,"1,971","1,606","1,298","1,384","1,757","1,788","1,939"
2021,7,70,"16,299",621,512,422,473,965,452,571,969,499,700,661,542,517,822,698,464,"1,212",817,947,570,843,935,"1,087"
2021,7,80,"9,058",312,256,207,244,541,274,270,534,238,418,388,237,261,442,353,225,656,530,585,304,528,547,708
2021,7,90,"1,460",41,38,30,44,75,36,39,86,30,53,74,31,45,104,66,41,114,69,88,58,83,102,113
2021,7,100,50,6,2,2,0,4,1,1,2,1,1,4,0,1,0,4,2,3,0,3,3,2,7,1
2021,8,총,"216,717","8,977","8,016","8,485","10,193","11,721","5,559","9,490","9,787","6,186","7,952","12,510","5,707","5,521","8,458","6,582","7,216","11,612","9,987","6,238","8,891","15,874","14,405","17,350"
2021,8,0,"14,135",837,504,948,768,826,239,554,625,487,398,990,267,327,443,484,418,434,512,171,640,"1,031","1,112","1,120"
2021,8,10,"23,520","1,123",851,"1,046","2,095","1,143",464,"1,338","1,158",839,723,"2,014",415,330,610,441,555,782,861,303,868,"2,204","1,452","1,905"
2021,8,20,"24,970",956,"1,090",977,901,"1,314",827,"1,000","1,011",609,988,"1,216",894,673,974,529,"1,006","1,483","1,172",593,943,"1,949","1,692","2,173"
2021,8,30,"21,554","1,069","1,023","1,126",743,"1,170",514,718,793,570,741,"1,036",653,685,920,732,944,"1,062",936,439,897,"1,429","1,643","1,711"
2021,8,40,"38,559","1,661","1,449","1,735","2,782","1,930",862,"2,478","1,656","1,232","1,192","2,637",884,861,"1,268",968,"1,172","1,621","1,513",646,"1,537","2,997","2,465","3,013"
2021,8,50,"38,658","1,455","1,353","1,297","1,367","2,129","1,058","1,622","1,668",894,"1,568","2,133",948,937,"1,447","1,087","1,426","2,265","1,957","1,159","1,678","3,038","2,627","3,545"
2021,8,60,"28,359",890,934,694,776,"1,622",830,894,"1,279",786,"1,166","1,347",838,884,"1,430","1,216",965,"1,975","1,612","1,295","1,391","1,765","1,807","1,963"
2021,8,70,"16,346",631,519,426,472,959,454,574,970,494,696,672,543,514,821,701,462,"1,207",820,954,573,844,948,"1,092"
2021,8,80,"9,096",309,253,204,243,548,273,272,537,241,422,388,234,265,444,355,226,667,532,587,304,530,550,712
2021,8,90,"1,472",40,38,30,46,76,37,39,88,33,57,73,31,44,101,66,40,113,72,88,58,85,102,115
2021,8,100,48,6,2,2,0,4,1,1,2,1,1,4,0,1,0,3,2,3,0,3,2,2,7,1
2021,9,총,"216,624","8,992","8,028","8,487","10,183","11,736","5,557","9,489","9,767","6,160","7,930","12,491","5,721","5,528","8,441","6,562","7,216","11,587","9,974","6,225","8,896","15,878","14,471","17,305"
2021,9,0,"14,086",837,501,946,772,821,243,550,623,483,396,986,265,329,442,484,420,427,504,172,636,"1,019","1,109","1,121"
2021,9,10,"23,474","1,130",854,"1,056","2,084","1,142",460,"1,341","1,155",826,722,"1,995",414,328,610,437,549,782,860,300,870,"2,211","1,452","1,896"
2021,9,20,"24,911",958,"1,094",972,898,"1,315",830,"1,002",998,608,972,"1,230",896,676,964,526,"1,007","1,468","1,169",590,944,"1,936","1,702","2,156"
2021,9,30,"21,528","1,073","1,027","1,123",740,"1,174",510,712,792,568,735,"1,028",665,680,920,720,938,"1,062",930,432,905,"1,433","1,651","1,710"
2021,9,40,"38,426","1,672","1,426","1,733","2,771","1,930",855,"2,465","1,646","1,224","1,192","2,626",883,865,"1,267",958,"1,171","1,616","1,508",639,"1,525","2,995","2,466","2,993"
2021,9,50,"38,696","1,451","1,367","1,303","1,388","2,122","1,063","1,641","1,662",896,"1,564","2,138",944,928,"1,443","1,097","1,433","2,267","1,956","1,151","1,673","3,033","2,643","3,533"
2021,9,60,"28,417",888,936,692,776,"1,629",822,893,"1,290",784,"1,168","1,350",837,885,"1,427","1,213",961,"1,966","1,620","1,306","1,400","1,779","1,827","1,968"
2021,9,70,"16,389",629,523,422,466,966,458,574,969,491,696,673,546,526,825,700,464,"1,212",821,949,573,856,956,"1,094"
2021,9,80,"9,155",307,256,207,243,555,277,268,540,246,424,386,239,265,444,359,228,670,533,594,312,530,554,718
2021,9,90,"1,491",41,42,31,45,78,38,42,90,33,59,74,32,45,99,64,43,114,73,89,56,84,104,115
2021,9,100,51,6,2,2,0,4,1,1,2,1,2,5,0,1,0,4,2,3,0,3,2,2,7,1
2021,10,총,"216,259","8,928","8,026","8,461","10,207","11,710","5,553","9,469","9,753","6,145","7,903","12,476","5,692","5,512","8,416","6,564","7,214","11,541","9,955","6,213","8,885","15,907","14,435","17,294"
2021,10,0,"13,968",828,496,937,761,813,246,545,617,474,393,977,262,327,443,485,423,421,496,170,626,"1,020","1,097","1,111"
2021,10,10,"23,465","1,134",858,"1,060","2,099","1,143",456,"1,338","1,153",832,715,"1,995",407,329,609,429,541,771,865,302,872,"2,219","1,457","1,881"
2021,10,20,"24,748",943,"1,088",968,890,"1,301",832,987,993,604,967,"1,226",888,667,949,530,"1,006","1,462","1,157",577,940,"1,934","1,690","2,149"
2021,10,30,"21,419","1,054","1,025","1,114",741,"1,170",512,707,790,562,723,"1,013",660,678,905,728,956,"1,050",918,429,900,"1,440","1,646","1,698"
2021,10,40,"38,307","1,674","1,433","1,710","2,778","1,917",847,"2,446","1,642","1,227","1,182","2,635",874,864,"1,269",955,"1,157","1,599","1,512",632,"1,518","2,997","2,453","2,986"
2021,10,50,"38,710","1,443","1,363","1,315","1,408","2,122","1,056","1,668","1,677",894,"1,556","2,136",945,926,"1,437","1,094","1,425","2,261","1,949","1,139","1,687","3,039","2,628","3,542"
2021,10,60,"28,497",874,936,692,772,"1,640",831,897,"1,278",784,"1,179","1,356",833,883,"1,431","1,222",962,"1,968","1,633","1,314","1,393","1,797","1,840","1,982"
2021,10,70,"16,423",623,526,424,469,969,456,568,970,493,695,677,554,529,831,699,466,"1,212",819,955,578,855,956,"1,099"
2021,10,80,"9,173",307,256,209,245,551,277,271,539,241,432,383,236,264,440,354,236,681,529,600,312,525,558,727
2021,10,90,"1,497",42,43,30,44,80,39,41,91,33,60,73,33,44,102,63,40,113,77,92,57,79,103,118
2021,10,100,52,6,2,2,0,4,1,1,3,1,1,5,0,1,0,5,2,3,0,3,2,2,7,1
2021,11,총,"215,877","8,855","8,004","8,434","10,192","11,714","5,544","9,446","9,735","6,137","7,879","12,459","5,669","5,497","8,386","6,554","7,195","11,516","9,943","6,205","8,874","15,901","14,461","17,277"
2021,11,0,"13,857",824,492,929,751,814,248,532,608,465,393,958,264,327,439,481,422,419,493,172,619,"1,023","1,094","1,090"
2021,11,10,"23,419","1,140",856,"1,057","2,106","1,131",454,"1,338","1,145",833,711,"1,992",409,325,600,430,539,771,863,305,869,"2,209","1,458","1,878"
2021,11,20,"24,676",927,"1,089",971,889,"1,310",822,995,997,606,958,"1,227",872,676,944,522,"1,006","1,455","1,156",569,937,"1,923","1,683","2,142"
2021,11,30,"21,296","1,043","1,019","1,108",731,"1,167",516,691,779,559,721,"1,007",655,668,902,724,948,"1,034",908,431,894,"1,440","1,651","1,700"
2021,11,40,"38,181","1,665","1,422","1,698","2,771","1,910",848,"2,437","1,641","1,232","1,184","2,640",859,869,"1,260",961,"1,146","1,599","1,500",622,"1,520","2,978","2,458","2,961"
2021,11,50,"38,741","1,443","1,372","1,316","1,415","2,115","1,052","1,675","1,678",896,"1,547","2,125",953,918,"1,439","1,086","1,429","2,268","1,946","1,136","1,684","3,052","2,637","3,559"
2021,11,60,"28,581",850,932,690,771,"1,656",834,897,"1,277",781,"1,190","1,369",835,880,"1,437","1,229",967,"1,962","1,644","1,314","1,404","1,812","1,852","1,998"
2021,11,70,"16,378",616,519,428,468,971,450,558,973,491,682,684,553,525,828,697,459,"1,213",818,957,577,848,955,"1,108"
2021,11,80,"9,198",303,258,205,245,551,281,283,541,240,431,377,235,265,436,354,238,683,539,606,309,532,561,725
2021,11,90,"1,502",43,43,31,45,85,37,39,93,33,61,75,34,43,101,65,39,109,76,90,59,81,105,115
2021,11,100,48,1,2,1,0,4,2,1,3,1,1,5,0,1,0,5,2,3,0,3,2,3,7,1
2021,12,총,"215,408","8,786","8,010","8,411","10,168","11,691","5,523","9,424","9,737","6,116","7,812","12,443","5,604","5,503","8,415","6,543","7,241","11,469","9,889","6,178","8,855","15,882","14,479","17,229"
2021,12,0,"13,738",818,493,920,745,810,244,534,608,459,384,954,257,333,439,479,417,409,478,168,615,"1,007","1,088","1,079"
2021,12,10,"23,374","1,139",870,"1,058","2,106","1,121",445,"1,335","1,143",826,703,"2,001",416,321,606,432,536,770,861,303,876,"2,210","1,445","1,851"
2021,12,20,"24,540",923,"1,095",947,883,"1,299",826,981,994,605,947,"1,216",849,670,958,522,"1,025","1,441","1,144",559,926,"1,907","1,687","2,136"
2021,12,30,"21,153","1,025","1,001","1,095",722,"1,169",512,677,787,550,710,"1,001",643,667,884,725,970,"1,031",896,434,881,"1,437","1,652","1,684"
2021,12,40,"38,065","1,661","1,425","1,708","2,754","1,895",836,"2,426","1,639","1,229","1,174","2,642",858,883,"1,272",955,"1,138","1,569","1,487",614,"1,518","2,973","2,464","2,945"
2021,12,50,"38,700","1,433","1,371","1,320","1,429","2,116","1,057","1,682","1,670",904,"1,540","2,116",933,909,"1,441","1,077","1,437","2,269","1,938","1,126","1,676","3,045","2,640","3,571"
2021,12,60,"28,636",832,935,688,774,"1,661",830,902,"1,275",777,"1,184","1,368",830,884,"1,437","1,227",980,"1,966","1,642","1,315","1,413","1,831","1,876","2,009"
2021,12,70,"16,414",615,519,431,467,983,451,562,974,491,680,685,553,520,835,703,457,"1,214",822,959,579,856,948,"1,110"
2021,12,80,"9,223",298,252,213,243,549,284,282,548,240,430,381,229,268,443,354,239,685,546,610,308,530,564,727
2021,12,90,"1,515",40,48,30,45,85,35,42,94,34,59,74,36,48,100,64,40,112,75,87,61,83,108,115
2021,12,100,50,2,1,1,0,3,3,1,5,1,1,5,0,0,0,5,2,3,0,3,2,3,7,2
