년도,월,나이,서울특별시 동대문구,서울특별시 동대문구 용신동,서울특별시 동대문구 제기동,서울특별시 동대문구 전농제1동,서울특별시 동대문구 전농제2동,서울특별시 동대문구 답십리제1동,서울특별시 동대문구 답십리제2동,서울특별시 동대문구 장안제1동,서울특별시 동대문구 장안제2동,서울특별시 동대문구 청량리동,서울특별시 동대문구 회기동,서울특별시 동대문구 휘경제1동,서울특별시 동대문구 휘경제2동,서울특별시 동대문구 이문제1동,서울특별시 동대문구 이문제2동
2021,11,총,"166,591","15,554","12,655","14,677","8,976","14,028","13,823","18,946","16,220","9,386","5,003","6,620","12,051","8,984","9,668"
2021,11,0,"10,026",603,494,926,585,"1,360",890,"1,222","1,410",365,207,403,608,346,607
2021,11,10,"11,576",717,711,912,819,"1,010",924,"1,319","1,504",547,311,375,958,606,863
2021,11,20,"27,507","2,813","2,404","2,275","1,129","1,879","1,795","2,476","1,935","1,154","1,547","1,536","2,912","2,349","1,303"
2021,11,30,"25,164","2,815","1,774","2,075","1,133","2,449","2,215","3,186","2,467","1,139",797,"1,120","1,569","1,214","1,211"
2021,11,40,"25,241","2,237","1,634","2,257","1,412","2,467","2,058","3,235","2,880","1,208",628,870,"1,674","1,163","1,518"
2021,11,50,"26,492","2,488","2,019","2,478","1,565","2,082","2,362","2,972","2,486","1,644",621,948,"1,786","1,339","1,702"
2021,11,60,"23,042","2,225","1,930","2,162","1,296","1,674","2,053","2,690","2,120","1,883",456,760,"1,432","1,030","1,331"
2021,11,70,"12,367","1,138","1,171","1,120",675,782,"1,096","1,394","1,066","1,016",283,405,798,618,805
2021,11,80,"4,769",480,476,446,332,296,403,412,322,394,140,189,279,294,306
2021,11,90,387,36,40,25,29,28,26,40,25,36,11,13,35,24,19
2021,11,100,20,2,2,1,1,1,1,0,5,0,2,1,0,1,3
2021,12,총,"166,646","15,897","12,612","14,627","8,935","13,984","13,781","18,930","16,210","9,343","5,000","6,633","12,043","8,993","9,658"
2021,12,0,"10,032",655,496,922,580,"1,344",888,"1,218","1,414",356,199,402,603,349,606
2021,12,10,"11,567",727,706,903,820,"1,011",925,"1,314","1,502",548,312,370,955,604,870
2021,12,20,"27,506","2,849","2,397","2,257","1,119","1,870","1,783","2,489","1,933","1,148","1,559","1,541","2,912","2,349","1,300"
2021,12,30,"25,196","2,908","1,783","2,073","1,112","2,433","2,211","3,170","2,445","1,120",799,"1,137","1,573","1,226","1,206"
2021,12,40,"25,265","2,309","1,622","2,239","1,406","2,456","2,053","3,229","2,911","1,208",625,876,"1,666","1,152","1,513"
2021,12,50,"26,491","2,536","1,995","2,486","1,568","2,080","2,355","2,961","2,474","1,632",616,945,"1,791","1,348","1,704"
2021,12,60,"23,043","2,245","1,928","2,153","1,295","1,685","2,043","2,687","2,116","1,888",459,758,"1,429","1,027","1,330"
2021,12,70,"12,323","1,145","1,165","1,124",667,776,"1,090","1,399","1,066","1,007",279,398,796,612,799
2021,12,80,"4,816",485,478,443,337,300,407,423,319,400,139,192,284,301,308
2021,12,90,388,36,40,27,30,28,25,40,25,36,11,13,34,24,19
2021,12,100,19,2,2,0,1,1,1,0,5,0,2,1,0,1,3
