년도,월,나이,인천광역시,인천광역시 중구,인천광역시 동구,인천광역시 미추홀구,인천광역시 연수구,인천광역시 남동구,인천광역시 부평구,인천광역시 계양구,인천광역시 서구,인천광역시 강화군,인천광역시 옹진군
2020,3,총,"1,472,850","66,382","31,725","201,865","186,346","267,452","255,659","150,903","269,338","34,401","8,779"
2020,3,0,"116,282","5,906","1,979","13,986","18,049","21,738","17,372","9,813","25,368","1,588",483
2020,3,10,"135,785","6,022","2,585","15,791","20,225","25,020","21,836","13,555","27,942","2,292",517
2020,3,20,"193,922","9,479","3,115","26,828","24,465","34,883","35,132","21,740","35,215","2,329",736
2020,3,30,"201,193","9,710","3,506","26,513","27,878","37,029","34,230","18,906","40,120","2,570",731
2020,3,40,"239,366","10,954","4,756","30,392","33,533","44,326","39,796","23,904","47,234","3,587",884
2020,3,50,"257,522","8,992","4,899","34,003","31,445","46,192","47,130","31,498","45,855","5,942","1,566"
2020,3,60,"175,174","7,696","5,072","27,976","16,891","32,244","32,349","17,489","26,814","6,863","1,780"
2020,3,70,"94,487","4,867","3,654","16,813","8,131","16,434","17,019","8,356","12,767","5,276","1,170"
2020,3,80,"49,327","2,262","1,800","7,972","4,761","7,955","9,038","4,781","6,695","3,339",724
2020,3,90,"9,120",446,308,"1,462",929,"1,537","1,605",814,"1,252",585,182
2020,3,100,672,48,51,129,39,94,152,47,76,30,6
2020,4,총,"1,472,056","66,605","31,627","201,748","186,663","267,178","255,049","150,635","269,350","34,421","8,780"
2020,4,0,"115,664","5,912","1,969","13,915","18,037","21,585","17,195","9,738","25,269","1,567",477
2020,4,10,"135,465","6,024","2,550","15,760","20,247","24,974","21,739","13,475","27,893","2,291",512
2020,4,20,"193,731","9,523","3,113","26,857","24,465","34,795","35,037","21,657","35,222","2,324",738
2020,4,30,"200,630","9,755","3,482","26,443","27,903","36,882","34,033","18,801","40,037","2,569",725
2020,4,40,"238,859","10,972","4,748","30,331","33,509","44,248","39,658","23,784","47,132","3,592",885
2020,4,50,"257,412","9,009","4,871","33,939","31,500","46,201","47,016","31,497","45,905","5,920","1,554"
2020,4,60,"176,150","7,736","5,074","28,042","17,090","32,373","32,496","17,628","27,017","6,898","1,796"
2020,4,70,"94,810","4,895","3,652","16,866","8,159","16,489","17,060","8,385","12,822","5,300","1,182"
2020,4,80,"49,460","2,283","1,812","7,985","4,777","7,985","9,039","4,800","6,711","3,346",722
2020,4,90,"9,200",445,304,"1,479",937,"1,551","1,624",823,"1,268",586,183
2020,4,100,675,51,52,131,39,95,152,47,74,28,6
2020,5,총,"1,471,756","66,868","31,565","201,727","187,138","266,960","254,464","150,469","269,331","34,446","8,788"
2020,5,0,"115,195","5,919","1,954","13,842","18,066","21,466","17,076","9,667","25,148","1,580",477
2020,5,10,"135,040","6,032","2,536","15,704","20,217","24,932","21,578","13,382","27,874","2,277",508
2020,5,20,"193,691","9,559","3,097","26,962","24,499","34,709","34,948","21,623","35,242","2,319",733
2020,5,30,"200,156","9,794","3,449","26,393","27,967","36,716","33,920","18,735","39,882","2,566",734
2020,5,40,"238,370","11,021","4,741","30,188","33,554","44,164","39,453","23,685","47,101","3,585",878
2020,5,50,"257,445","9,073","4,857","33,935","31,642","46,206","46,930","31,435","45,915","5,902","1,550"
2020,5,60,"177,098","7,762","5,088","28,125","17,221","32,561","32,611","17,811","27,185","6,924","1,810"
2020,5,70,"95,164","4,918","3,675","16,956","8,189","16,537","17,121","8,403","12,864","5,317","1,184"
2020,5,80,"49,681","2,289","1,814","8,007","4,802","8,025","9,048","4,841","6,769","3,364",722
2020,5,90,"9,235",448,302,"1,482",943,"1,548","1,627",836,"1,280",584,185
2020,5,100,681,53,52,133,38,96,152,51,71,28,7
2020,6,총,"1,470,404","66,950","31,445","201,487","187,308","266,709","253,702","150,198","269,375","34,443","8,787"
2020,6,0,"114,679","5,925","1,923","13,740","18,080","21,334","16,959","9,584","25,083","1,580",471
2020,6,10,"134,660","6,033","2,520","15,657","20,177","24,851","21,490","13,314","27,840","2,268",510
2020,6,20,"193,216","9,552","3,080","26,929","24,487","34,671","34,747","21,545","35,161","2,318",726
2020,6,30,"199,442","9,798","3,408","26,268","27,977","36,541","33,679","18,647","39,833","2,559",732
2020,6,40,"238,157","11,021","4,736","30,143","33,559","44,155","39,326","23,610","47,142","3,584",881
2020,6,50,"256,784","9,086","4,815","33,822","31,647","46,075","46,670","31,359","45,887","5,874","1,549"
2020,6,60,"178,295","7,804","5,094","28,278","17,399","32,775","32,830","17,972","27,379","6,958","1,806"
2020,6,70,"95,515","4,932","3,690","17,022","8,200","16,614","17,181","8,430","12,925","5,328","1,193"
2020,6,80,"49,679","2,286","1,814","8,005","4,800","8,032","9,038","4,851","6,767","3,363",723
2020,6,90,"9,295",460,313,"1,492",943,"1,562","1,630",835,"1,289",582,189
2020,6,100,682,53,52,131,39,99,152,51,69,29,7
2020,7,총,"1,469,728","67,057","31,330","201,226","188,220","266,237","253,098","149,904","269,392","34,450","8,814"
2020,7,0,"114,198","5,919","1,897","13,641","18,184","21,206","16,833","9,507","24,961","1,579",471
2020,7,10,"134,395","6,037","2,503","15,604","20,258","24,745","21,401","13,248","27,831","2,257",511
2020,7,20,"192,983","9,562","3,062","26,965","24,514","34,629","34,625","21,421","35,158","2,318",729
2020,7,30,"198,631","9,811","3,366","26,088","28,177","36,212","33,462","18,570","39,658","2,562",725
2020,7,40,"237,914","11,020","4,702","30,126","33,684","44,079","39,233","23,479","47,134","3,560",897
2020,7,50,"256,764","9,135","4,814","33,731","31,791","46,050","46,520","31,357","45,946","5,871","1,549"
2020,7,60,"179,161","7,811","5,108","28,360","17,573","32,899","32,972","18,097","27,560","6,974","1,807"
2020,7,70,"95,842","4,938","3,705","17,059","8,252","16,675","17,217","8,465","12,985","5,348","1,198"
2020,7,80,"49,811","2,308","1,806","8,020","4,805","8,080","9,048","4,868","6,782","3,365",729
2020,7,90,"9,347",462,317,"1,501",943,"1,562","1,635",840,"1,309",587,191
2020,7,100,682,54,50,131,39,100,152,52,68,29,7
2020,8,총,"1,468,871","67,096","31,237","200,697","190,085","265,772","252,196","149,417","269,140","34,418","8,813"
2020,8,0,"113,619","5,891","1,861","13,516","18,449","21,013","16,636","9,392","24,811","1,582",468
2020,8,10,"134,072","6,033","2,482","15,526","20,398","24,650","21,230","13,182","27,808","2,244",519
2020,8,20,"192,600","9,530","3,071","26,925","24,614","34,550","34,464","21,330","35,106","2,297",713
2020,8,30,"197,958","9,801","3,323","25,888","28,612","35,983","33,214","18,389","39,470","2,554",724
2020,8,40,"237,494","11,051","4,693","29,987","33,963","43,988","38,986","23,363","47,028","3,536",899
2020,8,50,"256,501","9,146","4,787","33,645","32,050","45,952","46,383","31,212","45,914","5,859","1,553"
2020,8,60,"180,531","7,847","5,126","28,465","17,874","33,135","33,182","18,298","27,780","7,010","1,814"
2020,8,70,"95,949","4,940","3,709","17,042","8,295","16,714","17,224","8,472","13,012","5,341","1,200"
2020,8,80,"50,002","2,343","1,812","8,047","4,835","8,118","9,061","4,879","6,809","3,375",723
2020,8,90,"9,461",461,323,"1,524",955,"1,566","1,665",848,"1,335",593,191
2020,8,100,684,53,50,132,40,103,151,52,67,27,9
2020,9,총,"1,468,448","67,125","31,190","200,267","191,540","265,447","251,606","149,097","268,924","34,457","8,795"
2020,9,0,"113,046","5,852","1,840","13,403","18,581","20,855","16,490","9,342","24,632","1,586",465
2020,9,10,"133,729","6,062","2,472","15,432","20,487","24,586","21,089","13,094","27,753","2,235",519
2020,9,20,"192,318","9,475","3,059","26,895","24,844","34,447","34,339","21,211","35,041","2,304",703
2020,9,30,"197,214","9,789","3,301","25,714","28,809","35,703","33,063","18,289","39,274","2,546",726
2020,9,40,"237,347","11,073","4,684","29,918","34,209","43,950","38,838","23,262","46,969","3,542",902
2020,9,50,"256,443","9,174","4,767","33,550","32,246","45,938","46,257","31,153","45,980","5,842","1,536"
2020,9,60,"181,795","7,873","5,145","28,551","18,165","33,354","33,361","18,468","28,003","7,059","1,816"
2020,9,70,"96,089","4,956","3,712","17,054","8,328","16,780","17,237","8,469","13,020","5,329","1,204"
2020,9,80,"50,216","2,355","1,829","8,090","4,850","8,147","9,106","4,902","6,835","3,384",718
2020,9,90,"9,555",464,331,"1,526",978,"1,585","1,670",855,"1,346",603,197
2020,9,100,696,52,50,134,43,102,156,52,71,27,9
2020,10,총,"1,468,399","67,124","31,101","199,846","192,867","265,295","251,202","148,994","268,692","34,466","8,812"
2020,10,0,"112,287","5,825","1,810","13,262","18,682","20,666","16,328","9,241","24,423","1,591",459
2020,10,10,"133,662","6,059","2,469","15,358","20,648","24,575","21,017","13,072","27,715","2,231",518
2020,10,20,"192,237","9,447","3,034","26,865","25,089","34,419","34,230","21,117","35,009","2,300",727
2020,10,30,"196,563","9,757","3,287","25,568","28,958","35,514","32,876","18,212","39,139","2,532",720
2020,10,40,"237,037","11,089","4,650","29,804","34,403","43,870","38,719","23,223","46,841","3,534",904
2020,10,50,"256,477","9,183","4,757","33,447","32,424","45,956","46,222","31,150","45,985","5,819","1,534"
2020,10,60,"183,089","7,906","5,162","28,665","18,394","33,588","33,555","18,640","28,258","7,093","1,828"
2020,10,70,"96,267","4,971","3,721","17,081","8,348","16,825","17,256","8,488","13,035","5,338","1,204"
2020,10,80,"50,475","2,383","1,829","8,132","4,886","8,182","9,164","4,926","6,869","3,389",715
2020,10,90,"9,606",452,332,"1,530",992,"1,597","1,677",872,"1,347",613,194
2020,10,100,699,52,50,134,43,103,158,53,71,26,9
2020,11,총,"1,468,512","67,261","31,057","199,723","194,120","264,914","250,696","148,923","268,521","34,467","8,830"
2020,11,0,"111,657","5,798","1,789","13,181","18,778","20,483","16,191","9,173","24,228","1,578",458
2020,11,10,"133,450","6,072","2,463","15,349","20,745","24,485","20,924","13,021","27,631","2,248",512
2020,11,20,"192,133","9,458","3,026","26,857","25,224","34,378","34,087","21,079","35,004","2,289",731
2020,11,30,"196,250","9,765","3,256","25,510","29,197","35,321","32,724","18,166","39,056","2,531",724
2020,11,40,"236,896","11,136","4,640","29,720","34,603","43,777","38,622","23,143","46,815","3,537",903
2020,11,50,"256,324","9,189","4,751","33,397","32,570","45,863","46,105","31,137","45,969","5,800","1,543"
2020,11,60,"184,338","7,952","5,185","28,786","18,656","33,806","33,735","18,824","28,449","7,108","1,837"
2020,11,70,"96,507","4,982","3,733","17,095","8,403","16,849","17,279","8,539","13,081","5,343","1,203"
2020,11,80,"50,607","2,398","1,835","8,161","4,903","8,224","9,181","4,918","6,872","3,397",718
2020,11,90,"9,645",458,329,"1,534",995,"1,623","1,691",870,"1,344",610,191
2020,11,100,705,53,50,133,46,105,157,53,72,26,10
2020,12,총,"1,468,885","67,244","30,967","200,705","194,880","264,431","250,249","148,774","268,262","34,559","8,814"
2020,12,0,"111,278","5,767","1,778","13,281","18,861","20,313","16,059","9,105","24,077","1,580",457
2020,12,10,"133,137","6,087","2,421","15,374","20,769","24,332","20,819","12,973","27,606","2,247",509
2020,12,20,"192,183","9,429","3,024","27,069","25,238","34,383","34,039","21,037","34,937","2,296",731
2020,12,30,"196,121","9,737","3,208","25,772","29,389","35,132","32,633","18,133","38,867","2,528",722
2020,12,40,"236,575","11,152","4,599","29,814","34,706","43,664","38,466","23,023","46,714","3,543",894
2020,12,50,"256,130","9,185","4,756","33,469","32,640","45,665","46,001","31,068","46,004","5,809","1,533"
2020,12,60,"185,618","7,971","5,205","28,971","18,862","34,060","33,900","19,002","28,634","7,163","1,850"
2020,12,70,"96,635","4,987","3,746","17,106","8,434","16,878","17,251","8,563","13,130","5,342","1,198"
2020,12,80,"50,822","2,414","1,843","8,201","4,916","8,276","9,224","4,939","6,876","3,412",721
2020,12,90,"9,676",460,337,"1,518","1,018","1,620","1,699",878,"1,344",613,189
2020,12,100,710,55,50,130,47,108,158,53,73,26,10
2021,1,총,"1,468,813","67,238","30,936","200,989","195,403","264,146","250,075","148,510","268,130","34,581","8,805"
2021,1,0,"110,527","5,735","1,764","13,236","18,838","20,095","15,910","9,016","23,894","1,576",463
2021,1,10,"132,847","6,074","2,408","15,334","20,806","24,287","20,721","12,887","27,587","2,240",503
2021,1,20,"191,772","9,363","3,025","27,069","25,193","34,287","33,989","20,965","34,861","2,290",730
2021,1,30,"195,607","9,715","3,173","25,774","29,462","34,965","32,523","18,055","38,684","2,530",726
2021,1,40,"236,354","11,174","4,583","29,909","34,804","43,559","38,351","22,889","46,653","3,545",887
2021,1,50,"256,024","9,200","4,755","33,404","32,742","45,615","45,928","31,047","46,010","5,801","1,522"
2021,1,60,"187,294","8,021","5,218","29,209","19,095","34,339","34,228","19,199","28,936","7,199","1,850"
2021,1,70,"96,825","5,009","3,769","17,153","8,453","16,907","17,283","8,560","13,168","5,323","1,200"
2021,1,80,"51,095","2,419","1,859","8,227","4,930","8,352","9,286","4,953","6,912","3,431",726
2021,1,90,"9,751",473,331,"1,544","1,033","1,632","1,697",885,"1,350",618,188
2021,1,100,717,55,51,130,47,108,159,54,75,28,10
2021,2,총,"1,468,460","67,215","30,866","201,123","195,979","263,777","249,676","148,663","267,795","34,581","8,785"
2021,2,0,"109,928","5,692","1,735","13,213","18,909","19,887","15,765","8,995","23,708","1,561",463
2021,2,10,"132,578","6,078","2,397","15,329","20,861","24,177","20,623","12,885","27,488","2,245",495
2021,2,20,"190,984","9,297","3,007","27,041","25,081","34,199","33,850","20,859","34,674","2,261",715
2021,2,30,"194,897","9,677","3,146","25,700","29,480","34,723","32,339","18,082","38,481","2,539",730
2021,2,40,"236,262","11,190","4,565","29,929","34,987","43,469","38,198","22,882","46,629","3,541",872
2021,2,50,"256,025","9,226","4,729","33,399","32,790","45,635","45,869","31,046","46,044","5,773","1,514"
2021,2,60,"188,912","8,073","5,257","29,383","19,333","34,632","34,537","19,414","29,168","7,247","1,868"
2021,2,70,"96,861","5,017","3,750","17,167","8,483","16,904","17,276","8,581","13,181","5,305","1,197"
2021,2,80,"51,433","2,433","1,892","8,295","4,954","8,397","9,344","4,972","6,967","3,451",728
2021,2,90,"9,856",476,336,"1,539","1,051","1,645","1,716",894,"1,375",630,194
2021,2,100,724,56,52,128,50,109,159,53,80,28,9
2021,3,총,"1,465,711","66,925","30,555","200,511","196,408","263,168","248,553","148,784","267,524","34,489","8,794"
2021,3,0,"109,436","5,665","1,728","13,165","18,846","19,752","15,681","9,002","23,583","1,559",455
2021,3,10,"132,435","6,095","2,376","15,344","20,963","24,114","20,533","12,830","27,453","2,232",495
2021,3,20,"190,529","9,260","2,990","26,936","25,203","34,085","33,682","20,851","34,551","2,247",724
2021,3,30,"194,382","9,670","3,117","25,689","29,474","34,591","32,223","18,075","38,285","2,534",724
2021,3,40,"235,288","11,151","4,498","29,769","34,976","43,272","37,854","22,838","46,558","3,511",861
2021,3,50,"255,151","9,174","4,682","33,173","32,809","45,455","45,630","30,977","46,019","5,728","1,504"
2021,3,60,"190,369","8,065","5,247","29,508","19,581","34,896","34,661","19,746","29,467","7,296","1,902"
2021,3,70,"96,458","4,939","3,690","17,051","8,482","16,903","17,173","8,552","13,193","5,279","1,196"
2021,3,80,"51,469","2,423","1,875","8,296","4,967","8,414","9,353","4,987","6,978","3,447",729
2021,3,90,"9,798",467,326,"1,519","1,068","1,619","1,674",905,"1,383",642,195
2021,3,100,396,16,26,61,39,67,89,21,54,14,9
2021,4,총,"1,465,724","67,019","30,521","200,504","196,525","262,995","248,363","148,954","267,525","34,532","8,786"
2021,4,0,"108,854","5,653","1,723","13,080","18,802","19,586","15,603","8,953","23,447","1,557",450
2021,4,10,"132,301","6,126","2,385","15,307","20,978","24,083","20,450","12,793","27,467","2,220",492
2021,4,20,"190,235","9,236","2,979","26,886","25,147","34,040","33,617","20,828","34,529","2,252",721
2021,4,30,"194,059","9,671","3,103","25,662","29,434","34,472","32,173","18,131","38,187","2,512",714
2021,4,40,"235,205","11,142","4,488","29,797","34,997","43,246","37,808","22,804","46,542","3,510",871
2021,4,50,"254,752","9,166","4,653","33,133","32,802","45,352","45,490","30,951","45,982","5,724","1,499"
2021,4,60,"191,856","8,155","5,257","29,668","19,788","35,145","34,895","19,962","29,699","7,368","1,919"
2021,4,70,"96,460","4,955","3,686","17,036","8,495","16,906","17,151","8,577","13,195","5,268","1,191"
2021,4,80,"51,767","2,420","1,897","8,348","4,968","8,479","9,400","5,025","7,036","3,469",725
2021,4,90,"9,839",480,323,"1,523","1,077","1,617","1,685",911,"1,390",638,195
2021,4,100,396,15,27,64,37,69,91,19,51,14,9
2021,5,총,"1,465,854","67,185","30,464","200,672","196,620","262,684","248,323","148,841","267,684","34,586","8,795"
2021,5,0,"108,352","5,643","1,711","13,067","18,718","19,425","15,551","8,859","23,363","1,563",452
2021,5,10,"132,193","6,145","2,377","15,273","21,002","24,087","20,406","12,763","27,435","2,211",494
2021,5,20,"189,787","9,185","2,962","26,879","25,089","33,931","33,500","20,728","34,535","2,260",718
2021,5,30,"193,755","9,724","3,068","25,666","29,383","34,293","32,148","18,114","38,134","2,512",713
2021,5,40,"234,636","11,154","4,492","29,757","34,996","43,064","37,688","22,676","46,438","3,500",871
2021,5,50,"254,928","9,230","4,651","33,153","32,879","45,308","45,505","30,887","46,103","5,725","1,487"
2021,5,60,"193,293","8,210","5,254","29,847","19,947","35,418","35,111","20,207","29,959","7,406","1,934"
2021,5,70,"96,544","4,972","3,686","17,032","8,479","16,923","17,230","8,570","13,195","5,262","1,195"
2021,5,80,"52,077","2,433","1,912","8,402","5,003","8,538","9,408","5,091","7,078","3,488",724
2021,5,90,"9,883",473,322,"1,533","1,086","1,627","1,683",924,"1,392",646,197
2021,5,100,406,16,29,63,38,70,93,22,52,13,10
2021,6,총,"1,465,823","67,289","30,396","200,876","196,612","262,464","248,149","148,723","267,893","34,641","8,780"
2021,6,0,"107,966","5,638","1,698","13,046","18,680","19,301","15,475","8,830","23,282","1,568",448
2021,6,10,"132,014","6,160","2,363","15,281","20,979","24,042","20,318","12,716","27,447","2,215",493
2021,6,20,"189,366","9,181","2,941","26,884","24,975","33,840","33,451","20,630","34,493","2,246",725
2021,6,30,"193,387","9,704","3,070","25,663","29,307","34,166","32,102","18,082","38,075","2,525",693
2021,6,40,"234,654","11,184","4,487","29,793","35,072","43,022","37,621","22,641","46,450","3,514",870
2021,6,50,"254,438","9,207","4,620","33,130","32,858","45,173","45,439","30,736","46,114","5,681","1,480"
2021,6,60,"194,793","8,281","5,276","30,009","20,110","35,699","35,291","20,439","30,275","7,467","1,946"
2021,6,70,"96,597","4,988","3,676","17,024","8,495","16,931","17,235","8,579","13,209","5,269","1,191"
2021,6,80,"52,314","2,451","1,914","8,461","5,011","8,592","9,442","5,116","7,109","3,494",724
2021,6,90,"9,883",479,322,"1,520","1,086","1,627","1,681",931,"1,386",649,202
2021,6,100,411,16,29,65,39,71,94,23,53,13,8
2021,7,총,"1,466,455","67,534","30,797","200,840","196,550","262,101","248,005","148,616","268,575","34,645","8,792"
2021,7,0,"107,577","5,610","1,719","12,974","18,652","19,126","15,382","8,760","23,340","1,569",445
2021,7,10,"131,934","6,217","2,386","15,284","20,959","23,981","20,241","12,693","27,464","2,212",497
2021,7,20,"188,943","9,196","2,993","26,856","24,813","33,737","33,426","20,521","34,446","2,228",727
2021,7,30,"193,212","9,725","3,177","25,593","29,222","33,947","32,096","18,039","38,200","2,520",693
2021,7,40,"234,551","11,268","4,538","29,772","35,034","42,954","37,523","22,549","46,537","3,508",868
2021,7,50,"254,369","9,206","4,681","33,098","32,896","45,134","45,348","30,694","46,205","5,641","1,466"
2021,7,60,"196,241","8,343","5,318","30,174","20,321","35,907","35,492","20,636","30,563","7,520","1,967"
2021,7,70,"96,729","4,992","3,715","16,999","8,508","16,966","17,222","8,612","13,242","5,277","1,196"
2021,7,80,"52,560","2,480","1,915","8,505","5,016","8,629","9,496","5,152","7,145","3,501",721
2021,7,90,"9,922",480,326,"1,519","1,087","1,650","1,686",937,"1,377",656,204
2021,7,100,417,17,29,66,42,70,93,23,56,13,8
2021,8,총,"1,467,082","67,869","30,893","201,454","196,306","261,587","247,570","148,314","269,662","34,645","8,782"
2021,8,0,"107,254","5,622","1,725","12,929","18,589","18,998","15,243","8,682","23,461","1,563",442
2021,8,10,"131,946","6,260","2,396","15,338","20,937","23,912","20,193","12,641","27,553","2,217",499
2021,8,20,"188,312","9,198","2,982","26,919","24,627","33,533","33,285","20,411","34,445","2,201",711
2021,8,30,"193,176","9,788","3,217","25,656","29,096","33,778","32,016","17,940","38,491","2,502",692
2021,8,40,"234,414","11,326","4,547","29,851","35,002","42,830","37,403","22,459","46,610","3,519",867
2021,8,50,"254,523","9,246","4,681","33,200","32,929","45,089","45,283","30,647","46,360","5,628","1,460"
2021,8,60,"197,435","8,406","5,356","30,382","20,465","36,069","35,609","20,808","30,816","7,545","1,979"
2021,8,70,"96,777","5,005","3,703","17,027","8,509","16,979","17,214","8,585","13,283","5,273","1,199"
2021,8,80,"52,853","2,510","1,931","8,552","5,038","8,674","9,532","5,183","7,195","3,523",715
2021,8,90,"9,970",491,327,"1,534","1,074","1,651","1,698",934,"1,392",660,209
2021,8,100,422,17,28,66,40,74,94,24,56,14,9
2021,9,총,"1,468,832","68,266","30,827","201,724","196,336","261,185","247,370","147,931","271,798","34,642","8,753"
2021,9,0,"106,975","5,651","1,698","12,878","18,456","18,826","15,165","8,588","23,723","1,552",438
2021,9,10,"131,942","6,308","2,397","15,336","20,957","23,873","20,107","12,580","27,671","2,211",502
2021,9,20,"188,090","9,216","2,966","26,948","24,640","33,400","33,205","20,233","34,611","2,178",693
2021,9,30,"193,470","9,871","3,218","25,644","28,987","33,651","32,007","17,880","39,030","2,492",690
2021,9,40,"234,373","11,383","4,513","29,861","34,981","42,711","37,301","22,342","46,912","3,508",861
2021,9,50,"254,858","9,304","4,672","33,269","32,998","45,056","45,263","30,592","46,622","5,633","1,449"
2021,9,60,"198,645","8,479","5,381","30,548","20,648","36,182","35,758","20,946","31,137","7,584","1,982"
2021,9,70,"96,830","5,015","3,685","16,996","8,493","17,042","17,219","8,576","13,351","5,255","1,198"
2021,9,80,"53,157","2,529","1,930","8,616","5,059","8,709","9,545","5,223","7,271","3,555",720
2021,9,90,"10,061",494,339,"1,559","1,076","1,660","1,703",947,"1,411",661,211
2021,9,100,431,16,28,69,41,75,97,24,59,13,9
2021,10,총,"1,470,473","68,491","30,711","201,891","196,358","261,046","247,102","147,999","273,461","34,653","8,761"
2021,10,0,"106,686","5,674","1,682","12,841","18,337","18,709","15,064","8,514","23,892","1,534",439
2021,10,10,"131,864","6,336","2,395","15,276","21,030","23,774","20,055","12,532","27,747","2,218",501
2021,10,20,"187,932","9,182","2,955","26,985","24,509","33,394","33,072","20,201","34,768","2,174",692
2021,10,30,"193,726","9,928","3,171","25,673","28,898","33,555","31,978","17,960","39,387","2,489",687
2021,10,40,"234,325","11,405","4,503","29,843","35,041","42,576","37,175","22,287","47,131","3,499",865
2021,10,50,"255,230","9,348","4,661","33,300","33,043","45,111","45,233","30,570","46,883","5,635","1,446"
2021,10,60,"199,792","8,520","5,385","30,652","20,826","36,355","35,905","21,119","31,404","7,624","2,002"
2021,10,70,"96,986","5,043","3,665","17,007","8,487","17,082","17,249","8,587","13,431","5,240","1,195"
2021,10,80,"53,397","2,533","1,935","8,691","5,058","8,743","9,580","5,255","7,329","3,560",713
2021,10,90,"10,142",507,336,"1,565","1,088","1,675","1,709",950,"1,434",666,212
2021,10,100,393,15,23,58,41,72,82,24,55,14,9
2021,11,총,"1,471,074","68,686","30,596","202,001","196,204","260,849","246,629","148,291","274,341","34,720","8,757"
2021,11,0,"106,261","5,648","1,669","12,792","18,240","18,536","14,977","8,525","23,910","1,531",433
2021,11,10,"131,861","6,357","2,377","15,258","21,043","23,769","20,002","12,500","27,838","2,216",501
2021,11,20,"187,448","9,159","2,946","26,944","24,377","33,281","32,907","20,143","34,827","2,179",685
2021,11,30,"193,699","9,976","3,158","25,683","28,785","33,468","31,910","18,089","39,465","2,477",688
2021,11,40,"234,443","11,448","4,478","29,876","35,081","42,570","37,101","22,267","47,240","3,517",865
2021,11,50,"255,534","9,404","4,636","33,340","33,035","45,127","45,160","30,627","47,099","5,664","1,442"
2021,11,60,"200,671","8,574","5,391","30,734","20,940","36,460","36,007","21,288","31,620","7,647","2,010"
2021,11,70,"97,000","5,041","3,648","17,005","8,498","17,098","17,217","8,602","13,467","5,228","1,196"
2021,11,80,"53,606","2,561","1,935","8,744","5,076","8,789","9,579","5,273","7,363","3,571",715
2021,11,90,"10,210",505,342,"1,574","1,089","1,686","1,707",957,"1,462",676,212
2021,11,100,341,13,16,51,40,65,62,20,50,14,10
2021,12,총,"1,472,002","68,954","30,488","202,181","196,227","260,804","246,417","148,380","274,982","34,825","8,744"
2021,12,0,"105,830","5,625","1,658","12,773","18,162","18,417","14,889","8,484","23,866","1,524",432
2021,12,10,"131,741","6,397","2,367","15,229","21,037","23,731","19,933","12,452","27,877","2,224",494
2021,12,20,"187,217","9,190","2,922","26,976","24,284","33,197","32,815","20,123","34,840","2,181",689
2021,12,30,"193,812","10,024","3,131","25,745","28,707","33,439","31,901","18,141","39,539","2,502",683
2021,12,40,"234,544","11,482","4,484","29,837","35,158","42,515","37,027","22,279","47,376","3,529",857
2021,12,50,"255,839","9,473","4,645","33,355","33,073","45,192","45,103","30,617","47,254","5,688","1,439"
2021,12,60,"201,471","8,603","5,367","30,820","21,059","36,594","36,138","21,403","31,784","7,690","2,013"
2021,12,70,"97,033","5,056","3,618","17,006","8,500","17,129","17,203","8,608","13,509","5,206","1,198"
2021,12,80,"53,890","2,570","1,945","8,809","5,097","8,826","9,636","5,293","7,411","3,588",715
2021,12,90,"10,292",518,342,"1,584","1,110","1,701","1,713",959,"1,472",680,213
2021,12,100,333,16,9,47,40,63,59,21,54,13,11
