년도,월,나이,경상북도,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 북구,경상북도 경주시,경상북도 김천시,경상북도 안동시,경상북도 구미시,경상북도 영주시,경상북도 영천시,경상북도 상주시,경상북도 문경시,경상북도 경산시,경상북도 군위군,경상북도 의성군,경상북도 청송군,경상북도 영양군,경상북도 영덕군,경상북도 청도군,경상북도 고령군,경상북도 성주군,경상북도 칠곡군,경상북도 예천군,경상북도 봉화군,경상북도 울진군,경상북도 울릉군
2021,1,70,"241,832","37,235","17,369","19,866","24,600","13,409","16,599","16,090","11,877","12,584","12,627","9,242","19,520","4,015","8,905","4,036","2,677","5,904","6,617","4,108","5,843","7,691","6,795","4,722","5,686","1,050"
2021,1,80,"135,776","15,421","6,784","8,637","13,100","8,159","9,725","8,076","6,878","6,983","8,416","5,519","9,322","2,625","6,160","2,493","1,716","3,802","4,278","2,682","3,486","4,421","4,972","3,220","3,825",497
2021,1,90,"19,000","2,164",885,"1,279","1,762","1,205","1,467","1,167","1,039",817,"1,285",821,"1,108",333,802,305,255,527,605,318,499,622,668,507,645,79
2021,1,100,"1,000",111,59,52,90,54,65,52,61,44,64,58,66,16,49,21,29,30,20,11,27,40,34,30,16,12
2021,2,총,"2,636,747","503,051","230,712","272,339","253,579","140,560","158,493","415,409","102,917","102,024","96,942","71,030","264,279","23,130","51,501","24,991","16,623","36,188","42,226","31,245","43,234","114,691","55,807","31,317","48,460","9,050"
2021,2,0,"187,099","39,159","17,256","21,903","16,056","10,316","10,509","40,774","6,029","5,637","5,163","3,974","20,199",668,"1,876",965,739,"1,621","1,489","1,403","1,904","9,412","4,606","1,347","2,859",394
2021,2,10,"225,182","46,648","21,191","25,457","20,826","12,288","13,643","44,689","8,795","6,713","7,449","5,487","22,743",947,"2,265","1,197",916,"2,098","2,283","2,015","2,249","11,537","4,411","1,844","3,693",446
2021,2,20,"281,975","56,372","26,397","29,975","26,574","14,557","16,555","56,213","9,575","10,141","7,960","6,121","36,188","1,475","3,094","1,660","1,137","2,392","2,803","2,503","3,417","11,904","4,126","1,955","4,427",826
2021,2,30,"288,266","59,091","26,677","32,414","25,217","15,029","15,418","65,024","8,404","9,351","7,354","5,630","32,984","1,288","3,170","1,680","1,019","2,364","2,720","2,210","3,255","14,617","5,448","1,892","4,244",857
2021,2,40,"382,383","77,074","35,684","41,390","36,661","19,340","22,145","73,049","13,830","12,575","11,427","8,689","41,531","2,115","4,677","2,358","1,699","3,840","4,435","3,780","4,721","20,668","7,134","3,184","6,173","1,278"
2021,2,50,"458,501","89,844","41,254","48,590","46,885","23,830","26,347","69,861","17,840","18,207","16,650","11,934","45,024","4,258","8,607","4,687","2,955","6,133","7,234","5,876","8,385","19,744","8,075","5,733","8,566","1,826"
2021,2,60,"414,634","79,605","37,008","42,597","41,659","22,336","25,968","40,336","18,559","18,889","18,533","13,521","35,451","5,410","11,898","5,584","3,478","7,459","9,702","6,335","9,408","13,995","9,530","6,875","8,325","1,778"
2021,2,70,"241,712","37,374","17,435","19,939","24,632","13,367","16,551","16,073","11,849","12,625","12,564","9,206","19,582","3,985","8,862","4,020","2,667","5,895","6,645","4,107","5,838","7,696","6,773","4,697","5,655","1,049"
2021,2,80,"136,736","15,569","6,841","8,728","13,198","8,204","9,812","8,172","6,924","7,015","8,477","5,584","9,373","2,637","6,188","2,507","1,726","3,822","4,281","2,679","3,524","4,446","4,994","3,251","3,852",501
2021,2,90,"19,246","2,202",909,"1,293","1,776","1,239","1,477","1,166","1,051",826,"1,301",824,"1,137",331,815,311,260,534,613,326,506,633,677,508,650,83
2021,2,100,"1,013",113,60,53,95,54,68,52,61,45,64,60,67,16,49,22,27,30,21,11,27,39,33,31,16,12
2021,3,총,"2,635,563","503,786","231,019","272,767","252,911","140,720","158,240","414,953","102,738","102,383","96,855","71,924","264,023","23,094","51,404","24,907","16,549","36,043","42,119","31,167","43,105","114,381","55,649","31,232","48,361","9,019"
2021,3,0,"186,212","38,999","17,170","21,829","16,013","10,266","10,468","40,551","5,987","5,669","5,133","3,993","20,112",656,"1,866",961,726,"1,593","1,476","1,388","1,882","9,311","4,598","1,342","2,830",392
2021,3,10,"224,849","46,612","21,196","25,416","20,705","12,454","13,575","44,435","8,752","6,760","7,515","5,669","22,673",946,"2,244","1,196",918,"2,068","2,268","2,005","2,226","11,462","4,388","1,845","3,681",452
2021,3,20,"281,752","56,716","26,596","30,120","26,452","14,566","16,526","56,050","9,584","10,162","7,895","6,338","36,165","1,462","3,079","1,640","1,131","2,362","2,757","2,469","3,371","11,831","4,097","1,910","4,381",808
2021,3,30,"287,291","58,971","26,589","32,382","25,080","14,946","15,362","64,870","8,378","9,380","7,323","5,684","32,880","1,268","3,156","1,673","1,018","2,345","2,704","2,203","3,216","14,467","5,427","1,881","4,204",855
2021,3,40,"381,224","77,022","35,656","41,366","36,501","19,315","22,010","72,866","13,729","12,597","11,350","8,772","41,359","2,104","4,626","2,341","1,667","3,813","4,398","3,756","4,679","20,624","7,127","3,174","6,137","1,257"
2021,3,50,"457,121","89,623","41,167","48,456","46,680","23,719","26,188","69,842","17,731","18,234","16,609","12,032","44,927","4,234","8,549","4,662","2,924","6,103","7,185","5,843","8,328","19,711","7,985","5,669","8,526","1,817"
2021,3,60,"417,995","80,311","37,289","43,022","41,848","22,569","26,137","40,848","18,700","19,039","18,632","13,710","35,681","5,443","11,970","5,607","3,506","7,497","9,731","6,379","9,526","14,157","9,579","6,921","8,426","1,778"
2021,3,70,"241,666","37,500","17,479","20,021","24,623","13,352","16,540","16,055","11,828","12,662","12,515","9,195","19,637","3,993","8,848","3,979","2,654","5,857","6,661","4,117","5,847","7,689","6,736","4,681","5,640","1,057"
2021,3,80,"137,445","15,749","6,929","8,820","13,192","8,246","9,883","8,221","6,954","7,043","8,520","5,639","9,414","2,641","6,209","2,520","1,720","3,850","4,306","2,677","3,518","4,489","5,024","3,262","3,859",509
2021,3,90,"19,293","2,209",908,"1,301","1,753","1,257","1,489","1,175","1,044",813,"1,321",831,"1,143",334,825,312,266,533,623,322,501,621,663,517,661,80
2021,3,100,715,74,40,34,64,30,62,40,51,24,42,61,32,13,32,16,19,22,10,8,11,19,25,30,16,14
2021,4,총,"2,635,896","504,103","231,264","272,839","252,869","140,665","158,210","414,730","102,703","102,529","96,793","71,800","264,722","23,063","51,380","24,904","16,516","35,962","42,085","31,133","43,118","114,297","55,716","31,236","48,327","9,035"
2021,4,0,"185,360","38,829","17,106","21,723","15,976","10,199","10,421","40,337","5,944","5,689","5,090","3,983","20,069",650,"1,870",959,715,"1,567","1,462","1,383","1,885","9,222","4,564","1,330","2,824",392
2021,4,10,"224,452","46,513","21,163","25,350","20,589","12,441","13,564","44,394","8,779","6,744","7,503","5,636","22,705",936,"2,227","1,177",920,"2,056","2,258","1,982","2,209","11,439","4,414","1,857","3,664",445
2021,4,20,"281,555","56,854","26,668","30,186","26,372","14,551","16,544","55,856","9,591","10,157","7,863","6,326","36,206","1,449","3,063","1,655","1,121","2,342","2,745","2,451","3,369","11,825","4,097","1,911","4,383",824
2021,4,30,"286,646","58,849","26,601","32,248","25,061","14,871","15,345","64,745","8,384","9,374","7,285","5,647","32,901","1,262","3,129","1,661","1,011","2,337","2,692","2,192","3,220","14,361","5,413","1,874","4,181",851
2021,4,40,"381,057","77,102","35,699","41,403","36,451","19,329","21,956","72,787","13,692","12,582","11,328","8,727","41,514","2,093","4,616","2,340","1,658","3,794","4,361","3,746","4,651","20,641","7,160","3,163","6,110","1,256"
2021,4,50,"456,550","89,531","41,115","48,416","46,652","23,647","26,083","69,882","17,601","18,239","16,576","11,986","45,023","4,209","8,520","4,668","2,908","6,083","7,166","5,828","8,298","19,701","7,971","5,657","8,510","1,811"
2021,4,60,"420,500","80,732","37,498","43,234","42,083","22,704","26,279","41,166","18,803","19,161","18,747","13,756","35,958","5,490","12,027","5,595","3,540","7,524","9,764","6,412","9,603","14,286","9,637","6,959","8,485","1,789"
2021,4,70,"241,463","37,543","17,489","20,054","24,634","13,332","16,523","16,079","11,797","12,645","12,483","9,169","19,668","3,979","8,841","3,981","2,633","5,819","6,678","4,114","5,849","7,663","6,701","4,667","5,606","1,059"
2021,4,80,"138,128","15,860","6,975","8,885","13,223","8,287","9,929","8,250","7,003","7,095","8,537","5,681","9,482","2,647","6,231","2,532","1,727","3,887","4,323","2,688","3,520","4,504","5,062","3,268","3,879",513
2021,4,90,"19,467","2,216",909,"1,307","1,762","1,274","1,502","1,194","1,057",818,"1,340",829,"1,164",336,826,320,265,531,625,329,503,635,673,519,668,81
2021,4,100,718,74,41,33,66,30,64,40,52,25,41,60,32,12,30,16,18,22,11,8,11,20,24,31,17,14
2021,5,총,"2,633,592","503,580","231,084","272,496","252,830","140,629","157,882","414,525","102,506","102,194","96,337","71,591","265,888","22,942","51,161","24,825","16,494","35,912","41,952","31,024","43,004","114,029","55,800","31,142","48,313","9,032"
2021,5,0,"184,571","38,629","17,031","21,598","15,904","10,178","10,371","40,140","5,920","5,673","5,062","3,954","20,035",639,"1,864",952,714,"1,566","1,455","1,383","1,881","9,166","4,566","1,312","2,816",391
2021,5,10,"224,023","46,432","21,110","25,322","20,516","12,396","13,523","44,353","8,721","6,722","7,462","5,587","22,809",927,"2,225","1,177",914,"2,053","2,256","1,973","2,189","11,415","4,421","1,854","3,650",448
2021,5,20,"281,517","56,876","26,687","30,189","26,317","14,532","16,546","55,827","9,622","10,122","7,872","6,295","36,357","1,439","3,045","1,640","1,118","2,344","2,739","2,434","3,364","11,811","4,115","1,905","4,377",820
2021,5,30,"285,527","58,610","26,535","32,075","25,010","14,771","15,276","64,505","8,322","9,282","7,218","5,594","33,018","1,249","3,122","1,634","1,005","2,315","2,640","2,188","3,193","14,286","5,413","1,860","4,166",850
2021,5,40,"379,683","76,877","35,591","41,286","36,329","19,287","21,856","72,671","13,590","12,488","11,201","8,649","41,539","2,076","4,553","2,321","1,653","3,775","4,314","3,687","4,601","20,566","7,161","3,134","6,102","1,253"
2021,5,50,"455,782","89,344","41,057","48,287","46,695","23,649","25,943","69,903","17,552","18,152","16,438","11,943","45,304","4,143","8,414","4,626","2,893","6,053","7,114","5,795","8,231","19,708","7,975","5,611","8,494","1,802"
2021,5,60,"422,381","81,097","37,637","43,460","42,250","22,837","26,395","41,496","18,875","19,185","18,770","13,799","36,305","5,483","12,005","5,622","3,556","7,545","9,790","6,443","9,640","14,308","9,656","6,987","8,540","1,797"
2021,5,70,"241,308","37,525","17,497","20,028","24,688","13,349","16,493","16,119","11,739","12,615","12,398","9,164","19,738","3,986","8,846","3,971","2,619","5,795","6,677","4,094","5,855","7,623","6,725","4,655","5,573","1,061"
2021,5,80,"138,556","15,900","6,981","8,919","13,268","8,319","9,949","8,267","7,040","7,106","8,542","5,703","9,579","2,653","6,229","2,544","1,741","3,900","4,332","2,687","3,539","4,486","5,065","3,289","3,906",512
2021,5,90,"19,559","2,221",919,"1,302","1,786","1,280","1,481","1,205","1,075",826,"1,337",842,"1,172",333,829,322,263,545,624,332,502,638,680,510,672,84
2021,5,100,685,69,39,30,67,31,49,39,50,23,37,61,32,14,29,16,18,21,11,8,9,22,23,25,17,14
2021,6,총,"2,632,401","503,634","230,984","272,650","252,602","140,293","157,805","414,284","102,440","102,099","96,273","71,409","266,747","22,924","51,099","24,784","16,411","35,779","41,847","30,927","42,964","114,016","55,784","31,084","48,206","8,990"
2021,6,0,"183,713","38,447","16,923","21,524","15,818","10,155","10,309","39,962","5,891","5,665","5,037","3,918","19,981",642,"1,857",947,709,"1,559","1,447","1,368","1,857","9,090","4,554","1,299","2,802",399
2021,6,10,"223,840","46,370","21,079","25,291","20,427","12,383","13,522","44,341","8,714","6,677","7,475","5,558","22,908",921,"2,221","1,174",913,"2,056","2,227","1,963","2,194","11,419","4,426","1,852","3,649",450
2021,6,20,"281,131","56,952","26,684","30,268","26,223","14,455","16,561","55,777","9,611","10,069","7,870","6,264","36,418","1,435","3,016","1,640","1,115","2,326","2,718","2,395","3,334","11,752","4,094","1,899","4,398",809
2021,6,30,"284,647","58,388","26,382","32,006","24,973","14,686","15,225","64,246","8,295","9,266","7,183","5,567","33,080","1,245","3,104","1,614",999,"2,289","2,629","2,172","3,200","14,245","5,416","1,842","4,130",853
2021,6,40,"379,324","76,958","35,623","41,335","36,248","19,216","21,845","72,664","13,561","12,445","11,183","8,621","41,596","2,056","4,535","2,314","1,626","3,756","4,280","3,653","4,592","20,540","7,169","3,121","6,085","1,260"
2021,6,50,"454,391","89,132","40,929","48,203","46,558","23,557","25,780","69,758","17,481","18,069","16,330","11,873","45,440","4,118","8,364","4,588","2,867","5,975","7,090","5,775","8,180","19,712","7,948","5,572","8,431","1,793"
2021,6,60,"424,980","81,505","37,836","43,669","42,496","22,916","26,544","41,870","18,991","19,298","18,900","13,880","36,654","5,508","12,083","5,648","3,571","7,571","9,808","6,473","9,697","14,463","9,699","7,035","8,587","1,783"
2021,6,70,"241,299","37,610","17,544","20,066","24,699","13,305","16,521","16,127","11,724","12,601","12,378","9,136","19,822","3,990","8,830","3,971","2,594","5,775","6,669","4,091","5,853","7,629","6,723","4,643","5,555","1,053"
2021,6,80,"138,893","15,990","7,030","8,960","13,292","8,330","9,961","8,294","7,046","7,160","8,549","5,727","9,642","2,659","6,236","2,552","1,741","3,907","4,343","2,698","3,534","4,503","5,051","3,294","3,880",504
2021,6,90,"19,532","2,213",914,"1,299","1,800","1,258","1,488","1,205","1,074",826,"1,329",827,"1,174",336,825,320,260,544,627,331,513,641,682,501,675,83
2021,6,100,651,69,40,29,68,32,49,40,52,23,39,38,32,14,28,16,16,21,9,8,10,22,22,26,14,3
2021,7,총,"2,631,649","503,489","230,940","272,549","252,438","140,219","157,690","414,207","102,377","101,856","96,160","71,242","267,453","22,880","51,042","24,768","16,396","35,732","41,804","30,855","42,964","113,981","55,845","31,057","48,175","9,019"
2021,7,0,"182,918","38,256","16,823","21,433","15,740","10,150","10,276","39,810","5,855","5,632","5,001","3,897","19,977",627,"1,845",950,704,"1,544","1,428","1,365","1,863","9,000","4,537","1,278","2,788",395
2021,7,10,"223,455","46,303","21,048","25,255","20,400","12,333","13,460","44,311","8,692","6,645","7,459","5,503","22,925",917,"2,219","1,173",911,"2,055","2,218","1,947","2,209","11,413","4,442","1,847","3,621",452
2021,7,20,"280,421","56,914","26,733","30,181","26,093","14,410","16,522","55,617","9,606","9,958","7,832","6,219","36,455","1,419","2,985","1,632","1,110","2,313","2,698","2,383","3,297","11,735","4,097","1,895","4,400",831
2021,7,30,"283,759","58,191","26,249","31,942","24,890","14,613","15,222","64,049","8,241","9,212","7,183","5,528","33,142","1,235","3,089","1,602",999,"2,275","2,617","2,135","3,199","14,135","5,408","1,826","4,119",849
2021,7,40,"378,861","76,839","35,566","41,273","36,169","19,213","21,763","72,724","13,529","12,406","11,119","8,603","41,672","2,045","4,516","2,311","1,616","3,731","4,275","3,631","4,581","20,515","7,185","3,094","6,063","1,261"
2021,7,50,"453,913","89,033","40,878","48,155","46,535","23,476","25,742","69,709","17,455","18,006","16,290","11,816","45,526","4,109","8,339","4,566","2,860","5,961","7,095","5,770","8,148","19,779","7,955","5,571","8,390","1,782"
2021,7,60,"427,094","81,911","38,041","43,870","42,648","23,045","26,652","42,236","19,097","19,351","18,960","13,933","36,924","5,529","12,116","5,662","3,569","7,573","9,829","6,489","9,727","14,575","9,739","7,061","8,666","1,802"
2021,7,70,"241,786","37,709","17,589","20,120","24,760","13,343","16,553","16,200","11,727","12,617","12,394","9,128","19,913","3,987","8,839","3,978","2,598","5,799","6,662","4,100","5,864","7,634","6,725","4,660","5,539","1,057"
2021,7,80,"139,206","16,043","7,048","8,995","13,335","8,346","9,970","8,308","7,045","7,178","8,553","5,734","9,696","2,662","6,247","2,557","1,752","3,919","4,342","2,691","3,553","4,524","5,055","3,301","3,891",504
2021,7,90,"19,584","2,220",927,"1,293","1,800","1,258","1,480","1,204","1,079",829,"1,331",842,"1,189",336,820,322,261,541,631,335,513,648,679,499,684,83
2021,7,100,652,70,38,32,68,32,50,39,51,22,38,39,34,14,27,15,16,21,9,9,10,23,23,25,14,3
2021,8,총,"2,630,254","503,344","230,550","272,794","252,344","140,130","157,534","413,813","102,258","101,881","96,019","71,045","267,935","22,853","50,952","24,773","16,350","35,678","41,736","30,792","42,880","114,021","55,846","30,969","48,125","8,976"
2021,8,0,"182,105","38,103","16,683","21,420","15,647","10,078","10,249","39,594","5,827","5,621","4,982","3,871","19,961",625,"1,846",952,694,"1,539","1,431","1,348","1,859","8,924","4,506","1,268","2,797",383
2021,8,10,"223,048","46,245","20,980","25,265","20,356","12,326","13,388","44,246","8,654","6,633","7,438","5,484","22,938",919,"2,212","1,168",905,"2,036","2,199","1,931","2,203","11,417","4,465","1,833","3,599",453
2021,8,20,"279,578","56,836","26,669","30,167","26,059","14,340","16,483","55,381","9,586","9,910","7,780","6,173","36,495","1,402","2,949","1,626","1,090","2,295","2,662","2,364","3,253","11,751","4,091","1,865","4,354",833
2021,8,30,"282,760","57,955","26,040","31,915","24,830","14,582","15,213","63,768","8,213","9,194","7,138","5,492","33,179","1,227","3,061","1,590",990,"2,253","2,604","2,114","3,178","14,040","5,389","1,807","4,116",827
2021,8,40,"378,164","76,683","35,440","41,243","36,063","19,207","21,704","72,709","13,504","12,372","11,083","8,541","41,656","2,033","4,496","2,305","1,619","3,714","4,258","3,622","4,549","20,480","7,171","3,076","6,071","1,248"
2021,8,50,"453,874","89,085","40,865","48,220","46,508","23,463","25,708","69,749","17,395","18,027","16,252","11,786","45,650","4,106","8,316","4,548","2,844","5,978","7,087","5,740","8,141","19,839","7,955","5,559","8,350","1,788"
2021,8,60,"428,519","82,163","38,182","43,981","42,836","23,118","26,718","42,507","19,140","19,398","19,011","13,935","37,070","5,534","12,116","5,692","3,574","7,577","9,849","6,513","9,732","14,694","9,761","7,075","8,709","1,797"
2021,8,70,"242,423","37,855","17,645","20,210","24,838","13,388","16,586","16,262","11,745","12,673","12,414","9,140","20,005","3,989","8,838","3,985","2,591","5,791","6,647","4,128","5,877","7,658","6,748","4,655","5,551","1,059"
2021,8,80,"139,389","16,115","7,080","9,035","13,332","8,341","9,958","8,330","7,050","7,183","8,545","5,730","9,743","2,664","6,263","2,559","1,762","3,926","4,358","2,687","3,563","4,545","5,054","3,302","3,877",502
2021,8,90,"19,735","2,230",926,"1,304","1,805","1,255","1,479","1,229","1,091",848,"1,338",855,"1,204",340,829,333,265,547,631,336,515,651,682,503,686,83
2021,8,100,659,74,40,34,70,32,48,38,53,22,38,38,34,14,26,15,16,22,10,9,10,22,24,26,15,3
2021,9,총,"2,628,344","503,146","230,351","272,795","252,444","140,061","157,401","413,594","102,065","101,670","95,788","71,096","268,331","22,829","50,831","24,706","16,319","35,540","41,670","30,683","42,782","113,870","55,802","30,860","47,969","8,887"
2021,9,0,"181,187","37,884","16,562","21,322","15,592","10,051","10,209","39,354","5,786","5,586","4,944","3,869","19,907",618,"1,836",949,687,"1,519","1,421","1,338","1,855","8,855","4,501","1,266","2,777",383
2021,9,10,"222,671","46,242","20,964","25,278","20,279","12,291","13,361","44,221","8,611","6,597","7,399","5,462","22,961",920,"2,197","1,163",903,"2,031","2,197","1,921","2,194","11,400","4,473","1,822","3,578",448
2021,9,20,"277,982","56,566","26,518","30,048","26,049","14,235","16,389","55,182","9,555","9,701","7,708","6,087","36,648","1,388","2,886","1,586","1,070","2,273","2,585","2,314","3,180","11,628","4,047","1,815","4,269",821
2021,9,30,"281,964","57,866","25,999","31,867","24,810","14,548","15,182","63,683","8,146","9,145","7,074","5,490","33,148","1,212","3,035","1,576",992,"2,211","2,597","2,089","3,157","13,960","5,361","1,786","4,095",801
2021,9,40,"377,596","76,585","35,373","41,212","35,950","19,212","21,658","72,601","13,488","12,355","11,031","8,565","41,638","2,018","4,485","2,297","1,610","3,687","4,250","3,592","4,541","20,524","7,175","3,057","6,040","1,237"
2021,9,50,"454,112","89,139","40,895","48,244","46,600","23,485","25,729","69,856","17,371","18,016","16,232","11,834","45,732","4,124","8,296","4,537","2,826","5,974","7,085","5,730","8,099","19,856","7,949","5,538","8,340","1,764"
2021,9,60,"429,611","82,344","38,229","44,115","42,983","23,183","26,737","42,750","19,135","19,464","19,033","13,993","37,161","5,535","12,105","5,701","3,596","7,569","9,864","6,517","9,789","14,746","9,773","7,083","8,752","1,798"
2021,9,70,"242,890","38,000","17,716","20,284","24,912","13,402","16,613","16,318","11,774","12,702","12,393","9,162","20,100","3,987","8,858","3,977","2,595","5,777","6,643","4,128","5,890","7,649","6,749","4,657","5,553","1,051"
2021,9,80,"139,808","16,189","7,115","9,074","13,385","8,371","9,996","8,350","7,048","7,216","8,580","5,739","9,788","2,670","6,274","2,566","1,756","3,932","4,381","2,696","3,551","4,575","5,070","3,304","3,871",500
2021,9,90,"19,854","2,254",939,"1,315","1,814","1,250","1,479","1,241","1,097",866,"1,356",855,"1,214",342,832,338,267,544,637,349,517,656,680,505,680,81
2021,9,100,669,77,41,36,70,33,48,38,54,22,38,40,34,15,27,16,17,23,10,9,9,21,24,27,14,3
2021,10,총,"2,627,925","503,179","230,407","272,772","252,403","140,149","157,317","413,366","101,929","101,681","95,677","71,223","268,431","22,894","50,739","24,605","16,330","35,497","41,736","30,694","42,781","113,843","55,809","30,807","47,941","8,894"
2021,10,0,"180,301","37,674","16,489","21,185","15,511","10,023","10,137","39,134","5,772","5,595","4,914","3,858","19,857",616,"1,823",935,683,"1,499","1,413","1,327","1,848","8,807","4,487","1,245","2,762",381
2021,10,10,"222,349","46,185","20,929","25,256","20,259","12,288","13,370","44,180","8,597","6,539","7,386","5,449","22,926",915,"2,177","1,160",902,"2,021","2,196","1,904","2,191","11,389","4,480","1,816","3,566",453
2021,10,20,"277,409","56,483","26,489","29,994","25,973","14,196","16,363","54,997","9,534","9,685","7,685","6,137","36,554","1,393","2,878","1,582","1,066","2,276","2,582","2,318","3,182","11,592","4,042","1,805","4,276",810
2021,10,30,"281,227","57,754","25,958","31,796","24,727","14,575","15,142","63,468","8,099","9,108","7,047","5,507","33,122","1,218","3,016","1,556",990,"2,180","2,601","2,084","3,148","13,886","5,324","1,779","4,087",809
2021,10,40,"377,048","76,571","35,400","41,171","35,860","19,175","21,607","72,583","13,432","12,298","10,967","8,567","41,586","2,018","4,444","2,281","1,603","3,696","4,258","3,579","4,533","20,515","7,209","3,029","6,017","1,220"
2021,10,50,"454,444","89,141","40,907","48,234","46,628","23,508","25,731","69,979","17,336","18,075","16,225","11,862","45,873","4,132","8,243","4,507","2,832","5,982","7,099","5,752","8,084","19,891","7,934","5,526","8,324","1,780"
2021,10,60,"430,951","82,586","38,305","44,281","43,130","23,287","26,776","42,982","19,173","19,532","19,068","14,016","37,287","5,563","12,130","5,708","3,621","7,552","9,885","6,548","9,811","14,811","9,792","7,106","8,778","1,809"
2021,10,70,"243,375","38,164","17,798","20,366","24,972","13,415","16,651","16,383","11,784","12,715","12,381","9,172","20,163","4,001","8,880","3,967","2,583","5,794","6,665","4,117","5,892","7,664","6,749","4,659","5,556","1,048"
2021,10,80,"140,156","16,262","7,151","9,111","13,444","8,388","10,008","8,384","7,051","7,234","8,595","5,762","9,808","2,679","6,284","2,557","1,764","3,918","4,390","2,708","3,567","4,597","5,075","3,308","3,875",498
2021,10,90,"20,017","2,286",940,"1,346","1,837","1,260","1,487","1,238","1,096",877,"1,370",852,"1,224",344,838,340,269,557,636,348,516,669,694,508,688,83
2021,10,100,648,73,41,32,62,34,45,38,55,23,39,41,31,15,26,12,17,22,11,9,9,22,23,26,12,3
2021,11,총,"2,627,468","503,388","230,644","272,744","252,162","140,120","157,177","413,164","101,895","101,703","95,701","71,159","268,455","22,899","50,665","24,590","16,335","35,451","41,827","30,673","42,766","113,896","55,824","30,802","47,928","8,888"
2021,11,0,"179,383","37,449","16,442","21,007","15,427","9,993","10,060","38,906","5,755","5,569","4,902","3,835","19,783",603,"1,805",921,677,"1,485","1,416","1,330","1,832","8,774","4,475","1,248","2,760",378
2021,11,10,"222,205","46,215","20,950","25,265","20,235","12,240","13,347","44,214","8,601","6,542","7,349","5,463","22,869",917,"2,174","1,164",896,"2,031","2,202","1,906","2,192","11,359","4,478","1,806","3,552",453
2021,11,20,"276,881","56,565","26,560","30,005","25,815","14,174","16,363","54,775","9,502","9,647","7,700","6,133","36,442","1,395","2,858","1,573","1,071","2,250","2,580","2,304","3,173","11,602","4,056","1,818","4,275",810
2021,11,30,"280,402","57,613","25,888","31,725","24,651","14,511","15,086","63,286","8,090","9,115","7,058","5,434","33,085","1,205","2,966","1,565",995,"2,179","2,597","2,065","3,127","13,825","5,305","1,757","4,081",806
2021,11,40,"377,057","76,644","35,499","41,145","35,810","19,188","21,582","72,688","13,409","12,260","10,960","8,575","41,592","2,014","4,456","2,257","1,610","3,677","4,271","3,572","4,502","20,523","7,220","3,029","6,004","1,214"
2021,11,50,"454,422","89,077","40,870","48,207","46,585","23,528","25,713","70,037","17,350","18,075","16,213","11,824","45,886","4,130","8,227","4,492","2,836","5,988","7,106","5,726","8,091","19,965","7,926","5,535","8,336","1,776"
2021,11,60,"432,158","82,790","38,363","44,427","43,242","23,352","26,820","43,162","19,173","19,611","19,112","14,048","37,449","5,587","12,160","5,731","3,618","7,569","9,926","6,576","9,831","14,874","9,794","7,125","8,794","1,814"
2021,11,70,"243,700","38,337","17,903","20,434","25,009","13,429","16,653","16,406","11,783","12,729","12,390","9,168","20,226","4,002","8,845","3,976","2,585","5,776","6,673","4,124","5,919","7,669","6,755","4,652","5,539","1,055"
2021,11,80,"140,516","16,325","7,179","9,146","13,469","8,412","10,011","8,411","7,081","7,252","8,607","5,781","9,858","2,688","6,300","2,562","1,759","3,915","4,412","2,723","3,572","4,616","5,082","3,298","3,882",500
2021,11,90,"20,133","2,305",952,"1,353","1,866","1,254","1,497","1,244","1,093",882,"1,374",858,"1,237",343,853,338,271,560,634,341,518,670,710,510,695,80
2021,11,100,611,68,38,30,53,39,45,35,58,21,36,40,28,15,21,11,17,21,10,6,9,19,23,24,10,2
2021,12,총,"2,626,609","503,852","230,801","273,051","251,889","140,239","156,972","412,581","101,942","101,888","95,566","71,154","268,369","22,945","50,632","24,539","16,320","35,314","41,891","30,626","42,842","113,822","55,739","30,762","47,858","8,867"
2021,12,0,"178,515","37,303","16,367","20,936","15,375","9,980","9,970","38,692","5,742","5,527","4,902","3,827","19,729",605,"1,801",917,675,"1,458","1,412","1,316","1,819","8,686","4,450","1,227","2,725",377
2021,12,10,"221,964","46,200","20,936","25,264","20,189","12,209","13,343","44,170","8,608","6,547","7,295","5,427","22,857",919,"2,186","1,149",892,"2,030","2,233","1,908","2,182","11,350","4,455","1,803","3,559",453
2021,12,20,"276,021","56,622","26,608","30,014","25,692","14,146","16,268","54,463","9,477","9,646","7,641","6,140","36,271","1,379","2,833","1,572","1,065","2,232","2,582","2,302","3,200","11,574","4,031","1,820","4,253",812
2021,12,30,"279,475","57,588","25,839","31,749","24,522","14,498","14,980","62,965","8,121","9,149","7,029","5,416","32,967","1,206","2,951","1,554",993,"2,157","2,575","2,055","3,149","13,720","5,272","1,752","4,076",780
2021,12,40,"377,180","76,741","35,548","41,193","35,744","19,216","21,625","72,728","13,410","12,245","10,949","8,563","41,676","2,006","4,458","2,239","1,602","3,631","4,283","3,550","4,509","20,557","7,225","3,024","5,986","1,213"
2021,12,50,"454,427","89,130","40,919","48,211","46,590","23,564","25,727","70,065","17,337","18,106","16,169","11,824","45,856","4,154","8,174","4,471","2,846","5,992","7,091","5,716","8,085","20,000","7,901","5,526","8,320","1,783"
