년도,월,나이,경기도 광명시,경기도 광명시 광명1동,경기도 광명시 광명2동,경기도 광명시 광명3동,경기도 광명시 광명4동,경기도 광명시 광명5동,경기도 광명시 광명6동,경기도 광명시 광명7동,경기도 광명시 철산1동,경기도 광명시 철산2동,경기도 광명시 철산3동,경기도 광명시 철산4동,경기도 광명시 하안1동,경기도 광명시 하안2동,경기도 광명시 하안3동,경기도 광명시 하안4동,경기도 광명시 소하1동,경기도 광명시 소하2동,경기도 광명시 학온동,경기도 광명시 일직동
2020,4,70,"10,192",315,440,537,692,628,375,643,362,425,762,406,679,497,941,311,810,"1,248",121,
2020,4,80,"5,168",156,199,220,279,293,183,298,151,219,420,177,366,353,543,188,420,607,96,
2020,4,90,860,22,23,29,49,43,31,51,32,37,83,22,65,57,88,26,91,97,14,
2020,4,100,103,3,4,2,13,4,6,6,2,5,5,1,8,9,7,1,13,9,5,
2020,5,총,"159,164","3,007","4,116","5,032","7,291","7,463","5,555","8,635","6,592","6,322","16,853","6,839","13,337","7,542","11,096","6,614","16,534","25,358",978,
2020,5,0,"12,255",145,172,206,359,451,480,487,543,254,"1,485",543,"1,242",542,768,541,"1,591","2,415",31,
2020,5,10,"15,618",201,269,276,500,636,562,799,777,444,"2,050",602,"1,607",572,968,738,"2,095","2,484",38,
2020,5,20,"19,433",375,534,624,889,862,628,"1,122",816,990,"2,032",822,"1,494",884,"1,279",826,"1,796","3,369",91,
2020,5,30,"21,942",347,425,573,946,888,678,962,897,774,"2,168","1,179","1,647","1,291","1,560","1,057","2,205","4,250",95,
2020,5,40,"27,356",418,554,696,"1,022","1,176",939,"1,314","1,283",910,"3,243","1,182","2,585","1,260","1,853","1,304","3,252","4,269",96,
2020,5,50,"26,403",591,780,966,"1,275","1,326",932,"1,617","1,085","1,321","2,780","1,091","2,202","1,160","1,712","1,016","2,429","3,944",176,
2020,5,60,"19,841",465,753,899,"1,265","1,144",735,"1,328",654,941,"1,821",808,"1,448",907,"1,366",609,"1,829","2,654",215,
2020,5,70,"10,190",292,408,543,692,639,383,651,355,428,761,414,676,507,940,311,814,"1,254",122,
2020,5,80,"5,151",146,195,218,282,293,183,296,148,217,424,173,364,353,555,184,418,606,96,
2020,5,90,871,24,22,29,48,44,29,53,32,38,83,24,66,55,88,27,92,104,13,
2020,5,100,104,3,4,2,13,4,6,6,2,5,6,1,6,11,7,1,13,9,5,
2020,6,총,"158,349","2,650","3,700","5,029","7,259","7,482","5,546","8,631","6,536","6,230","16,844","6,844","13,352","7,543","11,104","6,607","16,574","25,439",979,
2020,6,0,"12,169",124,146,203,354,452,478,481,532,253,"1,474",540,"1,237",544,766,537,"1,588","2,428",32,
2020,6,10,"15,516",171,229,278,502,625,566,797,773,442,"2,043",603,"1,612",560,961,739,"2,097","2,481",37,
2020,6,20,"19,296",321,479,633,884,871,620,"1,125",813,962,"2,033",817,"1,503",877,"1,280",821,"1,809","3,358",90,
2020,6,30,"21,811",306,371,562,937,889,668,952,882,769,"2,152","1,189","1,641","1,292","1,567","1,066","2,211","4,263",94,
2020,6,40,"27,179",373,497,695,"1,007","1,173",947,"1,312","1,258",892,"3,241","1,184","2,586","1,253","1,846","1,287","3,257","4,275",96,
2020,6,50,"26,203",525,700,953,"1,275","1,320",923,"1,625","1,086","1,299","2,788","1,080","2,192","1,166","1,707","1,014","2,421","3,955",174,
2020,6,60,"19,864",417,686,917,"1,270","1,156",743,"1,323",651,933,"1,830",814,"1,455",912,"1,376",619,"1,852","2,693",217,
2020,6,70,"10,185",254,386,536,688,650,385,659,358,423,763,417,685,517,943,314,815,"1,268",124,
2020,6,80,"5,159",133,183,220,285,297,182,300,149,215,431,174,367,356,560,184,421,605,97,
2020,6,90,862,23,19,30,43,45,28,51,32,37,84,24,68,55,91,25,90,104,13,
2020,6,100,105,3,4,2,14,4,6,6,2,5,5,2,6,11,7,1,13,9,5,
2020,7,총,"157,544","2,350","3,347","5,036","7,275","7,448","5,533","8,622","6,480","6,149","16,855","6,838","13,330","7,552","11,072","6,609","16,556","25,510",982,
2020,7,0,"12,073",110,136,198,347,443,472,478,529,251,"1,466",536,"1,234",540,753,536,"1,580","2,431",33,
2020,7,10,"15,437",150,203,280,496,623,561,785,767,431,"2,039",605,"1,612",558,967,743,"2,090","2,489",38,
2020,7,20,"19,170",286,419,625,896,868,613,"1,138",812,948,"2,032",816,"1,504",873,"1,267",824,"1,799","3,356",94,
2020,7,30,"21,644",273,334,565,930,888,670,941,859,756,"2,146","1,184","1,610","1,288","1,552","1,063","2,212","4,279",94,
2020,7,40,"27,053",326,450,687,"1,014","1,159",943,"1,307","1,241",882,"3,268","1,187","2,585","1,251","1,857","1,279","3,257","4,269",91,
2020,7,50,"26,039",461,621,965,"1,280","1,319",922,"1,620","1,082","1,268","2,783","1,078","2,185","1,168","1,705","1,017","2,407","3,981",177,
2020,7,60,"19,854",369,634,919,"1,273","1,159",749,"1,333",660,925,"1,841",813,"1,466",925,"1,373",624,"1,868","2,707",216,
2020,7,70,"10,157",233,353,543,692,643,386,667,347,428,764,420,692,519,937,315,817,"1,278",123,
2020,7,80,"5,160",120,173,220,291,296,184,298,149,219,434,174,367,364,563,183,423,604,98,
2020,7,90,853,19,20,32,42,46,27,49,33,37,77,23,69,55,90,24,90,107,13,
2020,7,100,104,3,4,2,14,4,6,6,1,4,5,2,6,11,8,1,13,9,5,
2020,8,총,"156,294","1,896","3,021","5,026","7,274","7,449","5,530","8,603","6,315","6,042","16,852","6,804","13,317","7,543","11,054","6,564","16,545","25,487",972,
2020,8,0,"11,898",79,118,191,344,438,464,478,513,239,"1,461",530,"1,226",537,737,521,"1,577","2,411",34,
2020,8,10,"15,294",110,188,280,484,624,567,775,742,424,"2,031",594,"1,604",555,964,732,"2,089","2,495",36,
2020,8,20,"18,930",229,364,615,911,857,610,"1,139",786,916,"2,033",811,"1,504",876,"1,273",819,"1,781","3,316",90,
2020,8,30,"21,379",206,295,557,914,894,667,936,835,737,"2,144","1,178","1,584","1,284","1,533","1,050","2,193","4,278",94,
2020,8,40,"26,868",264,403,686,"1,019","1,160",947,"1,305","1,209",860,"3,259","1,172","2,580","1,251","1,845","1,279","3,263","4,275",91,
2020,8,50,"25,834",391,557,969,"1,275","1,321",903,"1,606","1,056","1,253","2,785","1,078","2,195","1,160","1,715","1,017","2,413","3,965",175,
2020,8,60,"19,896",302,587,929,"1,286","1,165",770,"1,338",659,924,"1,848",830,"1,490",926,"1,382",626,"1,875","2,743",216,
2020,8,70,"10,099",196,327,545,690,645,387,670,334,433,769,411,687,522,940,317,822,"1,283",121,
2020,8,80,"5,126",102,161,220,294,297,181,299,148,216,435,175,368,364,565,176,427,601,97,
2020,8,90,864,14,17,31,43,44,28,51,32,36,82,23,73,57,92,26,92,110,13,
2020,8,100,106,3,4,3,14,4,6,6,1,4,5,2,6,11,8,1,13,10,5,
2020,9,총,"154,842","1,349","2,604","5,066","7,292","7,476","5,509","8,609","6,097","5,816","16,851","6,797","13,283","7,525","11,039","6,547","16,507","25,509",966,
2020,9,0,"11,747",48,100,195,347,439,465,480,497,229,"1,448",525,"1,197",528,742,509,"1,548","2,418",32,
2020,9,10,"15,148",65,155,285,483,629,564,769,730,404,"2,041",590,"1,600",551,941,725,"2,097","2,484",35,
2020,9,20,"18,715",163,299,614,916,855,610,"1,142",747,872,"2,028",808,"1,510",873,"1,267",813,"1,779","3,327",92,
2020,9,30,"21,070",143,254,553,907,888,653,939,799,694,"2,124","1,181","1,564","1,263","1,528","1,041","2,160","4,288",91,
2020,9,40,"26,632",185,347,693,"1,023","1,167",948,"1,295","1,180",826,"3,266","1,178","2,564","1,254","1,830","1,267","3,258","4,262",89,
2020,9,50,"25,617",273,481,978,"1,267","1,334",897,"1,609","1,014","1,207","2,787","1,069","2,214","1,162","1,720","1,041","2,425","3,971",168,
2020,9,60,"19,846",235,516,936,"1,309","1,169",769,"1,343",641,919,"1,865",828,"1,491",942,"1,397",625,"1,883","2,756",222,
2020,9,70,"10,009",148,291,554,687,644,389,673,314,416,771,416,691,521,941,322,827,"1,282",122,
2020,9,80,"5,079",74,142,222,293,303,180,303,143,210,433,176,370,360,571,176,427,599,97,
2020,9,90,871,12,15,33,46,44,27,50,31,35,83,24,76,60,94,27,90,111,13,
2020,9,100,108,3,4,3,14,4,7,6,1,4,5,2,6,11,8,1,13,11,5,
2020,10,총,"153,283",904,"2,152","5,067","7,286","7,490","5,515","8,606","5,913","5,402","16,851","6,794","13,296","7,523","11,033","6,528","16,482","25,485",956,
2020,10,0,"11,576",31,78,191,350,436,462,482,486,210,"1,427",521,"1,188",517,737,507,"1,529","2,392",32,
2020,10,10,"15,046",44,131,285,479,626,564,775,700,372,"2,050",596,"1,597",550,936,725,"2,100","2,484",32,
2020,10,20,"18,460",103,242,606,924,858,620,"1,131",733,784,"2,024",805,"1,506",879,"1,264",813,"1,760","3,320",88,
2020,10,30,"20,791",102,213,553,890,876,650,940,766,652,"2,107","1,171","1,551","1,253","1,514","1,040","2,162","4,258",93,
2020,10,40,"26,419",131,286,692,"1,012","1,171",951,"1,286","1,150",777,"3,269","1,173","2,579","1,254","1,825","1,256","3,248","4,270",89,
2020,10,50,"25,342",179,389,980,"1,272","1,341",903,"1,607",980,"1,106","2,783","1,073","2,217","1,165","1,729","1,042","2,432","3,978",166,
2020,10,60,"19,721",160,429,945,"1,308","1,180",754,"1,352",627,867,"1,892",838,"1,501",950,"1,402",625,"1,891","2,777",223,
2020,10,70,"9,917",101,253,553,692,646,394,676,297,396,776,415,698,520,945,321,831,"1,281",122,
2020,10,80,"5,024",41,114,226,300,306,181,301,143,199,435,175,372,362,579,172,424,601,93,
2020,10,90,879,9,13,33,45,46,29,50,30,35,83,25,81,62,94,26,92,113,13,
2020,10,100,108,3,4,3,14,4,7,6,1,4,5,2,6,11,8,1,13,11,5,
2020,11,총,"151,988",521,"1,932","5,097","7,274","7,495","5,530","8,596","5,745","4,909","16,835","6,793","13,307","7,491","10,988","6,538","16,465","25,517",955,
2020,11,0,"11,449",12,72,189,355,432,453,483,473,195,"1,422",527,"1,166",510,722,507,"1,525","2,375",31,
2020,11,10,"14,932",17,120,292,475,626,566,773,692,338,"2,030",593,"1,600",548,933,714,"2,100","2,483",32,
2020,11,20,"18,307",56,213,610,936,855,624,"1,117",702,722,"2,026",802,"1,527",858,"1,254",818,"1,756","3,343",88,
2020,11,30,"20,544",63,195,547,877,870,648,940,749,600,"2,098","1,173","1,536","1,243","1,514","1,029","2,150","4,221",91,
2020,11,40,"26,174",63,257,699,"1,001","1,182",954,"1,280","1,130",715,"3,267","1,162","2,568","1,237","1,797","1,253","3,240","4,280",89,
2020,11,50,"25,099",111,349,989,"1,271","1,331",906,"1,612",939,990,"2,784","1,073","2,222","1,169","1,732","1,045","2,418","3,994",164,
2020,11,60,"19,635",103,382,952,"1,296","1,191",764,"1,356",605,777,"1,900",846,"1,518",962,"1,403",643,"1,905","2,805",227,
2020,11,70,"9,862",61,229,554,701,645,393,677,291,355,790,414,701,526,955,326,835,"1,288",121,
2020,11,80,"4,993",24,101,229,301,312,184,301,135,179,432,176,380,365,573,176,432,599,94,
2020,11,90,888,8,11,33,47,47,31,51,28,34,81,25,83,62,97,26,91,120,13,
2020,11,100,105,3,3,3,14,4,7,6,1,4,5,2,6,11,8,1,13,9,5,
2020,12,총,"151,321",329,"1,790","5,107","7,224","7,456","5,515","9,141","5,678","4,456","16,817","6,764","13,306","7,472","10,928","6,514","16,411","25,461",952,
2020,12,0,"11,345",2,61,187,340,422,451,573,466,184,"1,409",510,"1,153",504,699,498,"1,499","2,359",28,
2020,12,10,"14,863",8,107,295,475,609,566,807,685,304,"2,029",589,"1,606",545,923,705,"2,096","2,482",32,
2020,12,20,"18,238",39,194,621,930,860,627,"1,155",701,648,"2,035",801,"1,528",858,"1,255",822,"1,749","3,329",86,
2020,12,30,"20,434",46,180,534,868,872,643,"1,070",744,548,"2,091","1,163","1,524","1,222","1,489","1,016","2,140","4,193",91,
2020,12,40,"26,053",33,238,696,995,"1,158",948,"1,379","1,115",659,"3,251","1,162","2,568","1,236","1,793","1,241","3,222","4,271",88,
2020,12,50,"24,945",82,318,989,"1,268","1,323",902,"1,673",923,895,"2,779","1,073","2,218","1,168","1,724","1,043","2,416","3,986",165,
2020,12,60,"19,691",70,365,966,"1,284","1,202",771,"1,416",602,691,"1,912",850,"1,546",980,"1,413",656,"1,917","2,822",228,
2020,12,70,"9,785",30,215,552,703,649,391,693,284,319,796,415,702,521,952,329,831,"1,282",121,
2020,12,80,"4,970",11,99,227,299,310,178,318,131,168,429,174,375,362,571,175,440,608,95,
2020,12,90,890,5,10,37,48,47,30,51,26,36,81,25,80,64,101,28,88,120,13,
2020,12,100,107,3,3,3,14,4,8,6,1,4,5,2,6,12,8,1,13,9,5,
2021,1,총,"150,890",272,"1,744","5,094","7,206","7,445","5,491","9,379","5,657","4,189","16,814","6,749","13,242","7,481","10,913","6,484","16,363","25,414",953,
2021,1,0,"11,225",1,53,181,341,412,448,612,452,178,"1,401",504,"1,121",506,689,489,"1,487","2,320",30,
2021,1,10,"14,800",8,104,296,477,617,558,831,685,269,"2,021",587,"1,601",540,923,697,"2,084","2,471",31,
2021,1,20,"18,140",31,190,619,912,848,629,"1,165",697,609,"2,039",789,"1,526",869,"1,260",823,"1,737","3,312",85,
2021,1,30,"20,289",40,173,527,857,866,630,"1,141",738,515,"2,069","1,167","1,505","1,220","1,464",988,"2,123","4,173",93,
2021,1,40,"25,957",30,231,683,"1,001","1,154",940,"1,422","1,106",614,"3,252","1,155","2,546","1,224","1,795","1,236","3,199","4,283",86,
2021,1,50,"24,866",66,312,986,"1,258","1,316",904,"1,679",923,836,"2,781","1,069","2,211","1,175","1,722","1,056","2,423","3,980",169,
2021,1,60,"19,827",62,353,983,"1,292","1,222",774,"1,452",611,652,"1,930",862,"1,564",983,"1,420",664,"1,930","2,846",227,
2021,1,70,"9,810",20,218,553,708,653,391,697,282,310,802,418,708,524,948,327,842,"1,287",122,
2021,1,80,"4,972",7,98,225,299,306,179,321,136,166,431,170,373,364,579,175,438,614,91,
2021,1,90,896,4,9,38,47,47,30,53,26,36,83,26,81,63,105,28,87,119,14,
2021,1,100,108,3,3,3,14,4,8,6,1,4,5,2,6,13,8,1,13,9,5,
2021,2,총,"150,416",246,"1,697","5,087","7,205","7,426","5,478","9,497","5,640","3,955","16,767","6,742","13,225","7,448","10,875","6,478","16,358","25,339",953,
2021,2,0,"11,114",0,44,177,345,406,439,625,446,169,"1,391",505,"1,106",490,682,474,"1,477","2,308",30,
2021,2,10,"14,736",7,101,294,471,624,558,842,675,242,"2,008",586,"1,594",539,917,695,"2,091","2,459",33,
2021,2,20,"18,034",28,183,619,911,835,622,"1,169",694,576,"2,027",783,"1,528",861,"1,241",828,"1,748","3,298",83,
2021,2,30,"20,073",34,171,524,852,854,631,"1,166",738,480,"2,038","1,165","1,478","1,204","1,448",986,"2,097","4,115",92,
2021,2,40,"25,869",25,228,675,985,"1,159",939,"1,451","1,087",571,"3,230","1,159","2,550","1,226","1,783","1,240","3,180","4,296",85,
2021,2,50,"24,888",63,299,988,"1,266","1,306",902,"1,681",932,799,"2,798","1,073","2,215","1,175","1,734","1,060","2,449","3,977",171,
2021,2,60,"19,887",57,351,981,"1,304","1,231",775,"1,479",618,616,"1,945",859,"1,578",994,"1,428",663,"1,928","2,854",226,
2021,2,70,"9,818",18,215,552,712,648,395,702,283,304,799,419,711,520,945,328,853,"1,291",123,
2021,2,80,"4,994",7,94,236,295,310,179,324,138,159,443,167,378,364,584,175,434,617,90,
2021,2,90,894,3,8,38,50,49,30,52,28,35,83,24,81,62,105,28,88,115,15,
2021,2,100,109,4,3,3,14,4,8,6,1,4,5,2,6,13,8,1,13,9,5,
2021,3,총,"149,853",188,"1,679","5,059","7,170","7,398","5,429","9,488","5,617","3,796","16,896","6,686","13,138","7,411","10,817","6,461","16,368","25,298",954,
2021,3,0,"11,047",0,45,178,344,404,433,620,444,160,"1,417",494,"1,097",485,677,472,"1,455","2,291",31,
2021,3,10,"14,643",6,102,291,467,628,557,829,667,236,"2,017",587,"1,566",525,909,689,"2,090","2,445",32,
2021,3,20,"18,012",25,178,618,899,830,615,"1,166",701,554,"2,038",781,"1,522",862,"1,237",829,"1,774","3,298",85,
2021,3,30,"19,996",25,172,515,849,853,625,"1,166",735,465,"2,053","1,162","1,478","1,207","1,435",977,"2,089","4,099",91,
2021,3,40,"25,723",21,217,669,979,"1,155",929,"1,449","1,085",550,"3,259","1,151","2,527","1,217","1,760","1,229","3,176","4,264",86,
2021,3,50,"24,805",53,299,985,"1,259","1,292",899,"1,681",924,764,"2,809","1,063","2,202","1,164","1,730","1,067","2,457","3,984",173,
2021,3,60,"19,966",41,353,982,"1,309","1,235",775,"1,494",619,590,"1,963",850,"1,588","1,006","1,428",669,"1,942","2,891",231,
2021,3,70,"9,765",10,212,548,712,638,393,703,279,295,816,412,698,511,944,323,860,"1,291",120,
2021,3,80,"4,992",3,94,236,294,315,175,325,139,152,440,165,378,372,589,177,435,617,86,
2021,3,90,863,4,5,36,47,48,26,54,23,29,81,20,79,60,104,28,87,114,18,
2021,3,100,41,0,2,1,11,0,2,1,1,1,3,1,3,2,4,1,3,4,1,
2021,4,총,"149,831",156,"1,647","5,068","7,137","7,372","5,405","9,531","5,579","3,669","17,298","6,631","13,132","7,384","10,792","6,406","16,349","25,325",950,
2021,4,0,"10,987",0,44,177,343,402,425,625,437,151,"1,479",481,"1,086",487,664,453,"1,441","2,261",31,
2021,4,10,"14,637",4,98,289,470,622,552,830,665,235,"2,057",576,"1,562",516,901,682,"2,092","2,454",32,
2021,4,20,"18,007",19,176,612,895,820,617,"1,167",690,528,"2,082",776,"1,530",866,"1,246",824,"1,777","3,299",83,
2021,4,30,"19,944",21,166,518,839,851,613,"1,182",736,446,"2,095","1,155","1,479","1,192","1,426",981,"2,076","4,078",90,
2021,4,40,"25,720",17,218,661,976,"1,153",931,"1,460","1,076",529,"3,330","1,145","2,513","1,217","1,755","1,212","3,167","4,275",85,
2021,4,50,"24,742",44,295,986,"1,242","1,283",893,"1,673",915,736,"2,855","1,057","2,201","1,146","1,716","1,055","2,468","4,007",170,
2021,4,60,"20,108",36,340,"1,000","1,311","1,244",780,"1,509",622,574,"2,030",850,"1,606","1,010","1,440",675,"1,941","2,909",231,
2021,4,70,"9,769",10,210,548,710,638,390,703,278,287,835,409,697,508,944,321,864,"1,297",120,
2021,4,80,"5,014",2,93,241,293,313,179,326,138,153,448,161,373,379,593,173,436,625,88,
2021,4,90,861,3,5,35,48,46,23,55,21,29,84,20,79,61,104,29,84,116,19,
2021,4,100,42,0,2,1,10,0,2,1,1,1,3,1,6,2,3,1,3,4,1,
2021,5,총,"149,842",118,"1,621","5,040","7,067","7,288","5,376","10,100","5,550","3,500","17,521","6,583","13,095","7,343","10,719","6,383","16,323","25,285",930,
2021,5,0,"11,019",0,43,176,346,396,419,715,430,138,"1,514",468,"1,081",482,652,446,"1,431","2,252",30,
2021,5,10,"14,597",4,98,290,458,609,536,869,662,219,"2,083",574,"1,547",507,901,679,"2,091","2,438",32,
2021,5,20,"18,055",11,178,610,896,808,627,"1,232",689,508,"2,087",779,"1,517",883,"1,228",824,"1,791","3,305",82,
2021,5,30,"19,934",14,158,512,834,838,609,"1,319",731,412,"2,130","1,135","1,492","1,178","1,414",967,"2,058","4,047",86,
2021,5,40,"25,690",14,212,651,964,"1,154",916,"1,544","1,070",503,"3,374","1,139","2,500","1,191","1,749","1,201","3,147","4,281",80,
2021,5,50,"24,693",30,294,975,"1,227","1,255",891,"1,749",913,707,"2,857","1,049","2,197","1,152","1,693","1,055","2,485","3,997",167,
2021,5,60,"20,218",31,339,"1,005","1,312","1,241",783,"1,570",619,556,"2,087",848,"1,610","1,001","1,445",687,"1,939","2,916",229,
2021,5,70,"9,715",10,202,543,697,636,394,715,275,276,842,406,688,506,934,324,859,"1,294",114,
2021,5,80,"5,027",1,90,242,289,305,176,329,137,150,459,164,378,378,599,171,434,635,90,
2021,5,90,864,3,7,35,43,46,23,57,23,30,85,20,80,63,100,28,86,116,19,
2021,5,100,30,0,0,1,1,0,2,1,1,1,3,1,5,2,4,1,2,4,1,
2021,6,총,"149,904",90,"1,613","5,021","7,030","7,251","5,348","10,536","5,553","3,360","17,594","6,598","13,079","7,324","10,658","6,358","16,312","25,253",926,
2021,6,0,"11,015",0,42,171,338,390,410,789,426,129,"1,517",469,"1,073",481,648,435,"1,428","2,239",30,
2021,6,10,"14,561",3,98,292,460,604,528,898,663,210,"2,086",571,"1,551",505,880,673,"2,075","2,433",31,
2021,6,20,"18,043",6,177,593,888,809,620,"1,257",701,484,"2,092",781,"1,510",875,"1,230",817,"1,798","3,322",83,
2021,6,30,"19,950",10,155,511,829,834,606,"1,456",725,395,"2,137","1,136","1,493","1,176","1,387",959,"2,049","4,007",85,
2021,6,40,"25,673",10,212,646,951,"1,149",903,"1,610","1,067",473,"3,383","1,138","2,501","1,190","1,735","1,200","3,152","4,274",79,
2021,6,50,"24,652",23,291,975,"1,219","1,249",890,"1,797",916,675,"2,867","1,054","2,180","1,144","1,703","1,048","2,476","3,978",167,
2021,6,60,"20,368",27,343,"1,016","1,316","1,234",795,"1,613",618,539,"2,118",851,"1,620","1,004","1,443",702,"1,951","2,948",230,
2021,6,70,"9,691",8,200,537,693,625,391,721,276,277,843,409,687,504,923,323,856,"1,306",112,
2021,6,80,"5,052",1,88,244,293,309,180,332,138,148,462,163,381,378,608,169,439,631,88,
2021,6,90,871,2,7,35,42,48,23,62,22,29,87,25,78,65,97,31,86,112,20,
2021,6,100,28,0,0,1,1,0,2,1,1,1,2,1,5,2,4,1,2,3,1,
2021,7,총,"149,779",86,"1,602","5,009","7,006","7,223","5,355","10,667","5,555","3,135","17,654","6,562","13,056","7,337","10,673","6,370","16,309","25,251",929,
2021,7,0,"10,997",0,44,169,335,387,411,801,432,116,"1,518",462,"1,060",480,646,436,"1,424","2,246",30,
2021,7,10,"14,516",3,95,289,459,594,528,906,658,206,"2,095",568,"1,547",502,880,671,"2,075","2,410",30,
2021,7,20,"17,963",5,179,581,875,810,612,"1,258",704,453,"2,098",768,"1,498",872,"1,226",819,"1,807","3,315",83,
2021,7,30,"19,959",9,152,514,832,836,606,"1,503",730,364,"2,136","1,133","1,487","1,182","1,390",957,"2,034","4,009",85,
2021,7,40,"25,607",11,212,645,945,"1,140",905,"1,634","1,061",435,"3,402","1,129","2,492","1,184","1,729","1,198","3,147","4,261",77,
2021,7,50,"24,598",21,283,972,"1,215","1,243",890,"1,799",923,614,"2,874","1,042","2,175","1,158","1,712","1,058","2,485","3,963",171,
2021,7,60,"20,478",26,342,"1,015","1,322","1,228",803,"1,642",613,511,"2,143",860,"1,641","1,014","1,447",705,"1,958","2,981",227,
2021,7,70,"9,682",8,198,544,691,626,396,723,274,262,839,409,691,495,924,321,851,"1,315",115,
2021,7,80,"5,086",1,90,244,289,311,179,339,137,146,464,165,385,382,617,175,438,634,90,
2021,7,90,865,2,7,35,42,48,23,61,22,27,83,25,76,66,97,29,88,114,20,
2021,7,100,28,0,0,1,1,0,2,1,1,1,2,1,4,2,5,1,2,3,1,
2021,8,총,"149,732",80,"1,592","5,039","6,975","7,203","5,362","10,749","5,565","2,970","17,702","6,560","13,068","7,337","10,633","6,377","16,307","25,289",924,
2021,8,0,"10,970",0,45,172,327,383,409,810,435,105,"1,525",464,"1,063",475,641,435,"1,414","2,240",27,
2021,8,10,"14,480",1,92,288,456,599,521,912,657,197,"2,092",558,"1,546",498,877,674,"2,069","2,413",30,
2021,8,20,"17,949",5,178,590,869,803,608,"1,262",704,436,"2,104",770,"1,496",878,"1,218",813,"1,821","3,309",85,
2021,8,30,"19,942",8,150,516,818,836,607,"1,534",731,348,"2,137","1,135","1,494","1,187","1,380",944,"2,014","4,020",83,
2021,8,40,"25,535",10,209,653,950,"1,127",907,"1,632","1,062",409,"3,401","1,122","2,484","1,175","1,717","1,199","3,156","4,246",76,
2021,8,50,"24,594",19,285,970,"1,203","1,241",889,"1,810",924,587,"2,887","1,045","2,169","1,151","1,703","1,067","2,483","3,992",169,
2021,8,60,"20,567",26,336,"1,018","1,327","1,227",814,"1,654",616,480,"2,166",866,"1,653","1,023","1,451",711,"1,974","2,995",230,
2021,8,70,"9,687",8,198,550,692,627,401,730,275,247,837,408,692,498,922,323,848,"1,319",112,
2021,8,80,"5,105",1,92,245,289,311,182,341,138,132,465,167,392,382,618,181,440,639,90,
2021,8,90,874,2,7,36,43,49,22,63,22,28,86,24,74,68,101,29,86,113,21,
