년도,월,나이,경상남도,창원시,의창구,성산구,마산합포구,마산회원구,진해구,진주시,통영시,사천시,김해시,밀양시,거제시,양산시,의령군,함안군,창녕군,고성군,남해군,하동군,산청군,함양군,거창군,합천군
2020,12,80,"85,661","17,645","3,951","2,090","4,726","3,440","3,438","8,597","3,264","3,985","7,883","4,771","3,470","5,751","2,162","2,857","3,496","2,940","3,406","3,068","2,585","2,673","3,314","3,794"
2020,12,90,"13,921","2,785",640,359,807,471,508,"1,455",498,678,"1,135",734,667,855,338,437,552,514,682,575,434,459,566,557
2020,12,100,650,145,30,14,52,36,13,74,20,23,62,39,37,48,7,10,27,16,14,19,16,25,32,36
2021,1,총,"1,658,013","511,256","128,580","104,718","88,773","95,102","94,083","175,950","63,686","55,020","268,043","53,396","116,673","175,716","13,632","31,549","30,837","25,609","22,194","22,374","17,724","20,204","31,416","22,734"
2021,1,0,"129,716","40,179","10,380","8,009","6,125","6,416","9,249","13,553","4,749","3,870","24,000","2,740","12,765","16,839",517,"2,008","1,531","1,262",751,864,620,895,"1,818",755
2021,1,10,"154,459","47,393","11,117","10,847","6,669","8,647","10,113","16,622","6,191","4,977","29,358","3,704","13,309","16,701",702,"2,786","1,964","1,877","1,351","1,330",961,"1,411","2,657","1,165"
2021,1,20,"167,333","57,428","15,831","14,271","8,462","9,949","8,915","20,268","4,938","4,339","31,407","3,884","10,562","18,912",882,"2,279","2,072","1,619","1,256","1,377","1,060","1,335","2,432","1,283"
2021,1,30,"189,712","62,924","16,561","13,624","9,699","10,251","12,789","20,322","6,660","5,442","33,540","4,161","17,167","23,781",815,"2,715","2,298","1,722","1,176","1,227",974,"1,254","2,417","1,117"
2021,1,40,"259,830","82,418","20,299","18,477","12,266","14,779","16,597","27,215","9,805","8,302","49,449","6,061","21,706","30,001","1,218","4,291","3,135","2,815","2,119","2,176","1,554","1,970","3,762","1,833"
2021,1,50,"284,739","93,709","25,643","22,213","14,833","17,292","13,728","29,259","10,897","8,671","47,290","9,250","18,295","29,093","2,055","5,051","5,071","4,159","3,398","3,813","2,992","3,220","5,083","3,433"
2021,1,60,"234,641","72,052","17,099","11,168","15,879","15,701","12,205","24,107","10,577","8,629","28,869","10,870","12,984","22,061","2,585","5,366","6,111","4,894","4,282","4,300","3,551","3,690","5,217","4,496"
2021,1,70,"136,802","34,456","7,031","3,624","9,207","8,106","6,488","14,417","6,061","6,088","14,980","7,171","5,698","11,612","2,343","3,716","4,570","3,781","3,749","3,611","2,955","3,248","4,095","4,251"
2021,1,80,"86,011","17,714","3,934","2,107","4,759","3,450","3,464","8,650","3,284","3,985","7,937","4,776","3,477","5,794","2,158","2,885","3,503","2,946","3,406","3,071","2,600","2,688","3,334","3,803"
2021,1,90,"14,114","2,834",655,364,820,473,522,"1,462",504,693,"1,148",740,674,873,351,442,555,518,691,586,441,470,569,563
2021,1,100,656,149,30,14,54,38,13,75,20,24,65,39,36,49,6,10,27,16,15,19,16,23,32,35
2021,2,총,"1,656,750","510,886","128,320","104,460","89,350","94,803","93,953","175,826","63,522","54,929","268,056","53,283","116,434","175,819","13,616","31,454","30,813","25,576","22,160","22,277","17,706","20,217","31,464","22,712"
2021,2,0,"129,000","40,008","10,311","7,921","6,244","6,359","9,173","13,460","4,713","3,864","23,895","2,703","12,624","16,777",515,"1,977","1,529","1,250",750,859,617,882,"1,825",752
2021,2,10,"153,986","47,204","11,062","10,776","6,710","8,586","10,070","16,595","6,157","4,960","29,279","3,698","13,266","16,713",701,"2,774","1,931","1,865","1,340","1,310",958,"1,426","2,656","1,153"
2021,2,20,"166,389","57,101","15,744","14,173","8,485","9,845","8,854","20,213","4,895","4,253","31,341","3,819","10,459","18,878",868,"2,258","2,058","1,611","1,232","1,345","1,036","1,332","2,422","1,268"
2021,2,30,"188,443","62,624","16,455","13,575","9,796","10,123","12,675","20,212","6,557","5,398","33,329","4,140","17,005","23,585",814,"2,662","2,287","1,696","1,173","1,220",972,"1,256","2,408","1,105"
2021,2,40,"259,681","82,352","20,214","18,406","12,373","14,736","16,623","27,145","9,789","8,286","49,411","6,042","21,710","30,097","1,213","4,291","3,136","2,801","2,127","2,158","1,559","1,966","3,778","1,820"
2021,2,50,"284,626","93,633","25,592","22,194","14,840","17,235","13,772","29,216","10,879","8,658","47,452","9,248","18,317","29,128","2,043","5,038","5,059","4,153","3,370","3,766","2,971","3,203","5,075","3,417"
2021,2,60,"236,216","72,513","17,246","11,288","15,981","15,761","12,237","24,307","10,614","8,686","29,110","10,872","13,131","22,192","2,610","5,402","6,153","4,929","4,295","4,337","3,576","3,710","5,253","4,526"
2021,2,70,"136,858","34,580","7,049","3,643","9,231","8,154","6,503","14,430","6,075","6,095","14,980","7,185","5,702","11,666","2,323","3,687","4,529","3,787","3,728","3,593","2,939","3,248","4,086","4,225"
2021,2,80,"86,566","17,838","3,956","2,102","4,795","3,484","3,501","8,689","3,313","4,008","8,020","4,801","3,499","5,851","2,169","2,910","3,547","2,942","3,420","3,071","2,607","2,693","3,354","3,834"
2021,2,90,"14,325","2,884",661,367,841,483,532,"1,484",510,696,"1,174",737,685,882,355,446,557,525,707,601,453,478,574,577
2021,2,100,660,149,30,15,54,37,13,75,20,25,65,38,36,50,5,9,27,17,18,17,18,23,33,35
2021,3,총,"1,653,442","510,558","128,122","104,139","89,794","94,563","93,940","175,461","63,145","54,716","267,282","53,148","116,024","175,843","13,558","31,369","30,673","25,414","22,110","22,222","17,628","20,194","31,534","22,563"
2021,3,0,"128,255","39,808","10,259","7,857","6,310","6,299","9,083","13,400","4,671","3,839","23,715","2,674","12,535","16,726",517,"1,956","1,506","1,235",757,862,611,881,"1,817",745
2021,3,10,"153,485","47,007","10,979","10,685","6,723","8,540","10,080","16,503","6,107","4,920","29,187","3,679","13,220","16,741",694,"2,766","1,906","1,883","1,347","1,281",963,"1,423","2,720","1,138"
2021,3,20,"165,502","56,845","15,677","14,029","8,561","9,765","8,813","20,170","4,839","4,251","31,202","3,766","10,370","18,780",859,"2,230","2,020","1,583","1,229","1,332","1,021","1,323","2,424","1,258"
2021,3,30,"187,692","62,542","16,444","13,521","9,891","10,084","12,602","20,113","6,452","5,341","33,217","4,114","16,886","23,584",812,"2,634","2,243","1,669","1,157","1,208",969,"1,257","2,400","1,094"
2021,3,40,"258,687","82,110","20,117","18,265","12,418","14,631","16,679","26,998","9,737","8,234","49,168","6,030","21,672","30,074","1,190","4,250","3,128","2,767","2,111","2,155","1,539","1,958","3,771","1,795"
2021,3,50,"283,286","93,433","25,488","22,180","14,823","17,187","13,755","29,082","10,754","8,624","47,338","9,197","18,193","29,021","2,002","5,042","5,025","4,092","3,333","3,716","2,922","3,161","5,010","3,341"
2021,3,60,"237,962","73,155","17,439","11,455","16,102","15,836","12,323","24,482","10,648","8,683","29,307","10,906","13,230","22,423","2,627","5,423","6,181","4,932","4,305","4,388","3,611","3,756","5,334","4,571"
2021,3,70,"136,929","34,718","7,071","3,646","9,270","8,186","6,545","14,465","6,081","6,091","14,933","7,205","5,720","11,686","2,317","3,687","4,532","3,767","3,720","3,589","2,918","3,236","4,076","4,188"
2021,3,80,"86,798","17,894","3,950","2,124","4,794","3,517","3,509","8,705","3,327","4,021","8,022","4,831","3,501","5,898","2,176","2,921","3,552","2,939","3,422","3,063","2,603","2,705","3,380","3,838"
2021,3,90,"14,375","2,921",668,369,856,490,538,"1,479",517,694,"1,155",726,678,880,358,451,566,534,714,613,459,477,585,568
2021,3,100,471,125,30,8,46,28,13,64,12,18,38,20,19,30,6,9,14,13,15,15,12,17,17,27
2021,4,총,"1,653,073","510,418","127,985","104,004","90,111","94,359","93,959","175,472","63,080","54,723","267,207","53,159","115,952","176,091","13,555","31,294","30,602","25,406","22,059","22,193","17,620","20,184","31,516","22,542"
2021,4,0,"127,478","39,576","10,194","7,792","6,327","6,251","9,012","13,354","4,603","3,832","23,585","2,661","12,421","16,661",514,"1,943","1,497","1,223",750,841,610,873,"1,796",738
2021,4,10,"153,385","46,977","10,933","10,655","6,758","8,525","10,106","16,479","6,121","4,913","29,175","3,672","13,253","16,761",687,"2,750","1,899","1,884","1,340","1,273",953,"1,409","2,710","1,129"
2021,4,20,"165,133","56,700","15,607","13,985","8,566","9,740","8,802","20,173","4,826","4,263","31,111","3,749","10,324","18,757",863,"2,209","2,006","1,566","1,225","1,330","1,016","1,334","2,418","1,263"
2021,4,30,"187,022","62,387","16,422","13,470","9,982","9,993","12,520","20,072","6,426","5,306","33,089","4,104","16,752","23,537",805,"2,606","2,221","1,653","1,158","1,210",971,"1,253","2,384","1,088"
2021,4,40,"258,620","82,076","20,056","18,218","12,484","14,593","16,725","26,970","9,726","8,242","49,144","6,044","21,700","30,126","1,184","4,229","3,105","2,777","2,089","2,149","1,534","1,952","3,782","1,791"
2021,4,50,"282,720","93,250","25,449","22,144","14,790","17,111","13,756","28,990","10,712","8,575","47,358","9,173","18,163","29,054","2,006","5,005","4,993","4,081","3,312","3,687","2,910","3,151","4,985","3,315"
2021,4,60,"239,581","73,642","17,578","11,559","16,210","15,897","12,398","24,686","10,686","8,722","29,521","10,962","13,368","22,624","2,638","5,453","6,202","4,960","4,312","4,414","3,642","3,770","5,374","4,605"
2021,4,70,"137,059","34,799","7,064","3,672","9,298","8,190","6,575","14,463","6,104","6,101","14,961","7,192","5,754","11,728","2,306","3,678","4,539","3,757","3,706","3,585","2,906","3,233","4,070","4,177"
2021,4,80,"87,071","17,941","3,970","2,132","4,797","3,533","3,509","8,734","3,342","4,040","8,052","4,847","3,519","5,929","2,176","2,942","3,556","2,954","3,434","3,065","2,605","2,714","3,383","3,838"
2021,4,90,"14,537","2,946",682,369,854,498,543,"1,488",522,711,"1,171",734,680,885,371,470,570,538,719,624,461,479,597,571
2021,4,100,467,124,30,8,45,28,13,63,12,18,40,21,18,29,5,9,14,13,14,15,12,16,17,27
2021,5,총,"1,651,909","510,101","127,866","103,855","90,199","94,203","93,978","175,577","63,002","54,675","267,083","52,984","115,801","176,218","13,538","31,130","30,609","25,409","22,041","22,143","17,625","20,082","31,391","22,500"
2021,5,0,"126,775","39,428","10,174","7,739","6,356","6,196","8,963","13,327","4,563","3,806","23,391","2,658","12,324","16,591",505,"1,913","1,488","1,212",742,835,607,867,"1,779",739
2021,5,10,"153,232","46,909","10,905","10,616","6,757","8,518","10,113","16,452","6,111","4,912","29,168","3,655","13,242","16,782",693,"2,761","1,914","1,884","1,325","1,266",952,"1,398","2,695","1,113"
2021,5,20,"164,861","56,622","15,570","13,913","8,597","9,711","8,831","20,222","4,817","4,247","31,087","3,726","10,336","18,675",850,"2,190","1,986","1,563","1,218","1,317","1,023","1,333","2,394","1,255"
2021,5,30,"186,211","62,194","16,364","13,449","9,967","9,956","12,458","20,025","6,373","5,292","32,937","4,081","16,593","23,458",796,"2,583","2,214","1,639","1,155","1,202",965,"1,239","2,377","1,088"
2021,5,40,"258,023","81,952","20,033","18,109","12,525","14,559","16,726","26,907","9,721","8,216","48,977","6,023","21,686","30,088","1,185","4,191","3,102","2,759","2,090","2,132","1,523","1,935","3,753","1,783"
2021,5,50,"282,284","92,991","25,327","22,110","14,773","17,021","13,760","28,965","10,678","8,559","47,489","9,117","18,137","29,110","2,003","4,961","4,976","4,083","3,290","3,682","2,897","3,127","4,939","3,280"
2021,5,60,"241,123","74,176","17,709","11,719","16,288","15,996","12,464","24,867","10,738","8,759","29,745","10,945","13,487","22,851","2,650","5,458","6,246","4,985","4,329","4,415","3,664","3,776","5,396","4,636"
2021,5,70,"137,080","34,812","7,100","3,679","9,258","8,188","6,587","14,484","6,116","6,118","14,973","7,167","5,769","11,772","2,294","3,664","4,533","3,756","3,713","3,583","2,895","3,203","4,059","4,169"
2021,5,80,"87,294","17,990","3,973","2,141","4,817","3,545","3,514","8,777","3,349","4,038","8,092","4,855","3,523","5,955","2,181","2,934","3,565","2,973","3,424","3,076","2,623","2,713","3,385","3,841"
2021,5,90,"14,602","2,945",687,371,841,493,553,"1,489",522,712,"1,183",734,686,906,376,469,571,542,742,621,463,477,595,569
2021,5,100,424,82,24,9,20,20,9,62,14,16,41,23,18,30,5,6,14,13,13,14,13,14,19,27
2021,6,총,"1,651,228","510,302","127,704","103,723","90,589","94,062","94,224","175,551","62,897","54,685","266,824","52,961","115,690","176,378","13,491","31,069","30,507","25,382","22,017","22,050","17,595","20,047","31,341","22,441"
2021,6,0,"126,015","39,269","10,124","7,674","6,390","6,148","8,933","13,255","4,502","3,804","23,227","2,648","12,205","16,525",500,"1,884","1,472","1,204",744,818,598,865,"1,763",732
2021,6,10,"153,269","46,933","10,887","10,565","6,809","8,516","10,156","16,444","6,125","4,906","29,124","3,638","13,283","16,838",688,"2,763","1,916","1,880","1,318","1,262",944,"1,394","2,696","1,117"
2021,6,20,"164,393","56,516","15,536","13,887","8,598","9,639","8,856","20,206","4,784","4,253","31,021","3,737","10,274","18,556",845,"2,186","1,986","1,567","1,217","1,306","1,011","1,317","2,372","1,239"
2021,6,30,"185,431","62,044","16,260","13,388","10,055","9,911","12,430","19,953","6,329","5,267","32,747","4,055","16,495","23,419",783,"2,560","2,208","1,626","1,142","1,190",957,"1,229","2,358","1,069"
2021,6,40,"258,112","82,109","20,060","18,086","12,599","14,543","16,821","26,938","9,698","8,204","48,904","6,030","21,711","30,133","1,179","4,176","3,086","2,747","2,094","2,119","1,519","1,933","3,750","1,782"
2021,6,50,"281,602","92,776","25,212","22,041","14,769","16,988","13,766","28,851","10,639","8,516","47,480","9,050","18,135","29,093","1,983","4,942","4,937","4,066","3,277","3,650","2,893","3,118","4,935","3,261"
2021,6,60,"242,627","74,698","17,840","11,860","16,401","16,043","12,554","25,047","10,797","8,817","29,968","11,004","13,574","23,057","2,659","5,494","6,253","5,010","4,332","4,409","3,662","3,787","5,414","4,645"
2021,6,70,"137,227","34,922","7,120","3,705","9,280","8,198","6,619","14,495","6,118","6,122","14,989","7,168","5,784","11,811","2,287","3,655","4,521","3,747","3,722","3,584","2,886","3,189","4,058","4,169"
2021,6,80,"87,536","18,028","3,964","2,139","4,826","3,569","3,530","8,815","3,363","4,067","8,126","4,876","3,526","6,001","2,188","2,931","3,555","2,982","3,416","3,080","2,644","2,724","3,381","3,833"
2021,6,90,"14,599","2,933",683,368,842,490,550,"1,486",528,712,"1,198",732,682,914,374,473,559,540,742,619,468,477,595,567
2021,6,100,417,74,18,10,20,17,9,61,14,17,40,23,21,31,5,5,14,13,13,13,13,14,19,27
2021,7,총,"1,650,732","510,424","107,225","124,101","90,731","93,997","94,370","175,650","62,867","54,641","266,632","52,921","115,512","176,538","13,475","31,027","30,436","25,357","21,975","21,998","17,582","19,999","31,309","22,389"
2021,7,0,"125,347","39,131","8,569","9,135","6,403","6,110","8,914","13,212","4,457","3,785","23,069","2,629","12,121","16,451",498,"1,864","1,453","1,190",743,809,598,864,"1,751",722
2021,7,10,"153,290","46,931","9,153","12,274","6,825","8,489","10,190","16,441","6,129","4,910","29,141","3,624","13,312","16,863",688,"2,778","1,919","1,882","1,291","1,253",944,"1,382","2,687","1,115"
2021,7,20,"163,950","56,384","12,640","16,686","8,582","9,616","8,860","20,231","4,782","4,224","30,927","3,726","10,204","18,548",838,"2,155","1,957","1,563","1,208","1,296","1,008","1,298","2,368","1,233"
2021,7,30,"184,751","61,870","13,485","16,099","10,046","9,851","12,389","19,937","6,287","5,247","32,603","4,039","16,360","23,372",777,"2,547","2,201","1,610","1,140","1,183",947,"1,223","2,344","1,064"
2021,7,40,"257,671","82,067","16,704","21,382","12,587","14,525","16,869","26,921","9,696","8,196","48,768","5,992","21,680","30,120","1,169","4,152","3,069","2,733","2,072","2,096","1,510","1,919","3,736","1,775"
2021,7,50,"281,446","92,659","20,755","26,450","14,751","16,934","13,769","28,810","10,602","8,519","47,570","9,044","18,120","29,128","1,984","4,932","4,932","4,066","3,272","3,640","2,884","3,119","4,916","3,249"
2021,7,60,"244,183","75,250","15,495","14,470","16,515","16,128","12,642","25,203","10,867","8,822","30,161","11,069","13,690","23,248","2,679","5,528","6,264","5,039","4,356","4,420","3,678","3,798","5,446","4,665"
2021,7,70,"137,129","34,959","6,293","4,539","9,291","8,207","6,629","14,475","6,129","6,119","14,985","7,153","5,798","11,836","2,265","3,648","4,513","3,735","3,710","3,563","2,869","3,183","4,053","4,136"
2021,7,80,"87,837","18,141","3,514","2,600","4,862","3,619","3,546","8,857","3,370","4,075","8,170","4,881","3,525","6,029","2,196","2,938","3,551","2,983","3,414","3,096","2,663","2,722","3,386","3,840"
2021,7,90,"14,707","2,958",599,458,849,500,552,"1,503",533,725,"1,199",742,682,911,376,478,563,543,756,629,466,478,602,563
2021,7,100,421,74,18,8,20,18,10,60,15,19,39,22,20,32,5,7,14,13,13,13,15,13,20,27
2021,8,총,"1,649,636","510,231","107,196","123,920","90,855","93,818","94,442","175,716","62,814","54,630","266,459","52,881","115,399","176,431","13,436","30,955","30,345","25,294","21,957","21,969","17,563","19,959","31,283","22,314"
2021,8,0,"124,609","38,959","8,516","9,104","6,424","6,056","8,859","13,186","4,423","3,762","22,926","2,624","12,029","16,340",494,"1,837","1,433","1,176",731,795,601,846,"1,736",711
2021,8,10,"153,221","46,911","9,146","12,238","6,841","8,473","10,213","16,432","6,135","4,906","29,132","3,614","13,323","16,886",685,"2,771","1,903","1,877","1,291","1,248",946,"1,377","2,682","1,102"
2021,8,20,"163,188","56,135","12,628","16,548","8,549","9,564","8,846","20,233","4,771","4,226","30,757","3,703","10,126","18,432",822,"2,132","1,951","1,542","1,203","1,291",993,"1,284","2,366","1,221"
2021,8,30,"184,000","61,695","13,453","16,074","10,071","9,755","12,342","19,900","6,228","5,212","32,509","4,042","16,254","23,254",770,"2,516","2,173","1,589","1,138","1,175",936,"1,220","2,336","1,053"
2021,8,40,"257,066","81,826","16,640","21,284","12,583","14,442","16,877","26,858","9,699","8,203","48,665","5,991","21,645","30,111","1,161","4,140","3,056","2,698","2,059","2,083","1,498","1,913","3,708","1,752"
2021,8,50,"281,592","92,751","20,803","26,443","14,751","16,945","13,809","28,808","10,563","8,518","47,654","9,019","18,174","29,194","1,972","4,930","4,902","4,065","3,264","3,633","2,877","3,108","4,928","3,232"
2021,8,60,"245,301","75,615","15,561","14,604","16,587","16,164","12,699","25,316","10,926","8,842","30,351","11,078","13,778","23,345","2,698","5,537","6,300","5,055","4,374","4,443","3,694","3,819","5,455","4,675"
2021,8,70,"137,311","35,065","6,308","4,550","9,301","8,249","6,657","14,510","6,129","6,114","15,016","7,162","5,826","11,862","2,247","3,651","4,496","3,740","3,711","3,555","2,868","3,171","4,051","4,137"
2021,8,80,"88,143","18,216","3,521","2,603","4,873","3,647","3,572","8,899","3,393","4,104","8,208","4,894","3,538","6,053","2,206","2,947","3,555","2,992","3,416","3,100","2,666","2,725","3,395","3,836"
2021,8,90,"14,778","2,985",602,464,856,505,558,"1,513",532,724,"1,201",733,685,922,376,486,561,546,755,634,470,481,606,568
2021,8,100,427,73,18,8,19,18,10,61,15,19,40,21,21,32,5,8,15,14,15,12,14,15,20,27
2021,9,총,"1,648,229","510,188","107,181","123,847","90,936","93,643","94,581","175,839","62,680","54,556","266,200","52,784","115,226","176,376","13,380","30,876","30,174","25,288","21,907","21,865","17,503","19,920","31,227","22,240"
2021,9,0,"123,880","38,787","8,489","9,057","6,417","6,004","8,820","13,121","4,391","3,747","22,782","2,601","11,915","16,281",484,"1,814","1,422","1,164",730,788,592,850,"1,709",702
2021,9,10,"153,098","46,881","9,107","12,204","6,868","8,454","10,248","16,436","6,120","4,903","29,094","3,610","13,348","16,911",689,"2,751","1,879","1,877","1,283","1,234",931,"1,364","2,687","1,100"
2021,9,20,"162,128","55,923","12,570","16,482","8,502","9,511","8,858","20,323","4,692","4,177","30,586","3,616","10,004","18,296",788,"2,121","1,888","1,536","1,173","1,242",963,"1,261","2,349","1,190"
2021,9,30,"183,291","61,541","13,423","16,101","10,067","9,681","12,269","19,879","6,164","5,170","32,414","4,037","16,133","23,152",764,"2,494","2,168","1,566","1,130","1,160",929,"1,217","2,332","1,041"
2021,9,40,"256,591","81,727","16,576","21,198","12,582","14,425","16,946","26,835","9,686","8,192","48,494","5,969","21,661","30,101","1,158","4,121","3,024","2,702","2,046","2,049","1,488","1,906","3,686","1,746"
2021,9,50,"281,986","92,902","20,841","26,477","14,783","16,940","13,861","28,850","10,564","8,521","47,825","9,023","18,185","29,259","1,968","4,935","4,882","4,060","3,258","3,634","2,876","3,101","4,935","3,208"
2021,9,60,"245,996","75,862","15,654","14,686","16,626","16,150","12,746","25,366","10,934","8,861","30,468","11,067","13,872","23,434","2,695","5,548","6,297","5,075","4,378","4,467","3,700","3,844","5,448","4,680"
2021,9,70,"137,494","35,183","6,344","4,573","9,320","8,279","6,667","14,496","6,162","6,126","15,057","7,164","5,861","11,903","2,229","3,643","4,466","3,748","3,716","3,537","2,867","3,155","4,060","4,121"
2021,9,80,"88,441","18,306","3,550","2,593","4,890","3,681","3,592","8,939","3,414","4,111","8,228","4,927","3,529","6,080","2,215","2,947","3,574","2,995","3,423","3,108","2,669","2,724","3,399","3,853"
2021,9,90,"14,900","3,002",609,469,861,499,564,"1,533",538,729,"1,212",747,697,929,385,494,559,551,756,635,474,484,602,573
2021,9,100,424,74,18,7,20,19,10,61,15,19,40,23,21,30,5,8,15,14,14,11,14,14,20,26
2021,10,총,"1,647,767","510,100","107,149","123,603","91,069","93,614","94,665","175,820","62,628","54,577","266,192","52,751","115,145","176,447","13,378","30,834","30,177","25,255","21,881","21,831","17,481","19,867","31,192","22,211"
2021,10,0,"123,117","38,611","8,450","9,011","6,409","5,967","8,774","13,061","4,341","3,731","22,653","2,585","11,798","16,165",482,"1,796","1,398","1,154",729,785,590,843,"1,688",707
2021,10,10,"153,030","46,906","9,150","12,162","6,908","8,450","10,236","16,402","6,134","4,903","29,039","3,603","13,373","16,913",690,"2,738","1,876","1,870","1,276","1,236",929,"1,353","2,698","1,091"
2021,10,20,"161,684","55,692","12,450","16,351","8,490","9,501","8,900","20,305","4,688","4,174","30,543","3,601","9,979","18,260",777,"2,126","1,880","1,517","1,176","1,229",963,"1,260","2,336","1,178"
2021,10,30,"182,681","61,409","13,386","16,063","10,088","9,653","12,219","19,860","6,118","5,151","32,314","4,019","16,002","23,107",767,"2,476","2,157","1,557","1,113","1,158",909,"1,202","2,322","1,040"
2021,10,40,"256,001","81,519","16,527","21,091","12,576","14,370","16,955","26,786","9,668","8,190","48,353","5,955","21,659","30,027","1,157","4,101","3,020","2,691","2,045","2,033","1,488","1,891","3,667","1,751"
2021,10,50,"282,620","93,079","20,887","26,470","14,805","16,965","13,952","28,918","10,555","8,525","48,017","9,003","18,239","29,426","1,969","4,936","4,891","4,073","3,258","3,641","2,862","3,103","4,931","3,194"
2021,10,60,"246,876","76,135","15,723","14,777","16,663","16,198","12,774","25,439","10,979","8,893","30,650","11,101","13,949","23,511","2,704","5,558","6,325","5,084","4,379","4,464","3,711","3,835","5,467","4,692"
2021,10,70,"137,575","35,297","6,380","4,613","9,334","8,289","6,681","14,492","6,150","6,123","15,080","7,154","5,868","11,943","2,217","3,652","4,459","3,727","3,716","3,540","2,868","3,144","4,042","4,103"
2021,10,80,"88,836","18,367","3,574","2,586","4,917","3,687","3,603","8,980","3,442","4,131","8,296","4,963","3,553","6,130","2,219","2,944","3,594","3,009","3,425","3,100","2,673","2,726","3,423","3,861"
2021,10,90,"14,936","3,009",603,471,859,514,562,"1,514",539,736,"1,220",744,706,933,391,498,562,559,750,633,476,496,597,573
2021,10,100,411,76,19,8,20,20,9,63,14,20,27,23,19,32,5,9,15,14,14,12,12,14,21,21
2021,11,총,"1,646,853","509,816","107,093","123,406","91,103","93,432","94,782","175,670","62,553","54,546","266,030","52,726","115,080","176,593","13,351","30,781","30,205","25,231","21,838","21,798","17,471","19,823","31,151","22,190"
2021,11,0,"122,378","38,387","8,424","8,922","6,386","5,922","8,733","12,970","4,288","3,721","22,527","2,570","11,737","16,073",478,"1,779","1,381","1,145",727,786,585,844,"1,675",705
2021,11,10,"153,033","46,914","9,156","12,169","6,924","8,414","10,251","16,420","6,146","4,903","29,029","3,583","13,376","16,922",692,"2,727","1,882","1,867","1,282","1,232",923,"1,341","2,702","1,092"
2021,11,20,"161,023","55,455","12,380","16,228","8,467","9,461","8,919","20,217","4,662","4,149","30,416","3,601","9,926","18,237",767,"2,086","1,890","1,507","1,170","1,223",968,"1,251","2,326","1,172"
2021,11,30,"181,834","61,183","13,356","16,032","10,047","9,584","12,164","19,795","6,066","5,095","32,179","4,004","15,892","23,025",755,"2,462","2,130","1,552","1,107","1,154",900,"1,191","2,300","1,044"
2021,11,40,"255,943","81,491","16,470","21,025","12,636","14,374","16,986","26,739","9,657","8,211","48,320","5,946","21,667","30,098","1,160","4,095","3,043","2,702","2,039","2,014","1,483","1,888","3,657","1,733"
2021,11,50,"282,887","93,098","20,917","26,461","14,766","16,940","14,014","28,960","10,575","8,548","48,092","9,005","18,291","29,505","1,976","4,950","4,881","4,058","3,256","3,632","2,847","3,100","4,926","3,187"
2021,11,60,"247,698","76,425","15,798","14,866","16,717","16,207","12,837","25,505","10,997","8,900","30,780","11,124","14,031","23,628","2,702","5,566","6,354","5,082","4,367","4,481","3,726","3,840","5,485","4,705"
2021,11,70,"137,550","35,340","6,375","4,629","9,357","8,297","6,682","14,508","6,149","6,120","15,120","7,145","5,874","11,993","2,194","3,648","4,454","3,709","3,691","3,520","2,858","3,134","4,028","4,065"
2021,11,80,"89,127","18,452","3,599","2,589","4,933","3,708","3,623","8,992","3,458","4,142","8,315","4,977","3,557","6,156","2,225","2,955","3,602","3,020","3,433","3,111","2,695","2,726","3,425","3,886"
2021,11,90,"15,030","3,014",601,477,857,515,564,"1,517",543,740,"1,227",750,711,932,397,504,574,575,752,634,473,498,607,582
2021,11,100,350,57,17,8,13,10,9,47,12,17,25,21,18,24,5,9,14,14,14,11,13,10,20,19
2021,12,총,"1,645,845","509,518","107,029","123,216","91,181","93,220","94,872","175,496","62,455","54,520","265,774","52,676","114,925","176,967","13,356","30,731","30,181","25,181","21,816","21,753","17,429","19,779","31,118","22,170"
2021,12,0,"121,676","38,155","8,375","8,866","6,356","5,889","8,669","12,922","4,248","3,680","22,424","2,545","11,650","16,022",471,"1,768","1,374","1,129",734,780,574,837,"1,669",694
2021,12,10,"152,989","46,933","9,162","12,173","6,916","8,406","10,276","16,435","6,140","4,908","29,005","3,578","13,383","16,964",686,"2,701","1,869","1,852","1,276","1,221",923,"1,327","2,693","1,095"
2021,12,20,"160,068","55,128","12,273","16,124","8,462","9,365","8,904","20,058","4,616","4,133","30,210","3,577","9,870","18,180",766,"2,066","1,874","1,507","1,163","1,231",965,"1,242","2,320","1,162"
2021,12,30,"180,897","60,976","13,303","15,984","10,066","9,508","12,115","19,713","6,006","5,081","31,958","3,969","15,734","23,024",746,"2,443","2,106","1,523","1,094","1,139",887,"1,185","2,270","1,043"
2021,12,40,"256,038","81,471","16,472","20,952","12,656","14,344","17,047","26,765","9,675","8,215","48,295","5,955","21,690","30,166","1,163","4,100","3,035","2,708","2,045","2,014","1,475","1,876","3,657","1,733"
2021,12,50,"283,089","93,151","20,953","26,445","14,762","16,904","14,087","28,972","10,562","8,565","48,180","8,971","18,328","29,632","1,983","4,942","4,890","4,028","3,254","3,611","2,852","3,103","4,905","3,160"
2021,12,60,"248,400","76,609","15,858","14,957","16,743","16,201","12,850","25,528","11,024","8,900","30,935","11,151","14,067","23,765","2,711","5,570","6,384","5,096","4,358","4,490","3,729","3,839","5,517","4,727"
2021,12,70,"137,636","35,444","6,384","4,630","9,384","8,346","6,700","14,508","6,154","6,107","15,122","7,142","5,903","12,042","2,194","3,650","4,444","3,709","3,662","3,501","2,850","3,118","4,035","4,051"
