년도,월,나이,성남시,수정구,신흥1동,신흥2동,신흥3동,태평1동,태평2동,태평3동,태평4동,수진1동,수진2동,단대동,산성동,양지동,복정동,위례동,신촌동,고등동,시흥동,중원구,성남동,중앙동,금광1동,금광2동,은행1동,은행2동,상대원1동,상대원2동,상대원3동,하대원동,도촌동,분당구,분당동,수내1동,수내2동,수내3동,정자동,정자1동,정자2동,정자3동,서현1동,서현2동,이매1동,이매2동,야탑1동,야탑2동,야탑3동,판교동,삼평동,백현동,금곡동,구미1동,구미동,운중동
2020,7,10,"43,222","8,481",347,460,309,407,559,463,615,319,525,636,510,461,238,"2,092",192,271,77,"8,259",982,424,233,"1,023",569,"1,008",917,484,434,831,"1,354","26,482","1,438","1,098",981,"1,167",983,"1,664",659,861,"2,183","1,103","1,546",862,639,876,"1,087","1,646","1,518","1,557","1,223",891,"1,338","1,162"
2020,7,20,"64,364","16,175",912,613,825,"1,379","1,205",857,935,814,"1,146","1,027",793,701,"1,075","2,795",271,659,168,"15,070","2,785",733,461,"2,009",927,"1,676","1,589",842,854,"1,491","1,703","33,119","1,821","1,281",453,932,"1,498","2,608","1,039","1,005","2,384","1,356","1,687",885,"1,371","1,111","2,008","1,188","1,485","1,951","2,127","1,401","2,283","1,245"
2020,7,30,"67,721","16,131",757,667,671,971,989,833,753,616,975,"1,096",715,565,"1,126","3,988",415,765,229,"14,571","2,443",925,502,"1,667",676,"1,409","1,851",728,699,"1,385","2,286","37,019","1,827","1,365",539,800,"1,750","2,759","1,507","1,272","2,206","1,189","1,873",775,"1,465","1,189","2,554","1,828","1,958","2,180","2,501","1,457","2,338","1,687"
2020,7,40,"80,108","17,356",875,801,773,960,"1,125",967,"1,094",801,"1,139","1,232","1,015",810,820,"3,881",355,506,202,"15,941","2,170",971,491,"1,873",848,"1,930","1,845",935,841,"1,517","2,520","46,811","2,569","2,067","1,456","1,735","1,717","3,342","1,480","1,517","3,522","1,840","2,557","1,366","1,413","1,524","2,231","2,718","2,407","2,500","2,413","1,585","2,765","2,087"
2020,7,50,"78,035","19,893","1,173",904,996,"1,342","1,416","1,259","1,167","1,174","1,481","1,441","1,092",876,631,"3,757",304,626,254,"19,424","2,808","1,164",639,"2,206",937,"2,297","2,331","1,380","1,277","2,111","2,274","38,718","2,206","1,361",648,"1,003","1,496","2,351","1,274","1,230","2,447","1,671","2,078","1,182","1,449","1,361","2,494","1,586","1,942","2,495","2,443","1,503","2,724","1,774"
2020,7,60,"56,154","16,426","1,127",745,866,"1,220","1,198","1,017",925,"1,130","1,312","1,122",951,701,550,"2,549",274,475,264,"15,108","2,244","1,102",488,"1,839",656,"1,791","1,848","1,160",929,"1,448","1,603","24,620","1,437",722,384,550,"1,041","1,255",897,715,"1,367",933,"1,283",786,"1,085","1,113","1,887","1,004","1,184","1,384","1,786",888,"1,706","1,213"
2020,7,70,"31,370","9,206",645,331,517,782,677,643,604,696,771,664,650,452,223,"1,044",110,244,153,"8,178","1,291",625,258,956,401,"1,209",942,626,495,635,740,"13,986",752,553,270,254,526,882,637,483,863,435,738,431,599,649,946,467,546,608,"1,136",532,"1,226",453
2020,7,80,"15,401","3,926",285,152,190,316,316,277,275,293,269,273,222,177,81,575,53,114,58,"3,616",576,245,117,420,184,475,404,281,241,315,358,"7,859",409,388,145,147,211,454,477,293,514,273,391,252,264,329,535,224,257,335,666,289,753,253
2020,7,90,"3,080",701,42,26,31,47,59,42,46,50,49,61,35,33,26,103,13,23,15,697,111,49,26,85,30,66,68,54,51,74,83,"1,682",84,66,34,32,57,67,96,67,111,57,90,60,73,77,112,49,59,56,139,57,176,63
2020,7,100,350,142,16,12,7,12,11,11,14,12,11,10,15,3,3,3,0,0,2,133,24,22,25,12,4,15,8,9,8,4,2,75,5,3,1,1,2,3,2,0,3,2,2,5,4,5,8,3,2,3,6,3,11,1
2020,8,총,"474,867","118,113","6,435","7,641","5,384","7,639","7,872","6,695","6,755","6,089","8,052","8,042","6,223","5,075","5,095","23,249","2,249","4,110","1,508","107,062","16,249","6,650","3,431","12,654","5,517","12,399","12,558","6,732","6,075","10,481","14,316","249,692","13,481","9,513","5,495","7,120","9,991","16,432","8,476","8,072","16,762","9,528","13,367","7,083","9,028","8,866","14,930","12,246","12,726","14,487","15,388","9,238","16,453","11,010"
2020,8,0,"34,147","7,830",261,657,220,257,381,328,374,201,439,553,285,315,378,"2,520",269,306,86,"6,577",821,424,210,666,316,633,810,270,285,727,"1,415","19,740",991,630,601,512,736,"1,055",417,642,"1,199",696,"1,135",494,681,660,"1,112","1,511","1,360","1,473",972,632,"1,152","1,079"
2020,8,10,"43,169","8,609",346,677,299,397,551,464,606,318,521,621,505,459,224,"2,081",193,272,75,"8,167",974,420,234,"1,004",553,987,907,484,424,821,"1,359","26,393","1,426","1,094",975,"1,165",972,"1,670",657,855,"2,180","1,099","1,552",852,636,877,"1,071","1,645","1,519","1,547","1,217",896,"1,324","1,164"
2020,8,20,"64,458","16,468",903,915,829,"1,388","1,195",842,939,812,"1,132","1,031",777,700,"1,075","2,794",268,691,177,"14,960","2,797",722,457,"1,990",920,"1,663","1,582",830,842,"1,472","1,685","33,030","1,806","1,282",449,931,"1,500","2,611","1,039","1,005","2,383","1,342","1,679",885,"1,363","1,109","2,008","1,192","1,477","1,933","2,120","1,401","2,279","1,236"
2020,8,30,"67,797","16,552",756,"1,201",669,960,980,833,731,611,960,"1,072",712,555,"1,114","3,959",409,806,224,"14,489","2,453",928,492,"1,656",686,"1,385","1,836",715,689,"1,374","2,275","36,756","1,817","1,353",537,793,"1,722","2,752","1,485","1,256","2,170","1,182","1,860",771,"1,476","1,160","2,532","1,824","1,959","2,154","2,499","1,443","2,336","1,675"
2020,8,40,"80,149","17,625",878,"1,179",769,934,"1,110",968,"1,088",799,"1,130","1,213","1,001",808,806,"3,865",354,520,203,"15,792","2,169",962,484,"1,835",840,"1,898","1,823",929,829,"1,504","2,519","46,732","2,550","2,071","1,456","1,727","1,723","3,329","1,488","1,525","3,521","1,831","2,550","1,363","1,400","1,522","2,234","2,739","2,400","2,493","2,399","1,577","2,745","2,089"
2020,8,50,"78,095","20,150","1,160","1,318",993,"1,328","1,399","1,250","1,156","1,179","1,463","1,429","1,074",865,614,"3,729",300,641,252,"19,285","2,766","1,147",638,"2,195",927,"2,297","2,319","1,369","1,273","2,097","2,257","38,660","2,195","1,362",640,"1,000","1,492","2,342","1,270","1,223","2,453","1,682","2,075","1,183","1,451","1,354","2,473","1,587","1,949","2,492","2,437","1,500","2,720","1,780"
2020,8,60,"56,669","16,761","1,135","1,038",860,"1,219","1,189","1,029",927,"1,115","1,313","1,123",950,707,550,"2,580",279,484,263,"15,150","2,257","1,108",491,"1,841",657,"1,787","1,846","1,165",931,"1,456","1,611","24,758","1,440",714,387,552,"1,046","1,258",903,725,"1,376",933,"1,294",791,"1,086","1,117","1,894","1,012","1,198","1,392","1,798",905,"1,727","1,210"
2020,8,70,"31,458","9,289",651,417,520,783,685,644,603,698,761,660,644,453,219,"1,038",110,248,155,"8,185","1,296",622,257,950,398,"1,193",951,629,501,638,750,"13,984",755,550,270,261,528,884,640,480,865,436,735,430,594,654,949,461,546,605,"1,127",531,"1,224",459
2020,8,80,"15,452","3,968",284,191,185,315,313,282,272,293,272,271,225,177,85,574,54,118,57,"3,616",582,244,116,418,185,474,407,277,241,315,357,"7,868",410,389,145,146,214,461,476,293,506,268,389,249,268,331,534,225,259,337,671,290,756,251
2020,8,90,"3,121",719,45,35,33,47,58,44,45,51,50,59,35,34,27,106,13,23,14,706,110,49,27,87,31,67,69,55,52,73,86,"1,696",86,65,34,32,56,67,99,68,106,57,96,60,69,77,115,47,57,58,142,60,179,66
2020,8,100,352,142,16,13,7,11,11,11,14,12,11,10,15,2,3,3,0,1,2,135,24,24,25,12,4,15,8,9,8,4,2,75,5,3,1,1,2,3,2,0,3,2,2,5,4,5,8,3,2,3,6,3,11,1
2020,9,총,"475,551","119,549","6,427","9,416","5,370","7,621","7,825","6,647","6,700","6,084","7,982","7,980","6,142","5,049","5,047","23,267","2,249","4,179","1,564","106,804","16,231","6,628","3,410","12,603","5,476","12,375","12,532","6,691","6,056","10,487","14,315","249,198","13,458","9,500","5,470","7,123","9,965","16,456","8,443","8,046","16,750","9,526","13,361","7,065","8,996","8,842","14,868","12,210","12,671","14,458","15,359","9,211","16,402","11,018"
2020,9,0,"34,108","7,945",252,835,219,251,379,315,366,198,435,528,285,316,372,"2,526",267,313,88,"6,533",810,412,203,654,317,627,804,267,285,743,"1,411","19,630",989,625,588,518,732,"1,053",416,638,"1,214",697,"1,120",491,668,658,"1,101","1,518","1,340","1,451",967,626,"1,148","1,072"
2020,9,10,"43,088","8,664",342,776,305,388,543,456,601,322,512,612,497,456,224,"2,094",192,269,75,"8,097",958,420,237,991,547,981,894,487,421,806,"1,355","26,327","1,408","1,099",978,"1,161",967,"1,672",654,846,"2,173","1,106","1,563",850,642,885,"1,055","1,639","1,523","1,534","1,203",889,"1,317","1,163"
2020,9,20,"64,575","16,694",916,"1,172",819,"1,388","1,192",844,922,806,"1,125","1,022",758,684,"1,076","2,782",272,702,214,"14,966","2,824",721,449,"1,985",914,"1,673","1,589",812,848,"1,477","1,674","32,915","1,809","1,274",445,922,"1,486","2,613","1,038","1,008","2,375","1,330","1,669",882,"1,348","1,096","1,994","1,196","1,464","1,936","2,126","1,404","2,256","1,244"
2020,9,30,"67,826","16,770",747,"1,527",674,953,973,811,734,608,945,"1,065",696,545,"1,084","3,939",401,829,239,"14,492","2,472",936,485,"1,668",678,"1,394","1,819",708,674,"1,389","2,269","36,564","1,800","1,344",524,792,"1,719","2,763","1,479","1,237","2,156","1,175","1,865",770,"1,461","1,153","2,522","1,807","1,945","2,146","2,470","1,426","2,330","1,680"
2020,9,40,"80,152","17,808",870,"1,405",767,934,"1,105",963,"1,078",796,"1,108","1,197",981,805,811,"3,902",362,522,202,"15,682","2,155",951,480,"1,825",827,"1,877","1,808",924,826,"1,497","2,512","46,662","2,539","2,082","1,454","1,724","1,720","3,322","1,483","1,524","3,506","1,838","2,545","1,355","1,402","1,517","2,226","2,723","2,406","2,499","2,396","1,574","2,737","2,090"
2020,9,50,"78,197","20,398","1,153","1,663",985,"1,330","1,381","1,243","1,139","1,182","1,453","1,437","1,067",862,604,"3,696",299,655,249,"19,168","2,733","1,130",633,"2,170",913,"2,283","2,325","1,359","1,264","2,089","2,269","38,631","2,195","1,363",644,"1,003","1,484","2,349","1,261","1,221","2,455","1,671","2,077","1,181","1,449","1,347","2,452","1,593","1,943","2,488","2,441","1,504","2,726","1,784"
2020,9,60,"57,095","17,039","1,152","1,275",850,"1,215","1,189","1,026",931,"1,121","1,311","1,120",944,711,549,"2,597",281,497,270,"15,208","2,268","1,118",502,"1,843",664,"1,784","1,852","1,165",934,"1,456","1,622","24,848","1,458",708,389,557,"1,050","1,264",902,730,"1,384",947,"1,305",795,"1,089","1,123","1,906","1,006","1,192","1,400","1,802",909,"1,720","1,212"
2020,9,70,"31,512","9,368",649,495,519,789,678,652,598,700,761,657,638,453,216,"1,051",110,250,152,"8,189","1,293",622,255,953,397,"1,197",955,625,503,633,756,"13,955",754,549,267,263,532,883,634,476,867,433,732,429,595,647,949,459,540,605,"1,129",529,"1,224",459
2020,9,80,"15,508","3,991",286,213,190,315,315,281,273,290,271,272,228,180,81,568,52,117,59,"3,626",587,243,115,416,184,475,409,279,241,319,358,"7,891",413,392,146,151,217,468,478,295,509,266,387,248,270,334,537,218,259,340,673,284,756,250
2020,9,90,"3,141",730,44,42,35,47,59,45,44,49,50,60,33,35,27,109,13,24,14,708,107,51,26,86,31,69,69,56,52,74,87,"1,703",88,61,34,31,57,66,96,71,108,61,96,59,68,77,118,48,57,56,146,64,177,64
2020,9,100,349,142,16,13,7,11,11,11,14,12,11,10,15,2,3,3,0,1,2,135,24,24,25,12,4,15,8,9,8,4,2,72,5,3,1,1,1,3,2,0,3,2,2,5,4,5,8,3,2,3,6,2,11,0
2020,10,총,"475,423","119,896","6,420","9,914","5,374","7,621","7,795","6,633","6,694","6,057","7,976","7,969","6,029","5,045","5,018","23,261","2,249","4,278","1,563","106,637","16,255","6,624","3,418","12,546","5,454","12,364","12,496","6,654","6,013","10,502","14,311","248,890","13,441","9,469","5,472","7,085","9,925","16,443","8,428","8,038","16,753","9,527","13,330","7,074","8,932","8,833","14,810","12,203","12,745","14,386","15,368","9,200","16,383","11,045"
2020,10,0,"33,948","7,968",253,879,217,249,384,311,362,199,427,527,281,312,371,"2,530",261,320,85,"6,496",803,412,204,651,313,614,798,258,290,740,"1,413","19,484",990,618,581,509,732,"1,046",412,635,"1,203",694,"1,105",484,660,664,"1,085","1,506","1,324","1,425",959,631,"1,142","1,079"
2020,10,10,"43,038","8,677",340,798,305,389,533,463,603,320,517,611,482,454,218,"2,106",196,268,74,"8,047",959,415,240,974,540,972,895,486,409,803,"1,354","26,314","1,409","1,088",986,"1,162",970,"1,679",651,836,"2,164","1,112","1,567",867,633,872,"1,052","1,646","1,519","1,531","1,204",882,"1,314","1,170"
2020,10,20,"64,506","16,703",910,"1,249",818,"1,393","1,177",835,920,798,"1,122","1,023",738,686,"1,072","2,744",272,720,226,"14,957","2,829",716,450,"1,984",919,"1,687","1,582",813,827,"1,479","1,671","32,846","1,778","1,277",451,910,"1,470","2,612","1,032","1,011","2,358","1,323","1,655",877,"1,343","1,103","1,988","1,201","1,520","1,925","2,108","1,411","2,251","1,242"
2020,10,30,"67,640","16,800",746,"1,612",676,941,968,805,735,602,941,"1,056",685,540,"1,076","3,921",405,850,241,"14,417","2,460",927,490,"1,640",670,"1,394","1,807",708,664,"1,398","2,259","36,423","1,795","1,325",527,776,"1,700","2,735","1,473","1,237","2,168","1,174","1,861",769,"1,451","1,145","2,505","1,786","1,976","2,120","2,479","1,406","2,321","1,694"
2020,10,40,"80,024","17,855",867,"1,466",762,930,"1,100",957,"1,075",788,"1,109","1,206",961,811,805,"3,923",355,537,203,"15,671","2,155",954,478,"1,819",825,"1,863","1,811",912,825,"1,510","2,519","46,498","2,538","2,080","1,441","1,726","1,713","3,301","1,474","1,520","3,498","1,831","2,533","1,357","1,388","1,521","2,206","2,737","2,404","2,482","2,378","1,566","2,717","2,087"
2020,10,50,"78,186","20,403","1,148","1,771",980,"1,325","1,376","1,229","1,143","1,180","1,442","1,421","1,044",856,595,"3,682",300,663,248,"19,074","2,740","1,137",626,"2,163",902,"2,270","2,304","1,355","1,249","2,069","2,259","38,709","2,202","1,373",646,"1,000","1,482","2,367","1,259","1,216","2,475","1,677","2,082","1,193","1,432","1,347","2,441","1,598","1,945","2,493","2,445","1,522","2,731","1,783"
2020,10,60,"57,469","17,197","1,164","1,342",858,"1,219","1,189","1,040",926,"1,123","1,324","1,128",933,719,545,"2,618",284,518,267,"15,286","2,282","1,122",510,"1,840",664,"1,795","1,869","1,156",939,"1,470","1,639","24,986","1,464",707,391,556,"1,055","1,274",913,740,"1,392",953,"1,302",790,"1,098","1,123","1,923","1,004","1,206","1,410","1,830",905,"1,735","1,215"
2020,10,70,"31,575","9,408",646,517,524,801,685,655,599,691,761,653,632,453,223,"1,055",112,252,149,"8,217","1,304",621,253,970,403,"1,204",942,620,511,638,751,"13,950",758,547,264,265,527,889,638,474,863,435,741,426,594,641,949,453,535,603,"1,134",527,"1,225",462
2020,10,80,"15,551","4,011",286,223,191,318,312,282,273,292,271,274,226,177,83,569,52,125,57,"3,636",592,247,118,409,184,480,411,282,241,318,354,"7,904",413,390,151,151,219,470,478,297,518,264,383,247,265,338,537,222,256,337,677,281,760,250
2020,10,90,"3,135",729,44,44,36,44,60,45,44,51,50,60,32,35,27,110,12,24,11,702,108,49,24,84,30,70,69,55,50,73,90,"1,704",89,61,33,29,56,67,96,72,111,62,99,59,64,75,115,47,58,57,148,67,176,63
2020,10,100,351,145,16,13,7,12,11,11,14,13,12,10,15,2,3,3,0,1,2,134,23,24,25,12,4,15,8,9,8,4,2,72,5,3,1,1,1,3,2,0,3,2,2,5,4,4,9,3,2,3,6,2,11,0
2020,11,총,"475,044","119,741","6,425","10,123","5,382","7,612","7,799","6,604","6,699","6,057","7,982","7,998","5,695","5,040","4,987","23,242","2,252","4,298","1,546","106,613","16,283","6,610","3,424","12,558","5,441","12,357","12,496","6,635","5,990","10,504","14,315","248,690","13,411","9,485","5,466","7,081","9,930","16,466","8,403","8,022","16,746","9,532","13,311","7,051","8,904","8,823","14,773","12,242","12,778","14,345","15,334","9,190","16,350","11,047"
2020,11,0,"33,656","7,876",250,887,212,250,381,299,354,196,419,527,265,305,368,"2,503",257,318,85,"6,469",803,410,204,648,309,616,796,256,280,741,"1,406","19,311",982,614,589,503,713,"1,038",406,620,"1,201",688,"1,097",479,658,657,"1,061","1,491","1,320","1,405",949,637,"1,126","1,077"
2020,11,10,"42,957","8,659",342,804,305,385,533,465,598,312,511,612,468,453,212,"2,122",196,270,71,"8,012",960,406,236,975,529,955,889,488,405,803,"1,366","26,286","1,398","1,079",986,"1,165",979,"1,686",647,842,"2,155","1,114","1,556",860,625,871,"1,055","1,659","1,516","1,531","1,196",874,"1,317","1,175"
2020,11,20,"64,479","16,688",913,"1,282",822,"1,390","1,178",830,932,801,"1,121","1,017",689,684,"1,071","2,742",275,718,223,"15,002","2,846",719,457,"1,985",921,"1,698","1,591",817,821,"1,480","1,667","32,789","1,776","1,292",442,913,"1,476","2,613","1,033","1,000","2,349","1,320","1,656",872,"1,327","1,111","1,993","1,207","1,538","1,910","2,095","1,392","2,250","1,224"
2020,11,30,"67,527","16,777",753,"1,653",671,935,967,798,733,603,939,"1,073",642,542,"1,068","3,904",404,855,237,"14,407","2,459",927,500,"1,639",675,"1,386","1,810",706,662,"1,387","2,256","36,343","1,785","1,321",516,760,"1,695","2,739","1,466","1,229","2,176","1,179","1,853",763,"1,449","1,138","2,486","1,788","1,994","2,106","2,468","1,415","2,310","1,707"
2020,11,40,"79,843","17,827",855,"1,499",766,933,"1,102",947,"1,077",780,"1,105","1,210",909,812,804,"3,931",360,539,198,"15,616","2,155",945,478,"1,803",817,"1,865","1,794",904,824,"1,510","2,521","46,400","2,527","2,070","1,448","1,723","1,715","3,305","1,456","1,519","3,481","1,830","2,526","1,349","1,390","1,525","2,193","2,751","2,396","2,477","2,368","1,561","2,695","2,095"
2020,11,50,"78,146","20,349","1,156","1,816",978,"1,314","1,362","1,231","1,148","1,183","1,450","1,419",977,851,594,"3,663",303,660,244,"19,018","2,723","1,139",619,"2,167",908,"2,263","2,304","1,343","1,237","2,066","2,249","38,779","2,210","1,380",644,"1,008","1,486","2,372","1,263","1,209","2,496","1,674","2,080","1,202","1,422","1,341","2,438","1,615","1,952","2,493","2,455","1,519","2,745","1,775"
2020,11,60,"57,748","17,263","1,160","1,368",867,"1,225","1,194","1,049",932,"1,132","1,330","1,137",882,722,540,"2,645",281,531,268,"15,371","2,302","1,119",512,"1,856",673,"1,800","1,876","1,156",950,"1,476","1,651","25,114","1,462",721,392,560,"1,061","1,280",912,747,"1,396",962,"1,316",793,"1,109","1,121","1,942","1,004","1,215","1,425","1,818",911,"1,742","1,225"
2020,11,70,"31,584","9,405",646,532,526,796,691,650,599,696,771,655,605,456,219,"1,047",112,256,148,"8,229","1,310",625,252,976,388,"1,206",946,620,514,645,747,"13,950",758,546,262,268,531,892,641,477,864,438,742,423,588,635,943,457,528,602,"1,145",528,"1,219",463
2020,11,80,"15,628","4,028",291,227,191,328,320,277,271,292,272,279,211,178,82,573,52,126,58,"3,651",593,248,117,412,187,482,414,280,239,316,363,"7,949",415,397,153,150,217,473,485,305,514,265,383,246,269,345,539,217,261,336,685,284,762,248
2020,11,90,"3,121",723,43,42,37,44,60,47,41,49,51,59,32,35,26,109,12,24,12,702,109,48,24,84,30,71,67,55,50,76,88,"1,696",93,62,33,30,56,65,92,74,111,60,100,59,62,75,113,50,56,58,149,67,173,58
2020,11,100,355,146,16,13,7,12,11,11,14,13,13,10,15,2,3,3,0,1,2,136,23,24,25,13,4,15,9,10,8,4,1,73,5,3,1,1,1,3,2,0,3,2,2,5,5,4,10,3,2,2,6,2,11,0
2020,12,총,"474,657","119,497","6,419","10,270","5,391","7,619","7,822","6,609","6,712","6,064","8,011","8,005","5,185","5,060","5,001","23,212","2,253","4,341","1,523","106,687","16,363","6,601","3,408","12,593","5,465","12,341","12,490","6,646","5,998","10,491","14,291","248,473","13,433","9,480","5,474","7,081","9,887","16,442","8,376","8,002","16,729","9,523","13,287","7,012","8,908","8,828","14,776","12,214","12,774","14,345","15,304","9,185","16,351","11,062"
2020,12,0,"33,586","7,864",251,902,215,247,391,306,350,197,414,522,250,297,371,"2,489",257,325,80,"6,445",801,407,206,653,309,614,786,256,282,739,"1,392","19,277",969,617,598,505,707,"1,031",412,615,"1,201",694,"1,106",476,660,651,"1,058","1,484","1,311","1,413",949,638,"1,116","1,066"
2020,12,10,"42,844","8,579",340,814,300,382,525,462,600,305,513,604,424,452,204,"2,119",196,268,71,"8,002",953,407,232,973,530,951,894,488,400,804,"1,370","26,263","1,411","1,072",992,"1,160",976,"1,686",638,842,"2,149","1,115","1,554",859,621,878,"1,046","1,656","1,525","1,514","1,192",868,"1,318","1,191"
2020,12,20,"64,443","16,678",910,"1,302",835,"1,374","1,180",832,941,800,"1,129","1,023",617,695,"1,077","2,743",278,722,220,"15,056","2,899",707,458,"1,986",932,"1,705","1,590",826,828,"1,471","1,654","32,709","1,782","1,291",438,917,"1,468","2,602","1,028",997,"2,338","1,302","1,638",858,"1,326","1,111","2,006","1,206","1,524","1,923","2,084","1,395","2,263","1,212"
2020,12,30,"67,410","16,763",758,"1,683",656,948,969,795,741,610,934,"1,083",602,537,"1,063","3,872",404,880,228,"14,390","2,478",925,490,"1,636",693,"1,376","1,800",705,657,"1,388","2,242","36,257","1,798","1,321",514,764,"1,677","2,714","1,469","1,212","2,192","1,180","1,862",750,"1,439","1,132","2,488","1,767","1,983","2,096","2,462","1,416","2,313","1,708"
2020,12,40,"79,662","17,777",856,"1,527",772,933,"1,101",956,"1,074",786,"1,111","1,197",816,808,802,"3,938",356,542,202,"15,599","2,155",946,482,"1,803",815,"1,854","1,803",900,818,"1,498","2,525","46,286","2,520","2,076","1,445","1,718","1,690","3,312","1,440","1,519","3,463","1,823","2,517","1,341","1,390","1,528","2,178","2,756","2,398","2,471","2,358","1,558","2,682","2,103"
2020,12,50,"78,018","20,300","1,144","1,841",978,"1,316","1,369","1,223","1,147","1,171","1,456","1,411",892,861,600,"3,677",308,665,241,"18,960","2,714","1,136",604,"2,171",905,"2,261","2,287","1,341","1,244","2,057","2,240","38,758","2,203","1,372",645,"1,009","1,498","2,378","1,263","1,213","2,498","1,677","2,061","1,209","1,414","1,343","2,434","1,608","1,969","2,497","2,443","1,518","2,729","1,777"
2020,12,60,"57,965","17,233","1,160","1,380",869,"1,226","1,191","1,051",933,"1,141","1,339","1,150",801,730,550,"2,637",279,529,267,"15,462","2,317","1,113",520,"1,875",675,"1,797","1,886","1,164",959,"1,487","1,669","25,270","1,478",722,393,564,"1,069","1,279",910,750,"1,400",965,"1,326",793,"1,135","1,118","1,963","1,004","1,216","1,430","1,833",917,"1,767","1,238"
2020,12,70,"31,557","9,376",645,534,527,805,699,646,594,693,774,661,547,462,225,"1,046",111,262,145,"8,273","1,316",640,251,988,389,"1,215",952,617,511,651,743,"13,908",755,546,258,267,528,895,639,476,854,434,738,417,584,640,946,462,525,607,"1,151",523,"1,200",463
2020,12,80,"15,690","4,048",294,230,196,331,323,278,277,298,276,285,193,182,78,577,52,123,55,"3,664",596,250,115,413,186,482,412,284,242,318,366,"7,978",419,397,156,146,218,476,484,306,517,274,386,247,267,350,536,217,264,335,680,281,774,248
2020,12,90,"3,121",730,44,43,36,44,63,49,41,50,52,59,28,34,28,111,12,24,12,700,112,46,24,82,27,71,71,55,49,74,89,"1,691",93,63,34,29,54,65,90,72,114,57,97,57,67,73,111,51,57,57,147,69,178,56
2020,12,100,361,149,17,14,7,13,11,11,14,13,13,10,15,2,3,3,0,1,2,136,22,24,26,13,4,15,9,10,8,4,1,76,5,3,1,2,2,4,3,0,3,2,2,5,5,4,10,3,2,2,5,2,11,0
2021,1,총,"474,496","119,401","6,404","10,328","5,416","7,606","7,843","6,610","6,699","6,059","8,036","8,023","4,864","5,066","4,974","23,306","2,274","4,379","1,514","106,718","16,382","6,628","3,412","12,585","5,452","12,350","12,512","6,621","5,978","10,497","14,301","248,377","13,430","9,464","5,468","7,082","9,899","16,439","8,381","8,027","16,726","9,510","13,286","7,000","8,934","8,823","14,770","12,185","12,767","14,325","15,272","9,213","16,321","11,055"
2021,1,0,"33,360","7,794",248,902,221,244,388,296,350,195,411,518,224,291,362,"2,472",262,330,80,"6,419",798,412,207,644,305,608,791,250,282,742,"1,380","19,147",965,613,601,512,699,"1,020",406,627,"1,193",682,"1,089",476,656,645,"1,054","1,471","1,287","1,400",949,629,"1,110","1,063"
2021,1,10,"42,692","8,547",339,822,300,377,517,461,594,305,521,605,389,457,206,"2,125",198,262,69,"7,961",947,409,228,972,527,938,894,484,396,803,"1,363","26,184","1,405","1,062",991,"1,146",978,"1,688",638,844,"2,139","1,109","1,556",854,621,879,"1,034","1,665","1,523","1,500","1,183",874,"1,308","1,187"
2021,1,20,"64,321","16,625",910,"1,316",830,"1,369","1,176",838,933,799,"1,134","1,021",570,688,"1,054","2,759",275,732,221,"15,063","2,905",713,460,"1,973",934,"1,706","1,603",817,826,"1,464","1,662","32,633","1,771","1,287",439,918,"1,463","2,573","1,024",993,"2,338","1,301","1,637",861,"1,330","1,106","2,018","1,187","1,523","1,931","2,066","1,420","2,241","1,206"
2021,1,30,"67,311","16,744",741,"1,672",662,953,977,791,743,608,942,"1,071",564,539,"1,060","3,881",414,897,229,"14,384","2,485",932,493,"1,638",679,"1,378","1,794",713,645,"1,380","2,247","36,183","1,797","1,320",508,760,"1,681","2,725","1,479","1,217","2,185","1,175","1,865",743,"1,441","1,137","2,490","1,742","1,989","2,057","2,444","1,405","2,316","1,707"
2021,1,40,"79,505","17,754",851,"1,556",778,924,"1,101",952,"1,060",786,"1,110","1,206",746,813,801,"3,965",363,542,200,"15,585","2,152",947,477,"1,821",821,"1,850","1,790",888,819,"1,501","2,519","46,166","2,520","2,078","1,436","1,718","1,682","3,319","1,440","1,516","3,425","1,818","2,497","1,328","1,386","1,509","2,170","2,769","2,386","2,472","2,362","1,562","2,674","2,099"
2021,1,50,"77,985","20,242","1,138","1,837",978,"1,307","1,375","1,229","1,151","1,165","1,447","1,415",857,854,605,"3,681",309,660,234,"18,903","2,705","1,136",606,"2,149",893,"2,270","2,286","1,332","1,230","2,056","2,240","38,840","2,207","1,372",648,"1,012","1,510","2,379","1,262","1,216","2,521","1,687","2,079","1,206","1,417","1,338","2,414","1,608","1,978","2,514","2,433","1,520","2,742","1,777"
2021,1,60,"58,393","17,346","1,169","1,388",876,"1,236","1,206","1,068",943,"1,143","1,352","1,162",761,741,548,"2,671",278,536,268,"15,569","2,334","1,113",520,"1,898",683,"1,805","1,900","1,173",969,"1,495","1,679","25,478","1,487",719,396,568,"1,086","1,292",907,762,"1,423",962,"1,335",807,"1,143","1,138","1,982","1,013","1,227","1,438","1,848",923,"1,768","1,254"
2021,1,70,"31,668","9,407",647,542,532,807,703,639,594,693,782,665,529,464,231,"1,057",111,269,142,"8,308","1,327",644,255,981,392,"1,219",958,612,509,658,753,"13,953",756,548,259,270,526,896,638,474,864,443,744,416,595,637,951,463,529,621,"1,146",524,"1,192",461
