년도,월,나이,대구광역시 동구,대구광역시 동구 신암1동,대구광역시 동구 신암2동,대구광역시 동구 신암3동,대구광역시 동구 신암4동,대구광역시 동구 신암5동,대구광역시 동구 신천1.2동,대구광역시 동구 신천3동,대구광역시 동구 신천4동,대구광역시 동구 효목1동,대구광역시 동구 효목2동,대구광역시 동구 도평동,대구광역시 동구 불로.봉무동,대구광역시 동구 지저동,대구광역시 동구 동촌동,대구광역시 동구 방촌동,대구광역시 동구 해안동,대구광역시 동구 안심1동,대구광역시 동구 안심2동,대구광역시 동구 안심3.4동,대구광역시 동구 공산동,대구광역시 동구 안심3동,대구광역시 동구 안심4동,대구광역시 동구 혁신동
2021,6,10,"12,501",167,402,291,286,169,401,443,142,363,467,93,"1,127",423,434,586,435,"1,745",289,,712,"1,358","1,417",751
2021,6,20,"19,243",388,487,522,835,335,705,727,698,836,817,201,"1,025",843,969,"1,047",852,"2,429",603,,"1,066","1,061","1,790","1,007"
2021,6,30,"20,361",260,687,747,600,257,720,736,459,569,669,182,"1,388",632,819,781,706,"2,692",601,,"1,206","1,549","1,921","2,180"
2021,6,40,"24,787",420,898,673,675,399,903,984,390,793,944,191,"1,996",794,933,"1,084",897,"3,290",652,,"1,537","2,189","2,475","1,670"
2021,6,50,"28,871",624,814,758,"1,079",644,"1,161","1,064",616,"1,284","1,195",352,"1,673","1,462","1,489","1,858","1,367","3,546","1,102",,"2,009","1,405","2,404",965
2021,6,60,"28,350",771,820,801,"1,130",730,"1,234",897,680,"1,458","1,361",364,"1,452","1,550","1,438","1,855","1,516","3,493","1,069",,"1,831","1,108","1,972",820
2021,6,70,"17,053",603,617,473,689,474,861,538,405,980,816,261,773,828,870,"1,082",975,"1,846",617,,"1,165",732,"1,057",391
2021,6,80,"8,684",342,329,235,305,246,441,314,216,463,398,140,363,415,436,584,490,"1,017",251,,699,333,497,170
2021,6,90,"1,198",57,39,31,40,25,56,40,23,55,58,22,64,46,61,68,70,154,38,,122,44,56,29
2021,6,100,39,6,1,2,0,1,4,1,1,1,3,0,4,1,0,3,2,4,0,,1,1,0,3
2021,7,총,"172,923","3,759","5,526","4,979","5,788","3,378","6,833","6,094","3,698","6,990","7,032","1,905","10,980","7,300","7,809","9,618","7,632","21,845","5,540",,"11,049","10,926","14,797","9,445"
2021,7,0,"11,888",128,440,445,173,107,346,407,79,211,346,99,"1,102",312,385,433,365,"1,704",321,,677,"1,159","1,191","1,458"
2021,7,10,"12,502",161,403,290,283,170,406,436,143,365,459,92,"1,127",424,427,597,432,"1,751",292,,711,"1,363","1,414",756
2021,7,20,"19,225",386,481,519,835,336,702,723,695,824,816,197,"1,032",838,955,"1,091",851,"2,407",596,,"1,080","1,066","1,794","1,001"
2021,7,30,"20,239",260,681,743,591,254,710,729,458,573,659,186,"1,378",628,811,810,688,"2,663",600,,"1,200","1,532","1,909","2,176"
2021,7,40,"24,752",417,899,670,676,394,896,969,386,782,947,189,"2,002",793,930,"1,128",887,"3,263",649,,"1,546","2,177","2,473","1,679"
2021,7,50,"28,838",618,812,769,"1,078",642,"1,171","1,062",615,"1,274","1,186",352,"1,663","1,458","1,483","1,901","1,359","3,525","1,096",,"2,000","1,403","2,410",961
2021,7,60,"28,437",776,827,801,"1,121",729,"1,234",882,672,"1,467","1,351",369,"1,462","1,551","1,439","1,896","1,514","3,510","1,078",,"1,845","1,109","1,982",822
2021,7,70,"17,072",603,617,475,686,475,865,537,404,979,812,255,779,831,879,"1,094",975,"1,844",611,,"1,161",732,"1,067",391
2021,7,80,"8,727",345,326,236,304,246,442,311,222,460,397,144,365,418,438,596,490,"1,018",258,,706,341,497,167
2021,7,90,"1,205",59,39,29,41,25,57,36,23,54,56,22,66,46,62,69,69,157,39,,122,43,60,31
2021,7,100,38,6,1,2,0,0,4,2,1,1,3,0,4,1,0,3,2,3,0,,1,1,0,3
2021,8,총,"172,789","3,750","5,521","4,969","5,769","3,370","6,828","6,045","3,704","6,973","7,010","1,905","10,976","7,311","7,786","9,735","7,570","21,828","5,535",,"11,052","10,909","14,808","9,435"
2021,8,0,"11,809",124,442,443,170,108,342,404,80,207,347,99,"1,096",310,376,444,354,"1,699",315,,669,"1,152","1,185","1,443"
2021,8,10,"12,475",164,399,287,279,169,405,432,144,362,465,94,"1,130",420,420,599,421,"1,737",285,,708,"1,365","1,421",769
2021,8,20,"19,143",382,482,518,830,331,700,701,690,819,803,196,"1,024",842,953,"1,108",832,"2,403",595,,"1,088","1,073","1,791",982
2021,8,30,"20,153",257,680,739,596,254,704,724,461,566,655,186,"1,361",623,808,831,677,"2,640",600,,"1,203","1,512","1,902","2,174"
2021,8,40,"24,736",421,893,673,667,392,892,959,385,778,949,189,"2,009",791,924,"1,139",890,"3,277",646,,"1,538","2,169","2,469","1,686"
2021,8,50,"28,818",612,810,765,"1,075",640,"1,170","1,057",617,"1,265","1,181",348,"1,679","1,458","1,468","1,929","1,338","3,524","1,096",,"2,003","1,402","2,418",963
2021,8,60,"28,527",772,833,802,"1,119",734,"1,236",882,670,"1,472","1,346",370,"1,459","1,555","1,455","1,915","1,518","3,520","1,083",,"1,860","1,113","1,986",827
2021,8,70,"17,099",606,614,474,688,470,870,535,407,984,806,256,774,839,884,"1,098",975,"1,848",616,,"1,158",731,"1,069",397
2021,8,80,"8,772",347,328,235,304,246,445,312,225,466,397,145,371,424,434,599,494,"1,022",260,,702,349,506,161
2021,8,90,"1,217",59,39,31,41,26,60,37,24,53,58,22,69,48,64,69,69,154,39,,122,42,61,30
2021,8,100,40,6,1,2,0,0,4,2,1,1,3,0,4,1,0,4,2,4,0,,1,1,0,3
2021,9,총,"172,702","3,750","5,525","4,973","5,765","3,383","6,840","6,016","3,680","6,963","6,969","1,898","10,970","7,296","7,774","9,761","7,557","21,806","5,543",,"11,073","10,930","14,775","9,455"
2021,9,0,"11,763",122,449,448,169,106,339,407,79,205,344,98,"1,091",305,373,437,351,"1,686",316,,674,"1,148","1,173","1,443"
2021,9,10,"12,455",158,396,286,276,174,409,426,143,360,464,94,"1,136",420,413,602,413,"1,732",283,,705,"1,371","1,412",782
2021,9,20,"19,082",385,475,520,829,339,706,694,681,804,793,195,"1,020",830,961,"1,094",843,"2,405",599,,"1,087","1,077","1,778",967
2021,9,30,"20,081",256,676,735,592,249,696,724,456,577,658,182,"1,347",626,803,837,668,"2,623",603,,"1,204","1,505","1,884","2,180"
2021,9,40,"24,719",416,896,679,664,388,899,953,379,769,941,190,"2,009",787,914,"1,146",888,"3,277",645,,"1,535","2,172","2,480","1,692"
2021,9,50,"28,803",616,806,767,"1,071",641,"1,165","1,046",611,"1,271","1,175",345,"1,682","1,451","1,458","1,940","1,329","3,513","1,100",,"2,014","1,417","2,424",961
2021,9,60,"28,570",777,834,797,"1,121",735,"1,242",875,673,"1,474","1,339",372,"1,462","1,565","1,467","1,924","1,514","3,522","1,077",,"1,868","1,116","1,984",832
2021,9,70,"17,140",602,620,473,694,476,875,539,408,976,800,257,780,837,884,"1,098",983,"1,860",623,,"1,154",731,"1,069",401
2021,9,80,"8,825",353,333,232,308,249,445,313,225,476,393,142,371,425,440,610,496,"1,027",256,,711,349,507,164
2021,9,90,"1,224",59,39,34,41,25,61,37,24,50,59,23,69,48,61,69,70,157,41,,120,43,64,30
2021,9,100,40,6,1,2,0,1,3,2,1,1,3,0,3,2,0,4,2,4,0,,1,1,0,3
2021,10,총,"173,070","3,806","5,501","5,504","5,737","3,363","6,833","5,972","3,681","6,942","6,941","1,890","10,946","7,290","7,766","9,780","7,551","21,762","5,545",,"11,075","10,918","14,754","9,513"
2021,10,0,"11,789",135,440,540,170,108,331,403,79,196,340,98,"1,085",305,375,435,354,"1,671",314,,676,"1,137","1,157","1,440"
2021,10,10,"12,466",159,397,314,271,175,406,422,142,357,465,91,"1,134",416,414,602,408,"1,727",280,,706,"1,370","1,423",787
2021,10,20,"19,054",392,464,574,826,328,714,689,675,799,784,187,"1,010",829,960,"1,090",836,"2,393",609,,"1,070","1,077","1,761",987
2021,10,30,"20,174",277,672,906,578,247,691,709,467,573,658,180,"1,326",616,802,837,673,"2,604",606,,"1,206","1,487","1,876","2,183"
2021,10,40,"24,693",419,889,732,673,379,890,942,380,760,933,190,"2,013",791,909,"1,146",875,"3,278",632,,"1,527","2,167","2,471","1,697"
2021,10,50,"28,859",625,810,838,"1,052",637,"1,166","1,053",604,"1,268","1,177",347,"1,679","1,446","1,448","1,949","1,330","3,504","1,103",,"2,010","1,424","2,421",968
2021,10,60,"28,621",771,834,821,"1,119",738,"1,234",867,676,"1,473","1,326",372,"1,470","1,561","1,468","1,922","1,524","3,535","1,078",,"1,881","1,117","1,990",844
2021,10,70,"17,228",602,624,498,701,476,883,534,407,977,805,257,783,849,883,"1,104",986,"1,857",622,,"1,154",737,"1,079",410
2021,10,80,"8,910",362,332,246,306,249,450,312,226,487,391,146,373,427,448,620,494,"1,030",258,,721,358,510,164
2021,10,90,"1,236",58,38,33,40,25,65,39,24,51,59,22,70,48,59,71,69,159,43,,123,43,66,31
2021,10,100,40,6,1,2,1,1,3,2,1,1,3,0,3,2,0,4,2,4,0,,1,1,0,2
2021,11,총,"173,381","4,117","5,478","5,804","5,715","3,355","6,824","5,943","3,685","6,925","6,925","1,879","10,898","7,267","7,761","9,767","7,548","21,686","5,518",,"11,070","10,945","14,743","9,528"
2021,11,0,"11,784",190,430,596,161,109,330,394,81,193,336,90,"1,072",302,377,431,351,"1,648",305,,676,"1,132","1,145","1,435"
2021,11,10,"12,478",180,397,330,268,174,400,424,146,353,462,92,"1,135",413,416,597,399,"1,729",288,,699,"1,367","1,425",784
2021,11,20,"19,042",429,462,593,835,323,705,689,677,788,785,188,997,818,945,"1,092",837,"2,373",600,,"1,061","1,106","1,750",989
2021,11,30,"20,186",363,667,973,567,250,694,688,467,581,652,171,"1,315",622,793,837,671,"2,565",592,,"1,206","1,467","1,865","2,180"
2021,11,40,"24,765",467,885,798,661,376,894,951,371,749,927,190,"2,003",789,907,"1,133",869,"3,293",633,,"1,523","2,175","2,463","1,708"
2021,11,50,"28,897",673,807,876,"1,051",627,"1,165","1,051",606,"1,263","1,179",349,"1,676","1,433","1,457","1,950","1,332","3,481","1,093",,"2,011","1,425","2,426",966
2021,11,60,"28,736",779,829,845,"1,123",748,"1,238",861,674,"1,478","1,318",373,"1,472","1,570","1,465","1,925","1,529","3,541","1,085",,"1,889","1,130","2,007",857
2021,11,70,"17,284",609,634,506,696,474,887,535,413,984,811,259,780,845,891,"1,114",989,"1,854",619,,"1,155",740,"1,078",411
2021,11,80,"8,952",368,327,252,312,249,448,309,224,486,393,143,375,428,450,618,501,"1,037",261,,729,359,520,163
2021,11,90,"1,227",59,39,33,40,24,63,39,25,49,60,24,70,45,60,66,68,161,42,,120,43,64,33
2021,11,100,30,0,1,2,1,1,0,2,1,1,2,0,3,2,0,4,2,4,0,,1,1,0,2
2021,12,총,"173,548","4,286","5,455","5,916","5,701","3,338","6,794","5,918","3,863","6,907","6,928","1,872","10,856","7,263","7,766","9,737","7,528","21,582","5,488",,"11,056","11,096","14,729","9,469"
2021,12,0,"11,750",229,425,620,155,108,325,388,112,189,333,90,"1,055",299,377,419,348,"1,630",297,,672,"1,130","1,143","1,406"
2021,12,10,"12,503",185,393,343,269,173,401,420,149,349,459,91,"1,134",411,418,601,398,"1,727",286,,693,"1,391","1,423",789
2021,12,20,"18,995",433,460,596,824,322,694,691,690,782,792,189,988,820,956,"1,078",828,"2,359",594,,"1,060","1,133","1,729",977
2021,12,30,"20,216",414,657,"1,005",571,245,687,685,523,578,659,167,"1,300",618,780,831,670,"2,537",584,,"1,219","1,500","1,853","2,133"
2021,12,40,"24,854",493,885,808,665,374,894,944,403,745,927,191,"2,002",798,918,"1,132",875,"3,273",631,,"1,502","2,194","2,476","1,724"
2021,12,50,"28,853",697,801,879,"1,043",630,"1,155","1,054",621,"1,257","1,185",344,"1,669","1,422","1,451","1,941","1,322","3,455","1,089",,"2,006","1,441","2,432",959
2021,12,60,"28,765",788,825,863,"1,131",738,"1,230",851,688,"1,474","1,305",371,"1,475","1,574","1,462","1,924","1,519","3,539","1,078",,"1,902","1,155","2,006",867
2021,12,70,"17,319",615,639,508,691,470,896,538,424,989,816,257,785,839,888,"1,118",991,"1,853",625,,"1,147",739,"1,080",411
2021,12,80,"9,016",371,329,259,309,254,450,308,225,494,389,147,373,431,454,622,506,"1,041",262,,737,366,520,169
2021,12,90,"1,247",61,40,33,42,23,62,37,27,49,61,24,72,49,62,68,69,164,42,,117,46,67,32
2021,12,100,30,0,1,2,1,1,0,2,1,1,2,1,3,2,0,3,2,4,0,,1,1,0,2
