년도,월,나이,서울특별시 양천구,서울특별시 양천구 목1동,서울특별시 양천구 목2동,서울특별시 양천구 목3동,서울특별시 양천구 목4동,서울특별시 양천구 목5동,서울특별시 양천구 신월1동,서울특별시 양천구 신월2동,서울특별시 양천구 신월3동,서울특별시 양천구 신월4동,서울특별시 양천구 신월5동,서울특별시 양천구 신월6동,서울특별시 양천구 신월7동,서울특별시 양천구 신정1동,서울특별시 양천구 신정2동,서울특별시 양천구 신정3동,서울특별시 양천구 신정4동,서울특별시 양천구 신정6동,서울특별시 양천구 신정7동
2021,3,80,"10,831",488,652,593,548,736,568,538,470,517,364,218,815,451,445,"1,193",862,428,945
2021,3,90,"1,649",86,90,79,76,157,93,78,54,59,54,33,95,95,73,189,99,102,137
2021,3,100,65,5,3,4,10,4,4,2,2,3,0,4,3,2,3,6,4,1,5
2021,4,총,"452,112","31,176","30,158","22,187","25,689","41,711","20,653","20,994","15,457","18,182","14,870","13,800","20,249","20,548","19,681","49,439","33,073","24,811","29,434"
2021,4,0,"31,084","2,923","1,667","1,300","1,377","3,334",959,"1,416",835,"1,402",964,"1,467","1,024","1,804","1,291","3,748","1,606","2,065","1,902"
2021,4,10,"50,201","5,047","2,479","1,527","3,286","7,433","1,300","1,775","1,123","1,613","1,253","1,232","1,340","2,960","2,942","5,590","2,299","3,621","3,381"
2021,4,20,"59,043","3,326","4,973","3,508","4,130","4,395","2,659","2,628","1,998","2,159","2,147","1,570","2,595","2,404","2,467","6,211","5,223","3,123","3,527"
2021,4,30,"57,178","3,237","5,236","3,983","2,752","3,881","2,720","2,933","1,988","2,405","2,050","2,582","2,589","2,021","1,806","6,129","4,977","2,719","3,170"
2021,4,40,"78,214","6,849","4,598","3,172","4,477","9,006","3,041","3,290","2,176","3,021","2,278","2,181","2,931","4,040","3,753","8,482","5,154","4,708","5,057"
2021,4,50,"76,163","4,967","4,854","3,598","4,824","6,702","3,775","3,290","2,888","2,841","2,513","2,027","3,533","3,462","3,524","8,440","5,356","4,352","5,217"
2021,4,60,"58,902","2,927","3,898","3,063","2,738","4,299","3,662","3,318","2,553","2,767","2,208","1,721","3,498","2,243","2,281","6,213","4,805","2,668","4,040"
2021,4,70,"28,726","1,319","1,703","1,360","1,477","1,761","1,860","1,720","1,363","1,394","1,044",763,"1,817","1,070","1,095","3,230","2,678","1,023","2,049"
2021,4,80,"10,884",489,658,593,544,738,580,543,478,517,361,221,824,446,445,"1,200",871,428,948
2021,4,90,"1,649",87,89,79,74,158,92,79,53,60,52,32,95,96,74,189,99,103,138
2021,4,100,68,5,3,4,10,4,5,2,2,3,0,4,3,2,3,7,5,1,5
2021,5,총,"451,541","31,069","30,128","22,127","25,677","41,602","20,652","20,967","15,397","18,164","14,855","13,778","20,217","20,520","19,643","49,533","33,013","24,823","29,376"
2021,5,0,"30,872","2,900","1,663","1,284","1,362","3,294",956,"1,400",818,"1,399",953,"1,467","1,019","1,804","1,284","3,739","1,581","2,057","1,892"
2021,5,10,"50,084","5,033","2,470","1,527","3,278","7,415","1,295","1,773","1,117","1,608","1,255","1,221","1,327","2,934","2,947","5,587","2,305","3,612","3,380"
2021,5,20,"58,872","3,296","4,960","3,482","4,118","4,385","2,647","2,611","2,004","2,154","2,128","1,573","2,589","2,392","2,447","6,234","5,227","3,113","3,512"
2021,5,30,"56,941","3,216","5,232","3,961","2,752","3,833","2,710","2,936","1,961","2,394","2,048","2,568","2,603","2,033","1,802","6,096","4,943","2,712","3,141"
2021,5,40,"77,940","6,815","4,594","3,169","4,446","8,938","3,033","3,276","2,176","3,019","2,281","2,176","2,906","4,018","3,722","8,485","5,147","4,698","5,041"
2021,5,50,"76,186","4,951","4,833","3,590","4,852","6,721","3,771","3,287","2,880","2,835","2,507","2,021","3,538","3,474","3,527","8,478","5,343","4,381","5,197"
2021,5,60,"59,164","2,963","3,919","3,069","2,753","4,347","3,689","3,324","2,538","2,778","2,206","1,722","3,485","2,245","2,301","6,255","4,816","2,696","4,058"
2021,5,70,"28,815","1,320","1,707","1,366","1,478","1,764","1,866","1,734","1,371","1,395","1,060",772,"1,824","1,070","1,097","3,241","2,660","1,026","2,064"
2021,5,80,"10,942",487,658,595,552,742,584,544,479,517,365,223,829,451,441,"1,221",884,425,945
2021,5,90,"1,656",84,89,79,76,159,96,80,51,62,52,30,94,97,72,190,102,102,141
2021,5,100,69,4,3,5,10,4,5,2,2,3,0,5,3,2,3,7,5,1,5
2021,6,총,"450,992","30,996","30,063","22,088","25,603","41,520","20,635","20,904","15,373","18,151","14,859","13,764","20,162","20,512","19,623","49,559","32,995","24,825","29,360"
2021,6,0,"30,688","2,874","1,659","1,269","1,341","3,256",957,"1,388",814,"1,402",943,"1,464","1,016","1,798","1,274","3,706","1,577","2,049","1,901"
2021,6,10,"50,002","5,033","2,456","1,526","3,255","7,409","1,287","1,772","1,104","1,602","1,258","1,215","1,312","2,930","2,948","5,621","2,288","3,616","3,370"
2021,6,20,"58,724","3,272","4,922","3,468","4,124","4,367","2,637","2,599","2,011","2,155","2,134","1,570","2,557","2,391","2,442","6,204","5,252","3,111","3,508"
2021,6,30,"56,731","3,193","5,228","3,948","2,726","3,799","2,711","2,917","1,954","2,373","2,053","2,562","2,604","2,008","1,790","6,113","4,921","2,708","3,123"
2021,6,40,"77,790","6,787","4,593","3,151","4,427","8,910","3,043","3,261","2,184","3,025","2,272","2,177","2,911","4,015","3,718","8,472","5,117","4,694","5,033"
2021,6,50,"76,068","4,956","4,827","3,576","4,842","6,734","3,735","3,273","2,863","2,823","2,506","2,014","3,505","3,489","3,528","8,484","5,352","4,383","5,178"
2021,6,60,"59,438","2,988","3,916","3,087","2,769","4,378","3,709","3,331","2,543","2,787","2,217","1,733","3,507","2,252","2,306","6,294","4,825","2,712","4,084"
2021,6,70,"28,814","1,316","1,705","1,377","1,483","1,763","1,857","1,739","1,363","1,395","1,055",770,"1,815","1,071","1,101","3,239","2,664","1,027","2,074"
2021,6,80,"11,008",487,664,600,549,743,599,542,484,523,369,225,837,458,443,"1,229",889,423,944
2021,6,90,"1,660",86,90,81,77,157,95,79,51,63,52,30,95,98,69,191,105,101,140
2021,6,100,69,4,3,5,10,4,5,3,2,3,0,4,3,2,4,6,5,1,5
2021,7,총,"450,431","30,982","30,013","22,055","25,591","41,427","20,615","20,865","15,360","18,134","14,819","13,768","20,122","20,503","19,591","49,607","32,898","24,773","29,308"
2021,7,0,"30,497","2,840","1,650","1,275","1,335","3,232",948,"1,373",806,"1,391",934,"1,467",997,"1,789","1,275","3,685","1,551","2,031","1,918"
2021,7,10,"49,862","5,046","2,441","1,516","3,257","7,391","1,284","1,764","1,100","1,600","1,244","1,206","1,302","2,924","2,948","5,608","2,274","3,614","3,343"
2021,7,20,"58,537","3,277","4,886","3,451","4,097","4,342","2,636","2,590","2,007","2,151","2,143","1,571","2,566","2,386","2,416","6,188","5,254","3,091","3,485"
2021,7,30,"56,504","3,163","5,236","3,937","2,722","3,785","2,703","2,905","1,948","2,343","2,039","2,551","2,586","2,000","1,769","6,122","4,907","2,686","3,102"
2021,7,40,"77,531","6,765","4,581","3,164","4,417","8,873","3,023","3,259","2,174","3,033","2,244","2,182","2,895","4,010","3,714","8,408","5,084","4,675","5,030"
2021,7,50,"76,101","4,980","4,806","3,553","4,855","6,741","3,723","3,269","2,848","2,830","2,502","2,021","3,508","3,488","3,520","8,540","5,346","4,405","5,166"
2021,7,60,"59,684","3,003","3,938","3,093","2,780","4,385","3,733","3,342","2,570","2,793","2,234","1,737","3,506","2,277","2,321","6,348","4,817","2,716","4,091"
2021,7,70,"28,890","1,326","1,715","1,379","1,488","1,775","1,860","1,735","1,359","1,393","1,050",770,"1,824","1,066","1,102","3,273","2,666","1,033","2,076"
2021,7,80,"11,081",492,666,601,552,741,604,543,494,533,376,229,837,464,449,"1,241",891,419,949
2021,7,90,"1,675",86,91,81,79,158,96,82,51,64,53,30,98,96,73,188,103,102,144
2021,7,100,69,4,3,5,9,4,5,3,3,3,0,4,3,3,4,6,5,1,4
2021,8,총,"449,603","30,918","29,975","21,990","25,555","41,328","20,574","20,827","15,348","18,090","14,787","13,773","20,035","20,461","19,560","49,588","32,845","24,704","29,245"
2021,8,0,"30,291","2,825","1,639","1,257","1,323","3,222",946,"1,363",806,"1,382",925,"1,463",980,"1,777","1,274","3,675","1,533","2,009","1,892"
2021,8,10,"49,696","5,041","2,444","1,497","3,247","7,350","1,276","1,753","1,093","1,610","1,230","1,215","1,280","2,924","2,942","5,571","2,267","3,606","3,350"
2021,8,20,"58,322","3,274","4,892","3,429","4,091","4,305","2,615","2,606","2,005","2,134","2,131","1,564","2,544","2,377","2,392","6,189","5,265","3,054","3,455"
2021,8,30,"56,196","3,118","5,191","3,940","2,720","3,753","2,693","2,867","1,951","2,310","2,026","2,542","2,586","1,977","1,769","6,098","4,878","2,679","3,098"
2021,8,40,"77,280","6,740","4,579","3,149","4,388","8,858","3,010","3,249","2,162","3,038","2,242","2,185","2,858","4,005","3,702","8,389","5,069","4,662","4,995"
2021,8,50,"76,067","4,989","4,816","3,565","4,859","6,730","3,720","3,282","2,837","2,823","2,496","2,004","3,499","3,464","3,519","8,556","5,333","4,396","5,179"
2021,8,60,"59,928","3,008","3,949","3,099","2,789","4,420","3,738","3,347","2,578","2,806","2,251","1,750","3,526","2,303","2,331","6,372","4,828","2,743","4,090"
2021,8,70,"28,907","1,326","1,702","1,369","1,489","1,783","1,872","1,732","1,364","1,384","1,053",780,"1,823","1,070","1,105","3,287","2,659","1,035","2,074"
2021,8,80,"11,161",505,673,598,560,740,602,541,498,535,378,236,835,465,451,"1,256",905,417,966
2021,8,90,"1,685",88,87,82,79,163,97,83,52,65,55,30,101,96,72,189,103,101,142
2021,8,100,70,4,3,5,10,4,5,4,2,3,0,4,3,3,3,6,5,2,4
2021,9,총,"449,010","30,861","29,970","21,951","25,489","41,305","20,535","20,771","15,306","18,084","14,711","13,787","19,966","20,453","19,554","49,587","32,841","24,635","29,204"
2021,9,0,"30,051","2,795","1,615","1,255","1,289","3,209",933,"1,349",801,"1,372",910,"1,474",974,"1,776","1,265","3,640","1,528","1,993","1,873"
2021,9,10,"49,608","5,055","2,433","1,488","3,239","7,345","1,270","1,734","1,089","1,608","1,218","1,207","1,260","2,907","2,949","5,585","2,264","3,590","3,367"
2021,9,20,"58,116","3,240","4,873","3,405","4,082","4,302","2,596","2,596","2,001","2,135","2,112","1,560","2,519","2,378","2,386","6,179","5,268","3,037","3,447"
2021,9,30,"56,059","3,099","5,218","3,938","2,702","3,735","2,678","2,848","1,941","2,317","2,030","2,550","2,580","1,971","1,741","6,081","4,890","2,676","3,064"
2021,9,40,"77,057","6,706","4,564","3,125","4,380","8,844","2,989","3,226","2,154","3,020","2,215","2,172","2,848","4,007","3,713","8,398","5,077","4,629","4,990"
2021,9,50,"76,111","5,020","4,816","3,583","4,866","6,755","3,724","3,298","2,830","2,827","2,486","2,008","3,486","3,462","3,512","8,547","5,312","4,396","5,183"
2021,9,60,"60,052","3,010","3,973","3,093","2,798","4,429","3,749","3,353","2,574","2,811","2,253","1,763","3,530","2,312","2,349","6,411","4,806","2,750","4,088"
2021,9,70,"28,978","1,337","1,705","1,379","1,484","1,786","1,886","1,740","1,365","1,394","1,043",781,"1,826","1,069","1,110","3,291","2,671","1,042","2,069"
2021,9,80,"11,216",504,677,595,563,739,612,540,500,530,390,239,838,470,452,"1,263",916,417,971
2021,9,90,"1,685",91,93,84,74,156,93,83,49,67,54,29,101,97,74,186,104,103,147
2021,9,100,77,4,3,6,12,5,5,4,2,3,0,4,4,4,3,6,5,2,5
2021,10,총,"448,634","30,840","29,944","21,911","25,417","41,312","20,529","20,723","15,284","18,028","14,691","13,837","19,939","20,455","19,548","49,593","32,782","24,665","29,136"
2021,10,0,"29,869","2,770","1,592","1,248","1,276","3,204",926,"1,340",793,"1,346",900,"1,495",968,"1,768","1,263","3,618","1,514","1,992","1,856"
2021,10,10,"49,621","5,066","2,437","1,487","3,234","7,343","1,265","1,725","1,097","1,616","1,208","1,213","1,254","2,912","2,957","5,593","2,241","3,606","3,367"
2021,10,20,"57,821","3,232","4,835","3,361","4,047","4,301","2,592","2,589","1,982","2,125","2,113","1,552","2,505","2,373","2,364","6,151","5,252","3,019","3,428"
2021,10,30,"56,022","3,066","5,234","3,932","2,717","3,726","2,686","2,818","1,937","2,316","2,023","2,556","2,596","1,954","1,733","6,115","4,894","2,674","3,045"
2021,10,40,"76,775","6,695","4,558","3,118","4,359","8,828","2,984","3,238","2,131","2,987","2,214","2,193","2,816","3,992","3,724","8,327","5,039","4,626","4,946"
2021,10,50,"76,264","5,046","4,809","3,582","4,873","6,803","3,715","3,299","2,818","2,833","2,485","1,999","3,486","3,485","3,485","8,581","5,338","4,418","5,209"
2021,10,60,"60,138","3,014","3,974","3,107","2,790","4,427","3,753","3,337","2,602","2,800","2,254","1,769","3,531","2,318","2,368","6,447","4,799","2,755","4,093"
2021,10,70,"29,095","1,349","1,725","1,384","1,474","1,788","1,893","1,747","1,370","1,400","1,049",787,"1,835","1,083","1,112","3,309","2,672","1,049","2,069"
2021,10,80,"11,248",505,682,601,557,731,616,546,504,535,390,239,842,469,461,"1,258",925,422,965
2021,10,90,"1,710",94,96,85,78,158,94,80,48,67,55,30,102,97,79,188,105,101,153
2021,10,100,71,3,2,6,12,3,5,4,2,3,0,4,4,4,2,6,3,3,5
2021,11,총,"448,061","30,782","29,927","21,875","25,402","41,300","20,480","20,714","15,222","17,949","14,652","13,862","19,858","20,442","19,528","49,652","32,757","24,629","29,030"
2021,11,0,"29,673","2,765","1,591","1,240","1,267","3,177",901,"1,333",792,"1,321",879,"1,491",954,"1,769","1,244","3,626","1,497","1,984","1,842"
2021,11,10,"49,595","5,057","2,433","1,487","3,220","7,370","1,278","1,735","1,077","1,621","1,211","1,226","1,234","2,908","2,972","5,587","2,227","3,607","3,345"
2021,11,20,"57,597","3,210","4,807","3,365","4,048","4,274","2,574","2,585","1,983","2,099","2,103","1,556","2,489","2,350","2,351","6,155","5,247","3,008","3,393"
2021,11,30,"55,897","3,038","5,256","3,898","2,713","3,713","2,680","2,791","1,933","2,302","2,025","2,538","2,592","1,940","1,721","6,137","4,904","2,675","3,041"
2021,11,40,"76,612","6,685","4,545","3,129","4,347","8,814","2,982","3,256","2,117","2,978","2,200","2,192","2,803","4,007","3,720","8,304","5,017","4,591","4,925"
2021,11,50,"76,239","5,054","4,816","3,576","4,867","6,828","3,693","3,282","2,799","2,818","2,481","2,019","3,473","3,489","3,485","8,595","5,352","4,416","5,196"
2021,11,60,"60,257","3,012","3,983","3,106","2,805","4,433","3,772","3,348","2,602","2,803","2,257","1,779","3,537","2,318","2,370","6,464","4,800","2,768","4,100"
2021,11,70,"29,116","1,351","1,722","1,389","1,479","1,789","1,883","1,747","1,366","1,402","1,055",782,"1,822","1,091","1,121","3,325","2,674","1,056","2,062"
2021,11,80,"11,286",516,675,595,566,733,617,552,503,532,386,245,851,470,465,"1,265",929,420,966
2021,11,90,"1,715",91,97,84,79,166,94,81,49,68,55,30,99,96,77,187,107,101,154
2021,11,100,74,3,2,6,11,3,6,4,1,5,0,4,4,4,2,7,3,3,6
2021,12,총,"447,302","30,750","29,903","21,815","25,372","41,239","20,422","20,665","15,191","17,926","14,615","13,893","19,783","20,374","19,491","49,627","32,698","24,528","29,010"
2021,12,0,"29,534","2,762","1,589","1,230","1,269","3,160",893,"1,335",780,"1,308",873,"1,486",947,"1,759","1,242","3,609","1,486","1,977","1,829"
2021,12,10,"49,472","5,064","2,419","1,475","3,202","7,367","1,264","1,729","1,081","1,615","1,209","1,225","1,229","2,907","2,975","5,569","2,220","3,579","3,343"
2021,12,20,"57,388","3,199","4,789","3,329","4,060","4,251","2,570","2,559","1,974","2,075","2,086","1,571","2,483","2,335","2,339","6,150","5,251","2,983","3,384"
2021,12,30,"55,657","3,020","5,271","3,878","2,704","3,694","2,662","2,786","1,935","2,294","2,024","2,517","2,578","1,913","1,704","6,124","4,883","2,658","3,012"
2021,12,40,"76,508","6,665","4,535","3,136","4,340","8,812","2,964","3,257","2,093","2,984","2,207","2,215","2,778","4,012","3,716","8,292","4,999","4,559","4,944"
2021,12,50,"76,170","5,050","4,812","3,568","4,885","6,808","3,689","3,273","2,815","2,825","2,469","2,023","3,469","3,477","3,470","8,603","5,338","4,406","5,190"
2021,12,60,"60,280","3,020","3,987","3,119","2,793","4,430","3,781","3,345","2,600","2,805","2,236","1,791","3,518","2,312","2,390","6,462","4,796","2,784","4,111"
2021,12,70,"29,215","1,363","1,735","1,388","1,464","1,818","1,886","1,744","1,363","1,404","1,070",784,"1,820","1,089","1,113","3,350","2,682","1,072","2,070"
2021,12,80,"11,300",516,668,594,575,730,614,553,504,542,386,245,859,471,462,"1,276",930,405,970
2021,12,90,"1,721",89,97,94,77,167,93,80,46,68,55,33,98,96,78,186,111,102,151
2021,12,100,57,2,1,4,3,2,6,4,0,6,0,3,4,3,2,6,2,3,6
