년도,월,나이,서울특별시 강서구,서울특별시 강서구 염창동,서울특별시 강서구 등촌제1동,서울특별시 강서구 등촌제2동,서울특별시 강서구 등촌제3동,서울특별시 강서구 화곡제1동,서울특별시 강서구 화곡제2동,서울특별시 강서구 화곡제3동,서울특별시 강서구 화곡제4동,서울특별시 강서구 화곡본동,서울특별시 강서구 화곡제6동,서울특별시 강서구 화곡제8동,서울특별시 강서구 가양제1동,서울특별시 강서구 가양제2동,서울특별시 강서구 가양제3동,서울특별시 강서구 발산제1동,서울특별시 강서구 우장산동,서울특별시 강서구 공항동,서울특별시 강서구 방화제1동,서울특별시 강서구 방화제2동,서울특별시 강서구 방화제3동
2021,5,40,"44,900","3,891","1,626","1,546","2,016","3,543","1,490","1,676","1,559","2,656","1,770","1,941","2,194",714,901,"3,724","4,501","2,289","3,700","1,505","1,658"
2021,5,50,"44,162","3,014","1,575","1,798","2,819","3,867","1,485","1,702","1,746","2,566","2,067","1,990","2,160","1,116","1,176","2,954","3,281","1,995","3,256","1,782","1,813"
2021,5,60,"41,861","2,192","1,214","1,533","2,858","3,912","1,408","1,846","1,784","2,447","1,941","2,053","1,646","1,641","1,534","2,170","2,737","1,842","3,045","1,958","2,100"
2021,5,70,"20,658",926,618,671,"1,400","1,934",705,895,902,"1,155",821,"1,084",602,845,929,"1,167","1,306",921,"1,447","1,140","1,190"
2021,5,80,"9,649",440,421,287,"1,003",734,237,387,365,431,376,370,322,535,469,481,458,425,689,572,647
2021,5,90,"1,916",71,88,67,210,123,49,74,66,96,72,64,59,107,95,112,99,95,123,99,147
2021,5,100,63,3,2,0,7,6,0,6,1,3,2,2,2,3,1,6,4,2,4,2,7
2021,6,총,"299,159","21,658","12,920","10,488","16,291","26,748","9,288","11,120","10,615","17,736","12,766","12,795","18,430","7,515","8,148","19,111","22,575","15,192","22,183","11,740","11,840"
2021,6,0,"18,724","1,944",612,603,811,"1,271",556,572,542,"1,025",582,624,770,242,347,"1,531","1,824","1,672","2,002",571,623
2021,6,10,"21,555","2,218",547,678,945,"1,187",708,801,637,"1,110",713,771,926,218,274,"2,525","2,793","1,053","2,081",668,702
2021,6,20,"46,739","3,045","3,035","1,599","1,978","5,259","1,294","1,610","1,450","3,242","2,334","1,989","5,520",907,906,"2,286","2,773","1,982","2,653","1,692","1,185"
2021,6,30,"48,730","3,905","3,160","1,721","2,247","4,866","1,362","1,550","1,557","3,004","2,087","1,917","4,248","1,161","1,523","2,181","2,797","2,799","3,167","1,735","1,743"
2021,6,40,"44,856","3,892","1,637","1,543","2,025","3,545","1,486","1,669","1,556","2,665","1,763","1,933","2,176",715,896,"3,695","4,475","2,314","3,702","1,510","1,659"
2021,6,50,"44,040","3,007","1,572","1,777","2,786","3,861","1,482","1,686","1,735","2,541","2,062","1,989","2,159","1,110","1,175","2,941","3,296","2,032","3,260","1,770","1,799"
2021,6,60,"42,118","2,200","1,225","1,544","2,882","3,935","1,408","1,858","1,797","2,455","1,958","2,046","1,646","1,649","1,542","2,182","2,745","1,882","3,062","1,981","2,121"
2021,6,70,"20,707",935,618,664,"1,394","1,945",704,907,905,"1,162",818,"1,086",602,858,924,"1,170","1,313",929,"1,442","1,133","1,198"
2021,6,80,"9,680",438,421,287,"1,002",748,236,390,367,435,372,373,321,545,466,477,456,428,688,577,653
2021,6,90,"1,947",71,91,72,214,126,52,71,68,93,75,65,60,107,94,117,99,99,122,101,150
2021,6,100,63,3,2,0,7,5,0,6,1,4,2,2,2,3,1,6,4,2,4,2,7
2021,7,총,"298,916","21,615","12,932","10,475","16,264","26,749","9,273","11,096","10,588","17,746","12,759","12,745","18,436","7,493","8,149","19,077","22,537","15,269","22,162","11,745","11,806"
2021,7,0,"18,656","1,939",611,595,812,"1,261",558,566,538,"1,015",582,618,768,244,343,"1,531","1,817","1,679","1,983",575,621
2021,7,10,"21,447","2,194",543,676,943,"1,181",699,797,630,"1,109",704,762,922,211,274,"2,506","2,793","1,058","2,080",665,700
2021,7,20,"46,793","3,051","3,056","1,600","1,963","5,275","1,302","1,613","1,444","3,256","2,339","1,982","5,516",914,905,"2,300","2,774","1,989","2,643","1,690","1,181"
2021,7,30,"48,616","3,883","3,162","1,710","2,237","4,878","1,350","1,540","1,545","3,026","2,087","1,892","4,271","1,146","1,526","2,182","2,767","2,792","3,168","1,743","1,711"
2021,7,40,"44,711","3,881","1,625","1,542","2,020","3,522","1,487","1,660","1,549","2,652","1,767","1,933","2,179",694,890,"3,658","4,463","2,339","3,696","1,496","1,658"
2021,7,50,"43,961","3,012","1,574","1,774","2,772","3,842","1,465","1,686","1,737","2,536","2,044","1,978","2,136","1,108","1,162","2,953","3,309","2,035","3,257","1,786","1,795"
2021,7,60,"42,244","2,202","1,224","1,553","2,891","3,957","1,419","1,856","1,797","2,453","1,971","2,050","1,669","1,645","1,553","2,176","2,735","1,908","3,081","1,986","2,118"
2021,7,70,"20,797",944,615,662,"1,403","1,951",700,916,914,"1,172",810,"1,090",596,869,931,"1,173","1,319",942,"1,448","1,130","1,212"
2021,7,80,"9,687",436,428,292,"1,005",750,241,389,367,430,373,373,317,551,470,475,454,429,679,573,655
2021,7,90,"1,938",70,92,71,210,126,52,67,66,93,80,64,60,108,94,117,102,96,123,99,148
2021,7,100,66,3,2,0,8,6,0,6,1,4,2,3,2,3,1,6,4,2,4,2,7
2021,8,총,"298,656","21,583","12,972","10,444","16,217","26,759","9,242","11,034","10,574","17,717","12,753","12,697","18,495","7,493","8,124","19,081","22,503","15,265","22,109","11,791","11,803"
2021,8,0,"18,521","1,931",616,579,809,"1,253",548,557,530,"1,006",576,615,760,243,349,"1,514","1,795","1,676","1,964",581,619
2021,8,10,"21,424","2,191",552,673,934,"1,187",697,790,630,"1,106",703,757,917,211,266,"2,508","2,795","1,059","2,079",679,690
2021,8,20,"46,720","3,043","3,065","1,590","1,954","5,284","1,287","1,598","1,447","3,243","2,351","1,961","5,555",906,892,"2,292","2,759","1,993","2,624","1,701","1,175"
2021,8,30,"48,512","3,869","3,167","1,698","2,218","4,883","1,351","1,534","1,529","3,011","2,086","1,890","4,290","1,147","1,530","2,172","2,741","2,780","3,133","1,772","1,711"
2021,8,40,"44,658","3,873","1,616","1,535","2,018","3,524","1,487","1,644","1,546","2,653","1,751","1,918","2,178",692,881,"3,657","4,477","2,346","3,701","1,503","1,658"
2021,8,50,"43,859","2,999","1,584","1,769","2,762","3,811","1,463","1,682","1,735","2,540","2,038","1,976","2,125","1,096","1,159","2,958","3,329","2,027","3,262","1,758","1,786"
2021,8,60,"42,408","2,217","1,238","1,561","2,904","3,976","1,415","1,853","1,808","2,453","1,979","2,046","1,692","1,660","1,555","2,197","2,725","1,909","3,086","1,999","2,135"
2021,8,70,"20,808",949,612,673,"1,393","1,955",703,914,914,"1,171",819,"1,092",597,871,928,"1,178","1,316",947,"1,443","1,121","1,212"
2021,8,80,"9,727",435,425,293,"1,006",754,238,389,367,438,367,377,317,556,468,481,460,432,687,577,660
2021,8,90,"1,952",73,95,73,211,126,53,66,67,92,81,62,62,109,94,118,102,94,126,98,150
2021,8,100,67,3,2,0,8,6,0,7,1,4,2,3,2,2,2,6,4,2,4,2,7
2021,9,총,"298,487","21,560","12,954","10,425","16,169","26,743","9,222","11,183","10,545","17,657","12,757","12,705","18,441","7,451","8,115","19,103","22,465","15,305","22,124","11,787","11,776"
2021,9,0,"18,385","1,934",614,571,796,"1,238",553,546,521,990,572,603,757,237,346,"1,496","1,780","1,676","1,951",583,621
2021,9,10,"21,340","2,177",551,676,925,"1,180",690,798,628,"1,096",701,749,906,208,262,"2,512","2,796","1,051","2,086",667,681
2021,9,20,"46,689","3,033","3,052","1,580","1,916","5,275","1,283","1,715","1,436","3,229","2,351","1,965","5,524",884,897,"2,295","2,754","1,995","2,622","1,708","1,175"
2021,9,30,"48,545","3,834","3,163","1,706","2,228","4,904","1,346","1,560","1,520","2,994","2,095","1,911","4,320","1,147","1,539","2,166","2,718","2,783","3,141","1,768","1,702"
2021,9,40,"44,541","3,880","1,606","1,516","2,016","3,507","1,489","1,647","1,554","2,647","1,735","1,898","2,142",687,866,"3,664","4,464","2,355","3,713","1,509","1,646"
2021,9,50,"43,852","3,019","1,592","1,772","2,753","3,807","1,458","1,680","1,725","2,529","2,045","1,987","2,137","1,078","1,155","2,967","3,333","2,030","3,258","1,748","1,779"
2021,9,60,"42,498","2,217","1,235","1,560","2,910","3,981","1,411","1,858","1,814","2,467","1,986","2,046","1,688","1,670","1,555","2,207","2,730","1,927","3,088","2,011","2,137"
2021,9,70,"20,830",958,611,678,"1,389","1,958",701,913,909,"1,167",817,"1,103",587,874,928,"1,191","1,320",948,"1,449","1,114","1,215"
2021,9,80,"9,777",434,429,294,"1,017",760,237,392,370,440,372,377,316,559,470,482,466,440,680,579,663
2021,9,90,"1,961",71,99,72,210,127,54,67,67,94,81,63,62,105,95,117,100,98,131,98,150
2021,9,100,69,3,2,0,9,6,0,7,1,4,2,3,2,2,2,6,4,2,5,2,7
2021,10,총,"298,329","21,523","12,964","10,406","16,131","26,677","9,198","11,217","10,495","17,660","12,838","12,682","18,441","7,448","8,112","19,101","22,450","15,287","22,093","11,820","11,786"
2021,10,0,"18,265","1,934",612,566,798,"1,219",550,544,510,975,567,584,752,235,349,"1,491","1,774","1,665","1,937",582,621
2021,10,10,"21,308","2,177",548,677,914,"1,172",675,800,620,"1,090",702,750,901,205,258,"2,520","2,801","1,048","2,102",674,674
2021,10,20,"46,538","3,015","3,046","1,563","1,903","5,263","1,290","1,742","1,414","3,233","2,396","1,982","5,458",875,874,"2,279","2,747","1,968","2,611","1,708","1,171"
2021,10,30,"48,576","3,828","3,166","1,700","2,222","4,883","1,343","1,557","1,515","3,017","2,117","1,896","4,348","1,149","1,553","2,160","2,710","2,775","3,155","1,776","1,706"
2021,10,40,"44,491","3,862","1,611","1,506","2,000","3,510","1,487","1,656","1,550","2,641","1,730","1,895","2,164",693,864,"3,653","4,449","2,353","3,697","1,516","1,654"
2021,10,50,"43,848","3,022","1,601","1,784","2,742","3,796","1,459","1,678","1,712","2,518","2,062","1,985","2,146","1,060","1,151","2,976","3,347","2,052","3,231","1,743","1,783"
2021,10,60,"42,589","2,227","1,230","1,564","2,922","3,985","1,408","1,857","1,825","2,478","1,989","2,033","1,700","1,677","1,562","2,212","2,732","1,927","3,100","2,016","2,145"
2021,10,70,"20,887",956,617,683,"1,381","1,962",697,921,911,"1,163",826,"1,113",592,884,923,"1,205","1,321",955,"1,450","1,116","1,211"
2021,10,80,"9,805",427,434,289,"1,026",756,238,388,370,448,369,377,317,562,480,485,468,443,678,587,663
2021,10,90,"1,953",72,97,74,214,125,51,68,67,93,78,64,60,107,96,115,97,98,126,100,151
2021,10,100,69,3,2,0,9,6,0,6,1,4,2,3,3,1,2,5,4,3,6,2,7
2021,11,총,"298,165","21,509","12,961","10,421","16,087","26,641","9,180","11,220","10,490","17,607","12,846","12,656","18,499","7,417","8,079","19,172","22,422","15,312","22,062","11,834","11,750"
2021,11,0,"18,146","1,914",605,571,793,"1,208",547,537,507,959,558,577,756,233,349,"1,484","1,762","1,658","1,944",568,616
2021,11,10,"21,278","2,180",536,677,912,"1,166",672,804,616,"1,097",696,743,885,197,256,"2,521","2,813","1,049","2,112",676,670
2021,11,20,"46,495","3,018","3,056","1,562","1,895","5,263","1,288","1,743","1,404","3,212","2,410","1,982","5,471",873,865,"2,295","2,734","1,967","2,596","1,709","1,152"
2021,11,30,"48,520","3,828","3,164","1,696","2,214","4,888","1,346","1,559","1,509","3,001","2,126","1,888","4,357","1,142","1,543","2,148","2,707","2,775","3,142","1,782","1,705"
2021,11,40,"44,388","3,856","1,613","1,509","1,976","3,492","1,471","1,650","1,551","2,632","1,729","1,889","2,175",688,854,"3,653","4,430","2,357","3,704","1,519","1,640"
2021,11,50,"43,826","3,023","1,600","1,776","2,738","3,786","1,469","1,683","1,719","2,521","2,054","1,982","2,156","1,055","1,142","3,006","3,330","2,065","3,210","1,727","1,784"
2021,11,60,"42,752","2,229","1,233","1,577","2,928","3,984","1,403","1,855","1,823","2,470","2,003","2,043","1,720","1,678","1,566","2,246","2,756","1,942","3,104","2,040","2,152"
2021,11,70,"20,890",957,616,686,"1,385","1,957",697,928,920,"1,164",822,"1,113",597,878,920,"1,210","1,329",950,"1,435","1,119","1,207"
2021,11,80,"9,853",433,437,291,"1,027",762,235,387,377,455,367,374,316,567,483,490,462,447,681,590,672
2021,11,90,"1,950",70,99,76,210,129,52,68,63,92,79,62,62,105,99,114,95,99,128,101,147
2021,11,100,67,1,2,0,9,6,0,6,1,4,2,3,4,1,2,5,4,3,6,3,5
2021,12,총,"298,023","21,493","12,996","10,389","16,058","26,627","9,178","11,228","10,494","17,623","12,845","12,632","18,521","7,408","8,065","19,201","22,389","15,305","22,008","11,828","11,735"
2021,12,0,"18,027","1,896",603,566,791,"1,190",542,527,503,950,556,574,752,231,354,"1,471","1,759","1,654","1,933",563,612
2021,12,10,"21,241","2,181",538,671,916,"1,160",669,806,617,"1,097",684,742,883,201,255,"2,512","2,804","1,051","2,109",678,667
2021,12,20,"46,425","3,009","3,075","1,555","1,871","5,277","1,282","1,755","1,392","3,212","2,429","1,981","5,443",854,856,"2,312","2,721","1,971","2,566","1,722","1,142"
2021,12,30,"48,518","3,833","3,161","1,695","2,218","4,900","1,354","1,564","1,515","3,005","2,112","1,885","4,387","1,151","1,536","2,137","2,697","2,755","3,141","1,773","1,699"
2021,12,40,"44,440","3,844","1,621","1,497","1,974","3,502","1,472","1,661","1,546","2,633","1,735","1,884","2,193",685,854,"3,651","4,432","2,377","3,719","1,518","1,642"
2021,12,50,"43,749","3,023","1,603","1,773","2,731","3,766","1,473","1,670","1,724","2,525","2,053","1,967","2,153","1,045","1,136","3,023","3,326","2,065","3,184","1,726","1,783"
2021,12,60,"42,754","2,235","1,237","1,576","2,920","3,969","1,396","1,848","1,832","2,476","2,000","2,046","1,738","1,686","1,563","2,266","2,753","1,926","3,107","2,030","2,150"
2021,12,70,"20,951",967,615,680,"1,386","1,963",697,934,921,"1,173",822,"1,118",595,884,922,"1,216","1,338",953,"1,432","1,121","1,214"
2021,12,80,"9,903",434,443,297,"1,032",766,241,387,378,458,370,374,313,565,488,492,465,451,685,591,673
2021,12,90,"1,952",69,98,79,212,130,52,70,65,90,82,59,61,105,98,116,89,99,127,103,148
2021,12,100,63,2,2,0,7,4,0,6,1,4,2,2,3,1,3,5,5,3,5,3,5
