년도,월,나이,충청북도 청주시,충청북도 청주시 상당구,충청북도 청주시 상당구 낭성면,충청북도 청주시 상당구 미원면,충청북도 청주시 상당구 가덕면,충청북도 청주시 상당구 남일면,충청북도 청주시 상당구 문의면,충청북도 청주시 상당구 중앙동,충청북도 청주시 상당구 성안동,충청북도 청주시 상당구 탑대성동,충청북도 청주시 상당구 영운동,충청북도 청주시 상당구 금천동,충청북도 청주시 상당구 용담.명암.산성동,충청북도 청주시 상당구 용암1동,충청북도 청주시 상당구 용암2동,충청북도 청주시 서원구,충청북도 청주시 서원구 남이면,충청북도 청주시 서원구 현도면,충청북도 청주시 서원구 사직1동,충청북도 청주시 서원구 사직2동,충청북도 청주시 서원구 사창동,충청북도 청주시 서원구 모충동,충청북도 청주시 서원구 산남동,충청북도 청주시 서원구 분평동,충청북도 청주시 서원구 수곡1동,충청북도 청주시 서원구 수곡2동,충청북도 청주시 서원구 성화.개신.죽림동,충청북도 청주시 흥덕구,충청북도 청주시 흥덕구 오송읍,충청북도 청주시 흥덕구 강내면,충청북도 청주시 흥덕구 옥산면,충청북도 청주시 흥덕구 운천.신봉동,충청북도 청주시 흥덕구 복대1동,충청북도 청주시 흥덕구 복대2동,충청북도 청주시 흥덕구 가경동,충청북도 청주시 흥덕구 봉명1동,충청북도 청주시 흥덕구 봉명2.송정동,충청북도 청주시 흥덕구 강서제1동,충청북도 청주시 흥덕구 강서제2동,충청북도 청주시 청원구,충청북도 청주시 청원구 내수읍,충청북도 청주시 청원구 오창읍,충청북도 청주시 청원구 북이면,충청북도 청주시 청원구 우암동,충청북도 청주시 청원구 내덕1동,충청북도 청주시 청원구 내덕2동,충청북도 청주시 청원구 율량.사천동,충청북도 청주시 청원구 오근장동
2020,6,20,"119,617","23,730",180,352,335,774,327,825,990,"1,119","1,397","3,927","1,603","7,192","4,709","28,823","1,180",202,955,"1,807","3,426","2,353","3,701","4,663","2,069","1,804","6,663","41,245","2,985","1,451","2,057","2,658","7,478","3,389","7,610","1,999","4,320","5,275","2,023","25,819","2,379","8,677",373,"2,060","1,137","1,751","7,514","1,928"
2020,6,30,"119,435","21,952",143,284,249,720,258,595,729,896,"1,269","3,344","1,635","7,223","4,607","23,786","1,127",233,809,"2,042","2,045","1,663","3,311","3,626","1,416","1,332","6,182","41,356","3,767","1,179","3,600","1,988","8,717","1,860","6,254","1,637","4,039","4,717","3,598","32,341","2,224","15,743",309,"1,533",899,"1,265","7,148","3,220"
2020,6,40,"136,783","29,592",188,426,382,823,431,777,883,"1,282","1,630","5,395","2,590","9,164","5,621","31,776","1,316",360,"1,079","2,120","1,945","1,947","5,324","5,884","1,888","1,755","8,158","43,467","3,979","1,573","2,503","2,586","10,109","2,115","8,910","1,387","4,047","4,444","1,814","31,948","3,173","12,155",444,"1,625","1,185","1,779","8,079","3,508"
2020,6,50,"137,656","32,088",471,987,901,"1,365",793,"1,006","1,220","1,688","1,942","5,104","2,143","8,650","5,818","34,990","2,225",636,"1,616","2,475","2,258","2,842","4,496","5,612","2,654","2,869","7,307","43,037","3,220","2,092","2,719","3,669","7,211","3,050","9,554","1,594","4,103","4,498","1,327","27,541","3,555","7,092",937,"2,110","1,599","2,004","7,965","2,279"
2020,6,60,"93,314","22,553",579,"1,236",909,"1,233",847,935,"1,286","1,516","1,689","3,325","1,182","4,821","2,995","24,450","1,700",761,"1,387","1,964","1,981","2,487","2,148","2,613","2,293","2,316","4,800","26,563","2,293","1,500","1,913","2,447","3,336","2,358","5,295","1,233","2,446","2,945",797,"19,748","2,520","4,412","1,066","1,909","1,595","1,688","5,019","1,539"
2020,6,70,"46,746","12,081",352,825,573,636,612,644,802,980,"1,012","1,824",650,"1,954","1,217","12,386",808,554,805,912,"1,186","1,287",977,"1,333","1,369","1,209","1,946","11,966","1,308",807,960,"1,084","1,371","1,218","1,913",591,"1,011","1,310",393,"10,313","1,474","2,048",711,"1,236",974,"1,068","2,019",783
2020,6,80,"23,082","6,074",233,541,353,443,460,337,412,443,418,702,292,899,541,"5,972",498,387,411,445,434,568,500,719,583,586,841,"5,745",663,464,554,528,621,439,843,237,448,683,265,"5,291",823,"1,044",486,649,446,485,954,404
2020,6,90,"3,265",952,42,104,48,58,75,37,69,74,53,102,37,158,95,815,65,57,53,62,48,74,66,91,74,90,135,780,100,50,71,78,84,55,119,25,69,107,22,718,127,150,69,59,56,52,139,66
2020,6,100,191,58,2,8,1,6,4,4,7,4,1,4,2,8,7,50,3,3,9,6,4,6,3,2,6,2,6,36,6,6,4,5,3,2,3,0,3,2,2,47,10,5,9,5,5,3,8,2
2020,7,총,"843,399","185,256","2,307","5,090","3,980","6,934","4,116","5,837","7,030","9,151","11,072","30,033","13,633","53,098","32,975","198,543","10,269","3,419","8,017","14,637","15,055","14,983","27,151","31,609","13,913","13,845","45,645","265,720","23,221","10,909","17,995","17,540","51,721","16,298","51,481","9,846","24,731","28,430","13,548","193,880","19,808","68,973","4,695","12,452","8,842","11,737","48,707","18,666"
2020,7,0,"75,672","15,765",47,114,102,449,113,229,235,453,713,"2,609","1,591","5,475","3,635","14,690",666,98,338,"1,446",726,744,"2,493","2,740",603,734,"4,102","24,538","2,364",705,"2,299",986,"6,183",664,"4,376",534,"1,839","2,102","2,486","20,679","1,605","10,219",102,552,369,727,"4,511","2,594"
2020,7,10,"86,726","19,486",71,225,131,430,203,440,416,710,962,"3,753","1,947","6,436","3,762","21,010",684,133,571,"1,424","1,034","1,057","4,135","4,306","1,017","1,134","5,515","26,818","2,233","1,069","1,279","1,565","6,645","1,149","6,565",603,"2,418","2,395",897,"19,412","1,931","7,342",190,768,584,902,"5,371","2,324"
2020,7,20,"119,621","23,890",179,356,333,772,322,834,974,"1,106","1,397","3,926","1,600","7,428","4,663","28,743","1,170",204,959,"1,780","3,422","2,329","3,706","4,666","2,062","1,796","6,649","41,155","3,042","1,438","2,052","2,641","7,449","3,377","7,581","2,012","4,308","5,255","2,000","25,833","2,382","8,696",373,"2,041","1,135","1,769","7,508","1,929"
2020,7,30,"119,386","22,113",140,281,244,718,261,588,727,894,"1,254","3,306","1,639","7,445","4,616","23,691","1,118",232,805,"2,021","2,031","1,658","3,300","3,618","1,411","1,340","6,157","41,387","3,844","1,169","3,593","1,974","8,679","1,869","6,286","1,632","4,050","4,691","3,600","32,195","2,217","15,694",302,"1,514",894,"1,257","7,116","3,201"
2020,7,40,"136,944","29,783",189,430,381,821,423,776,885,"1,277","1,636","5,381","2,566","9,425","5,593","31,670","1,317",359,"1,077","2,111","1,942","1,935","5,308","5,859","1,856","1,750","8,156","43,496","4,043","1,571","2,529","2,583","10,092","2,111","8,894","1,378","4,027","4,457","1,811","31,995","3,167","12,228",434,"1,614","1,178","1,769","8,073","3,532"
2020,7,50,"137,753","32,238",472,972,895,"1,353",793,"1,008","1,215","1,681","1,932","5,071","2,137","8,897","5,812","34,900","2,225",634,"1,608","2,453","2,246","2,828","4,489","5,626","2,630","2,865","7,296","43,040","3,265","2,096","2,725","3,646","7,232","3,040","9,563","1,594","4,112","4,474","1,293","27,575","3,554","7,113",939,"2,101","1,606","1,996","7,968","2,298"
2020,7,60,"93,792","22,730",583,"1,239",918,"1,245",851,935,"1,280","1,521","1,689","3,343","1,175","4,936","3,015","24,569","1,707",761,"1,392","1,970","1,980","2,488","2,173","2,635","2,309","2,328","4,826","26,699","2,335","1,521","1,926","2,440","3,371","2,363","5,318","1,239","2,443","2,953",790,"19,794","2,521","4,431","1,075","1,912","1,590","1,694","5,031","1,540"
2020,7,70,"46,942","12,155",352,823,573,638,609,644,811,987,"1,017","1,833",652,"1,987","1,229","12,448",818,554,801,914,"1,185","1,295",988,"1,345","1,364","1,214","1,970","12,023","1,324",815,965,"1,093","1,373","1,226","1,928",591,"1,019","1,305",384,"10,316","1,467","2,044",714,"1,226",978,"1,083","2,025",779
2020,7,80,"23,107","6,089",232,538,351,442,464,342,412,445,419,706,285,905,548,"5,956",495,387,404,446,438,569,490,720,583,589,835,"5,743",663,470,554,528,612,439,845,238,444,688,262,"5,319",828,"1,051",490,658,449,484,959,400
2020,7,90,"3,265",951,40,104,51,60,74,37,68,73,52,101,39,157,95,816,66,54,53,66,47,74,66,92,72,93,133,783,102,49,69,79,82,58,120,25,68,108,23,715,126,150,67,61,54,53,137,67
2020,7,100,191,56,2,8,1,6,3,4,7,4,1,4,2,7,7,50,3,3,9,6,4,6,3,2,6,2,6,38,6,6,4,5,3,2,5,0,3,2,2,47,10,5,9,5,5,3,8,2
2020,8,총,"843,782","185,904","2,309","5,074","3,976","6,963","4,101","5,814","7,019","9,118","11,056","30,083","13,651","53,751","32,989","198,128","10,273","3,412","7,960","14,623","15,048","14,924","27,109","31,570","13,872","13,774","45,563","265,825","23,391","10,893","18,002","17,515","51,814","16,294","51,436","9,847","24,718","28,448","13,467","193,925","19,775","69,105","4,694","12,466","8,826","11,742","48,716","18,601"
2020,8,0,"75,503","15,817",48,110,103,446,108,229,234,451,699,"2,615","1,596","5,556","3,622","14,565",660,95,327,"1,438",714,736,"2,492","2,723",593,715,"4,072","24,546","2,372",699,"2,308",979,"6,191",660,"4,373",533,"1,833","2,095","2,503","20,575","1,586","10,203",102,550,363,727,"4,484","2,560"
2020,8,10,"86,554","19,504",71,224,128,434,202,438,416,702,966,"3,748","1,948","6,471","3,756","20,893",688,134,560,"1,428","1,030","1,038","4,099","4,280","1,021","1,135","5,480","26,757","2,233","1,066","1,269","1,563","6,636","1,141","6,552",607,"2,405","2,388",897,"19,400","1,933","7,344",189,759,580,897,"5,369","2,329"
2020,8,20,"119,589","23,955",179,350,328,771,323,824,971,"1,102","1,390","3,951","1,589","7,528","4,649","28,670","1,169",200,959,"1,767","3,423","2,316","3,696","4,671","2,061","1,775","6,633","41,067","3,065","1,454","2,044","2,620","7,439","3,380","7,526","2,013","4,289","5,268","1,969","25,897","2,374","8,723",366,"2,067","1,138","1,769","7,524","1,936"
2020,8,30,"119,124","22,237",138,283,247,730,251,583,718,887,"1,249","3,309","1,633","7,581","4,628","23,484","1,105",224,791,"2,002","2,026","1,653","3,272","3,589","1,381","1,317","6,124","41,414","3,881","1,155","3,581","1,978","8,707","1,884","6,266","1,632","4,035","4,701","3,594","31,989","2,189","15,644",301,"1,497",876,"1,253","7,061","3,168"
2020,8,40,"136,916","29,775",186,430,375,825,424,774,880,"1,255","1,626","5,352","2,565","9,511","5,572","31,509","1,313",357,"1,058","2,126","1,929","1,924","5,299","5,805","1,845","1,738","8,115","43,514","4,077","1,578","2,548","2,567","10,113","2,101","8,872","1,376","4,024","4,445","1,813","32,118","3,171","12,323",432,"1,613","1,174","1,766","8,111","3,528"
2020,8,50,"137,915","32,354",474,963,893,"1,358",785,999,"1,217","1,687","1,931","5,081","2,147","9,004","5,815","34,916","2,225",630,"1,616","2,444","2,245","2,803","4,509","5,658","2,629","2,851","7,306","43,047","3,300","2,076","2,718","3,621","7,256","3,017","9,594","1,602","4,120","4,474","1,269","27,598","3,556","7,145",933,"2,099","1,610","2,003","7,952","2,300"
2020,8,60,"94,460","22,945",585,"1,243",924,"1,257",858,934,"1,279","1,521","1,697","3,370","1,191","5,023","3,063","24,782","1,733",767,"1,393","1,990","1,992","2,510","2,182","2,671","2,320","2,344","4,880","26,834","2,350","1,509","1,935","2,473","3,393","2,386","5,344","1,230","2,467","2,969",778,"19,899","2,536","4,468","1,085","1,917","1,590","1,697","5,071","1,535"
2020,8,70,"46,996","12,178",350,819,574,633,608,648,815,985,"1,023","1,832",650,"2,009","1,232","12,436",812,557,796,908,"1,193","1,293",994,"1,346","1,353","1,206","1,978","12,057","1,335",831,969,"1,092","1,368","1,224","1,944",592,"1,029","1,304",369,"10,325","1,467","2,038",715,"1,238",986,"1,080","2,025",776
2020,8,80,"23,229","6,120",235,544,353,445,466,342,411,449,419,715,290,901,550,"5,990",501,391,395,448,443,569,494,727,589,597,836,"5,765",672,470,555,539,623,442,843,238,442,691,250,"5,354",827,"1,060",495,661,452,489,970,400
2020,8,90,"3,305",962,41,100,50,58,73,39,71,75,55,105,40,160,95,835,66,54,56,66,49,76,69,97,75,94,133,786,100,49,71,79,84,57,117,24,71,111,23,722,126,152,67,60,52,58,140,67
2020,8,100,191,57,2,8,1,6,3,4,7,4,1,5,2,7,7,48,1,3,9,6,4,6,3,3,5,2,6,38,6,6,4,4,4,2,5,0,3,2,2,48,10,5,9,5,5,3,9,2
2020,9,총,"844,110","187,003","2,304","5,069","3,985","6,958","4,072","5,802","7,017","9,057","10,974","29,970","13,630","54,048","34,117","197,483","10,226","3,380","7,920","14,604","15,032","14,872","27,045","31,417","13,808","13,739","45,440","265,838","23,438","10,888","18,060","17,483","51,915","16,299","51,367","9,813","24,637","28,460","13,478","193,786","19,761","69,235","4,683","12,464","8,822","11,666","48,602","18,553"
2020,9,0,"75,212","15,892",45,113,107,437,105,225,232,433,678,"2,572","1,576","5,563","3,806","14,398",653,94,321,"1,449",699,724,"2,466","2,683",580,708,"4,021","24,486","2,374",698,"2,319",966,"6,177",648,"4,358",519,"1,821","2,096","2,510","20,436","1,575","10,186",101,547,359,703,"4,447","2,518"
2020,9,10,"86,521","19,576",67,215,132,438,203,432,409,706,958,"3,732","1,967","6,456","3,861","20,794",673,127,556,"1,436","1,022","1,012","4,091","4,264","1,004","1,151","5,458","26,708","2,244","1,060","1,281","1,558","6,640","1,141","6,518",608,"2,383","2,379",896,"19,443","1,937","7,374",184,755,593,887,"5,365","2,348"
2020,9,20,"119,555","24,111",179,344,326,766,314,826,969,"1,094","1,372","3,934","1,580","7,598","4,809","28,579","1,169",191,950,"1,740","3,432","2,322","3,676","4,628","2,061","1,764","6,646","41,042","3,063","1,446","2,022","2,607","7,446","3,410","7,514","1,998","4,299","5,268","1,969","25,823","2,380","8,732",366,"2,079","1,128","1,762","7,438","1,938"
2020,9,30,"118,914","22,368",135,280,246,719,249,577,720,860,"1,223","3,278","1,627","7,587","4,867","23,328","1,091",220,792,"1,999","2,035","1,649","3,257","3,558","1,365","1,307","6,055","41,376","3,878","1,153","3,569","1,966","8,730","1,881","6,245","1,624","4,016","4,725","3,589","31,842","2,170","15,632",300,"1,480",855,"1,249","7,036","3,120"
2020,9,40,"136,850","29,931",185,423,375,828,422,773,862,"1,246","1,613","5,326","2,561","9,556","5,761","31,313","1,293",351,"1,053","2,126","1,909","1,911","5,273","5,757","1,832","1,728","8,080","43,415","4,107","1,570","2,567","2,560","10,108","2,090","8,811","1,365","3,997","4,409","1,831","32,191","3,171","12,383",435,"1,607","1,189","1,752","8,108","3,546"
2020,9,50,"138,063","32,534",473,961,892,"1,356",773,996,"1,221","1,690","1,932","5,070","2,154","9,044","5,972","34,799","2,225",625,"1,604","2,424","2,237","2,775","4,522","5,645","2,609","2,831","7,302","43,106","3,299","2,075","2,740","3,602","7,312","2,990","9,612","1,612","4,105","4,497","1,262","27,624","3,554","7,188",925,"2,106","1,609","1,988","7,951","2,303"
2020,9,60,"95,022","23,189",591,"1,260",938,"1,266",854,939,"1,285","1,513","1,695","3,389","1,190","5,129","3,140","24,893","1,739",768,"1,393","1,994","1,999","2,529","2,191","2,688","2,330","2,355","4,907","27,003","2,362","1,532","1,961","2,502","3,426","2,399","5,371","1,228","2,477","2,967",778,"19,937","2,554","4,472","1,086","1,919","1,582","1,700","5,091","1,533"
2020,9,70,"47,139","12,221",348,819,572,629,607,653,819,980,"1,026","1,838",645,"2,041","1,244","12,456",814,554,789,909,"1,193","1,292",999,"1,354","1,358","1,207","1,987","12,105","1,332",832,971,"1,095","1,367","1,241","1,965",598,"1,022","1,315",367,"10,357","1,464","2,050",715,"1,242",987,"1,076","2,047",776
2020,9,80,"23,258","6,141",237,544,348,453,467,339,418,454,417,719,288,905,552,"6,014",498,390,394,452,449,573,498,734,587,591,848,"5,753",671,461,552,542,623,442,843,237,442,687,253,"5,350",821,"1,059",492,663,462,486,966,401
2020,9,90,"3,384",982,42,101,48,60,75,38,75,77,59,107,40,162,98,861,70,57,59,69,53,79,69,103,77,95,130,808,102,55,74,82,83,55,125,24,72,115,21,733,125,154,70,59,53,60,144,68
2020,9,100,192,58,2,9,1,6,3,4,7,4,1,5,2,7,7,48,1,3,9,6,4,6,3,3,5,2,6,36,6,6,4,3,3,2,5,0,3,2,2,50,10,5,9,7,5,3,9,2
2020,10,총,"844,486","189,105","2,278","5,060","3,967","6,932","4,049","5,798","6,985","9,022","10,859","29,828","13,602","54,064","36,661","196,472","10,216","3,377","7,866","14,543","14,965","14,851","26,967","31,089","13,726","13,677","45,195","265,320","23,441","10,902","18,032","17,377","51,766","16,243","51,275","9,855","24,533","28,471","13,425","193,589","19,746","69,368","4,681","12,435","8,758","11,645","48,446","18,510"
2020,10,0,"74,790","16,071",46,119,106,427,99,222,223,433,653,"2,531","1,554","5,538","4,120","14,182",639,87,315,"1,425",689,723,"2,456","2,619",569,705,"3,955","24,237","2,351",696,"2,297",948,"6,111",646,"4,296",508,"1,790","2,086","2,508","20,300","1,561","10,167",102,529,357,699,"4,405","2,480"
2020,10,10,"86,456","19,758",65,208,132,439,202,427,410,704,936,"3,709","1,978","6,433","4,115","20,655",680,128,550,"1,441","1,018","1,007","4,059","4,227",995,"1,125","5,425","26,601","2,246","1,060","1,279","1,550","6,622","1,130","6,478",602,"2,379","2,351",904,"19,442","1,934","7,415",176,764,568,890,"5,328","2,367"
2020,10,20,"119,672","24,403",172,339,322,760,313,838,972,"1,086","1,356","3,912","1,564","7,585","5,184","28,514","1,166",196,952,"1,735","3,432","2,311","3,676","4,568","2,060","1,764","6,654","40,964","3,074","1,439","2,007","2,573","7,429","3,400","7,519","2,005","4,284","5,303","1,931","25,791","2,376","8,760",369,"2,059","1,128","1,750","7,409","1,940"
2020,10,30,"118,570","22,791",130,286,244,710,242,577,694,854,"1,186","3,264","1,618","7,579","5,407","23,037","1,078",223,790,"1,971","2,007","1,631","3,234","3,497","1,341","1,289","5,976","41,179","3,875","1,160","3,544","1,937","8,678","1,868","6,200","1,657","3,980","4,704","3,576","31,563","2,142","15,540",296,"1,467",842,"1,244","6,976","3,056"
2020,10,40,"136,834","30,195",177,418,372,823,414,770,862,"1,239","1,596","5,295","2,562","9,530","6,137","31,119","1,283",348,"1,039","2,119","1,910","1,923","5,251","5,691","1,819","1,709","8,027","43,248","4,088","1,567","2,583","2,534","10,087","2,047","8,792","1,362","3,962","4,386","1,840","32,272","3,165","12,475",437,"1,608","1,170","1,753","8,109","3,555"
2020,10,50,"138,262","32,916",466,957,881,"1,356",769,987,"1,212","1,676","1,936","5,053","2,151","9,078","6,394","34,616","2,231",626,"1,592","2,410","2,221","2,746","4,518","5,602","2,596","2,810","7,264","43,105","3,302","2,088","2,747","3,578","7,303","2,995","9,595","1,608","4,107","4,532","1,250","27,625","3,568","7,224",918,"2,098","1,601","1,980","7,928","2,308"
2020,10,60,"95,676","23,481",591,"1,257",938,"1,268",857,943,"1,293","1,513","1,700","3,397","1,200","5,183","3,341","24,939","1,744",770,"1,381","1,999","1,988","2,563","2,205","2,701","2,315","2,374","4,899","27,202","2,394","1,533","1,970","2,520","3,457","2,413","5,430","1,249","2,484","2,972",780,"20,054","2,574","4,491","1,100","1,936","1,587","1,707","5,109","1,550"
2020,10,70,"47,257","12,262",345,824,573,630,604,650,815,980,"1,017","1,828",648,"2,054","1,294","12,462",817,551,786,922,"1,192","1,282",996,"1,342","1,355","1,212","2,007","12,167","1,335",836,972,"1,102","1,370","1,243","1,986",601,"1,027","1,328",367,"10,366","1,463","2,062",713,"1,243",982,"1,077","2,050",776
2020,10,80,"23,379","6,182",242,542,349,452,471,341,422,457,417,728,285,914,562,"6,039",507,388,392,445,454,576,499,738,596,591,853,"5,763",664,459,555,550,621,444,846,239,446,695,244,"5,395",825,"1,072",491,664,467,485,982,409
2020,10,90,"3,397",989,42,101,49,61,75,39,75,76,61,107,40,163,100,861,70,57,60,70,50,83,70,101,75,96,129,817,106,59,74,82,85,54,128,24,71,111,23,730,127,157,70,60,51,57,141,67
2020,10,100,193,57,2,9,1,6,3,4,7,4,1,4,2,7,7,48,1,3,9,6,4,6,3,3,5,2,6,37,6,5,4,3,3,3,5,0,3,3,2,51,11,5,9,7,5,3,9,2
2020,11,총,"844,815","189,727","2,271","5,055","3,967","6,893","4,025","5,776","6,971","8,974","10,842","29,735","13,596","54,249","37,373","195,804","10,182","3,360","7,794","14,472","14,925","14,799","26,879","30,978","13,680","13,626","45,109","265,311","23,482","10,882","18,048","17,293","51,726","16,233","51,494","9,861","24,414","28,449","13,429","193,973","19,658","69,749","4,659","12,410","8,705","12,221","48,084","18,487"
2020,11,0,"74,456","16,075",46,116,108,421,94,219,225,424,647,"2,491","1,558","5,517","4,209","14,021",634,88,308,"1,409",678,712,"2,426","2,594",570,700,"3,902","24,184","2,329",687,"2,302",930,"6,078",647,"4,334",504,"1,790","2,070","2,513","20,176","1,534","10,096",101,543,350,744,"4,337","2,471"
2020,11,10,"86,382","19,793",63,206,130,436,200,422,403,704,933,"3,701","1,989","6,446","4,160","20,542",673,123,543,"1,439","1,004","1,003","4,051","4,191",983,"1,108","5,424","26,554","2,268","1,063","1,278","1,545","6,602","1,111","6,480",592,"2,349","2,350",916,"19,493","1,924","7,468",171,752,576,956,"5,273","2,373"
2020,11,20,"119,859","24,507",170,327,320,751,313,836,980,"1,073","1,352","3,902","1,540","7,635","5,308","28,467","1,161",199,943,"1,724","3,442","2,323","3,661","4,554","2,060","1,740","6,660","40,969","3,094","1,427","2,000","2,547","7,418","3,397","7,552","2,017","4,266","5,309","1,942","25,916","2,369","8,878",364,"2,047","1,117","1,856","7,363","1,922"
2020,11,30,"118,431","22,860",127,291,244,692,238,574,690,846,"1,174","3,247","1,613","7,574","5,550","22,868","1,066",222,783,"1,950","2,006","1,621","3,210","3,457","1,332","1,290","5,931","41,156","3,890","1,149","3,540","1,926","8,655","1,890","6,242","1,664","3,962","4,682","3,556","31,547","2,119","15,519",296,"1,482",826,"1,369","6,909","3,027"
2020,11,40,"136,637","30,251",176,422,370,831,411,775,854,"1,231","1,593","5,249","2,565","9,530","6,244","30,937","1,281",338,"1,022","2,110","1,898","1,908","5,220","5,667","1,806","1,701","7,986","43,142","4,080","1,561","2,594","2,521","10,070","2,038","8,782","1,363","3,922","4,365","1,846","32,307","3,148","12,511",433,"1,602","1,175","1,847","8,032","3,559"
2020,11,50,"138,310","32,980",462,948,882,"1,339",762,971,"1,201","1,659","1,925","5,052","2,152","9,128","6,499","34,487","2,224",622,"1,566","2,394","2,198","2,733","4,508","5,607","2,570","2,797","7,268","43,124","3,291","2,094","2,741","3,561","7,328","2,972","9,644","1,601","4,094","4,547","1,251","27,719","3,552","7,341",918,"2,085","1,580","2,073","7,859","2,311"
2020,11,60,"96,374","23,695",597,"1,270",932,"1,271",861,943,"1,296","1,523","1,720","3,403","1,204","5,267","3,408","25,065","1,749",769,"1,393","2,001","2,005","2,556","2,233","2,713","2,329","2,388","4,929","27,395","2,418","1,539","1,994","2,538","3,488","2,431","5,482","1,253","2,493","2,989",770,"20,219","2,588","4,593","1,103","1,923","1,573","1,735","5,133","1,571"
2020,11,70,"47,334","12,307",345,824,580,629,603,647,814,982,"1,014","1,840",647,"2,062","1,320","12,466",827,553,777,922,"1,183","1,279",998,"1,347","1,354","1,210","2,016","12,150","1,332",836,970,"1,090","1,368","1,243","1,995",608,"1,017","1,327",364,"10,411","1,469","2,084",710,"1,245",989,"1,092","2,051",771
2020,11,80,"23,438","6,214",240,543,350,457,468,345,426,453,422,738,284,918,570,"6,041",497,383,392,446,456,576,497,746,598,594,856,"5,782",667,463,553,550,628,449,851,235,447,695,244,"5,401",818,"1,095",486,662,461,491,976,412
2020,11,90,"3,406",990,44,99,50,60,73,40,75,75,61,108,42,165,98,864,69,60,59,71,51,82,72,100,73,96,131,819,107,58,72,82,88,52,127,24,72,112,25,733,127,158,68,62,53,55,142,68
2020,11,100,188,55,1,9,1,6,2,4,7,4,1,4,2,7,7,46,1,3,8,6,4,6,3,2,5,2,6,36,6,5,4,3,3,3,5,0,2,3,2,51,10,6,9,7,5,3,9,2
2020,12,총,"844,993","190,034","2,260","5,030","3,951","6,870","4,020","6,029","6,911","8,866","10,761","30,156","13,550","54,190","37,440","194,720","10,118","3,350","7,735","14,367","14,863","14,698","26,782","30,829","13,639","13,551","44,788","265,866","23,602","10,859","18,018","17,187","51,429","16,183","52,634","9,828","24,344","28,414","13,368","194,373","19,527","70,066","4,644","12,345","8,604","13,035","47,747","18,405"
2020,12,0,"74,249","16,082",49,114,109,418,96,247,223,410,629,"2,528","1,556","5,505","4,198","13,842",624,88,309,"1,395",671,688,"2,420","2,564",563,690,"3,830","24,206","2,325",685,"2,290",914,"6,015",645,"4,515",490,"1,768","2,046","2,513","20,119","1,509","10,048",101,539,340,839,"4,290","2,453"
2020,12,10,"86,167","19,792",64,204,123,435,195,438,397,693,919,"3,735","1,993","6,421","4,175","20,371",666,124,534,"1,420",989,"1,000","4,038","4,165",971,"1,104","5,360","26,526","2,282","1,050","1,280","1,525","6,561","1,085","6,566",587,"2,337","2,339",914,"19,478","1,893","7,507",168,735,566,"1,033","5,224","2,352"
2020,12,20,"120,028","24,502",166,318,320,745,313,891,988,"1,053","1,341","3,967","1,514","7,586","5,300","28,330","1,146",202,934,"1,714","3,460","2,300","3,624","4,525","2,066","1,714","6,645","41,122","3,144","1,431","1,978","2,537","7,371","3,418","7,707","2,020","4,263","5,342","1,911","26,074","2,346","8,990",364,"2,067","1,083","1,991","7,316","1,917"
2020,12,30,"118,377","22,877",126,291,244,686,230,622,678,834,"1,158","3,303","1,585","7,575","5,545","22,663","1,058",213,768,"1,924","1,985","1,603","3,198","3,437","1,325","1,273","5,879","41,249","3,895","1,140","3,534","1,904","8,585","1,883","6,466","1,661","3,954","4,672","3,555","31,588","2,115","15,520",286,"1,472",813,"1,537","6,834","3,011"
2020,12,40,"136,530","30,305",173,415,362,824,415,813,847,"1,218","1,585","5,338","2,574","9,490","6,251","30,681","1,268",340,"1,017","2,086","1,887","1,893","5,189","5,608","1,785","1,686","7,922","43,173","4,106","1,561","2,597","2,493","10,025","2,026","8,933","1,355","3,909","4,326","1,842","32,371","3,096","12,574",437,"1,583","1,168","1,989","7,974","3,550"
2020,12,50,"137,967","32,973",457,950,877,"1,338",759,"1,017","1,175","1,629","1,897","5,095","2,143","9,127","6,509","34,235","2,212",619,"1,549","2,371","2,169","2,695","4,506","5,593","2,546","2,778","7,197","43,084","3,286","2,087","2,738","3,521","7,278","2,941","9,823","1,582","4,046","4,545","1,237","27,675","3,539","7,362",904,"2,050","1,561","2,207","7,772","2,280"
2020,12,60,"97,151","23,895",598,"1,267",937,"1,268",864,964,"1,291","1,519","1,726","3,467","1,211","5,328","3,455","25,187","1,755",773,"1,392","2,015","2,001","2,578","2,242","2,743","2,342","2,401","4,945","27,649","2,459","1,536","2,008","2,556","3,497","2,440","5,597","1,261","2,525","3,001",769,"20,420","2,605","4,669","1,114","1,925","1,577","1,782","5,163","1,585"
2020,12,70,"47,351","12,310",339,820,581,633,606,645,807,970,"1,019","1,865",641,"2,061","1,323","12,447",826,547,771,921,"1,186","1,276",997,"1,343","1,356","1,209","2,015","12,171","1,326",832,966,"1,096","1,371","1,237","2,020",611,"1,024","1,335",353,"10,423","1,463","2,119",702,"1,250",984,"1,100","2,034",771
2020,12,80,"23,577","6,251",243,542,347,459,466,348,423,463,424,745,288,928,575,"6,062",496,382,393,445,463,578,495,748,608,597,857,"5,829",670,473,551,554,640,451,874,234,444,690,248,"5,435",824,"1,109",491,656,455,497,987,416
