년도,월,나이,서울특별시 송파구,서울특별시 송파구 풍납1동,서울특별시 송파구 풍납2동,서울특별시 송파구 거여1동,서울특별시 송파구 거여2동,서울특별시 송파구 마천1동,서울특별시 송파구 마천2동,서울특별시 송파구 방이1동,서울특별시 송파구 방이2동,서울특별시 송파구 오륜동,서울특별시 송파구 오금동,서울특별시 송파구 송파1동,서울특별시 송파구 송파2동,서울특별시 송파구 석촌동,서울특별시 송파구 삼전동,서울특별시 송파구 가락본동,서울특별시 송파구 가락1동,서울특별시 송파구 가락2동,서울특별시 송파구 문정1동,서울특별시 송파구 문정2동,서울특별시 송파구 장지동,서울특별시 송파구 위례동,서울특별시 송파구 잠실본동,서울특별시 송파구 잠실2동,서울특별시 송파구 잠실3동,서울특별시 송파구 잠실4동,서울특별시 송파구 잠실6동,서울특별시 송파구 잠실7동
2020,12,30,"57,532",932,"2,261",824,"1,319",999,"1,026","1,190","3,067",998,"2,902","2,775","1,613","3,648","3,390","2,352","2,816","2,496","1,748","4,032","2,394","2,889","3,152","2,448","2,566","1,817","1,319",559
2020,12,40,"56,660","1,004","2,099",979,"1,554","1,385","1,315","1,457","1,872","1,899","3,108","1,871","1,660","2,493","2,710","1,980","2,285","2,926","1,489","2,226","2,457","3,028","2,305","4,653","3,376","2,259","1,486",784
2020,12,50,"52,778","1,265","1,901","1,152","1,707","1,687","1,827","1,427","1,947","1,575","3,652","1,897","1,759","2,448","2,412","2,431","2,133","2,725","1,798","1,813","2,612","1,771","2,179","2,209","2,705","1,461","1,427",858
2020,12,60,"44,495","1,319","1,726",996,"1,436","1,630","1,700","1,036","1,721","1,284","3,003","1,675","1,501","2,116","2,026","1,835","1,717","2,104","1,500","1,668","2,002","1,245","1,837","1,593","2,490","1,310","1,258",767
2020,12,70,"20,716",672,844,516,844,"1,008",959,402,776,456,"1,265",777,551,"1,084",908,806,645,853,599,792,916,480,846,857,"1,222",590,590,458
2020,12,80,"8,631",274,346,220,378,461,409,236,280,215,649,261,253,351,346,345,211,396,247,374,458,219,308,289,400,214,267,224
2020,12,90,"1,928",47,69,39,88,72,102,43,55,73,156,59,62,59,88,55,49,79,50,75,136,80,51,66,106,58,58,53
2020,12,100,221,5,7,1,8,14,28,7,1,0,7,9,10,8,10,4,4,10,10,6,4,3,11,20,9,15,7,3
2021,1,총,"345,274","7,035","13,372","6,379","9,779","9,610","9,599","8,364","13,850","9,380","20,328","13,162","10,684","16,947","16,569","13,638","14,211","16,734","10,454","15,761","15,506","16,075","15,034","18,814","18,403","11,273","9,050","5,263"
2021,1,0,"24,389",302,939,309,640,454,458,540,556,599,"1,377",604,783,785,768,793,"1,484","1,231",646,839,"1,161","2,501",640,"2,018","1,571","1,356",748,287
2021,1,10,"28,695",433,"1,021",479,713,784,646,810,574,"1,241","1,507",697,971,934,958,902,"1,132","1,668",723,700,"1,345","2,048",892,"2,923","1,985","1,158",844,607
2021,1,20,"49,225",811,"2,159",867,"1,094","1,141","1,143","1,225","3,005","1,039","2,701","2,527","1,558","3,045","2,969","2,127","1,765","2,260","1,656","3,217","2,046","1,486","2,842","1,756","2,026","1,030","1,060",670
2021,1,30,"57,228",919,"2,263",821,"1,329",986,"1,019","1,178","3,067",997,"2,880","2,772","1,597","3,634","3,376","2,356","2,780","2,475","1,738","4,043","2,381","2,934","3,142","2,386","2,522","1,789","1,298",546
2021,1,40,"56,615",993,"2,100",971,"1,538","1,363","1,312","1,449","1,871","1,883","3,107","1,859","1,644","2,478","2,717","1,974","2,267","2,914","1,499","2,240","2,446","3,141","2,297","4,661","3,351","2,266","1,492",782
2021,1,50,"52,758","1,245","1,891","1,156","1,714","1,686","1,805","1,436","1,932","1,580","3,651","1,917","1,741","2,442","2,392","2,427","2,142","2,710","1,788","1,802","2,597","1,840","2,175","2,231","2,708","1,471","1,417",862
2021,1,60,"44,689","1,326","1,730",999,"1,443","1,636","1,713","1,034","1,725","1,295","3,007","1,665","1,508","2,116","2,040","1,851","1,726","2,124","1,505","1,671","2,010","1,298","1,828","1,597","2,484","1,315","1,271",772
2021,1,70,"20,843",675,849,517,839,"1,012",969,406,783,460,"1,279",790,553,"1,088",903,803,656,864,593,793,916,502,846,870,"1,229",597,594,457
2021,1,80,"8,674",276,345,219,371,460,407,234,280,212,652,266,254,356,350,349,208,398,246,373,464,238,312,286,413,217,264,224
2021,1,90,"1,939",50,68,40,90,75,99,45,56,74,159,57,65,61,86,53,47,79,51,78,136,84,49,66,105,58,55,53
2021,1,100,219,5,7,1,8,13,28,7,1,0,8,8,10,8,10,3,4,11,9,5,4,3,11,20,9,16,7,3
2021,2,총,"344,472","6,988","13,328","6,361","9,758","9,561","9,563","8,356","13,872","9,373","20,233","13,104","10,521","16,905","16,484","13,605","14,145","16,711","10,423","15,730","15,453","16,320","15,034","18,724","18,406","11,246","9,038","5,230"
2021,2,0,"24,208",295,931,306,638,446,456,534,551,595,"1,364",596,772,770,756,792,"1,457","1,223",640,829,"1,152","2,550",628,"2,008","1,566","1,340",736,277
2021,2,10,"28,577",433,"1,018",471,707,776,647,806,569,"1,235","1,497",699,963,933,944,895,"1,122","1,648",718,707,"1,330","2,076",882,"2,900","2,011","1,155",838,597
2021,2,20,"48,899",799,"2,122",864,"1,089","1,124","1,127","1,226","3,016","1,032","2,673","2,511","1,524","3,015","2,947","2,115","1,719","2,257","1,639","3,210","2,027","1,506","2,850","1,744","2,014","1,024","1,064",661
2021,2,30,"56,881",904,"2,258",823,"1,308",989,"1,011","1,177","3,068",988,"2,848","2,744","1,561","3,619","3,354","2,352","2,749","2,462","1,731","4,008","2,361","2,946","3,143","2,370","2,502","1,769","1,292",544
2021,2,40,"56,525",984,"2,104",952,"1,540","1,356","1,304","1,447","1,874","1,884","3,091","1,861","1,635","2,478","2,702","1,963","2,258","2,937","1,502","2,246","2,435","3,173","2,299","4,634","3,353","2,256","1,485",772
2021,2,50,"52,702","1,236","1,882","1,159","1,715","1,675","1,793","1,436","1,941","1,593","3,648","1,908","1,702","2,454","2,387","2,412","2,146","2,696","1,774","1,793","2,608","1,872","2,167","2,235","2,690","1,486","1,427",867
2021,2,60,"44,865","1,334","1,739","1,004","1,458","1,638","1,717","1,038","1,730","1,290","3,004","1,666","1,475","2,115","2,043","1,867","1,765","2,136","1,516","1,680","2,017","1,337","1,840","1,592","2,498","1,323","1,272",771
2021,2,70,"20,944",667,848,518,838,"1,012",971,404,786,470,"1,288",784,560,"1,091",903,797,670,862,596,803,925,526,847,873,"1,245",600,599,461
2021,2,80,"8,710",282,351,223,365,459,410,237,280,210,654,270,249,355,353,350,208,398,244,374,463,243,317,290,416,220,264,225
2021,2,90,"1,948",49,68,40,92,73,99,43,56,76,158,57,70,67,86,59,47,81,54,76,131,88,50,63,103,57,54,51
2021,2,100,213,5,7,1,8,13,28,8,1,0,8,8,10,8,9,3,4,11,9,4,4,3,11,15,8,16,7,4
2021,3,총,"342,364","6,897","13,318","6,306","9,703","9,462","9,455","8,288","13,862","9,316","20,144","13,041","10,293","16,785","16,401","13,528","14,074","16,660","10,359","15,710","15,398","16,433","14,916","18,533","18,235","11,119","8,938","5,190"
2021,3,0,"23,986",291,917,302,639,439,452,532,540,588,"1,355",587,746,767,750,786,"1,447","1,224",628,825,"1,134","2,527",621,"1,994","1,558","1,323",739,275
2021,3,10,"28,484",424,"1,016",471,700,776,644,796,571,"1,229","1,482",695,949,930,940,888,"1,149","1,632",715,706,"1,319","2,098",870,"2,891","2,001","1,158",839,595
2021,3,20,"48,756",793,"2,141",863,"1,097","1,118","1,119","1,222","3,051","1,026","2,656","2,527","1,485","3,016","2,925","2,102","1,683","2,255","1,622","3,226","2,024","1,521","2,837","1,732","1,987","1,016","1,052",660
2021,3,30,"56,466",900,"2,239",816,"1,304",988,"1,005","1,167","3,042",976,"2,833","2,728","1,540","3,575","3,350","2,324","2,695","2,451","1,721","4,016","2,355","2,947","3,130","2,329","2,474","1,750","1,273",538
2021,3,40,"56,005",968,"2,085",926,"1,534","1,333","1,283","1,422","1,868","1,857","3,062","1,851","1,610","2,450","2,657","1,958","2,250","2,923","1,490","2,232","2,404","3,188","2,258","4,595","3,328","2,231","1,472",770
2021,3,50,"52,401","1,211","1,888","1,145","1,692","1,658","1,789","1,427","1,935","1,589","3,633","1,880","1,655","2,420","2,382","2,393","2,144","2,681","1,775","1,794","2,615","1,901","2,161","2,227","2,644","1,486","1,423",853
2021,3,60,"44,918","1,342","1,752","1,006","1,464","1,629","1,707","1,044","1,738","1,294","3,016","1,665","1,451","2,120","2,055","1,886","1,775","2,147","1,513","1,668","2,018","1,376","1,841","1,588","2,498","1,302","1,250",773
2021,3,70,"20,720",644,849,517,820,996,947,396,782,474,"1,283",779,543,"1,087",892,791,679,855,594,794,935,531,839,848,"1,234",581,579,451
2021,3,80,"8,660",282,353,220,359,457,412,233,282,211,655,272,245,351,359,342,201,408,245,374,460,251,303,273,407,220,261,224
2021,3,90,"1,878",42,71,40,89,66,94,43,52,72,159,56,64,64,85,57,48,79,52,73,129,90,52,54,101,51,47,48
2021,3,100,90,0,7,0,5,2,3,6,1,0,10,1,5,5,6,1,3,5,4,2,5,3,4,2,3,1,3,3
2021,4,총,"341,786","6,851","13,249","6,281","9,719","9,428","9,454","8,267","13,983","9,301","20,065","12,987","10,196","16,727","16,369","13,520","14,007","16,649","10,298","15,704","15,378","16,493","14,938","18,542","18,182","11,111","8,907","5,180"
2021,4,0,"23,809",292,921,296,643,428,446,532,543,587,"1,341",569,738,778,740,786,"1,425","1,211",621,828,"1,135","2,526",615,"1,964","1,539","1,311",726,268
2021,4,10,"28,414",416,"1,011",471,693,775,641,798,565,"1,213","1,467",691,936,930,930,891,"1,149","1,622",713,704,"1,311","2,124",860,"2,903","2,001","1,156",846,597
2021,4,20,"48,617",781,"2,139",859,"1,093","1,111","1,132","1,211","3,100","1,028","2,625","2,521","1,469","2,967","2,933","2,103","1,657","2,260","1,587","3,209","2,034","1,510","2,868","1,733","1,967","1,015","1,047",658
2021,4,30,"56,279",894,"2,211",813,"1,322",978,"1,005","1,158","3,104",981,"2,822","2,724","1,526","3,581","3,344","2,318","2,677","2,443","1,716","4,007","2,351","2,919","3,122","2,308","2,437","1,735","1,251",532
2021,4,40,"55,908",961,"2,092",922,"1,508","1,326","1,284","1,410","1,859","1,845","3,042","1,846","1,596","2,439","2,645","1,958","2,249","2,915","1,475","2,239","2,406","3,218","2,253","4,588","3,340","2,237","1,488",767
2021,4,50,"52,241","1,191","1,870","1,134","1,701","1,653","1,760","1,423","1,939","1,580","3,629","1,854","1,638","2,402","2,377","2,381","2,117","2,690","1,778","1,795","2,603","1,924","2,167","2,251","2,626","1,493","1,409",856
2021,4,60,"45,108","1,344","1,752","1,000","1,482","1,633","1,730","1,050","1,748","1,302","3,028","1,671","1,433","2,118","2,060","1,892","1,794","2,160","1,506","1,677","2,015","1,392","1,852","1,612","2,521","1,307","1,251",778
2021,4,70,"20,746",646,841,521,826,994,946,399,788,477,"1,278",780,542,"1,083",893,792,682,857,598,793,930,536,843,848,"1,238",583,584,448
2021,4,80,"8,686",284,347,224,357,462,417,235,284,217,658,275,247,358,357,340,201,408,244,374,459,252,302,279,408,220,253,224
2021,4,90,"1,890",42,63,40,89,66,90,45,52,71,164,55,66,65,84,58,53,79,56,75,129,89,52,54,102,53,50,48
2021,4,100,88,0,2,1,5,2,3,6,1,0,11,1,5,6,6,1,3,4,4,3,5,3,4,2,3,1,2,4
2021,5,총,"341,465","6,834","13,212","6,265","9,696","9,395","9,428","8,222","14,056","9,312","19,999","12,948","10,138","16,709","16,351","13,471","14,122","16,604","10,275","15,726","15,329","16,588","14,941","18,486","18,188","11,116","8,905","5,149"
2021,5,0,"23,680",290,917,288,640,429,437,527,532,578,"1,344",567,732,763,732,777,"1,441","1,205",620,825,"1,130","2,520",614,"1,945","1,534","1,305",718,270
2021,5,10,"28,339",414,"1,000",455,692,768,640,801,571,"1,211","1,435",689,929,931,930,885,"1,164","1,617",704,702,"1,303","2,135",855,"2,906","2,004","1,160",850,588
2021,5,20,"48,441",784,"2,156",864,"1,073","1,104","1,117","1,182","3,140","1,029","2,603","2,493","1,447","2,981","2,902","2,100","1,655","2,247","1,582","3,190","2,024","1,527","2,873","1,712","1,958","1,016","1,036",646
2021,5,30,"56,204",891,"2,197",814,"1,323",969,"1,013","1,156","3,151",981,"2,816","2,727","1,513","3,562","3,353","2,300","2,688","2,446","1,688","4,039","2,340","2,934","3,108","2,274","2,435","1,713","1,239",534
2021,5,40,"55,764",955,"2,083",912,"1,499","1,311","1,276","1,386","1,853","1,831","3,035","1,847","1,588","2,430","2,638","1,936","2,280","2,905","1,477","2,245","2,383","3,241","2,255","4,576","3,332","2,241","1,491",758
2021,5,50,"52,229","1,182","1,862","1,132","1,698","1,645","1,766","1,423","1,921","1,590","3,627","1,852","1,625","2,408","2,373","2,393","2,105","2,676","1,778","1,795","2,599","1,940","2,161","2,274","2,640","1,502","1,406",856
2021,5,60,"45,345","1,350","1,750","1,011","1,490","1,639","1,730","1,058","1,757","1,319","3,029","1,670","1,443","2,129","2,069","1,891","1,834","2,165","1,515","1,682","2,030","1,405","1,869","1,608","2,531","1,319","1,270",782
2021,5,70,"20,767",641,838,520,829,998,944,403,792,478,"1,273",776,543,"1,074",901,787,693,849,607,792,936,541,846,854,"1,240",585,582,445
2021,5,80,"8,718",284,343,227,359,463,412,233,288,224,666,274,247,358,362,340,205,409,244,377,457,253,305,280,409,221,260,218
2021,5,90,"1,891",43,65,41,88,67,90,47,50,71,161,53,66,67,85,61,54,80,56,76,122,87,51,55,103,53,51,48
2021,5,100,87,0,1,1,5,2,3,6,1,0,10,0,5,6,6,1,3,5,4,3,5,5,4,2,2,1,2,4
2021,6,총,"341,139","6,800","13,202","6,248","9,681","9,366","9,411","8,215","14,146","9,300","19,989","12,914","10,125","16,705","16,315","13,423","14,119","16,587","10,239","15,719","15,309","16,607","14,918","18,491","18,189","11,083","8,888","5,150"
2021,6,0,"23,542",290,909,285,629,423,426,521,530,572,"1,330",568,725,762,725,773,"1,439","1,213",612,827,"1,129","2,507",608,"1,944","1,526","1,293",707,269
2021,6,10,"28,284",413,"1,001",456,690,756,637,798,578,"1,199","1,437",679,926,930,928,882,"1,163","1,612",702,703,"1,299","2,141",851,"2,901","2,000","1,162",855,585
2021,6,20,"48,327",780,"2,140",855,"1,085","1,099","1,116","1,178","3,167","1,023","2,591","2,491","1,456","2,968","2,888","2,086","1,657","2,234","1,570","3,169","2,019","1,531","2,870","1,714","1,959",998,"1,035",648
2021,6,30,"56,089",886,"2,191",812,"1,314",969,"1,008","1,149","3,201",977,"2,813","2,733","1,498","3,567","3,355","2,291","2,671","2,448","1,681","4,046","2,328","2,904","3,097","2,255","2,412","1,713","1,234",536
2021,6,40,"55,639",943,"2,087",903,"1,494","1,310","1,264","1,391","1,849","1,821","3,013","1,826","1,583","2,423","2,632","1,924","2,275","2,894","1,460","2,252","2,389","3,272","2,255","4,566","3,329","2,244","1,483",757
2021,6,50,"52,119","1,175","1,864","1,133","1,693","1,644","1,769","1,419","1,921","1,585","3,636","1,834","1,626","2,409","2,351","2,375","2,097","2,666","1,783","1,786","2,580","1,931","2,149","2,297","2,641","1,491","1,414",850
2021,6,60,"45,589","1,343","1,756","1,016","1,500","1,636","1,742","1,069","1,761","1,342","3,052","1,680","1,445","2,141","2,077","1,896","1,856","2,185","1,522","1,683","2,042","1,428","1,872","1,616","2,551","1,319","1,268",791
2021,6,70,"20,841",642,840,520,827,996,942,406,801,485,"1,276",777,550,"1,078",902,795,699,843,601,798,937,548,857,858,"1,256",585,577,445
2021,6,80,"8,735",287,350,224,360,465,413,232,287,222,668,271,245,357,366,340,207,409,248,376,454,254,304,286,409,223,262,216
2021,6,90,"1,887",41,63,43,85,66,91,46,50,74,163,55,66,64,84,60,52,78,56,76,127,86,51,52,104,54,51,49
2021,6,100,87,0,1,1,4,2,3,6,1,0,10,0,5,6,7,1,3,5,4,3,5,5,4,2,2,1,2,4
2021,7,총,"340,884","6,771","13,176","6,254","9,658","9,353","9,379","8,218","14,227","9,279","20,000","12,896","10,107","16,651","16,284","13,393","14,155","16,564","10,218","15,709","15,275","16,650","14,921","18,473","18,174","11,067","8,888","5,144"
2021,7,0,"23,410",284,914,286,623,416,420,529,531,567,"1,328",567,729,752,712,767,"1,448","1,202",613,817,"1,123","2,484",612,"1,923","1,511","1,276",710,266
2021,7,10,"28,246",409,995,452,681,757,629,785,573,"1,187","1,425",682,930,927,931,880,"1,169","1,622",696,700,"1,298","2,167",851,"2,887","2,001","1,163",860,589
2021,7,20,"48,256",784,"2,120",856,"1,074","1,105","1,104","1,183","3,236","1,014","2,592","2,469","1,441","2,942","2,881","2,066","1,648","2,236","1,572","3,177","2,015","1,547","2,853","1,717","1,959",995,"1,027",643
2021,7,30,"55,909",879,"2,179",816,"1,322",967,"1,003","1,140","3,211",977,"2,811","2,746","1,480","3,570","3,343","2,282","2,646","2,420","1,687","4,038","2,313","2,885","3,095","2,246","2,391","1,699","1,234",529
2021,7,40,"55,562",933,"2,083",904,"1,482","1,301","1,263","1,391","1,844","1,814","3,005","1,811","1,597","2,416","2,639","1,924","2,298","2,896","1,440","2,247","2,372","3,291","2,264","4,553","3,322","2,233","1,488",751
2021,7,50,"52,075","1,168","1,863","1,130","1,685","1,630","1,749","1,415","1,922","1,584","3,644","1,828","1,617","2,391","2,344","2,364","2,110","2,666","1,777","1,794","2,568","1,931","2,153","2,321","2,647","1,505","1,409",860
2021,7,60,"45,760","1,348","1,764","1,016","1,513","1,638","1,755","1,078","1,780","1,355","3,062","1,683","1,449","2,147","2,067","1,898","1,866","2,191","1,524","1,692","2,059","1,447","1,868","1,616","2,561","1,326","1,270",787
2021,7,70,"20,912",640,837,524,828,"1,006",939,408,790,485,"1,294",784,547,"1,072",906,802,708,843,599,798,943,556,863,867,"1,262",591,571,449
2021,7,80,"8,768",285,356,225,363,466,424,232,289,223,666,272,247,362,369,349,207,403,248,369,452,252,306,290,411,223,265,214
2021,7,90,"1,901",41,64,44,84,65,92,51,50,73,163,54,65,66,86,59,52,80,58,75,127,86,52,50,107,54,51,52
2021,7,100,85,0,1,1,3,2,1,6,1,0,10,0,5,6,6,2,3,5,4,2,5,4,4,3,2,2,3,4
2021,8,총,"341,356","6,727","13,109","6,263","9,644","9,338","9,336","8,183","14,290","9,246","19,948","12,871","10,057","16,624","16,221","13,399","14,093","16,545","10,211","15,680","15,215","17,966","14,859","18,414","18,079","11,068","8,852","5,118"
2021,8,0,"23,629",278,910,287,612,409,414,524,525,559,"1,320",569,732,752,711,768,"1,442","1,196",607,809,"1,124","2,842",612,"1,906","1,478","1,276",704,263
2021,8,10,"28,194",407,986,457,689,748,633,778,575,"1,182","1,418",683,921,914,927,877,"1,157","1,606",699,684,"1,279","2,264",841,"2,876","1,993","1,163",860,577
2021,8,20,"48,194",776,"2,105",853,"1,065","1,102","1,084","1,183","3,259","1,000","2,585","2,460","1,427","2,947","2,876","2,040","1,641","2,229","1,576","3,189","2,011","1,630","2,853","1,721","1,933",991,"1,014",644
2021,8,30,"56,028",872,"2,175",817,"1,318",968,"1,004","1,135","3,236",978,"2,786","2,732","1,462","3,536","3,329","2,297","2,606","2,430","1,683","4,029","2,301","3,287","3,066","2,212","2,353","1,674","1,217",525
2021,8,40,"55,468",922,"2,050",904,"1,480","1,291","1,250","1,373","1,834","1,798","2,988","1,810","1,579","2,418","2,601","1,918","2,292","2,883","1,434","2,249","2,347","3,471","2,272","4,530","3,317","2,232","1,486",739
2021,8,50,"52,109","1,156","1,871","1,126","1,676","1,636","1,735","1,417","1,930","1,583","3,646","1,830","1,612","2,391","2,327","2,363","2,106","2,666","1,775","1,778","2,568","2,038","2,129","2,323","2,646","1,516","1,402",863
2021,8,60,"45,915","1,348","1,752","1,021","1,522","1,643","1,756","1,080","1,791","1,366","3,069","1,679","1,458","2,153","2,077","1,922","1,871","2,195","1,521","1,691","2,066","1,481","1,865","1,626","2,562","1,336","1,277",787
2021,8,70,"21,001",637,836,524,834,"1,001",938,403,793,489,"1,295",786,551,"1,074",909,799,718,852,605,805,944,588,857,871,"1,274",597,570,451
2021,8,80,"8,828",292,361,231,362,469,429,234,296,218,667,267,246,367,370,351,206,403,248,371,443,271,310,295,416,224,268,213
2021,8,90,"1,899",38,62,42,83,69,91,50,50,73,165,55,64,66,87,62,51,81,59,73,125,89,50,50,104,57,51,52
2021,8,100,91,1,1,1,3,2,2,6,1,0,9,0,5,6,7,2,3,4,4,2,7,5,4,4,3,2,3,4
2021,9,총,"341,601","6,687","13,111","6,261","9,604","9,307","9,292","8,176","14,306","9,208","19,956","12,831","9,992","16,590","16,150","13,366","14,085","16,514","10,183","15,638","15,182","18,900","14,833","18,368","18,047","11,065","8,831","5,118"
2021,9,0,"23,746",280,911,287,600,406,408,519,523,553,"1,311",558,727,743,711,768,"1,444","1,180",607,791,"1,119","3,071",613,"1,895","1,472","1,279",707,263
2021,9,10,"28,158",399,976,458,683,747,630,784,565,"1,176","1,428",677,913,911,914,865,"1,155","1,604",698,693,"1,277","2,327",840,"2,865","1,983","1,162",849,579
2021,9,20,"48,036",768,"2,104",858,"1,069","1,093","1,075","1,175","3,257",987,"2,585","2,452","1,407","2,936","2,851","2,037","1,630","2,212","1,572","3,172","1,996","1,695","2,838","1,722","1,929",981,998,637
2021,9,30,"56,026",872,"2,163",811,"1,315",962,988,"1,130","3,271",981,"2,772","2,711","1,452","3,534","3,317","2,298","2,591","2,422","1,665","4,006","2,284","3,518","3,050","2,172","2,338","1,660","1,219",524
2021,9,40,"55,455",919,"2,049",902,"1,470","1,275","1,247","1,364","1,829","1,783","2,983","1,813","1,564","2,411","2,583","1,903","2,303","2,875","1,435","2,250","2,354","3,604","2,265","4,514","3,312","2,235","1,475",738
2021,9,50,"52,201","1,149","1,875","1,123","1,668","1,634","1,719","1,419","1,924","1,580","3,648","1,826","1,618","2,380","2,332","2,369","2,094","2,682","1,769","1,783","2,570","2,135","2,130","2,332","2,646","1,519","1,413",864
2021,9,60,"46,101","1,335","1,762","1,024","1,525","1,647","1,759","1,095","1,788","1,369","3,089","1,682","1,445","2,157","2,076","1,925","1,880","2,202","1,530","1,697","2,071","1,551","1,872","1,635","2,565","1,345","1,280",795
2021,9,70,"21,001",628,837,522,827,998,946,402,796,489,"1,288",786,548,"1,075",905,784,729,851,598,804,933,621,858,877,"1,279",602,568,450
2021,9,80,"8,864",297,365,230,363,471,425,234,297,220,675,268,247,372,371,349,207,400,246,367,447,279,313,301,414,225,268,213
2021,9,90,"1,919",39,68,45,81,72,93,48,55,70,167,58,66,65,83,66,50,82,59,73,123,93,50,50,106,55,51,51
2021,9,100,94,1,1,1,3,2,2,6,1,0,10,0,5,6,7,2,2,4,4,2,8,6,4,5,3,2,3,4
2021,10,총,"341,466","6,634","13,104","6,248","9,559","9,287","9,258","8,168","14,269","9,206","19,898","12,782","9,980","16,549","16,102","13,324","14,078","16,512","10,143","15,619","15,210","19,366","14,767","18,368","18,036","11,063","8,825","5,111"
2021,10,0,"23,704",274,910,285,601,399,401,512,524,548,"1,294",546,729,732,707,768,"1,438","1,177",601,789,"1,127","3,160",600,"1,874","1,465","1,274",706,263
2021,10,10,"28,157",400,980,453,676,746,627,793,555,"1,179","1,422",669,909,917,915,861,"1,165","1,595",693,692,"1,274","2,365",840,"2,877","1,976","1,158",847,573
2021,10,20,"47,801",745,"2,086",845,"1,055","1,094","1,066","1,168","3,245",985,"2,565","2,450","1,401","2,900","2,824","2,037","1,604","2,227","1,548","3,151","2,000","1,729","2,815","1,727","1,926",986,996,626
2021,10,30,"55,972",866,"2,162",819,"1,308",961,987,"1,131","3,265",972,"2,775","2,703","1,446","3,528","3,319","2,275","2,593","2,420","1,657","3,990","2,282","3,605","3,050","2,165","2,315","1,637","1,209",532
2021,10,40,"55,326",913,"2,043",897,"1,454","1,265","1,234","1,358","1,820","1,769","2,957","1,790","1,562","2,422","2,570","1,897","2,310","2,860","1,434","2,255","2,330","3,681","2,240","4,495","3,317","2,240","1,480",733
2021,10,50,"52,331","1,148","1,882","1,117","1,670","1,644","1,707","1,424","1,932","1,591","3,652","1,840","1,620","2,380","2,322","2,354","2,096","2,681","1,767","1,789","2,585","2,207","2,113","2,351","2,655","1,521","1,413",870
2021,10,60,"46,206","1,332","1,770","1,024","1,511","1,641","1,774","1,091","1,776","1,385","3,099","1,673","1,447","2,160","2,074","1,929","1,877","2,214","1,532","1,704","2,081","1,592","1,877","1,637","2,562","1,363","1,288",793
2021,10,70,"21,054",623,836,527,839,992,944,403,794,486,"1,289",783,545,"1,070",903,783,736,848,600,806,952,644,861,882,"1,292",601,566,449
2021,10,80,"8,901",293,365,235,362,471,426,235,302,219,676,268,251,369,376,352,206,404,248,365,448,285,314,305,419,226,265,216
2021,10,90,"1,924",39,69,45,80,72,90,46,55,71,163,60,65,65,85,67,51,82,59,76,122,92,54,50,107,55,52,52
2021,10,100,90,1,1,1,3,2,2,7,1,1,6,0,5,6,7,1,2,4,4,2,9,6,3,5,2,2,3,4
2021,11,총,"341,245","6,595","13,072","6,212","9,517","9,284","9,215","8,142","14,259","9,201","19,896","12,734","9,949","16,528","16,059","13,278","14,071","16,458","10,109","15,648","15,254","19,726","14,702","18,303","18,009","11,090","8,834","5,100"
2021,11,0,"23,555",272,904,278,597,395,396,508,513,543,"1,292",544,723,717,700,764,"1,438","1,171",598,781,"1,120","3,158",595,"1,859","1,452","1,277",694,266
2021,11,10,"28,174",397,980,450,663,740,612,788,555,"1,182","1,417",664,908,924,917,855,"1,172","1,593",693,697,"1,261","2,427",849,"2,860","1,984","1,165",856,565
2021,11,20,"47,608",739,"2,065",845,"1,050","1,083","1,070","1,165","3,244",985,"2,551","2,427","1,401","2,889","2,796","2,019","1,578","2,221","1,535","3,142","1,997","1,795","2,778","1,724","1,907",988,994,620
2021,11,30,"55,850",862,"2,160",806,"1,300",960,980,"1,138","3,269",974,"2,770","2,690","1,433","3,536","3,329","2,261","2,585","2,409","1,648","3,987","2,297","3,632","3,040","2,148","2,277","1,620","1,200",539
2021,11,40,"55,334",906,"2,044",895,"1,443","1,260","1,221","1,346","1,820","1,756","2,958","1,791","1,559","2,425","2,568","1,887","2,320","2,836","1,434","2,271","2,334","3,752","2,231","4,472","3,325","2,266","1,488",726
2021,11,50,"52,330","1,142","1,881","1,108","1,659","1,651","1,705","1,424","1,921","1,583","3,655","1,825","1,623","2,369","2,311","2,342","2,097","2,676","1,753","1,802","2,586","2,298","2,095","2,353","2,657","1,526","1,424",864
2021,11,60,"46,351","1,324","1,770","1,019","1,522","1,646","1,772","1,092","1,784","1,393","3,111","1,683","1,440","2,158","2,070","1,942","1,888","2,222","1,536","1,707","2,114","1,609","1,883","1,641","2,574","1,366","1,288",797
2021,11,70,"21,093",621,839,525,835,997,946,404,797,492,"1,292",780,544,"1,070",904,783,737,841,598,814,957,656,859,884,"1,296",599,573,450
2021,11,80,"8,935",291,361,240,367,478,423,225,301,219,680,270,251,371,373,357,203,405,250,368,457,301,312,307,428,225,258,214
2021,11,90,"1,933",40,67,45,78,71,88,48,54,73,165,60,63,64,87,67,51,80,60,77,121,93,57,50,107,56,56,55
2021,11,100,82,1,1,1,3,3,2,4,1,1,5,0,4,5,4,1,2,4,4,2,10,5,3,5,2,2,3,4
2021,12,총,"340,992","6,569","13,008","6,204","9,516","9,252","9,177","8,127","14,185","9,237","19,810","12,716","9,909","16,518","16,071","13,233","14,062","16,409","10,090","15,605","15,256","20,053","14,689","18,280","18,001","11,089","8,830","5,096"
2021,12,0,"23,502",268,899,275,598,389,390,501,502,554,"1,275",534,706,711,715,762,"1,448","1,166",599,771,"1,112","3,207",600,"1,840","1,454","1,273",689,264
