년도,월,나이,충청남도,충청남도 천안시,충청남도 천안시 동남구,충청남도 천안시 서북구,충청남도 공주시,충청남도 보령시,충청남도 아산시,충청남도 서산시,충청남도 논산시,충청남도 계룡시,충청남도 당진시,충청남도 금산군,충청남도 부여군,충청남도 서천군,충청남도 청양군,충청남도 홍성군,충청남도 예산군,충청남도 태안군
2021,4,10,"104,558","35,173","13,505","21,668","4,171","4,239","17,859","9,103","4,976","3,303","8,239","2,220","2,406","1,745","1,073","4,893","2,917","2,241"
2021,4,20,"132,853","50,310","18,506","31,804","6,046","5,484","20,671","11,355","6,250","2,722","9,283","2,234","3,037","2,165","1,493","5,184","3,795","2,824"
2021,4,30,"142,442","55,327","17,213","38,114","4,992","4,967","25,680","12,157","5,576","2,333","12,815","1,886","2,309","1,882","1,144","5,327","3,329","2,718"
2021,4,40,"174,552","58,000","21,958","36,042","6,963","7,501","31,038","14,910","7,983","4,077","15,123","3,363","3,804","3,089","1,779","7,526","5,124","4,272"
2021,4,50,"178,739","52,636","22,031","30,605","9,319","8,974","25,249","15,211","10,234","3,526","14,651","4,926","5,558","4,561","2,837","8,264","7,162","5,631"
2021,4,60,"144,670","33,622","16,392","17,230","9,472","8,582","16,640","11,443","10,320","2,256","11,176","5,170","6,679","5,061","3,242","7,466","7,548","5,993"
2021,4,70,"77,829","13,709","7,162","6,547","5,240","5,061","8,048","6,537","5,778",928,"6,194","3,102","4,214","3,576","2,053","4,492","4,679","4,218"
2021,4,80,"35,581","5,295","2,858","2,437","2,521","2,264","3,484","2,922","2,766",366,"2,889","1,415","2,259","1,910","1,194","2,272","2,412","1,612"
2021,4,90,"3,419",490,283,207,279,209,296,251,299,40,297,126,244,203,126,221,206,132
2021,4,100,89,22,14,8,8,7,10,3,9,0,8,1,3,2,2,3,4,7
2021,5,총,"1,081,854","335,990","130,028","205,962","51,924","50,257","165,823","91,809","57,742","21,542","88,477","25,687","31,987","25,321","15,533","49,634","38,979","31,149"
2021,5,0,"86,129","31,070","10,160","20,910","2,901","2,972","16,469","7,724","3,604","1,966","7,677","1,257","1,498","1,121",618,"3,954","1,817","1,481"
2021,5,10,"104,556","35,160","13,479","21,681","4,162","4,225","17,898","9,125","4,959","3,305","8,243","2,228","2,398","1,747","1,060","4,885","2,918","2,243"
2021,5,20,"132,913","50,368","18,510","31,858","6,036","5,504","20,689","11,374","6,236","2,722","9,287","2,201","3,019","2,158","1,492","5,203","3,785","2,839"
2021,5,30,"142,098","55,215","17,147","38,068","4,985","4,951","25,681","12,145","5,555","2,329","12,780","1,883","2,308","1,861","1,122","5,290","3,302","2,691"
2021,5,40,"174,050","57,847","21,837","36,010","6,908","7,467","31,041","14,881","7,933","4,065","15,096","3,346","3,758","3,080","1,780","7,491","5,092","4,265"
2021,5,50,"179,102","52,856","22,053","30,803","9,302","8,948","25,356","15,284","10,220","3,543","14,693","4,918","5,561","4,552","2,817","8,280","7,157","5,615"
2021,5,60,"145,794","33,879","16,487","17,392","9,558","8,629","16,825","11,532","10,375","2,266","11,296","5,200","6,706","5,090","3,281","7,530","7,595","6,032"
2021,5,70,"77,973","13,732","7,177","6,555","5,251","5,067","8,057","6,551","5,793",938,"6,213","3,112","4,218","3,590","2,042","4,502","4,675","4,232"
2021,5,80,"35,719","5,354","2,892","2,462","2,529","2,276","3,499","2,934","2,762",366,"2,891","1,416","2,275","1,917","1,196","2,272","2,423","1,609"
2021,5,90,"3,433",491,275,216,284,211,299,256,296,42,293,125,242,203,123,224,210,134
2021,5,100,87,18,11,7,8,7,9,3,9,0,8,1,4,2,2,3,5,8
2021,6,총,"1,082,113","335,917","129,806","206,111","51,835","50,235","166,425","91,855","57,674","21,504","88,637","25,662","31,965","25,270","15,510","49,522","38,925","31,177"
2021,6,0,"85,753","30,917","10,089","20,828","2,880","2,962","16,478","7,702","3,577","1,941","7,632","1,238","1,488","1,120",610,"3,932","1,800","1,476"
2021,6,10,"104,445","35,100","13,426","21,674","4,140","4,219","17,946","9,100","4,947","3,297","8,254","2,222","2,394","1,736","1,055","4,894","2,905","2,236"
2021,6,20,"132,940","50,354","18,469","31,885","6,014","5,496","20,789","11,375","6,202","2,722","9,334","2,202","3,005","2,156","1,478","5,199","3,783","2,831"
2021,6,30,"141,673","54,973","17,018","37,955","4,961","4,943","25,767","12,111","5,524","2,322","12,756","1,861","2,302","1,835","1,120","5,272","3,262","2,664"
2021,6,40,"174,199","57,934","21,810","36,124","6,896","7,474","31,139","14,899","7,928","4,046","15,138","3,344","3,763","3,051","1,779","7,460","5,076","4,272"
2021,6,50,"178,810","52,823","22,019","30,804","9,255","8,892","25,436","15,252","10,189","3,547","14,684","4,889","5,526","4,546","2,799","8,227","7,136","5,609"
2021,6,60,"146,907","34,174","16,593","17,581","9,614","8,688","16,985","11,654","10,433","2,274","11,397","5,234","6,748","5,111","3,297","7,558","7,650","6,090"
2021,6,70,"78,117","13,756","7,188","6,568","5,260","5,073","8,070","6,566","5,812",946,"6,238","3,125","4,216","3,602","2,049","4,498","4,667","4,239"
2021,6,80,"35,737","5,375","2,905","2,470","2,525","2,270","3,504","2,931","2,756",367,"2,906","1,416","2,280","1,905","1,198","2,257","2,433","1,614"
2021,6,90,"3,443",493,278,215,282,211,302,262,297,42,290,130,239,207,122,221,207,138
2021,6,100,89,18,11,7,8,7,9,3,9,0,8,1,4,1,3,4,6,8
2021,7,총,"1,082,654","335,996","129,756","206,240","51,769","50,211","166,942","91,883","57,624","21,529","88,753","25,651","31,985","25,223","15,488","49,522","38,882","31,196"
2021,7,0,"85,414","30,842","10,046","20,796","2,857","2,946","16,416","7,689","3,545","1,931","7,590","1,228","1,478","1,113",611,"3,911","1,785","1,472"
2021,7,10,"104,417","35,041","13,397","21,644","4,126","4,202","18,035","9,096","4,950","3,287","8,260","2,209","2,394","1,733","1,040","4,892","2,902","2,250"
2021,7,20,"132,930","50,357","18,472","31,885","6,001","5,485","20,839","11,337","6,172","2,741","9,376","2,205","3,007","2,127","1,485","5,216","3,768","2,814"
2021,7,30,"141,297","54,822","16,929","37,893","4,928","4,938","25,815","12,108","5,475","2,324","12,691","1,836","2,291","1,823","1,105","5,252","3,237","2,652"
2021,7,40,"174,130","57,953","21,777","36,176","6,882","7,442","31,213","14,874","7,941","4,033","15,154","3,332","3,759","3,044","1,773","7,428","5,051","4,251"
2021,7,50,"178,960","52,844","21,995","30,849","9,230","8,889","25,570","15,265","10,188","3,564","14,721","4,910","5,503","4,532","2,786","8,239","7,093","5,626"
2021,7,60,"147,789","34,437","16,733","17,704","9,655","8,735","17,108","11,710","10,473","2,293","11,498","5,256","6,780","5,124","3,307","7,583","7,715","6,115"
2021,7,70,"78,288","13,795","7,196","6,599","5,261","5,080","8,131","6,584","5,812",949,"6,244","3,127","4,228","3,602","2,057","4,517","4,662","4,239"
2021,7,80,"35,873","5,394","2,925","2,469","2,536","2,278","3,499","2,953","2,763",367,"2,919","1,416","2,297","1,913","1,200","2,260","2,452","1,626"
2021,7,90,"3,465",491,274,217,285,209,307,264,297,40,291,131,244,211,121,220,211,143
2021,7,100,91,20,12,8,8,7,9,3,8,0,9,1,4,1,3,4,6,8
2021,8,총,"1,082,664","335,811","129,501","206,310","51,672","50,108","167,478","92,005","57,567","21,544","88,687","25,632","31,913","25,203","15,475","49,537","38,840","31,192"
2021,8,0,"85,011","30,664","9,980","20,684","2,833","2,921","16,385","7,673","3,520","1,923","7,551","1,219","1,466","1,105",614,"3,886","1,793","1,458"
2021,8,10,"104,425","35,061","13,370","21,691","4,119","4,171","18,101","9,076","4,952","3,296","8,278","2,185","2,389","1,730","1,037","4,892","2,869","2,269"
2021,8,20,"132,716","50,206","18,393","31,813","5,976","5,473","20,884","11,370","6,148","2,731","9,321","2,203","2,974","2,127","1,476","5,221","3,772","2,834"
2021,8,30,"140,950","54,682","16,851","37,831","4,881","4,912","25,825","12,106","5,489","2,318","12,609","1,825","2,291","1,818","1,100","5,246","3,230","2,618"
2021,8,40,"173,764","57,824","21,662","36,162","6,850","7,382","31,289","14,870","7,906","4,024","15,127","3,310","3,745","3,024","1,755","7,393","5,039","4,226"
2021,8,50,"179,216","52,930","21,977","30,953","9,230","8,879","25,770","15,289","10,166","3,568","14,779","4,906","5,470","4,521","2,780","8,259","7,039","5,630"
2021,8,60,"148,518","34,645","16,813","17,832","9,688","8,762","17,211","11,798","10,505","2,320","11,548","5,293","6,800","5,139","3,323","7,601","7,758","6,127"
2021,8,70,"78,436","13,852","7,223","6,629","5,246","5,096","8,168","6,583","5,802",955,"6,261","3,129","4,226","3,604","2,064","4,550","4,663","4,237"
2021,8,80,"36,052","5,428","2,942","2,486","2,557","2,291","3,529","2,974","2,773",369,"2,913","1,426","2,303","1,924","1,200","2,267","2,455","1,643"
2021,8,90,"3,488",500,279,221,284,214,307,264,298,39,292,135,245,210,123,218,216,143
2021,8,100,88,19,11,8,8,7,9,2,8,1,8,1,4,1,3,4,6,7
2021,9,총,"1,082,596","336,088","129,472","206,616","51,631","50,024","167,891","92,022","57,426","21,492","88,678","25,563","31,820","25,168","15,434","49,496","38,709","31,154"
2021,9,0,"84,617","30,478","9,887","20,591","2,834","2,900","16,364","7,639","3,507","1,911","7,502","1,212","1,457","1,103",604,"3,881","1,770","1,455"
2021,9,10,"104,332","35,044","13,377","21,667","4,103","4,165","18,144","9,086","4,933","3,287","8,305","2,160","2,364","1,727","1,026","4,881","2,848","2,259"
2021,9,20,"132,241","50,305","18,398","31,907","5,959","5,393","20,862","11,329","6,064","2,708","9,224","2,179","2,935","2,103","1,455","5,189","3,721","2,815"
2021,9,30,"140,621","54,632","16,807","37,825","4,851","4,883","25,869","12,074","5,478","2,291","12,543","1,804","2,260","1,808","1,095","5,216","3,214","2,603"
2021,9,40,"173,549","57,820","21,640","36,180","6,837","7,365","31,313","14,864","7,875","4,016","15,131","3,290","3,720","2,997","1,741","7,380","4,986","4,214"
2021,9,50,"179,653","53,101","21,997","31,104","9,215","8,872","25,930","15,333","10,150","3,577","14,883","4,907","5,461","4,530","2,788","8,274","7,026","5,606"
2021,9,60,"149,145","34,844","16,885","17,959","9,715","8,800","17,361","11,845","10,516","2,325","11,576","5,307","6,812","5,147","3,326","7,614","7,790","6,167"
2021,9,70,"78,628","13,894","7,243","6,651","5,260","5,121","8,173","6,594","5,816",967,"6,278","3,135","4,241","3,605","2,073","4,562","4,675","4,234"
2021,9,80,"36,197","5,448","2,950","2,498","2,557","2,299","3,560","2,991","2,778",370,"2,933","1,432","2,313","1,933","1,196","2,274","2,465","1,648"
2021,9,90,"3,523",503,277,226,292,219,305,265,301,39,295,136,253,214,126,221,208,146
2021,9,100,90,19,11,8,8,7,10,2,8,1,8,1,4,1,4,4,6,7
2021,10,총,"1,083,133","336,326","129,471","206,855","51,613","49,996","168,355","92,067","57,304","21,469","88,773","25,545","31,754","25,136","15,450","49,522","38,671","31,152"
2021,10,0,"84,182","30,311","9,815","20,496","2,802","2,882","16,339","7,580","3,486","1,895","7,451","1,210","1,452","1,096",603,"3,871","1,754","1,450"
2021,10,10,"104,329","35,054","13,357","21,697","4,102","4,157","18,220","9,102","4,911","3,286","8,306","2,136","2,350","1,715","1,024","4,887","2,842","2,237"
2021,10,20,"132,097","50,266","18,411","31,855","5,960","5,378","20,846","11,302","6,025","2,706","9,242","2,183","2,917","2,114","1,461","5,181","3,710","2,806"
2021,10,30,"140,454","54,599","16,785","37,814","4,848","4,869","25,915","12,063","5,451","2,266","12,517","1,786","2,252","1,803","1,093","5,199","3,199","2,594"
2021,10,40,"173,349","57,844","21,579","36,265","6,815","7,327","31,372","14,870","7,802","3,995","15,137","3,268","3,691","2,957","1,732","7,388","4,956","4,195"
2021,10,50,"180,330","53,257","22,042","31,215","9,216","8,907","26,101","15,413","10,184","3,600","14,974","4,935","5,469","4,526","2,796","8,302","7,021","5,629"
2021,10,60,"149,593","35,042","16,961","18,081","9,731","8,813","17,467","11,852","10,524","2,330","11,601","5,312","6,806","5,176","3,328","7,602","7,810","6,199"
2021,10,70,"78,854","13,957","7,268","6,689","5,258","5,126","8,189","6,637","5,815",979,"6,305","3,148","4,239","3,605","2,081","4,588","4,689","4,238"
2021,10,80,"36,297","5,467","2,959","2,508","2,581","2,311","3,589","2,975","2,792",372,"2,939","1,429","2,322","1,925","1,202","2,272","2,477","1,644"
2021,10,90,"3,558",511,283,228,291,219,305,271,305,39,296,136,252,218,127,228,207,153
2021,10,100,90,18,11,7,9,7,12,2,9,1,5,2,4,1,3,4,6,7
2021,11,총,"1,083,419","336,545","129,473","207,072","51,580","49,941","168,792","92,088","57,269","21,465","88,885","25,522","31,698","25,078","15,430","49,466","38,602","31,058"
2021,11,0,"83,739","30,146","9,751","20,395","2,781","2,878","16,297","7,541","3,459","1,883","7,419","1,198","1,435","1,080",601,"3,850","1,742","1,429"
2021,11,10,"104,284","35,076","13,349","21,727","4,102","4,136","18,260","9,070","4,891","3,282","8,321","2,132","2,359","1,715","1,012","4,881","2,837","2,210"
2021,11,20,"131,927","50,195","18,343","31,852","5,939","5,353","20,886","11,304","6,041","2,692","9,228","2,170","2,907","2,110","1,461","5,157","3,695","2,789"
2021,11,30,"140,298","54,598","16,773","37,825","4,846","4,861","25,874","12,076","5,443","2,274","12,502","1,778","2,231","1,788","1,090","5,182","3,176","2,579"
2021,11,40,"173,266","57,922","21,587","36,335","6,792","7,281","31,495","14,836","7,769","3,971","15,147","3,265","3,683","2,936","1,712","7,363","4,936","4,158"
2021,11,50,"180,771","53,368","22,068","31,300","9,231","8,933","26,273","15,450","10,210","3,614","15,049","4,920","5,457","4,511","2,802","8,305","7,010","5,638"
2021,11,60,"150,144","35,224","17,054","18,170","9,748","8,820","17,569","11,912","10,528","2,346","11,656","5,332","6,815","5,178","3,341","7,633","7,819","6,223"
2021,11,70,"78,965","13,994","7,283","6,711","5,264","5,133","8,209","6,643","5,828",990,"6,317","3,151","4,235","3,618","2,071","4,583","4,690","4,239"
2021,11,80,"36,356","5,484","2,970","2,514","2,573","2,316","3,618","2,982","2,786",374,"2,942","1,441","2,316","1,917","1,205","2,279","2,484","1,639"
2021,11,90,"3,594",522,286,236,295,224,302,272,307,38,302,133,257,224,132,228,209,149
2021,11,100,75,16,9,7,9,6,9,2,7,1,2,2,3,1,3,5,4,5
2021,12,총,"1,083,366","336,612","129,399","207,213","51,459","49,933","168,881","92,122","57,147","21,563","88,952","25,466","31,634","25,081","15,472","49,437","38,574","31,033"
2021,12,0,"83,319","30,054","9,693","20,361","2,761","2,852","16,200","7,505","3,424","1,875","7,407","1,173","1,415","1,078",604,"3,824","1,725","1,422"
2021,12,10,"104,165","35,067","13,320","21,747","4,072","4,150","18,274","9,080","4,871","3,276","8,302","2,125","2,348","1,698","1,017","4,873","2,813","2,199"
2021,12,20,"131,774","50,082","18,306","31,776","5,913","5,348","20,910","11,297","6,016","2,697","9,252","2,152","2,899","2,117","1,486","5,119","3,697","2,789"
2021,12,30,"139,987","54,514","16,755","37,759","4,816","4,823","25,783","12,055","5,418","2,336","12,455","1,769","2,223","1,781","1,090","5,190","3,174","2,560"
2021,12,40,"173,385","58,026","21,582","36,444","6,768","7,290","31,589","14,839","7,743","3,986","15,165","3,262","3,677","2,923","1,711","7,356","4,909","4,141"
2021,12,50,"180,799","53,407","22,041","31,366","9,198","8,916","26,313","15,480","10,190","3,626","15,068","4,913","5,422","4,497","2,797","8,299","7,035","5,638"
2021,12,60,"150,583","35,361","17,127","18,234","9,761","8,844","17,629","11,936","10,547","2,353","11,715","5,342","6,843","5,196","3,367","7,655","7,805","6,229"
2021,12,70,"79,071","14,047","7,323","6,724","5,291","5,133","8,227","6,640","5,810","1,001","6,322","3,143","4,227","3,642","2,059","4,587","4,707","4,235"
2021,12,80,"36,574","5,523","2,964","2,559","2,571","2,348","3,632","3,018","2,809",374,"2,959","1,451","2,314","1,921","1,204","2,290","2,489","1,671"
2021,12,90,"3,644",520,283,237,302,225,316,269,312,38,305,134,263,227,134,240,215,144
2021,12,100,65,11,5,6,6,4,8,3,7,1,2,2,3,1,3,4,5,5
