년도,월,나이,수원시,장안구,파장동,율천동,정자1동,정자2동,정자3동,영화동,송죽동,조원1동,조원2동,연무동,권선구,세류1동,세류2동,세류3동,평동,서둔동,구운동,금곡동,호매실동,권선1동,권선2동,곡선동,입북동,팔달구,매교동,매산동,고등동,화서1동,화서2동,지동,우만1동,우만2동,인계동,행궁동,영통구,매탄1동,매탄2동,매탄3동,매탄4동,원천동,영통1동,영통2동,영통3동,망포1동,망포2동,광교1동,광교2동
2021,1,60,"121,665","31,033","3,358","3,810","3,063","3,445","2,816","3,530","2,554","3,773","2,070","2,614","40,467","1,340","3,400","2,841","5,103","5,059","3,345","4,230","3,838","2,821","4,529","2,137","1,824","22,667",904,"1,606","1,494","3,223","2,644","2,059","2,949","1,725","4,061","2,002","27,498","2,109","1,795","2,757","2,352","3,060","2,458","1,227","2,202","2,215","1,564","3,053","2,706"
2021,1,70,"56,690","15,811","1,666","1,750","1,495","1,980","1,354","1,788","1,207","1,986","1,016","1,569","17,532",692,"1,622","1,491","2,181","2,431","1,446","1,959","1,585","1,093","1,502",769,761,"11,919",500,823,931,"1,794","1,219","1,211","1,650",784,"1,847","1,160","11,428",910,855,"1,172",998,"1,308","1,039",581,814,837,544,"1,190","1,180"
2021,1,80,"25,134","7,583",759,908,739,879,702,697,526,961,656,756,"7,565",291,677,571,980,949,656,915,694,461,630,419,322,"4,942",216,336,356,676,589,514,635,358,794,468,"5,044",326,346,571,473,547,539,281,448,328,253,462,470
2021,1,90,"4,007","1,283",117,144,123,131,111,116,100,165,124,152,"1,172",52,103,91,166,128,91,147,84,66,111,81,52,718,24,56,46,91,86,70,84,54,115,92,834,62,66,77,70,100,79,44,80,61,35,91,69
2021,1,100,324,90,8,11,9,6,1,21,6,6,2,20,96,12,12,13,17,12,7,1,5,3,7,6,1,99,9,6,13,13,6,12,9,1,17,13,39,4,6,4,3,3,7,3,1,2,2,0,4
2021,2,총,"1,186,273","272,823","23,519","43,000","29,701","29,990","42,578","20,304","19,692","28,699","19,057","16,283","368,157","10,388","23,671","19,293","40,986","38,092","24,811","45,743","46,528","24,957","49,406","27,472","16,810","177,307","5,949","10,598","11,617","23,271","26,669","11,263","20,445","17,154","39,436","10,905","367,986","18,167","15,107","36,263","22,045","39,036","35,736","26,573","32,998","31,495","28,259","52,996","29,311"
2021,2,0,"95,749","17,934","1,325","3,089","2,469","1,914","3,592",847,"1,125","1,468","1,396",709,"32,052",862,"1,137",940,"3,119","2,394","1,431","4,900","7,028","1,303","5,612","1,651","1,675","9,667",239,422,699,"1,481","1,969",400,890,"1,154","2,145",268,"36,096","1,124",894,"2,850","1,355","4,380","3,554","2,547","2,593","3,467","4,324","5,564","3,444"
2021,2,10,"117,740","28,366","1,840","4,103","3,517","3,149","6,903","1,207","1,747","2,797","2,055","1,048","33,260",615,"1,587","1,529","3,540","3,178","2,047","4,957","4,600","1,718","5,441","2,242","1,806","13,959",309,473,817,"2,169","2,976",709,"1,392","1,795","2,848",471,"42,155","1,880","1,510","4,392","2,238","3,609","4,828","2,174","4,355","4,074","3,248","6,803","3,044"
2021,2,20,"186,260","43,782","3,405","10,064","4,112","4,350","6,245","2,691","3,019","4,325","2,946","2,625","54,212","1,475","3,595","2,723","6,341","5,813","3,907","6,183","5,046","5,092","6,699","5,305","2,033","29,399",890,"1,829","1,645","3,191","4,103","1,344","3,273","3,636","7,989","1,499","58,867","3,096","2,481","6,464","3,793","6,493","4,891","5,568","6,575","4,517","3,368","8,416","3,205"
2021,2,30,"177,803","32,450","2,977","5,784","3,447","3,660","4,366","2,499","2,628","3,239","2,023","1,827","57,652","1,707","3,562","2,578","5,754","5,255","3,296","6,565","9,062","4,503","7,860","5,264","2,246","25,211",921,"1,654","1,671","2,608","3,426","1,193","2,897","2,189","7,344","1,308","62,490","2,387","1,955","5,507","3,226","7,412","5,424","6,754","4,418","4,934","5,647","9,468","5,358"
2021,2,40,"202,518","44,986","3,664","6,515","5,422","5,020","8,912","2,913","3,067","4,440","2,893","2,140","61,652","1,490","3,678","3,062","6,164","6,064","3,706","8,157","8,512","3,690","9,013","4,938","3,178","27,636",851,"1,440","1,753","3,868","4,489","1,624","2,987","2,734","6,400","1,490","68,244","2,943","2,407","6,790","3,726","7,288","7,090","4,220","6,089","5,829","5,553","10,680","5,629"
2021,2,50,"196,855","49,183","4,376","6,778","5,280","5,435","7,543","3,970","3,683","5,478","3,838","2,802","62,085","1,856","4,283","3,438","7,547","6,777","4,837","7,669","6,034","4,190","7,940","4,623","2,891","30,670","1,085","1,938","1,955","4,154","5,113","2,111","3,656","2,702","5,832","2,124","54,917","3,304","2,775","5,642","3,776","4,778","5,772","3,168","5,389","5,188","3,697","7,251","4,177"
2021,2,60,"122,853","31,294","3,373","3,856","3,084","3,452","2,856","3,543","2,574","3,823","2,098","2,635","40,818","1,344","3,413","2,851","5,169","5,082","3,380","4,292","3,882","2,828","4,583","2,166","1,828","22,939",911,"1,616","1,640","3,221","2,680","2,072","2,970","1,740","4,084","2,005","27,802","2,121","1,816","2,781","2,381","3,113","2,493","1,232","2,235","2,250","1,584","3,071","2,725"
2021,2,70,"56,741","15,809","1,663","1,743","1,493","1,990","1,345","1,789","1,210","1,990","1,021","1,565","17,509",686,"1,618","1,489","2,176","2,429","1,449","1,945","1,577","1,097","1,504",772,767,"11,983",493,825,995,"1,790","1,217","1,212","1,644",789,"1,859","1,159","11,440",915,844,"1,177",993,"1,307","1,048",578,811,839,544,"1,201","1,183"
2021,2,80,"25,385","7,646",772,914,743,881,707,707,536,967,657,762,"7,637",289,683,578,990,959,655,927,697,467,635,423,334,"5,013",218,338,380,683,600,518,645,359,797,475,"5,089",331,352,577,478,552,551,285,449,334,256,452,472
2021,2,90,"4,038","1,282",116,143,125,134,107,118,96,166,127,150,"1,183",52,103,92,169,129,96,147,84,66,112,82,51,729,23,57,48,93,90,68,82,55,121,92,844,62,66,79,76,101,78,44,83,61,35,89,70
2021,2,100,331,91,8,11,9,5,2,20,7,6,3,20,97,12,12,13,17,12,7,1,6,3,7,6,1,101,9,6,14,13,6,12,9,1,17,14,42,4,7,4,3,3,7,3,1,2,3,1,4
2021,3,총,"1,185,984","271,918","23,472","43,381","29,535","29,781","42,343","20,102","19,605","28,490","19,033","16,176","366,553","10,256","23,619","19,160","40,758","37,829","24,653","45,648","46,464","24,850","49,124","27,413","16,779","180,743","5,919","10,490","16,679","22,690","26,409","11,126","20,353","17,101","39,248","10,728","366,770","18,091","14,980","36,167","21,943","38,899","35,541","26,438","32,925","31,345","28,118","53,036","29,287"
2021,3,0,"95,345","17,736","1,320","3,055","2,449","1,885","3,537",834,"1,111","1,443","1,393",709,"31,681",849,"1,137",915,"3,093","2,357","1,392","4,863","6,961","1,274","5,534","1,643","1,663","10,247",239,421,"1,389","1,459","1,941",398,873,"1,144","2,117",266,"35,681","1,100",862,"2,797","1,331","4,330","3,508","2,528","2,557","3,432","4,288","5,523","3,425"
2021,3,10,"117,788","28,483","1,826","4,440","3,480","3,121","6,840","1,192","1,737","2,764","2,041","1,042","33,140",606,"1,584","1,533","3,528","3,158","2,042","4,941","4,629","1,708","5,399","2,218","1,794","14,144",317,476,"1,181","2,080","2,930",692,"1,366","1,788","2,849",465,"42,021","1,866","1,504","4,357","2,229","3,627","4,783","2,151","4,345","4,038","3,242","6,823","3,056"
2021,3,20,"186,757","43,937","3,391","10,330","4,105","4,349","6,231","2,679","2,997","4,287","2,925","2,643","54,026","1,488","3,589","2,714","6,305","5,769","3,913","6,135","5,039","5,071","6,638","5,333","2,032","29,951",881,"1,809","2,304","3,151","4,070","1,353","3,249","3,623","8,007","1,504","58,843","3,093","2,459","6,481","3,790","6,514","4,900","5,538","6,591","4,495","3,356","8,437","3,189"
2021,3,30,"177,670","32,202","2,976","5,733","3,405","3,626","4,352","2,439","2,601","3,223","2,023","1,824","57,280","1,686","3,541","2,556","5,721","5,231","3,237","6,537","9,007","4,485","7,794","5,241","2,244","26,218",921,"1,652","2,824","2,545","3,429","1,166","2,887","2,181","7,306","1,307","61,970","2,375","1,921","5,493","3,199","7,286","5,361","6,694","4,397","4,899","5,553","9,449","5,343"
2021,3,40,"201,650","44,576","3,644","6,427","5,352","4,971","8,846","2,909","3,051","4,394","2,868","2,114","61,192","1,454","3,666","3,023","6,073","5,997","3,665","8,157","8,484","3,683","8,949","4,888","3,153","27,977",844,"1,427","2,502","3,728","4,420","1,604","2,969","2,704","6,338","1,441","67,905","2,916","2,387","6,743","3,679","7,285","7,038","4,200","6,029","5,800","5,560","10,654","5,614"
2021,3,50,"196,496","48,786","4,344","6,740","5,290","5,353","7,516","3,911","3,645","5,413","3,821","2,753","61,860","1,858","4,253","3,424","7,505","6,736","4,816","7,640","6,025","4,149","7,929","4,616","2,909","31,003","1,075","1,908","2,690","4,050","5,051","2,061","3,626","2,690","5,782","2,070","54,847","3,284","2,750","5,643","3,776","4,782","5,728","3,158","5,394","5,167","3,698","7,275","4,192"
2021,3,60,"124,098","31,515","3,410","3,879","3,096","3,467","2,877","3,549","2,624","3,852","2,127","2,634","41,094","1,317","3,422","2,863","5,200","5,083","3,397","4,363","3,931","2,855","4,618","2,200","1,845","23,408",911,"1,605","2,115","3,169","2,676","2,076","3,007","1,773","4,103","1,973","28,081","2,140","1,830","2,818","2,392","3,118","2,528","1,258","2,263","2,277","1,587","3,128","2,742"
2021,3,70,"56,525","15,717","1,668","1,732","1,494","1,972","1,337","1,770","1,205","1,980","1,014","1,545","17,433",667,"1,628","1,470","2,165","2,410","1,427","1,933","1,602","1,093","1,515",766,757,"11,975",487,805,"1,179","1,736","1,190","1,191","1,631",783,"1,832","1,141","11,400",915,837,"1,175",994,"1,306","1,059",577,809,821,539,"1,193","1,175"
2021,3,80,"25,500","7,649",771,897,736,905,699,706,534,969,681,751,"7,650",283,686,573,995,955,665,933,701,463,633,428,335,"5,062",218,327,436,681,605,515,658,358,795,469,"5,139",333,357,577,477,554,553,287,457,350,256,463,475
2021,3,90,"3,958","1,255",114,142,124,128,106,106,93,165,136,141,"1,146",47,102,84,164,128,96,145,82,66,108,78,46,713,23,53,57,85,91,67,80,56,113,88,844,65,68,79,73,95,77,44,82,64,36,89,72
2021,3,100,197,62,8,6,4,4,2,7,7,0,4,20,51,1,11,5,9,5,3,1,3,3,7,2,1,45,3,7,2,6,6,3,7,1,6,4,39,4,5,4,3,2,6,3,1,2,3,2,4
2021,4,총,"1,185,532","271,170","23,459","43,236","29,434","29,682","42,278","20,023","19,610","28,408","18,925","16,115","365,778","10,246","23,574","19,091","40,622","37,743","24,525","45,622","46,430","24,835","48,989","27,368","16,733","182,377","5,932","10,494","18,603","22,600","26,409","11,071","20,324","17,081","39,192","10,671","366,207","18,015","14,935","36,154","21,884","38,889","35,440","26,394","32,916","31,250","28,023","52,998","29,309"
2021,4,0,"94,805","17,609","1,322","3,033","2,430","1,859","3,517",826,"1,118","1,443","1,374",687,"31,392",836,"1,127",912,"3,065","2,332","1,369","4,817","6,906","1,276","5,492","1,617","1,643","10,361",239,421,"1,542","1,466","1,943",392,872,"1,140","2,085",261,"35,443","1,092",850,"2,768","1,302","4,318","3,485","2,517","2,550","3,392","4,263","5,484","3,422"
2021,4,10,"117,430","28,305","1,814","4,406","3,465","3,112","6,805","1,183","1,732","2,715","2,031","1,042","33,028",601,"1,580","1,523","3,508","3,136","2,027","4,944","4,633","1,695","5,386","2,205","1,790","14,203",314,476,"1,313","2,071","2,908",690,"1,360","1,773","2,838",460,"41,894","1,833","1,501","4,352","2,228","3,638","4,750","2,135","4,307","4,022","3,238","6,826","3,064"
2021,4,20,"186,516","43,729","3,388","10,286","4,055","4,315","6,226","2,666","2,981","4,283","2,897","2,632","53,874","1,496","3,590","2,701","6,263","5,771","3,893","6,150","5,012","5,082","6,586","5,309","2,021","30,218",885,"1,799","2,583","3,145","4,084","1,354","3,235","3,618","8,023","1,492","58,695","3,079","2,464","6,450","3,756","6,504","4,886","5,522","6,597","4,484","3,327","8,434","3,192"
2021,4,30,"177,506","32,149","2,975","5,738","3,422","3,608","4,365","2,416","2,593","3,217","2,002","1,813","56,995","1,679","3,526","2,542","5,677","5,222","3,221","6,525","8,938","4,462","7,743","5,232","2,228","26,591",928,"1,667","3,153","2,571","3,424","1,158","2,878","2,205","7,294","1,313","61,771","2,362","1,900","5,512","3,189","7,240","5,369","6,674","4,412","4,877","5,483","9,426","5,327"
2021,4,40,"201,444","44,353","3,627","6,396","5,294","4,970","8,798","2,882","3,060","4,366","2,840","2,120","61,108","1,454","3,654","3,016","6,079","5,968","3,638","8,127","8,538","3,676","8,960","4,863","3,135","28,136",844,"1,427","2,801","3,682","4,402","1,582","2,955","2,699","6,316","1,428","67,847","2,907","2,377","6,756","3,677","7,302","6,981","4,193","6,031","5,777","5,579","10,638","5,629"
2021,4,50,"196,348","48,647","4,332","6,715","5,301","5,320","7,503","3,902","3,645","5,389","3,815","2,725","61,656","1,859","4,225","3,386","7,453","6,685","4,772","7,639","6,057","4,136","7,902","4,630","2,912","31,205","1,071","1,908","3,021","4,020","5,046","2,044","3,616","2,680","5,762","2,037","54,840","3,278","2,742","5,619","3,779","4,785","5,727","3,180","5,391","5,169","3,680","7,300","4,190"
2021,4,60,"125,117","31,703","3,429","3,904","3,104","3,497","2,919","3,560","2,635","3,877","2,142","2,636","41,424","1,319","3,444","2,878","5,228","5,127","3,420","4,409","3,958","2,881","4,656","2,240","1,864","23,721",916,"1,608","2,365","3,149","2,704","2,075","3,015","1,775","4,127","1,987","28,269","2,144","1,835","2,854","2,389","3,137","2,544","1,262","2,284","2,299","1,615","3,145","2,761"
2021,4,70,"56,593","15,698","1,676","1,708","1,503","1,956","1,338","1,772","1,207","1,980","1,012","1,546","17,435",667,"1,623","1,470","2,176","2,406","1,426","1,939","1,596","1,097","1,517",763,755,"12,064",486,797,"1,298","1,714","1,193","1,189","1,633",782,"1,836","1,136","11,396",911,836,"1,180","1,002","1,311","1,056",575,813,815,544,"1,187","1,166"
2021,4,80,"25,609","7,661",771,901,735,906,697,703,544,973,678,753,"7,660",289,691,577,"1,000",953,659,926,704,460,635,426,340,"5,127",223,330,466,693,612,517,672,352,795,467,"5,161",340,358,579,487,555,556,288,449,349,253,467,480
2021,4,90,"3,965","1,255",117,142,121,135,108,106,88,165,131,142,"1,154",45,103,82,165,138,97,143,85,67,105,80,44,706,23,54,58,84,87,67,81,56,110,86,850,65,67,80,72,97,79,45,81,64,38,89,73
2021,4,100,199,61,8,7,4,4,2,7,7,0,3,19,52,1,11,4,8,5,3,3,3,3,7,3,1,45,3,7,3,5,6,3,7,1,6,4,41,4,5,4,3,2,7,3,1,2,3,2,5
2021,5,총,"1,184,922","270,807","23,486","43,156","29,388","29,608","42,203","20,014","19,609","28,353","18,904","16,086","365,384","10,272","23,525","19,009","40,552","37,756","24,518","45,604","46,435","24,780","48,878","27,317","16,738","182,844","5,928","10,464","19,082","22,575","26,384","11,013","20,248","17,070","39,398","10,682","365,887","17,948","14,934","36,180","21,820","38,885","35,352","26,345","32,814","31,270","27,995","52,990","29,354"
2021,5,0,"94,269","17,475","1,322","3,010","2,410","1,842","3,467",830,"1,119","1,425","1,376",674,"31,224",840,"1,119",903,"3,032","2,312","1,374","4,794","6,880","1,262","5,437","1,621","1,650","10,352",239,421,"1,582","1,451","1,933",390,858,"1,143","2,069",266,"35,218","1,083",841,"2,753","1,278","4,283","3,456","2,490","2,525","3,401","4,246","5,452","3,410"
2021,5,10,"116,984","28,134","1,815","4,353","3,449","3,088","6,777","1,179","1,718","2,708","2,019","1,028","32,926",602,"1,561","1,499","3,501","3,129","2,021","4,938","4,649","1,673","5,389","2,197","1,767","14,133",314,472,"1,315","2,070","2,888",683,"1,361","1,746","2,831",453,"41,791","1,834","1,484","4,351","2,212","3,635","4,733","2,126","4,272","4,018","3,238","6,816","3,072"
2021,5,20,"186,314","43,624","3,390","10,261","4,048","4,310","6,221","2,649","2,975","4,263","2,878","2,629","53,715","1,520","3,554","2,694","6,247","5,761","3,885","6,130","4,995","5,061","6,539","5,291","2,038","30,394",879,"1,809","2,672","3,145","4,077","1,359","3,202","3,630","8,110","1,511","58,581","3,049","2,481","6,440","3,756","6,518","4,874","5,476","6,574","4,483","3,297","8,443","3,190"
2021,5,30,"177,419","32,091","2,984","5,717","3,411","3,587","4,346","2,419","2,586","3,221","2,007","1,813","56,961","1,686","3,512","2,524","5,713","5,243","3,232","6,527","8,888","4,455","7,738","5,220","2,223","26,715",921,"1,643","3,243","2,585","3,423","1,151","2,864","2,194","7,370","1,321","61,652","2,353","1,893","5,515","3,168","7,217","5,346","6,673","4,398","4,898","5,435","9,426","5,330"
2021,5,40,"200,875","44,174","3,617","6,386","5,268","4,935","8,756","2,862","3,060","4,333","2,842","2,115","60,910","1,449","3,666","2,996","6,031","5,945","3,627","8,096","8,575","3,669","8,909","4,824","3,123","28,088",838,"1,432","2,866","3,666","4,374","1,563","2,929","2,699","6,305","1,416","67,703","2,885","2,378","6,766","3,653","7,300","6,929","4,186","6,009","5,762","5,600","10,599","5,636"
2021,5,50,"196,365","48,630","4,346","6,721","5,305","5,307","7,533","3,891","3,625","5,392","3,801","2,709","61,568","1,854","4,187","3,378","7,422","6,678","4,756","7,664","6,057","4,110","7,905","4,637","2,920","31,244","1,082","1,895","3,095","4,003","5,064","2,030","3,594","2,678","5,773","2,030","54,923","3,264","2,737","5,628","3,768","4,815","5,744","3,200","5,382","5,160","3,681","7,336","4,208"
2021,5,60,"126,204","31,983","3,436","3,945","3,141","3,529","2,963","3,582","2,670","3,895","2,169","2,653","41,762","1,327","3,484","2,891","5,264","5,177","3,441","4,443","3,989","2,911","4,694","2,263","1,878","23,912",915,"1,614","2,443","3,158","2,719","2,067","3,046","1,785","4,171","1,994","28,547","2,164","1,852","2,885","2,416","3,155","2,563","1,276","2,311","2,321","1,651","3,176","2,777"
2021,5,70,"56,583","15,688","1,674","1,715","1,490","1,957","1,331","1,779","1,218","1,971","1,007","1,546","17,415",660,"1,630","1,460","2,169","2,411","1,415","1,932","1,599","1,111","1,518",758,752,"12,069",487,788,"1,323","1,709","1,194","1,182","1,624",787,"1,840","1,135","11,411",904,834,"1,183","1,008","1,308","1,062",578,812,812,555,"1,191","1,164"
2021,5,80,"25,749","7,696",778,902,739,912,701,710,545,975,672,762,"7,698",287,698,578,999,962,666,933,712,460,639,423,341,"5,189",228,331,481,698,620,519,684,351,811,466,"5,166",341,364,575,485,556,557,290,451,351,250,459,487
2021,5,90,"3,961","1,251",116,139,123,137,107,106,86,169,129,139,"1,153",46,103,82,166,133,98,144,88,65,103,80,45,702,21,52,58,85,86,66,80,56,112,86,855,67,65,80,73,96,82,47,79,62,39,90,75
2021,5,100,199,61,8,7,4,4,1,7,7,1,4,18,52,1,11,4,8,5,3,3,3,3,7,3,1,46,4,7,4,5,6,3,6,1,6,4,40,4,5,4,3,2,6,3,1,2,3,2,5
2021,6,총,"1,184,210","270,373","23,478","42,989","29,338","29,544","42,151","20,082","19,573","28,300","18,845","16,073","365,208","10,284","23,501","18,964","40,464","37,786","24,474","45,617","46,408","24,770","48,874","27,338","16,728","183,123","5,914","10,410","19,400","22,657","26,388","10,961","20,223","17,061","39,443","10,666","365,506","17,889","14,936","36,135","21,768","38,859","35,275","26,358","32,710","31,274","27,961","52,990","29,351"
2021,6,0,"93,800","17,338","1,305","2,982","2,397","1,827","3,442",827,"1,116","1,414","1,365",663,"31,084",854,"1,107",895,"3,017","2,306","1,358","4,762","6,868","1,248","5,417","1,605","1,647","10,373",239,418,"1,617","1,449","1,944",388,852,"1,131","2,062",273,"35,005","1,083",837,"2,737","1,246","4,260","3,432","2,484","2,489","3,387","4,250","5,409","3,391"
2021,6,10,"116,656","27,937","1,811","4,243","3,434","3,078","6,779","1,179","1,705","2,681","2,014","1,013","32,870",600,"1,557","1,490","3,481","3,105","2,009","4,948","4,665","1,666","5,400","2,188","1,761","14,115",317,464,"1,323","2,081","2,883",678,"1,341","1,750","2,831",447,"41,734","1,828","1,476","4,320","2,197","3,635","4,711","2,122","4,271","4,017","3,242","6,829","3,086"
2021,6,20,"185,985","43,510","3,386","10,202","4,044","4,295","6,214","2,672","2,959","4,246","2,847","2,645","53,594","1,540","3,565","2,681","6,195","5,767","3,880","6,109","4,971","5,051","6,504","5,296","2,035","30,465",870,"1,800","2,730","3,154","4,059","1,352","3,219","3,613","8,149","1,519","58,416","3,019","2,482","6,448","3,766","6,493","4,866","5,438","6,545","4,484","3,268","8,437","3,170"
2021,6,30,"177,224","32,002","2,993","5,698","3,378","3,578","4,333","2,425","2,577","3,217","1,997","1,806","56,859","1,691","3,503","2,520","5,687","5,256","3,216","6,512","8,842","4,465","7,738","5,207","2,222","26,773",926,"1,624","3,297","2,601","3,441","1,136","2,864","2,183","7,384","1,317","61,590","2,357","1,911","5,501","3,150","7,186","5,357","6,704","4,373","4,891","5,400","9,417","5,343"
2021,6,40,"200,644","44,077","3,606","6,371","5,264","4,922","8,737","2,863","3,044","4,317","2,846","2,107","60,901","1,447","3,670","2,990","6,009","5,932","3,619","8,121","8,588","3,672","8,906","4,836","3,111","28,091",838,"1,431","2,915","3,670","4,372","1,546","2,908","2,696","6,308","1,407","67,575","2,866","2,358","6,739","3,645","7,298","6,906","4,179","5,973","5,759","5,607","10,607","5,638"
2021,6,50,"196,011","48,542","4,335","6,748","5,299","5,294","7,511","3,880","3,621","5,371","3,770","2,713","61,362","1,838","4,164","3,357","7,416","6,674","4,733","7,632","6,038","4,103","7,865","4,622","2,920","31,203","1,070","1,868","3,146","3,999","5,051","2,027","3,583","2,689","5,748","2,022","54,904","3,245","2,731","5,631","3,756","4,827","5,718","3,211","5,379","5,161","3,686","7,354","4,205"
2021,6,60,"127,318","32,280","3,469","3,987","3,175","3,538","2,996","3,616","2,706","3,936","2,201","2,656","42,164","1,328","3,494","2,899","5,313","5,236","3,476","4,493","4,027","2,922","4,774","2,308","1,894","24,089",919,"1,628","2,483","3,194","2,738","2,068","3,066","1,794","4,210","1,989","28,785","2,176","1,869","2,917","2,435","3,187","2,574","1,295","2,340","2,340","1,667","3,193","2,792"
2021,6,70,"56,507","15,661","1,668","1,714","1,483","1,960","1,322","1,792","1,206","1,964","1,006","1,546","17,406",649,"1,628","1,467","2,170","2,400","1,405","1,944","1,600","1,112","1,512",770,749,"12,053",485,785,"1,336","1,712","1,188","1,178","1,620",786,"1,832","1,131","11,387",905,833,"1,182","1,000","1,314","1,054",574,803,816,551,"1,191","1,164"
2021,6,80,"25,909","7,719",784,897,736,915,709,717,545,982,664,770,"7,754",291,699,578,"1,003",972,677,944,717,461,649,421,342,"5,215",225,333,491,706,621,521,685,359,802,472,"5,221",338,368,579,497,561,568,301,456,357,249,464,483
2021,6,90,"3,951","1,245",112,140,124,133,107,104,87,171,131,136,"1,158",45,101,83,164,132,98,149,89,68,102,82,45,699,21,52,57,86,85,64,79,59,111,85,849,68,66,77,73,96,83,47,80,60,38,87,74
2021,6,100,205,62,9,7,4,4,1,7,7,1,4,18,56,1,13,4,9,6,3,3,3,2,7,3,2,47,4,7,5,5,6,3,6,1,6,4,40,4,5,4,3,2,6,3,1,2,3,2,5
2021,7,총,"1,183,615","270,044","23,488","42,819","29,245","29,535","42,117","20,072","19,586","28,322","18,801","16,059","365,157","10,245","23,518","18,887","40,412","37,974","24,458","45,597","46,434","24,747","48,887","27,298","16,700","183,198","5,892","10,431","19,580","22,631","26,328","10,921","20,199","17,044","39,521","10,651","365,216","17,846","14,900","36,109","21,701","38,945","35,157","26,364","32,699","31,214","27,970","52,918","29,393"
2021,7,0,"93,371","17,191","1,291","2,974","2,371","1,804","3,407",812,"1,107","1,415","1,352",658,"30,971",855,"1,102",877,"3,017","2,296","1,353","4,728","6,856","1,244","5,414","1,586","1,643","10,348",238,419,"1,634","1,437","1,930",387,842,"1,128","2,055",278,"34,861","1,090",832,"2,722","1,240","4,263","3,408","2,493","2,466","3,376","4,234","5,359","3,378"
2021,7,10,"116,340","27,850","1,826","4,165","3,418","3,074","6,780","1,177","1,713","2,678","2,010","1,009","32,792",593,"1,551","1,479","3,455","3,097","2,005","4,941","4,685","1,658","5,389","2,184","1,755","14,076",318,467,"1,335","2,068","2,873",677,"1,335","1,734","2,822",447,"41,622","1,815","1,468","4,303","2,183","3,639","4,677","2,126","4,261","4,007","3,254","6,786","3,103"
2021,7,20,"185,431","43,316","3,368","10,135","4,030","4,280","6,200","2,658","2,948","4,232","2,834","2,631","53,444","1,510","3,549","2,664","6,159","5,830","3,879","6,107","4,957","5,038","6,475","5,249","2,027","30,449",862,"1,800","2,763","3,157","4,026","1,348","3,208","3,612","8,158","1,515","58,222","2,997","2,471","6,435","3,730","6,521","4,826","5,393","6,540","4,449","3,246","8,449","3,165"
2021,7,30,"177,104","31,954","2,983","5,691","3,366","3,566","4,331","2,427","2,577","3,229","1,975","1,809","56,806","1,685","3,528","2,500","5,687","5,317","3,221","6,482","8,786","4,484","7,716","5,199","2,201","26,822",922,"1,619","3,339","2,582","3,429","1,121","2,869","2,189","7,425","1,327","61,522","2,356","1,906","5,488","3,162","7,175","5,363","6,711","4,372","4,875","5,370","9,424","5,320"
2021,7,40,"200,157","43,924","3,617","6,339","5,234","4,921","8,703","2,841","3,042","4,304","2,822","2,101","60,777","1,447","3,642","2,974","5,977","5,949","3,581","8,117","8,614","3,645","8,920","4,812","3,099","28,037",832,"1,446","2,942","3,656","4,347","1,540","2,885","2,689","6,310","1,390","67,419","2,833","2,340","6,732","3,628","7,325","6,856","4,189","5,944","5,743","5,652","10,523","5,654"
2021,7,50,"196,125","48,569","4,342","6,749","5,291","5,293","7,524","3,896","3,637","5,369","3,753","2,715","61,398","1,832","4,171","3,344","7,417","6,696","4,730","7,627","6,051","4,101","7,853","4,651","2,925","31,184","1,070","1,858","3,154","4,010","5,049","2,006","3,593","2,683","5,758","2,003","54,974","3,251","2,737","5,647","3,726","4,821","5,702","3,212","5,396","5,165","3,696","7,395","4,226"
2021,7,60,"128,279","32,504","3,479","4,022","3,202","3,569","3,022","3,642","2,712","3,960","2,239","2,657","42,475","1,330","3,511","2,919","5,347","5,258","3,502","4,544","4,065","2,936","4,828","2,331","1,904","24,248",916,"1,646","2,520","3,214","2,765","2,075","3,084","1,804","4,228","1,996","29,052","2,186","1,880","2,928","2,455","3,216","2,604","1,311","2,372","2,369","1,682","3,238","2,811"
2021,7,70,"56,611","15,668","1,667","1,699","1,473","1,968","1,328","1,786","1,214","1,968","1,015","1,550","17,482",658,"1,641","1,460","2,165","2,417","1,410","1,950","1,606","1,111","1,529",779,756,"12,049",478,782,"1,345","1,708","1,187","1,179","1,622",777,"1,837","1,134","11,412",911,832,"1,189","1,007","1,312","1,064",574,809,807,550,"1,191","1,166"
2021,7,80,"26,027","7,751",793,897,732,922,714,724,542,991,663,773,"7,788",289,707,584,"1,011",975,674,948,720,461,655,420,344,"5,244",231,334,488,706,631,520,678,366,815,475,"5,244",333,363,583,495,576,571,306,456,359,246,466,490
2021,7,90,"3,968","1,256",113,141,125,134,107,102,87,175,134,138,"1,167",45,103,82,167,133,100,150,91,67,101,84,44,696,22,53,56,88,85,65,77,61,107,82,849,70,66,79,72,95,80,46,82,62,37,85,75
2021,7,100,202,61,9,7,3,4,1,7,7,1,4,18,57,1,13,4,10,6,3,3,3,2,7,3,2,45,3,7,4,5,6,3,6,1,6,4,39,4,5,3,3,2,6,3,1,2,3,2,5
