년도,월,나이,대구광역시 달서구,대구광역시 달서구 성당동,대구광역시 달서구 두류1.2동,대구광역시 달서구 두류3동,대구광역시 달서구 감삼동,대구광역시 달서구 죽전동,대구광역시 달서구 장기동,대구광역시 달서구 용산1동,대구광역시 달서구 용산2동,대구광역시 달서구 이곡1동,대구광역시 달서구 이곡2동,대구광역시 달서구 신당동,대구광역시 달서구 본리동,대구광역시 달서구 월성1동,대구광역시 달서구 월성2동,대구광역시 달서구 진천동,대구광역시 달서구 상인1동,대구광역시 달서구 상인2동,대구광역시 달서구 상인3동,대구광역시 달서구 도원동,대구광역시 달서구 송현1동,대구광역시 달서구 송현2동,대구광역시 달서구 본동,대구광역시 달서구 유천동
2021,1,40,"89,075","3,593","1,823","1,131","4,100","1,963","2,761","5,242","4,584","3,730","2,368","4,542","4,032","10,709","2,274","13,707","6,383","2,638","1,245","5,201","2,735","2,380","1,934",
2021,1,50,"103,441","4,220","2,566","1,514","5,167","2,795","3,389","6,685","6,542","5,282","3,515","6,430","3,771","6,034","3,077","11,949","7,287","3,829","2,242","7,318","3,820","3,426","2,583",
2021,1,60,"73,878","3,850","2,499","1,392","3,708","2,178","2,252","3,563","3,418","2,523","2,618","3,802","2,595","2,929","3,144","8,183","5,092","2,978","2,632","5,655","3,295","3,414","2,158",
2021,1,70,"34,423","2,079","1,528",875,"1,584",945,"1,035","1,531","1,385","1,078",903,"1,876","1,045","1,296","2,054","3,613","2,130","1,229","1,357","2,241","1,747","1,823","1,069",
2021,1,80,"14,813",816,623,408,563,383,367,626,617,490,350,877,390,546,968,"1,460","1,000",534,633,"1,062",749,869,482,
2021,1,90,"1,754",85,58,38,71,41,40,56,64,50,40,106,47,70,97,179,140,75,92,129,89,114,73,
2021,1,100,90,9,6,5,2,2,3,2,2,1,0,1,5,8,6,17,5,3,1,1,3,8,0,
2021,2,총,"555,948","23,971","14,645","8,525","27,434","13,905","17,561","31,590","29,353","23,601","16,757","31,909","22,020","43,762","16,393","76,611","38,967","20,163","11,417","36,230","19,697","18,423","13,014",
2021,2,0,"39,466","1,626",566,380,"2,059",620,"1,323","2,007","1,794","1,320",865,"1,384","2,193","5,060",591,"8,806","2,942","1,112",349,"2,270",828,743,628,
2021,2,10,"54,706","2,033",713,568,"2,303",964,"1,663","3,536","2,920","2,476","1,367","2,389","2,187","8,302","1,157","8,345","4,763","1,462",586,"3,519","1,284","1,211",958,
2021,2,20,"78,411","2,888","2,348","1,269","4,172","2,312","2,482","4,995","4,687","4,130","2,561","6,805","2,611","4,259","1,765","9,078","5,251","3,473","1,224","5,024","2,894","2,514","1,669",
2021,2,30,"65,730","2,794","1,889",955,"3,725","1,718","2,236","3,324","3,296","2,525","2,148","3,662","3,105","4,505","1,273","11,217","4,010","2,842","1,046","3,826","2,244","1,929","1,461",
2021,2,40,"88,715","3,583","1,814","1,138","4,084","1,956","2,766","5,224","4,560","3,693","2,356","4,537","4,055","10,693","2,253","13,650","6,341","2,626","1,234","5,152","2,714","2,361","1,925",
2021,2,50,"103,239","4,207","2,569","1,497","5,135","2,775","3,379","6,696","6,534","5,275","3,511","6,411","3,767","6,059","3,070","11,967","7,248","3,811","2,230","7,287","3,814","3,426","2,571",
2021,2,60,"74,345","3,848","2,515","1,392","3,718","2,185","2,261","3,590","3,476","2,556","2,650","3,842","2,596","2,955","3,148","8,229","5,122","2,992","2,650","5,707","3,322","3,419","2,172",
2021,2,70,"34,527","2,085","1,536",876,"1,594",945,"1,034","1,536","1,390","1,080",909,"1,883","1,058","1,302","2,058","3,643","2,132","1,225","1,369","2,236","1,749","1,817","1,070",
2021,2,80,"14,925",814,631,407,572,388,369,618,629,494,347,887,393,547,971,"1,475","1,010",540,634,"1,077",757,880,485,
2021,2,90,"1,790",83,58,38,70,40,45,61,65,50,43,108,50,72,101,183,143,77,94,131,88,115,75,
2021,2,100,94,10,6,5,2,2,3,3,2,2,0,1,5,8,6,18,5,3,1,1,3,8,0,
2021,3,총,"554,177","23,806","14,572","8,441","27,210","13,812","17,546","31,477","29,287","23,498","16,734","32,010","21,937","43,643","16,342","76,501","38,773","20,102","11,323","36,150","19,648","18,380","12,985",
2021,3,0,"39,195","1,597",578,374,"2,029",626,"1,328","1,979","1,780","1,306",867,"1,374","2,179","4,997",594,"8,772","2,926","1,111",342,"2,253",822,735,626,
2021,3,10,"54,333","2,027",706,560,"2,275",940,"1,650","3,509","2,904","2,439","1,368","2,384","2,173","8,304","1,133","8,321","4,719","1,442",570,"3,483","1,271","1,210",945,
2021,3,20,"78,032","2,844","2,360","1,268","4,128","2,296","2,476","4,942","4,665","4,089","2,528","6,866","2,598","4,254","1,770","9,060","5,197","3,456","1,211","4,973","2,887","2,491","1,673",
2021,3,30,"65,349","2,764","1,860",943,"3,680","1,708","2,242","3,300","3,289","2,528","2,134","3,688","3,079","4,455","1,265","11,140","3,987","2,854","1,017","3,813","2,227","1,915","1,461",
2021,3,40,"88,230","3,572","1,793","1,114","4,041","1,943","2,765","5,202","4,523","3,676","2,336","4,504","4,032","10,657","2,226","13,646","6,293","2,601","1,221","5,131","2,687","2,354","1,913",
2021,3,50,"102,675","4,153","2,554","1,481","5,090","2,741","3,367","6,663","6,489","5,216","3,490","6,391","3,752","6,070","3,043","11,951","7,209","3,795","2,198","7,261","3,791","3,423","2,547",
2021,3,60,"74,955","3,854","2,508","1,386","3,737","2,191","2,264","3,647","3,553","2,612","2,699","3,906","2,621","2,971","3,172","8,292","5,149","3,002","2,667","5,776","3,333","3,426","2,189",
2021,3,70,"34,538","2,080","1,515",873,"1,589",937,"1,034","1,543","1,390","1,081",919,"1,881","1,059","1,310","2,061","3,642","2,127","1,219","1,370","2,240","1,772","1,825","1,071",
2021,3,80,"15,010",830,630,405,573,389,373,625,629,500,350,906,392,539,972,"1,491","1,018",542,632,"1,083",768,881,482,
2021,3,90,"1,808",81,62,37,67,40,46,63,63,49,42,109,50,78,104,182,143,78,94,136,89,117,78,
2021,3,100,52,4,6,0,1,1,1,4,2,2,1,1,2,8,2,4,5,2,1,1,1,3,0,
2021,4,총,"552,975","23,729","14,509","8,422","27,138","13,779","17,493","31,434","29,198","23,441","16,666","32,014","21,873","43,598","16,298","76,454","38,594","20,059","11,283","36,111","19,591","18,353","12,938",
2021,4,0,"38,849","1,582",565,371,"2,019",617,"1,313","1,959","1,761","1,280",866,"1,361","2,168","4,957",576,"8,713","2,896","1,102",337,"2,231",820,730,625,
2021,4,10,"54,088","2,017",698,553,"2,266",931,"1,632","3,484","2,888","2,431","1,352","2,370","2,169","8,308","1,117","8,327","4,661","1,436",573,"3,467","1,270","1,198",940,
2021,4,20,"77,713","2,816","2,323","1,267","4,111","2,286","2,456","4,956","4,655","4,062","2,518","6,871","2,577","4,248","1,758","9,041","5,181","3,420","1,189","4,968","2,876","2,477","1,657",
2021,4,30,"65,019","2,749","1,846",941,"3,677","1,718","2,233","3,283","3,261","2,525","2,104","3,690","3,047","4,405","1,271","11,080","3,930","2,860","1,012","3,789","2,217","1,916","1,465",
2021,4,40,"87,955","3,551","1,799","1,108","4,021","1,922","2,764","5,169","4,490","3,675","2,321","4,502","4,022","10,639","2,223","13,644","6,265","2,586","1,220","5,108","2,685","2,347","1,894",
2021,4,50,"102,459","4,145","2,565","1,490","5,064","2,731","3,353","6,676","6,468","5,185","3,478","6,371","3,745","6,111","3,028","11,937","7,185","3,799","2,174","7,248","3,762","3,409","2,535",
2021,4,60,"75,304","3,868","2,506","1,376","3,746","2,203","2,277","3,667","3,582","2,643","2,708","3,948","2,641","2,978","3,175","8,355","5,169","3,006","2,680","5,816","3,332","3,437","2,191",
2021,4,70,"34,577","2,078","1,503",868,"1,594",935,"1,038","1,538","1,394","1,085",926,"1,879","1,057","1,328","2,074","3,653","2,136","1,222","1,364","2,241","1,768","1,826","1,070",
2021,4,80,"15,143",839,639,412,571,396,377,636,634,506,350,911,396,537,968,"1,514","1,023",546,636,"1,105",771,894,482,
2021,4,90,"1,816",79,59,36,68,39,49,62,63,47,42,110,49,79,106,186,143,80,97,138,89,116,79,
2021,4,100,52,5,6,0,1,1,1,4,2,2,1,1,2,8,2,4,5,2,1,0,1,3,0,
2021,5,총,"552,192","23,672","14,511","8,393","27,143","13,745","17,461","31,321","29,168","23,390","16,661","32,051","21,857","43,548","16,269","76,428","38,411","20,080","11,310","36,034","19,511","18,337","12,891",
2021,5,0,"38,595","1,570",560,371,"2,020",613,"1,301","1,931","1,752","1,274",864,"1,361","2,152","4,906",570,"8,667","2,865","1,107",331,"2,214",823,721,622,
2021,5,10,"53,891","2,018",693,552,"2,252",928,"1,615","3,465","2,861","2,416","1,345","2,353","2,191","8,312","1,115","8,321","4,608","1,424",573,"3,448","1,260","1,203",938,
2021,5,20,"77,616","2,818","2,341","1,268","4,108","2,286","2,455","4,919","4,660","4,055","2,524","6,884","2,561","4,264","1,757","9,043","5,186","3,415","1,186","4,936","2,847","2,459","1,644",
2021,5,30,"64,733","2,723","1,840",926,"3,677","1,698","2,227","3,278","3,251","2,534","2,099","3,716","3,025","4,349","1,266","11,001","3,890","2,862","1,007","3,785","2,202","1,917","1,460",
2021,5,40,"87,508","3,524","1,799","1,105","4,000","1,906","2,742","5,101","4,448","3,640","2,303","4,467","4,017","10,615","2,199","13,637","6,228","2,574","1,231","5,070","2,677","2,340","1,885",
2021,5,50,"102,347","4,151","2,549","1,476","5,065","2,706","3,345","6,683","6,478","5,154","3,473","6,383","3,738","6,156","3,012","11,953","7,149","3,814","2,171","7,235","3,755","3,392","2,509",
2021,5,60,"75,788","3,878","2,513","1,381","3,784","2,225","2,300","3,698","3,624","2,670","2,733","3,983","2,657","2,978","3,197","8,424","5,176","3,029","2,698","5,862","3,320","3,454","2,204",
2021,5,70,"34,619","2,071","1,503",865,"1,593",943,"1,043","1,544","1,393","1,090",924,"1,868","1,064","1,341","2,073","3,682","2,135","1,223","1,375","2,242","1,761","1,823","1,063",
2021,5,80,"15,229",837,647,414,573,398,385,639,638,507,356,922,398,541,968,"1,509","1,026",549,641,"1,102",779,911,489,
2021,5,90,"1,812",76,60,35,69,41,47,59,62,49,39,113,52,78,110,187,143,81,96,140,84,114,77,
2021,5,100,54,6,6,0,2,1,1,4,1,1,1,1,2,8,2,4,5,2,1,0,3,3,0,
2021,6,총,"551,490","23,621","14,485","8,378","27,166","13,716","17,437","31,285","29,117","23,369","16,616","32,029","21,818","43,534","16,229","76,458","38,198","20,119","11,262","35,975","19,514","18,312","12,852",
2021,6,0,"38,392","1,565",553,365,"2,019",601,"1,302","1,934","1,733","1,268",860,"1,359","2,143","4,862",563,"8,626","2,836","1,118",330,"2,201",826,714,614,
2021,6,10,"53,738","2,005",690,546,"2,233",923,"1,614","3,443","2,853","2,399","1,341","2,327","2,198","8,328","1,113","8,337","4,583","1,430",569,"3,431","1,253","1,192",930,
2021,6,20,"77,439","2,805","2,330","1,281","4,130","2,278","2,443","4,896","4,632","4,038","2,501","6,904","2,554","4,274","1,755","9,017","5,146","3,441","1,167","4,916","2,838","2,459","1,634",
2021,6,30,"64,384","2,704","1,833",921,"3,693","1,705","2,197","3,266","3,244","2,542","2,083","3,699","3,014","4,325","1,241","10,915","3,831","2,841",987,"3,761","2,197","1,915","1,470",
2021,6,40,"87,306","3,515","1,794","1,095","3,994","1,891","2,733","5,077","4,431","3,624","2,309","4,456","4,003","10,591","2,200","13,680","6,191","2,576","1,222","5,060","2,672","2,334","1,858",
2021,6,50,"102,118","4,126","2,549","1,474","5,065","2,695","3,350","6,682","6,471","5,141","3,453","6,351","3,716","6,177","2,992","11,956","7,112","3,812","2,158","7,213","3,748","3,377","2,500",
2021,6,60,"76,303","3,907","2,518","1,381","3,800","2,236","2,315","3,731","3,652","2,714","2,746","4,021","2,676","3,007","3,216","8,511","5,195","3,038","2,710","5,901","3,345","3,467","2,216",
2021,6,70,"34,626","2,072","1,499",866,"1,581",947,"1,049","1,548","1,393","1,086",927,"1,871","1,061","1,334","2,068","3,692","2,132","1,222","1,380","2,246","1,765","1,828","1,059",
2021,6,80,"15,309",837,655,414,580,398,386,639,645,506,356,924,398,547,971,"1,528","1,028",559,641,"1,106",783,912,496,
2021,6,90,"1,818",79,58,35,69,41,47,65,62,49,39,115,53,81,108,192,139,80,97,139,84,111,75,
2021,6,100,57,6,6,0,2,1,1,4,1,2,1,2,2,8,2,4,5,2,1,1,3,3,0,
2021,7,총,"550,640","23,539","14,512","8,397","27,126","13,735","17,370","31,244","29,083","23,354","16,615","31,999","21,761","43,481","16,207","76,397","37,954","20,101","11,242","35,925","19,528","18,295","12,775",
2021,7,0,"38,113","1,549",553,365,"2,010",600,"1,289","1,921","1,714","1,256",852,"1,362","2,141","4,802",559,"8,599","2,794","1,117",326,"2,176",827,704,597,
2021,7,10,"53,555","2,004",689,544,"2,228",919,"1,610","3,418","2,824","2,388","1,330","2,293","2,193","8,318","1,110","8,344","4,564","1,428",571,"3,424","1,252","1,186",918,
2021,7,20,"77,175","2,799","2,349","1,290","4,107","2,267","2,433","4,878","4,628","4,032","2,488","6,899","2,545","4,281","1,748","8,960","5,111","3,420","1,142","4,888","2,841","2,451","1,618",
2021,7,30,"64,137","2,668","1,842",920,"3,678","1,713","2,167","3,262","3,247","2,538","2,083","3,704","2,973","4,288","1,237","10,866","3,783","2,839",996,"3,759","2,196","1,909","1,469",
2021,7,40,"87,015","3,519","1,783","1,090","3,983","1,889","2,725","5,039","4,426","3,616","2,308","4,439","3,986","10,575","2,180","13,682","6,132","2,569","1,218","5,019","2,675","2,324","1,838",
2021,7,50,"101,919","4,107","2,540","1,478","5,060","2,701","3,355","6,681","6,442","5,126","3,451","6,336","3,697","6,211","2,980","11,952","7,084","3,802","2,153","7,194","3,713","3,374","2,482",
2021,7,60,"76,750","3,903","2,528","1,386","3,819","2,251","2,309","3,776","3,690","2,748","2,775","4,052","2,701","3,021","3,234","8,555","5,197","3,062","2,708","5,947","3,385","3,484","2,219",
2021,7,70,"34,765","2,068","1,502",875,"1,585",953,"1,045","1,556","1,413","1,090",935,"1,871","1,062","1,344","2,075","3,715","2,119","1,234","1,387","2,271","1,765","1,833","1,067",
2021,7,80,"15,327",838,659,411,585,399,389,645,639,509,355,925,408,549,972,"1,527","1,028",546,642,"1,109",785,918,489,
2021,7,90,"1,825",78,60,38,69,42,47,64,59,49,37,116,53,84,110,193,137,82,98,136,86,109,78,
2021,7,100,59,6,7,0,2,1,1,4,1,2,1,2,2,8,2,4,5,2,1,2,3,3,0,
2021,8,총,"549,494","23,509","14,463","8,396","27,071","13,729","17,331","31,211","29,096","23,332","16,576","31,940","21,662","43,451","16,130","76,411","37,571","20,122","11,194","35,838","19,500","18,297","12,664",
2021,8,0,"37,886","1,540",547,362,"2,006",588,"1,285","1,900","1,713","1,254",841,"1,360","2,133","4,765",553,"8,581","2,762","1,115",327,"2,152",818,702,582,
2021,8,10,"53,320","1,992",690,543,"2,216",932,"1,602","3,405","2,812","2,379","1,320","2,281","2,175","8,322","1,098","8,324","4,499","1,429",560,"3,398","1,255","1,182",906,
2021,8,20,"76,825","2,790","2,317","1,293","4,080","2,264","2,416","4,875","4,613","4,020","2,466","6,870","2,502","4,290","1,745","8,980","5,033","3,407","1,120","4,866","2,832","2,445","1,601",
2021,8,30,"63,835","2,664","1,838",916,"3,654","1,697","2,154","3,234","3,263","2,538","2,078","3,723","2,943","4,250","1,216","10,807","3,728","2,848",992,"3,743","2,190","1,911","1,448",
2021,8,40,"86,619","3,508","1,776","1,081","3,991","1,888","2,709","5,007","4,422","3,577","2,299","4,409","3,957","10,540","2,167","13,661","6,088","2,575","1,200","4,984","2,647","2,322","1,811",
2021,8,50,"101,772","4,106","2,533","1,473","5,030","2,697","3,364","6,714","6,425","5,136","3,447","6,302","3,707","6,262","2,964","11,956","7,013","3,795","2,141","7,176","3,692","3,373","2,466",
2021,8,60,"77,032","3,906","2,528","1,395","3,834","2,265","2,307","3,785","3,724","2,774","2,782","4,078","2,713","3,026","3,232","8,627","5,163","3,083","2,710","5,984","3,416","3,484","2,216",
2021,8,70,"34,899","2,070","1,504",879,"1,598",959,"1,055","1,569","1,412","1,098",946,"1,874","1,064","1,355","2,063","3,730","2,126","1,240","1,398","2,282","1,778","1,840","1,059",
2021,8,80,"15,417",848,662,417,591,396,391,652,651,504,358,929,410,549,980,"1,551","1,013",548,650,"1,113",784,925,495,
2021,8,90,"1,830",79,61,37,69,42,47,67,60,50,38,112,56,84,110,190,140,80,95,138,85,110,80,
2021,8,100,59,6,7,0,2,1,1,3,1,2,1,2,2,8,2,4,6,2,1,2,3,3,0,
2021,9,총,"548,694","23,437","14,493","8,367","27,023","13,694","17,316","31,200","29,047","23,275","16,544","32,027","21,597","43,423","16,127","76,378","37,314","20,100","11,176","35,832","19,456","18,274","12,594",
2021,9,0,"37,607","1,536",544,365,"1,996",582,"1,285","1,891","1,698","1,238",845,"1,346","2,123","4,708",550,"8,515","2,731","1,121",321,"2,134",806,694,578,
2021,9,10,"53,202","1,973",692,531,"2,204",919,"1,601","3,393","2,808","2,355","1,313","2,297","2,173","8,335","1,096","8,362","4,472","1,420",555,"3,385","1,258","1,172",888,
2021,9,20,"76,639","2,770","2,315","1,284","4,072","2,255","2,398","4,879","4,587","4,018","2,440","6,972","2,487","4,305","1,737","8,959","4,988","3,383","1,118","4,847","2,812","2,436","1,577",
2021,9,30,"63,663","2,659","1,860",918,"3,657","1,717","2,133","3,221","3,263","2,526","2,074","3,722","2,901","4,209","1,211","10,762","3,701","2,868",984,"3,746","2,176","1,918","1,437",
2021,9,40,"86,200","3,491","1,774","1,071","3,958","1,863","2,702","4,981","4,400","3,548","2,280","4,361","3,959","10,509","2,171","13,660","6,021","2,565","1,199","4,957","2,619","2,318","1,793",
2021,9,50,"101,716","4,072","2,534","1,472","5,028","2,690","3,351","6,711","6,425","5,145","3,448","6,317","3,704","6,317","2,956","11,950","6,973","3,777","2,135","7,194","3,696","3,362","2,459",
2021,9,60,"77,246","3,912","2,531","1,398","3,843","2,266","2,338","3,814","3,736","2,786","2,796","4,089","2,715","3,034","3,244","8,662","5,149","3,094","2,703","6,011","3,421","3,481","2,223",
2021,9,70,"35,029","2,083","1,512",877,"1,595",963,"1,060","1,578","1,415","1,092",950,"1,884","1,060","1,358","2,063","3,755","2,127","1,253","1,408","2,294","1,789","1,856","1,057",
2021,9,80,"15,492",855,664,415,600,395,402,658,655,513,363,925,416,551,984,"1,556","1,004",540,656,"1,122",790,925,503,
2021,9,90,"1,839",79,61,36,68,43,45,71,58,52,34,113,57,89,112,193,142,76,96,140,86,109,79,
2021,9,100,61,7,6,0,2,1,1,3,2,2,1,1,2,8,3,4,6,3,1,2,3,3,0,
2021,10,총,"547,340","23,418","14,463","8,323","26,950","13,673","17,245","31,131","28,970","23,244","16,509","31,931","21,461","43,390","16,080","76,323","37,005","20,072","11,153","35,753","19,425","18,273","12,548",
2021,10,0,"37,233","1,524",545,353,"1,993",568,"1,260","1,878","1,685","1,217",836,"1,331","2,096","4,662",537,"8,483","2,681","1,111",312,"2,107",799,681,574,
2021,10,10,"53,022","1,956",689,533,"2,203",908,"1,595","3,364","2,782","2,349","1,304","2,264","2,181","8,347","1,095","8,381","4,443","1,413",550,"3,378","1,239","1,170",878,
2021,10,20,"76,239","2,776","2,308","1,259","4,017","2,254","2,393","4,866","4,569","4,008","2,433","6,937","2,463","4,327","1,715","8,895","4,938","3,342","1,106","4,823","2,816","2,433","1,561",
2021,10,30,"63,424","2,649","1,858",914,"3,654","1,733","2,123","3,211","3,237","2,518","2,066","3,715","2,851","4,170","1,211","10,716","3,665","2,878",974,"3,743","2,184","1,919","1,435",
2021,10,40,"85,671","3,483","1,769","1,056","3,914","1,842","2,665","4,951","4,364","3,539","2,263","4,317","3,943","10,480","2,149","13,663","5,939","2,556","1,191","4,906","2,604","2,302","1,775",
2021,10,50,"101,679","4,061","2,520","1,475","5,048","2,693","3,368","6,724","6,431","5,147","3,440","6,313","3,691","6,354","2,950","11,946","6,933","3,769","2,131","7,195","3,676","3,364","2,450",
2021,10,60,"77,483","3,932","2,527","1,395","3,862","2,271","2,330","3,824","3,767","2,808","2,806","4,120","2,711","3,042","3,250","8,708","5,135","3,115","2,709","6,038","3,426","3,483","2,224",
2021,10,70,"35,101","2,091","1,511",886,"1,584",967,"1,058","1,580","1,422","1,085",960,"1,887","1,053","1,356","2,070","3,769","2,125","1,261","1,423","2,294","1,792","1,866","1,061",
2021,10,80,"15,561",855,666,414,603,392,404,661,652,518,365,931,414,556,988,"1,566",998,550,659,"1,122",799,939,509,
2021,10,90,"1,870",84,64,38,70,44,48,70,59,53,35,115,56,88,112,191,146,74,97,145,87,113,81,
2021,10,100,57,7,6,0,2,1,1,2,2,2,1,1,2,8,3,5,2,3,1,2,3,3,0,
2021,11,총,"545,983","23,345","14,454","8,318","26,904","13,598","17,200","31,102","28,922","23,218","16,508","31,848","21,238","37,644","16,004","51,901","36,623","19,992","11,182","35,669","19,407","18,204","12,499","30,203"
2021,11,0,"36,952","1,504",539,355,"1,981",560,"1,244","1,879","1,653","1,224",841,"1,339","2,072","3,862",520,"4,126","2,637","1,089",306,"2,096",786,672,572,"5,095"
2021,11,10,"52,858","1,964",688,526,"2,201",904,"1,600","3,341","2,777","2,339","1,292","2,224","2,173","7,230","1,095","4,847","4,409","1,402",545,"3,368","1,237","1,161",874,"4,661"
2021,11,20,"75,787","2,742","2,318","1,254","4,003","2,235","2,371","4,856","4,550","3,971","2,423","6,897","2,407","3,856","1,699","7,010","4,865","3,322","1,106","4,779","2,786","2,403","1,557","2,377"
2021,11,30,"63,067","2,606","1,843",927,"3,648","1,717","2,112","3,204","3,220","2,524","2,072","3,721","2,808","3,524","1,202","6,551","3,609","2,851",974,"3,742","2,188","1,908","1,410","4,706"
2021,11,40,"85,384","3,493","1,775","1,049","3,902","1,840","2,654","4,929","4,362","3,521","2,252","4,275","3,893","9,006","2,127","7,956","5,874","2,536","1,183","4,877","2,598","2,295","1,750","7,237"
2021,11,50,"101,678","4,059","2,525","1,473","5,051","2,679","3,368","6,733","6,443","5,157","3,449","6,328","3,676","5,655","2,937","9,386","6,876","3,762","2,130","7,185","3,679","3,358","2,445","3,324"
2021,11,60,"77,594","3,937","2,524","1,398","3,858","2,266","2,339","3,848","3,779","2,818","2,811","4,121","2,689","2,680","3,243","7,265","5,106","3,147","2,741","6,043","3,435","3,485","2,233","1,828"
2021,11,70,"35,130","2,095","1,508",883,"1,588",968,"1,062","1,583","1,421","1,092",959,"1,893","1,054","1,230","2,075","3,176","2,102","1,251","1,433","2,299","1,799","1,862","1,064",733
2021,11,80,"15,595",854,664,414,600,386,399,655,658,515,372,930,408,520,994,"1,403","1,004",547,663,"1,131",809,944,512,213
2021,11,90,"1,890",83,63,39,70,43,50,72,58,55,35,119,56,79,109,179,140,82,100,147,88,114,82,27
2021,11,100,48,8,7,0,2,0,1,2,1,2,2,1,2,2,3,2,1,3,1,2,2,2,0,2
2021,12,총,"544,926","23,255","14,439","8,266","26,706","13,595","17,148","30,945","28,819","23,115","16,490","31,686","20,954","37,401","15,954","51,646","36,263","19,826","11,167","35,557","19,383","18,132","12,390","31,789"
2021,12,0,"36,879","1,483",541,349,"1,968",556,"1,224","1,864","1,651","1,209",833,"1,327","2,044","3,794",519,"4,047","2,588","1,063",306,"2,075",786,670,560,"5,422"
2021,12,10,"52,726","1,956",681,533,"2,183",895,"1,603","3,298","2,745","2,319","1,288","2,192","2,155","7,197","1,096","4,813","4,346","1,383",548,"3,362","1,225","1,164",866,"4,878"
2021,12,20,"75,096","2,738","2,304","1,227","3,934","2,259","2,353","4,790","4,499","3,932","2,401","6,817","2,324","3,834","1,672","6,941","4,814","3,283","1,091","4,737","2,758","2,368","1,533","2,487"
2021,12,30,"62,906","2,571","1,861",911,"3,593","1,712","2,092","3,186","3,220","2,514","2,066","3,710","2,754","3,452","1,200","6,497","3,567","2,818",956,"3,711","2,206","1,911","1,382","5,016"
2021,12,40,"85,255","3,485","1,767","1,067","3,908","1,818","2,652","4,874","4,342","3,493","2,260","4,250","3,843","8,948","2,110","7,917","5,788","2,515","1,185","4,846","2,574","2,270","1,724","7,619"
2021,12,50,"101,488","4,046","2,501","1,441","5,026","2,677","3,352","6,720","6,413","5,139","3,447","6,318","3,635","5,671","2,939","9,372","6,834","3,724","2,120","7,187","3,674","3,349","2,428","3,475"
2021,12,60,"77,707","3,918","2,526","1,405","3,830","2,267","2,345","3,890","3,792","2,844","2,825","4,122","2,662","2,674","3,234","7,273","5,072","3,158","2,760","6,055","3,446","3,486","2,237","1,886"
2021,12,70,"35,207","2,113","1,520",886,"1,595",976,"1,065","1,587","1,426","1,094",957,"1,891","1,058","1,232","2,077","3,179","2,107","1,244","1,422","2,304","1,806","1,859","1,060",749
2021,12,80,"15,695",851,670,403,598,391,410,661,668,514,376,940,421,516,995,"1,425","1,006",551,671,"1,128",817,939,518,226
2021,12,90,"1,925",86,66,44,69,44,51,73,62,55,35,119,56,81,109,180,141,84,107,150,89,114,82,28
2021,12,100,42,8,2,0,2,0,1,2,1,2,2,0,2,2,3,2,0,3,1,2,2,2,0,3
