년도,월,나이,안양시,만안구,안양1동,안양2동,안양3동,안양4동,안양5동,안양6동,안양7동,안양8동,안양9동,석수1동,석수2동,석수3동,박달1동,박달2동,동안구,비산1동,비산2동,비산3동,부흥동,달안동,관양1동,관양2동,부림동,평촌동,평안동,귀인동,호계1동,호계2동,호계3동,범계동,신촌동,갈산동
2020,11,총,"278,746","119,831","6,404","10,901","8,431","3,647","5,432","10,221","8,113","5,310","8,968","10,152","16,310","6,836","7,642","11,464","158,915","11,134","5,739","9,373","9,160","6,092","18,971","9,579","14,197","7,695","12,373","8,556","4,059","10,436","10,963","8,054","6,782","5,752"
2020,11,0,"19,443","7,734",479,624,421,134,238,564,894,233,495,680,"1,108",482,371,"1,011","11,709",852,411,486,696,375,"1,020",623,"1,191",676,"1,221",645,489,751,812,591,490,380
2020,11,10,"25,339","9,074",543,727,630,252,353,661,645,338,635,731,"1,238",626,574,"1,121","16,265","1,079",548,653,"1,061",353,"1,445",754,"1,177",838,"1,817","1,644",359,834,"1,057","1,101",784,761
2020,11,20,"37,448","16,503",974,"1,735","1,151",552,690,"1,507","1,024",727,"1,197","1,261","2,252",879,"1,030","1,524","20,945","1,475",779,"1,314","1,039",781,"2,810","1,382","1,862","1,043","1,247",946,491,"1,580","1,532","1,006",930,728
2020,11,30,"37,297","15,619",902,"1,370","1,022",422,638,"1,550","1,454",615,984,"1,378","2,093",772,740,"1,679","21,678","1,452",713,"1,135","1,195","1,149","2,282","1,378","2,871","1,003","1,753",702,803,"1,479","1,451",987,794,531
2020,11,40,"45,044","17,290","1,029","1,491","1,143",462,744,"1,455","1,286",680,"1,155","1,550","2,375","1,047","1,093","1,780","27,754","1,846",897,"1,221","1,784","1,033","2,652","1,489","2,653","1,365","2,856","2,210",671,"1,482","1,658","1,662","1,203","1,072"
2020,11,50,"50,339","22,169","1,089","2,054","1,605",645,983,"1,766","1,325","1,042","1,776","1,899","3,109","1,303","1,485","2,088","28,170","2,073","1,126","1,994","1,428",966,"3,819","1,783","2,146","1,498","1,710","1,247",590,"2,005","2,201","1,288","1,284","1,012"
2020,11,60,"35,651","17,368",785,"1,591","1,408",550,931,"1,550",882,962,"1,490","1,468","2,225",941,"1,220","1,365","18,283","1,414",726,"1,455","1,069",732,"2,726","1,176","1,265",729,940,601,399,"1,441","1,424",703,778,705
2020,11,70,"17,166","8,802",393,850,694,387,511,718,386,457,783,703,"1,191",465,722,542,"8,364",581,335,625,516,397,"1,379",614,634,295,462,336,141,535,486,393,311,324
2020,11,80,"9,244","4,453",173,387,304,219,299,397,166,205,384,392,608,278,346,295,"4,791",286,158,409,322,259,712,316,349,214,313,192,84,272,278,262,171,194
2020,11,90,"1,648",764,36,66,48,24,42,44,47,46,62,87,105,42,57,58,884,57,40,76,49,46,116,57,48,29,54,32,28,53,59,60,37,43
2020,11,100,127,55,1,6,5,0,3,9,4,5,7,3,6,1,4,1,72,19,6,5,1,1,10,7,1,5,0,1,4,4,5,1,0,2
2020,12,총,"278,091","119,549","6,407","10,898","8,415","3,654","5,347","10,218","8,085","5,314","8,945","10,130","16,289","6,826","7,629","11,392","158,542","11,104","5,717","9,313","9,128","6,084","18,921","9,563","14,219","7,657","12,358","8,546","4,061","10,372","10,952","8,060","6,748","5,739"
2020,12,0,"19,296","7,677",481,615,405,138,233,562,892,230,492,676,"1,112",476,369,996,"11,619",848,405,469,682,369,"1,016",619,"1,189",672,"1,209",641,490,735,808,593,490,384
2020,12,10,"25,224","9,024",543,728,635,248,344,656,641,344,628,730,"1,225",625,565,"1,112","16,200","1,067",541,633,"1,060",357,"1,424",741,"1,179",827,"1,829","1,650",359,832,"1,059","1,102",784,756
2020,12,20,"37,352","16,436",968,"1,741","1,148",553,678,"1,501","1,013",719,"1,184","1,254","2,254",883,"1,037","1,503","20,916","1,474",778,"1,320","1,036",772,"2,801","1,400","1,867","1,038","1,248",940,490,"1,573","1,529","1,006",921,723
2020,12,30,"37,145","15,558",907,"1,357","1,014",425,633,"1,564","1,437",618,981,"1,374","2,079",760,738,"1,671","21,587","1,450",708,"1,126","1,177","1,154","2,281","1,368","2,867",999,"1,745",695,797,"1,464","1,443",997,786,530
2020,12,40,"44,814","17,189","1,020","1,477","1,139",456,729,"1,459","1,286",676,"1,156","1,536","2,365","1,047","1,085","1,758","27,625","1,842",892,"1,203","1,782","1,028","2,632","1,472","2,653","1,355","2,837","2,204",677,"1,478","1,653","1,661","1,192","1,064"
2020,12,50,"50,196","22,101","1,091","2,059","1,607",648,963,"1,752","1,321","1,042","1,768","1,887","3,100","1,296","1,481","2,086","28,095","2,055","1,128","1,980","1,419",955,"3,805","1,791","2,152","1,491","1,712","1,245",586,"1,993","2,207","1,284","1,276","1,016"
2020,12,60,"35,852","17,466",791,"1,615","1,410",550,923,"1,551",883,975,"1,496","1,485","2,239",951,"1,225","1,372","18,386","1,422",734,"1,461","1,076",744,"2,746","1,181","1,278",732,951,606,406,"1,431","1,427",710,778,703
2020,12,70,"17,157","8,790",396,836,698,391,507,717,394,456,786,695,"1,196",461,720,537,"8,367",587,331,634,523,399,"1,373",611,634,294,458,342,141,535,486,387,311,321
2020,12,80,"9,277","4,485",171,394,308,219,293,401,169,206,386,400,609,284,347,298,"4,792",283,154,405,323,259,714,318,349,219,313,190,84,273,280,262,172,194
2020,12,90,"1,651",766,38,70,46,26,41,46,43,43,61,90,104,42,58,58,885,58,40,77,49,45,119,55,50,25,56,32,28,54,56,57,38,46
2020,12,100,127,57,1,6,5,0,3,9,6,5,7,3,6,1,4,1,70,18,6,5,1,2,10,7,1,5,0,1,3,4,4,1,0,2
2021,1,총,"277,970","119,381","6,373","10,897","8,397","3,650","5,339","10,205","8,067","5,319","8,918","10,117","16,255","6,827","7,616","11,401","158,589","11,103","5,704","9,306","9,117","6,088","18,863","9,544","14,209","7,631","12,351","8,529","4,290","10,348","10,973","8,034","6,752","5,747"
2021,1,0,"19,151","7,610",471,603,394,136,233,554,894,228,483,672,"1,104",480,361,997,"11,541",842,401,468,675,364,994,613,"1,177",655,"1,206",625,520,729,813,583,489,387
2021,1,10,"25,141","8,984",534,731,632,253,343,648,639,341,617,721,"1,223",627,560,"1,115","16,157","1,060",532,628,"1,057",353,"1,423",737,"1,172",824,"1,826","1,658",382,821,"1,050","1,104",782,748
2021,1,20,"37,286","16,385",971,"1,748","1,147",547,667,"1,513",997,722,"1,190","1,248","2,224",887,"1,033","1,491","20,901","1,484",782,"1,313","1,037",780,"2,774","1,391","1,873","1,040","1,241",937,510,"1,568","1,524","1,000",919,728
2021,1,30,"37,098","15,467",900,"1,342","1,008",421,632,"1,563","1,423",619,964,"1,362","2,073",750,744,"1,666","21,631","1,457",702,"1,124","1,165","1,162","2,289","1,356","2,855",988,"1,748",692,855,"1,461","1,466","1,001",782,528
2021,1,40,"44,651","17,110","1,002","1,473","1,131",453,725,"1,454","1,285",663,"1,143","1,535","2,352","1,052","1,079","1,763","27,541","1,829",882,"1,193","1,786","1,022","2,614","1,475","2,648","1,348","2,827","2,197",722,"1,480","1,632","1,642","1,188","1,056"
2021,1,50,"50,155","22,054","1,091","2,056","1,601",652,955,"1,745","1,317","1,045","1,765","1,877","3,104","1,285","1,474","2,087","28,101","2,055","1,135","1,965","1,418",956,"3,788","1,778","2,157","1,493","1,725","1,256",603,"1,983","2,202","1,285","1,282","1,020"
2021,1,60,"36,177","17,635",800,"1,625","1,426",553,932,"1,558",902,980,"1,507","1,509","2,260",966,"1,234","1,383","18,542","1,432",736,"1,484","1,078",746,"2,758","1,193","1,287",739,946,608,430,"1,440","1,453",715,788,709
2021,1,70,"17,204","8,804",395,838,696,391,509,712,393,465,789,699,"1,190",462,723,542,"8,400",584,332,640,528,398,"1,378",617,636,293,460,332,147,540,488,387,315,325
2021,1,80,"9,304","4,506",170,402,312,218,298,405,169,208,390,403,613,273,348,297,"4,798",281,157,406,323,258,714,321,353,220,311,192,88,267,283,258,170,196
2021,1,90,"1,673",767,38,72,45,26,42,43,42,43,63,88,106,44,56,59,906,61,39,80,49,47,121,56,50,26,60,31,30,55,58,58,37,48
2021,1,100,130,59,1,7,5,0,3,10,6,5,7,3,6,1,4,1,71,18,6,5,1,2,10,7,1,5,1,1,3,4,4,1,0,2
2021,2,총,"278,547","118,940","6,347","10,862","8,393","3,628","5,308","10,233","7,990","5,327","8,879","10,048","16,195","6,786","7,578","11,366","159,607","11,028","5,688","9,235","9,080","5,992","18,726","9,501","14,055","7,597","12,258","8,473","6,463","10,247","10,913","7,960","6,673","5,718"
2021,2,0,"19,228","7,493",466,593,390,132,229,557,871,228,479,654,"1,082",477,359,976,"11,735",832,391,456,669,341,977,607,"1,149",658,"1,188",628,888,719,794,573,480,385
2021,2,10,"25,112","8,918",528,723,631,254,336,650,641,339,621,710,"1,212",618,544,"1,111","16,194","1,045",531,622,"1,051",347,"1,390",736,"1,168",813,"1,810","1,634",587,811,"1,043","1,090",766,750
2021,2,20,"37,153","16,285",966,"1,754","1,135",548,660,"1,516",976,730,"1,161","1,230","2,196",885,"1,030","1,498","20,868","1,468",784,"1,298","1,032",776,"2,740","1,365","1,852","1,030","1,216",916,712,"1,550","1,514",987,911,717
2021,2,30,"37,292","15,352",910,"1,332","1,005",415,628,"1,541","1,406",613,962,"1,341","2,051",746,746,"1,656","21,940","1,435",697,"1,110","1,159","1,132","2,267","1,352","2,802",989,"1,729",708,"1,385","1,439","1,445",996,774,521
2021,2,40,"44,731","17,025",988,"1,458","1,133",447,719,"1,469","1,271",674,"1,135","1,523","2,352","1,042","1,057","1,757","27,706","1,822",876,"1,176","1,767",995,"2,581","1,480","2,613","1,323","2,831","2,175","1,131","1,476","1,635","1,609","1,169","1,047"
2021,2,50,"50,122","21,972","1,080","2,053","1,603",645,948,"1,757","1,304","1,030","1,756","1,874","3,103","1,283","1,477","2,059","28,150","2,042","1,132","1,954","1,417",944,"3,757","1,756","2,149","1,490","1,708","1,240",858,"1,959","2,186","1,280","1,265","1,013"
2021,2,60,"36,490","17,723",809,"1,622","1,427",551,935,"1,564",909,987,"1,513","1,525","2,273",961,"1,238","1,409","18,767","1,443",738,"1,485","1,088",754,"2,791","1,198","1,286",746,947,620,561,"1,431","1,465",713,792,709
2021,2,70,"17,221","8,810",392,842,703,390,511,718,394,468,787,692,"1,195",461,716,541,"8,411",582,336,641,524,394,"1,370",615,627,295,455,326,198,535,478,393,313,329
2021,2,80,"9,364","4,525",167,406,316,220,298,407,167,209,395,407,615,269,353,296,"4,839",279,158,405,318,258,719,326,360,222,313,195,106,269,291,258,166,196
2021,2,90,"1,700",776,40,72,44,26,41,44,45,44,63,89,109,43,54,62,924,62,39,83,54,49,124,59,48,26,60,30,33,54,58,60,37,48
2021,2,100,134,61,1,7,6,0,3,10,6,5,7,3,7,1,4,1,73,18,6,5,1,2,10,7,1,5,1,1,4,4,4,1,0,3
2021,3,총,"278,567","118,783","6,296","10,756","8,325","3,587","5,267","10,964","7,926","5,249","8,838","9,947","16,061","6,722","7,524","11,321","159,784","10,934","5,657","9,044","9,022","5,930","18,608","9,403","13,860","7,513","12,164","8,455","8,061","10,143","10,798","7,924","6,613","5,655"
2021,3,0,"19,271","7,510",455,591,377,127,230,690,867,217,475,637,"1,058",467,352,967,"11,761",818,387,441,656,329,962,598,"1,120",650,"1,163",627,"1,098",716,774,569,474,379
2021,3,10,"25,059","8,887",524,712,631,251,338,689,633,337,617,699,"1,207",609,540,"1,100","16,172","1,044",532,610,"1,048",341,"1,377",725,"1,142",799,"1,803","1,633",701,789,"1,041","1,075",760,752
2021,3,20,"37,187","16,283",973,"1,756","1,133",540,658,"1,601",985,721,"1,134","1,218","2,177",877,"1,024","1,486","20,904","1,444",783,"1,268","1,028",787,"2,721","1,358","1,839","1,009","1,229",919,909,"1,536","1,495",994,890,695
2021,3,30,"37,510","15,411",894,"1,317",993,411,620,"1,748","1,392",602,961,"1,349","2,013",728,729,"1,654","22,099","1,429",693,"1,083","1,142","1,113","2,247","1,341","2,746",978,"1,702",707,"1,755","1,445","1,435",976,784,523
2021,3,40,"44,522","16,910",982,"1,414","1,122",438,715,"1,550","1,254",657,"1,121","1,495","2,342","1,035","1,032","1,753","27,612","1,799",873,"1,138","1,750",981,"2,548","1,457","2,573","1,295","2,797","2,169","1,378","1,450","1,612","1,606","1,151","1,035"
2021,3,50,"49,923","21,857","1,073","2,028","1,580",631,922,"1,861","1,288","1,014","1,750","1,838","3,084","1,282","1,475","2,031","28,066","2,016","1,116","1,919","1,400",935,"3,727","1,734","2,121","1,483","1,696","1,226","1,088","1,938","2,152","1,275","1,248",992
2021,3,60,"36,833","17,820",804,"1,627","1,428",549,932,"1,631",908,986,"1,517","1,536","2,268",957,"1,245","1,432","19,013","1,459",749,"1,476","1,101",753,"2,812","1,201","1,281",749,952,628,728,"1,429","1,467",718,799,711
2021,3,70,"17,179","8,787",388,836,705,393,511,729,392,464,791,682,"1,188",458,709,541,"8,392",582,333,634,529,386,"1,361",603,624,299,452,323,243,524,470,393,312,324
2021,3,80,"9,351","4,530",164,402,315,223,297,417,162,204,403,406,610,267,363,297,"4,821",278,157,394,313,257,722,326,367,220,311,192,121,265,293,255,156,194
2021,3,90,"1,659",752,38,69,41,24,41,42,42,43,62,87,111,42,51,59,907,62,34,78,54,46,122,57,46,26,59,31,36,51,57,62,39,47
2021,3,100,73,36,1,4,0,0,3,6,3,4,7,0,3,0,4,1,37,3,0,3,1,2,9,3,1,5,0,0,4,0,2,1,0,3
2021,4,총,"278,563","118,934","6,277","10,725","8,290","3,574","5,229","11,572","7,897","5,211","8,814","9,913","15,967","6,700","7,488","11,277","159,629","10,904","5,662","8,851","8,986","5,911","18,548","9,381","13,847","7,475","12,132","8,430","8,404","10,132","10,785","7,927","6,601","5,653"
2021,4,0,"19,196","7,479",455,566,371,128,217,746,864,212,473,637,"1,041",468,341,960,"11,717",807,385,419,648,329,957,595,"1,097",648,"1,153",614,"1,148",715,778,573,473,378
2021,4,10,"24,971","8,847",527,707,627,239,330,712,634,334,609,692,"1,189",604,545,"1,098","16,124","1,040",530,596,"1,040",341,"1,358",721,"1,139",800,"1,804","1,638",721,780,"1,036","1,068",757,755
2021,4,20,"37,171","16,327",950,"1,760","1,124",552,668,"1,721",973,714,"1,133","1,201","2,173",877,"1,013","1,468","20,844","1,439",781,"1,242","1,018",787,"2,696","1,354","1,851","1,003","1,223",912,955,"1,529","1,493",998,875,688
2021,4,30,"37,584","15,459",897,"1,301",988,407,612,"1,874","1,393",599,952,"1,342","1,994",720,726,"1,654","22,125","1,418",701,"1,046","1,136","1,104","2,253","1,333","2,729",973,"1,702",705,"1,841","1,455","1,432",977,797,523
2021,4,40,"44,450","16,909",980,"1,408","1,110",430,710,"1,641","1,250",652,"1,113","1,492","2,322","1,032","1,022","1,747","27,541","1,797",866,"1,110","1,753",968,"2,527","1,455","2,564","1,293","2,795","2,159","1,437","1,443","1,612","1,591","1,142","1,029"
2021,4,50,"49,829","21,836","1,076","2,028","1,569",628,917,"1,949","1,278","1,000","1,744","1,828","3,063","1,275","1,474","2,007","27,993","2,017","1,109","1,869","1,391",936,"3,715","1,727","2,131","1,474","1,677","1,229","1,130","1,929","2,144","1,282","1,241",992
2021,4,60,"37,086","17,938",804,"1,630","1,442",555,920,"1,691",910,986,"1,524","1,548","2,275",962,"1,250","1,441","19,148","1,464",767,"1,476","1,105",759,"2,831","1,209","1,292",739,964,627,756,"1,436","1,471",722,811,719
2021,4,70,"17,161","8,794",384,843,701,386,515,759,387,464,789,682,"1,188",447,704,545,"8,367",579,331,623,529,383,"1,359",602,629,299,441,321,250,522,464,394,311,330
2021,4,80,"9,370","4,547",166,406,317,224,296,427,164,203,406,404,606,274,358,296,"4,823",279,157,392,312,256,720,326,366,216,311,195,123,271,296,260,154,189
2021,4,90,"1,669",760,37,72,41,25,41,46,41,43,63,87,113,41,51,59,909,61,35,75,53,46,123,56,48,25,62,30,39,51,57,61,40,47
2021,4,100,76,38,1,4,0,0,3,6,3,4,8,0,3,0,4,2,38,3,0,3,1,2,9,3,1,5,0,0,4,1,2,1,0,3
2021,5,총,"278,402","119,017","6,258","10,711","8,297","3,552","5,200","11,821","7,904","5,213","8,800","9,918","15,941","6,673","7,467","11,262","159,385","10,879","5,664","8,481","8,980","5,917","18,501","9,381","13,875","7,462","12,124","8,460","8,615","10,112","10,768","7,914","6,589","5,663"
2021,5,0,"19,124","7,469",447,562,377,126,217,772,869,211,468,636,"1,044",455,330,955,"11,655",808,384,404,633,326,938,602,"1,098",640,"1,154",616,"1,168",708,766,563,468,379
2021,5,10,"24,884","8,829",521,707,623,231,323,726,631,335,605,692,"1,190",601,548,"1,096","16,055","1,023",532,566,"1,045",344,"1,346",716,"1,141",806,"1,801","1,633",731,777,"1,016","1,057",759,762
2021,5,20,"37,052","16,279",947,"1,748","1,124",538,662,"1,753",970,711,"1,121","1,196","2,163",869,"1,010","1,467","20,773","1,438",779,"1,172","1,014",787,"2,690","1,352","1,853",995,"1,208",923,980,"1,525","1,503",999,869,686
2021,5,30,"37,607","15,499",899,"1,294",982,409,609,"1,942","1,385",600,963,"1,334","2,000",717,721,"1,644","22,108","1,415",705,"1,012","1,138","1,105","2,232","1,341","2,719",974,"1,700",705,"1,881","1,448","1,428",980,798,527
2021,5,40,"44,269","16,837",974,"1,407","1,112",431,705,"1,672","1,248",643,"1,093","1,477","2,309","1,015","1,012","1,739","27,432","1,782",863,"1,066","1,739",963,"2,511","1,446","2,575","1,284","2,790","2,161","1,476","1,439","1,607","1,576","1,138","1,016"
2021,5,50,"49,793","21,888","1,077","2,018","1,568",623,913,"1,982","1,281","1,001","1,758","1,858","3,055","1,285","1,466","2,003","27,905","2,010","1,099","1,769","1,396",942,"3,710","1,723","2,133","1,475","1,674","1,243","1,155","1,918","2,141","1,285","1,238",994
2021,5,60,"37,331","18,051",808,"1,637","1,444",558,924,"1,721",921,997,"1,530","1,545","2,277",966,"1,265","1,458","19,280","1,480",774,"1,426","1,115",759,"2,862","1,212","1,309",739,978,632,786,"1,449","1,485",735,811,728
2021,5,70,"17,161","8,795",382,859,698,385,508,763,391,462,790,682,"1,180",445,705,545,"8,366",574,335,608,531,380,"1,357",602,621,304,439,323,266,529,461,393,314,329
2021,5,80,"9,433","4,577",165,404,324,225,294,438,165,210,402,411,609,278,355,297,"4,856",285,157,385,314,261,722,327,375,215,317,193,129,267,301,261,156,191
2021,5,90,"1,671",755,37,71,45,26,42,46,41,39,62,87,111,42,50,56,916,61,35,70,54,48,124,57,50,25,63,31,39,51,58,64,38,48
2021,5,100,77,38,1,4,0,0,3,6,2,4,8,0,3,0,5,2,39,3,1,3,1,2,9,3,1,5,0,0,4,1,2,1,0,3
2021,6,총,"278,046","119,073","6,267","10,685","8,301","3,534","5,209","11,998","7,863","5,198","8,829","9,920","15,906","6,662","7,468","11,233","158,973","10,870","5,658","7,946","8,991","5,943","18,495","9,362","13,879","7,461","12,118","8,457","8,753","10,092","10,794","7,932","6,573","5,649"
2021,6,0,"19,030","7,449",442,558,380,120,220,787,864,211,472,633,"1,034",449,328,951,"11,581",807,376,376,633,328,932,592,"1,091",637,"1,148",612,"1,179",709,757,569,466,369
2021,6,10,"24,838","8,813",516,701,618,227,326,735,636,333,610,688,"1,179",602,546,"1,096","16,025","1,019",538,525,"1,049",343,"1,338",716,"1,148",803,"1,797","1,637",745,768,"1,017","1,052",758,772
2021,6,20,"36,995","16,289",952,"1,753","1,126",539,668,"1,795",956,712,"1,107","1,192","2,156",858,"1,013","1,462","20,706","1,434",767,"1,100","1,014",795,"2,709","1,352","1,862",999,"1,202",920,986,"1,516","1,507","1,000",865,678
2021,6,30,"37,544","15,548",902,"1,290",976,407,612,"1,992","1,374",599,981,"1,333","2,005",723,723,"1,631","21,996","1,402",704,951,"1,129","1,105","2,216","1,329","2,708",968,"1,695",699,"1,915","1,442","1,428",978,792,535
2021,6,40,"44,182","16,829",973,"1,397","1,112",428,697,"1,690","1,249",633,"1,099","1,480","2,300","1,016","1,014","1,741","27,353","1,776",864,995,"1,738",966,"2,505","1,439","2,573","1,273","2,792","2,163","1,503","1,436","1,609","1,579","1,137","1,005"
2021,6,50,"49,599","21,828","1,079","2,008","1,565",616,909,"2,005","1,268",997,"1,753","1,858","3,048","1,276","1,456","1,990","27,771","2,004","1,092","1,665","1,406",938,"3,698","1,723","2,135","1,481","1,673","1,243","1,166","1,903","2,139","1,288","1,230",987
2021,6,60,"37,538","18,165",816,"1,637","1,454",558,930,"1,745",925,995,"1,549","1,555","2,277",974,"1,276","1,474","19,373","1,503",786,"1,328","1,117",767,"2,891","1,228","1,310",748,989,637,809,"1,467","1,502",742,816,733
2021,6,70,"17,099","8,758",381,859,702,387,504,758,385,461,785,678,"1,175",445,698,540,"8,341",570,333,571,529,386,"1,353",599,627,307,439,320,276,527,464,397,315,328
2021,6,80,"9,464","4,593",168,407,324,226,296,441,162,211,402,411,617,278,362,288,"4,871",293,162,368,320,264,716,322,373,214,321,194,131,270,311,263,156,193
2021,6,90,"1,687",769,37,71,44,26,44,47,42,42,63,92,112,41,50,58,918,59,35,64,55,49,128,59,51,26,62,32,39,53,59,63,38,46
2021,6,100,70,32,1,4,0,0,3,3,2,4,8,0,3,0,2,2,38,3,1,3,1,2,9,3,1,5,0,0,4,1,1,1,0,3
2021,7,총,"277,604","119,204","6,276","10,646","8,305","3,515","5,197","12,240","7,932","5,193","8,827","9,930","15,848","6,613","7,466","11,216","158,400","10,857","5,653","7,497","8,990","5,907","18,507","9,354","13,854","7,443","12,120","8,457","8,804","10,083","10,760","7,910","6,543","5,661"
2021,7,0,"18,945","7,418",433,558,372,121,217,824,870,211,471,624,"1,011",442,323,941,"11,527",807,381,357,630,329,930,590,"1,082",627,"1,144",603,"1,183",706,768,568,457,365
2021,7,10,"24,732","8,787",515,695,610,225,323,735,647,329,607,687,"1,174",595,544,"1,101","15,945","1,015",525,499,"1,054",338,"1,329",718,"1,143",798,"1,796","1,639",750,756,"1,006","1,046",760,773
2021,7,20,"36,881","16,308",967,"1,751","1,139",528,657,"1,839",964,703,"1,100","1,193","2,163",846,"1,009","1,449","20,573","1,438",771,"1,020","1,006",785,"2,702","1,341","1,845","1,006","1,207",916,991,"1,520","1,500",983,859,683
2021,7,30,"37,458","15,588",895,"1,285",969,408,613,"2,085","1,375",590,980,"1,335","1,988",717,727,"1,621","21,870","1,382",708,903,"1,119","1,102","2,221","1,335","2,693",956,"1,695",693,"1,915","1,429","1,426",981,779,533
2021,7,40,"44,015","16,775",965,"1,376","1,112",419,691,"1,711","1,263",633,"1,091","1,478","2,287","1,007","1,002","1,740","27,240","1,766",861,954,"1,728",952,"2,499","1,431","2,576","1,268","2,776","2,168","1,528","1,434","1,590","1,565","1,137","1,007"
2021,7,50,"49,525","21,847","1,087","1,999","1,561",620,904,"2,038","1,275","1,005","1,745","1,863","3,032","1,268","1,470","1,980","27,678","2,016","1,085","1,543","1,419",931,"3,689","1,718","2,134","1,476","1,685","1,251","1,168","1,913","2,130","1,302","1,223",995
2021,7,60,"37,703","18,291",825,"1,641","1,466",558,943,"1,756",942,992,"1,567","1,562","2,289",978,"1,277","1,495","19,412","1,504",800,"1,255","1,129",764,"2,917","1,241","1,319",756,996,641,816,"1,465","1,506",745,820,738
2021,7,70,"17,132","8,786",382,859,708,387,507,763,390,467,785,681,"1,179",443,695,540,"8,346",577,333,552,524,388,"1,360",603,633,311,434,319,280,535,463,393,314,327
2021,7,80,"9,462","4,606",168,407,323,222,297,438,161,218,410,416,614,275,369,288,"4,856",290,153,350,324,264,725,315,378,216,323,194,131,272,309,264,155,193
2021,7,90,"1,681",766,38,71,45,27,43,48,43,41,63,91,107,42,48,59,915,59,35,62,55,52,126,59,50,24,64,33,38,52,61,62,39,44
2021,7,100,70,32,1,4,0,0,2,3,2,4,8,0,4,0,2,2,38,3,1,2,2,2,9,3,1,5,0,0,4,1,1,1,0,3
2021,8,총,"277,360","119,393","6,265","10,641","8,288","3,483","5,190","12,560","8,008","5,183","8,814","9,938","15,775","6,591","7,466","11,191","157,967","10,842","5,650","7,031","8,961","5,902","18,509","9,355","13,812","7,432","12,112","8,468","8,893","10,052","10,742","8,044","6,510","5,652"
2021,8,0,"18,862","7,413",430,556,367,119,214,875,875,207,468,621,996,432,321,932,"11,449",796,379,335,614,324,926,583,"1,073",620,"1,143",611,"1,196",697,767,574,453,358
2021,8,10,"24,645","8,758",512,692,604,219,327,745,644,318,602,689,"1,171",597,537,"1,101","15,887","1,013",525,464,"1,058",338,"1,319",722,"1,122",797,"1,787","1,636",759,755,993,"1,065",750,784
2021,8,20,"36,783","16,283",956,"1,723","1,139",525,665,"1,880",962,709,"1,079","1,195","2,151",838,"1,006","1,455","20,500","1,427",763,958,"1,005",782,"2,721","1,335","1,842","1,007","1,217",909,"1,003","1,513","1,490",997,860,671
2021,8,30,"37,516","15,666",902,"1,301",941,402,607,"2,195","1,392",585,987,"1,336","1,977",715,725,"1,601","21,850","1,376",710,846,"1,102","1,106","2,209","1,336","2,712",953,"1,697",701,"1,924","1,417","1,430","1,022",775,534
2021,8,40,"43,826","16,747",964,"1,360","1,102",421,685,"1,737","1,279",634,"1,089","1,468","2,271",996,"1,003","1,738","27,079","1,758",863,903,"1,729",948,"2,485","1,421","2,540","1,262","2,769","2,168","1,537","1,424","1,574","1,576","1,118","1,004"
2021,8,50,"49,428","21,864","1,081","2,007","1,576",613,905,"2,069","1,289",996,"1,747","1,867","3,017","1,271","1,464","1,962","27,564","2,019","1,073","1,438","1,417",928,"3,671","1,718","2,126","1,471","1,684","1,247","1,188","1,916","2,131","1,322","1,227",988
2021,8,60,"37,906","18,435",833,"1,655","1,479",551,941,"1,791",966,"1,004","1,575","1,572","2,293",979,"1,283","1,513","19,471","1,518",813,"1,163","1,125",769,"2,943","1,255","1,340",764,996,649,826,"1,470","1,519",760,819,742
2021,8,70,"17,157","8,798",382,863,708,386,505,766,395,465,785,685,"1,175",448,699,536,"8,359",581,335,531,535,387,"1,363",610,627,315,429,320,282,534,466,396,317,331
2021,8,80,"9,471","4,627",167,408,327,219,295,447,164,220,410,414,614,273,377,292,"4,844",292,152,333,317,265,737,311,379,214,325,194,133,274,308,268,150,192
2021,8,90,"1,696",770,37,72,45,28,44,52,40,41,64,91,106,42,49,59,926,59,36,58,57,53,126,61,50,24,64,33,41,52,63,63,41,45
2021,8,100,70,32,1,4,0,0,2,3,2,4,8,0,4,0,2,2,38,3,1,2,2,2,9,3,1,5,1,0,4,0,1,1,0,3
2021,9,총,"277,120","119,506","6,249","10,638","8,317","3,495","5,187","12,730","8,062","5,170","8,792","9,913","15,764","6,573","7,443","11,173","157,614","10,827","5,641","6,630","8,967","5,926","18,480","9,362","13,788","7,445","12,094","8,462","8,948","10,047","10,740","8,077","6,514","5,666"
2021,9,0,"18,772","7,420",431,558,368,122,212,898,886,202,461,611,992,430,319,930,"11,352",797,380,319,613,322,914,575,"1,064",615,"1,135",601,"1,204",682,758,560,456,357
2021,9,10,"24,626","8,747",504,692,601,214,327,757,646,324,596,699,"1,167",591,532,"1,097","15,879","1,003",527,441,"1,058",335,"1,315",725,"1,119",807,"1,785","1,651",762,754,991,"1,072",749,785
2021,9,20,"36,664","16,270",949,"1,721","1,142",530,664,"1,902",965,709,"1,082","1,192","2,143",831,"1,000","1,440","20,394","1,411",756,895,"1,010",785,"2,710","1,337","1,845",994,"1,213",893,"1,002","1,516","1,489","1,004",861,673
2021,9,30,"37,475","15,713",899,"1,315",943,399,615,"2,257","1,397",575,984,"1,326","1,971",715,718,"1,599","21,762","1,394",705,798,"1,094","1,106","2,191","1,317","2,682",956,"1,693",698,"1,940","1,419","1,426","1,030",773,540
