년도,월,나이,전라북도 정읍시,전라북도 정읍시 신태인읍,전라북도 정읍시 북면,전라북도 정읍시 입암면,전라북도 정읍시 소성면,전라북도 정읍시 고부면,전라북도 정읍시 영원면,전라북도 정읍시 덕천면,전라북도 정읍시 이평면,전라북도 정읍시 정우면,전라북도 정읍시 태인면,전라북도 정읍시 감곡면,전라북도 정읍시 옹동면,전라북도 정읍시 칠보면,전라북도 정읍시 산내면,전라북도 정읍시 산외면,전라북도 정읍시 수성동,전라북도 정읍시 장명동,전라북도 정읍시 내장상동,전라북도 정읍시 시기동,전라북도 정읍시 초산동,전라북도 정읍시 연지동,전라북도 정읍시 농소동,전라북도 정읍시 상교동
2021,4,0,"3,165",119,80,27,39,34,30,18,23,49,42,28,22,37,15,25,705,67,802,84,515,243,92,69
2021,4,10,"5,040",217,151,84,41,53,36,57,53,49,80,39,35,92,30,42,"1,063",143,"1,364",134,739,255,163,120
2021,4,20,"5,782",209,209,117,69,101,63,76,74,101,131,72,47,86,46,61,"1,228",176,"1,269",194,662,325,231,235
2021,4,30,"4,614",209,169,80,69,129,51,57,54,80,105,105,69,74,33,58,998,117,884,123,497,322,155,176
2021,4,40,"7,659",350,256,146,116,178,101,110,114,145,211,149,98,140,49,117,"1,575",247,"1,574",199,804,500,245,235
2021,4,50,"9,832",478,463,322,214,248,152,196,201,274,329,258,155,239,140,232,"1,584",293,"1,696",259,807,498,407,387
2021,4,60,"8,609",510,435,319,208,312,196,189,221,283,349,321,179,242,166,235,969,219,"1,222",289,587,422,364,372
2021,4,70,"5,759",387,266,199,194,215,166,138,175,197,261,285,146,172,91,179,505,134,734,208,339,313,207,248
2021,4,80,"2,712",164,124,128,105,112,79,59,100,111,156,125,82,104,52,94,173,69,275,101,134,114,100,151
2021,4,90,258,22,8,8,8,9,7,10,14,10,27,12,12,6,4,11,10,4,25,11,6,11,11,12
2021,4,100,9,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,2,1
2021,5,총,"53,394","2,676","2,140","1,430","1,069","1,394",879,905,"1,023","1,288","1,700","1,397",838,"1,193",624,"1,049","8,791","1,468","9,854","1,591","5,085","3,029","1,969","2,002"
2021,5,0,"3,133",118,77,28,38,32,29,17,23,44,42,27,23,38,15,25,697,67,795,82,517,240,91,68
2021,5,10,"5,029",222,145,84,43,54,36,56,52,51,77,41,35,92,29,42,"1,061",143,"1,363",135,735,254,161,118
2021,5,20,"5,780",208,213,118,69,100,61,80,73,99,133,71,47,87,46,60,"1,221",174,"1,274",194,657,328,230,237
2021,5,30,"4,610",212,159,78,69,127,56,57,56,78,110,105,68,77,32,57,"1,002",113,889,120,492,323,154,176
2021,5,40,"7,610",353,252,144,118,177,97,107,107,143,207,149,97,134,48,115,"1,560",246,"1,567",197,807,501,246,238
2021,5,50,"9,846",476,462,325,212,251,151,193,200,270,328,259,151,242,142,234,"1,593",297,"1,701",256,811,500,407,385
2021,5,60,"8,639",510,433,316,210,315,197,186,224,284,355,324,179,240,166,234,972,219,"1,231",289,590,433,362,370
2021,5,70,"5,757",389,266,198,195,215,165,138,175,196,263,285,145,173,92,176,505,134,734,205,334,321,207,246
2021,5,80,"2,722",165,125,129,107,113,80,60,100,113,157,124,82,104,50,95,170,71,276,101,136,117,98,149
2021,5,90,259,23,8,10,8,9,7,11,13,10,26,12,11,6,4,11,10,4,22,12,6,11,11,14
2021,5,100,9,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,2,1
2021,6,총,"53,374","2,672","2,151","1,435","1,075","1,393",879,912,"1,023","1,283","1,688","1,400",843,"1,189",623,"1,048","8,774","1,467","9,853","1,585","5,079","3,022","1,974","2,006"
2021,6,0,"3,095",114,78,30,39,30,29,18,23,45,38,27,23,37,14,25,683,68,785,81,517,236,87,68
2021,6,10,"5,017",221,144,82,40,55,36,57,54,51,79,42,37,90,30,42,"1,053",137,"1,356",135,737,255,164,120
2021,6,20,"5,792",208,216,117,71,101,61,78,72,98,131,71,47,87,43,60,"1,226",174,"1,284",193,656,331,228,239
2021,6,30,"4,601",208,163,81,70,124,56,57,55,78,108,105,68,79,34,55,998,113,894,115,492,318,153,177
2021,6,40,"7,597",351,255,147,117,179,95,106,109,142,202,151,96,132,50,115,"1,551",247,"1,572",195,802,494,249,240
2021,6,50,"9,809",475,459,323,215,249,152,194,195,262,326,252,154,239,142,235,"1,601",293,"1,685",257,808,502,404,387
2021,6,60,"8,701",513,438,317,215,316,199,191,228,290,358,332,179,243,164,235,969,227,"1,238",289,592,433,367,368
2021,6,70,"5,752",390,262,199,193,217,165,139,176,195,258,285,144,172,91,175,511,133,734,207,331,322,209,244
2021,6,80,"2,745",170,128,129,108,112,79,61,98,113,161,123,84,104,51,95,171,71,281,101,138,119,100,148
2021,6,90,256,22,8,10,7,9,7,11,13,9,25,12,11,6,4,11,11,4,22,12,6,11,11,14
2021,6,100,9,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,2,1
2021,7,총,"53,338","2,664","2,158","1,431","1,071","1,380",882,908,"1,016","1,280","1,685","1,405",846,"1,185",619,"1,049","8,768","1,463","9,864","1,591","5,082","3,025","1,967","1,999"
2021,7,0,"3,093",112,77,32,38,30,32,16,20,46,38,34,23,35,14,25,687,67,788,83,511,234,85,66
2021,7,10,"5,002",216,144,82,40,55,37,57,49,49,77,42,37,89,29,40,"1,051",137,"1,354",134,737,260,166,120
2021,7,20,"5,770",205,219,114,70,98,60,77,74,98,133,71,46,88,44,59,"1,219",172,"1,289",193,656,329,220,236
2021,7,30,"4,586",212,161,78,70,121,56,57,57,75,105,103,67,79,33,55,991,115,888,118,496,320,152,177
2021,7,40,"7,537",346,252,143,111,176,95,106,107,141,202,149,95,132,48,115,"1,542",246,"1,567",194,793,492,251,234
2021,7,50,"9,798",471,465,323,214,248,146,189,191,266,327,251,152,239,142,234,"1,597",293,"1,696",257,810,505,397,385
2021,7,60,"8,762",514,441,318,219,316,204,195,233,287,359,334,184,242,162,238,988,223,"1,238",286,603,428,376,374
2021,7,70,"5,757",391,262,202,193,213,163,139,174,196,256,286,144,173,93,177,510,133,737,211,330,324,207,243
2021,7,80,"2,768",175,129,130,107,113,82,61,98,113,161,122,87,104,51,95,171,73,284,103,140,121,100,148
2021,7,90,255,22,8,9,9,9,7,11,13,9,25,13,11,4,2,11,12,4,21,12,6,11,11,15
2021,7,100,10,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,1,2,1
2021,8,총,"53,242","2,656","2,154","1,427","1,077","1,382",877,905,"1,024","1,276","1,685","1,405",847,"1,180",616,"1,050","8,729","1,452","9,862","1,577","5,069","3,024","1,963","2,005"
2021,8,0,"3,071",111,75,32,36,32,29,16,20,43,38,37,23,34,14,26,682,66,789,79,507,232,85,65
2021,8,10,"4,994",214,143,79,44,55,38,57,61,47,79,41,37,89,30,40,"1,046",135,"1,345",132,731,264,163,124
2021,8,20,"5,756",208,221,112,68,96,58,77,75,96,130,71,45,88,40,57,"1,212",169,"1,294",193,662,324,223,237
2021,8,30,"4,542",207,163,76,71,119,55,57,57,76,106,101,68,74,31,55,989,114,878,115,492,312,144,182
2021,8,40,"7,501",343,254,144,110,177,97,106,111,141,199,147,96,133,47,114,"1,525",244,"1,565",193,782,494,251,228
2021,8,50,"9,781",468,459,315,217,248,144,184,191,269,323,250,152,240,142,234,"1,590",288,"1,697",257,819,503,400,391
2021,8,60,"8,803",515,443,326,220,318,205,199,228,285,367,335,182,243,164,238,995,226,"1,248",286,599,436,373,372
2021,8,70,"5,749",392,262,202,192,215,161,137,171,198,254,285,145,171,94,179,506,133,739,206,331,323,211,242
2021,8,80,"2,781",176,127,132,110,112,84,61,97,112,160,125,89,104,51,96,171,73,286,104,140,124,100,147
2021,8,90,254,22,7,9,9,9,6,11,13,9,27,13,10,4,2,11,13,4,19,12,6,11,11,16
2021,8,100,10,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,1,2,1
2021,9,총,"53,127","2,643","2,143","1,414","1,076","1,383",868,892,"1,019","1,273","1,678","1,405",842,"1,181",607,"1,053","8,697","1,448","9,847","1,565","5,080","3,034","1,950","2,029"
2021,9,0,"3,052",108,74,31,34,32,27,16,20,42,37,38,22,32,14,27,674,68,783,80,507,233,86,67
2021,9,10,"4,974",205,142,79,45,55,38,57,62,48,81,40,36,90,28,39,"1,039",132,"1,349",125,736,265,162,121
2021,9,20,"5,715",207,215,108,70,99,55,73,71,94,126,70,42,88,38,55,"1,208",169,"1,284",194,666,322,220,241
2021,9,30,"4,525",205,166,77,70,117,55,57,57,78,104,101,68,71,31,59,973,113,872,109,497,316,142,187
2021,9,40,"7,461",341,253,141,109,171,94,104,110,137,197,147,95,134,46,115,"1,529",243,"1,557",192,779,491,246,230
2021,9,50,"9,774",469,455,308,215,252,143,183,191,266,318,250,151,243,138,234,"1,585",286,"1,707",257,824,510,397,392
2021,9,60,"8,837",520,441,327,222,320,206,196,229,288,372,337,185,244,164,239,999,227,"1,250",285,595,435,375,381
2021,9,70,"5,734",388,262,202,189,216,160,136,171,198,252,283,144,170,95,178,502,135,736,208,330,323,210,246
2021,9,80,"2,792",178,128,132,112,111,84,58,95,113,164,126,90,105,50,96,175,72,288,102,141,127,99,146
2021,9,90,253,22,7,9,10,9,6,12,13,9,25,13,9,4,2,11,13,3,19,13,5,11,11,17
2021,9,100,10,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,1,2,1
2021,10,총,"53,040","2,648","2,133","1,409","1,075","1,374",861,891,"1,008","1,269","1,693","1,406",847,"1,173",608,"1,050","8,679","1,453","9,827","1,561","5,077","3,014","1,950","2,034"
2021,10,0,"3,033",106,73,30,34,32,25,16,19,43,36,36,21,34,13,25,673,71,779,80,503,230,87,67
2021,10,10,"4,949",210,135,75,46,55,38,57,61,47,92,41,37,87,30,39,"1,030",133,"1,335",123,737,260,161,120
2021,10,20,"5,704",209,220,110,69,96,55,73,70,91,127,69,44,88,39,54,"1,196",166,"1,286",195,669,323,216,239
2021,10,30,"4,500",201,163,79,69,117,54,56,58,78,104,102,66,69,31,57,971,113,861,110,499,311,142,189
2021,10,40,"7,420",339,249,138,106,169,94,105,106,132,199,147,97,130,47,114,"1,529",244,"1,548",190,771,488,247,231
2021,10,50,"9,770",470,455,306,218,246,145,184,186,268,317,251,150,242,135,236,"1,586",287,"1,714",258,822,504,398,392
2021,10,60,"8,863",522,439,330,219,322,206,198,231,290,373,338,187,243,166,243,998,229,"1,253",283,598,438,374,383
2021,10,70,"5,728",388,263,202,191,211,154,133,169,197,254,280,147,170,94,177,504,134,737,208,330,324,211,250
2021,10,80,"2,806",181,129,129,113,114,84,57,94,115,162,128,89,106,50,95,179,72,293,102,143,126,100,145
2021,10,90,255,22,7,10,10,11,6,12,14,8,27,13,9,4,2,10,13,4,19,12,5,9,11,17
2021,10,100,12,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,2,0,0,1,3,1
2021,11,총,"52,972","2,644","2,133","1,396","1,078","1,375",865,888,"1,003","1,266","1,689","1,417",846,"1,168",610,"1,050","8,659","1,445","9,807","1,556","5,082","3,004","1,935","2,056"
2021,11,0,"3,014",106,72,29,35,33,26,16,18,40,36,36,21,34,14,25,665,71,775,79,499,232,85,67
2021,11,10,"4,923",206,134,71,46,55,38,57,57,50,91,41,37,84,30,40,"1,018",130,"1,334",123,738,260,161,122
2021,11,20,"5,678",205,221,106,68,94,56,74,70,91,122,71,44,91,40,52,"1,207",161,"1,273",195,667,320,209,241
2021,11,30,"4,516",209,166,81,69,123,54,57,59,76,105,103,67,66,32,58,964,114,864,105,500,308,139,197
2021,11,40,"7,383",335,245,137,107,165,96,106,107,136,195,149,96,129,48,112,"1,519",238,"1,538",191,770,482,246,236
2021,11,50,"9,772",469,458,306,218,246,145,185,183,262,325,255,149,242,131,238,"1,594",292,"1,713",254,823,497,391,396
2021,11,60,"8,875",525,437,324,220,322,205,195,230,294,369,338,188,242,169,246,995,229,"1,257",287,600,442,378,383
2021,11,70,"5,730",385,265,204,192,212,154,130,173,195,254,275,145,172,94,175,504,134,738,208,333,326,214,248
2021,11,80,"2,816",183,128,128,112,113,85,56,92,114,165,133,90,104,50,94,180,72,293,102,148,127,99,148
2021,11,90,256,21,7,10,11,11,6,12,14,8,26,15,9,4,2,10,13,4,20,12,4,9,11,17
2021,11,100,9,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,2,1
2021,12,총,"52,892","2,622","2,126","1,394","1,078","1,372",857,888,999,"1,271","1,686","1,415",841,"1,156",606,"1,049","8,644","1,444","9,822","1,549","5,066","3,013","1,936","2,058"
2021,12,0,"3,004",107,72,29,34,34,25,17,20,43,36,37,22,35,14,24,661,71,771,79,488,236,83,66
2021,12,10,"4,888",198,131,70,46,55,37,58,55,49,91,42,37,83,28,40,"1,011",129,"1,324",122,744,257,160,121
2021,12,20,"5,670",201,224,107,66,92,55,71,67,90,121,69,44,91,41,49,"1,210",159,"1,292",187,655,321,212,246
2021,12,30,"4,497",202,166,77,70,124,51,57,59,75,101,105,63,66,32,59,964,114,866,106,497,309,138,196
2021,12,40,"7,360",340,236,137,106,162,94,105,104,138,198,146,99,123,46,113,"1,512",239,"1,530",194,775,484,246,233
2021,12,50,"9,747",463,451,305,217,246,146,187,186,263,324,256,147,240,129,238,"1,591",295,"1,725",252,816,492,386,392
2021,12,60,"8,902",522,444,330,225,321,203,194,229,295,369,333,187,240,170,250,"1,000",228,"1,260",283,603,444,384,388
2021,12,70,"5,724",385,267,203,187,213,154,129,171,198,254,275,143,168,93,173,504,132,741,212,332,332,212,246
2021,12,80,"2,837",184,128,127,116,113,86,58,94,113,165,136,90,104,50,93,178,72,293,102,152,128,103,152
2021,12,90,256,20,7,9,11,11,6,12,14,7,26,15,9,6,3,10,13,5,20,12,4,9,10,17
2021,12,100,7,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,1
