년도,월,나이,연제구,거제제1동,거제제2동,거제제3동,거제제4동,연산제1동,연산제2동,연산제3동,연산제4동,연산제5동,연산제6동,연산제8동,연산제9동
2021,9,90,864,102,39,81,57,51,100,38,80,29,85,49,153
2021,9,100,40,6,1,0,1,3,9,1,1,2,3,8,5
2021,10,총,"205,607","29,317","12,300","10,039","10,481","16,318","20,922","7,176","16,252","16,552","16,727","14,204","35,319"
2021,10,0,"13,844","2,384",994,462,660,"1,210","1,974",208,643,740,"1,024","1,195","2,350"
2021,10,10,"16,178","3,560","1,567",673,983,"1,233","1,288",366,884,651,981,"1,123","2,869"
2021,10,20,"24,903","3,195","1,282","1,104","1,203","1,750","2,373",759,"2,297","3,386","1,798","1,522","4,234"
2021,10,30,"25,973","2,886","1,197","1,085","1,068","2,106","3,529",697,"1,944","3,135","2,261","1,804","4,261"
2021,10,40,"31,240","5,421","2,283","1,268","1,603","2,483","3,152",888,"2,172","2,299","2,243","2,216","5,212"
2021,10,50,"33,368","4,803","1,971","1,619","1,799","2,590","3,107","1,243","2,660","2,394","2,580","2,369","6,233"
2021,10,60,"33,376","3,730","1,673","1,856","1,815","2,863","2,966","1,580","3,179","2,221","3,035","2,349","6,109"
2021,10,70,"18,420","2,301",915,"1,255",914,"1,487","1,723","1,022","1,730","1,213","1,884","1,186","2,790"
2021,10,80,"7,404",925,377,636,376,541,704,377,659,481,832,394,"1,102"
2021,10,90,875,106,40,81,59,52,103,35,83,30,86,46,154
2021,10,100,26,6,1,0,1,3,3,1,1,2,3,0,5
2021,11,총,"205,742","29,336","12,258","10,018","10,462","16,646","20,872","7,248","16,185","16,607","16,754","14,143","35,213"
2021,11,0,"13,790","2,368",983,464,649,"1,239","1,982",221,629,733,"1,024","1,183","2,315"
2021,11,10,"16,176","3,556","1,563",672,984,"1,251","1,277",372,884,656,984,"1,115","2,862"
2021,11,20,"24,846","3,233","1,278","1,086","1,192","1,786","2,346",752,"2,268","3,393","1,797","1,499","4,216"
2021,11,30,"25,975","2,879","1,183","1,085","1,068","2,176","3,496",741,"1,922","3,136","2,270","1,784","4,235"
2021,11,40,"31,283","5,403","2,276","1,276","1,598","2,533","3,153",902,"2,164","2,315","2,247","2,219","5,197"
2021,11,50,"33,395","4,815","1,973","1,616","1,791","2,652","3,127","1,228","2,652","2,402","2,573","2,357","6,209"
2021,11,60,"33,427","3,725","1,668","1,849","1,817","2,914","2,946","1,601","3,182","2,228","3,038","2,348","6,111"
2021,11,70,"18,475","2,306",918,"1,254",923,"1,494","1,733","1,014","1,731","1,223","1,892","1,195","2,792"
2021,11,80,"7,471",941,375,637,379,545,706,382,672,488,837,395,"1,114"
2021,11,90,879,104,40,79,60,53,103,34,80,31,90,48,157
2021,11,100,25,6,1,0,1,3,3,1,1,2,2,0,5
2021,12,총,"207,144","29,232","12,232","9,988","10,429","16,775","20,674","9,160","16,154","16,588","16,699","14,138","35,075"
2021,12,0,"13,970","2,351",981,459,638,"1,247","1,958",510,623,726,"1,012","1,169","2,296"
2021,12,10,"16,236","3,536","1,565",670,977,"1,265","1,257",495,891,643,979,"1,116","2,842"
2021,12,20,"24,911","3,224","1,271","1,082","1,183","1,774","2,314",923,"2,267","3,392","1,787","1,500","4,194"
2021,12,30,"26,303","2,857","1,164","1,068","1,047","2,198","3,463","1,228","1,909","3,160","2,235","1,781","4,193"
2021,12,40,"31,562","5,374","2,271","1,273","1,606","2,558","3,134","1,237","2,152","2,286","2,259","2,229","5,183"
2021,12,50,"33,531","4,788","1,982","1,615","1,786","2,689","3,079","1,449","2,647","2,393","2,570","2,342","6,191"
2021,12,60,"33,606","3,738","1,663","1,849","1,823","2,925","2,927","1,802","3,174","2,228","3,037","2,353","6,087"
2021,12,70,"18,582","2,297",924,"1,248",928,"1,508","1,728","1,077","1,737","1,235","1,887","1,205","2,808"
2021,12,80,"7,528",958,369,645,380,549,711,400,673,488,841,391,"1,123"
2021,12,90,889,103,41,79,60,59,100,38,79,35,90,52,153
2021,12,100,26,6,1,0,1,3,3,1,2,2,2,0,5
