년도,월,나이,서울특별시 용산구,서울특별시 용산구 후암동,서울특별시 용산구 용산2가동,서울특별시 용산구 남영동,서울특별시 용산구 청파동,서울특별시 용산구 원효로제1동,서울특별시 용산구 원효로제2동,서울특별시 용산구 효창동,서울특별시 용산구 용문동,서울특별시 용산구 한강로동,서울특별시 용산구 이촌제1동,서울특별시 용산구 이촌제2동,서울특별시 용산구 이태원제1동,서울특별시 용산구 이태원제2동,서울특별시 용산구 한남동,서울특별시 용산구 서빙고동,서울특별시 용산구 보광동
2021,7,40,"17,012","1,298",673,658,"1,333","1,331","1,086",728,879,"1,402","2,124",615,421,671,"1,662","1,123","1,008"
2021,7,50,"17,989","1,360",663,"1,108","1,529","1,091","1,112",764,972,"1,654","2,193",634,499,572,"1,546","1,118","1,174"
2021,7,60,"13,936","1,055",632,953,"1,141",807,829,496,706,"1,333","1,478",612,472,499,"1,297",744,882
2021,7,70,"7,122",554,403,367,591,358,443,274,409,614,726,319,222,342,685,313,502
2021,7,80,"3,166",196,150,137,268,147,171,127,160,280,456,116,120,155,285,217,181
2021,7,90,414,26,17,12,22,13,16,19,14,39,80,11,20,22,40,36,27
2021,7,100,27,2,2,4,1,1,0,1,1,2,2,0,1,0,8,1,1
2021,8,총,"108,220","8,285","4,622","4,461","9,183","7,617","6,510","4,787","5,724","10,304","12,549","3,934","3,159","4,182","9,906","6,242","6,755"
2021,8,0,"6,661",466,167,92,333,634,433,386,354,643,"1,348",269,109,201,607,386,233
2021,8,10,"7,557",644,252,148,583,474,491,362,394,516,"1,415",238,127,215,560,718,420
2021,8,20,"15,701","1,249",785,428,"1,683","1,040",871,711,866,"1,578","1,375",443,570,689,"1,365",860,"1,188"
2021,8,30,"18,791","1,438",883,564,"1,699","1,717","1,047",906,973,"2,247","1,481",684,596,812,"1,851",737,"1,156"
2021,8,40,"16,910","1,292",677,652,"1,330","1,327","1,091",736,866,"1,388","2,084",612,428,664,"1,660","1,102","1,001"
2021,8,50,"17,927","1,359",653,"1,104","1,521","1,099","1,104",763,977,"1,663","2,147",631,496,574,"1,541","1,125","1,170"
2021,8,60,"13,972","1,056",633,950,"1,148",806,843,503,715,"1,344","1,455",607,471,510,"1,308",748,875
2021,8,70,"7,094",554,401,367,598,362,440,275,404,604,706,322,219,341,684,312,505
2021,8,80,"3,165",199,152,139,266,144,174,125,160,280,455,116,122,154,282,216,181
2021,8,90,415,26,17,13,21,13,16,19,14,39,81,12,20,22,40,37,25
2021,8,100,27,2,2,4,1,1,0,1,1,2,2,0,1,0,8,1,1
2021,9,총,"107,801","8,261","4,588","4,465","9,169","7,593","6,499","4,777","5,700","10,319","12,318","3,920","3,147","4,172","9,877","6,259","6,737"
2021,9,0,"6,649",457,165,98,327,628,435,385,356,654,"1,345",268,105,202,606,390,228
2021,9,10,"7,505",644,252,150,580,473,481,364,374,518,"1,385",239,130,213,559,723,420
2021,9,20,"15,624","1,241",775,438,"1,679","1,041",867,709,875,"1,559","1,349",436,573,688,"1,356",854,"1,184"
2021,9,30,"18,724","1,444",878,562,"1,717","1,704","1,056",903,968,"2,244","1,440",679,598,805,"1,836",738,"1,152"
2021,9,40,"16,767","1,285",670,639,"1,304","1,322","1,080",733,852,"1,402","2,037",612,424,661,"1,649","1,104",993
2021,9,50,"17,916","1,355",654,"1,104","1,529","1,091","1,108",753,982,"1,669","2,128",628,490,581,"1,552","1,125","1,167"
2021,9,60,"13,951","1,053",626,952,"1,149",811,845,511,713,"1,344","1,410",613,470,509,"1,306",755,884
2021,9,70,"7,059",553,396,363,593,362,438,277,405,607,696,319,215,339,677,317,502
2021,9,80,"3,161",201,152,142,268,144,173,122,160,282,447,114,120,151,289,215,181
2021,9,90,417,26,18,13,22,16,16,19,14,38,78,12,21,23,39,37,25
2021,9,100,28,2,2,4,1,1,0,1,1,2,3,0,1,0,8,1,1
2021,10,총,"107,607","8,256","4,581","4,459","9,163","7,600","6,490","4,764","5,707","10,295","12,215","3,908","3,133","4,165","9,879","6,248","6,744"
2021,10,0,"6,612",455,166,95,327,630,425,375,361,657,"1,331",261,106,199,608,384,232
2021,10,10,"7,490",645,256,148,565,479,484,366,370,516,"1,373",243,130,213,561,718,423
2021,10,20,"15,529","1,230",771,436,"1,680","1,028",860,712,870,"1,542","1,331",430,559,681,"1,352",860,"1,187"
2021,10,30,"18,711","1,452",873,560,"1,723","1,713","1,059",896,970,"2,246","1,416",684,598,807,"1,837",733,"1,144"
2021,10,40,"16,713","1,279",667,640,"1,297","1,314","1,075",735,856,"1,402","2,023",614,427,659,"1,645","1,096",984
2021,10,50,"17,887","1,350",655,"1,100","1,529","1,093","1,110",749,983,"1,658","2,115",620,486,584,"1,548","1,129","1,178"
2021,10,60,"14,013","1,062",625,960,"1,155",816,844,517,716,"1,348","1,408",615,471,510,"1,315",760,891
2021,10,70,"7,032",554,395,362,593,368,441,271,405,607,689,314,212,336,671,318,496
2021,10,80,"3,170",199,153,142,270,143,176,123,161,278,445,118,121,152,294,213,182
2021,10,90,424,28,19,12,23,15,16,19,14,40,80,9,22,24,40,36,27
2021,10,100,26,2,1,4,1,1,0,1,1,1,4,0,1,0,8,1,0
2021,11,총,"107,486","8,220","4,594","4,473","9,159","7,587","6,484","4,763","5,695","10,326","12,151","3,905","3,144","4,148","9,865","6,244","6,728"
2021,11,0,"6,560",448,163,96,312,621,420,376,359,655,"1,320",259,106,201,604,388,232
2021,11,10,"7,460",647,256,145,557,479,485,369,366,516,"1,365",243,132,210,562,713,415
2021,11,20,"15,498","1,200",779,436,"1,687","1,019",855,706,867,"1,559","1,325",430,563,681,"1,344",866,"1,181"
2021,11,30,"18,714","1,455",871,558,"1,724","1,712","1,068",896,967,"2,262","1,394",684,604,801,"1,837",735,"1,146"
2021,11,40,"16,680","1,269",676,645,"1,302","1,308","1,071",732,859,"1,403","2,016",614,423,656,"1,645","1,083",978
2021,11,50,"17,877","1,343",657,"1,109","1,524","1,103","1,104",752,983,"1,658","2,104",616,491,581,"1,537","1,131","1,184"
2021,11,60,"14,053","1,068",627,967,"1,162",814,849,517,715,"1,348","1,406",620,468,513,"1,329",759,891
2021,11,70,"7,014",559,390,361,593,371,445,270,403,602,692,309,212,330,666,319,492
2021,11,80,"3,183",201,155,142,274,144,168,126,162,285,446,119,122,152,294,213,180
2021,11,90,425,28,19,13,23,15,19,18,13,37,80,11,22,23,39,36,29
2021,11,100,22,2,1,1,1,1,0,1,1,1,3,0,1,0,8,1,0
2021,12,총,"107,210","8,211","4,569","4,471","9,114","7,582","6,478","4,748","5,675","10,334","12,119","3,889","3,110","4,137","9,841","6,241","6,691"
2021,12,0,"6,523",448,160,96,306,621,417,385,350,654,"1,321",258,106,197,603,377,224
2021,12,10,"7,444",651,253,148,552,474,482,369,365,524,"1,357",240,131,213,561,712,412
2021,12,20,"15,432","1,197",770,432,"1,665","1,029",861,698,860,"1,572","1,319",425,548,675,"1,340",873,"1,168"
2021,12,30,"18,641","1,459",868,558,"1,728","1,704","1,059",885,959,"2,259","1,382",684,603,801,"1,833",720,"1,139"
2021,12,40,"16,651","1,259",670,646,"1,292","1,302","1,074",737,857,"1,403","2,017",611,418,650,"1,636","1,090",989
2021,12,50,"17,821","1,347",647,"1,107","1,521","1,094","1,100",745,987,"1,658","2,099",613,482,584,"1,536","1,131","1,170"
2021,12,60,"14,068","1,063",636,967,"1,167",823,850,517,713,"1,341","1,412",617,466,512,"1,328",766,890
2021,12,70,"6,977",554,386,365,586,373,446,265,405,597,688,310,214,326,654,320,488
2021,12,80,"3,206",202,160,139,274,146,170,128,165,288,438,120,120,156,303,215,182
2021,12,90,427,29,19,12,22,15,19,18,13,37,83,11,22,23,39,36,29
2021,12,100,20,2,0,1,1,1,0,1,1,1,3,0,0,0,8,1,0
