년도,월,나이,대전광역시 동구,대전광역시 동구 중앙동,대전광역시 동구 효동,대전광역시 동구 신인동,대전광역시 동구 판암1동,대전광역시 동구 판암2동,대전광역시 동구 용운동,대전광역시 동구 대동,대전광역시 동구 자양동,대전광역시 동구 가양1동,대전광역시 동구 가양2동,대전광역시 동구 용전동,대전광역시 동구 성남동,대전광역시 동구 홍도동,대전광역시 동구 삼성동,대전광역시 동구 대청동,대전광역시 동구 산내동
2021,5,0,"14,792",105,"2,462",879,759,254,"1,681","1,384",375,792,913,"1,049",875,573,773,61,"1,857"
2021,5,10,"19,873",143,"3,338",888,970,372,"1,835","1,385",846,"1,095","1,755","1,474",941,788,"1,240",135,"2,668"
2021,5,20,"30,295",363,"2,563","1,352","1,475",769,"3,343","1,772","2,723","1,959","2,889","3,971","1,338","1,983","1,530",202,"2,063"
2021,5,30,"25,709",374,"2,843","1,578","1,469",726,"2,940","1,998","1,055","1,411","1,875","2,961","1,473","1,273","1,387",155,"2,191"
2021,5,40,"33,926",494,"4,834","1,753","1,707",999,"3,288","2,347","1,236","2,039","2,673","3,131","1,751","1,538","2,137",250,"3,749"
2021,5,50,"36,343",938,"3,544","1,932","2,153","1,501","3,561","2,353","1,545","2,292","3,293","3,279","2,076","1,839","2,518",448,"3,071"
2021,5,60,"33,606","1,151","2,935","1,965","1,996","1,925","2,986","2,011","1,518","2,262","2,734","2,675","1,960","1,667","2,453",582,"2,786"
2021,5,70,"19,042",778,"1,570","1,206","1,200","1,288","1,427","1,137",895,"1,320","1,421","1,358","1,171",858,"1,504",323,"1,586"
2021,5,80,"8,598",331,628,528,594,710,605,526,391,573,618,508,500,402,684,253,747
2021,5,90,"1,130",38,97,67,78,92,81,81,41,60,78,63,79,49,81,40,105
2021,5,100,39,2,2,2,2,1,4,3,4,4,3,1,3,0,1,0,7
2021,6,총,"223,245","4,686","24,779","12,132","12,398","8,632","21,795","15,024","10,595","13,795","18,239","20,456","12,151","11,014","14,259","2,441","20,849"
2021,6,0,"14,731",104,"2,442",873,757,253,"1,683","1,384",369,790,914,"1,047",866,578,770,59,"1,842"
2021,6,10,"19,811",139,"3,322",884,961,376,"1,825","1,389",826,"1,092","1,750","1,472",946,791,"1,228",134,"2,676"
2021,6,20,"30,225",351,"2,569","1,350","1,465",765,"3,345","1,773","2,718","1,966","2,876","3,943","1,329","1,994","1,524",201,"2,056"
2021,6,30,"25,622",373,"2,813","1,576","1,470",724,"2,929","1,987","1,050","1,398","1,885","2,975","1,456","1,276","1,380",151,"2,179"
2021,6,40,"33,962",498,"4,837","1,748","1,706",996,"3,300","2,353","1,231","2,036","2,669","3,137","1,755","1,546","2,131",254,"3,765"
2021,6,50,"36,226",924,"3,523","1,928","2,146","1,485","3,575","2,353","1,532","2,290","3,277","3,268","2,067","1,842","2,501",445,"3,070"
2021,6,60,"33,790","1,153","2,965","1,970","2,005","1,937","3,007","2,031","1,537","2,263","2,740","2,692","1,977","1,678","2,450",583,"2,802"
2021,6,70,"19,035",778,"1,575","1,206","1,205","1,285","1,439","1,139",895,"1,312","1,425","1,342","1,171",855,"1,508",320,"1,580"
2021,6,80,"8,677",326,633,530,602,714,608,534,390,584,622,520,504,407,684,256,763
2021,6,90,"1,128",38,98,65,79,96,80,79,43,60,78,59,77,47,82,38,109
2021,6,100,38,2,2,2,2,1,4,2,4,4,3,1,3,0,1,0,7
2021,7,총,"223,198","4,635","24,781","12,095","12,416","8,608","21,848","15,031","10,567","13,819","18,269","20,500","12,114","11,025","14,230","2,439","20,821"
2021,7,0,"14,688",106,"2,426",871,761,250,"1,679","1,376",370,789,916,"1,052",864,575,768,57,"1,828"
2021,7,10,"19,766",136,"3,320",880,962,371,"1,835","1,406",788,"1,088","1,742","1,475",934,793,"1,233",135,"2,668"
2021,7,20,"30,134",340,"2,562","1,320","1,469",761,"3,323","1,764","2,730","1,975","2,876","3,917","1,325","2,004","1,500",201,"2,067"
2021,7,30,"25,603",370,"2,799","1,572","1,475",717,"2,949","1,956","1,042","1,402","1,899","3,010","1,447","1,277","1,367",150,"2,171"
2021,7,40,"33,884",489,"4,835","1,736","1,703",994,"3,290","2,380","1,223","2,032","2,654","3,126","1,749","1,533","2,139",254,"3,747"
2021,7,50,"36,232",907,"3,537","1,943","2,139","1,471","3,598","2,351","1,540","2,311","3,288","3,275","2,049","1,843","2,477",440,"3,063"
2021,7,60,"33,944","1,146","2,975","1,975","2,015","1,944","3,031","2,046","1,538","2,268","2,753","2,710","1,990","1,688","2,464",585,"2,816"
2021,7,70,"19,051",777,"1,589","1,197","1,208","1,286","1,450","1,130",896,"1,306","1,424","1,347","1,175",857,"1,507",322,"1,580"
2021,7,80,"8,729",325,635,537,604,715,607,540,392,583,636,528,501,409,693,255,769
2021,7,90,"1,128",37,101,62,78,98,82,80,45,61,78,59,77,46,81,40,103
2021,7,100,39,2,2,2,2,1,4,2,3,4,3,1,3,0,1,0,9
2021,8,총,"223,206","4,636","24,787","12,069","12,400","8,603","21,871","15,009","10,576","13,800","18,313","20,559","12,110","11,017","14,200","2,437","20,819"
2021,8,0,"14,590",112,"2,400",868,756,250,"1,678","1,362",366,782,897,"1,054",864,561,762,57,"1,821"
2021,8,10,"19,730",138,"3,317",870,964,374,"1,823","1,408",790,"1,083","1,748","1,477",929,785,"1,229",133,"2,662"
2021,8,20,"30,171",337,"2,567","1,316","1,457",761,"3,334","1,761","2,742","1,972","2,893","3,934","1,322","2,022","1,493",196,"2,064"
2021,8,30,"25,527",375,"2,762","1,561","1,458",715,"2,975","1,948","1,038","1,409","1,896","3,019","1,451","1,260","1,361",147,"2,152"
2021,8,40,"33,845",490,"4,857","1,731","1,706",993,"3,252","2,373","1,219","2,023","2,650","3,135","1,758","1,533","2,121",252,"3,752"
2021,8,50,"36,275",897,"3,558","1,934","2,146","1,465","3,613","2,352","1,536","2,299","3,307","3,285","2,036","1,839","2,482",452,"3,074"
2021,8,60,"34,070","1,149","2,987","1,983","2,013","1,949","3,049","2,052","1,548","2,284","2,772","2,713","1,986","1,700","2,481",583,"2,821"
2021,8,70,"19,060",774,"1,599","1,203","1,210","1,282","1,443","1,124",898,"1,300","1,426","1,345","1,176",864,"1,505",324,"1,587"
2021,8,80,"8,753",324,637,539,609,712,614,546,390,583,644,534,505,406,683,251,776
2021,8,90,"1,143",38,101,62,79,101,85,81,46,61,76,61,80,47,82,42,101
2021,8,100,42,2,2,2,2,1,5,2,3,4,4,2,3,0,1,0,9
2021,9,총,"223,409","4,610","24,780","12,092","12,402","8,569","21,979","14,990","10,677","13,803","18,340","20,626","12,079","11,039","14,176","2,422","20,825"
2021,9,0,"14,495",110,"2,367",865,758,246,"1,676","1,361",364,775,892,"1,041",863,550,757,56,"1,814"
2021,9,10,"19,730",134,"3,315",877,955,364,"1,844","1,422",789,"1,082","1,739","1,472",933,787,"1,218",134,"2,665"
2021,9,20,"30,350",331,"2,580","1,305","1,454",763,"3,378","1,739","2,829","1,964","2,917","3,983","1,308","2,059","1,489",194,"2,057"
2021,9,30,"25,540",376,"2,751","1,554","1,465",710,"2,997","1,937","1,033","1,404","1,911","3,046","1,434","1,263","1,358",148,"2,153"
2021,9,40,"33,745",489,"4,837","1,747","1,704",986,"3,246","2,373","1,233","2,019","2,618","3,119","1,754","1,522","2,099",246,"3,753"
2021,9,50,"36,327",895,"3,589","1,934","2,146","1,456","3,612","2,348","1,539","2,314","3,319","3,292","2,041","1,826","2,494",449,"3,073"
2021,9,60,"34,147","1,145","2,997","1,994","2,019","1,949","3,063","2,060","1,554","2,282","2,775","2,728","1,986","1,712","2,477",581,"2,825"
2021,9,70,"19,106",770,"1,601","1,204","1,211","1,286","1,462","1,120",901,"1,307","1,440","1,344","1,174",865,"1,512",324,"1,585"
2021,9,80,"8,771",319,638,551,608,704,609,549,386,589,648,537,502,406,691,249,785
2021,9,90,"1,155",39,103,59,80,104,87,78,46,63,77,62,81,49,80,41,106
2021,9,100,43,2,2,2,2,1,5,3,3,4,4,2,3,0,1,0,9
2021,10,총,"223,384","4,582","24,776","12,075","12,416","8,553","21,987","15,000","10,689","13,776","18,359","20,635","12,070","11,082","14,175","2,422","20,787"
2021,10,0,"14,423",115,"2,341",862,763,244,"1,662","1,357",360,774,899,"1,033",855,546,756,56,"1,800"
2021,10,10,"19,687",132,"3,339",874,952,364,"1,840","1,433",766,"1,071","1,727","1,470",921,792,"1,216",131,"2,659"
2021,10,20,"30,372",323,"2,592","1,303","1,455",753,"3,380","1,735","2,849","1,959","2,926","3,992","1,301","2,079","1,475",194,"2,056"
2021,10,30,"25,493",381,"2,735","1,531","1,464",710,"2,997","1,926","1,041","1,400","1,935","3,043","1,437","1,268","1,358",150,"2,117"
2021,10,40,"33,661",474,"4,801","1,747","1,703",982,"3,238","2,384","1,229","2,018","2,608","3,115","1,736","1,517","2,103",237,"3,769"
2021,10,50,"36,401",883,"3,615","1,936","2,149","1,454","3,616","2,356","1,547","2,311","3,314","3,308","2,049","1,842","2,500",456,"3,065"
2021,10,60,"34,191","1,141","3,002","2,000","2,016","1,951","3,091","2,044","1,559","2,279","2,776","2,726","2,002","1,715","2,478",581,"2,830"
2021,10,70,"19,136",765,"1,600","1,212","1,216","1,286","1,460","1,130",902,"1,309","1,444","1,347","1,181",860,"1,511",324,"1,589"
2021,10,80,"8,814",326,645,547,617,704,612,553,387,589,647,534,503,415,696,250,789
2021,10,90,"1,164",40,104,61,79,104,86,79,46,62,79,65,82,48,81,43,105
2021,10,100,42,2,2,2,2,1,5,3,3,4,4,2,3,0,1,0,8
2021,11,총,"223,038","4,566","24,767","12,018","12,405","8,522","21,982","14,999","10,680","13,736","18,352","20,630","12,015","11,127","14,114","2,421","20,704"
2021,11,0,"14,302",115,"2,319",847,755,246,"1,659","1,357",355,759,891,"1,029",855,540,756,55,"1,764"
2021,11,10,"19,589",127,"3,343",867,932,361,"1,835","1,431",756,"1,066","1,716","1,462",905,789,"1,212",130,"2,657"
2021,11,20,"30,294",319,"2,580","1,291","1,473",750,"3,366","1,733","2,826","1,940","2,930","3,981","1,295","2,115","1,455",191,"2,049"
2021,11,30,"25,440",376,"2,725","1,528","1,466",703,"2,989","1,913","1,049","1,402","1,932","3,057","1,415","1,275","1,368",150,"2,092"
2021,11,40,"33,546",468,"4,802","1,738","1,683",973,"3,239","2,379","1,226","2,005","2,612","3,106","1,739","1,510","2,076",238,"3,752"
2021,11,50,"36,396",887,"3,621","1,915","2,153","1,453","3,614","2,368","1,575","2,297","3,307","3,305","2,045","1,847","2,492",456,"3,061"
2021,11,60,"34,284","1,138","3,021","2,010","2,033","1,952","3,107","2,049","1,553","2,297","2,791","2,727","1,997","1,717","2,470",579,"2,843"
2021,11,70,"19,134",765,"1,599","1,209","1,214","1,278","1,470","1,131",899,"1,315","1,439","1,353","1,174",868,"1,500",330,"1,590"
2021,11,80,"8,853",329,652,551,618,701,615,557,390,588,651,545,507,416,699,249,785
2021,11,90,"1,159",41,103,61,76,104,83,78,48,63,79,63,79,50,85,43,103
2021,11,100,41,1,2,1,2,1,5,3,3,4,4,2,4,0,1,0,8
2021,12,총,"222,222","4,545","24,722","11,997","12,393","8,517","21,942","14,919","10,652","13,687","18,244","20,496","11,954","11,065","14,088","2,415","20,586"
2021,12,0,"14,156",117,"2,289",832,759,248,"1,668","1,332",355,749,872,"1,014",830,526,757,62,"1,746"
2021,12,10,"19,474",128,"3,353",859,926,356,"1,828","1,423",729,"1,064","1,708","1,459",909,775,"1,201",128,"2,628"
2021,12,20,"30,090",316,"2,568","1,288","1,456",747,"3,336","1,715","2,808","1,932","2,904","3,945","1,283","2,119","1,449",187,"2,037"
2021,12,30,"25,243",375,"2,691","1,516","1,474",705,"2,978","1,883","1,066","1,392","1,907","3,023","1,405","1,265","1,354",149,"2,060"
2021,12,40,"33,446",473,"4,816","1,738","1,678",970,"3,230","2,384","1,225","2,000","2,608","3,068","1,714","1,504","2,063",238,"3,737"
2021,12,50,"36,280",874,"3,615","1,927","2,140","1,449","3,607","2,367","1,570","2,284","3,285","3,295","2,042","1,834","2,493",453,"3,045"
2021,12,60,"34,291","1,134","3,034","2,006","2,037","1,945","3,101","2,063","1,553","2,296","2,780","2,727","2,017","1,716","2,474",573,"2,835"
2021,12,70,"19,154",761,"1,589","1,214","1,213","1,281","1,487","1,120",908,"1,314","1,439","1,356","1,170",862,"1,508",332,"1,600"
2021,12,80,"8,880",324,655,554,631,708,619,552,387,589,656,548,503,414,700,251,789
2021,12,90,"1,174",41,110,62,78,107,85,78,48,63,81,59,78,50,88,42,104
2021,12,100,34,2,2,1,1,1,3,2,3,4,4,2,3,0,1,0,5
