년도,월,나이,서울특별시 영등포구,서울특별시 영등포구 영등포본동,서울특별시 영등포구 영등포동,서울특별시 영등포구 여의동,서울특별시 영등포구 당산제1동,서울특별시 영등포구 당산제2동,서울특별시 영등포구 도림동,서울특별시 영등포구 문래동,서울특별시 영등포구 양평제1동,서울특별시 영등포구 양평제2동,서울특별시 영등포구 신길제1동,서울특별시 영등포구 신길제3동,서울특별시 영등포구 신길제4동,서울특별시 영등포구 신길제5동,서울특별시 영등포구 신길제6동,서울특별시 영등포구 신길제7동,서울특별시 영등포구 대림제1동,서울특별시 영등포구 대림제2동,서울특별시 영등포구 대림제3동
2020,2,20,"27,072","1,504","2,693","1,878","1,602","2,995","1,315","1,724","1,238","1,668","1,641","1,091",685,611,"1,455","1,331","1,023",965,"1,653"
2020,2,30,"34,238","1,791","3,607","2,442","2,214","3,747","1,772","2,772","2,285","2,620","1,722","1,354",590,601,"1,498","1,612",838,907,"1,866"
2020,2,40,"28,731","1,711","2,072","2,616","1,569","2,484","1,549","2,946","1,537","1,754","1,345","1,359",647,687,"1,294","1,598",946,880,"1,737"
2020,2,50,"28,653","1,924","2,278","2,466","1,576","2,201","1,591","2,061","1,080","1,613","1,389","1,502",834,821,"1,377","1,432","1,180","1,136","2,192"
2020,2,60,"21,796","1,583","1,770","1,894","1,220","1,708","1,079","1,628",791,"1,086","1,073","1,140",714,655,"1,188",898,902,823,"1,644"
2020,2,70,"12,257",845,776,"1,194",671,873,697,946,507,479,664,624,358,391,630,462,610,619,911
2020,2,80,"4,330",263,231,597,259,336,243,334,162,182,256,184,128,105,223,146,183,212,286
2020,2,90,413,37,28,70,20,44,19,45,19,18,19,15,11,7,15,15,11,6,14
2020,2,100,69,2,5,3,3,8,7,10,1,2,4,3,6,4,5,1,3,2,0
2020,3,총,"184,316","11,153","14,643","16,143","10,288","16,868","9,345","15,656","8,844","11,193","8,946","8,518","4,463","5,036","8,864","10,056","6,408","6,119","11,773"
2020,3,0,"13,009",762,602,"1,538",618,"1,348",578,"1,651",704,896,330,651,146,362,526,"1,147",269,258,623
2020,3,10,"12,952",742,497,"1,444",542,"1,145",516,"1,523",526,897,497,632,343,354,659,952,475,322,886
2020,3,20,"27,319","1,503","2,739","1,874","1,619","2,990","1,321","1,729","1,249","1,665","1,657","1,087",696,675,"1,465","1,414","1,016",967,"1,653"
2020,3,30,"34,496","1,789","3,634","2,449","2,218","3,751","1,777","2,784","2,275","2,619","1,712","1,337",586,765,"1,501","1,724",825,913,"1,837"
2020,3,40,"28,712","1,700","2,081","2,609","1,551","2,452","1,533","2,933","1,523","1,737","1,340","1,347",647,779,"1,284","1,681",931,868,"1,716"
2020,3,50,"28,728","1,919","2,263","2,472","1,564","2,203","1,579","2,062","1,074","1,604","1,387","1,501",833,880,"1,370","1,532","1,177","1,120","2,188"
2020,3,60,"21,961","1,585","1,779","1,890","1,224","1,711","1,078","1,635",796,"1,090","1,083","1,136",714,705,"1,177",961,910,831,"1,656"
2020,3,70,"12,282",849,782,"1,193",668,879,694,948,511,479,660,623,348,396,637,478,608,617,912
2020,3,80,"4,372",265,233,603,261,337,242,337,166,186,256,186,132,109,224,151,183,215,286
2020,3,90,418,37,29,68,20,44,20,44,19,18,20,15,13,7,16,15,11,6,16
2020,3,100,67,2,4,3,3,8,7,10,1,2,4,3,5,4,5,1,3,2,0
2020,4,총,"184,446","11,129","14,676","16,151","10,300","16,790","9,318","15,792","8,772","11,179","8,922","8,482","4,445","5,316","8,820","10,151","6,372","6,104","11,727"
2020,4,0,"12,992",755,599,"1,535",620,"1,333",570,"1,666",695,893,322,651,148,401,519,"1,147",265,259,614
2020,4,10,"12,867",731,497,"1,445",533,"1,140",509,"1,518",523,882,497,627,338,367,651,945,469,319,876
2020,4,20,"27,331","1,493","2,743","1,868","1,644","2,962","1,316","1,759","1,216","1,664","1,643","1,082",692,704,"1,478","1,443","1,000",967,"1,657"
2020,4,30,"34,583","1,785","3,654","2,452","2,198","3,732","1,777","2,858","2,253","2,627","1,709","1,333",586,840,"1,490","1,740",821,904,"1,824"
2020,4,40,"28,734","1,697","2,090","2,618","1,557","2,453","1,510","2,946","1,519","1,744","1,339","1,338",639,822,"1,269","1,693",924,873,"1,703"
2020,4,50,"28,692","1,921","2,254","2,469","1,566","2,186","1,577","2,065","1,074","1,594","1,384","1,490",823,927,"1,366","1,544","1,169","1,107","2,176"
2020,4,60,"22,079","1,592","1,789","1,894","1,230","1,722","1,098","1,641",801,"1,093","1,084","1,134",719,739,"1,164",979,911,823,"1,666"
2020,4,70,"12,291",846,782,"1,196",667,874,690,942,510,481,659,623,351,398,641,484,616,627,904
2020,4,80,"4,386",270,236,601,261,337,243,343,161,182,261,186,131,107,221,159,181,216,290
2020,4,90,424,37,28,70,21,43,21,44,19,17,20,15,13,7,16,16,13,7,17
2020,4,100,67,2,4,3,3,8,7,10,1,2,4,3,5,4,5,1,3,2,0
2020,5,총,"184,535","11,115","14,673","16,137","10,279","16,835","9,306","15,943","8,735","11,131","8,917","8,473","4,452","5,372","8,804","10,189","6,358","6,099","11,717"
2020,5,0,"12,968",754,589,"1,520",617,"1,337",568,"1,680",685,888,324,647,151,413,522,"1,149",260,258,606
2020,5,10,"12,821",726,499,"1,455",520,"1,132",509,"1,514",518,876,493,622,340,374,636,940,473,319,875
2020,5,20,"27,326","1,509","2,744","1,847","1,639","2,956","1,317","1,786","1,200","1,656","1,650","1,095",689,712,"1,469","1,456",981,962,"1,658"
2020,5,30,"34,645","1,772","3,649","2,461","2,213","3,751","1,779","2,915","2,241","2,607","1,706","1,321",592,846,"1,485","1,747",823,908,"1,829"
2020,5,40,"28,694","1,677","2,091","2,612","1,553","2,472","1,498","2,965","1,515","1,740","1,344","1,332",633,831,"1,277","1,679",920,872,"1,683"
2020,5,50,"28,693","1,930","2,259","2,463","1,557","2,187","1,571","2,086","1,074","1,595","1,365","1,494",815,935,"1,362","1,567","1,163","1,103","2,167"
2020,5,60,"22,156","1,595","1,787","1,906","1,230","1,736","1,099","1,646",806,"1,089","1,083","1,135",727,742,"1,164",986,921,824,"1,680"
2020,5,70,"12,340",844,787,"1,200",668,875,691,954,517,480,659,625,355,399,643,491,616,629,907
2020,5,80,"4,397",268,234,599,256,339,246,344,160,181,269,183,132,109,226,157,184,215,295
2020,5,90,428,38,30,71,23,42,21,43,18,17,20,16,13,7,15,16,14,7,17
2020,5,100,67,2,4,3,3,8,7,10,1,2,4,3,5,4,5,1,3,2,0
2020,6,총,"184,905","11,071","14,647","16,139","10,253","17,249","9,297","16,007","8,718","11,148","8,932","8,460","4,468","5,413","8,809","10,184","6,326","6,082","11,702"
2020,6,0,"12,970",743,584,"1,521",608,"1,378",571,"1,690",683,880,319,645,151,411,521,"1,151",258,256,600
2020,6,10,"12,787",728,491,"1,452",514,"1,153",510,"1,508",515,877,492,620,340,374,633,940,459,311,870
2020,6,20,"27,382","1,506","2,719","1,840","1,631","3,008","1,307","1,800","1,206","1,678","1,660","1,091",687,719,"1,469","1,464",968,962,"1,667"
2020,6,30,"34,774","1,758","3,676","2,456","2,206","3,872","1,766","2,932","2,223","2,621","1,710","1,318",601,863,"1,491","1,734",823,902,"1,822"
2020,6,40,"28,687","1,668","2,086","2,617","1,537","2,529","1,495","2,978","1,519","1,726","1,342","1,325",635,836,"1,270","1,670",913,876,"1,665"
2020,6,50,"28,717","1,919","2,252","2,456","1,553","2,239","1,567","2,096","1,071","1,594","1,370","1,489",811,946,"1,370","1,568","1,161","1,094","2,161"
2020,6,60,"22,294","1,596","1,790","1,916","1,253","1,776","1,118","1,648",804,"1,088","1,086","1,145",733,742,"1,167",991,929,824,"1,688"
2020,6,70,"12,378",845,785,"1,201",665,902,690,955,521,484,660,626,359,403,638,489,612,630,913
2020,6,80,"4,424",268,229,603,260,344,244,348,158,180,270,182,134,108,231,161,187,218,299
2020,6,90,425,38,31,74,23,40,22,42,17,18,19,16,12,7,14,15,13,7,17
2020,6,100,67,2,4,3,3,8,7,10,1,2,4,3,5,4,5,1,3,2,0
2020,7,총,"185,156","11,083","14,645","16,095","10,276","17,521","9,286","16,031","8,723","11,144","8,932","8,439","4,458","5,431","8,806","10,172","6,367","6,067","11,680"
2020,7,0,"12,966",747,591,"1,519",605,"1,414",564,"1,680",680,870,314,641,155,412,516,"1,149",259,254,596
2020,7,10,"12,745",720,482,"1,441",515,"1,151",515,"1,508",516,877,485,625,339,368,629,937,463,307,867
2020,7,20,"27,400","1,511","2,725","1,827","1,641","3,050","1,303","1,803","1,204","1,679","1,659","1,082",679,726,"1,475","1,450",973,945,"1,668"
2020,7,30,"34,874","1,765","3,658","2,426","2,227","3,959","1,752","2,936","2,223","2,631","1,716","1,315",604,860,"1,502","1,730",843,909,"1,818"
2020,7,40,"28,719","1,687","2,081","2,622","1,533","2,554","1,497","2,985","1,525","1,727","1,338","1,327",626,837,"1,271","1,673",920,872,"1,644"
2020,7,50,"28,715","1,906","2,256","2,446","1,550","2,287","1,568","2,103","1,078","1,585","1,377","1,483",815,949,"1,359","1,560","1,148","1,085","2,160"
2020,7,60,"22,346","1,598","1,793","1,923","1,252","1,799","1,129","1,644",800,"1,086","1,080","1,141",728,750,"1,161",997,938,833,"1,694"
2020,7,70,"12,458",841,794,"1,213",665,912,684,971,520,487,671,628,363,410,640,494,620,631,914
2020,7,80,"4,437",268,230,599,261,347,245,347,159,182,269,179,133,108,233,166,187,222,302
2020,7,90,427,38,31,76,24,38,22,44,17,18,19,15,11,7,15,15,13,7,17
2020,7,100,69,2,4,3,3,10,7,10,1,2,4,3,5,4,5,1,3,2,0
2020,8,총,"185,603","11,062","14,695","16,111","10,245","17,590","9,259","16,043","8,665","11,136","8,935","8,404","4,449","5,411","8,771","10,133","7,008","6,062","11,624"
2020,8,0,"13,039",745,584,"1,518",600,"1,428",544,"1,689",679,868,305,634,151,410,512,"1,147",392,244,589
2020,8,10,"12,717",710,473,"1,442",509,"1,151",513,"1,500",515,867,480,615,334,368,643,939,495,309,854
2020,8,20,"27,450","1,511","2,764","1,816","1,643","3,048","1,315","1,809","1,183","1,683","1,674","1,070",675,721,"1,465","1,430","1,039",946,"1,658"
2020,8,30,"35,035","1,758","3,695","2,441","2,209","3,965","1,740","2,932","2,225","2,637","1,711","1,321",614,854,"1,501","1,720",986,913,"1,813"
2020,8,40,"28,751","1,680","2,050","2,619","1,532","2,570","1,498","2,984","1,511","1,713","1,342","1,308",620,829,"1,249","1,676","1,060",875,"1,635"
2020,8,50,"28,739","1,900","2,265","2,466","1,551","2,299","1,568","2,107","1,074","1,583","1,384","1,471",812,944,"1,353","1,540","1,201","1,079","2,142"
2020,8,60,"22,422","1,607","1,808","1,915","1,243","1,811","1,131","1,635",794,"1,092","1,070","1,154",733,749,"1,161","1,010",979,830,"1,700"
2020,8,70,"12,494",840,792,"1,208",666,927,680,984,508,488,673,634,359,416,640,492,640,634,913
2020,8,80,"4,460",272,230,608,265,343,241,348,158,185,271,179,135,109,227,163,200,223,303
2020,8,90,424,37,30,75,24,37,22,45,17,18,21,15,10,7,15,14,13,7,17
2020,8,100,72,2,4,3,3,11,7,10,1,2,4,3,6,4,5,2,3,2,0
2020,9,총,"185,800","11,057","14,754","16,105","10,263","17,618","9,243","16,013","8,555","11,141","8,910","8,400","4,436","5,411","8,731","10,139","7,344","6,067","11,613"
2020,9,0,"13,024",733,578,"1,506",592,"1,434",550,"1,671",680,856,306,630,151,412,500,"1,138",449,246,592
2020,9,10,"12,730",705,476,"1,449",501,"1,153",509,"1,510",517,869,471,604,334,368,647,941,533,304,839
2020,9,20,"27,445","1,505","2,795","1,809","1,646","3,035","1,306","1,800","1,161","1,685","1,665","1,070",673,718,"1,452","1,432","1,070",956,"1,667"
2020,9,30,"35,091","1,757","3,725","2,432","2,221","3,984","1,731","2,921","2,195","2,658","1,708","1,320",607,855,"1,492","1,724","1,055",907,"1,799"
2020,9,40,"28,768","1,690","2,056","2,623","1,531","2,583","1,492","2,976","1,489","1,708","1,339","1,307",606,826,"1,244","1,676","1,121",877,"1,624"
2020,9,50,"28,757","1,901","2,249","2,479","1,558","2,297","1,579","2,099","1,068","1,584","1,372","1,466",817,945,"1,341","1,546","1,232","1,077","2,147"
2020,9,60,"22,495","1,611","1,813","1,918","1,249","1,806","1,129","1,641",780,"1,091","1,081","1,166",735,748,"1,169","1,009","1,008",833,"1,708"
2020,9,70,"12,504",844,792,"1,196",671,937,678,991,491,484,672,637,361,416,640,491,658,632,913
2020,9,80,"4,476",272,233,614,267,342,240,348,156,185,267,181,136,112,226,166,202,225,304
2020,9,90,437,37,33,76,24,35,22,46,17,19,25,16,10,7,15,14,13,8,20
2020,9,100,73,2,4,3,3,12,7,10,1,2,4,3,6,4,5,2,3,2,0
2020,10,총,"186,417","11,028","14,802","16,068","10,247","17,627","9,212","16,189","8,528","11,145","8,872","8,358","5,084","5,423","8,666","10,140","7,386","6,066","11,576"
2020,10,0,"13,070",732,574,"1,484",584,"1,429",532,"1,720",679,850,304,623,243,413,488,"1,133",459,242,581
2020,10,10,"12,728",697,474,"1,446",499,"1,150",509,"1,518",513,868,456,596,386,375,628,945,534,309,825
2020,10,20,"27,546","1,508","2,841","1,815","1,640","3,028","1,308","1,815","1,163","1,677","1,665","1,073",728,717,"1,448","1,424","1,072",958,"1,666"
2020,10,30,"35,262","1,750","3,751","2,404","2,212","3,981","1,715","2,965","2,202","2,677","1,709","1,317",750,856,"1,482","1,718","1,058",913,"1,802"
2020,10,40,"28,839","1,676","2,056","2,614","1,533","2,586","1,473","3,013","1,475","1,700","1,330","1,302",757,823,"1,238","1,682","1,114",862,"1,605"
2020,10,50,"28,850","1,902","2,240","2,490","1,550","2,308","1,592","2,109","1,057","1,589","1,352","1,448",896,953,"1,328","1,551","1,249","1,089","2,147"
2020,10,60,"22,584","1,603","1,802","1,914","1,260","1,815","1,137","1,652",779,"1,086","1,088","1,168",783,740,"1,173","1,016","1,021",833,"1,714"
2020,10,70,"12,509",847,791,"1,199",676,934,676,992,484,491,669,631,381,421,638,489,655,623,912
2020,10,80,"4,514",275,236,621,266,348,241,348,158,187,269,180,144,113,224,166,208,227,303
2020,10,90,442,36,33,78,24,36,22,47,17,18,26,17,10,8,14,14,13,8,21
2020,10,100,73,2,4,3,3,12,7,10,1,2,4,3,6,4,5,2,3,2,0
2020,11,총,"187,061","11,017","14,955","16,069","10,233","17,617","9,185","16,270","8,526","11,128","8,850","8,342","5,731","5,428","8,624","10,129","7,358","6,079","11,520"
2020,11,0,"13,126",731,582,"1,482",579,"1,428",512,"1,749",672,847,299,623,356,413,479,"1,113",457,236,568
2020,11,10,"12,702",679,478,"1,457",497,"1,144",514,"1,523",510,848,454,590,423,377,625,949,522,302,810
2020,11,20,"27,588","1,522","2,870","1,796","1,625","3,024","1,303","1,812","1,162","1,684","1,664","1,074",793,713,"1,436","1,424","1,064",958,"1,664"
2020,11,30,"35,442","1,748","3,814","2,408","2,216","3,978","1,723","2,981","2,222","2,682","1,703","1,313",870,856,"1,462","1,715","1,044",917,"1,790"
2020,11,40,"28,964","1,668","2,076","2,601","1,526","2,576","1,466","3,025","1,467","1,689","1,328","1,295",896,833,"1,236","1,686","1,125",876,"1,595"
2020,11,50,"28,902","1,904","2,245","2,502","1,551","2,310","1,578","2,124","1,054","1,585","1,350","1,446",977,947,"1,335","1,542","1,236","1,077","2,139"
2020,11,60,"22,741","1,603","1,818","1,918","1,271","1,823","1,143","1,654",779,"1,093","1,090","1,174",842,743,"1,164","1,032","1,025",847,"1,722"
2020,11,70,"12,523",855,788,"1,197",677,936,675,992,482,492,664,626,409,419,641,484,656,626,904
2020,11,80,"4,552",271,246,626,265,349,242,352,159,186,268,181,147,115,226,169,214,229,307
2020,11,90,449,34,34,79,23,37,22,48,18,20,27,17,12,8,15,13,12,9,21
2020,11,100,72,2,4,3,3,12,7,10,1,2,3,3,6,4,5,2,3,2,0
2020,12,총,"187,647","11,019","15,106","16,032","10,191","17,630","9,167","16,266","8,568","11,117","8,877","8,320","6,019","5,420","8,819","10,124","7,384","6,098","11,490"
2020,12,0,"13,165",729,590,"1,461",579,"1,428",516,"1,739",670,850,299,616,398,409,509,"1,106",461,236,569
2020,12,10,"12,658",670,481,"1,457",488,"1,133",507,"1,521",510,834,451,593,447,382,645,946,503,292,798
2020,12,20,"27,760","1,538","2,933","1,790","1,611","3,036","1,306","1,832","1,179","1,687","1,674","1,074",819,692,"1,455","1,424","1,084",972,"1,654"
2020,12,30,"35,573","1,738","3,842","2,403","2,223","3,963","1,714","2,974","2,248","2,674","1,713","1,310",939,865,"1,493","1,723","1,045",924,"1,782"
2020,12,40,"29,030","1,656","2,093","2,584","1,518","2,586","1,458","3,019","1,462","1,688","1,337","1,284",964,832,"1,264","1,670","1,138",883,"1,594"
2020,12,50,"28,914","1,905","2,249","2,511","1,543","2,310","1,578","2,111","1,053","1,593","1,337","1,443",997,941,"1,362","1,541","1,239","1,071","2,130"
2020,12,60,"22,876","1,615","1,837","1,926","1,257","1,829","1,134","1,673",785,"1,097","1,101","1,170",865,757,"1,192","1,040","1,013",855,"1,730"
2020,12,70,"12,566",855,794,"1,194",679,942,681,988,484,488,666,626,422,412,649,488,669,623,906
2020,12,80,"4,582",279,249,622,266,355,243,352,158,184,270,183,151,118,230,169,217,230,306
2020,12,90,448,33,33,80,24,36,23,47,18,19,26,18,11,8,15,15,11,10,21
2020,12,100,75,1,5,4,3,12,7,10,1,3,3,3,6,4,5,2,4,2,0
2021,1,총,"187,960","10,977","15,177","15,978","10,194","17,600","9,145","16,286","8,599","11,094","8,873","8,299","6,103","5,386","9,180","10,127","7,370","6,119","11,453"
2021,1,0,"13,167",714,593,"1,464",578,"1,423",500,"1,732",675,843,294,614,416,402,547,"1,107",459,241,565
2021,1,10,"12,635",659,479,"1,445",482,"1,123",507,"1,526",509,816,438,586,455,377,702,955,494,294,788
2021,1,20,"27,691","1,531","2,933","1,767","1,604","3,024","1,301","1,814","1,175","1,699","1,678","1,068",817,687,"1,481","1,410","1,080",982,"1,640"
2021,1,30,"35,649","1,731","3,880","2,385","2,237","3,942","1,720","2,977","2,259","2,675","1,719","1,305",948,863,"1,543","1,719","1,041",923,"1,782"
2021,1,40,"29,055","1,648","2,114","2,568","1,515","2,580","1,440","3,029","1,473","1,667","1,335","1,278",983,826,"1,345","1,684","1,125",876,"1,569"
2021,1,50,"28,990","1,894","2,244","2,513","1,539","2,325","1,572","2,115","1,053","1,598","1,340","1,434","1,011",922,"1,439","1,524","1,251","1,076","2,140"
2021,1,60,"23,003","1,629","1,838","1,930","1,262","1,831","1,147","1,689",792,"1,098","1,103","1,180",877,765,"1,212","1,046","1,016",856,"1,732"
2021,1,70,"12,596",859,808,"1,187",679,946,675,991,480,490,662,630,426,413,654,493,670,626,907
2021,1,80,"4,652",280,250,634,269,359,253,356,163,185,275,185,154,119,236,172,221,233,308
2021,1,90,444,31,33,81,26,35,23,46,19,20,24,16,10,8,16,15,9,10,22
2021,1,100,78,1,5,4,3,12,7,11,1,3,5,3,6,4,5,2,4,2,0
2021,2,총,"188,029","10,943","15,283","15,942","10,167","17,501","9,147","16,211","8,622","11,084","8,869","8,269","6,158","5,391","9,427","10,088","7,397","6,089","11,441"
2021,2,0,"13,109",708,592,"1,440",573,"1,418",502,"1,718",667,835,282,599,428,399,596,"1,101",464,229,558
2021,2,10,"12,623",652,473,"1,450",485,"1,124",502,"1,515",506,811,440,594,457,378,718,948,482,298,790
2021,2,20,"27,675","1,525","2,996","1,753","1,615","2,941","1,299","1,809","1,179","1,707","1,679","1,071",817,689,"1,523","1,375","1,084",968,"1,645"
2021,2,30,"35,593","1,718","3,920","2,356","2,206","3,927","1,710","2,949","2,270","2,665","1,722","1,288",963,850,"1,580","1,713","1,056",919,"1,781"
2021,2,40,"29,063","1,634","2,105","2,571","1,506","2,587","1,446","3,014","1,488","1,664","1,329","1,269",992,829,"1,379","1,694","1,120",873,"1,563"
2021,2,50,"29,023","1,895","2,252","2,525","1,535","2,314","1,569","2,113","1,056","1,595","1,328","1,430","1,017",930,"1,478","1,518","1,263","1,073","2,132"
2021,2,60,"23,116","1,637","1,841","1,941","1,269","1,839","1,163","1,681",788,"1,101","1,124","1,176",885,770,"1,238","1,054","1,022",858,"1,729"
2021,2,70,"12,599",862,809,"1,187",674,942,667,996,481,495,660,633,426,413,658,495,669,623,909
2021,2,80,"4,696",278,256,632,274,362,259,357,168,188,275,189,158,121,236,173,223,235,312
2021,2,90,453,33,34,83,27,35,23,48,18,20,25,17,9,8,16,15,9,11,22
2021,2,100,79,1,5,4,3,12,7,11,1,3,5,3,6,4,5,2,5,2,0
2021,3,총,"186,692","10,862","15,194","15,771","10,123","17,404","9,074","16,109","8,554","11,038","8,772","8,238","6,123","5,306","9,347","10,009","7,335","6,032","11,401"
2021,3,0,"13,039",694,586,"1,421",567,"1,418",507,"1,719",656,824,285,600,421,397,591,"1,108",463,223,559
2021,3,10,"12,540",648,466,"1,452",486,"1,124",499,"1,519",507,800,437,588,450,374,708,930,477,292,783
2021,3,20,"27,687","1,521","3,041","1,740","1,638","2,955","1,290","1,794","1,187","1,697","1,677","1,073",825,678,"1,508","1,369","1,077",967,"1,650"
2021,3,30,"35,443","1,699","3,927","2,336","2,180","3,906","1,700","2,948","2,256","2,686","1,720","1,285",954,833,"1,570","1,701","1,048",924,"1,770"
2021,3,40,"28,892","1,624","2,107","2,522","1,490","2,578","1,442","3,009","1,485","1,657","1,313","1,257",990,822,"1,380","1,683","1,117",862,"1,554"
2021,3,50,"28,760","1,878","2,230","2,487","1,534","2,296","1,549","2,094","1,048","1,592","1,316","1,434","1,013",922,"1,461","1,508","1,246","1,062","2,090"
2021,3,60,"22,943","1,642","1,795","1,959","1,280","1,811","1,168","1,659",764,"1,086","1,095","1,168",885,759,"1,231","1,037","1,012",845,"1,747"
2021,3,70,"12,388",849,776,"1,166",654,931,644,982,467,495,639,633,421,402,654,492,662,609,912
2021,3,80,"4,592",272,239,615,273,351,252,345,166,181,271,185,155,113,232,167,221,237,317
2021,3,90,394,35,27,72,20,31,22,38,18,20,19,14,7,6,12,14,9,11,19
2021,3,100,14,0,0,1,1,3,1,2,0,0,0,1,2,0,0,0,3,0,0
2021,4,총,"186,652","10,839","15,209","15,743","10,103","17,392","9,050","16,090","8,697","11,021","8,787","8,240","6,117","5,293","9,371","10,007","7,310","6,009","11,374"
2021,4,0,"13,014",690,584,"1,415",569,"1,415",494,"1,713",677,819,282,596,424,400,589,"1,109",459,217,562
2021,4,10,"12,514",650,462,"1,452",481,"1,123",491,"1,529",512,795,437,597,447,372,713,916,466,293,778
2021,4,20,"27,594","1,523","3,024","1,719","1,630","2,930","1,295","1,778","1,198","1,693","1,683","1,072",818,675,"1,512","1,357","1,073",968,"1,646"
2021,4,30,"35,546","1,680","3,983","2,327","2,188","3,913","1,695","2,945","2,306","2,700","1,720","1,283",959,826,"1,568","1,713","1,051",926,"1,763"
2021,4,40,"28,831","1,614","2,090","2,515","1,480","2,586","1,433","3,001","1,506","1,647","1,318","1,252",984,822,"1,386","1,679","1,109",856,"1,553"
2021,4,50,"28,681","1,866","2,231","2,498","1,527","2,278","1,560","2,092","1,067","1,591","1,308","1,428","1,006",905,"1,467","1,494","1,248","1,046","2,069"
2021,4,60,"23,040","1,657","1,785","1,959","1,287","1,826","1,164","1,666",780,"1,083","1,102","1,169",888,766,"1,235","1,051","1,012",850,"1,760"
2021,4,70,"12,376",848,779,"1,163",646,934,639,977,466,491,643,638,423,407,654,502,658,603,905
2021,4,80,"4,638",276,243,621,274,349,255,349,167,182,275,189,158,114,235,170,222,239,320
2021,4,90,403,35,28,73,20,35,23,37,18,20,19,15,8,6,12,16,9,11,18
2021,4,100,15,0,0,1,1,3,1,3,0,0,0,1,2,0,0,0,3,0,0
2021,5,총,"186,564","10,852","15,233","15,724","10,097","17,402","9,046","16,093","8,780","11,023","8,801","8,216","6,095","5,265","9,338","9,985","7,283","6,024","11,307"
2021,5,0,"13,014",686,589,"1,408",566,"1,423",493,"1,713",693,817,273,594,418,402,589,"1,108",464,220,558
2021,5,10,"12,446",648,459,"1,455",480,"1,111",491,"1,526",514,791,443,593,446,369,693,911,460,290,766
2021,5,20,"27,548","1,529","3,034","1,716","1,628","2,923","1,302","1,778","1,210","1,695","1,681","1,058",811,671,"1,513","1,342","1,063",978,"1,616"
2021,5,30,"35,503","1,682","4,008","2,307","2,195","3,931","1,681","2,938","2,319","2,701","1,723","1,289",944,813,"1,558","1,699","1,049",917,"1,749"
2021,5,40,"28,761","1,597","2,081","2,518","1,466","2,578","1,427","2,994","1,522","1,641","1,329","1,241",990,816,"1,380","1,675","1,098",862,"1,546"
2021,5,50,"28,701","1,880","2,227","2,491","1,530","2,284","1,565","2,111","1,081","1,591","1,301","1,430","1,005",899,"1,463","1,499","1,242","1,045","2,057"
2021,5,60,"23,102","1,664","1,791","1,964","1,285","1,832","1,166","1,664",784,"1,092","1,108","1,169",892,762,"1,235","1,056","1,010",857,"1,771"
2021,5,70,"12,398",850,773,"1,168",652,931,642,981,470,488,644,638,422,406,655,508,662,602,906
