년도,월,나이,대구광역시 동구,대구광역시 동구 신암1동,대구광역시 동구 신암2동,대구광역시 동구 신암3동,대구광역시 동구 신암4동,대구광역시 동구 신암5동,대구광역시 동구 신천1.2동,대구광역시 동구 신천3동,대구광역시 동구 신천4동,대구광역시 동구 효목1동,대구광역시 동구 효목2동,대구광역시 동구 도평동,대구광역시 동구 불로.봉무동,대구광역시 동구 지저동,대구광역시 동구 동촌동,대구광역시 동구 방촌동,대구광역시 동구 해안동,대구광역시 동구 안심1동,대구광역시 동구 안심2동,대구광역시 동구 안심3.4동,대구광역시 동구 공산동,대구광역시 동구 안심3동,대구광역시 동구 안심4동,대구광역시 동구 혁신동
2021,6,20,"21,952",474,525,538,894,431,806,820,609,995,902,392,"1,216","1,060","1,162","1,263","1,045","2,738",762,,"1,323","1,104","2,021",872
2021,6,30,"22,903",400,667,845,784,303,753,748,606,779,811,268,"1,333",853,"1,052",885,921,"2,854",726,,"1,429","1,454","2,148","2,284"
2021,6,40,"26,109",504,924,704,862,412,961,904,544,871,963,251,"1,989",941,"1,090","1,139","1,055","3,426",766,,"1,474","2,031","2,413","1,885"
2021,6,50,"27,509",674,736,734,"1,171",560,"1,024","1,067",631,"1,255","1,086",376,"1,603","1,375","1,391","1,612","1,439","3,373","1,045",,"1,828","1,477","2,248",804
2021,6,60,"24,517",671,609,673,"1,007",560,930,814,566,"1,244","1,101",388,"1,319","1,362","1,368","1,538","1,338","2,964",956,,"1,737",907,"1,748",717
2021,6,70,"13,221",420,388,396,519,325,581,396,334,737,597,200,641,673,698,847,781,"1,413",495,,"1,023",589,860,308
2021,6,80,"4,874",201,161,155,180,136,267,176,122,305,234,86,209,213,258,340,247,462,196,,379,209,262,76
2021,6,90,321,10,14,7,18,6,19,12,5,18,23,5,13,13,16,20,12,31,14,,25,15,19,6
2021,6,100,12,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,2,,2,0,1,0
2021,7,총,"167,503","3,722","4,964","4,877","5,923","3,044","6,194","5,947","3,680","6,917","6,474","2,168","10,565","7,269","7,905","8,966","7,680","20,992","5,606",,"10,636","10,275","14,467","9,232"
2021,7,0,"12,376",146,498,495,180,97,381,461,78,286,315,80,"1,080",315,416,431,371,"1,863",305,,635,"1,188","1,237","1,518"
2021,7,10,"13,762",220,455,339,335,214,470,585,193,434,493,122,"1,174",463,465,669,496,"1,932",347,,750,"1,323","1,512",771
2021,7,20,"21,861",473,523,531,887,429,816,809,606,983,891,396,"1,194","1,054","1,160","1,301","1,042","2,707",748,,"1,332","1,099","2,018",862
2021,7,30,"22,849",398,661,838,783,301,743,748,608,774,807,269,"1,334",857,"1,048",933,910,"2,819",730,,"1,424","1,452","2,132","2,280"
2021,7,40,"26,096",501,922,715,851,412,955,894,540,882,955,251,"1,995",939,"1,081","1,166","1,046","3,416",772,,"1,484","2,011","2,410","1,898"
2021,7,50,"27,483",668,733,734,"1,162",562,"1,017","1,058",629,"1,237","1,079",370,"1,597","1,372","1,381","1,662","1,430","3,379","1,038",,"1,831","1,486","2,262",796
2021,7,60,"24,599",686,609,665,999,560,943,811,566,"1,255","1,081",386,"1,324","1,363","1,378","1,585","1,343","2,959",960,,"1,750",910,"1,750",716
2021,7,70,"13,256",419,387,397,526,326,583,394,332,735,596,205,644,681,705,858,782,"1,423",491,,"1,020",582,857,313
2021,7,80,"4,882",201,162,156,181,138,264,175,120,311,232,84,210,213,255,340,245,463,200,,382,209,268,73
2021,7,90,327,10,13,7,18,5,21,12,7,19,25,5,13,12,16,21,14,30,13,,26,15,20,5
2021,7,100,12,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,2,,2,0,1,0
2021,8,총,"167,453","3,711","4,954","4,861","5,904","3,051","6,177","5,912","3,702","6,926","6,454","2,161","10,576","7,250","7,887","9,057","7,638","20,998","5,596",,"10,659","10,257","14,487","9,235"
2021,8,0,"12,297",143,492,499,185,97,375,457,73,277,311,80,"1,071",309,409,448,361,"1,851",304,,635,"1,180","1,241","1,499"
2021,8,10,"13,758",223,457,339,333,210,466,584,195,434,491,122,"1,176",465,457,672,491,"1,941",348,,745,"1,315","1,511",783
2021,8,20,"21,838",462,522,514,894,425,815,803,617,988,886,391,"1,204","1,040","1,170","1,316","1,046","2,697",739,,"1,323","1,110","2,009",867
2021,8,30,"22,800",404,652,834,776,309,742,749,606,778,806,268,"1,322",854,"1,039",936,902,"2,825",729,,"1,432","1,445","2,122","2,270"
2021,8,40,"26,061",502,924,719,844,410,946,885,543,875,951,249,"1,997",936,"1,076","1,180","1,030","3,417",759,,"1,484","2,012","2,413","1,909"
2021,8,50,"27,500",658,734,730,"1,158",567,"1,019","1,052",633,"1,239","1,082",370,"1,599","1,373","1,381","1,683","1,422","3,361","1,044",,"1,834","1,489","2,277",795
2021,8,60,"24,686",690,612,665,989,563,942,802,578,"1,265","1,077",384,"1,336","1,365","1,380","1,594","1,343","2,985",962,,"1,772",905,"1,761",716
2021,8,70,"13,250",416,384,395,526,324,584,388,329,730,594,209,647,683,702,867,780,"1,422",493,,"1,021",576,863,317
2021,8,80,"4,919",203,161,159,180,140,265,180,121,319,231,83,211,211,257,339,248,467,203,,385,212,269,75
2021,8,90,331,10,15,7,18,6,22,12,6,20,24,5,13,14,16,22,14,31,13,,26,13,20,4
2021,8,100,13,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,2,,2,0,1,0
2021,9,총,"167,322","3,704","4,947","4,846","5,895","3,043","6,177","5,874","3,692","6,921","6,408","2,154","10,565","7,247","7,888","9,089","7,627","20,977","5,589",,"10,673","10,257","14,465","9,284"
2021,9,0,"12,232",140,495,490,182,96,374,450,74,280,312,76,"1,069",308,405,442,359,"1,825",305,,648,"1,170","1,232","1,500"
2021,9,10,"13,732",224,460,344,327,206,470,584,189,428,477,127,"1,176",465,455,673,493,"1,943",340,,737,"1,325","1,503",786
2021,9,20,"21,744",457,516,511,899,420,815,798,616,977,882,387,"1,188","1,034","1,180","1,318","1,034","2,689",732,,"1,320","1,101","2,010",860
2021,9,30,"22,781",403,649,841,778,311,744,741,610,781,810,264,"1,316",843,"1,045",938,902,"2,825",732,,"1,421","1,436","2,114","2,277"
2021,9,40,"26,010",501,918,716,838,405,946,875,543,875,942,247,"2,002",936,"1,061","1,190","1,025","3,413",752,,"1,493","2,017","2,386","1,929"
2021,9,50,"27,504",659,735,731,"1,162",566,"1,017","1,042",629,"1,238","1,070",369,"1,601","1,378","1,375","1,687","1,420","3,359","1,049",,"1,819","1,497","2,295",806
2021,9,60,"24,732",691,612,658,982,564,943,800,578,"1,272","1,070",388,"1,338","1,367","1,387","1,595","1,344","2,986",969,,"1,786",905,"1,772",725
2021,9,70,"13,270",414,382,395,525,328,579,390,326,728,588,206,649,685,702,874,784,"1,431",490,,"1,036",580,860,318
2021,9,80,"4,969",204,164,154,182,141,266,182,121,321,232,85,212,217,262,349,250,474,205,,385,211,273,79
2021,9,90,335,11,15,6,19,6,22,12,5,20,24,5,14,14,16,23,15,31,13,,26,15,19,4
2021,9,100,13,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,2,,2,0,1,0
2021,10,총,"167,505","3,753","4,938","5,367","5,853","3,022","6,169","5,832","3,674","6,886","6,379","2,154","10,540","7,227","7,853","9,101","7,613","20,887","5,596",,"10,672","10,226","14,440","9,323"
2021,10,0,"12,218",153,491,582,178,94,367,441,74,269,310,75,"1,065",304,404,435,350,"1,808",306,,649,"1,149","1,217","1,497"
2021,10,10,"13,730",224,465,384,319,205,472,579,185,424,474,126,"1,175",458,451,676,493,"1,934",333,,737,"1,326","1,503",787
2021,10,20,"21,648",461,509,560,885,418,806,784,609,957,869,391,"1,188","1,026","1,163","1,322","1,032","2,657",734,,"1,312","1,102","1,995",868
2021,10,30,"22,915",433,650,983,778,303,745,745,600,781,804,262,"1,315",843,"1,045",949,894,"2,820",737,,"1,419","1,417","2,100","2,292"
2021,10,40,"25,967",499,911,795,821,405,951,863,542,868,940,246,"1,972",936,"1,052","1,180","1,028","3,392",751,,"1,489","2,016","2,374","1,936"
2021,10,50,"27,555",661,742,789,"1,162",560,"1,022","1,041",631,"1,240","1,066",364,"1,603","1,365","1,370","1,682","1,416","3,349","1,052",,"1,817","1,501","2,314",808
2021,10,60,"24,791",693,611,689,977,559,935,800,574,"1,279","1,069",394,"1,338","1,373","1,381","1,601","1,345","2,992",973,,"1,794",905,"1,775",734
2021,10,70,"13,334",415,374,415,530,331,580,385,332,725,587,207,658,692,707,882,788,"1,427",493,,"1,045",581,865,315
2021,10,80,"5,003",205,169,163,183,141,267,182,121,323,236,84,211,218,263,352,250,475,202,,384,214,278,82
2021,10,90,332,9,15,7,19,6,23,12,5,19,23,5,15,12,17,22,16,32,13,,25,15,18,4
2021,10,100,12,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,2,,1,0,1,0
2021,11,총,"167,733","4,100","4,913","5,657","5,813","3,005","6,161","5,790","3,670","6,868","6,353","2,133","10,521","7,219","7,848","9,080","7,594","20,810","5,557",,"10,684","10,241","14,400","9,316"
2021,11,0,"12,236",202,479,646,178,93,365,437,73,268,306,76,"1,053",305,403,434,350,"1,791",306,,650,"1,133","1,202","1,486"
2021,11,10,"13,715",243,460,389,315,202,467,572,186,422,465,124,"1,188",450,451,672,489,"1,936",329,,741,"1,336","1,485",793
2021,11,20,"21,570",502,507,591,870,414,809,775,599,941,875,382,"1,177","1,024","1,148","1,313","1,025","2,630",729,,"1,304","1,100","1,991",864
2021,11,30,"22,983",537,643,"1,047",776,299,746,737,608,780,806,261,"1,292",836,"1,040",953,890,"2,795",724,,"1,416","1,416","2,105","2,276"
2021,11,40,"26,021",558,907,848,814,405,946,858,535,863,930,243,"1,979",933,"1,063","1,175","1,018","3,381",756,,"1,494","2,008","2,357","1,950"
2021,11,50,"27,591",709,741,828,"1,147",559,"1,018","1,042",634,"1,238","1,057",357,"1,598","1,368","1,359","1,673","1,418","3,342","1,038",,"1,820","1,520","2,313",812
2021,11,60,"24,853",706,615,709,980,559,942,796,570,"1,284","1,065",394,"1,347","1,380","1,389","1,603","1,345","2,985",967,,"1,793",907,"1,783",734
2021,11,70,"13,392",423,371,426,530,331,577,383,336,727,590,207,661,695,712,889,792,"1,434",491,,"1,047",589,867,314
2021,11,80,"5,020",211,174,166,182,138,268,178,123,325,234,84,210,215,264,347,249,482,202,,393,215,278,82
2021,11,90,340,9,15,7,20,5,23,12,5,19,24,5,16,13,19,21,17,33,12,,25,17,18,5
2021,11,100,12,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,3,,1,0,1,0
2021,12,총,"167,888","4,288","4,907","5,710","5,776","2,989","6,131","5,784","3,873","6,835","6,326","2,133","10,479","7,209","7,850","9,055","7,576","20,702","5,521",,"10,677","10,397","14,387","9,283"
2021,12,0,"12,248",242,478,659,177,91,370,427,124,268,304,77,"1,041",306,399,425,347,"1,755",301,,653,"1,136","1,193","1,475"
2021,12,10,"13,702",258,464,388,314,198,462,573,190,417,464,119,"1,186",445,462,678,489,"1,927",326,,732,"1,344","1,480",786
2021,12,20,"21,518",518,504,597,862,417,794,782,610,925,873,381,"1,168","1,015","1,144","1,303","1,017","2,609",720,,"1,297","1,135","1,983",864
2021,12,30,"22,967",584,639,"1,047",756,290,733,726,663,769,797,266,"1,270",842,"1,038",949,890,"2,780",720,,"1,401","1,479","2,085","2,243"
2021,12,40,"26,123",593,904,864,816,404,946,865,568,861,921,245,"1,981",932,"1,067","1,165","1,014","3,374",748,,"1,501","2,025","2,366","1,963"
2021,12,50,"27,583",735,742,834,"1,144",562,"1,014","1,043",649,"1,233","1,052",355,"1,595","1,360","1,356","1,673","1,412","3,326","1,029",,"1,819","1,534","2,309",807
2021,12,60,"24,891",712,613,712,972,554,941,796,592,"1,287","1,066",392,"1,349","1,380","1,380","1,598","1,344","2,974",972,,"1,803",919,"1,799",736
2021,12,70,"13,444",423,370,435,528,329,579,378,350,728,588,209,666,693,719,893,793,"1,437",490,,"1,048",593,875,320
2021,12,80,"5,057",214,177,167,186,138,268,181,121,327,236,83,207,222,266,348,252,489,202,,396,215,277,85
2021,12,90,345,9,15,7,20,6,24,13,5,19,24,6,16,14,19,23,17,31,12,,26,17,19,3
2021,12,100,10,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,,1,0,1,1
