년도,월,나이,부산광역시 사하구,부산광역시 사하구 괴정제1동,부산광역시 사하구 괴정제2동,부산광역시 사하구 괴정제3동,부산광역시 사하구 괴정제4동,부산광역시 사하구 당리동,부산광역시 사하구 하단제1동,부산광역시 사하구 하단제2동,부산광역시 사하구 신평제1동,부산광역시 사하구 신평제2동,부산광역시 사하구 장림제1동,부산광역시 사하구 장림제2동,부산광역시 사하구 다대제1동,부산광역시 사하구 다대제2동,부산광역시 사하구 구평동,부산광역시 사하구 감천제1동,부산광역시 사하구 감천제2동
2021,10,0,"9,536",531,414,261,387,789,570,723,555,529,446,926,"1,395",813,729,416,52
2021,10,10,"12,701",812,540,383,448,"1,163",823,954,577,674,498,"1,252","2,060","1,187",516,695,119
2021,10,20,"20,664","1,155",807,725,777,"1,745","1,840","2,808","1,009","1,059",583,"1,809","2,455","1,785",733,"1,069",305
2021,10,30,"18,735","1,131",761,779,668,"1,520","1,571","1,744","1,163","1,111",718,"1,885","2,028","1,299","1,198",919,240
2021,10,40,"23,022","1,299","1,108",853,873,"1,859","1,494","1,786","1,344","1,210","1,079","2,266","3,115","1,894","1,076","1,335",431
2021,10,50,"26,189","1,546","1,106",991,953,"2,149","1,718","1,903","1,651","1,378",959,"2,391","3,543","2,539","1,015","1,684",663
2021,10,60,"25,505","1,634","1,205","1,161","1,051","2,295","1,689","1,667","1,550","1,248",783,"2,212","3,104","2,534",865,"1,853",654
2021,10,70,"12,322",990,721,628,593,"1,146",762,798,719,516,412,939,"1,355","1,025",370,917,431
2021,10,80,"3,633",316,197,204,192,316,258,246,209,137,96,228,398,341,74,256,165
2021,10,90,252,26,9,17,10,28,8,13,18,13,3,10,39,26,3,19,10
2021,10,100,10,0,0,0,0,1,2,2,1,0,1,1,0,1,0,0,1
2021,11,총,"152,471","9,389","6,869","5,983","5,973","12,993","10,742","12,646","8,777","7,894","5,563","13,913","19,490","13,437","6,578","9,168","3,056"
2021,11,0,"9,508",522,416,261,387,780,571,722,549,534,444,922,"1,395",812,732,408,53
2021,11,10,"12,684",808,542,379,456,"1,169",819,950,584,674,495,"1,245","2,051","1,185",513,701,113
2021,11,20,"20,575","1,147",806,722,778,"1,728","1,832","2,801","1,001","1,061",573,"1,801","2,445","1,776",732,"1,069",303
2021,11,30,"18,699","1,126",753,772,666,"1,517","1,587","1,748","1,151","1,108",712,"1,880","2,034","1,292","1,198",915,240
2021,11,40,"22,985","1,293","1,102",848,882,"1,861","1,493","1,787","1,344","1,216","1,077","2,261","3,104","1,885","1,075","1,334",423
2021,11,50,"26,176","1,539","1,112",990,957,"2,134","1,713","1,911","1,639","1,378",962,"2,397","3,540","2,545","1,014","1,681",664
2021,11,60,"25,558","1,616","1,205","1,162","1,055","2,294","1,699","1,668","1,565","1,258",782,"2,218","3,119","2,541",866,"1,857",653
2021,11,70,"12,371",998,723,627,586,"1,161",761,795,724,516,415,949,"1,359","1,032",371,926,428
2021,11,80,"3,658",314,201,206,196,321,257,250,206,135,99,230,402,342,74,257,168
2021,11,90,250,26,9,16,10,28,8,12,13,14,4,10,41,26,3,20,10
2021,11,100,7,0,0,0,0,0,2,2,1,0,0,0,0,1,0,0,1
2021,12,총,"152,197","9,381","6,868","5,965","5,950","12,977","10,739","12,632","8,750","7,879","5,551","13,882","19,440","13,411","6,586","9,142","3,044"
2021,12,0,"9,456",520,417,261,383,772,574,714,551,531,435,924,"1,381",803,736,403,51
2021,12,10,"12,649",804,538,378,461,"1,173",809,954,588,672,492,"1,240","2,039","1,186",510,694,111
2021,12,20,"20,497","1,148",810,717,770,"1,718","1,835","2,791",982,"1,067",574,"1,793","2,433","1,765",734,"1,060",300
2021,12,30,"18,564","1,121",750,766,663,"1,486","1,581","1,741","1,141","1,106",704,"1,871","2,014","1,271","1,207",908,234
2021,12,40,"22,955","1,298","1,099",847,879,"1,875","1,498","1,790","1,334","1,203","1,077","2,246","3,097","1,887","1,074","1,333",418
2021,12,50,"26,129","1,534","1,109",994,951,"2,123","1,711","1,908","1,641","1,372",966,"2,398","3,534","2,530","1,011","1,680",667
2021,12,60,"25,583","1,616","1,214","1,156","1,044","2,309","1,691","1,672","1,562","1,263",787,"2,216","3,126","2,557",864,"1,855",651
2021,12,70,"12,422",997,718,626,588,"1,169",770,792,730,518,413,957,"1,370","1,040",371,931,432
2021,12,80,"3,678",314,203,204,201,324,260,255,208,134,100,226,403,345,76,258,167
2021,12,90,260,29,10,16,10,28,8,14,13,13,3,11,43,27,3,20,12
2021,12,100,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1
