년도,월,나이,김해시,진영읍,주촌면,진례면,한림면,생림면,상동면,대동면,동상동,회현동,부원동,내외동,북부동,칠산서부동,활천동,삼안동,불암동,장유1동,장유2동,장유3동
2021,6,20,"37,269","2,961","1,055",376,385,184,150,245,720,578,752,"6,655","5,900",669,"3,222","3,170",559,"3,805","2,395","3,488"
2021,6,30,"34,891","4,407","2,006",293,359,155,133,220,682,614,658,"4,441","4,683",562,"2,343","1,648",420,"3,434","2,227","5,606"
2021,6,40,"48,376","5,844","1,571",480,456,212,204,319,696,629,735,"5,386","7,164",727,"3,156","2,409",596,"5,768","3,757","8,267"
2021,6,50,"49,957","4,328","1,368",826,891,444,394,559,"1,013",819,"1,047","7,921","7,615","1,059","4,333","3,695",776,"5,034","3,268","4,567"
2021,6,60,"31,318","3,077",905,771,"1,009",541,455,891,846,809,805,"4,348","4,020",908,"2,855","2,550",608,"2,354","1,461","2,105"
2021,6,70,"11,675","1,205",248,339,495,272,196,457,316,367,333,"1,271","1,326",342,984,833,220,"1,012",584,875
2021,6,80,"3,684",391,78,140,171,103,54,144,95,134,100,432,414,114,272,278,68,329,171,196
2021,6,90,259,27,6,9,8,5,7,15,7,8,2,32,31,4,21,18,7,24,11,17
2021,6,100,12,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,2,4,1,0
2021,7,총,"272,845","28,690","9,296","3,526","4,054","2,028","1,721","3,030","4,972","4,537","5,057","36,690","40,201","5,055","20,446","16,868","3,857","28,399","18,281","36,137"
2021,7,0,"24,075","3,242","1,405",117,93,52,46,65,297,312,297,"2,395","3,607",287,"1,257",748,250,"2,540","1,736","5,329"
2021,7,10,"31,313","3,193",653,170,190,64,72,118,313,283,335,"3,799","5,412",383,"1,986","1,558",353,"4,113","2,635","5,683"
2021,7,20,"37,207","2,962","1,044",370,382,183,154,238,724,565,745,"6,634","5,897",669,"3,232","3,163",560,"3,792","2,405","3,488"
2021,7,30,"34,747","4,363","2,002",289,362,151,136,225,674,619,652,"4,459","4,679",555,"2,337","1,631",410,"3,406","2,232","5,565"
2021,7,40,"48,228","5,841","1,584",486,456,211,201,316,685,622,727,"5,384","7,137",723,"3,140","2,386",593,"5,735","3,731","8,270"
2021,7,50,"50,028","4,357","1,358",818,884,446,399,554,"1,010",817,"1,048","7,888","7,640","1,068","4,327","3,681",787,"5,066","3,294","4,586"
2021,7,60,"31,555","3,100",914,780,"1,013",542,459,895,848,807,812,"4,394","4,049",906,"2,880","2,568",609,"2,377","1,480","2,122"
2021,7,70,"11,709","1,209",253,344,496,273,192,457,317,365,335,"1,272","1,334",343,992,838,216,"1,011",582,880
2021,7,80,"3,710",395,77,143,170,103,55,146,96,138,103,433,414,117,274,275,70,331,173,197
2021,7,90,261,28,6,9,8,3,7,16,7,8,3,30,32,4,21,19,7,24,12,17
2021,7,100,12,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,2,4,1,0
2021,8,총,"272,767","28,706","9,357","3,513","4,037","2,020","1,728","3,019","4,967","4,536","5,068","36,628","40,148","5,053","20,396","16,883","3,858","28,392","18,281","36,177"
2021,8,0,"23,963","3,245","1,415",116,90,52,46,65,289,309,298,"2,380","3,581",285,"1,248",739,252,"2,517","1,716","5,320"
2021,8,10,"31,293","3,189",649,166,186,64,71,114,312,284,332,"3,784","5,420",378,"1,976","1,560",353,"4,104","2,645","5,706"
2021,8,20,"37,067","2,952","1,047",371,380,179,156,237,719,570,747,"6,604","5,847",663,"3,217","3,181",555,"3,768","2,416","3,458"
2021,8,30,"34,684","4,337","2,021",288,358,148,137,222,676,603,656,"4,448","4,689",553,"2,315","1,620",416,"3,409","2,242","5,546"
2021,8,40,"48,083","5,832","1,587",485,454,210,200,312,684,630,729,"5,353","7,100",723,"3,130","2,373",586,"5,715","3,693","8,287"
2021,8,50,"50,209","4,393","1,380",803,876,445,405,551,"1,009",818,"1,047","7,887","7,660","1,071","4,325","3,688",790,"5,119","3,309","4,633"
2021,8,60,"31,713","3,123",920,785,"1,016",545,460,896,850,805,819,"4,438","4,055",911,"2,893","2,584",612,"2,381","1,485","2,135"
2021,8,70,"11,745","1,204",255,345,498,270,189,459,322,370,330,"1,275","1,341",349,996,838,217,"1,022",587,878
2021,8,80,"3,728",403,77,143,172,103,57,147,98,138,107,426,421,116,275,279,68,328,174,196
2021,8,90,270,28,6,11,7,4,7,16,7,8,3,31,34,4,21,20,7,25,13,18
2021,8,100,12,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,2,4,1,0
2021,9,총,"272,581","28,741","9,426","3,507","4,021","2,019","1,738","2,994","4,958","4,521","5,054","36,601","40,112","5,047","20,373","16,828","3,850","28,372","18,273","36,146"
2021,9,0,"23,823","3,236","1,442",115,91,54,44,64,279,307,292,"2,373","3,562",283,"1,244",729,251,"2,499","1,688","5,270"
2021,9,10,"31,267","3,205",650,165,184,65,73,115,313,289,331,"3,762","5,416",377,"1,960","1,536",357,"4,097","2,642","5,730"
2021,9,20,"36,856","2,921","1,046",368,361,173,154,227,712,562,748,"6,583","5,829",656,"3,203","3,174",549,"3,736","2,408","3,446"
2021,9,30,"34,624","4,340","2,020",289,358,148,142,219,680,594,649,"4,459","4,680",551,"2,308","1,611",409,"3,428","2,227","5,512"
2021,9,40,"47,974","5,848","1,605",486,457,206,202,307,670,626,720,"5,329","7,076",720,"3,121","2,342",583,"5,706","3,694","8,276"
2021,9,50,"50,339","4,415","1,388",802,871,444,407,547,"1,010",823,"1,051","7,878","7,671","1,075","4,324","3,690",788,"5,144","3,329","4,682"
2021,9,60,"31,841","3,137",929,783,"1,019",546,459,890,862,803,822,"4,472","4,072",906,"2,912","2,598",614,"2,384","1,504","2,129"
2021,9,70,"11,820","1,206",260,343,496,274,193,461,325,372,334,"1,277","1,353",357,"1,005",841,222,"1,021",593,887
2021,9,80,"3,761",407,80,146,177,106,58,149,99,135,104,437,419,117,275,286,68,328,173,197
2021,9,90,263,26,6,10,7,3,6,15,7,9,3,29,34,5,21,20,7,25,14,16
2021,9,100,13,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,2,4,1,1
2021,10,총,"272,490","28,741","9,498","3,495","4,012","2,036","1,737","2,986","4,960","4,508","5,039","36,590","40,074","5,048","20,356","16,787","3,844","28,330","18,299","36,150"
2021,10,0,"23,741","3,218","1,450",115,91,53,46,65,277,306,289,"2,376","3,548",284,"1,238",724,251,"2,463","1,700","5,247"
2021,10,10,"31,190","3,213",658,163,178,63,70,116,316,284,327,"3,756","5,392",368,"1,951","1,526",359,"4,080","2,628","5,742"
2021,10,20,"36,726","2,908","1,053",361,353,180,160,222,714,559,748,"6,533","5,797",669,"3,194","3,146",544,"3,735","2,412","3,438"
2021,10,30,"34,528","4,297","2,020",290,357,147,144,218,685,587,643,"4,470","4,675",551,"2,311","1,622",403,"3,419","2,230","5,459"
2021,10,40,"47,867","5,849","1,626",478,453,204,199,303,671,624,719,"5,308","7,065",711,"3,101","2,333",580,"5,667","3,696","8,280"
2021,10,50,"50,471","4,445","1,404",803,872,451,405,544,999,825,"1,046","7,879","7,689","1,068","4,330","3,686",788,"5,170","3,340","4,727"
2021,10,60,"31,993","3,154",942,782,"1,025",550,454,889,865,805,824,"4,494","4,090",913,"2,933","2,602",618,"2,401","1,515","2,137"
2021,10,70,"11,924","1,223",261,344,499,280,197,464,325,375,335,"1,302","1,362",360,"1,004",843,224,"1,035",590,901
2021,10,80,"3,776",409,78,147,176,104,58,150,100,134,105,442,422,119,273,284,68,332,172,203
2021,10,90,266,25,6,12,8,4,4,15,7,9,3,29,34,5,21,20,7,27,15,15
2021,10,100,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,1,1
2021,11,총,"272,256","28,684","9,544","3,515","3,995","2,035","1,745","2,925","4,954","4,475","5,027","36,516","40,086","5,049","20,344","16,701","3,840","28,317","18,278","36,226"
2021,11,0,"23,589","3,190","1,460",112,91,53,51,63,274,303,283,"2,331","3,533",282,"1,233",718,246,"2,453","1,697","5,216"
2021,11,10,"31,157","3,219",661,166,160,63,68,118,315,281,320,"3,757","5,390",365,"1,949","1,511",362,"4,073","2,621","5,758"
2021,11,20,"36,551","2,908","1,041",357,352,177,154,212,712,552,746,"6,494","5,787",678,"3,174","3,091",542,"3,716","2,412","3,446"
2021,11,30,"34,420","4,253","2,027",296,352,147,151,212,681,583,642,"4,468","4,652",545,"2,309","1,623",402,"3,405","2,216","5,456"
2021,11,40,"47,808","5,841","1,645",484,451,211,198,299,674,615,717,"5,282","7,064",709,"3,089","2,324",577,"5,659","3,685","8,284"
2021,11,50,"50,558","4,447","1,419",808,872,448,405,532,996,821,"1,047","7,865","7,722","1,067","4,329","3,668",791,"5,193","3,353","4,775"
2021,11,60,"32,129","3,158",941,786,"1,032",549,459,872,866,800,825,"4,535","4,106",918,"2,953","2,619",616,"2,410","1,519","2,165"
2021,11,70,"11,972","1,234",266,345,497,278,196,456,329,377,338,"1,310","1,370",361,"1,009",844,227,"1,041",587,907
2021,11,80,"3,805",410,77,150,180,105,59,145,100,134,105,445,428,119,279,282,70,340,172,205
2021,11,90,262,24,7,11,8,4,4,16,6,9,4,28,34,5,20,20,7,26,15,14
2021,11,100,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
2021,12,총,"271,899","28,651","9,585","3,498","3,980","2,038","1,732","2,913","4,933","4,480","5,015","36,435","40,005","5,060","20,327","16,638","3,838","28,237","18,284","36,250"
2021,12,0,"23,430","3,166","1,459",111,90,54,51,65,268,303,280,"2,308","3,517",283,"1,225",708,248,"2,430","1,678","5,186"
2021,12,10,"31,096","3,227",675,162,159,63,67,117,315,278,312,"3,747","5,373",368,"1,942","1,491",363,"4,055","2,624","5,758"
2021,12,20,"36,374","2,893","1,031",352,340,178,148,207,710,555,750,"6,465","5,760",688,"3,157","3,076",535,"3,674","2,407","3,448"
2021,12,30,"34,264","4,212","2,035",291,349,146,147,207,680,578,642,"4,481","4,605",536,"2,313","1,633",407,"3,396","2,194","5,412"
2021,12,40,"47,783","5,842","1,664",482,451,209,198,300,671,615,710,"5,256","7,044",715,"3,083","2,309",566,"5,642","3,698","8,328"
2021,12,50,"50,538","4,459","1,416",801,869,450,407,525,993,821,"1,049","7,826","7,723","1,064","4,316","3,647",799,"5,194","3,367","4,812"
2021,12,60,"32,282","3,167",950,785,"1,034",548,450,876,858,809,825,"4,564","4,143",924,"2,973","2,628",618,"2,429","1,531","2,170"
2021,12,70,"12,018","1,250",268,349,500,280,202,451,333,379,335,"1,316","1,368",361,"1,018",842,224,"1,040",591,911
2021,12,80,"3,837",412,78,155,179,106,58,149,98,132,109,442,434,116,280,283,71,349,177,209
2021,12,90,272,23,9,10,9,4,4,16,6,9,3,30,38,5,20,20,7,27,16,16
2021,12,100,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0
