년도,월,나이,부산광역시 부산진구,부산광역시 부산진구 부전제1동,부산광역시 부산진구 부전제2동,부산광역시 부산진구 연지동,부산광역시 부산진구 초읍동,부산광역시 부산진구 양정제1동,부산광역시 부산진구 양정제2동,부산광역시 부산진구 전포제1동,부산광역시 부산진구 전포제2동,부산광역시 부산진구 부암제1동,부산광역시 부산진구 부암제3동,부산광역시 부산진구 당감제1동,부산광역시 부산진구 당감제2동,부산광역시 부산진구 당감제4동,부산광역시 부산진구 가야제1동,부산광역시 부산진구 가야제2동,부산광역시 부산진구 개금제1동,부산광역시 부산진구 개금제2동,부산광역시 부산진구 개금제3동,부산광역시 부산진구 범천제1동,부산광역시 부산진구 범천제2동
2021,4,30,"23,408","1,168",818,"1,119","1,181","1,274","1,169","2,090","1,481","1,550",832,"1,129",815,608,"1,044",904,"1,352",535,"1,691","1,130","1,518"
2021,4,40,"25,242",794,689,"1,757","1,547","1,520",866,"1,503","1,511","1,857","1,485","1,711",733,850,"1,195","1,222","1,133",742,"2,104",735,"1,288"
2021,4,50,"29,597","1,107",776,"1,762","1,870","1,881",785,"1,415","1,581","1,911","1,678","2,297",772,"1,125","1,652","1,492","1,265",973,"2,790",821,"1,644"
2021,4,60,"29,969","1,170",660,"1,928","2,210","1,635",870,"1,285","1,833","1,704","1,455","2,221",919,"1,002","1,798","1,629","1,175","1,048","2,669",865,"1,893"
2021,4,70,"17,485",659,293,"1,179","1,482",998,572,808,"1,191","1,047",791,"1,241",508,595,"1,059",907,644,639,"1,231",507,"1,134"
2021,4,80,"8,376",334,147,515,670,527,264,427,559,451,356,657,223,280,454,377,304,301,695,269,566
2021,4,90,"1,162",47,30,81,96,62,39,58,68,60,57,114,28,35,59,56,39,34,93,37,69
2021,4,100,49,0,1,1,4,1,1,3,2,2,4,2,0,0,0,6,0,0,3,1,18
2021,5,총,"184,478","7,840","4,954","10,982","11,441","10,719","6,888","11,579","11,094","11,671","9,020","12,188","5,402","5,844","9,683","8,745","8,811","5,703","15,057","6,303","10,554"
2021,5,0,"10,273",333,288,727,625,586,253,703,456,917,544,594,364,310,447,500,602,315,864,256,589
2021,5,10,"12,058",253,241,911,703,758,296,653,561,927,925,925,343,460,578,671,521,404,"1,217",227,484
2021,5,20,"26,919","1,951","1,001","1,002","1,040","1,474","1,804","2,632","1,852","1,246",893,"1,326",695,582,"1,421",986,"1,774",713,"1,713","1,458","1,356"
2021,5,30,"23,359","1,178",816,"1,116","1,183","1,271","1,172","2,114","1,478","1,536",824,"1,117",817,597,"1,038",901,"1,348",536,"1,691","1,119","1,507"
2021,5,40,"25,107",792,693,"1,754","1,548","1,506",846,"1,499","1,508","1,855","1,471","1,708",726,842,"1,183","1,209","1,138",732,"2,075",741,"1,281"
2021,5,50,"29,540","1,106",777,"1,757","1,861","1,882",792,"1,398","1,579","1,913","1,681","2,291",770,"1,128","1,637","1,495","1,256",977,"2,788",816,"1,636"
2021,5,60,"30,060","1,179",663,"1,939","2,223","1,642",864,"1,281","1,836","1,714","1,462","2,213",923,"1,006","1,805","1,631","1,180","1,043","2,679",867,"1,910"
2021,5,70,"17,519",666,298,"1,175","1,480",998,563,813,"1,188","1,046",800,"1,241",516,601,"1,060",913,647,641,"1,238",505,"1,130"
2021,5,80,"8,423",335,146,518,679,539,257,425,563,456,359,656,220,281,455,377,305,307,697,274,574
2021,5,90,"1,170",47,30,82,95,62,40,58,71,58,57,115,28,37,59,56,40,35,92,39,69
2021,5,100,50,0,1,1,4,1,1,3,2,3,4,2,0,0,0,6,0,0,3,1,18
2021,6,총,"184,170","7,872","4,949","10,967","11,439","10,710","6,812","11,523","11,106","11,636","9,003","12,189","5,370","5,829","9,664","8,739","8,775","5,696","15,036","6,293","10,562"
2021,6,0,"10,213",335,287,722,619,582,251,700,455,910,537,590,362,312,440,491,593,314,865,262,586
2021,6,10,"12,051",255,241,910,705,756,287,649,564,925,927,924,340,454,582,672,524,406,"1,217",223,490
2021,6,20,"26,787","1,959",998,"1,007","1,034","1,459","1,799","2,600","1,872","1,245",883,"1,320",681,570,"1,408",982,"1,767",715,"1,702","1,429","1,357"
2021,6,30,"23,267","1,169",809,"1,107","1,183","1,283","1,177","2,116","1,478","1,522",812,"1,118",815,607,"1,030",891,"1,330",527,"1,674","1,118","1,501"
2021,6,40,"25,076",787,695,"1,746","1,543","1,509",830,"1,507","1,508","1,855","1,472","1,704",725,830,"1,184","1,210","1,134",730,"2,076",749,"1,282"
2021,6,50,"29,400","1,106",773,"1,750","1,852","1,872",782,"1,391","1,558","1,910","1,663","2,282",765,"1,117","1,624","1,494","1,258",975,"2,777",819,"1,632"
2021,6,60,"30,177","1,187",671,"1,961","2,230","1,635",840,"1,275","1,846","1,720","1,486","2,225",918,"1,017","1,816","1,640","1,181","1,040","2,694",874,"1,921"
2021,6,70,"17,531",682,297,"1,167","1,485","1,010",553,808,"1,190","1,034",802,"1,244",516,602,"1,064",916,640,647,"1,238",507,"1,129"
2021,6,80,"8,446",346,147,518,687,538,254,417,561,458,360,664,220,281,456,380,308,307,698,270,576
2021,6,90,"1,170",46,30,78,96,65,37,57,72,54,57,116,28,39,60,57,40,35,92,41,70
2021,6,100,52,0,1,1,5,1,2,3,2,3,4,2,0,0,0,6,0,0,3,1,18
2021,7,총,"183,951","7,927","4,959","10,956","11,416","10,702","6,711","11,489","11,100","11,651","8,978","12,153","5,390","5,812","9,647","8,732","8,754","5,685","15,001","6,322","10,566"
2021,7,0,"10,164",339,288,720,612,575,255,704,447,907,535,588,364,308,431,486,584,312,859,263,587
2021,7,10,"12,040",265,236,898,706,750,286,651,566,932,916,922,342,453,580,678,519,406,"1,219",227,488
2021,7,20,"26,710","1,964","1,011","1,010","1,023","1,448","1,784","2,605","1,867","1,232",882,"1,307",685,566,"1,411",975,"1,751",710,"1,682","1,431","1,366"
2021,7,30,"23,222","1,185",811,"1,099","1,176","1,282","1,171","2,110","1,474","1,536",798,"1,117",812,597,"1,015",884,"1,329",523,"1,673","1,128","1,502"
2021,7,40,"24,993",782,691,"1,744","1,530","1,508",819,"1,503","1,503","1,852","1,470","1,687",730,827,"1,186","1,205","1,131",727,"2,063",757,"1,278"
2021,7,50,"29,330","1,127",770,"1,746","1,855","1,870",751,"1,385","1,557","1,924","1,659","2,281",765,"1,117","1,616","1,487","1,252",968,"2,765",816,"1,619"
2021,7,60,"30,262","1,182",675,"1,970","2,237","1,648",821,"1,260","1,854","1,722","1,492","2,228",925,"1,024","1,820","1,648","1,194","1,048","2,705",878,"1,931"
2021,7,70,"17,534",694,299,"1,171","1,488","1,013",534,795,"1,192","1,034",805,"1,237",519,595,"1,069",923,640,643,"1,242",510,"1,131"
2021,7,80,"8,475",345,146,518,688,543,251,416,566,455,360,667,222,286,458,383,313,313,699,269,577
2021,7,90,"1,170",44,31,79,96,64,37,57,73,54,57,117,26,39,61,57,41,35,91,42,69
2021,7,100,51,0,1,1,5,1,2,3,1,3,4,2,0,0,0,6,0,0,3,1,18
2021,8,총,"183,881","7,948","4,968","10,931","11,467","10,687","6,641","11,452","11,077","11,677","8,981","12,129","5,412","5,811","9,640","8,718","8,761","5,683","14,994","6,340","10,564"
2021,8,0,"10,116",329,291,717,612,576,249,698,437,901,539,584,368,307,427,484,571,316,858,268,584
2021,8,10,"11,998",269,239,891,704,738,290,650,564,930,913,920,333,443,582,673,533,404,"1,214",225,483
2021,8,20,"26,702","1,975","1,007","1,000","1,038","1,456","1,785","2,605","1,865","1,242",874,"1,294",690,571,"1,393",978,"1,756",707,"1,680","1,419","1,367"
2021,8,30,"23,191","1,177",821,"1,103","1,178","1,274","1,159","2,097","1,465","1,536",796,"1,117",819,594,"1,015",884,"1,317",520,"1,670","1,147","1,502"
2021,8,40,"24,931",783,690,"1,726","1,543","1,494",812,"1,488","1,490","1,860","1,469","1,678",735,828,"1,183","1,190","1,143",722,"2,060",756,"1,281"
2021,8,50,"29,289","1,129",761,"1,741","1,863","1,857",743,"1,386","1,561","1,927","1,654","2,270",771,"1,119","1,610","1,483","1,253",977,"2,749",822,"1,613"
2021,8,60,"30,374","1,194",687,"1,971","2,245","1,669",802,"1,255","1,852","1,732","1,503","2,246",931,"1,024","1,834","1,644","1,195","1,040","2,730",879,"1,941"
2021,8,70,"17,511",698,294,"1,176","1,491","1,012",514,798,"1,195","1,031",804,"1,235",512,598,"1,067",934,639,645,"1,240",507,"1,121"
2021,8,80,"8,535",349,146,525,690,544,250,414,574,459,366,669,226,286,468,385,314,316,697,273,584
2021,8,90,"1,184",45,31,80,98,66,35,58,73,56,59,114,27,41,61,57,40,36,94,43,70
2021,8,100,50,0,1,1,5,1,2,3,1,3,4,2,0,0,0,6,0,0,2,1,18
2021,9,총,"183,845","7,979","4,976","10,908","11,501","10,700","6,598","11,416","11,115","11,714","8,954","12,109","5,403","5,800","9,662","8,703","8,756","5,668","14,981","6,355","10,547"
2021,9,0,"10,078",332,290,713,617,579,243,696,435,899,540,578,366,308,419,482,569,313,851,266,582
2021,9,10,"11,992",265,245,882,706,740,284,654,565,932,905,921,329,437,593,673,534,405,"1,208",227,487
2021,9,20,"26,687","1,987","1,005","1,002","1,033","1,451","1,777","2,588","1,869","1,252",870,"1,287",682,573,"1,416",961,"1,755",713,"1,682","1,435","1,349"
2021,9,30,"23,181","1,195",810,"1,101","1,179","1,282","1,152","2,099","1,481","1,539",794,"1,119",819,591,"1,012",881,"1,310",512,"1,668","1,148","1,489"
2021,9,40,"24,860",787,704,"1,714","1,549","1,487",802,"1,484","1,491","1,864","1,460","1,667",735,817,"1,185","1,184","1,141",705,"2,049",753,"1,282"
2021,9,50,"29,263","1,110",762,"1,732","1,864","1,856",743,"1,384","1,558","1,924","1,656","2,265",767,"1,117","1,606","1,490","1,257",985,"2,751",825,"1,611"
2021,9,60,"30,410","1,206",689,"1,975","2,248","1,679",789,"1,250","1,857","1,748","1,496","2,250",936,"1,023","1,832","1,642","1,188","1,040","2,737",880,"1,945"
2021,9,70,"17,533",701,293,"1,183","1,500","1,011",516,787,"1,205","1,031",804,"1,228",515,601,"1,071",936,641,640,"1,239",505,"1,126"
2021,9,80,"8,606",351,145,524,700,548,255,411,581,467,371,678,226,294,465,389,320,319,701,272,589
2021,9,90,"1,186",45,32,81,100,65,36,60,72,55,55,114,28,39,63,59,41,36,93,43,69
2021,9,100,49,0,1,1,5,2,1,3,1,3,3,2,0,0,0,6,0,0,2,1,18
2021,10,총,"183,643","7,966","4,970","10,918","11,485","10,677","6,559","11,429","11,109","11,737","8,920","12,091","5,380","5,801","9,645","8,691","8,749","5,639","14,954","6,365","10,558"
2021,10,0,"10,041",334,290,724,618,567,240,697,430,891,531,566,359,305,419,481,567,310,853,272,587
2021,10,10,"11,942",261,240,877,698,737,277,656,573,928,912,918,330,439,593,673,527,399,"1,198",219,487
2021,10,20,"26,532","1,967","1,013",995,"1,030","1,426","1,768","2,578","1,850","1,260",851,"1,277",672,569,"1,401",963,"1,756",706,"1,675","1,446","1,329"
2021,10,30,"23,127","1,199",804,"1,106","1,172","1,273","1,156","2,104","1,474","1,545",792,"1,114",804,586,"1,006",873,"1,299",504,"1,658","1,152","1,506"
2021,10,40,"24,819",790,701,"1,717","1,541","1,490",791,"1,502","1,489","1,861","1,452","1,661",736,817,"1,187","1,173","1,132",705,"2,037",756,"1,281"
2021,10,50,"29,260","1,105",767,"1,729","1,860","1,859",743,"1,377","1,557","1,934","1,654","2,270",766,"1,118","1,595","1,487","1,264",980,"2,756",819,"1,620"
2021,10,60,"30,446","1,209",685,"1,970","2,254","1,681",783,"1,256","1,860","1,754","1,489","2,255",941,"1,029","1,838","1,652","1,198","1,035","2,738",879,"1,940"
2021,10,70,"17,575",699,296,"1,191","1,498","1,021",510,786,"1,214","1,040",809,"1,228",519,601,"1,067",934,640,644,"1,245",505,"1,128"
2021,10,80,"8,657",357,140,529,708,554,253,408,590,466,375,685,226,298,474,391,326,322,693,272,590
2021,10,90,"1,198",45,33,79,103,66,37,62,71,55,52,115,27,39,65,59,40,34,99,44,73
2021,10,100,46,0,1,1,3,3,1,3,1,3,3,2,0,0,0,5,0,0,2,1,17
2021,11,총,"183,278","7,963","4,949","10,900","11,473","10,629","6,527","11,380","11,113","11,756","8,892","12,051","5,391","5,790","9,639","8,673","8,712","5,627","14,962","6,349","10,502"
2021,11,0,"9,955",325,298,724,616,559,234,693,421,883,517,560,362,303,414,475,568,303,848,271,581
2021,11,10,"11,900",261,233,870,690,728,278,653,574,934,913,914,327,442,593,669,515,402,"1,195",223,486
2021,11,20,"26,394","1,980",989,"1,001","1,028","1,402","1,778","2,561","1,845","1,269",836,"1,279",676,565,"1,391",967,"1,741",697,"1,661","1,419","1,309"
2021,11,30,"23,072","1,205",805,"1,104","1,162","1,277","1,137","2,104","1,469","1,551",786,"1,097",806,580,"1,006",870,"1,285",502,"1,668","1,159","1,499"
2021,11,40,"24,793",780,703,"1,715","1,549","1,468",793,"1,503","1,491","1,856","1,448","1,652",739,820,"1,186","1,171","1,139",708,"2,036",762,"1,274"
2021,11,50,"29,172","1,101",759,"1,725","1,853","1,860",737,"1,364","1,566","1,934","1,657","2,259",768,"1,115","1,601","1,479","1,255",978,"2,749",814,"1,598"
2021,11,60,"30,493","1,210",693,"1,962","2,258","1,693",768,"1,251","1,864","1,769","1,492","2,251",941,"1,019","1,829","1,663","1,204","1,035","2,759",877,"1,955"
2021,11,70,"17,589",696,299,"1,188","1,494","1,020",511,789,"1,216","1,037",815,"1,237",519,604,"1,073",927,639,643,"1,249",509,"1,124"
2021,11,80,"8,679",359,135,534,718,550,252,399,593,465,373,684,228,302,482,390,328,324,697,271,595
2021,11,90,"1,208",46,34,76,103,70,38,62,73,55,52,116,25,40,64,61,38,35,98,44,78
2021,11,100,23,0,1,1,2,2,1,1,1,3,3,2,0,0,0,1,0,0,2,0,3
2021,12,총,"182,978","7,954","4,977","10,871","11,453","10,601","6,502","11,358","11,092","11,771","8,866","12,052","5,376","5,788","9,600","8,665","8,700","5,605","14,914","6,335","10,498"
2021,12,0,"9,905",322,303,714,617,556,228,695,419,873,513,563,359,303,413,484,564,293,835,273,578
2021,12,10,"11,860",253,239,871,689,726,276,645,564,934,911,907,327,438,593,661,511,403,"1,198",225,489
2021,12,20,"26,336","2,001","1,009",994,"1,027","1,388","1,781","2,536","1,851","1,276",828,"1,280",677,564,"1,372",961,"1,742",696,"1,639","1,402","1,312"
2021,12,30,"23,017","1,203",801,"1,105","1,157","1,282","1,139","2,120","1,462","1,543",780,"1,093",793,587,998,860,"1,276",499,"1,661","1,164","1,494"
2021,12,40,"24,716",778,707,"1,704","1,544","1,452",781,"1,501","1,482","1,865","1,450","1,653",739,811,"1,176","1,170","1,135",707,"2,025",763,"1,273"
2021,12,50,"29,095","1,099",752,"1,724","1,842","1,864",732,"1,362","1,560","1,934","1,643","2,257",767,"1,117","1,598","1,480","1,258",975,"2,735",804,"1,592"
2021,12,60,"30,479","1,193",696,"1,960","2,261","1,690",766,"1,254","1,863","1,772","1,500","2,244",942,"1,016","1,825","1,661","1,207","1,029","2,768",875,"1,957"
2021,12,70,"17,590",699,298,"1,191","1,489","1,024",509,777,"1,221","1,040",816,"1,241",520,606,"1,068",932,639,646,"1,248",509,"1,117"
2021,12,80,"8,752",361,138,534,723,548,250,406,593,473,373,696,226,308,497,391,330,322,701,277,605
2021,12,90,"1,206",45,33,74,102,69,39,61,76,58,51,116,26,38,60,64,37,35,102,43,77
2021,12,100,22,0,1,0,2,2,1,1,1,3,1,2,0,0,0,1,1,0,2,0,4
