년도,월,나이,서울특별시 강북구,서울특별시 강북구 삼양동,서울특별시 강북구 미아동,서울특별시 강북구 송중동,서울특별시 강북구 송천동,서울특별시 강북구 삼각산동,서울특별시 강북구 번1동,서울특별시 강북구 번2동,서울특별시 강북구 번3동,서울특별시 강북구 수유1동,서울특별시 강북구 수유2동,서울특별시 강북구 수유3동,서울특별시 강북구 우이동,서울특별시 강북구 인수동
2020,3,30,"19,081","1,487","1,380","2,089","1,587","2,129","1,363",858,909,"1,300","1,205","1,603","1,236","1,935"
2020,3,40,"23,744","1,921","1,551","2,349","1,914","3,503","1,414","1,265","1,378","1,433","1,600","1,586","1,514","2,316"
2020,3,50,"27,400","2,201","2,027","2,785","2,584","2,491","1,538","1,485","1,479","1,947","2,042","2,019","1,923","2,879"
2020,3,60,"23,895","1,954","1,702","2,382","2,310","1,721","1,326","1,454","1,486","1,702","1,710","1,796","1,697","2,655"
2020,3,70,"16,738","1,205","1,144","1,539","1,590","1,152",968,"1,180","1,511","1,072","1,237","1,168","1,213","1,759"
2020,3,80,"6,623",501,474,561,645,501,340,408,426,471,554,466,496,780
2020,3,90,"1,043",90,70,86,90,73,61,58,64,75,83,64,95,134
2020,3,100,178,20,8,16,16,16,6,3,9,33,4,12,22,13
2020,4,총,"160,097","12,597","11,542","15,929","13,985","16,854","9,628","8,662","9,487","10,839","11,290","11,898","10,830","16,556"
2020,4,0,"8,155",690,411,783,574,"1,507",366,357,494,556,555,462,548,852
2020,4,10,"11,192",997,673,"1,101",881,"2,007",535,542,716,688,705,542,684,"1,121"
2020,4,20,"22,095","1,543","2,117","2,228","1,827","1,765","1,723","1,051","1,012","1,553","1,612","2,162","1,398","2,104"
2020,4,30,"18,983","1,475","1,368","2,081","1,566","2,118","1,354",859,902,"1,292","1,190","1,605","1,235","1,938"
2020,4,40,"23,657","1,904","1,546","2,341","1,908","3,502","1,413","1,254","1,374","1,429","1,587","1,587","1,517","2,295"
2020,4,50,"27,369","2,209","2,009","2,788","2,572","2,497","1,532","1,492","1,475","1,942","2,034","2,022","1,917","2,880"
2020,4,60,"23,975","1,959","1,706","2,401","2,315","1,715","1,331","1,449","1,497","1,716","1,723","1,797","1,701","2,665"
2020,4,70,"16,772","1,216","1,154","1,537","1,588","1,159",962,"1,181","1,513","1,073","1,240","1,175","1,209","1,765"
2020,4,80,"6,672",488,480,566,646,493,347,416,433,482,557,473,505,786
2020,4,90,"1,045",96,70,86,91,74,58,58,63,75,83,61,93,137
2020,4,100,182,20,8,17,17,17,7,3,8,33,4,12,23,13
2020,5,총,"159,937","12,545","11,549","15,922","13,981","16,857","9,626","8,647","9,470","10,830","11,270","11,904","10,832","16,504"
2020,5,0,"8,112",679,409,781,579,"1,508",360,357,497,551,552,458,539,842
2020,5,10,"11,123",984,672,"1,096",868,"2,003",537,541,709,681,706,539,679,"1,108"
2020,5,20,"22,103","1,538","2,118","2,233","1,824","1,760","1,733","1,048","1,003","1,553","1,602","2,179","1,413","2,099"
2020,5,30,"18,947","1,458","1,377","2,081","1,570","2,124","1,348",852,894,"1,290","1,185","1,603","1,238","1,927"
2020,5,40,"23,541","1,889","1,538","2,332","1,905","3,479","1,406","1,247","1,367","1,422","1,585","1,582","1,515","2,274"
2020,5,50,"27,338","2,202","2,013","2,781","2,561","2,510","1,528","1,485","1,481","1,932","2,035","2,024","1,902","2,884"
2020,5,60,"24,021","1,978","1,704","2,398","2,318","1,726","1,337","1,454","1,488","1,734","1,718","1,790","1,713","2,663"
2020,5,70,"16,821","1,214","1,156","1,546","1,603","1,154",961,"1,178","1,521","1,078","1,240","1,188","1,209","1,773"
2020,5,80,"6,693",486,482,570,641,503,352,424,434,482,557,469,507,786
2020,5,90,"1,055",97,72,87,93,73,57,58,68,74,86,60,94,136
2020,5,100,183,20,8,17,19,17,7,3,8,33,4,12,23,12
2020,6,총,"159,745","12,538","11,552","15,928","13,972","16,836","9,636","8,604","9,429","10,801","11,270","11,897","10,800","16,482"
2020,6,0,"8,055",665,400,781,575,"1,504",362,352,493,547,549,456,531,840
2020,6,10,"11,049",980,668,"1,097",872,"1,998",534,535,692,680,692,528,672,"1,101"
2020,6,20,"22,099","1,543","2,116","2,219","1,813","1,753","1,741","1,037",998,"1,542","1,615","2,212","1,408","2,102"
2020,6,30,"18,855","1,457","1,384","2,080","1,563","2,113","1,351",848,875,"1,285","1,189","1,576","1,229","1,905"
2020,6,40,"23,480","1,890","1,532","2,326","1,913","3,468","1,398","1,246","1,357","1,412","1,581","1,578","1,525","2,254"
2020,6,50,"27,253","2,188","2,009","2,776","2,552","2,488","1,531","1,466","1,484","1,928","2,026","2,016","1,881","2,908"
2020,6,60,"24,114","1,996","1,719","2,419","2,320","1,748","1,343","1,452","1,489","1,733","1,727","1,793","1,722","2,653"
2020,6,70,"16,896","1,216","1,158","1,557","1,612","1,163",962,"1,181","1,526","1,087","1,241","1,195","1,213","1,785"
2020,6,80,"6,706",486,484,568,637,509,352,426,440,479,558,471,509,787
2020,6,90,"1,054",97,74,88,96,74,55,58,67,75,88,60,87,135
2020,6,100,184,20,8,17,19,18,7,3,8,33,4,12,23,12
2020,7,총,"159,491","12,489","11,549","15,938","13,953","16,808","9,612","8,569","9,388","10,824","11,238","11,885","10,791","16,447"
2020,7,0,"7,993",656,401,784,569,"1,498",360,340,483,539,543,452,524,844
2020,7,10,"10,994",975,660,"1,091",857,"1,989",530,535,692,686,683,524,672,"1,100"
2020,7,20,"22,027","1,538","2,119","2,211","1,816","1,752","1,732","1,039",978,"1,540","1,605","2,195","1,416","2,086"
2020,7,30,"18,776","1,445","1,387","2,087","1,557","2,088","1,339",824,874,"1,292","1,188","1,581","1,221","1,893"
2020,7,40,"23,396","1,881","1,523","2,323","1,920","3,457","1,391","1,249","1,341","1,410","1,567","1,571","1,509","2,254"
2020,7,50,"27,184","2,184","2,008","2,768","2,526","2,489","1,526","1,455","1,472","1,930","2,023","2,021","1,885","2,897"
2020,7,60,"24,178","1,993","1,719","2,437","2,333","1,760","1,352","1,451","1,497","1,739","1,730","1,791","1,725","2,651"
2020,7,70,"16,947","1,213","1,167","1,566","1,621","1,165",969,"1,186","1,529","1,090","1,242","1,205","1,215","1,779"
2020,7,80,"6,749",489,482,568,639,513,352,429,446,486,565,473,512,795
2020,7,90,"1,064",95,75,86,96,79,54,58,68,79,88,60,89,137
2020,7,100,183,20,8,17,19,18,7,3,8,33,4,12,23,11
2020,8,총,"159,179","12,438","11,523","15,914","13,931","16,788","9,604","8,565","9,354","10,818","11,209","11,855","10,787","16,393"
2020,8,0,"7,915",646,397,779,556,"1,488",357,338,479,538,537,452,523,825
2020,8,10,"10,921",963,648,"1,089",850,"1,987",527,538,684,681,673,520,672,"1,089"
2020,8,20,"21,984","1,531","2,142","2,194","1,813","1,743","1,732","1,040",965,"1,536","1,608","2,187","1,404","2,089"
2020,8,30,"18,702","1,434","1,379","2,088","1,550","2,088","1,338",813,876,"1,301","1,179","1,567","1,223","1,866"
2020,8,40,"23,268","1,860","1,512","2,315","1,912","3,424","1,388","1,242","1,335","1,406","1,557","1,562","1,511","2,244"
2020,8,50,"27,130","2,191","1,993","2,766","2,532","2,502","1,517","1,464","1,461","1,911","2,014","2,019","1,877","2,883"
2020,8,60,"24,217","1,985","1,718","2,440","2,337","1,779","1,357","1,448","1,490","1,750","1,734","1,797","1,727","2,655"
2020,8,70,"16,993","1,221","1,170","1,569","1,620","1,167",969,"1,192","1,534","1,092","1,244","1,203","1,221","1,791"
2020,8,80,"6,782",496,480,571,645,511,351,428,452,490,572,474,512,800
2020,8,90,"1,081",91,75,86,97,81,61,59,70,80,87,62,93,139
2020,8,100,186,20,9,17,19,18,7,3,8,33,4,12,24,12
2020,9,총,"158,879","12,412","11,540","15,832","13,921","16,728","9,572","8,534","9,356","10,786","11,208","11,882","10,800","16,308"
2020,9,0,"7,856",643,393,768,553,"1,471",354,335,483,532,532,448,528,816
2020,9,10,"10,880",968,639,"1,084",853,"1,976",522,532,679,677,674,522,675,"1,079"
2020,9,20,"21,966","1,526","2,168","2,191","1,811","1,732","1,728","1,045",969,"1,534","1,591","2,197","1,408","2,066"
2020,9,30,"18,595","1,433","1,388","2,060","1,526","2,077","1,316",811,870,"1,294","1,195","1,566","1,219","1,840"
2020,9,40,"23,138","1,838","1,488","2,297","1,910","3,398","1,390","1,240","1,325","1,406","1,545","1,569","1,508","2,224"
2020,9,50,"27,038","2,182","1,997","2,755","2,522","2,502","1,507","1,449","1,465","1,902","2,014","2,009","1,866","2,868"
2020,9,60,"24,313","1,998","1,713","2,437","2,357","1,793","1,364","1,440","1,490","1,750","1,749","1,813","1,734","2,675"
2020,9,70,"16,997","1,212","1,185","1,565","1,621","1,164",967,"1,190","1,541","1,096","1,246","1,202","1,226","1,782"
2020,9,80,"6,825",498,487,573,652,516,356,428,460,483,571,482,517,802
2020,9,90,"1,087",94,73,84,97,81,61,62,66,80,88,62,95,144
2020,9,100,184,20,9,18,19,18,7,2,8,32,3,12,24,12
2020,10,총,"158,501","12,373","11,540","15,796","13,867","16,683","9,524","8,509","9,325","10,726","11,205","11,877","10,781","16,295"
2020,10,0,"7,746",635,388,767,545,"1,451",340,331,482,518,532,441,516,800
2020,10,10,"10,834",963,636,"1,083",843,"1,973",521,528,675,668,665,530,673,"1,076"
2020,10,20,"21,896","1,524","2,171","2,170","1,805","1,720","1,711","1,054",960,"1,517","1,591","2,194","1,417","2,062"
2020,10,30,"18,506","1,425","1,383","2,057","1,522","2,072","1,302",799,863,"1,284","1,198","1,548","1,213","1,840"
2020,10,40,"23,017","1,818","1,490","2,284","1,886","3,387","1,386","1,228","1,313","1,395","1,540","1,572","1,487","2,231"
2020,10,50,"26,967","2,182","1,996","2,753","2,514","2,498","1,500","1,439","1,465","1,893","2,001","2,001","1,859","2,866"
2020,10,60,"24,372","1,999","1,716","2,440","2,360","1,805","1,368","1,444","1,486","1,756","1,760","1,825","1,749","2,664"
2020,10,70,"17,039","1,216","1,190","1,571","1,622","1,159",978,"1,194","1,548","1,091","1,240","1,206","1,225","1,799"
2020,10,80,"6,858",501,489,567,653,522,355,430,458,489,586,486,524,798
2020,10,90,"1,083",90,72,86,98,78,56,60,67,84,89,62,95,146
2020,10,100,183,20,9,18,19,18,7,2,8,31,3,12,23,13
2020,11,총,"158,146","12,327","11,536","15,769","13,830","16,656","9,523","8,484","9,301","10,718","11,181","11,848","10,754","16,219"
2020,11,0,"7,628",628,371,763,537,"1,436",339,324,475,525,526,429,498,777
2020,11,10,"10,790",960,632,"1,071",827,"1,976",522,527,670,672,661,520,668,"1,084"
2020,11,20,"21,842","1,521","2,184","2,156","1,800","1,715","1,709","1,053",958,"1,506","1,582","2,193","1,420","2,045"
2020,11,30,"18,413","1,417","1,375","2,045","1,519","2,064","1,294",799,850,"1,285","1,195","1,538","1,203","1,829"
2020,11,40,"22,925","1,810","1,482","2,284","1,878","3,384","1,394","1,204","1,310","1,394","1,531","1,574","1,475","2,205"
2020,11,50,"26,886","2,165","1,999","2,749","2,514","2,493","1,501","1,431","1,468","1,880","1,983","2,007","1,857","2,839"
2020,11,60,"24,427","2,007","1,713","2,449","2,343","1,809","1,377","1,453","1,481","1,753","1,786","1,819","1,761","2,676"
2020,11,70,"17,073","1,208","1,206","1,577","1,639","1,161",969,"1,204","1,552","1,098","1,232","1,201","1,226","1,800"
2020,11,80,"6,890",501,492,571,657,522,356,425,462,489,592,491,528,804
2020,11,90,"1,086",91,73,86,96,77,55,62,66,84,90,64,95,147
2020,11,100,186,19,9,18,20,19,7,2,9,32,3,12,23,13
2020,12,총,"157,912","12,316","11,515","15,757","13,806","16,600","9,485","8,459","9,284","10,708","11,183","11,877","10,741","16,181"
2020,12,0,"7,552",617,376,752,533,"1,433",327,320,472,518,518,428,501,757
2020,12,10,"10,708",948,624,"1,057",810,"1,975",516,520,667,661,665,515,663,"1,087"
2020,12,20,"21,900","1,527","2,192","2,181","1,812","1,704","1,699","1,057",948,"1,509","1,557","2,242","1,424","2,048"
2020,12,30,"18,400","1,421","1,367","2,047","1,526","2,048","1,290",804,844,"1,282","1,211","1,543","1,195","1,822"
2020,12,40,"22,782","1,802","1,477","2,256","1,857","3,354","1,385","1,193","1,307","1,395","1,535","1,562","1,458","2,201"
2020,12,50,"26,849","2,161","1,983","2,747","2,506","2,499","1,506","1,420","1,470","1,869","1,992","1,999","1,859","2,838"
2020,12,60,"24,461","2,009","1,710","2,455","2,340","1,809","1,372","1,446","1,479","1,774","1,788","1,831","1,774","2,674"
2020,12,70,"17,082","1,215","1,211","1,585","1,639","1,161",971,"1,205","1,557","1,093","1,238","1,189","1,222","1,796"
2020,12,80,"6,905",506,494,573,664,523,358,430,466,491,586,492,525,797
2020,12,90,"1,086",91,72,86,97,76,54,62,65,83,90,64,98,148
2020,12,100,187,19,9,18,22,18,7,2,9,33,3,12,22,13
2021,1,총,"157,665","12,278","11,499","15,741","13,788","16,560","9,442","8,448","9,243","10,718","11,200","11,881","10,752","16,115"
2021,1,0,"7,478",609,372,735,530,"1,421",322,318,467,518,522,417,503,744
2021,1,10,"10,652",937,631,"1,061",805,"1,964",514,518,659,651,669,512,658,"1,073"
2021,1,20,"21,794","1,532","2,186","2,173","1,802","1,694","1,665","1,056",940,"1,518","1,537","2,241","1,421","2,029"
2021,1,30,"18,309","1,399","1,355","2,038","1,519","2,034","1,286",798,835,"1,279","1,218","1,539","1,199","1,810"
2021,1,40,"22,679","1,794","1,479","2,248","1,847","3,352","1,366","1,184","1,303","1,390","1,526","1,554","1,453","2,183"
2021,1,50,"26,809","2,161","1,971","2,747","2,494","2,495","1,502","1,424","1,459","1,861","2,000","2,008","1,861","2,826"
2021,1,60,"24,557","2,004","1,707","2,469","2,356","1,815","1,388","1,446","1,481","1,785","1,796","1,844","1,777","2,689"
2021,1,70,"17,148","1,225","1,212","1,595","1,644","1,157",973,"1,206","1,559","1,096","1,249","1,195","1,230","1,807"
2021,1,80,"6,955",507,504,570,670,532,364,433,468,503,590,492,528,794
2021,1,90,"1,095",91,73,86,98,78,55,64,63,83,90,67,100,147
2021,1,100,189,19,9,19,23,18,7,1,9,34,3,12,22,13
2021,2,총,"157,212","12,273","11,472","15,659","13,706","16,526","9,403","8,425","9,204","10,725","11,173","11,850","10,754","16,042"
2021,2,0,"7,396",603,364,729,512,"1,421",321,314,459,514,513,405,504,737
2021,2,10,"10,551",940,632,"1,040",787,"1,954",510,507,654,644,666,512,658,"1,047"
2021,2,20,"21,663","1,522","2,160","2,165","1,783","1,683","1,633","1,058",928,"1,538","1,538","2,227","1,411","2,017"
2021,2,30,"18,218","1,390","1,350","2,019","1,505","2,028","1,282",802,829,"1,272","1,203","1,540","1,192","1,806"
2021,2,40,"22,566","1,783","1,476","2,233","1,840","3,341","1,355","1,176","1,287","1,385","1,520","1,549","1,450","2,171"
2021,2,50,"26,698","2,164","1,965","2,726","2,480","2,495","1,505","1,406","1,455","1,854","2,001","1,980","1,859","2,808"
2021,2,60,"24,697","2,011","1,725","2,480","2,359","1,821","1,392","1,456","1,492","1,800","1,799","1,871","1,789","2,702"
2021,2,70,"17,085","1,235","1,205","1,585","1,643","1,153",975,"1,197","1,547","1,092","1,241","1,190","1,231","1,791"
2021,2,80,"7,050",514,511,575,680,532,367,446,477,509,596,497,539,807
2021,2,90,"1,101",92,75,88,94,80,56,61,67,84,93,68,100,143
2021,2,100,187,19,9,19,23,18,7,2,9,33,3,11,21,13
2021,3,총,"155,772","12,139","11,348","15,531","13,595","16,369","9,274","8,367","9,130","10,564","11,162","11,711","10,633","15,949"
2021,3,0,"7,317",601,349,727,507,"1,403",317,310,455,501,507,394,507,739
2021,3,10,"10,510",925,636,"1,027",793,"1,950",509,506,637,649,666,511,656,"1,045"
2021,3,20,"21,568","1,518","2,150","2,171","1,765","1,679","1,617","1,061",923,"1,511","1,536","2,223","1,410","2,004"
2021,3,30,"18,065","1,378","1,330","2,013","1,493","2,019","1,251",783,825,"1,263","1,206","1,518","1,197","1,789"
2021,3,40,"22,317","1,762","1,454","2,205","1,824","3,308","1,345","1,166","1,270","1,372","1,518","1,524","1,420","2,149"
2021,3,50,"26,518","2,150","1,951","2,718","2,471","2,466","1,492","1,400","1,443","1,835","1,991","1,961","1,831","2,809"
2021,3,60,"24,617","2,002","1,712","2,478","2,362","1,818","1,378","1,447","1,496","1,782","1,821","1,858","1,767","2,696"
2021,3,70,"16,753","1,196","1,180","1,541","1,598","1,128",953,"1,191","1,532","1,065","1,224","1,165","1,207","1,773"
2021,3,80,"7,040",521,513,565,684,525,362,441,482,504,602,498,542,801
2021,3,90,"1,034",84,72,81,91,69,50,60,65,79,90,59,92,142
2021,3,100,33,2,1,5,7,4,0,2,2,3,1,0,4,2
2021,4,총,"155,589","12,092","11,340","15,526","13,564","16,389","9,248","8,335","9,132","10,558","11,163","11,683","10,663","15,896"
2021,4,0,"7,273",592,352,724,502,"1,412",309,303,458,488,505,385,510,733
2021,4,10,"10,490",912,631,"1,028",792,"1,948",515,500,630,658,668,508,662,"1,038"
2021,4,20,"21,526","1,516","2,148","2,178","1,751","1,681","1,603","1,074",931,"1,513","1,525","2,219","1,388","1,999"
2021,4,30,"18,002","1,374","1,329","2,006","1,488","2,017","1,251",775,813,"1,262","1,198","1,502","1,216","1,771"
2021,4,40,"22,228","1,751","1,442","2,203","1,803","3,305","1,337","1,158","1,263","1,360","1,522","1,515","1,428","2,141"
2021,4,50,"26,434","2,155","1,943","2,711","2,479","2,468","1,486","1,382","1,447","1,824","1,974","1,958","1,826","2,781"
2021,4,60,"24,717","1,993","1,728","2,477","2,367","1,825","1,386","1,447","1,504","1,790","1,841","1,873","1,774","2,712"
2021,4,70,"16,750","1,187","1,173","1,536","1,602","1,129",945,"1,191","1,536","1,076","1,229","1,161","1,211","1,774"
2021,4,80,"7,097",527,522,576,682,532,365,442,483,506,609,500,553,800
2021,4,90,"1,038",83,71,82,91,68,51,61,65,77,91,62,91,145
2021,4,100,34,2,1,5,7,4,0,2,2,4,1,0,4,2
2021,5,총,"155,330","12,090","11,292","15,525","13,523","16,352","9,226","8,330","9,121","10,518","11,149","11,650","10,629","15,925"
2021,5,0,"7,241",590,354,730,501,"1,398",303,300,457,485,498,385,512,728
2021,5,10,"10,425",907,623,"1,029",777,"1,950",515,494,634,657,651,495,651,"1,042"
2021,5,20,"21,410","1,524","2,118","2,169","1,747","1,679","1,593","1,064",922,"1,495","1,532","2,194","1,376","1,997"
2021,5,30,"17,994","1,378","1,345","1,997","1,487","1,987","1,245",779,809,"1,258","1,197","1,506","1,221","1,785"
2021,5,40,"22,084","1,729","1,431","2,195","1,784","3,294","1,327","1,154","1,264","1,352","1,512","1,515","1,394","2,133"
2021,5,50,"26,357","2,158","1,931","2,710","2,467","2,480","1,481","1,372","1,437","1,818","1,959","1,942","1,819","2,783"
2021,5,60,"24,847","2,000","1,734","2,491","2,382","1,831","1,397","1,464","1,503","1,787","1,862","1,884","1,792","2,720"
2021,5,70,"16,739","1,178","1,163","1,528","1,597","1,133",946,"1,193","1,544","1,078","1,227","1,166","1,209","1,777"
2021,5,80,"7,155",538,521,589,683,527,368,447,484,507,618,500,560,813
2021,5,90,"1,043",86,71,82,91,69,51,61,65,77,92,62,91,145
2021,5,100,35,2,1,5,7,4,0,2,2,4,1,1,4,2
2021,6,총,"155,103","12,065","11,275","15,515","13,507","16,331","9,205","8,294","9,121","10,486","11,150","11,604","10,637","15,913"
2021,6,0,"7,204",584,347,724,502,"1,393",309,302,457,473,495,384,508,726
2021,6,10,"10,398",907,621,"1,023",774,"1,954",513,491,634,649,654,490,652,"1,036"
2021,6,20,"21,307","1,501","2,116","2,165","1,738","1,674","1,588","1,056",915,"1,488","1,539","2,171","1,378","1,978"
2021,6,30,"17,969","1,370","1,345","2,000","1,497","1,967","1,229",774,819,"1,262","1,188","1,515","1,212","1,791"
2021,6,40,"22,012","1,725","1,424","2,187","1,769","3,285","1,326","1,142","1,260","1,353","1,513","1,500","1,392","2,136"
2021,6,50,"26,246","2,159","1,924","2,708","2,443","2,479","1,465","1,364","1,430","1,806","1,949","1,937","1,809","2,773"
2021,6,60,"24,969","2,003","1,746","2,500","2,400","1,840","1,407","1,474","1,514","1,796","1,871","1,884","1,812","2,722"
2021,6,70,"16,713","1,191","1,159","1,519","1,600","1,128",944,"1,180","1,535","1,072","1,226","1,164","1,207","1,788"
2021,6,80,"7,207",536,523,598,686,537,373,450,492,511,620,494,573,814
2021,6,90,"1,044",87,69,86,91,70,51,59,63,72,94,64,91,147
2021,6,100,34,2,1,5,7,4,0,2,2,4,1,1,3,2
2021,7,총,"154,876","12,045","11,275","15,486","13,445","16,313","9,191","8,273","9,094","10,496","11,142","11,632","10,614","15,870"
2021,7,0,"7,146",586,348,721,498,"1,380",304,300,452,468,488,384,502,715
2021,7,10,"10,362",903,611,"1,029",763,"1,950",514,489,628,649,652,493,648,"1,033"
2021,7,20,"21,239","1,493","2,110","2,149","1,728","1,667","1,584","1,052",912,"1,505","1,529","2,179","1,372","1,959"
2021,7,30,"17,951","1,377","1,358","1,988","1,492","1,955","1,229",772,815,"1,256","1,190","1,517","1,210","1,792"
2021,7,40,"21,910","1,712","1,416","2,188","1,738","3,277","1,313","1,139","1,254","1,355","1,510","1,503","1,393","2,112"
2021,7,50,"26,173","2,150","1,920","2,678","2,440","2,487","1,461","1,362","1,427","1,791","1,938","1,935","1,809","2,775"
2021,7,60,"25,062","2,002","1,752","2,521","2,398","1,843","1,417","1,474","1,506","1,807","1,889","1,891","1,823","2,739"
2021,7,70,"16,708","1,198","1,158","1,524","1,602","1,137",945,"1,174","1,530","1,075","1,227","1,165","1,192","1,781"
2021,7,80,"7,253",536,530,599,687,539,374,453,503,516,627,502,571,816
2021,7,90,"1,041",86,71,86,92,74,50,56,65,71,92,61,91,146
2021,7,100,31,2,1,3,7,4,0,2,2,3,0,2,3,2
2021,8,총,"154,511","11,994","11,230","15,481","13,400","16,309","9,151","8,235","9,042","10,487","11,155","11,622","10,600","15,805"
2021,8,0,"7,063",583,341,716,497,"1,366",302,291,441,462,484,374,504,702
2021,8,10,"10,326",896,614,"1,035",768,"1,940",500,480,625,654,644,494,646,"1,030"
2021,8,20,"21,156","1,487","2,100","2,142","1,702","1,668","1,588","1,046",904,"1,501","1,533","2,174","1,361","1,950"
2021,8,30,"17,884","1,366","1,346","1,995","1,481","1,958","1,219",769,799,"1,251","1,186","1,516","1,206","1,792"
2021,8,40,"21,761","1,695","1,395","2,177","1,737","3,254","1,300","1,124","1,244","1,350","1,498","1,502","1,398","2,087"
2021,8,50,"26,122","2,137","1,916","2,670","2,422","2,494","1,451","1,371","1,420","1,792","1,947","1,943","1,796","2,763"
2021,8,60,"25,112","2,011","1,758","2,522","2,402","1,876","1,421","1,471","1,509","1,793","1,900","1,882","1,823","2,744"
2021,8,70,"16,707","1,197","1,154","1,528","1,597","1,130",943,"1,170","1,522","1,093","1,239","1,171","1,200","1,763"
2021,8,80,"7,296",534,533,604,695,541,378,456,508,515,633,504,571,824
2021,8,90,"1,051",86,72,89,92,78,48,55,68,73,91,60,92,147
2021,8,100,33,2,1,3,7,4,1,2,2,3,0,2,3,3
2021,9,총,"154,274","11,937","11,217","15,464","13,379","16,311","9,124","8,217","9,027","10,460","11,158","11,595","10,605","15,780"
2021,9,0,"6,989",574,341,715,490,"1,341",303,292,437,456,483,370,496,691
2021,9,10,"10,261",887,605,"1,023",763,"1,947",488,475,621,649,644,490,648,"1,021"
2021,9,20,"21,139","1,481","2,099","2,155","1,697","1,664","1,590","1,041",903,"1,499","1,527","2,165","1,360","1,958"
2021,9,30,"17,864","1,355","1,349","1,985","1,466","1,956","1,226",775,796,"1,261","1,181","1,506","1,208","1,800"
2021,9,40,"21,606","1,685","1,385","2,164","1,729","3,233","1,276","1,111","1,242","1,339","1,489","1,496","1,392","2,065"
2021,9,50,"26,144","2,129","1,911","2,684","2,428","2,522","1,451","1,359","1,417","1,784","1,956","1,941","1,802","2,760"
2021,9,60,"25,130","2,002","1,758","2,515","2,405","1,883","1,421","1,481","1,506","1,793","1,908","1,880","1,830","2,748"
2021,9,70,"16,704","1,198","1,155","1,525","1,604","1,136",939,"1,161","1,517","1,090","1,244","1,178","1,196","1,761"
2021,9,80,"7,341",537,539,606,697,545,380,465,516,514,633,508,577,824
