년도,월,나이,서울특별시 동작구,서울특별시 동작구 노량진제1동,서울특별시 동작구 노량진제2동,서울특별시 동작구 상도제1동,서울특별시 동작구 상도제2동,서울특별시 동작구 상도제3동,서울특별시 동작구 상도제4동,서울특별시 동작구 흑석동,서울특별시 동작구 사당제1동,서울특별시 동작구 사당제2동,서울특별시 동작구 사당제3동,서울특별시 동작구 사당제4동,서울특별시 동작구 사당제5동,서울특별시 동작구 대방동,서울특별시 동작구 신대방제1동,서울특별시 동작구 신대방제2동
2021,9,60,"23,313","2,018",923,"2,529","1,584","1,491","1,853","1,930","1,356","1,830","1,636",924,850,"1,960","1,405","1,024"
2021,9,70,"13,197","1,101",492,"1,365",857,909,991,"1,093",803,"1,125",974,541,463,"1,085",755,643
2021,9,80,"5,039",474,219,528,352,342,355,447,275,400,318,195,158,428,286,262
2021,9,90,462,47,18,55,37,20,36,46,13,33,20,18,17,57,23,22
2021,9,100,40,6,4,5,3,2,4,2,1,1,3,0,1,6,2,0
2021,10,총,"186,863","16,125","5,854","21,450","13,756","11,736","13,913","15,381","10,897","13,348","11,896","6,778","6,977","18,154","11,142","9,456"
2021,10,0,"11,895",954,142,"1,329","1,286",557,804,"1,144",400,929,"1,019",375,516,"1,052",735,653
2021,10,10,"13,878","1,007",225,"1,595",995,823,982,"1,110",471,975,868,377,482,"1,978","1,127",863
2021,10,20,"31,477","2,936","1,164","4,891","2,022","1,900","2,197","2,564","2,252","1,735","1,532","1,144","1,016","2,958","1,603","1,563"
2021,10,30,"30,837","3,039","1,106","3,014","2,322","2,090","2,390","2,120","2,442","2,191","1,884","1,243","1,306","2,604","1,521","1,565"
2021,10,40,"28,793","2,256",749,"3,132","2,313","1,739","2,179","2,440","1,490","2,005","1,953","1,035","1,127","3,038","1,795","1,542"
2021,10,50,"27,927","2,289",889,"2,977","2,001","1,841","2,115","2,469","1,405","2,102","1,680",926,"1,040","2,987","1,882","1,324"
2021,10,60,"23,320","2,017",885,"2,541","1,577","1,513","1,855","1,945","1,342","1,847","1,633",930,852,"1,957","1,411","1,015"
2021,10,70,"13,158","1,100",459,"1,374",844,904,995,"1,091",809,"1,124",981,534,459,"1,085",754,645
2021,10,80,"5,079",477,213,536,356,348,356,451,270,407,321,196,163,432,288,265
2021,10,90,464,47,18,56,37,19,38,45,15,32,22,18,15,57,24,21
2021,10,100,35,3,4,5,3,2,2,2,1,1,3,0,1,6,2,0
2021,11,총,"186,710","16,114","5,710","21,415","13,635","11,711","13,886","15,384","10,888","13,317","11,837","6,783","6,959","18,038","11,127","9,906"
2021,11,0,"11,839",959,129,"1,325","1,263",545,797,"1,148",403,909,"1,001",373,508,"1,036",728,715
2021,11,10,"13,834",994,222,"1,581",989,825,971,"1,108",464,988,868,375,481,"1,946","1,123",899
2021,11,20,"31,441","2,933","1,143","4,883","2,015","1,908","2,201","2,556","2,243","1,720","1,516","1,146","1,010","2,952","1,599","1,616"
2021,11,30,"30,769","3,024","1,099","3,004","2,301","2,070","2,384","2,114","2,440","2,171","1,876","1,234","1,304","2,575","1,537","1,636"
2021,11,40,"28,740","2,252",723,"3,112","2,291","1,733","2,158","2,436","1,502","2,013","1,936","1,048","1,119","3,002","1,774","1,641"
2021,11,50,"28,012","2,299",869,"2,993","1,996","1,844","2,123","2,473","1,398","2,112","1,674",919,"1,041","2,989","1,886","1,396"
2021,11,60,"23,340","2,022",853,"2,540","1,553","1,516","1,867","1,961","1,341","1,835","1,630",934,854,"1,961","1,407","1,066"
2021,11,70,"13,121","1,099",444,"1,376",837,897,992,"1,081",805,"1,126",990,539,461,"1,076",755,643
2021,11,80,"5,118",482,206,540,348,352,354,456,277,411,324,198,165,438,291,276
2021,11,90,464,47,18,56,39,19,38,49,14,32,20,17,15,57,25,18
2021,11,100,32,3,4,5,3,2,1,2,1,0,2,0,1,6,2,0
2021,12,총,"186,426","16,056","5,594","21,372","13,544","11,685","13,864","15,349","10,890","13,304","11,802","6,766","6,959","18,017","11,093","10,131"
2021,12,0,"11,754",956,124,"1,309","1,244",537,778,"1,144",399,904,"1,000",362,507,"1,021",723,746
2021,12,10,"13,821",990,217,"1,582",998,825,971,"1,103",457,988,861,379,480,"1,943","1,114",913
2021,12,20,"31,308","2,904","1,099","4,883","1,984","1,923","2,212","2,548","2,262","1,706","1,505","1,134","1,006","2,923","1,591","1,628"
2021,12,30,"30,743","3,013","1,096","2,983","2,281","2,039","2,379","2,106","2,453","2,172","1,867","1,225","1,309","2,583","1,540","1,697"
2021,12,40,"28,686","2,223",713,"3,099","2,277","1,733","2,150","2,427","1,489","2,017","1,932","1,047","1,115","3,008","1,763","1,693"
2021,12,50,"28,059","2,305",858,"3,013","1,990","1,854","2,121","2,467","1,397","2,117","1,676",929,"1,039","3,002","1,875","1,416"
2021,12,60,"23,298","2,029",833,"2,530","1,549","1,508","1,865","1,962","1,342","1,823","1,616",934,858,"1,961","1,407","1,081"
2021,12,70,"13,106","1,096",432,"1,371",834,896,991,"1,079",798,"1,130",994,537,463,"1,069",758,658
2021,12,80,"5,155",491,203,540,342,350,358,461,278,415,329,200,166,446,294,282
2021,12,90,476,47,19,57,42,19,39,51,15,32,20,19,15,58,26,17
2021,12,100,20,2,0,5,3,1,0,1,0,0,2,0,1,3,2,0
