년도,월,나이,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 덕양구 주교동,경기도 고양시 덕양구 원신동,경기도 고양시 덕양구 흥도동,경기도 고양시 덕양구 성사1동,경기도 고양시 덕양구 성사2동,경기도 고양시 덕양구 효자동,경기도 고양시 덕양구 삼송동,경기도 고양시 덕양구 창릉동,경기도 고양시 덕양구 고양동,경기도 고양시 덕양구 관산동,경기도 고양시 덕양구 능곡동,경기도 고양시 덕양구 화정1동,경기도 고양시 덕양구 화정2동,경기도 고양시 덕양구 행주동,경기도 고양시 덕양구 행신1동,경기도 고양시 덕양구 행신2동,경기도 고양시 덕양구 행신3동,경기도 고양시 덕양구 화전동,경기도 고양시 덕양구 대덕동,경기도 고양시 일산동구,경기도 고양시 일산동구 식사동,경기도 고양시 일산동구 중산동,경기도 고양시 일산동구 정발산동,경기도 고양시 일산동구 풍산동,경기도 고양시 일산동구 백석1동,경기도 고양시 일산동구 백석2동,경기도 고양시 일산동구 마두1동,경기도 고양시 일산동구 마두2동,경기도 고양시 일산동구 장항1동,경기도 고양시 일산동구 장항2동,경기도 고양시 일산동구 고봉동,경기도 고양시 일산서구,경기도 고양시 일산서구 일산1동,경기도 고양시 일산서구 일산2동,경기도 고양시 일산서구 일산3동,경기도 고양시 일산서구 탄현동,경기도 고양시 일산서구 주엽1동,경기도 고양시 일산서구 주엽2동,경기도 고양시 일산서구 대화동,경기도 고양시 일산서구 송포동,경기도 고양시 일산서구 송산동
2021,10,100,178,87,5,0,4,1,4,8,2,3,6,12,3,9,3,2,4,6,3,7,5,43,4,5,1,2,7,4,5,2,2,7,4,48,6,4,4,3,9,3,7,6,6
2021,11,총,"1,079,722","482,459","14,540","23,618","48,488","21,834","11,306","15,067","24,853","23,291","29,808","36,568","15,427","37,450","32,740","18,715","21,535","31,818","45,217","27,731","2,453","299,297","37,211","46,646","23,347","38,797","30,381","20,814","24,019","16,300","11,473","27,113","23,196","297,966","27,017","18,341","35,238","51,417","27,840","28,842","36,213","21,553","51,505"
2021,11,0,"78,294","37,275",509,"2,876","5,275","1,246",572,"2,066","2,519","2,719","1,991","1,980",833,"1,827","2,348",664,"1,227","2,166","2,452","3,927",78,"19,926","3,551","3,228","1,235","2,993","1,895",865,"1,341","1,138","1,375",997,"1,308","21,093","1,777",837,"2,456","4,351","1,700","1,910","2,186","1,600","4,276"
2021,11,10,"102,560","41,194","1,068","2,119","4,388","1,783","1,002","1,073","1,648","1,695","3,079","2,745","1,163","3,508","3,590","1,142","1,937","2,644","4,622","1,867",121,"28,788","4,887","4,242","2,040","4,357","2,629","1,248","3,198","2,194",949,"1,542","1,502","32,578","2,594","1,423","5,651","5,358","3,100","3,114","2,929","2,216","6,193"
2021,11,20,"146,931","61,959","2,006","2,157","5,499","2,957","1,435","1,710","2,768","2,464","3,536","4,238","2,103","5,999","4,549","2,800","2,953","4,741","6,737","2,870",437,"43,881","4,998","6,662","3,749","5,311","4,709","3,400","3,655","2,165","1,329","5,034","2,869","41,091","3,823","2,605","4,508","7,147","3,696","3,666","6,139","2,902","6,605"
2021,11,30,"142,630","68,801","1,543","3,745","8,138","2,599","1,288","3,033","4,685","5,388","3,047","3,935","1,762","4,351","4,186","2,291","2,668","4,918","5,079","5,883",262,"38,286","4,084","5,349","2,948","4,584","4,502","3,366","2,256","1,531","1,817","4,882","2,967","35,543","3,126","1,895","3,439","6,880","3,257","3,310","5,302","2,803","5,531"
2021,11,40,"177,719","78,314","1,934","4,403","9,187","3,310","1,655","2,599","4,225","4,115","5,007","5,566","2,182","5,478","5,858","2,511","3,322","4,691","6,972","5,012",287,"49,699","7,204","7,048","3,441","6,601","4,811","3,556","3,944","2,844","2,135","4,683","3,432","49,706","4,083","2,438","6,852","8,818","4,468","4,610","5,451","3,574","9,412"
2021,11,50,"196,940","83,968","3,127","3,294","6,849","4,259","2,057","1,914","3,630","2,948","5,224","7,012","3,108","7,454","5,870","3,888","4,203","5,892","9,269","3,523",447,"56,523","6,770","9,157","4,453","6,959","5,797","3,926","4,782","3,120","1,963","5,005","4,591","56,449","5,190","4,083","6,604","9,725","5,072","5,134","6,814","4,079","9,748"
2021,11,60,"132,610","62,283","2,499","3,025","5,246","3,140","1,728","1,558","3,054","2,350","4,225","6,238","2,475","4,573","3,373","3,140","2,987","3,762","5,669","2,786",455,"35,889","3,464","6,214","3,153","4,642","3,637","2,493","2,826","1,707","1,244","2,755","3,754","34,438","3,556","2,993","3,363","5,106","3,329","3,456","4,361","2,544","5,730"
2021,11,70,"61,460","30,346","1,157","1,368","2,623","1,573",909,719,"1,541","1,070","2,414","3,119","1,127","2,456","1,688","1,386","1,362","1,799","2,591","1,203",241,"15,439","1,380","2,723","1,432","2,029","1,469","1,146","1,146",799,443,"1,218","1,654","15,675","1,745","1,232","1,348","2,313","1,664","1,943","1,840","1,101","2,489"
2021,11,80,"35,257","16,040",603,547,"1,134",843,586,340,702,466,"1,140","1,512",589,"1,596","1,131",782,770,"1,057","1,584",553,105,"9,342",751,"1,724",777,"1,137",827,709,743,693,182,867,932,"9,875",988,722,856,"1,490","1,363","1,472","1,039",636,"1,309"
2021,11,90,"5,159","2,201",89,84,146,123,71,47,79,74,139,213,82,199,145,110,102,142,239,102,15,"1,486",119,294,118,182,99,102,125,107,34,123,183,"1,472",129,109,157,226,182,224,146,93,206
2021,11,100,162,78,5,0,3,1,3,8,2,2,6,10,3,9,2,1,4,6,3,5,5,38,3,5,1,2,6,3,3,2,2,7,4,46,6,4,4,3,9,3,6,5,6
2021,12,총,"1,079,353","482,927","14,463","23,609","48,468","21,801","11,343","15,329","25,416","23,536","29,761","36,505","15,346","37,403","32,732","18,690","21,496","31,715","45,093","27,801","2,420","298,873","37,221","46,603","23,357","38,677","30,310","20,806","24,015","16,245","11,399","27,085","23,155","297,553","26,987","18,318","35,240","51,256","27,856","28,826","36,112","21,509","51,449"
2021,12,0,"77,938","37,138",497,"2,858","5,233","1,243",573,"2,057","2,569","2,743","1,981","1,957",820,"1,799","2,339",665,"1,219","2,154","2,428","3,926",77,"19,825","3,535","3,218","1,225","2,978","1,889",858,"1,348","1,124","1,343",993,"1,314","20,975","1,767",829,"2,455","4,313","1,698","1,907","2,167","1,602","4,237"
2021,12,10,"102,354","41,209","1,062","2,140","4,396","1,769",993,"1,115","1,703","1,708","3,062","2,749","1,158","3,498","3,570","1,135","1,932","2,633","4,587","1,884",115,"28,709","4,907","4,240","2,032","4,317","2,624","1,250","3,194","2,186",956,"1,524","1,479","32,436","2,568","1,408","5,659","5,314","3,088","3,107","2,901","2,200","6,191"
2021,12,20,"146,570","61,897","1,992","2,154","5,482","2,961","1,439","1,727","2,877","2,485","3,537","4,216","2,082","5,994","4,526","2,790","2,932","4,701","6,712","2,861",429,"43,692","4,973","6,615","3,732","5,279","4,671","3,394","3,639","2,160","1,326","5,027","2,876","40,981","3,823","2,595","4,483","7,147","3,671","3,664","6,105","2,885","6,608"
2021,12,30,"142,754","69,046","1,540","3,731","8,129","2,592","1,313","3,018","4,831","5,489","3,043","3,912","1,748","4,359","4,228","2,305","2,668","4,934","5,096","5,855",255,"38,249","4,066","5,362","2,977","4,568","4,521","3,354","2,249","1,530","1,795","4,881","2,946","35,459","3,119","1,879","3,441","6,832","3,286","3,297","5,318","2,796","5,491"
2021,12,40,"177,365","78,294","1,922","4,411","9,193","3,313","1,646","2,649","4,335","4,154","4,986","5,536","2,166","5,425","5,823","2,485","3,314","4,661","6,921","5,066",288,"49,522","7,223","7,025","3,407","6,559","4,786","3,544","3,957","2,814","2,123","4,663","3,421","49,549","4,064","2,416","6,853","8,776","4,459","4,608","5,432","3,561","9,380"
2021,12,50,"197,066","84,104","3,112","3,286","6,856","4,253","2,067","1,989","3,673","2,978","5,227","7,027","3,101","7,456","5,896","3,893","4,195","5,871","9,244","3,537",443,"56,499","6,775","9,142","4,475","6,955","5,785","3,927","4,756","3,119","1,955","5,021","4,589","56,463","5,190","4,089","6,586","9,718","5,068","5,132","6,799","4,096","9,785"
2021,12,60,"133,115","62,484","2,495","3,026","5,264","3,139","1,734","1,617","3,083","2,373","4,229","6,245","2,465","4,602","3,372","3,139","2,990","3,756","5,694","2,803",458,"36,055","3,487","6,250","3,165","4,665","3,631","2,525","2,852","1,716","1,244","2,756","3,764","34,576","3,580","3,023","3,392","5,124","3,361","3,467","4,348","2,541","5,740"
2021,12,70,"61,394","30,344","1,150","1,369","2,628","1,559",907,753,"1,555","1,062","2,404","3,121","1,125","2,445","1,695","1,385","1,365","1,799","2,576","1,210",236,"15,423","1,375","2,725","1,436","2,031","1,462","1,139","1,151",795,444,"1,222","1,643","15,627","1,735","1,235","1,343","2,299","1,657","1,932","1,842","1,096","2,488"
2021,12,80,"35,438","16,125",598,547,"1,139",846,594,353,707,469,"1,146","1,515",596,"1,608","1,141",781,774,"1,058","1,592",557,104,"9,359",755,"1,724",787,"1,133",835,709,742,691,180,868,935,"9,954","1,003",732,862,"1,507","1,370","1,480","1,047",636,"1,317"
2021,12,90,"5,208","2,218",90,86,146,124,74,48,81,73,140,217,82,207,140,111,103,143,241,98,14,"1,504",122,297,120,190,102,103,124,109,31,122,184,"1,486",131,108,163,222,189,229,147,91,206
2021,12,100,151,68,5,1,2,2,3,3,2,2,6,10,3,10,2,1,4,5,2,4,1,36,3,5,1,2,4,3,3,1,2,8,4,47,7,4,3,4,9,3,6,5,6
